SA4_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
111,198,103,306,546,732,1277,19,33,49,34,29,62,89,94,179,55188,44496,99690,2636,3359,5995,1127,35,1155,710,124,835,745,295,1039,374,242,620,1608,1734,3340,63281,51277,114560,54,32,88,4,0,4,6,5,16,43,24,62,19,14,28,20,6,28,142,78,216,9,4,10,4,5,9,43,45,84,43,87,128,16,35,57,116,171,288,562,327,893,819,576,1398,43,37,77,23,23,48,24,15,41,99,68,164,17488,23094,40583,11433,17535,28975,372,292,668,93495,92841,186341
112,16,7,24,208,168,376,8,6,8,0,3,4,46,37,86,34130,31531,65659,1932,2369,4298,1041,32,1074,460,49,510,665,346,1016,323,171,492,1652,1672,3324,40480,36394,76864,4,0,0,0,0,0,0,0,0,20,11,31,3,5,9,4,0,4,27,20,48,4,0,4,0,0,0,17,10,21,20,27,46,9,12,13,41,45,92,384,222,609,454,291,742,6,0,8,12,8,16,17,13,28,32,22,52,7810,10368,18177,5633,8603,14238,428,370,795,54843,56033,110874
113,7,3,10,193,110,302,15,15,28,3,0,3,47,62,107,28042,24241,52284,2273,2369,4647,662,29,689,264,31,292,197,61,261,413,146,567,1725,1496,3221,33846,28555,62406,0,0,0,0,0,0,0,0,0,13,9,26,0,0,0,4,0,5,17,13,31,0,0,0,0,0,0,15,4,27,13,16,32,3,0,10,40,25,64,333,153,488,389,194,581,0,0,0,0,4,4,20,4,28,23,13,36,3147,3679,6825,2253,4098,6354,289,225,516,39952,36765,76713
114,53,37,97,63,66,131,12,5,15,0,0,0,24,38,63,21342,18603,39942,1334,1550,2880,799,22,820,218,27,240,176,63,242,228,103,337,909,934,1841,25163,21455,46616,5,9,10,3,0,3,0,0,0,13,10,21,4,5,11,3,4,5,23,27,47,0,0,0,0,0,0,3,16,27,7,19,22,4,4,4,17,43,55,235,117,350,272,177,449,7,5,11,3,0,3,10,7,19,22,8,29,4950,5939,10885,3070,4639,7710,244,220,461,33717,32437,66151
115,618,503,1123,599,578,1176,0,0,6,11,11,16,29,17,48,28007,19707,47712,1224,1728,2948,1171,18,1185,219,14,232,104,15,126,326,216,542,653,614,1263,32954,23415,56371,304,278,582,0,0,0,10,5,11,183,127,313,24,43,65,21,12,35,537,470,1006,0,0,0,11,7,19,61,44,105,19,46,67,22,14,34,115,105,224,274,138,411,922,715,1635,129,113,245,17,8,16,8,4,10,147,126,276,27560,29399,56963,6754,9724,16473,213,173,391,68555,63553,132111
116,2115,2312,4417,604,917,1521,6,4,11,12,10,19,147,152,298,42102,28489,70594,2234,3938,6168,1028,22,1046,379,34,413,172,25,204,530,339,867,551,709,1263,49879,36942,86821,755,1169,1922,0,0,0,17,14,27,474,264,735,69,176,246,64,39,102,1380,1662,3044,0,0,0,0,6,10,58,51,104,45,120,166,16,33,50,123,207,334,462,263,721,1968,2130,4100,358,445,799,17,34,50,13,9,20,389,487,875,28186,30611,58798,12801,12687,25492,482,379,854,93701,83233,176932
117,3920,3130,7053,2405,2821,5230,18,8,29,308,289,599,301,301,598,20947,12326,33277,1098,2026,3117,342,7,349,1320,221,1540,2070,695,2758,723,450,1171,7692,6535,14227,41144,28808,69952,1299,1247,2548,12,9,30,92,80,164,105,59,159,42,69,115,176,80,253,1722,1548,3263,10,0,11,95,88,187,57,31,89,39,103,133,83,96,181,282,317,599,421,185,608,2428,2052,4476,331,265,600,44,49,97,16,19,35,394,334,728,47779,47425,95204,9708,12057,21764,377,304,687,101832,90978,192809
118,683,491,1168,1667,2128,3795,110,41,147,200,161,358,143,161,302,19533,12900,32436,1003,1630,2627,475,6,483,1100,231,1325,898,371,1265,370,291,665,2376,3436,5811,28554,21835,50394,620,587,1206,7,5,13,54,30,83,48,21,64,10,14,21,27,15,43,761,667,1428,15,3,19,63,72,139,60,38,103,35,62,105,65,73,139,240,254,494,305,165,469,1314,1087,2396,169,137,305,30,31,58,17,6,22,213,174,384,32621,37424,70041,5827,8983,14808,339,275,615,68869,69772,138638
119,6255,6063,12312,731,1168,1901,6,0,9,10,13,22,218,177,397,51876,32132,84008,2355,4870,7226,1259,24,1280,797,72,870,390,92,481,803,531,1335,1920,2772,4693,66621,47905,114530,1627,2214,3848,14,7,15,63,107,169,483,260,739,97,230,323,141,77,221,2414,2895,5308,0,0,0,0,8,6,39,39,79,30,131,165,23,34,57,101,209,309,563,330,892,3079,3436,6518,395,494,885,14,21,33,17,5,25,419,520,943,37684,44596,82271,20190,19761,39956,835,543,1378,128824,116769,245597
120,3682,3556,7233,958,1218,2179,121,63,184,79,78,160,129,141,275,24653,15580,40235,1000,2150,3149,483,13,494,739,90,830,663,226,894,456,282,736,1644,2145,3790,34607,25538,60150,1161,1409,2570,10,14,27,49,61,112,197,97,292,40,122,162,83,51,139,1542,1757,3301,22,27,46,27,38,69,33,27,61,22,69,90,41,33,70,143,197,339,274,173,441,1965,2119,4082,263,248,512,24,19,45,13,8,23,300,275,578,34466,39396,73856,8077,11004,19079,309,243,552,79726,78577,158306
121,2700,2666,5363,1363,1563,2922,93,43,138,8,4,11,104,111,217,28674,21469,50143,1248,2723,3967,453,9,462,621,91,715,504,134,641,478,373,852,3054,3681,6731,39299,32862,72162,651,785,1439,22,23,38,21,22,48,287,175,458,72,120,188,86,47,138,1137,1174,2311,17,10,28,15,18,31,68,52,125,44,65,108,33,40,76,179,196,373,296,203,500,1606,1572,3180,185,182,362,26,17,44,14,3,20,225,199,427,59593,58423,118011,8935,14170,23107,303,283,586,109955,107520,217473
122,46,22,66,1614,1708,3321,178,69,248,5,6,9,59,64,121,26096,18799,44891,1239,1729,2969,749,12,755,826,113,936,582,164,749,359,222,580,1519,1681,3197,33257,24591,57842,112,100,214,17,11,24,0,0,0,32,9,38,0,0,0,4,4,8,173,121,291,39,26,60,9,9,18,83,73,157,50,100,154,45,29,67,227,235,466,334,182,512,732,538,1265,62,36,100,43,32,76,10,9,20,115,84,194,28880,31089,59959,6264,10235,16500,254,198,451,69496,66725,136223
123,1318,1234,2553,197,282,480,3,8,10,0,0,7,78,66,147,36983,25458,62446,2087,2619,4709,1377,17,1391,348,17,368,119,20,140,324,221,542,609,654,1266,43446,30611,74050,323,396,719,0,0,3,9,12,15,335,212,547,53,94,148,40,19,58,758,729,1488,0,0,0,0,0,0,21,19,35,23,32,57,7,5,15,51,60,112,337,171,513,1149,962,2110,166,171,332,12,4,15,15,4,18,187,183,370,14354,20048,34402,10066,11363,21429,327,254,580,69519,63419,132941
124,1172,813,1982,178,264,440,15,3,20,3,0,3,84,100,181,42938,29362,72299,2266,2618,4884,1951,33,1991,447,39,488,205,44,252,358,278,635,1037,1016,2054,50653,34576,85224,307,336,644,0,0,0,10,5,18,266,155,429,55,62,113,71,25,94,707,579,1290,0,0,0,4,0,4,23,15,40,15,34,51,14,16,22,51,65,114,444,182,627,1199,829,2029,134,121,252,10,13,22,17,9,20,159,137,298,17950,26151,44098,10216,13408,23629,361,283,639,80530,75383,155914
125,4293,4380,8672,942,1298,2239,19,15,36,7,8,17,174,177,359,42255,25122,67372,1930,4170,6103,909,9,923,587,49,640,391,103,492,639,443,1082,1808,2051,3858,53956,37837,91790,1523,2134,3663,6,4,9,57,61,112,343,198,537,102,199,300,93,64,160,2120,2655,4782,5,3,3,3,5,9,81,61,146,43,121,165,28,34,63,161,225,383,456,308,758,2740,3188,5929,464,507,969,16,27,41,12,3,14,493,538,1029,36714,36766,73482,14731,14058,28788,760,436,1190,109389,92818,202211
126,1315,1413,2730,746,841,1591,28,26,54,7,9,12,30,51,87,16585,11572,28152,575,1519,2103,292,3,296,279,34,315,164,37,202,226,163,388,949,1068,2018,21205,16742,37952,432,560,992,14,0,10,6,20,30,109,74,181,26,83,107,43,34,76,624,767,1396,7,4,7,12,9,17,38,26,68,26,50,75,12,31,41,98,111,209,188,118,312,909,1008,1912,126,163,285,19,17,33,4,3,11,155,178,329,24190,23901,48092,4961,7008,11972,188,149,338,51614,48985,100598
127,1372,1416,2789,407,570,976,12,3,14,5,0,8,110,90,198,46988,30931,77922,2377,3974,6356,1542,19,1562,277,29,300,206,40,249,539,406,941,1095,1159,2252,54934,38635,93566,468,529,1004,0,0,0,8,16,21,411,278,685,63,127,186,33,28,56,991,975,1964,0,0,0,0,0,0,33,44,72,36,79,112,10,16,29,74,137,210,506,314,823,1571,1424,2997,212,251,466,17,19,36,21,7,21,250,281,525,20237,27148,47381,14293,13301,27595,555,399,949,91836,81180,173019
128,1269,996,2261,73,104,174,4,4,14,0,0,0,35,38,71,27743,18649,46386,1160,1545,2703,779,13,789,306,27,329,216,48,264,249,197,447,741,1108,1851,32576,22723,55301,174,147,318,3,0,8,15,17,36,222,105,333,43,50,93,42,16,50,500,335,841,0,0,0,0,0,0,5,12,18,0,4,5,4,5,11,14,14,31,217,121,339,730,475,1204,57,57,113,0,0,0,7,3,8,67,59,128,19171,24331,43508,6531,10128,16662,168,135,302,59245,57853,117099
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,27,11,35,21,16,34,0,0,0,0,0,0,0,6,5,580,380,961,75,87,164,23,3,24,10,4,16,9,5,18,29,27,54,89,76,166,872,616,1485,16,9,24,0,0,0,0,3,3,5,0,5,0,0,0,0,0,0,13,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,25,16,41,10,0,6,0,0,0,0,0,0,6,5,11,233,279,514,213,213,428,35,6,39,1388,1128,2511
