SA4_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
111,167,1474,15046,53830,36577,7525,1486,1143,117250,21,1087,5384,2845,221,35,16,187,9796,47,746,3122,4183,531,92,27,136,8885,64,1834,8508,7023,757,129,43,322,18679,151,2046,2551,619,90,14,15,163,5651,42,572,1604,317,6,4,3,66,2618,57,583,1291,615,29,0,8,43,2619,24,472,774,331,23,0,0,13,1638,11,119,192,105,39,18,3,14,488,288,3798,6407,1988,179,39,27,285,13011,44,219,247,81,29,9,3,26,653,18,78,60,44,21,3,6,32,257,583,7396,30265,62959,37567,7709,1563,1811,149852
112,457,2296,8844,31711,23176,4794,1148,1160,73590,36,569,3947,3801,273,28,6,179,8849,15,400,2060,3036,283,42,14,94,5947,53,966,6004,6838,559,72,22,276,14791,86,770,2367,814,84,12,9,118,4255,0,167,1294,400,8,3,0,32,1909,0,76,389,208,9,0,0,14,693,0,54,347,127,9,0,0,14,552,18,123,94,51,39,11,0,4,349,108,1194,4494,1605,145,24,11,180,7760,220,796,658,152,34,13,7,107,1986,34,106,82,60,34,5,6,29,356,874,5362,20084,40364,23944,4914,1199,1735,98479
113,88,568,4897,23623,18571,3274,625,863,52498,16,301,1329,445,55,9,4,57,2215,4,47,147,133,12,5,0,4,346,17,350,1477,578,61,11,3,64,2562,16,533,2474,461,34,8,8,106,3639,0,50,89,18,0,3,0,0,164,0,10,21,16,0,0,0,0,40,0,0,0,0,0,0,0,0,3,0,7,11,12,13,0,0,0,43,23,603,2589,505,50,10,8,105,3892,22,94,94,91,39,13,20,32,394,6,27,41,55,37,19,12,28,225,156,1647,9104,24843,18757,3319,665,1083,59571
114,129,863,5484,22824,20231,4194,1014,686,55428,12,326,2001,1022,103,8,11,91,3568,0,118,501,484,49,9,0,16,1182,7,442,2505,1512,149,20,10,107,4749,18,256,514,230,32,3,7,38,1094,0,4,26,15,3,0,0,0,50,0,0,3,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,37,52,37,29,9,5,4,174,20,294,598,292,59,18,9,44,1330,31,234,512,131,36,11,0,42,992,9,54,91,33,19,0,4,75,293,197,1892,9195,24782,20489,4235,1044,956,62790
115,74,530,2203,12552,36007,13735,3364,537,69009,0,108,585,514,58,9,8,22,1300,7,83,793,3446,1135,146,30,38,5674,7,193,1373,3963,1190,160,39,64,6977,3,278,630,359,25,0,4,32,1333,0,96,723,345,3,0,0,13,1171,3,471,1638,560,16,5,0,25,2721,0,199,639,171,5,0,0,7,1024,12,47,95,37,51,19,13,12,278,19,1089,3719,1472,101,24,13,86,6517,28,54,58,28,14,3,6,0,181,7,21,34,38,36,20,8,9,173,124,1882,7389,18049,37350,13936,3430,700,82862
116,128,846,5458,38642,40452,10007,1860,1403,98799,25,286,1123,2169,543,68,15,83,4312,28,428,1413,5779,2340,193,36,169,10384,59,710,2535,7949,2887,261,51,250,14701,126,527,226,184,24,0,0,48,1142,0,50,444,60,0,0,0,17,574,36,578,4736,771,42,3,0,99,6271,0,16,144,49,3,0,0,7,224,12,52,342,153,74,32,15,30,706,173,1219,5903,1215,143,34,21,210,8917,0,10,30,35,18,6,0,0,100,4,24,46,43,62,16,0,18,213,362,2810,13980,47888,43557,10313,1933,1880,122728
117,61,340,2091,6552,3831,1087,305,173,14445,50,755,4444,3796,857,122,40,95,10160,252,1596,5026,7150,2939,521,178,176,17833,303,2351,9469,10950,3797,642,217,273,27999,517,2360,3485,794,132,39,30,135,7489,1021,4256,7802,1582,121,10,13,219,15031,2073,13416,17225,3998,176,17,18,534,37465,1885,13834,19097,4371,207,23,25,595,40037,15,103,102,52,31,4,4,6,311,5512,33975,47716,10799,671,87,88,1485,100334,94,383,429,258,52,15,13,33,1282,81,202,138,49,11,11,16,46,556,6048,37253,59842,28611,8356,1851,643,2012,144616
118,47,193,1300,7323,8975,4054,1112,203,23204,67,222,1918,2803,976,193,29,53,6256,33,402,2295,5904,3371,581,77,121,12777,97,619,4210,8706,4347,773,109,175,19029,257,2284,5628,2331,309,72,44,185,11107,450,4969,16604,4072,264,37,24,346,26766,540,3443,8314,2512,121,32,9,193,15159,243,1528,3027,1285,52,7,4,74,6224,14,41,80,53,42,9,9,3,243,1501,12268,33648,10247,795,152,90,803,59501,41,324,420,239,40,5,12,17,1097,18,44,46,27,14,3,4,26,185,1699,13447,39624,26537,14168,4994,1321,1218,103014
119,170,940,10313,43157,30932,11703,3024,1457,101700,131,570,3251,4554,692,130,16,159,9491,29,919,3035,8298,5728,773,76,301,19166,161,1486,6287,12851,6421,905,86,459,28653,319,2485,9601,1304,185,43,23,345,14316,130,1272,14235,2696,111,7,19,351,18821,135,2846,16404,3235,150,18,3,366,23160,45,2435,7022,1585,70,0,0,172,11339,18,177,555,283,143,92,30,37,1331,641,9211,47824,9109,663,159,80,1276,68968,22,220,529,236,50,21,3,33,1112,19,80,144,75,45,12,4,47,424,1018,11939,65089,65424,38104,12797,3200,3273,200853
120,95,436,4535,16731,11975,4341,1200,346,39660,22,438,3378,3012,841,110,30,59,7874,47,487,2720,4836,1778,367,127,77,10438,73,920,6094,7846,2619,478,156,137,18317,328,2499,6981,1856,189,44,24,178,12092,271,2263,10570,1983,110,11,11,170,15385,289,4202,11264,3441,153,45,5,231,19617,85,2334,6091,1356,38,6,0,143,10054,6,57,114,44,38,9,5,8,282,976,11346,35013,8675,524,118,48,727,57425,48,252,473,248,44,8,3,17,1105,22,75,92,44,15,4,3,29,276,1212,13035,46204,33540,15184,4942,1412,1262,116784
121,80,467,3601,21062,30954,14241,2799,424,73621,10,204,1120,1679,410,59,6,19,3509,23,411,1649,5078,1121,138,30,47,8515,36,622,2773,6761,1532,198,33,72,12023,141,1704,4994,2667,212,44,16,95,9870,464,4033,12659,3370,127,10,15,201,20877,350,5759,13441,4754,116,9,13,212,24641,651,5465,8717,2641,97,8,7,167,17750,7,70,175,67,33,37,7,3,411,1609,17032,39993,13492,582,102,59,679,73552,13,129,180,87,18,0,0,9,428,7,63,75,30,19,5,6,23,228,1741,18312,46625,41428,33100,14550,2890,1200,159847
122,167,802,3223,16748,21780,8842,2099,384,54040,100,381,680,626,239,44,11,26,2097,31,620,1550,3134,660,113,25,77,6201,124,1000,2227,3758,900,148,35,101,8299,189,1602,3173,1422,203,42,15,105,6758,70,2396,9455,1578,77,11,11,155,13756,164,2043,4900,1305,38,7,3,80,8541,16,431,877,549,11,0,0,22,1906,15,123,207,80,56,24,6,0,513,468,6598,18610,4936,388,84,37,358,31478,8,90,181,69,13,4,0,11,388,7,38,63,33,17,9,4,17,177,780,8526,24308,25542,23093,9094,2170,860,94377
123,103,690,3170,29980,35307,8499,2078,969,80800,29,241,2198,2258,216,20,15,106,5081,22,437,1781,2495,660,79,13,118,5605,48,676,3978,4747,869,104,29,224,10684,34,207,809,189,24,5,0,30,1298,0,17,311,165,0,0,0,13,501,4,140,1123,309,0,0,0,18,1600,0,30,118,31,0,0,0,0,184,4,88,239,73,58,27,13,15,521,47,481,2604,765,82,27,18,81,4107,21,71,58,12,4,0,3,8,179,0,24,41,34,16,5,3,19,145,225,1946,9853,35537,36286,8634,2128,1300,95914
124,154,1041,6792,40836,35201,8868,2163,1043,96097,49,475,1577,2579,310,44,20,87,5131,11,341,1324,4374,1019,65,14,111,7261,60,817,2905,6953,1323,105,33,194,12396,65,613,1604,246,26,6,4,61,2628,25,162,1392,195,5,0,7,35,1827,21,322,1803,173,0,0,4,35,2360,0,229,549,43,0,0,0,5,831,4,74,182,97,58,17,6,10,456,120,1409,5534,756,99,25,16,146,8104,10,56,114,42,14,5,3,0,241,7,36,43,40,26,16,7,31,207,361,3353,15389,48621,36662,9014,2221,1422,117044
125,161,963,7076,31308,24256,8255,2148,1243,75417,98,763,2084,2107,333,52,16,132,5591,54,924,2998,8829,3554,584,83,287,17316,153,1691,5084,10937,3894,641,97,420,22904,195,1768,6323,1246,132,14,9,236,9930,98,940,11253,2155,76,7,17,293,14824,158,3256,14326,3003,93,11,6,344,21200,223,3659,9432,1753,75,8,4,246,15396,11,119,445,294,151,73,28,43,1174,687,9747,41779,8447,530,110,66,1158,62524,15,53,222,107,22,16,7,12,443,14,105,214,60,30,8,0,48,487,1022,12560,54369,50863,28732,9019,2319,2885,161771
126,35,242,2159,11587,13343,5910,1412,292,34975,33,205,889,1936,186,49,14,30,3346,12,346,2177,2518,940,153,17,73,6239,40,555,3066,4454,1125,197,30,102,9579,32,603,990,257,28,11,4,30,1971,33,1366,6025,859,25,21,3,115,8450,85,2841,6754,1289,30,0,3,109,11122,81,3277,3422,525,14,0,0,86,7406,11,43,95,38,25,21,15,6,254,242,8138,17292,2969,130,60,27,348,29197,7,35,39,49,3,0,0,9,141,6,37,38,8,12,23,7,17,147,331,9010,22597,19062,14614,6196,1472,762,74041
127,115,1017,5181,35117,47991,11586,2615,1533,105155,29,262,812,1493,251,32,7,76,2972,25,593,2430,6759,1944,205,24,197,12167,58,857,3242,8249,2194,242,32,270,15142,135,906,1894,624,55,16,18,119,3753,59,451,5215,578,13,0,3,184,6507,10,391,2645,590,38,0,7,75,3746,89,752,2463,508,13,0,5,51,3878,9,133,582,300,180,84,28,36,1344,296,2632,12791,2603,296,98,51,464,19230,13,76,107,30,18,4,5,6,255,8,45,133,74,90,34,3,27,412,493,4617,21458,46072,50585,11960,2703,2300,140189
128,40,319,1983,17325,22071,7166,1244,332,50484,32,230,743,1299,257,37,5,38,2649,5,398,1710,5557,1013,133,15,78,8913,31,633,2453,6858,1272,165,22,124,11559,28,1283,1631,607,48,4,5,55,3657,5,802,6662,1147,17,0,4,93,8726,53,978,4256,955,14,0,0,66,6329,22,300,1061,357,10,0,0,10,1767,6,32,60,33,20,17,4,0,171,118,3395,13671,3097,108,21,16,227,20649,15,75,125,46,13,0,3,5,285,5,20,36,24,4,4,3,18,115,214,4444,18268,27347,23470,7362,1291,698,83097
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
