SA4_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
111,0,32,52,232,76,40,14,3,3,456,0,0,15,34,36,36,43,29,16,206,0,8,33,72,20,20,18,0,0,175,44,223,261,1013,414,316,335,306,156,3057,285,704,971,1829,752,851,999,886,588,7866,10376,22470,24033,50951,24609,24563,21827,13781,6888,199494,5,72,40,159,18,6,0,0,0,315,20327,42547,43112,81240,39753,38908,32825,19032,8098,325835,4,39,29,252,37,17,5,0,0,389,0,0,0,55,25,55,57,28,3,217,0,14,12,241,36,12,8,4,0,310,0,7,10,53,33,18,21,7,0,149,7,33,56,289,154,98,74,24,3,749,0,6,3,65,29,29,28,11,0,171,6,57,210,993,287,223,180,55,29,2027,0,0,3,28,37,86,49,85,28,319,3,17,6,51,13,26,48,32,6,205,46,341,477,1646,1279,1800,1800,1462,509,9354,0,0,14,100,63,71,49,21,10,321,0,15,18,97,47,37,21,14,3,259
112,3,12,9,63,30,15,3,0,0,141,0,7,3,24,15,30,46,22,15,158,0,0,3,18,30,20,17,3,0,93,10,72,95,869,291,309,272,160,68,2133,391,1115,902,2389,1227,1377,1250,856,606,10129,5978,14824,12258,29374,17344,19570,17945,10213,5124,132624,0,0,0,4,5,0,3,0,0,12,11283,27045,21666,41167,25322,28666,26439,13755,5867,201202,0,5,0,16,10,4,0,0,0,30,0,0,0,6,4,4,10,4,0,28,0,25,34,639,76,19,9,5,0,808,0,6,3,19,3,0,3,0,0,34,9,43,41,288,160,127,89,39,8,800,0,0,0,98,28,23,15,8,0,174,0,22,15,125,72,71,37,15,10,373,0,0,0,10,11,9,20,18,9,74,0,8,0,17,3,13,21,10,10,82,31,230,293,1426,1322,1939,2152,1756,708,9851,0,8,7,51,42,30,32,22,4,201,0,15,30,294,83,77,56,26,14,597
113,0,4,5,34,12,7,3,0,0,62,0,0,3,5,3,6,0,8,0,28,0,3,10,29,18,23,3,4,0,99,10,55,68,321,109,130,82,69,30,867,268,682,620,1268,645,725,674,549,310,5742,5056,10644,10005,19993,9751,10311,8555,5323,2660,82302,0,10,16,41,28,8,0,0,0,114,9492,19074,17496,29754,15467,16643,13749,7776,3190,132633,3,10,6,90,14,9,0,0,0,133,0,0,0,7,0,5,0,4,0,19,0,5,4,38,6,8,3,0,0,60,0,0,0,18,4,0,0,0,0,21,0,7,6,34,19,19,16,9,0,107,0,3,0,23,10,13,9,0,0,61,8,58,42,415,99,61,35,11,7,735,0,0,0,0,7,11,12,7,3,40,0,24,16,63,22,19,22,3,0,165,6,46,78,246,236,457,428,344,111,1951,5,18,45,260,78,62,16,5,0,492,0,0,9,27,13,3,13,10,0,61
114,0,4,10,50,14,3,8,4,0,92,0,0,3,9,13,27,37,36,11,138,0,0,4,11,8,7,8,3,0,47,11,30,35,231,178,208,304,189,73,1247,195,478,431,963,556,694,668,590,365,4936,3897,8845,7360,16244,9816,12184,12922,7720,3093,82094,0,0,0,3,0,0,0,0,0,7,7494,16420,13600,25673,15014,17662,17820,9958,3428,127062,0,5,5,44,6,3,0,0,0,56,0,0,0,0,4,11,4,7,0,33,0,0,0,47,12,8,9,0,0,72,0,0,4,18,0,0,4,0,0,36,5,15,17,74,57,60,60,30,10,329,0,0,0,23,23,34,33,17,3,137,0,26,42,135,85,82,47,22,9,456,0,0,0,9,16,51,73,52,19,220,0,0,0,8,4,19,36,18,8,101,12,115,148,607,787,1636,2168,1700,580,7749,0,4,5,47,30,31,23,10,4,158,4,7,6,41,25,37,38,17,7,174
115,0,14,16,174,140,114,59,16,0,527,0,6,3,12,12,22,19,15,5,101,0,0,27,59,57,39,7,0,0,197,26,239,225,1004,646,599,443,280,133,3594,127,381,280,878,392,358,305,245,125,3097,7055,18946,16157,33716,19362,15885,12546,6844,3020,133529,0,6,13,233,135,115,65,23,7,590,13735,33057,27066,31542,19697,14942,11314,6897,2766,161016,0,28,25,329,147,118,75,9,0,733,0,0,0,32,40,43,12,11,5,132,4,17,24,136,37,33,10,8,7,262,0,4,4,28,40,22,13,0,4,116,5,43,48,139,80,60,41,14,4,432,3,6,15,64,92,85,70,42,6,379,44,676,505,6755,2272,2254,1824,487,219,15034,0,0,3,30,69,125,128,119,38,513,4,169,58,376,145,171,196,86,32,1233,29,409,554,1160,1372,1573,1320,946,381,7742,0,0,24,347,303,253,140,63,20,1147,0,8,10,70,39,38,20,3,6,190
116,0,18,32,289,157,137,105,16,3,767,0,0,0,13,5,14,9,3,0,42,6,14,33,107,39,23,3,3,0,235,49,524,784,2676,1357,1152,878,507,277,8198,703,1560,1254,3402,1096,832,703,449,321,10318,14713,29637,24475,64946,23831,19412,14402,6700,2770,200894,10,122,277,1360,441,351,191,56,13,2827,27855,47759,33284,45126,18706,13519,9196,4409,1405,201256,14,213,173,1832,496,347,141,22,0,3240,0,7,6,136,88,149,86,41,16,529,4,9,11,143,24,28,3,0,0,225,0,3,14,75,48,32,23,12,0,197,10,24,40,115,42,26,25,12,0,294,0,5,16,119,154,113,152,67,32,656,23,133,264,2703,996,1205,788,285,103,6509,0,0,6,96,99,193,234,203,62,891,9,118,222,536,239,317,348,203,53,2050,14,226,228,817,743,1063,929,627,216,4871,4,138,422,2694,1716,1436,787,358,58,7617,0,10,3,54,21,36,17,22,14,171
117,3,39,428,993,397,427,332,94,46,2752,0,5,7,110,31,30,13,13,0,203,0,0,10,53,7,11,6,0,0,96,44,218,697,5406,988,879,925,657,260,10085,272,448,1336,4257,883,723,556,378,192,9047,6556,9328,21216,74521,17551,13673,10113,5585,2297,160839,6,11,3,65,5,9,7,3,0,108,12397,16027,21873,64190,19113,13668,8400,3571,1222,160464,6,42,128,711,230,154,55,9,0,1331,0,0,4,133,26,52,43,27,5,292,9,38,221,2847,171,81,38,16,4,3415,0,0,48,119,25,40,33,14,0,287,24,23,77,932,194,128,70,15,4,1465,5,16,42,588,138,120,128,94,17,1149,53,240,5147,10639,1362,1783,1207,622,295,21349,0,6,3,99,58,78,75,112,41,466,0,7,14,131,39,80,152,143,64,628,63,209,828,7217,2227,1808,1017,499,134,14003,0,7,31,344,150,153,132,49,14,877,6,32,105,1472,188,82,48,24,16,1976
118,5,22,55,226,136,52,53,22,3,580,0,5,5,148,45,22,8,10,9,244,0,0,6,35,42,42,15,17,6,165,42,219,345,3829,1225,1064,1342,922,513,9496,252,511,682,2393,693,519,525,422,317,6316,6484,13156,14426,47101,17501,13750,11289,7641,3986,135328,0,0,0,11,8,4,4,0,0,26,12150,22452,20471,41465,18005,13882,9852,6018,2761,147059,3,9,37,152,55,45,18,4,0,325,0,0,0,59,24,31,29,15,0,162,10,34,255,2970,167,74,33,10,0,3544,0,3,14,21,19,11,10,0,3,89,12,51,59,648,211,137,59,35,12,1215,8,16,29,612,95,83,89,61,10,1006,10,205,912,2306,700,909,564,341,207,6157,0,0,3,57,31,41,66,87,35,321,0,8,13,66,38,78,198,239,102,741,133,661,905,8024,2652,1794,1182,868,291,16515,0,7,16,124,103,100,61,38,8,453,21,187,200,1615,348,142,112,51,34,2688
119,44,222,922,3887,2607,2465,1411,450,236,12244,0,0,6,17,8,9,8,17,7,72,0,3,17,62,27,20,12,0,0,140,98,751,925,5460,2397,2195,1864,1272,519,15488,876,1823,1855,5170,1839,1568,1277,912,662,15992,17677,34848,36456,89638,38350,35109,26240,16349,8839,303505,0,15,49,215,64,46,21,0,0,405,33695,60657,51943,71317,30096,21128,14067,8475,5062,296441,74,440,874,6375,1152,546,163,17,0,9647,0,5,14,284,147,249,124,67,36,926,13,84,179,2122,203,141,46,16,8,2808,0,6,42,132,124,132,98,31,16,579,9,19,42,221,94,57,21,19,3,488,3,31,33,340,242,235,249,149,17,1305,107,792,2533,15793,7353,10088,5970,2497,1534,46660,0,3,3,145,116,278,404,470,168,1587,27,220,225,1342,631,924,1026,695,295,5382,43,215,188,1343,942,1068,925,725,277,5720,3,48,141,1018,695,753,541,221,50,3471,3,14,25,234,89,69,43,22,15,522
120,5,55,311,887,500,382,295,100,42,2584,0,0,4,31,23,13,14,3,0,87,0,3,4,31,37,14,11,5,0,98,34,207,257,2342,841,802,736,529,254,5998,234,455,689,2272,658,565,493,440,455,6262,7583,15010,17481,52143,20774,17608,13458,7902,4294,156267,0,0,0,59,9,7,3,0,0,75,14387,25535,22656,45801,20338,15475,9991,4675,2003,160859,4,25,79,423,63,26,11,0,0,634,0,4,3,67,28,43,32,26,3,206,3,28,36,683,82,58,15,6,0,917,0,4,23,101,67,39,42,18,4,296,17,34,40,325,160,90,52,16,0,736,0,9,13,173,117,92,88,47,9,557,58,450,2096,10521,3144,4044,2321,940,600,24178,4,0,9,46,57,99,154,213,93,669,0,21,23,190,76,169,255,128,53,910,69,436,380,2480,1929,1541,1073,540,163,8607,5,6,29,267,163,181,109,73,18,849,6,12,33,348,100,72,55,16,9,644
121,4,30,73,521,296,143,111,27,9,1212,0,0,8,61,63,54,24,31,11,245,0,10,18,106,73,79,46,10,3,339,44,434,360,3202,1429,1005,852,597,336,8255,247,533,515,1865,733,587,594,561,598,6229,10490,26520,22663,62526,31910,25256,20721,13097,6679,219868,0,0,0,49,29,30,34,9,0,159,19883,42731,33961,50600,28291,23079,18284,12731,5873,235420,0,10,21,250,49,38,18,4,0,386,0,0,0,57,18,22,11,11,3,118,6,65,67,1174,187,50,23,4,5,1582,6,14,18,59,42,19,8,4,0,165,15,100,104,497,349,278,134,77,11,1561,0,9,23,184,101,98,71,58,13,559,146,1934,1966,13837,5171,4492,3488,1443,583,33060,0,4,3,60,57,132,158,148,83,650,4,33,12,131,38,80,148,131,74,640,151,1447,1721,4388,4170,3734,2618,2001,806,21027,4,11,19,221,150,129,114,79,16,739,9,82,78,655,205,119,91,68,23,1324
