region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
UCL112006,1964,230,206,54,0,2454,4382,253,165,60,4,4864,278,17,8,3,0,306,258,35,36,6,0,335,4918,305,209,69,4,5505,233,19,34,5,0,291,7115,554,449,128,4,8250
UCL112007,1856,336,477,138,3,2810,5742,423,562,81,3,6811,272,30,39,3,0,344,284,47,64,20,0,415,6298,500,665,104,3,7570,268,48,69,14,0,399,8422,884,1211,256,6,10779
UCL112008,126,3,18,4,0,151,466,0,17,0,3,486,24,0,3,0,0,27,26,0,3,3,0,32,516,0,23,3,3,545,38,0,3,0,0,41,680,3,44,7,3,737
UCL112009,2010,285,386,91,0,2772,5842,383,297,64,6,6592,373,27,28,5,0,433,349,61,50,5,0,465,6564,471,375,74,6,7490,272,46,53,14,0,385,8846,802,814,179,6,10647
UCL112010,2608,362,372,32,0,3374,7198,459,306,36,0,7999,327,37,19,0,0,383,412,64,55,8,3,542,7937,560,380,44,3,8924,419,57,52,24,0,552,10964,979,804,100,3,12850
UCL112011,2194,933,878,242,0,4247,8167,1502,1221,161,11,11062,353,103,82,15,0,553,280,90,147,20,0,537,8800,1695,1450,196,11,12152,284,126,163,21,0,594,11278,2754,2491,459,11,16993
UCL112012,2970,323,620,14,6,3933,7259,287,554,24,15,8139,389,24,40,0,0,453,442,42,105,0,0,589,8090,353,699,24,15,9181,386,83,111,19,0,599,11446,759,1430,57,21,13713
UCL112013,3106,242,781,14,6,4149,10155,401,1002,55,15,11628,423,23,65,4,0,515,641,53,176,3,0,873,11219,477,1243,62,15,13016,470,38,138,4,0,650,14795,757,2162,80,21,17815
UCL113001,1186,157,289,15,4,1651,3783,259,497,19,7,4565,212,12,28,3,0,255,230,32,82,3,0,347,4225,303,607,25,7,5167,184,24,50,3,0,261,5595,484,946,43,11,7079
UCL113002,995,365,609,116,0,2085,2522,667,812,82,3,4086,130,38,58,5,0,231,109,63,89,7,0,268,2761,768,959,94,3,4585,139,43,79,14,0,275,3895,1176,1647,224,3,6945
UCL113003,834,189,227,34,0,1284,2167,234,254,24,0,2679,134,16,22,5,0,177,114,28,25,3,0,170,2415,278,301,32,0,3026,112,34,39,6,0,191,3361,501,567,72,0,4501
UCL113004,1190,226,92,26,6,1540,4637,560,83,20,0,5300,260,23,14,5,0,302,182,32,12,3,0,229,5079,615,109,28,0,5831,223,33,12,3,0,271,6492,874,213,57,6,7642
UCL113005,2337,32,131,8,0,2508,3804,28,121,14,4,3971,233,3,8,0,3,247,268,5,10,0,0,283,4305,36,139,14,7,4501,343,7,44,4,0,398,6985,75,314,26,7,7407
UCL113006,346,13,96,18,0,473,900,3,65,24,8,1000,62,0,5,0,0,67,54,7,12,0,0,73,1016,10,82,24,8,1140,51,0,19,0,0,70,1413,23,197,42,8,1683
UCL113007,1471,755,488,119,0,2833,3162,642,551,109,5,4469,173,57,26,10,0,266,142,47,73,8,0,270,3477,746,650,127,5,5005,161,85,71,19,0,336,5109,1586,1209,265,5,8174
UCL113008,1550,147,309,48,15,2069,3155,159,201,32,3,3550,201,15,22,3,3,244,193,17,37,3,0,250,3549,191,260,38,6,4044,231,16,29,10,3,289,5330,354,598,96,24,6402
UCL113009,1503,174,208,21,0,1906,3003,263,247,14,0,3527,151,16,14,0,0,181,185,21,44,0,0,250,3339,300,305,14,0,3958,230,26,46,6,0,308,5072,500,559,41,0,6172
UCL113010,1265,107,121,29,0,1522,1594,107,57,9,0,1767,95,9,7,0,3,114,141,15,17,5,0,178,1830,131,81,14,3,2059,119,14,11,9,0,153,3214,252,213,52,3,3734
UCL113011,531,123,187,11,0,852,2890,367,261,26,3,3547,140,22,23,3,0,188,84,33,18,0,0,135,3114,422,302,29,3,3870,111,22,30,0,0,163,3756,567,519,40,3,4885
UCL113012,1339,94,74,0,0,1507,2634,137,61,7,0,2839,143,4,0,0,0,147,162,18,6,0,0,186,2939,159,67,7,0,3172,215,13,7,3,5,243,4493,266,148,10,5,4922
UCL113013,1244,218,95,18,0,1575,2286,142,57,15,5,2505,116,5,6,0,0,127,118,22,14,4,0,158,2520,169,77,19,5,2790,150,25,17,27,0,219,3914,412,189,64,5,4584
UCL113014,1167,121,105,39,0,1432,4017,131,103,25,0,4276,194,21,10,0,0,225,203,4,3,3,0,213,4414,156,116,28,0,4714,199,17,17,6,0,239,5780,294,238,73,0,6385
UCL113015,780,49,100,21,7,957,2352,69,133,15,10,2579,93,9,9,0,0,111,142,9,35,0,0,186,2587,87,177,15,10,2876,131,8,22,7,0,168,3498,144,299,43,17,4001
UCL113016,507,221,100,8,0,836,2055,636,274,6,3,2974,125,26,13,0,3,167,84,44,18,0,0,146,2264,706,305,6,6,3287,73,36,13,0,0,122,2844,963,418,14,6,4245
UCL113017,1003,92,82,20,0,1197,2036,59,55,7,5,2162,111,6,4,0,0,121,122,3,10,3,0,138,2269,68,69,10,5,2421,108,17,16,8,0,149,3380,177,167,38,5,3767
UCL113018,984,166,97,59,3,1309,2642,282,55,37,0,3016,108,8,7,3,0,126,179,31,3,8,0,221,2929,321,65,48,0,3363,162,18,19,12,0,211,4075,505,181,119,3,4883
UCL113019,847,77,147,46,3,1120,2905,268,149,38,0,3360,110,8,10,0,0,128,148,30,32,9,0,219,3163,306,191,47,0,3707,127,12,17,4,0,160,4137,395,355,97,3,4987
UCL113020,1729,225,479,16,0,2449,3336,174,281,19,12,3822,191,12,16,3,0,222,166,19,55,0,0,240,3693,205,352,22,12,4284,221,35,71,3,0,330,5643,465,902,41,12,7063
UCL113021,1256,100,100,61,0,1517,2730,129,101,33,3,2996,184,12,6,3,3,208,114,9,14,0,0,137,3028,150,121,36,6,3341,144,15,12,15,0,186,4428,265,233,112,6,5044
UCL114001,756,173,95,128,0,1152,1436,152,76,69,3,1736,93,17,5,7,3,125,54,4,16,10,0,84,1583,173,97,86,6,1945,88,17,10,10,0,125,2427,363,202,224,6,3222
UCL114002,1112,90,229,40,0,1471,1691,76,124,24,4,1919,104,7,6,3,0,120,108,9,22,3,0,142,1903,92,152,30,4,2181,116,15,30,3,0,164,3131,197,411,73,4,3816
UCL114003,573,88,70,4,0,735,1443,57,36,8,5,1549,91,3,5,0,0,99,71,18,4,3,0,96,1605,78,45,11,5,1744,63,11,8,3,0,85,2241,177,123,18,5,2564
UCL114004,738,22,72,7,0,839,1159,12,40,3,0,1214,76,5,3,0,0,84,79,0,12,0,0,91,1314,17,55,3,0,1389,77,3,9,0,0,89,2129,42,136,10,0,2317
UCL114005,510,34,148,21,3,716,1147,21,95,14,3,1280,53,4,5,0,0,62,56,5,20,0,0,81,1256,30,120,14,3,1423,69,5,12,7,0,93,1835,69,280,42,6,2232
UCL114006,977,81,129,5,0,1192,1516,45,47,11,0,1619,92,0,5,0,0,97,84,8,11,0,0,103,1692,53,63,11,0,1819,138,9,18,4,0,169,2807,143,210,20,0,3180
UCL114007,735,96,63,17,0,911,1349,29,49,23,0,1450,78,6,3,0,0,87,80,12,0,4,0,96,1507,47,52,27,0,1633,102,13,10,4,0,129,2344,156,125,48,0,2673
UCL114008,828,62,95,10,0,995,1312,43,37,8,5,1405,92,3,0,0,0,95,90,10,12,0,0,112,1494,56,49,8,5,1612,95,7,22,12,0,136,2417,125,166,30,5,2743
UCL114009,718,64,35,0,7,824,1023,41,17,3,0,1084,64,4,0,0,0,68,73,4,7,3,0,87,1160,49,24,6,0,1239,74,6,9,0,0,89,1952,119,68,6,7,2152
UCL114010,868,61,155,16,0,1100,1460,49,98,8,0,1615,67,6,5,0,0,78,114,4,22,0,0,140,1641,59,125,8,0,1833,109,5,15,3,0,132,2618,125,295,27,0,3065
UCL114011,188,42,0,3,0,233,1295,112,51,3,0,1461,58,6,3,0,0,67,46,9,6,0,0,61,1399,127,60,3,0,1589,37,0,3,0,0,40,1624,169,63,6,0,1862
UCL114012,1059,28,259,20,0,1366,1711,28,133,15,0,1887,102,0,12,0,0,114,113,12,16,0,0,141,1926,40,161,15,0,2142,120,3,36,5,0,164,3105,71,456,40,0,3672
UCL114013,620,67,86,14,0,787,1210,47,86,9,0,1352,63,5,10,0,0,78,87,16,10,4,0,117,1360,68,106,13,0,1547,61,6,12,3,0,82,2041,141,204,30,0,2416
UCL114014,140,62,4,5,0,211,1267,357,13,9,0,1646,46,13,0,0,0,59,47,33,4,3,0,87,1360,403,17,12,0,1792,41,15,0,3,0,59,1541,480,21,20,0,2062
UCL114015,260,10,9,0,0,279,2175,7,16,3,0,2201,74,0,3,0,0,77,69,0,5,0,0,74,2318,7,24,3,0,2352,79,0,3,0,0,82,2657,17,36,3,0,2713
UCL114016,327,159,139,4,0,629,1392,296,224,8,0,1920,93,28,13,0,0,134,54,23,23,0,0,100,1539,347,260,8,0,2154,39,31,21,0,0,91,1905,537,420,12,0,2874
UCL114017,698,67,160,15,0,940,1183,44,142,23,3,1395,50,3,5,0,0,58,107,11,24,0,0,142,1340,58,171,23,3,1595,100,7,30,4,0,141,2138,132,361,42,3,2676
UCL114018,533,128,27,3,0,691,1714,139,14,7,0,1874,84,12,4,0,0,100,81,14,4,0,0,99,1879,165,22,7,0,2073,73,12,3,5,0,93,2485,305,52,15,0,2857
UCL114019,677,103,134,44,0,958,2017,150,65,21,4,2257,99,7,8,0,0,114,106,21,14,6,0,147,2222,178,87,27,4,2518,112,18,23,12,0,165,3011,299,244,83,4,3641
UCL114020,560,164,127,23,0,874,1650,109,139,12,5,1915,106,32,11,0,0,149,92,13,17,3,0,125,1848,154,167,15,5,2189,114,22,28,5,0,169,2522,340,322,43,5,3232
UCL114021,675,109,191,59,0,1034,1095,123,159,51,0,1428,83,15,9,7,0,114,47,0,19,0,0,66,1225,138,187,58,0,1608,92,24,37,18,0,171,1992,271,415,135,0,2813
UCL114022,581,6,173,9,0,769,1059,14,108,11,9,1201,46,0,3,0,0,49,79,0,19,0,0,98,1184,14,130,11,9,1348,88,3,25,3,0,119,1853,23,328,23,9,2236
UCL114023,154,136,40,17,0,347,850,581,45,9,0,1485,29,20,10,4,0,63,36,32,8,0,0,76,915,633,63,13,0,1624,26,19,6,0,0,51,1095,788,109,30,0,2022
UCL114024,266,102,63,47,0,478,979,284,107,21,0,1391,49,25,12,3,0,89,33,18,11,3,0,65,1061,327,130,27,0,1545,39,13,11,4,0,67,1366,442,204,78,0,2090
UCL114025,462,29,83,21,0,595,1057,39,64,6,0,1166,60,0,5,0,0,65,64,4,9,4,0,81,1181,43,78,10,0,1312,55,3,13,0,0,71,1698,75,174,31,0,1978
UCL114026,990,35,13,18,0,1056,2105,42,7,7,0,2161,175,7,0,0,0,182,101,6,0,0,0,107,2381,55,7,7,0,2450,122,3,0,8,0,133,3493,93,20,33,0,3639
UCL114027,427,5,8,3,0,443,1371,13,6,0,0,1390,73,3,0,0,0,76,65,3,0,0,0,68,1509,19,6,0,0,1534,73,0,0,0,0,73,2009,24,14,3,0,2050
UCL114028,609,37,115,3,0,764,1210,23,78,0,0,1311,61,0,4,0,0,65,60,0,16,3,0,79,1331,23,98,3,0,1455,85,8,8,0,0,101,2025,68,221,6,0,2320
UCL114029,660,71,63,13,0,807,1273,66,38,14,3,1394,72,3,0,0,0,75,64,8,5,3,0,80,1409,77,43,17,3,1549,69,6,4,3,0,82,2138,154,110,33,3,2438
UCL114030,511,92,94,25,0,722,1249,137,171,14,0,1571,77,5,12,0,0,94,43,6,23,3,0,75,1369,148,206,17,0,1740,59,12,6,15,0,92,1939,252,306,57,0,2554
UCL114031,188,13,39,8,0,248,366,30,36,4,3,439,26,0,4,0,0,30,21,0,3,4,0,28,413,30,43,8,3,497,31,3,4,3,0,41,632,46,86,19,3,786
UCL114032,443,64,17,9,0,533,1200,70,22,7,0,1299,62,6,0,0,0,68,57,8,7,0,0,72,1319,84,29,7,0,1439,62,6,3,6,0,77,1824,154,49,22,0,2049
UCL114033,785,95,118,14,0,1012,1279,55,66,3,4,1407,63,4,4,0,0,71,102,10,9,0,0,121,1444,69,79,3,4,1599,93,7,18,0,0,118,2322,171,215,17,4,2729
UCL115001,167,6,3,28,0,204,402,15,10,15,0,442,24,0,0,0,0,24,20,0,0,0,0,20,446,15,10,15,0,486,20,0,0,0,0,20,633,21,13,43,0,710
UCL115002,322,76,113,36,0,547,1076,101,120,32,0,1329,42,7,13,3,0,65,38,11,13,0,0,62,1156,119,146,35,0,1456,46,5,14,5,0,70,1524,200,273,76,0,2073
UCL115003,131,23,9,15,0,178,598,98,13,9,0,718,27,4,0,0,0,31,35,14,3,0,0,52,660,116,16,9,0,801,26,5,0,0,0,31,817,144,25,24,0,1010
UCL115004,51,0,0,0,0,51,337,0,10,3,0,350,18,0,0,0,0,18,8,0,4,0,0,12,363,0,14,3,0,380,28,0,6,0,0,34,442,0,20,3,0,465
UCL115005,141,3,0,6,0,150,397,3,0,8,0,408,15,0,0,3,0,18,14,0,0,3,0,17,426,3,0,14,0,443,16,0,0,3,0,19,583,6,0,23,0,612
UCL115006,151,8,10,0,0,169,211,0,4,4,0,219,14,0,0,0,0,14,12,3,3,0,0,18,237,3,7,4,0,251,17,0,5,0,0,22,405,11,22,4,0,442
UCL115007,58,0,9,0,0,67,432,5,12,0,0,449,16,0,0,0,0,16,13,0,4,0,0,17,461,5,16,0,0,482,12,0,0,0,0,12,531,5,25,0,0,561
UCL115008,137,46,4,14,0,201,685,58,3,5,0,751,27,3,0,0,0,30,20,3,0,3,0,26,732,64,3,8,0,807,38,5,0,3,0,46,907,115,7,25,0,1054
UCL115009,162,7,37,3,0,209,202,4,20,9,3,238,14,0,0,0,0,14,3,0,3,0,0,6,219,4,23,9,3,258,11,0,3,3,0,17,392,11,63,15,3,484
UCL115010,98,15,14,3,0,130,349,25,15,5,0,394,14,3,3,0,0,20,13,4,4,0,0,21,376,32,22,5,0,435,13,3,3,0,0,19,487,50,39,8,0,584
UCL115011,232,0,12,9,0,253,223,0,4,5,0,232,7,0,0,3,0,10,13,0,0,0,0,13,243,0,4,8,0,255,28,0,0,0,0,28,503,0,16,17,0,536
UCL115012,112,0,0,0,9,121,346,3,0,0,0,349,15,0,0,0,3,18,10,0,0,0,0,10,371,3,0,0,3,377,19,0,0,0,4,23,502,3,0,0,16,521
UCL115013,150,0,0,3,0,153,188,0,0,4,0,192,21,0,0,0,0,21,19,0,3,0,0,22,228,0,3,4,0,235,20,0,0,3,14,37,398,0,3,10,14,425
UCL115014,406,55,87,4,7,559,795,29,59,3,0,886,45,3,3,0,0,51,54,6,3,0,0,63,894,38,65,3,0,1000,60,9,3,3,3,78,1360,102,155,10,10,1637
UCL115015,177,16,21,8,0,222,788,19,14,9,0,830,34,4,3,0,0,41,36,4,3,3,0,46,858,27,20,12,0,917,25,3,3,0,0,31,1060,46,44,20,0,1170
UCL115016,103,32,25,0,0,160,283,66,37,3,0,389,28,0,10,0,0,38,13,3,0,0,0,16,324,69,47,3,0,443,21,4,4,5,0,34,448,105,76,8,0,637
UCL115017,90,33,10,0,0,133,429,38,19,3,0,489,23,13,3,0,0,39,15,4,0,0,0,19,467,55,22,3,0,547,21,3,0,0,0,24,578,91,32,3,0,704
UCL115018,225,0,18,10,0,253,181,3,0,5,0,189,14,0,0,3,0,17,9,0,0,0,0,9,204,3,0,8,0,215,22,0,0,0,0,22,451,3,18,18,0,490
UCL115019,324,8,8,0,0,340,1165,44,3,0,5,1217,51,0,4,0,0,55,50,4,0,0,0,54,1266,48,7,0,5,1326,38,0,0,0,0,38,1628,56,15,0,5,1704
UCL115020,298,20,24,6,0,348,579,13,18,5,0,615,25,0,0,0,0,25,33,3,5,0,0,41,637,16,23,5,0,681,32,3,3,0,0,38,967,39,50,11,0,1067
UCL115021,49,3,0,3,0,55,261,36,0,3,0,300,15,0,0,0,0,15,5,0,0,0,0,5,281,36,0,3,0,320,8,0,3,0,0,11,338,39,3,6,0,386
UCL115022,170,11,10,0,0,191,261,0,6,0,0,267,16,0,0,0,0,16,14,0,0,0,0,14,291,0,6,0,0,297,20,0,0,0,0,20,481,11,16,0,0,508
UCL115023,143,0,5,3,0,151,721,5,5,7,0,738,27,0,3,0,0,30,20,0,0,0,0,20,768,5,8,7,0,788,32,0,0,0,0,32,943,5,13,10,0,971
UCL115024,167,23,0,0,0,190,243,5,3,9,0,260,20,0,0,0,0,20,14,0,0,0,0,14,277,5,3,9,0,294,8,4,0,3,0,15,452,32,3,12,0,499
UCL115025,221,0,11,3,0,235,305,3,13,3,0,324,14,0,0,0,0,14,34,0,0,0,0,34,353,3,13,3,0,372,51,0,3,3,0,57,625,3,27,9,0,664
UCL115026,56,3,0,0,0,59,344,0,0,0,0,344,23,0,0,0,0,23,9,0,0,0,0,9,376,0,0,0,0,376,15,0,0,0,0,15,447,3,0,0,0,450
UCL115027,146,3,6,5,0,160,218,4,3,6,0,231,8,0,0,0,0,8,13,0,0,0,0,13,239,4,3,6,0,252,8,0,3,0,0,11,393,7,12,11,0,423
UCL115028,122,6,0,3,0,131,262,15,0,5,0,282,14,0,0,0,0,14,12,0,0,0,0,12,288,15,0,5,0,308,19,0,0,0,0,19,429,21,0,8,0,458
UCL115029,156,10,23,3,0,192,596,46,22,0,0,664,22,0,0,0,0,22,33,8,4,0,0,45,651,54,26,0,0,731,20,3,0,0,0,23,827,67,49,3,0,946
UCL115030,100,43,6,0,0,149,428,90,0,0,4,522,36,5,0,0,0,41,13,3,0,0,0,16,477,98,0,0,4,579,19,8,0,0,0,27,596,149,6,0,4,755
UCL115031,74,23,59,18,0,174,246,29,83,9,3,370,15,3,3,0,0,21,8,10,7,4,0,29,269,42,93,13,3,420,17,3,10,29,0,59,360,68,162,60,3,653
UCL115032,150,7,0,4,0,161,215,5,3,0,0,223,15,0,0,0,0,15,18,0,0,0,0,18,248,5,3,0,0,256,17,0,0,3,0,20,415,12,3,7,0,437
UCL115033,168,0,6,6,0,180,687,3,7,3,6,706,49,0,0,0,0,49,12,0,0,0,0,12,748,3,7,3,6,767,20,0,3,0,0,23,936,3,16,9,6,970
UCL115034,92,0,3,0,0,95,532,0,5,0,0,537,33,0,0,0,0,33,13,0,0,0,0,13,578,0,5,0,0,583,14,0,3,0,0,17,684,0,11,0,0,695
UCL115035,75,5,0,0,0,80,723,14,0,3,3,743,23,3,0,0,0,26,23,3,0,0,0,26,769,20,0,3,3,795,23,0,0,0,0,23,867,25,0,3,3,898
UCL115036,97,0,0,0,0,97,367,0,0,0,0,367,23,0,0,0,0,23,21,0,0,0,0,21,411,0,0,0,0,411,13,0,0,0,0,13,521,0,0,0,0,521
UCL115037,196,126,44,47,0,413,844,335,68,39,10,1296,28,9,5,3,0,45,64,44,7,3,3,121,936,388,80,45,13,1462,51,12,7,16,0,86,1183,526,131,108,13,1961
UCL115038,285,0,3,0,0,288,671,0,9,0,0,680,57,0,0,0,0,57,27,0,3,0,0,30,755,0,12,0,0,767,34,0,0,0,0,34,1074,0,15,0,0,1089
UCL115039,37,0,0,0,0,37,318,3,0,0,0,321,15,0,0,0,0,15,5,0,0,0,0,5,338,3,0,0,0,341,10,0,0,0,0,10,385,3,0,0,0,388
UCL115040,208,11,10,0,3,232,315,6,7,0,0,328,16,0,0,0,0,16,16,3,0,0,0,19,347,9,7,0,0,363,22,0,0,0,0,22,577,20,17,0,3,617
UCL115041,351,3,35,15,0,404,757,14,58,16,0,845,37,0,7,0,0,44,43,5,15,0,0,63,837,19,80,16,0,952,41,0,7,0,0,48,1229,22,122,31,0,1404
UCL115042,69,3,3,0,0,75,362,0,0,0,0,362,9,0,0,0,0,9,10,0,0,0,0,10,381,0,0,0,0,381,13,0,0,0,0,13,463,3,3,0,0,469
UCL115043,415,6,21,4,0,446,485,3,9,4,0,501,29,0,0,0,0,29,35,0,3,0,0,38,549,3,12,4,0,568,33,0,0,0,0,33,997,9,33,8,0,1047
UCL115044,158,0,33,3,0,194,311,0,9,8,0,328,18,0,0,0,0,18,14,0,3,0,0,17,343,0,12,8,0,363,23,0,3,0,0,26,524,0,48,11,0,583
UCL115045,332,5,29,0,0,366,463,0,28,0,3,494,27,0,3,0,0,30,35,0,4,0,0,39,525,0,35,0,3,563,28,0,8,6,0,42,885,5,72,6,3,971
UCL115046,375,13,17,3,0,408,367,7,12,8,0,394,22,0,3,0,0,25,39,6,0,0,0,45,428,13,15,8,0,464,49,0,0,0,0,49,852,26,32,11,0,921
UCL115047,121,5,4,4,0,134,229,0,0,5,0,234,7,0,0,0,0,7,10,0,0,4,0,14,246,0,0,9,0,255,20,0,0,0,0,20,387,5,4,13,0,409
UCL115048,75,0,0,5,0,80,277,5,4,0,0,286,25,0,0,0,0,25,15,0,0,0,0,15,317,5,4,0,0,326,16,0,0,0,0,16,408,5,4,5,0,422
UCL115049,287,24,6,3,0,320,400,11,0,7,0,418,40,3,0,0,0,43,24,0,0,0,0,24,464,14,0,7,0,485,24,0,3,0,0,27,775,38,9,10,0,832
UCL115050,391,31,3,0,0,425,734,40,7,3,0,784,57,4,0,0,0,61,43,3,4,3,0,53,834,47,11,6,0,898,37,4,0,0,0,41,1262,82,14,6,0,1364
UCL115051,136,3,3,0,0,142,228,3,0,0,0,231,7,0,0,0,0,7,16,0,0,0,0,16,251,3,0,0,0,254,12,0,0,0,0,12,399,6,3,0,0,408
UCL115052,198,6,19,0,0,223,436,6,12,3,0,457,27,0,0,0,0,27,16,0,0,0,0,16,479,6,12,3,0,500,20,3,0,3,0,26,697,15,31,6,0,749
UCL115053,125,33,7,4,0,169,264,14,10,6,0,294,22,0,0,0,0,22,16,3,0,0,0,19,302,17,10,6,0,335,18,8,0,0,0,26,445,58,17,10,0,530
UCL115054,127,0,12,0,0,139,245,0,6,4,0,255,24,3,0,0,0,27,10,0,0,0,0,10,279,3,6,4,0,292,18,0,0,0,0,18,424,3,18,4,0,449
UCL115055,26,3,0,0,0,29,250,11,3,3,0,267,14,0,0,0,0,14,7,3,0,0,0,10,271,14,3,3,0,291,12,0,0,0,0,12,309,17,3,3,0,332
