region_id,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
UCL115004,206,13,14,0,0,0,0,233
UCL115005,107,12,5,5,0,0,0,129
UCL115006,102,7,0,0,0,5,0,114
UCL115007,171,9,9,0,0,0,0,189
UCL115008,359,24,20,9,0,0,0,412
UCL115009,73,4,3,0,0,0,3,83
UCL115010,134,11,13,0,0,0,4,162
UCL115011,65,7,6,0,0,0,0,78
UCL115012,121,16,6,0,0,4,0,147
UCL115013,67,12,12,0,0,0,0,91
UCL115014,320,37,33,3,0,0,3,396
UCL115015,231,45,16,0,0,0,5,297
UCL115016,89,11,5,3,0,0,3,111
UCL115017,165,14,0,0,0,0,0,179
UCL115018,66,4,4,5,0,0,0,79
UCL115019,276,23,18,4,0,0,0,321
UCL115020,276,16,15,5,0,0,3,315
UCL115021,138,10,5,0,0,3,0,156
UCL115022,104,8,11,0,0,0,0,123
UCL115023,275,19,14,3,0,0,3,314
UCL115024,96,5,6,4,0,0,0,111
UCL115025,139,11,6,4,3,0,3,166
UCL115026,170,14,13,0,0,0,3,200
UCL115027,61,4,4,0,0,0,5,74
UCL115028,93,9,9,0,0,0,3,114
UCL115029,311,29,30,0,0,0,5,375
UCL115030,168,11,6,5,0,0,0,190
UCL115031,90,13,4,0,0,0,0,107
UCL115032,96,3,3,0,0,0,3,105
UCL115033,172,22,9,0,0,0,0,203
UCL115034,222,20,5,0,0,0,0,247
UCL115035,369,36,23,0,0,0,0,428
UCL115036,206,11,15,7,0,0,4,243
UCL115037,284,26,17,0,0,0,5,332
UCL115038,241,20,16,4,0,0,0,281
UCL115039,171,13,17,0,0,0,0,201
UCL115040,102,9,6,0,0,0,0,117
UCL115041,324,33,39,3,0,0,3,402
UCL115042,177,4,14,4,0,3,0,202
UCL115043,227,11,9,4,0,0,12,263
UCL115044,135,18,8,0,0,0,0,161
UCL115045,164,7,19,0,0,0,4,194
UCL115046,148,7,6,11,0,0,8,180
UCL115047,92,12,17,0,0,0,3,124
UCL115048,114,9,12,0,0,0,0,135
UCL115049,150,11,9,4,0,4,3,181
UCL115050,226,21,13,6,0,3,4,273
UCL115051,80,7,6,0,0,0,4,97
UCL115052,106,16,9,3,0,0,0,134
UCL115053,122,11,13,0,0,0,0,146
UCL115054,82,5,7,0,0,0,0,94
UCL115055,141,7,12,4,0,0,0,164
UCL115056,187,14,11,0,0,0,4,216
UCL115057,209,25,6,0,0,3,6,249
UCL115058,202,9,12,0,0,0,0,223
UCL115059,178,19,10,0,0,0,3,210
UCL115060,81,9,3,0,0,0,0,93
UCL115061,118,11,7,0,0,3,3,142
UCL115062,185,23,18,5,0,0,5,236
UCL115063,83,6,5,0,0,0,3,97
UCL115064,155,6,9,7,0,0,0,177
UCL115065,154,10,4,0,0,0,0,168
UCL115066,444,27,22,9,0,0,3,505
UCL115067,174,20,19,5,0,0,10,228
UCL115068,345,27,13,0,0,0,4,389
UCL115069,156,3,17,0,0,0,3,179
UCL115070,75,11,3,3,0,0,0,92
UCL115071,150,5,15,0,0,0,0,170
UCL115072,271,25,18,3,0,0,3,320
UCL115073,165,15,16,0,0,0,0,196
UCL115074,132,13,7,0,0,0,0,152
UCL115075,175,16,10,0,0,0,0,201
UCL115076,154,14,13,7,0,0,0,188
UCL115077,132,12,9,0,0,0,5,158
UCL115078,120,14,8,3,0,0,5,150
UCL115079,58,3,0,0,0,0,0,61
UCL115080,186,14,18,0,0,0,6,224
UCL115081,244,14,13,3,0,0,0,274
UCL115082,232,26,18,0,0,0,3,279
UCL115083,91,11,9,0,0,0,0,111
UCL115084,196,23,23,0,0,0,5,247
UCL115085,93,15,3,0,0,0,3,114
UCL115086,122,7,4,0,0,0,0,133
UCL115087,120,12,11,3,0,0,0,146
UCL115088,109,4,4,0,0,0,4,121
UCL115089,313,28,41,5,0,0,5,392
UCL115090,93,10,8,4,0,0,3,118
UCL115091,74,6,0,0,0,0,0,80
UCL115092,138,15,8,0,0,0,3,164
UCL115093,134,4,8,0,0,0,0,146
UCL115094,188,29,19,3,0,0,6,245
UCL115095,91,4,4,5,0,0,7,111
UCL115096,286,25,12,4,0,3,3,333
UCL115097,187,22,12,3,0,0,6,230
UCL115098,83,8,12,4,0,0,4,111
UCL115099,168,13,17,0,4,0,3,205
UCL115100,175,16,10,0,0,0,3,204
UCL115101,148,17,8,0,0,0,0,173
UCL115102,135,16,15,4,0,0,0,170
UCL115103,87,9,3,0,0,0,0,99
UCL115104,140,19,12,0,5,0,0,176
UCL115105,180,19,18,0,0,0,0,217
UCL115106,281,28,15,3,0,0,0,327
UCL115107,222,8,14,0,0,0,0,244
UCL115108,142,15,7,0,0,0,5,169
UCL115109,286,17,20,6,0,0,8,337
UCL115110,302,26,21,3,0,0,12,364
UCL115111,180,17,13,6,0,0,0,216
UCL115112,223,18,19,3,0,0,0,263
UCL115113,360,34,16,3,3,3,0,419
UCL115114,256,31,26,6,0,0,3,322
UCL115115,363,26,23,7,0,0,0,419
UCL115116,144,7,7,3,0,3,4,168
UCL115117,176,25,15,8,0,0,3,227
UCL115118,355,52,28,6,0,0,6,447
UCL115119,151,10,17,0,0,0,3,181
UCL115120,357,37,33,3,0,0,3,433
UCL115121,94,12,9,3,3,0,0,121
UCL115122,187,24,9,0,0,3,0,223
UCL115123,605,41,29,4,4,0,0,683
UCL115124,130,9,4,0,0,0,0,143
UCL115125,89,15,7,0,0,0,3,114
UCL115126,174,31,10,0,0,0,3,218
UCL115127,312,42,22,3,0,3,3,385
UCL115128,192,12,6,0,3,0,0,213
UCL115129,283,23,9,0,0,0,0,315
UCL115130,141,18,17,0,0,0,0,176
UCL115131,402,42,32,3,0,0,3,482
UCL115132,328,32,30,3,3,0,3,399
UCL115133,132,4,7,0,0,0,3,146
UCL115134,111,21,10,0,0,0,0,142
UCL115135,308,24,21,4,0,0,4,361
UCL115136,192,18,15,0,0,0,3,228
UCL115137,230,14,11,0,0,0,0,255
UCL115138,309,18,20,3,0,3,3,356
UCL115139,133,14,8,0,0,0,0,155
UCL115140,124,11,7,0,0,0,0,142
UCL115141,101,17,14,3,0,0,3,138
UCL115142,218,10,8,0,0,0,4,240
UCL115143,140,19,13,0,0,0,0,172
UCL115144,85,8,10,0,0,0,3,106
UCL115145,207,16,11,0,3,0,0,237
UCL115146,112,7,6,3,0,0,3,131
UCL115147,105,4,12,7,0,4,5,137
UCL115148,133,7,6,3,3,0,0,152
UCL115149,175,15,22,10,0,0,3,225
UCL115150,86,12,7,0,0,0,3,108
UCL115151,102,17,3,5,4,0,0,131
UCL115152,142,10,10,0,0,0,0,162
UCL115153,301,25,16,3,3,0,18,366
UCL115154,63,7,11,3,0,0,3,87
UCL115155,95,10,6,0,0,0,5,116
UCL115156,213,20,23,4,0,0,0,260
UCL115157,258,16,13,5,0,0,0,292
UCL115158,352,27,24,4,0,4,3,414
UCL115159,216,8,18,4,0,0,0,246
UCL115160,371,34,18,6,0,0,4,433
UCL115161,159,18,17,5,0,0,6,205
UCL115162,102,9,10,0,0,3,0,124
UCL115163,109,5,7,4,0,0,0,125
UCL121001,87,5,7,3,0,0,3,105
UCL121002,60,6,5,0,0,0,3,74
UCL121003,48,3,0,3,0,0,0,54
UCL121004,49,0,0,0,0,0,3,52
UCL121005,68,8,6,3,0,0,3,88
UCL121006,45,3,0,0,0,0,0,48
UCL121007,95,4,6,0,0,0,0,105
UCL121008,61,4,9,0,0,0,0,74
UCL121009,35,4,9,3,3,0,0,54
UCL121010,62,9,7,0,0,0,4,82
UCL121011,131,9,4,0,0,0,0,144
UCL121012,55,6,0,5,0,0,4,70
UCL121013,76,13,0,0,0,0,0,89
UCL121014,58,3,3,3,0,0,0,67
UCL121015,161,8,6,4,0,3,0,182
UCL121016,88,4,8,5,0,0,0,105
UCL121017,88,6,0,0,0,0,0,94
UCL121018,61,11,6,0,0,0,0,78
UCL121019,88,3,4,0,0,0,0,95
UCL121020,53,0,9,0,0,0,0,62
UCL121021,62,4,6,0,0,0,3,75
UCL121022,53,3,8,0,0,0,0,64
UCL121023,77,3,4,0,0,0,0,84
UCL121024,72,4,0,0,0,0,0,76
UCL121025,50,5,5,0,0,0,0,60
UCL121026,110,13,7,4,0,0,0,134
UCL121027,37,3,6,0,0,0,0,46
UCL121028,52,6,0,3,0,0,3,64
UCL121029,31,0,3,3,0,0,3,40
UCL121030,72,10,11,0,0,0,0,93
UCL121031,79,7,9,0,0,0,0,95
UCL121032,52,0,0,4,3,0,0,59
UCL121033,56,0,4,0,0,0,0,60
UCL121034,81,12,10,0,0,0,0,103
UCL121035,105,5,3,0,0,0,0,113
UCL121036,63,8,0,0,0,0,4,75
UCL121037,39,4,4,0,0,0,0,47
UCL121038,51,10,3,0,0,0,0,64
UCL121039,98,3,0,0,0,0,0,101
UCL121040,43,5,4,0,0,0,5,57
UCL121041,131,15,13,3,0,0,0,162
UCL121042,99,4,5,0,0,0,0,108
UCL121043,59,10,3,0,0,0,0,72
UCL121044,61,5,0,0,0,0,0,66
UCL121045,67,4,3,0,0,0,0,74
UCL121046,17,4,0,0,0,0,0,21
UCL121047,66,0,7,0,0,0,3,76
UCL121048,80,6,7,3,0,0,0,96
UCL121049,36,9,0,0,0,0,3,48
UCL121050,114,6,0,0,0,0,0,120
UCL121051,58,3,6,0,0,0,0,67
UCL121052,103,10,6,0,0,0,0,119
UCL121053,70,3,5,0,0,0,0,78
UCL121054,81,11,7,0,0,0,4,103
UCL121055,36,12,3,0,0,0,0,51
UCL121056,111,5,0,0,0,0,3,119
UCL121057,162,3,7,0,0,0,3,175
UCL121058,55,0,3,4,0,0,0,62
UCL121059,112,10,3,3,0,0,0,128
UCL121060,104,5,7,0,0,0,0,116
UCL121061,111,16,7,0,0,0,0,134
UCL121062,48,9,0,0,0,0,0,57
UCL121063,48,3,3,3,0,0,0,57
UCL121064,55,4,4,0,0,0,4,67
UCL121065,127,11,9,0,0,0,0,147
UCL121066,94,4,0,0,0,0,0,98
UCL121067,66,3,3,0,0,0,0,72
UCL121068,48,6,4,0,0,0,0,58
UCL121069,34,0,3,0,0,0,0,37
UCL121070,44,4,3,3,0,0,0,54
UCL121071,55,3,3,0,0,0,0,61
UCL121072,62,5,6,0,0,0,4,77
UCL121073,62,0,3,3,0,0,3,71
UCL121074,62,9,12,0,0,0,0,83
UCL121075,87,6,7,0,3,3,0,106
UCL121076,47,4,3,0,0,4,0,58
UCL121077,76,0,3,3,0,0,0,82
UCL121078,45,11,3,0,0,0,0,59
UCL121079,65,10,6,0,0,0,0,81
UCL121080,73,10,3,0,0,3,0,89
UCL121081,176,6,0,4,0,0,0,186
UCL121082,64,11,7,0,0,0,0,82
UCL121083,87,5,9,0,0,0,0,101
UCL121084,59,9,3,0,0,0,0,71
UCL121085,54,3,3,4,0,0,4,68
UCL121086,59,5,5,0,0,0,0,69
UCL121087,103,7,3,0,0,0,0,113
UCL121088,58,7,3,0,0,0,0,68
UCL121089,98,11,10,0,0,0,3,122
UCL121090,82,5,5,0,0,0,0,92
UCL121091,123,16,14,0,0,3,3,159
UCL121092,79,16,4,5,0,0,5,109
UCL121093,64,11,8,0,0,0,0,83
UCL121094,58,3,7,0,0,0,3,71
UCL121095,80,11,12,0,0,0,0,103
UCL121096,38,4,3,0,0,0,0,45
UCL121097,169,14,6,6,0,0,3,198
UCL121098,60,4,9,0,0,0,5,78
UCL121099,98,9,0,0,0,0,0,107
UCL121100,45,7,4,0,0,0,0,56
UCL121101,73,5,3,0,0,0,0,81
UCL121102,111,8,9,8,0,0,0,136
UCL121103,65,0,0,3,0,0,0,68
UCL121104,88,3,6,0,0,0,0,97
UCL121105,69,5,8,0,0,0,0,82
UCL121106,33,0,0,5,0,0,0,38
UCL121107,40,3,3,0,0,0,0,46
UCL121108,83,13,6,0,0,0,0,102
UCL121109,28,3,3,5,0,0,5,44
UCL121110,58,11,5,4,0,0,0,78
UCL121111,41,8,3,3,0,0,3,58
UCL121112,67,6,8,0,0,0,0,81
UCL121113,42,3,4,0,0,0,3,52
UCL121114,82,9,7,0,0,0,0,98
UCL121115,52,4,0,4,0,0,0,60
UCL121116,61,7,6,0,0,0,0,74
UCL121117,29,3,0,0,0,0,0,32
UCL121118,141,10,3,0,0,0,0,154
UCL121119,58,8,7,0,0,0,0,73
UCL121120,105,6,7,0,0,0,0,118
UCL121121,31,3,3,5,0,3,3,48
UCL121122,148,8,15,0,0,0,0,171
UCL121123,47,7,3,4,0,0,3,64
UCL121124,54,3,7,0,0,0,0,64
UCL121125,51,9,5,0,0,0,0,65
UCL121126,79,7,3,0,0,0,0,89
UCL121127,50,4,5,0,0,0,3,62
UCL121128,44,3,3,0,0,3,0,53
UCL121129,86,6,3,0,0,0,0,95
UCL121130,114,21,9,0,0,0,0,144
UCL122001,16,0,0,0,0,0,0,16
UCL122002,45,3,4,0,0,0,0,52
UCL122003,19,3,3,3,0,0,0,28
UCL122004,11,0,4,0,0,0,0,15
UCL122005,29,3,0,4,0,0,3,39
UCL122006,36,3,3,0,0,0,0,42
UCL122007,36,0,0,0,0,0,0,36
UCL122008,40,4,4,0,0,0,0,48
UCL122009,41,3,3,0,0,0,0,47
UCL122010,28,3,3,0,0,0,0,34
UCL122011,11,3,3,0,0,0,0,17
UCL122012,36,3,0,0,0,0,0,39
UCL122013,28,4,4,0,0,0,0,36
UCL122014,15,0,0,0,0,0,0,15
UCL122015,28,3,3,0,0,0,0,34
UCL122016,29,5,0,0,0,0,0,34
UCL122017,29,5,3,0,0,0,0,37
UCL122018,24,3,0,0,0,0,0,27
UCL122019,11,3,3,0,0,0,0,17
UCL122020,21,4,0,0,0,0,0,25
UCL122021,32,3,0,0,0,0,3,38
UCL122022,50,0,0,4,0,0,0,54
UCL122023,30,3,3,0,0,0,0,36
UCL122024,28,5,4,0,0,0,0,37
UCL122025,40,4,4,0,0,0,0,48
UCL122026,26,5,5,0,0,0,0,36
UCL122027,12,4,0,0,0,0,0,16
UCL122028,24,6,4,0,0,0,0,34
UCL122029,22,3,0,0,0,0,0,25
UCL122030,35,5,3,0,0,0,0,43
UCL122031,37,0,4,0,0,0,0,41
UCL122032,39,5,5,0,0,0,0,49
UCL122033,15,4,0,0,0,0,0,19
UCL122034,28,3,0,0,0,0,0,31
UCL122035,32,0,3,0,0,0,0,35
UCL122036,33,0,4,0,0,0,0,37
UCL122037,23,0,3,3,0,0,0,29
UCL122038,29,0,0,0,0,0,4,33
UCL122039,15,0,0,0,0,0,0,15
UCL122040,27,3,0,0,0,0,0,30
UCL122041,39,6,0,0,0,0,0,45
UCL122042,22,6,0,0,0,0,0,28
UCL122043,39,3,0,0,0,0,0,42
UCL122044,19,3,3,0,0,0,0,25
UCL122045,40,3,3,0,0,0,0,46
UCL122046,22,4,0,0,0,0,0,26
UCL122047,18,4,4,0,0,0,0,26
UCL122048,17,6,0,0,0,0,0,23
UCL122049,20,0,5,0,0,0,0,25
UCL122050,36,4,3,0,0,0,0,43
UCL122051,19,4,0,0,0,0,0,23
UCL122052,19,3,0,0,0,0,0,22
UCL122053,40,6,5,0,0,0,0,51
UCL122054,50,3,3,0,0,0,0,56
UCL122055,37,0,0,0,0,3,3,43
UCL122056,33,5,0,0,0,0,0,38
UCL122057,26,3,3,0,0,0,0,32
UCL122058,31,0,3,0,0,0,0,34
UCL122059,41,3,5,0,0,0,3,52
UCL122060,36,3,5,0,0,0,4,48
UCL122061,38,4,7,0,0,0,0,49
UCL122062,9,0,3,3,0,0,0,15
UCL122063,22,3,3,0,0,0,0,28
UCL122064,28,4,5,0,0,0,0,37
UCL122065,21,3,0,0,0,0,0,24
UCL122066,53,7,5,4,0,0,0,69
UCL122067,43,3,5,0,0,0,0,51
UCL122068,41,9,3,0,0,0,0,53
UCL122069,17,3,0,0,0,0,0,20
UCL122070,43,0,0,0,0,0,0,43
UCL122071,42,5,4,0,0,0,0,51
UCL122072,9,4,0,0,0,0,0,13
UCL122073,26,0,0,0,0,0,0,26
UCL122074,12,0,4,0,0,0,0,16
UCL122075,5,0,3,0,0,0,0,8
UCL122076,27,4,3,0,0,0,3,37
UCL122077,19,0,0,0,0,0,0,19
UCL122078,24,5,4,0,0,0,0,33
UCL122079,30,0,3,3,0,0,0,36
UCL122080,41,0,0,0,0,0,0,41
UCL122081,20,3,4,0,0,3,0,30
UCL122082,25,0,3,0,0,0,3,31
UCL122083,13,0,0,0,0,0,0,13
UCL122084,40,0,0,0,0,0,0,40
UCL122085,46,6,4,0,0,0,0,56
UCL122086,36,0,0,0,0,0,0,36
UCL122087,52,3,3,0,0,0,0,58
UCL122088,15,0,0,0,0,0,0,15
UCL122089,29,3,3,0,0,0,0,35
UCL122090,34,3,6,0,0,0,0,43
UCL122091,14,0,0,0,0,0,0,14
UCL122092,43,0,3,0,0,0,0,46
UCL122093,22,0,3,0,0,3,0,28
UCL122094,11,0,4,0,0,0,0,15
UCL122095,21,5,0,0,0,0,0,26
UCL122096,24,0,0,0,0,3,0,27
UCL122097,30,3,4,0,0,0,0,37
UCL122098,45,6,0,0,0,0,0,51
UCL122099,20,4,5,0,0,0,4,33
UCL122100,41,5,0,0,0,0,0,46
UCL122101,28,3,4,3,0,0,0,38
UCL122102,15,0,3,0,0,0,0,18
UCL122103,33,3,0,0,0,0,0,36
UCL122104,31,3,3,0,0,0,0,37
UCL122105,19,3,0,0,0,0,0,22
UCL122106,19,7,0,0,0,0,0,26
UCL122107,14,3,3,0,0,0,0,20
UCL122108,20,0,3,0,0,0,0,23
UCL122109,24,0,0,4,0,0,0,28
UCL122110,42,0,0,0,0,0,3,45
UCL122111,15,0,3,0,0,0,0,18
UCL122112,19,3,0,0,0,0,0,22
UCL122113,73,3,3,0,0,0,0,79
UCL122114,50,0,0,0,0,0,0,50
UCL122115,16,0,5,0,0,0,0,21
UCL122116,37,6,4,3,0,0,0,50
UCL122117,9,3,0,0,0,0,0,12
UCL122118,10,0,0,0,0,0,0,10
UCL122119,50,5,4,0,0,0,0,59
UCL122120,50,4,0,0,0,0,0,54
UCL122121,14,0,0,0,0,0,0,14
UCL122122,69,3,0,0,0,0,0,72
UCL122123,21,3,0,0,0,0,0,24
UCL122124,41,0,0,0,0,0,0,41
UCL122125,13,0,5,0,0,0,0,18
UCL122126,16,5,0,0,0,0,0,21
UCL122127,35,0,3,3,0,0,3,44
UCL122128,59,9,4,4,0,0,0,76
UCL122129,44,4,5,0,0,0,0,53
UCL122130,31,0,0,0,0,0,0,31
UCL122131,51,5,0,0,0,0,0,56
UCL122132,27,0,6,0,0,0,0,33
UCL122133,74,3,0,0,0,0,0,77
UCL122134,21,0,0,0,0,0,4,25
UCL122135,27,3,3,0,0,0,0,33
UCL122136,9,0,0,0,0,0,0,9
UCL122137,44,5,0,0,0,0,0,49
UCL122138,18,3,3,3,0,0,0,27
UCL122139,17,0,5,0,0,0,0,22
UCL122140,28,5,0,0,0,0,0,33
UCL122141,22,0,0,3,0,0,0,25
UCL122142,18,0,0,0,0,0,0,18
UCL122143,57,7,3,0,0,0,0,67
UCL122144,14,4,3,3,0,0,0,24
UCL122145,38,0,0,0,0,0,0,38
UCL122146,15,0,0,4,0,0,4,23
UCL122147,17,0,3,0,0,0,0,20
UCL122148,29,3,0,0,0,0,0,32
UCL122149,20,0,3,3,0,0,0,26
UCL122150,18,0,0,0,0,0,0,18
UCL122151,44,8,0,0,0,0,0,52
UCL122152,20,5,0,0,0,0,0,25
UCL122153,15,3,0,0,0,0,0,18
UCL122154,28,0,0,0,0,0,0,28
UCL122155,18,0,3,0,0,0,3,24
UCL122156,19,0,4,0,0,0,0,23
UCL122157,8,0,4,0,0,0,0,12
UCL122158,23,0,0,0,0,0,3,26
UCL122159,66,3,4,3,0,0,0,76
UCL122160,32,4,8,0,0,0,0,44
UCL122161,29,0,3,0,0,3,0,35
UCL122162,38,0,3,0,0,0,0,41
UCL122163,28,3,0,0,0,0,3,34
UCL122164,20,4,0,0,0,0,0,24
UCL122165,22,4,4,0,0,0,0,30
UCL122166,36,3,3,0,0,0,3,45
UCL122167,52,4,0,0,0,0,0,56
UCL122168,79,3,3,0,0,0,0,85
UCL122169,18,3,0,3,0,0,0,24
UCL131777,56251,4026,2668,639,42,98,495,64219
UCL179997,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0
