CED_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED111,7,159,0,168,4521,254,4939,81,105,5,190,5819,362,6373,2075,176,30,2283,8197,602,11081,5612,145,88,5846,3510,455,9809,3764,170,49,3978,5551,444,9974,609,669,14,1295,8017,373,9683,74,875,5,948,6170,320,7442,23,169,0,193,4015,288,4496,0,10,0,13,1455,217,1675,12243,2476,191,14899,47252,3316,65469,20,296,4,316,4227,283,4823,186,245,6,434,5517,316,6266,3260,363,71,3688,6519,516,10725,6849,210,138,7197,2584,440,10223,3615,408,68,4094,5944,376,10403,285,1609,20,1910,7815,340,10070,55,1328,4,1384,6392,340,8121,12,221,4,243,4688,409,5338,0,17,0,20,2269,512,2798,14285,4699,313,19296,45953,3523,68767,21,454,4,481,8751,535,9767,268,345,12,629,11336,678,12639,5332,542,102,5977,14711,1123,21802,12462,357,226,13046,6091,890,20029,7381,577,115,8070,11497,818,20382,896,2281,34,3206,15830,716,19750,128,2205,7,2337,12562,658,15558,39,391,3,429,8705,699,9837,6,26,0,33
CED112,13,223,0,242,4649,311,5195,229,140,0,364,3997,249,4608,2726,175,70,2977,5598,564,9136,5338,151,111,5599,3375,568,9544,3113,280,61,3456,5854,520,9838,521,624,17,1163,7818,452,9435,77,626,5,705,7172,479,8355,20,110,0,130,4391,430,4949,6,0,0,5,1412,327,1744,12034,2334,275,14647,44266,3899,62810,34,330,8,369,4181,283,4835,470,227,13,712,3548,244,4505,4363,315,161,4845,4448,591,9879,6738,207,200,7144,2510,517,10166,3263,611,88,3965,6168,492,10622,242,1545,24,1809,8219,447,10472,62,1090,13,1167,7714,513,9392,8,164,0,169,5199,638,6007,6,12,0,16,2329,712,3055,15188,4499,499,20185,44313,4439,68927,53,555,8,611,8829,594,10033,700,365,16,1081,7543,494,9114,7092,494,235,7821,10045,1154,19020,12072,358,308,12741,5882,1085,19708,6376,890,151,7419,12024,1011,20457,768,2166,41,2971,16034,898,19907,133,1719,17,1874,14889,990,17745,20,274,0,298,9590,1071,10959,11,12,0,22
CED113,17,177,0,195,3972,370,4538,144,126,6,277,3383,267,3927,2415,236,45,2695,5816,821,9333,4859,169,154,5179,3526,714,9421,3308,313,104,3723,6362,710,10800,670,857,21,1539,9412,814,11761,130,958,7,1093,8226,664,9990,20,190,6,217,4279,402,4893,6,10,0,12,1198,182,1394,11559,3034,346,14935,46171,4938,66046,26,321,5,354,3513,315,4185,293,227,16,540,2777,247,3566,3749,377,198,4325,4554,644,9518,5911,280,309,6505,2881,580,9969,3033,747,152,3932,6679,598,11208,265,1945,24,2236,8852,681,11771,62,1504,10,1578,7496,595,9670,17,254,5,274,4263,432,4968,0,27,0,26,1737,290,2059,13361,5683,712,19765,42750,4390,66904,47,496,5,547,7490,687,8718,442,357,19,817,6157,518,7493,6162,613,248,7021,10361,1465,18847,10766,452,464,11684,6406,1298,19388,6343,1059,250,7655,13042,1310,22010,933,2805,45,3777,18266,1497,23536,194,2463,18,2676,15721,1262,19654,36,439,6,480,8543,829,9855,4,30,0,37
CED114,28,190,0,211,4500,547,5265,212,132,5,357,3798,420,4573,2881,252,70,3213,5989,961,10162,4793,181,166,5139,3488,832,9457,2791,314,75,3178,6213,926,10321,530,915,11,1467,9104,902,11469,87,957,3,1046,8555,909,10511,18,241,0,260,4898,548,5702,0,14,0,10,1563,283,1861,11347,3192,338,14877,48109,6315,69301,55,425,4,487,4091,460,5040,484,318,32,831,3177,371,4379,4281,416,231,4929,4463,827,10217,5838,319,371,6523,2693,794,10006,2642,874,119,3632,6280,755,10668,252,2300,25,2575,8433,832,11837,70,1528,11,1608,7926,773,10314,17,298,0,316,5390,709,6419,3,25,0,29,2393,415,2840,13642,6494,797,20936,44839,5933,71708,80,612,4,698,8592,1007,10298,698,451,39,1185,6969,792,8948,7170,664,305,8139,10449,1782,20376,10627,500,532,11659,6182,1623,19463,5431,1185,195,6814,12490,1681,20990,792,3209,38,4039,17534,1735,23306,158,2488,13,2654,16482,1677,20824,32,535,3,570,10286,1253,12114,3,33,0,41
CED115,19,116,0,135,5141,445,5723,91,112,7,208,5564,473,6248,1842,192,16,2055,9337,1062,12455,3939,86,27,4052,5586,921,10550,2884,121,14,3017,6872,823,10711,901,305,12,1220,9069,750,11037,161,375,5,543,6720,505,7765,25,79,5,104,3213,385,3703,0,5,0,8,1088,275,1376,9859,1384,83,11335,52582,5646,69560,19,212,5,231,4881,404,5517,327,230,6,565,5210,444,6214,3771,227,47,4042,7261,1087,12390,5975,156,57,6187,4445,879,11506,2961,281,32,3273,7431,725,11419,396,884,17,1295,9250,661,11205,101,665,12,779,7036,514,8327,17,95,3,119,3594,459,4171,8,9,0,14,1644,497,2157,13562,2753,177,16498,50750,5668,72918,41,327,5,364,10023,850,11236,418,338,11,775,10772,922,12460,5613,412,68,6097,16596,2153,24843,9910,244,86,10240,10024,1799,22062,5845,400,42,6284,14301,1549,22132,1298,1188,29,2514,18319,1415,22246,260,1043,15,1317,13760,1021,16092,39,176,6,219,6807,843,7871,9,13,0,23
CED116,12,165,0,183,3728,404,4316,153,121,9,282,2983,354,3623,2164,207,67,2438,4509,845,7789,4183,172,143,4496,2792,759,8046,2569,280,102,2949,5457,771,9175,510,914,15,1438,9706,768,11911,102,1208,4,1311,11037,753,13103,25,233,0,261,6548,528,7335,0,9,0,15,1914,234,2161,9721,3306,352,13379,48671,5415,67461,30,260,5,288,3314,353,3958,367,225,18,607,2380,231,3222,3357,334,198,3887,3384,529,7799,5101,252,356,5709,2162,552,8418,2526,700,117,3343,5844,560,9742,240,2093,23,2356,10057,648,13064,66,1798,11,1874,10934,704,13508,11,242,0,259,6766,602,7629,9,16,0,22,2811,416,3249,11705,5913,730,18340,47655,4608,70598,39,424,8,470,7042,760,8273,518,346,30,888,5360,586,6842,5528,540,262,6324,7890,1379,15593,9287,419,498,10206,4951,1308,16466,5096,977,217,6289,11299,1337,18925,751,3007,40,3799,19763,1416,24979,163,3004,20,3183,21974,1458,26616,42,473,4,517,13320,1129,14966,8,21,3,33
CED117,5,62,0,70,2999,114,3183,10,62,0,72,3999,268,4335,1169,123,5,1300,11922,797,14015,5339,99,41,5477,6543,625,12639,4299,81,47,4424,5695,487,10597,866,150,4,1017,6505,457,7982,102,326,8,435,4694,310,5439,15,104,5,118,2485,250,2849,0,6,0,5,888,153,1048,11802,1008,104,12916,45725,3455,62096,0,107,0,103,2656,127,2891,27,102,3,138,4353,270,4760,1862,233,17,2112,12192,797,15105,6597,211,76,6879,5621,521,13028,4610,181,56,4851,5873,394,11119,444,442,12,895,7017,293,8206,36,715,8,760,5155,264,6183,23,143,5,171,2957,236,3361,4,8,0,18,1350,246,1612,13606,2152,170,15925,47184,3146,66263,7,170,0,180,5656,243,6069,40,166,3,207,8352,536,9095,3032,356,18,3411,24113,1597,29123,11931,311,118,12360,12164,1143,25666,8908,264,103,9271,11566,880,21719,1305,596,17,1915,13523,753,16191,136,1042,17,1191,9848,574,11617,34,247,4,291,5440,483,6214,4,11,0,16
CED118,13,151,0,166,5719,305,6184,113,146,4,265,5926,600,6789,3210,229,33,3464,9659,1512,14637,11032,153,78,11265,6487,1290,19041,4637,144,41,4821,7140,721,12677,610,336,6,952,7599,418,8964,135,518,8,655,5269,271,6193,19,113,0,131,2606,182,2910,0,4,0,9,686,84,778,19766,1789,160,21722,51080,5380,78182,19,308,4,322,5113,273,5706,285,269,8,570,5108,343,6016,5979,285,84,6352,7815,902,15064,12650,197,124,12963,4791,875,18622,3875,369,35,4282,7390,495,12170,350,1023,19,1391,7527,353,9269,133,850,21,1010,5614,286,6909,12,119,3,137,2866,197,3205,0,7,0,6,1099,110,1214,23309,3430,296,27035,47305,3832,78175,27,458,4,490,10830,578,11895,404,422,12,835,11028,946,12810,9194,512,115,9819,17471,2413,29697,23683,352,200,24229,11271,2164,37663,8511,517,73,9107,14525,1214,24846,956,1360,26,2342,15119,768,18229,267,1362,28,1663,10886,560,13110,26,235,3,266,5469,378,6111,0,8,0,16
CED119,7,138,0,147,4763,157,5064,50,91,0,143,4312,171,4627,2043,115,22,2172,5779,314,8261,6607,86,59,6750,3061,349,10163,4389,119,37,4545,5308,288,10147,652,481,6,1132,7349,253,8740,87,825,7,917,5549,218,6682,9,174,0,183,3255,269,3706,3,7,0,10,966,232,1211,13845,2033,127,16000,40341,2253,58597,9,208,0,217,4299,121,4636,105,155,4,262,3717,96,4079,3177,201,58,3435,4839,290,8565,8014,144,115,8275,2327,297,10899,4364,273,43,4673,5951,241,10865,288,1289,16,1592,7400,198,9197,61,1225,10,1289,5579,241,7110,15,185,3,200,3657,325,4182,0,7,0,7,1387,572,1965,16025,3688,238,19957,39160,2378,61496,17,346,0,365,9064,278,9699,159,246,4,407,8029,265,8704,5218,315,81,5612,10620,606,16829,14618,232,170,15023,5386,651,21063,8752,389,81,9223,11263,531,21011,937,1767,22,2723,14754,458,17935,146,2054,14,2212,11127,463,13793,22,359,3,384,6910,592,7886,3,14,0,20
CED120,10,181,0,192,5120,338,5654,177,123,0,309,4333,303,4939,3640,201,85,3924,5941,749,10620,6394,150,137,6682,3297,666,10645,3500,296,68,3863,6576,635,11072,576,751,15,1343,8226,573,10139,97,741,0,846,6988,482,8315,3,136,0,135,3812,344,4298,0,9,0,7,1015,155,1177,14402,2581,318,17302,45299,4250,66853,23,343,0,370,4591,305,5261,377,245,19,639,3776,213,4633,5322,335,199,5851,4585,531,10967,7707,236,229,8167,2501,542,11211,3423,694,86,4209,6660,487,11358,246,1917,25,2186,7953,473,10609,41,1140,12,1189,7064,468,8722,14,185,0,200,3977,398,4576,0,12,0,13,1583,332,1927,17159,5094,569,22822,42694,3743,69263,39,520,0,559,9712,639,10914,555,371,23,948,8110,517,9573,8963,536,280,9778,10527,1277,21582,14099,386,365,14850,5795,1205,21855,6924,986,157,8065,13239,1121,22428,827,2666,42,3532,16175,1044,20748,139,1881,12,2035,14053,950,17034,18,319,0,336,7793,746,8874,0,17,0,19
CED121,18,211,0,233,4842,372,5443,245,161,10,409,4383,473,5263,3616,265,80,3962,6051,1171,11188,5534,231,188,5952,3556,1050,10558,2827,419,84,3322,6520,826,10672,483,1047,11,1544,8489,667,10698,86,1090,6,1183,7588,556,9323,17,230,0,247,4532,397,5180,0,12,0,13,1450,208,1666,12816,3665,371,16856,47417,5722,69996,53,397,7,454,4228,306,4984,568,310,23,904,3526,253,4676,5284,451,275,6011,4518,532,11063,6658,313,316,7287,2706,492,10487,2721,972,118,3806,6566,475,10845,227,2391,21,2636,7866,430,10935,60,1628,8,1696,7592,513,9803,12,272,0,285,5018,488,5792,0,13,0,11,2340,359,2715,15589,6737,768,23091,44369,3840,71302,67,610,7,684,9068,672,10422,811,463,33,1307,7909,720,9941,8903,720,357,9973,10573,1701,22251,12193,543,500,13241,6262,1540,21046,5547,1389,199,7133,13083,1297,21516,704,3436,35,4183,16348,1094,21629,145,2720,15,2874,15182,1072,19128,28,502,0,529,9552,885,10968,3,24,0,22
CED122,3,107,3,114,4156,251,4527,50,75,0,128,6605,564,7295,1773,136,16,1923,14637,1536,18095,6096,126,46,6263,6403,1035,13702,4465,108,37,4608,5666,783,11056,902,260,4,1169,7238,594,8995,122,531,4,662,5306,422,6390,25,159,0,186,3397,342,3931,0,18,0,23,1271,212,1499,13444,1513,100,15061,54685,5752,75493,4,185,0,199,3830,200,4223,112,159,3,273,6352,466,7091,2809,331,41,3179,14276,1165,18621,7620,208,94,7926,5260,732,13911,4531,267,54,4854,6175,490,11517,441,756,9,1205,7641,402,9249,73,937,7,1017,5849,406,7276,34,210,3,241,4226,380,4845,0,15,0,19,1849,420,2288,15634,3065,216,18915,55460,4662,79038,10,297,3,310,7983,455,8753,167,227,9,396,12953,1036,14389,4585,467,56,5107,28908,2703,36721,13715,331,137,14184,11663,1764,27612,8997,373,86,9463,11843,1271,22576,1341,1013,19,2370,14876,998,18246,202,1470,10,1678,11157,827,13670,57,369,0,436,7622,722,8778,3,29,0,36
CED123,21,198,0,214,5221,417,5844,309,180,10,502,5566,477,6549,3944,256,86,4284,8365,1204,13856,7239,197,111,7549,5129,1086,13756,3297,217,42,3559,7079,824,11460,512,499,9,1016,7725,534,9276,86,555,0,642,5890,403,6938,15,88,0,108,2975,310,3399,5,4,0,10,703,160,872,15426,2198,267,17884,48658,5414,71953,47,382,4,431,4901,331,5663,615,304,22,945,4913,482,6336,6327,405,164,6887,6965,1150,15004,8699,267,193,9162,3948,945,14059,3031,618,70,3719,7256,680,11657,241,1408,25,1674,7702,462,9834,63,937,10,1007,6308,430,7746,11,98,0,106,3370,402,3877,0,3,0,7,1199,369,1577,19030,4410,496,23933,46567,5248,75758,60,577,4,639,10117,746,11509,928,486,33,1445,10482,960,12890,10268,661,251,11175,15330,2350,28860,15940,460,302,16709,9080,2030,27817,6331,831,120,7278,14333,1499,23115,754,1903,34,2689,15425,1003,19113,148,1485,18,1650,12197,832,14685,30,185,0,214,6345,717,7278,4,10,0,13
CED124,16,151,4,176,3737,398,4301,153,85,3,245,2645,234,3122,1965,169,78,2214,3332,428,5974,3739,144,129,4008,2443,492,6950,2452,289,69,2809,5567,563,8943,509,864,15,1382,9572,692,11640,96,987,11,1094,11422,793,13312,19,203,0,221,6960,582,7764,0,12,0,16,1929,281,2237,8948,2909,301,12162,47610,4465,64236,34,313,5,354,3343,342,4035,348,203,21,573,2117,184,2874,3156,262,172,3587,2564,474,6628,4829,212,286,5326,1887,505,7713,2434,694,90,3215,5961,508,9690,214,2088,23,2324,9941,599,12861,49,1444,3,1499,11100,725,13331,23,241,0,264,6951,701,7914,7,11,0,15,2774,509,3295,11085,5468,597,17151,46640,4547,68340,50,469,7,524,7076,736,8337,495,292,22,812,4758,416,5989,5123,432,246,5798,5899,904,12603,8563,353,408,9328,4332,999,14663,4886,979,155,6029,11529,1078,18632,717,2947,31,3703,19516,1290,24506,148,2436,14,2596,22520,1524,26639,35,447,0,484,13912,1285,15676,11,21,0,30
CED125,23,229,5,253,5767,414,6436,269,212,0,479,5693,401,6576,4552,287,51,4891,9276,898,15066,8602,162,123,8886,6012,953,15860,3776,216,50,4041,6975,667,11684,644,580,26,1247,8224,482,9952,88,534,8,636,6356,326,7314,14,91,0,107,2833,257,3202,0,0,0,0,580,80,657,17971,2314,259,20547,51717,4486,76750,57,383,8,441,5331,388,6162,638,361,18,1018,4950,397,6368,7637,433,168,8240,7844,983,17070,10138,240,160,10541,4511,872,15925,3296,563,78,3933,7220,573,11729,305,1481,37,1822,8551,493,10863,64,968,14,1046,6664,424,8136,8,100,7,112,3069,340,3517,0,3,0,3,914,190,1104,22145,4532,489,27161,49055,4653,80872,76,612,5,697,11095,803,12600,905,568,20,1492,10648,796,12938,12190,718,220,13129,17124,1885,32135,18740,409,283,19434,10525,1823,31773,7068,780,129,7977,14199,1239,23413,953,2059,57,3070,16771,969,20815,155,1507,25,1678,13021,750,15452,27,189,3,221,5902,597,6723,0,3,0,3
CED126,5,116,0,120,4883,169,5169,29,55,4,84,4128,157,4372,1321,105,6,1434,5459,341,7233,5690,103,73,5866,3006,368,9236,5432,137,51,5613,5214,369,11194,1085,424,15,1522,7871,327,9715,137,893,9,1038,6205,291,7528,15,243,3,256,4621,264,5144,5,9,0,15,1576,212,1803,13719,2079,150,15942,42963,2493,61401,4,210,0,217,4291,160,4669,54,138,0,196,3543,143,3886,2161,194,53,2413,4624,333,7365,7250,151,122,7523,2348,368,10239,5623,243,73,5933,5703,372,12007,480,1122,17,1616,8217,322,10156,64,1597,15,1669,6386,272,8328,22,300,6,330,5296,389,6012,0,20,0,23,2585,455,3058,15658,3968,284,19911,42992,2821,65719,12,317,6,335,9175,331,9840,81,196,4,280,7673,304,8252,3485,294,64,3843,10083,671,14602,12941,258,192,13389,5357,735,19477,11052,380,116,11551,10912,744,23204,1560,1548,33,3136,16089,652,19874,201,2483,18,2702,12593,560,15853,39,545,8,586,9921,652,11157,6,23,0,34
CED127,10,175,0,187,4346,210,4747,107,118,3,226,3644,186,4063,2372,141,39,2561,4967,403,7928,4841,136,86,5066,3019,390,8472,3305,208,54,3564,5732,401,9694,658,560,18,1234,7955,359,9549,108,661,0,770,7034,314,8113,8,126,0,136,3673,214,4028,0,6,0,6,1008,91,1112,11414,2135,206,13756,41378,2567,57701,20,287,0,305,3812,192,4313,211,184,6,403,3069,131,3608,3471,203,109,3780,3906,342,8032,6097,168,159,6420,2267,343,9029,3516,467,70,4056,6025,364,10441,270,1379,12,1663,8309,344,10309,58,1077,0,1136,7305,321,8759,14,173,6,190,4303,297,4791,4,13,0,15,1622,240,1872,13658,3945,370,17962,40606,2578,61152,31,458,0,493,8156,406,9058,321,302,6,630,6718,323,7669,5845,344,151,6339,8871,748,15957,10943,302,249,11490,5282,730,17502,6817,671,126,7618,11751,773,20142,931,1935,31,2896,16261,696,19851,158,1734,10,1902,14339,629,16878,24,300,4,327,7977,515,8817,3,14,0,26
CED128,17,120,0,136,5445,409,5987,89,106,4,199,5363,484,6039,2374,157,28,2553,8964,1046,12567,5197,117,58,5369,5440,969,11774,3066,142,21,3230,6692,710,10631,693,377,12,1083,8387,581,10050,118,390,3,513,6331,453,7297,21,89,0,116,3381,284,3787,0,6,0,8,991,160,1157,11575,1501,122,13195,50991,5097,69289,25,246,5,271,4842,354,5472,317,260,9,579,4628,352,5565,4324,281,67,4675,6610,951,12238,6834,168,80,7079,4026,858,11970,2909,376,48,3334,7031,658,11026,306,983,17,1307,8724,578,10610,75,674,11,759,6527,445,7734,28,117,4,145,3697,362,4202,0,8,0,13,1539,310,1859,14816,3111,237,18163,47631,4886,70676,41,366,5,411,10287,767,11462,404,364,8,779,9991,835,11602,6697,438,98,7230,15577,2003,24808,12029,289,134,12452,9463,1830,23745,5972,514,71,6559,13728,1372,21659,1002,1360,31,2388,17107,1156,20657,188,1061,16,1271,12858,900,15028,51,204,3,257,7079,655,7987,3,7,0,18
CED129,11,148,0,171,6071,157,6397,39,112,0,150,5247,166,5558,2076,154,11,2241,6782,354,9373,10028,107,71,10203,4511,451,15170,5814,117,46,5975,6622,313,12905,784,402,11,1199,8041,219,9462,189,843,10,1041,6030,215,7293,25,204,0,224,3693,180,4102,5,8,0,11,1010,163,1187,18968,2093,152,21220,48011,2222,71454,17,241,3,264,5617,130,6010,101,194,4,296,4763,154,5214,3739,210,44,3991,5995,376,10358,12176,164,124,12465,3548,458,16461,5375,260,52,5683,7461,310,13461,392,1236,14,1645,8138,258,10045,177,1439,25,1646,6449,203,8297,29,202,5,233,4063,225,4522,0,10,0,13,1484,210,1707,22012,3958,268,26234,47516,2318,76072,30,396,8,433,11687,287,12409,140,302,4,446,10008,319,10772,5813,365,57,6231,12771,728,19730,22201,270,188,22664,8056,909,31629,11190,376,95,11661,14089,614,26366,1175,1638,31,2844,16182,484,19508,366,2285,35,2685,12478,420,15586,51,405,6,459,7757,410,8628,9,17,0,24
CED130,28,185,0,215,4303,595,5111,260,119,4,382,3396,505,4285,2448,219,82,2752,5210,903,8865,4191,177,136,4504,3140,759,8401,2429,310,85,2816,5516,823,9159,524,705,19,1239,8153,805,10196,105,801,6,917,7867,732,9525,10,172,0,193,4651,567,5412,5,12,0,10,1312,253,1572,9999,2703,336,13035,43538,5940,62522,65,370,4,441,4019,636,5093,535,244,32,806,3019,457,4288,3980,372,242,4595,4069,806,9473,5173,263,249,5686,2518,741,8942,2348,756,113,3219,5746,772,9735,222,1777,16,2019,8037,736,10798,66,1306,11,1376,7435,693,9509,16,223,4,241,5255,641,6138,3,18,0,20,2151,420,2596,12406,5339,668,18406,42262,5906,66569,89,555,5,652,8321,1230,10205,793,366,32,1194,6418,965,8576,6428,597,318,7346,9276,1706,18332,9365,438,392,10188,5651,1504,17346,4774,1066,196,6035,11260,1592,18887,748,2481,34,3264,16190,1537,20989,174,2107,16,2299,15304,1424,19028,28,402,6,429,9911,1209,11547,5,25,0,32
CED131,10,200,0,218,4357,278,4851,80,157,4,247,6307,492,7046,2218,238,56,2508,10027,739,13278,5556,179,138,5872,4373,541,10781,3461,235,62,3761,5736,512,10005,558,770,15,1347,7500,429,9281,96,1057,9,1160,5649,378,7182,21,230,0,246,3260,290,3802,0,16,0,18,1201,230,1453,12004,3083,284,15373,48408,3898,67683,23,293,0,317,4211,305,4831,209,325,11,546,6241,404,7187,3317,513,142,3973,8510,599,13086,6740,304,275,7313,3179,445,10934,3485,511,90,4095,5971,411,10478,264,1897,21,2176,7183,377,9747,61,1713,17,1790,5550,359,7705,17,314,6,335,3868,411,4621,5,19,0,22,2140,586,2746,14123,5890,557,20573,46850,3904,71326,42,491,4,534,8562,582,9686,288,482,16,790,12543,900,14233,5538,754,193,6484,18536,1337,26362,12293,479,412,13187,7551,985,21715,6947,749,156,7857,11703,921,20481,817,2670,40,3524,14689,812,19021,156,2776,20,2945,11198,740,14886,40,545,6,585,7128,707,8421,5,31,0,39
CED132,7,104,0,106,3963,119,4189,9,64,0,77,4021,175,4271,1348,103,11,1465,10524,638,12630,6722,74,41,6835,6167,596,13602,5053,76,46,5182,5277,403,10863,1039,213,10,1256,7033,296,8585,155,686,5,849,5614,275,6738,17,202,0,225,3464,222,3911,5,21,0,16,1180,186,1384,14349,1558,116,16016,47248,2907,66175,5,163,0,165,3508,133,3812,18,82,0,102,3870,140,4116,2186,217,20,2423,10933,652,14003,8281,214,118,8610,5674,598,14883,5204,160,52,5418,6099,385,11905,497,685,16,1203,7906,325,9436,96,1309,8,1409,6194,339,7939,14,268,3,284,4043,331,4658,0,8,0,9,2095,495,2591,16308,3105,221,19633,50309,3398,73342,8,267,0,270,7472,253,8001,24,148,0,181,7893,313,8384,3534,325,33,3895,21456,1286,26637,15007,293,157,15451,11845,1193,28485,10257,241,100,10599,11376,790,22770,1533,900,24,2461,14935,627,18016,248,1998,14,2255,11806,616,14675,38,470,5,512,7502,548,8564,6,27,0,29
