CED_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
CED111,0,15,6,9,13,7,4,3,0,63,5,19,27,120,55,34,45,18,3,317,0,0,28,47,10,20,11,6,4,123,0,7,0,20,3,0,0,0,0,30,0,22,61,86,21,6,0,3,0,201,0,3,10,29,49,78,23,29,9,224,10,35,48,94,52,39,32,21,4,328,4,8,72,101,43,59,50,17,6,356,0,0,6,12,21,44,31,11,7,146,0,0,7,21,12,12,0,0,0,45,25,179,207,610,335,357,351,292,115,2461,139,330,507,932,400,366,304,248,98,3328,4529,9568,11311,20895,9974,9683,7442,4496,1675,79564,0,5,8,9,0,3,0,0,0,21,4028,8097,9426,15206,7585,6839,4869,2854,1522,60418,0,0,11,59,4,5,0,0,0,76,0,0,0,45,15,30,20,14,4,135,0,0,10,56,14,3,3,0,0,84,0,4,0,9,4,0,0,0,0,19,3,18,14,127,46,29,15,0,0,260
CED112,0,3,0,7,7,11,6,6,0,36,0,16,35,102,96,50,42,26,5,373,0,0,0,18,5,12,11,5,4,61,0,3,0,4,0,3,3,0,0,13,0,12,5,35,18,9,0,0,0,90,0,0,0,4,4,11,6,3,0,25,0,15,17,74,37,34,43,16,0,236,0,4,5,27,19,8,3,5,0,77,0,0,0,12,20,20,13,15,3,99,0,3,11,32,21,14,8,6,0,89,0,28,37,206,188,196,220,175,56,1121,181,461,445,957,496,438,466,349,184,3989,4981,10951,9804,18681,9838,9435,8355,4949,1744,78744,0,0,0,3,0,0,0,0,0,3,4528,9436,8384,15980,8259,7811,6796,4072,2117,67395,0,0,0,25,0,0,0,0,0,33,0,0,0,6,4,0,3,3,0,13,0,5,0,51,10,0,3,0,0,74,0,0,0,15,3,0,0,0,0,30,0,5,8,54,21,21,14,6,0,141
CED113,0,7,4,13,14,11,7,0,0,47,0,36,24,109,76,60,31,13,6,357,0,8,4,41,11,9,19,3,0,100,0,0,0,35,0,0,0,0,0,42,3,15,12,47,11,3,0,0,0,102,0,0,0,8,4,3,3,0,0,21,12,38,37,91,33,56,53,34,0,357,0,0,3,24,17,12,5,0,0,66,0,0,3,6,15,26,17,6,10,78,0,0,3,17,20,8,15,6,0,69,11,39,35,295,177,226,275,206,81,1350,195,560,455,1191,666,841,753,423,174,5247,4413,10346,8462,18748,10800,11761,9990,4893,1394,80807,0,0,0,3,0,0,0,0,0,6,4144,8545,6841,14951,8785,8851,6932,3336,1399,63777,0,4,8,72,4,0,0,0,0,91,0,0,0,12,0,6,4,9,3,30,0,0,0,34,7,0,5,4,0,54,0,0,0,4,0,0,6,0,0,15,0,7,9,61,40,34,27,9,0,197
CED114,0,4,0,5,4,0,0,0,0,15,12,20,27,75,42,43,23,5,3,251,4,15,12,56,13,8,8,4,0,112,0,0,4,59,0,0,0,0,0,63,0,8,14,24,0,3,0,0,0,53,0,0,0,13,11,16,6,3,0,48,3,9,10,22,18,15,12,5,0,98,0,10,9,22,14,5,4,0,0,60,0,0,0,8,7,10,14,12,4,53,0,0,3,31,16,15,0,0,0,67,7,63,67,377,172,147,131,95,36,1100,337,882,755,1673,916,1025,994,570,246,7398,5245,11230,9831,19612,10321,11469,10511,5702,1861,85777,0,8,3,9,4,0,0,0,0,23,4593,9405,8084,15119,8577,9474,8171,4796,2139,70361,0,6,0,42,9,3,0,0,0,51,0,0,0,0,0,0,0,4,0,4,0,4,0,13,5,3,0,0,0,21,0,0,0,9,0,0,0,0,0,14,0,0,3,20,11,12,5,0,0,62
CED115,0,5,7,24,3,6,11,3,0,55,0,0,8,14,8,8,6,4,3,62,0,3,4,46,19,14,21,16,5,118,0,0,5,31,4,4,7,0,0,57,3,26,53,335,57,38,25,3,0,546,0,14,4,38,42,55,39,23,5,229,5,10,17,51,8,9,6,0,0,110,34,335,783,2923,2818,3316,1632,466,178,12492,0,0,0,0,0,6,5,3,0,10,0,6,7,19,6,4,0,0,0,46,31,309,433,1596,1051,1054,964,600,170,6212,332,721,720,1652,711,614,431,217,76,5462,5041,11082,11964,23007,10711,11037,7765,3703,1376,85684,4,7,13,80,10,15,0,0,0,136,4177,7714,7519,7157,2012,1950,1152,612,320,32600,0,7,10,183,12,19,8,0,0,247,0,0,12,132,99,154,97,46,24,562,0,0,0,11,5,3,3,0,0,26,4,36,140,906,670,684,467,182,94,3190,0,0,0,15,6,8,3,0,0,31
CED116,5,7,0,7,10,4,11,4,0,42,0,9,10,56,42,54,55,26,5,257,0,5,0,22,5,5,0,3,0,39,0,0,0,7,0,0,0,0,0,7,0,12,12,33,5,8,0,0,0,66,0,3,0,3,4,4,4,4,0,21,4,20,24,40,42,51,71,29,3,293,0,0,10,19,23,10,3,0,0,65,0,5,0,5,8,28,31,23,4,115,0,0,0,13,14,12,7,0,0,39,8,30,26,153,105,164,262,253,76,1070,233,595,537,1010,682,803,818,539,189,5412,4104,9124,7933,15834,9175,11911,13103,7335,2161,80692,0,0,0,0,0,0,0,0,0,4,3542,7874,6390,13025,7766,10016,9947,5174,2270,65997,0,4,0,10,0,0,0,0,0,15,0,0,0,0,4,4,6,3,0,12,0,0,0,32,4,10,0,0,0,45,0,4,3,11,4,0,4,0,0,20,0,3,7,65,29,31,26,9,0,174
CED117,9,23,19,87,37,24,8,10,0,218,6,3,22,222,95,37,33,13,0,431,0,0,4,97,26,16,9,11,5,169,0,3,7,83,10,3,11,0,0,117,4,17,22,225,51,23,16,4,0,363,0,3,0,85,38,28,19,15,0,196,25,83,67,290,113,86,43,18,8,738,0,23,69,290,160,207,132,41,18,944,0,0,0,50,25,20,17,4,0,119,0,0,0,21,10,6,6,0,0,38,17,84,119,1124,455,405,363,342,116,3026,95,237,326,1216,453,434,258,192,84,3295,3930,7487,7521,26657,10597,7982,5439,2849,1048,73515,0,0,0,8,0,0,0,0,0,7,3525,6383,5936,16929,6838,4641,3031,1171,474,48931,0,4,8,67,6,3,4,0,0,91,0,0,0,19,9,12,4,9,0,51,3,4,24,210,24,16,5,0,0,284,0,4,0,16,10,10,11,3,0,51,0,10,19,176,70,35,26,9,0,348
CED118,10,52,39,53,30,26,27,4,4,247,5,67,66,299,142,99,66,19,5,780,11,96,175,1158,540,412,236,100,14,2739,0,8,5,55,15,7,15,4,5,111,4,13,26,71,24,7,8,0,0,145,0,3,8,113,80,86,37,21,5,368,11,76,55,89,26,38,16,6,0,302,5,13,16,88,64,32,32,8,0,266,0,0,4,5,6,3,3,8,3,33,0,8,24,50,37,16,4,0,0,136,30,279,314,1163,548,457,344,227,76,3435,260,543,588,1559,481,326,248,172,68,4245,7494,15710,12978,33675,12677,8964,6193,2910,778,101385,0,5,33,268,102,103,51,12,3,579,6578,11520,7767,11399,5087,3318,2503,1188,497,49850,5,38,45,373,102,79,30,3,0,674,0,0,3,26,21,33,22,6,3,121,0,3,4,46,7,10,0,0,0,81,0,0,3,14,13,3,9,5,0,47,4,15,15,42,17,8,14,0,0,106
CED119,3,12,11,17,12,10,16,3,0,76,5,24,24,126,98,73,62,37,10,463,0,0,4,23,21,31,23,10,3,108,0,3,0,18,3,3,3,5,0,34,0,13,10,47,13,13,0,0,0,99,0,0,0,19,21,14,4,0,0,58,6,32,26,68,48,37,14,10,0,245,4,16,16,127,86,62,53,10,0,383,0,3,3,25,21,24,8,12,4,88,0,0,8,20,13,12,5,0,0,55,3,92,117,530,356,350,268,167,67,1946,89,232,250,516,242,222,143,169,85,1933,4687,10762,9688,18430,10147,8740,6682,3706,1211,74052,0,0,0,7,0,0,0,0,0,7,4427,9444,7834,13753,7653,5997,4678,2662,1249,57687,0,3,9,79,34,26,3,3,0,161,0,0,0,22,15,18,6,3,6,71,0,7,10,116,21,10,3,4,0,179,0,0,0,20,6,7,4,4,0,50,0,10,0,75,31,18,11,3,0,154
CED120,0,0,6,3,12,15,8,0,0,44,0,15,14,93,59,48,33,17,4,292,0,3,9,26,22,11,8,0,0,74,0,0,0,10,3,4,4,0,0,18,0,10,10,25,4,5,4,0,0,63,0,0,0,12,11,6,3,0,0,35,0,19,19,40,35,38,38,7,3,200,0,4,4,38,13,14,8,0,0,85,0,0,4,11,16,16,19,14,0,87,0,0,11,21,17,11,4,0,0,73,8,38,48,351,240,269,244,134,46,1359,192,533,464,1000,525,547,480,329,135,4210,6127,12449,10589,21261,11072,10139,8315,4298,1177,85432,0,0,0,15,3,0,0,0,0,20,5497,10942,9039,18238,8985,7949,6089,3140,1296,71174,0,3,3,38,12,3,0,0,0,60,0,0,0,25,8,8,6,0,0,46,0,0,0,37,0,4,0,0,0,41,0,0,0,32,8,4,5,0,0,52,0,9,12,32,27,20,8,3,0,117
CED121,0,3,3,6,0,6,3,0,0,25,6,33,43,109,84,46,46,21,0,384,3,3,5,23,14,10,3,0,0,57,0,0,0,10,0,0,0,0,0,11,4,3,16,60,17,4,0,0,0,104,0,0,0,8,4,3,0,0,0,14,4,14,18,52,34,23,21,8,0,181,0,6,11,66,17,13,0,0,0,108,0,0,0,3,12,19,21,8,4,70,0,4,8,33,14,10,8,5,0,79,3,32,49,202,110,136,131,96,39,793,203,481,542,1090,504,538,505,352,133,4336,5429,11611,10709,21748,10672,10698,9323,5180,1666,87036,0,3,3,5,0,0,0,0,0,11,4897,10238,8836,18242,9085,8992,7764,4423,2148,74637,0,3,0,25,0,0,0,0,0,39,0,0,0,5,7,5,4,3,0,18,0,0,0,17,7,3,0,0,0,23,0,0,0,15,8,4,8,0,0,33,0,5,3,32,13,16,18,10,0,96
