CED_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
CED111,1463,6779,5205,40735,521,54695,39,239,167,3688,52,4188,3218,98,156,292,27,3793,1030,181,105,417,21,1761,1228,461,306,1129,12,3132,9941,6007,4457,36069,477,56952,1071,77,260,59,12,1480,426,71,81,391,4,966,1672,546,490,3297,49,6053,1436,318,161,958,17,2892,365,87,30,173,3,652,2181,77,78,64,8,2412,2360,1440,919,12832,99,17660,4553,1184,615,3877,95,10339,320,16,29,23,0,389,763,197,161,287,8,1421,3465,394,233,878,50,5024,519,214,93,677,5,1511,418,137,91,92,6,758,472,297,201,188,12,1173,764,161,115,444,4,1499,285,46,35,132,3,509,124,50,3,24,5,208,2797,1683,1187,10610,83,16359,1448,148,89,193,12,1886,372,143,71,33,0,629,864,114,72,243,11,1305,157,27,13,25,0,223,875,35,59,47,6,1019,585,206,155,717,3,1667,12438,1924,1632,2760,124,18889,631,64,71,598,6481,7849,48630,13343,9927,81898,7874,161676
CED112,998,7177,5003,53397,703,67274,33,420,252,8169,107,8978,1428,119,154,404,13,2125,295,98,56,179,9,632,892,346,208,811,15,2272,10379,6325,4488,46493,760,68442,1351,75,298,78,10,1809,381,78,76,420,4,957,1098,437,286,3231,38,5088,474,154,72,521,5,1229,194,65,28,117,5,409,1491,96,66,101,6,1754,2414,1361,840,13909,131,18649,1384,611,201,2272,26,4489,401,4,28,9,3,446,221,80,40,176,0,509,52,6,7,34,0,102,739,261,127,855,13,1996,674,305,118,195,10,1303,600,364,284,280,4,1528,459,131,98,302,6,1001,306,40,67,133,3,557,156,126,13,11,0,308,2580,1440,962,11207,88,16286,186,41,9,70,4,307,448,105,79,49,0,680,511,47,46,169,5,780,73,25,9,33,0,146,218,21,46,9,6,297,421,145,110,508,5,1188,6100,1514,1067,2361,94,11144,393,91,64,1023,7942,9509,29754,12649,8693,102049,9579,162722
CED113,1040,5777,4462,52623,588,64487,16,251,117,5468,92,5943,1025,75,119,369,10,1591,610,151,62,340,13,1180,1178,438,315,852,24,2811,9119,5183,4017,45009,653,63981,1017,42,195,25,9,1291,336,85,73,385,3,886,1915,592,498,4644,61,7711,451,113,65,405,11,1057,312,85,51,150,3,602,1584,46,50,55,0,1735,1829,1220,868,16186,165,20261,1592,557,250,2294,37,4724,130,12,23,10,0,181,143,41,30,149,3,363,949,157,71,208,17,1397,327,117,75,372,8,890,348,180,103,112,3,746,438,244,186,131,10,1008,617,142,107,362,17,1243,266,61,37,127,7,495,140,53,19,22,3,224,2430,1368,1078,13001,110,17993,417,88,53,107,8,669,376,75,45,36,0,535,292,40,46,147,5,531,104,22,27,23,0,179,213,3,19,12,0,246,385,130,60,489,0,1066,7679,1359,1110,2253,98,12503,357,70,65,986,9106,10577,30194,10718,8071,101932,10616,161530
CED114,1003,4186,2902,57486,716,66291,16,263,113,7402,139,7937,1028,36,53,262,9,1388,180,57,19,134,7,402,881,316,219,774,19,2202,5472,3677,2668,52291,856,64960,1400,29,182,51,9,1666,150,41,27,352,6,580,1086,476,328,7176,77,9145,233,71,26,275,4,614,142,46,20,91,6,303,2536,67,33,34,10,2683,1034,853,567,17291,160,19911,3659,1203,403,6187,78,11532,114,6,18,7,0,146,85,35,29,159,0,302,27,6,5,13,0,54,131,57,29,190,5,409,340,79,45,80,8,544,301,188,148,150,8,788,270,83,47,267,0,666,96,21,21,46,0,184,445,53,42,17,12,573,1335,954,696,14511,149,17646,110,17,3,52,0,185,286,47,26,23,3,387,227,51,26,192,5,504,122,8,11,7,0,145,145,6,20,6,0,178,167,87,24,405,13,692,7956,854,608,1726,140,11276,428,63,31,1467,12213,14198,26531,8217,5484,118722,14166,173116
CED115,5615,1944,1327,7045,260,16198,64,122,58,1175,29,1447,21192,235,332,304,321,22386,2377,162,90,330,20,2982,136,35,19,55,4,248,5728,1063,772,5818,250,13629,2899,82,210,51,15,3267,270,16,23,53,0,370,801,115,81,491,22,1503,1105,187,117,540,10,1962,210,21,8,23,0,263,3525,45,30,22,8,3627,492,249,157,1793,21,2714,4696,775,380,1913,106,7865,234,0,18,4,0,255,3072,759,290,623,29,4774,1243,112,86,180,18,1635,822,183,86,398,13,1500,550,76,76,31,3,735,295,56,39,19,3,416,830,72,28,110,11,1054,605,43,12,59,9,727,1916,102,62,56,17,2148,520,205,133,1242,28,2128,4192,178,143,161,37,4712,79,13,4,8,0,103,1459,53,51,55,23,1639,122,19,5,7,0,150,31263,358,529,318,256,32724,69,21,14,58,0,163,51002,1578,1208,1157,437,55389,4485,114,120,199,10867,15780,134212,5811,4176,16758,12565,173523
CED116,849,6041,4551,52826,685,64954,32,331,172,8100,157,8793,795,58,92,361,13,1315,510,87,45,208,10,864,1201,357,217,709,16,2494,11530,5845,4240,48639,804,71055,752,44,209,77,15,1094,360,71,59,416,7,920,1790,497,325,3903,70,6584,576,118,66,439,5,1206,297,86,20,121,6,539,668,43,27,62,5,809,2285,1190,858,16041,198,20575,1382,544,195,2029,31,4186,113,10,14,7,0,146,108,49,17,121,10,304,155,17,14,48,0,238,597,184,90,491,8,1368,286,101,98,123,4,618,457,290,185,204,8,1144,615,120,62,303,13,1107,241,36,39,124,3,438,57,35,13,4,0,107,2886,1503,1095,12797,152,18432,165,30,8,66,3,273,284,76,72,39,0,473,314,45,31,145,0,540,60,19,14,12,0,95,183,16,24,11,0,237,529,189,78,516,12,1319,4845,1182,924,2120,88,9162,264,60,64,957,9686,11037,28134,11073,7994,105008,11537,163743
CED117,1610,6930,5183,23833,291,37845,31,177,78,1407,29,1731,9209,420,698,697,76,11101,699,171,114,303,12,1299,811,383,220,621,8,2042,12793,6026,4129,23620,228,46792,2026,100,285,86,11,2508,873,160,129,392,10,1564,1768,627,415,2382,35,5224,3653,564,277,1453,44,5989,393,134,80,181,0,797,2437,173,169,78,10,2875,4720,2085,1441,13007,87,21341,5186,1318,631,3223,67,10425,835,30,101,50,67,1091,1339,296,172,579,38,2410,344,72,30,65,4,512,488,234,112,416,11,1265,402,95,64,47,8,613,964,268,243,106,10,1596,895,190,183,372,10,1651,612,94,112,155,3,973,121,48,17,9,4,192,3474,1562,1146,8841,52,15081,507,79,74,90,5,750,501,129,74,44,12,755,1134,116,77,131,11,1475,342,37,29,31,5,444,2769,85,151,93,27,3118,531,177,115,553,4,1380,17329,2468,2025,2705,188,24715,746,50,58,260,6256,7376,64552,14143,10368,54279,7387,150729
CED118,3923,4982,3580,25737,213,38435,72,223,103,2467,41,2906,10732,224,306,349,50,11653,887,159,101,319,8,1473,759,220,124,422,8,1535,8403,3488,2421,20209,270,34797,9684,294,608,142,21,10742,408,54,34,186,0,680,1212,315,210,1730,30,3500,1038,243,146,646,7,2083,348,77,32,136,0,596,34216,221,148,85,51,34724,1698,749,541,6519,47,9553,2214,764,343,2192,19,5531,2007,18,53,18,4,2099,1773,501,236,600,16,3124,125,30,22,42,3,216,2035,505,251,1536,23,4346,1254,198,133,90,15,1696,664,266,175,129,5,1236,838,111,93,292,5,1344,479,35,39,117,5,681,1009,141,53,45,11,1259,1575,721,523,5046,41,7908,573,50,36,74,0,729,929,103,107,35,3,1172,1108,64,41,88,3,1308,2238,57,42,35,8,2381,684,45,81,17,3,823,157,77,42,239,0,512,48142,2181,1537,1933,195,53992,1964,82,45,306,9049,11445,125885,10059,7034,48610,9958,201542
CED119,1576,6348,4745,40011,194,52874,20,165,78,2002,16,2276,5189,164,345,437,11,6145,660,101,69,350,5,1179,770,300,177,756,3,2003,8899,5242,3763,34337,265,52506,1578,96,299,95,10,2088,471,99,59,340,0,977,1320,429,335,2484,14,4580,2289,561,279,1679,14,4828,281,56,43,117,3,495,3080,108,93,79,11,3373,2417,1326,819,12177,55,16787,2414,941,449,3004,28,6829,262,3,40,23,3,327,1727,428,240,801,11,3205,1042,182,103,360,3,1689,655,273,125,723,0,1775,542,160,76,90,3,865,546,337,244,188,7,1327,761,99,128,295,5,1287,776,53,64,83,3,983,318,74,24,18,3,439,2112,1176,831,9135,41,13287,352,68,35,83,0,539,543,120,98,45,0,805,680,67,72,143,8,970,185,29,20,24,0,259,1179,25,87,48,4,1343,378,129,85,424,3,1015,12407,1892,1683,2497,88,18568,634,82,68,537,4366,5684,46527,12267,8861,77632,5015,150300
CED120,1178,6850,4842,57716,633,71227,21,292,210,6200,46,6771,1379,67,114,331,15,1910,708,163,89,490,15,1473,883,336,210,759,27,2208,9578,5949,4303,46806,590,67226,1014,105,262,86,7,1478,308,77,50,335,3,770,1379,538,376,3736,53,6081,627,255,118,726,11,1734,319,94,37,207,0,669,1403,135,62,68,3,1666,2310,1277,852,14591,123,19152,2521,1114,470,3985,48,8126,126,3,12,4,0,144,722,269,111,474,14,1581,219,59,31,132,4,438,1453,471,301,2077,26,4321,368,139,76,95,3,686,444,298,196,226,3,1174,627,160,127,383,9,1312,237,39,50,115,6,445,290,92,23,28,0,435,2415,1396,1001,11524,86,16422,463,101,70,145,0,779,396,107,85,77,4,671,506,66,63,165,3,811,109,20,10,17,4,160,275,30,40,24,0,374,388,146,108,459,3,1107,8197,1701,1154,2588,104,13745,383,91,64,960,7919,9416,33406,12908,8854,107501,9428,172094
CED121,786,5369,4124,65064,805,76148,31,409,192,12026,130,12789,912,67,85,303,15,1385,197,49,19,124,4,402,931,338,221,810,5,2304,7308,5093,3739,57405,755,74298,976,28,306,74,4,1394,214,58,39,379,4,699,1149,522,357,5137,58,7225,203,110,35,346,0,697,157,44,18,116,0,332,941,58,27,71,0,1104,1543,885,646,14073,127,17275,687,347,109,1943,22,3106,147,7,23,5,0,187,135,39,22,113,3,310,82,31,21,84,0,218,241,112,76,397,7,835,478,175,104,156,3,920,500,326,203,201,11,1238,493,150,82,552,15,1285,171,46,32,146,4,392,227,100,27,40,3,397,2148,1443,957,14345,119,19012,96,17,13,40,0,170,442,65,53,47,4,614,226,49,25,174,3,488,65,17,11,7,0,100,212,3,27,4,3,247,322,130,108,800,6,1363,4640,1017,772,2382,72,8887,247,74,58,1491,9563,11432,21235,9917,7177,124822,11268,174420
CED122,2295,5766,4820,21708,268,34845,71,242,126,2660,39,3134,21321,435,685,617,100,23157,860,149,106,286,6,1410,748,233,154,369,5,1508,14268,4384,3155,19449,316,41572,2959,93,372,81,15,3524,2214,208,183,262,9,2883,2345,413,321,1840,27,4937,5319,1024,530,2696,79,9648,773,111,109,203,3,1203,3439,113,122,68,6,3747,8783,1610,1121,10287,137,21937,4817,947,428,2403,47,8639,900,15,77,13,6,1020,1069,229,200,487,10,1999,244,36,28,75,3,385,912,218,131,576,19,1862,824,212,102,91,6,1233,873,275,184,113,7,1453,1497,209,151,282,4,2141,1958,118,144,154,11,2384,258,45,30,18,8,351,3284,999,741,5863,70,10956,798,67,63,70,9,1008,1361,192,154,27,8,1733,2059,108,95,159,4,2431,323,39,26,24,0,408,1363,49,89,36,3,1537,591,69,83,326,0,1073,30537,2364,2120,2426,201,37653,1322,73,63,371,9992,11825,100305,12175,9473,48846,11132,181933
CED123,2549,7315,5138,47949,421,63374,57,600,294,8046,89,9083,3395,104,146,330,33,4002,1033,206,123,461,15,1835,990,389,273,1081,15,2753,10339,5915,4159,36919,448,57780,5343,224,550,119,18,6258,310,78,40,281,3,708,1444,565,368,3078,52,5499,982,259,130,810,14,2191,412,77,38,171,8,704,7329,172,109,104,9,7731,2539,1262,799,11052,85,15739,2114,883,347,3098,34,6468,613,16,22,8,4,654,1262,341,192,464,4,2261,192,42,15,67,0,321,2667,897,450,3176,22,7219,1312,285,207,176,9,1983,664,339,223,238,17,1481,888,182,124,558,8,1763,332,51,62,145,4,593,1685,299,102,66,8,2162,2447,1245,921,8253,61,12930,449,87,46,116,5,701,454,126,87,75,7,754,770,67,50,165,7,1058,568,50,31,35,0,696,463,30,61,28,4,588,327,108,87,341,5,871,20159,2056,1498,2653,144,26502,1084,90,80,849,11184,13291,62740,14079,9591,89032,12410,187851
CED124,622,4817,3377,58425,1100,68335,20,259,168,9200,190,9837,492,64,58,331,10,958,163,35,16,105,10,328,938,332,183,514,21,1989,8064,4632,3190,53114,961,69966,565,34,144,48,8,803,257,79,44,375,7,760,1161,405,258,4256,86,6153,197,87,22,219,3,530,146,58,10,96,6,312,416,31,18,32,3,505,1486,888,554,14837,186,17954,633,312,105,1492,26,2561,67,3,14,7,0,92,89,39,15,123,0,261,40,10,0,31,0,76,369,121,44,316,7,861,183,102,67,97,0,459,309,201,109,160,7,787,398,80,58,246,8,782,129,24,22,78,3,264,22,19,13,10,0,65,1944,1190,783,13139,183,17239,60,12,3,15,4,98,266,47,36,22,6,370,181,33,24,129,0,361,43,3,4,4,4,53,95,0,10,0,0,113,308,99,80,421,11,915,3055,836,576,1853,74,6393,171,58,49,1372,8199,9849,18160,8661,5849,114119,10559,157347
CED125,4702,6624,4602,38006,415,54353,55,599,270,6443,91,7461,5320,121,278,293,39,6046,1292,239,137,600,10,2281,615,249,132,534,9,1540,9889,4803,3320,29803,469,48279,6603,284,587,165,27,7672,502,69,41,239,0,848,1559,411,308,2455,67,4802,1102,397,208,950,16,2675,393,78,44,159,0,671,10509,210,142,112,26,10994,2087,973,588,8659,74,12380,3215,1306,566,4135,26,9247,258,4,45,6,0,311,2765,820,298,978,13,4875,635,139,74,179,3,1030,1157,487,249,1433,16,3334,1482,260,194,154,22,2114,818,275,186,203,10,1489,948,152,109,419,8,1628,500,72,63,156,5,791,4213,496,272,153,54,5191,2261,1014,715,6618,56,10667,1179,211,93,258,7,1754,888,140,113,75,5,1218,1593,121,84,175,22,2001,458,25,30,19,0,537,1781,84,150,96,18,2134,292,96,46,271,0,710,43333,3152,2126,3104,269,51988,1938,157,125,705,9634,12557,97336,14305,9543,73275,11049,205501
CED126,1559,8049,6480,33667,261,50023,26,86,61,974,8,1152,3864,222,327,385,27,4829,953,170,85,426,10,1645,1615,506,334,762,10,3226,19146,7146,5424,32270,324,64310,1431,55,229,50,12,1771,1021,173,159,482,8,1837,2742,613,456,2482,32,6323,615,221,115,564,7,1521,446,121,47,123,5,737,1262,80,72,65,5,1490,4048,1519,1140,11794,87,18588,4234,967,518,2800,23,8539,520,14,52,14,3,602,276,93,35,215,0,618,110,19,16,47,0,193,272,88,58,249,3,672,451,135,71,38,8,694,980,420,307,219,9,1936,816,139,151,254,0,1361,569,64,76,103,5,814,132,36,22,14,0,201,4179,1520,1242,9665,69,16676,1028,116,61,171,3,1385,1323,219,168,37,3,1754,908,56,69,104,5,1150,96,20,22,19,0,162,374,13,45,12,0,445,740,159,100,467,3,1473,13375,2044,2056,2270,119,19858,473,74,74,414,5002,6034,55011,14375,11379,68793,5828,155387
CED127,991,7061,4954,43977,380,57365,23,258,168,4633,52,5136,1279,135,203,331,12,1961,449,114,59,275,6,908,1283,488,345,998,16,3138,10721,6481,4517,39191,390,61304,823,53,172,108,3,1161,422,105,83,395,4,1006,1735,660,460,3307,44,6210,470,136,90,489,8,1197,452,102,70,182,4,805,934,125,66,61,7,1189,2833,1622,1023,14048,85,19612,1472,639,299,2333,19,4761,161,3,27,7,0,199,349,155,74,248,0,823,202,35,28,93,3,352,1718,584,279,2214,15,4820,293,96,70,107,3,562,468,308,211,218,11,1213,798,192,124,425,8,1539,347,72,44,186,8,655,97,43,9,13,0,165,2802,1638,1110,11173,67,16796,170,53,20,60,3,311,408,94,81,59,6,645,406,62,40,111,0,621,102,45,20,23,0,184,245,7,41,4,0,297,455,164,84,555,5,1269,6098,1708,1246,2402,86,11534,292,67,57,601,5299,6313,30788,13147,9079,86056,6264,145330
CED128,5405,3896,2340,15933,279,27856,50,209,106,1836,15,2219,10130,156,236,242,83,10848,1778,166,128,467,19,2555,322,103,55,209,6,696,6570,2121,1453,12257,264,22658,4558,135,343,80,16,5133,311,34,30,117,6,496,864,203,118,983,19,2185,1205,213,103,663,11,2198,224,42,16,84,0,368,5022,106,64,55,12,5250,1042,459,264,3935,33,5737,4454,961,403,2323,58,8197,404,0,27,6,0,443,10113,2565,958,2197,80,15915,454,49,44,92,5,649,2776,471,261,1414,34,4955,938,202,88,66,12,1308,425,97,108,63,4,696,638,97,45,180,12,975,412,55,23,80,0,578,1595,197,69,57,18,1937,941,396,297,2683,39,4353,1142,96,61,125,8,1441,247,41,41,12,3,353,1365,58,49,99,13,1591,386,11,14,5,0,423,7990,110,198,113,51,8457,114,40,17,119,0,287,54366,2385,1425,1838,349,60368,2721,162,122,376,10155,13528,114479,10191,6028,33552,11400,175649
CED129,2782,5528,4262,27881,167,40620,42,86,44,971,7,1151,25898,322,736,538,151,27640,1030,183,143,418,12,1780,1055,316,140,527,0,2039,9858,4044,2927,23422,190,40436,4866,239,441,127,3,5677,514,67,56,251,6,890,1475,375,255,2022,17,4141,1161,320,165,927,11,2581,370,84,46,141,5,643,17123,278,219,99,31,17757,2456,1004,748,8403,54,12663,3096,1052,488,3076,23,7741,4841,54,128,36,14,5059,2217,614,330,1224,12,4400,139,34,15,70,0,263,1206,409,219,1139,18,2993,362,93,59,61,3,583,528,268,185,124,0,1118,964,136,158,365,9,1631,663,57,84,138,5,950,173,45,27,5,0,244,2182,987,779,6676,32,10669,491,75,73,117,0,743,1521,177,86,43,3,1831,972,70,69,128,8,1247,1953,74,50,53,6,2133,987,62,98,50,3,1196,320,84,61,343,5,811,30904,1916,1647,2181,113,36767,1207,50,41,361,4229,5891,108234,11116,8544,55332,4991,188212
CED130,470,3416,2814,59038,729,66462,29,356,154,14389,240,15165,1157,38,79,426,14,1713,58,31,13,56,4,161,599,230,141,515,14,1493,4841,3317,2461,51643,873,63139,1016,26,113,18,19,1188,192,44,40,277,9,559,837,348,216,5371,64,6830,88,32,23,182,0,326,86,24,12,62,0,188,891,19,10,49,0,969,1061,706,483,15486,168,17904,376,211,81,1256,20,1943,93,3,5,4,0,106,77,23,18,130,0,244,5,6,0,9,0,20,119,58,22,228,6,435,240,85,49,96,5,465,278,160,119,134,9,700,162,52,24,169,5,416,110,16,32,69,0,233,50,29,3,3,0,87,1337,905,650,13614,122,16619,42,15,0,12,0,68,217,38,38,19,0,309,152,21,10,107,7,300,75,8,11,6,0,102,439,0,17,0,4,462,188,83,54,408,0,735,5296,692,605,1759,83,8430,268,31,36,1310,12055,13695,17000,6332,4771,116606,13937,158649
CED131,928,5982,4561,50604,498,62572,21,269,151,6298,68,6813,2667,130,213,446,16,3473,420,113,42,230,3,813,603,386,218,946,11,2158,6793,5452,4037,50704,538,67521,1108,69,360,64,12,1618,301,90,94,468,5,954,1197,589,465,4656,41,6936,778,218,99,766,20,1883,169,64,30,131,0,391,2008,111,82,100,3,2308,1654,1272,921,17032,99,20983,1522,585,223,2380,29,4733,474,8,40,25,3,550,105,61,22,176,0,371,1147,174,75,441,9,1840,103,82,44,326,8,563,290,155,101,116,3,664,363,262,220,193,3,1045,819,238,164,695,9,1921,219,51,67,189,5,528,162,93,27,40,0,331,1947,1542,1127,14772,89,19485,332,52,37,92,3,508,355,88,78,41,0,566,391,42,49,169,3,656,168,26,22,19,0,242,636,33,45,18,3,734,336,231,123,1079,5,1772,9461,1590,1291,2696,93,15137,391,68,57,1027,7241,8790,31105,11422,8495,106674,8474,166162
CED132,1668,6571,5493,24290,138,38166,42,50,40,469,3,608,24460,691,1273,791,142,27349,867,144,94,296,8,1410,1038,321,222,478,8,2071,14147,5464,3951,24157,206,47926,2389,86,250,77,9,2802,1186,167,121,385,5,1867,2110,530,356,2171,21,5181,1251,357,182,948,8,2748,566,133,63,186,5,959,5860,190,148,98,12,6310,4122,1682,1103,11929,74,18903,3172,878,490,2387,18,6933,2469,54,142,56,11,2727,701,196,128,428,4,1448,258,31,24,49,0,362,238,122,71,270,0,704,261,33,45,10,5,344,912,313,227,99,0,1560,1275,185,153,322,7,1940,1065,99,117,128,8,1415,76,14,8,6,0,93,3444,1395,1035,8457,43,14377,429,39,44,78,0,591,1145,191,99,43,3,1483,1053,80,54,80,0,1267,542,72,51,19,3,689,1036,50,95,43,0,1220,532,131,92,446,0,1202,21206,1874,2209,2130,107,27524,756,61,36,285,6245,7381,83998,12587,10408,53297,6915,167209
CED133,719,4982,3603,58261,841,68409,20,309,189,9600,163,10287,678,68,91,333,12,1186,91,39,14,96,7,253,922,319,217,617,11,2086,7786,4731,3411,53942,959,70831,698,21,229,64,10,1028,377,65,55,427,6,936,1295,503,369,5348,66,7584,175,82,29,282,6,578,149,52,21,86,0,308,1037,120,117,133,22,1428,1650,1071,778,18053,205,21761,950,502,152,2730,28,4363,93,3,21,12,0,133,48,38,9,129,0,223,23,4,0,7,0,32,171,77,41,249,3,544,261,140,84,144,4,632,417,233,192,165,7,1007,292,92,61,210,6,662,127,29,27,100,5,293,51,34,19,3,4,109,1989,1323,892,14993,173,19373,40,7,0,23,6,74,311,56,37,66,0,469,219,26,27,173,4,445,38,15,14,18,0,91,120,4,18,11,0,155,286,107,74,464,7,942,4704,1060,935,2327,112,9136,233,69,56,1356,11798,13506,20347,9307,6762,118513,13856,168784
CED134,440,2698,2109,57684,687,63622,23,442,179,22211,391,23254,643,34,51,336,8,1071,105,21,8,76,0,213,402,170,123,444,3,1144,2849,2404,1814,47037,772,54882,947,25,187,72,17,1241,96,31,29,303,0,464,574,245,184,4161,54,5215,133,48,30,229,3,445,56,27,14,45,0,140,1045,32,23,56,3,1160,674,549,405,13695,145,15476,329,219,61,1290,8,1905,107,0,4,0,0,112,81,36,10,133,0,256,23,7,0,11,0,39,125,89,34,335,5,584,209,62,57,86,8,425,183,117,108,110,7,523,147,37,40,185,0,416,50,12,26,58,0,145,53,9,3,6,0,67,728,609,444,11203,100,13079,89,15,0,9,4,116,218,27,40,23,0,314,74,13,3,103,8,200,115,5,10,11,0,139,99,5,17,0,0,121,110,60,37,333,0,530,4042,497,422,1578,61,6590,200,46,41,1236,17159,18679,12517,4993,3737,114745,18979,154967
CED135,4364,3224,2536,13367,258,23748,85,155,66,1214,32,1557,28904,221,512,309,175,30123,744,78,64,181,9,1076,376,116,84,159,0,742,7966,2131,1512,11776,262,23649,5287,98,352,79,16,5829,312,41,37,117,0,503,736,169,137,985,16,2042,1089,164,83,493,8,1835,231,57,19,70,0,388,30944,92,75,52,42,31215,1136,565,400,4693,31,6826,1758,511,274,1342,27,3918,5473,43,89,19,12,5637,9229,1755,962,2136,71,14161,127,22,17,26,0,194,607,137,80,370,7,1204,636,103,59,21,10,840,397,116,102,72,3,689,637,52,59,150,8,907,518,31,35,75,5,665,580,107,14,15,7,719,1037,491,328,3237,40,5128,517,38,25,56,6,641,264,53,37,12,4,370,904,42,48,55,8,1055,1326,22,30,16,6,1399,1991,57,87,44,9,2189,124,40,25,199,0,388,52388,1784,1260,1372,318,57121,2645,124,56,294,12273,15394,147184,7907,5746,28975,13465,203278
