CED_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
CED111,0,56,..,888,65,944,3,955,..,1096,266,1355,10,1368,..,133,14,145,0,145,..,13,8,18,0,18,..,108,25,131,3,130,..,1180,431,1613,4,1623,..,201,17,216,3,218,..,108,25,133,0,132,..,120,28,141,3,148,..,269,101,369,0,370,..,95,10,108,0,110,..,30,0,30,0,30,..,524,129,655,4,659,..,129,5,138,0,138,..,107,12,118,0,118,..,234,17,248,4,255,..,47,0,56,0,56,..,526,28,557,4,558,..,608,90,704,4,709,..,62,3,66,0,68,..,283,63,339,0,339,..,284,86,373,0,373,..,363,125,496,4,498,..,1344,273,1624,25,1645,..,11445,2411,13854,96,13953,..,290,65,359,3397,3757,64399,11736,2477,14216,3496,82109,127483,..,..,..,..,127483,..,118,0,121,0,121,..,1696,332,2030,10,2039,..,47,0,47,0,46,..,353,111,459,5,466,..,1670,397,2066,20,2086
CED112,0,33,..,496,49,542,7,550,..,187,13,206,3,207,..,87,7,95,0,95,..,14,7,22,0,22,..,141,67,207,0,207,..,8,0,5,0,5,..,253,29,282,4,290,..,38,6,41,0,41,..,71,12,83,0,90,..,104,6,111,0,114,..,119,17,137,5,138,..,30,5,32,0,37,..,59,9,68,0,68,..,177,4,185,4,188,..,83,11,89,0,89,..,289,10,301,0,307,..,61,3,62,5,68,..,610,26,643,6,648,..,391,34,427,0,425,..,30,4,34,0,34,..,176,44,220,5,222,..,28,3,31,0,31,..,101,26,130,0,130,..,889,88,970,23,994,..,4971,708,5687,70,5754,..,261,21,282,4297,4582,73641,5238,732,5967,4371,83974,143308,..,..,..,..,143308,..,215,0,219,4,216,..,285,19,308,5,305,..,114,3,123,0,123,..,280,94,377,4,380,..,449,227,678,0,685
CED113,0,33,..,1124,88,1215,15,1228,..,357,39,394,0,397,..,49,0,56,0,52,..,15,0,14,0,14,..,58,12,66,0,66,..,363,67,432,0,432,..,113,10,121,4,126,..,29,0,30,0,30,..,88,5,92,3,98,..,74,10,87,0,87,..,84,6,88,0,93,..,30,0,29,0,29,..,153,12,167,4,172,..,164,5,167,0,167,..,63,4,63,0,63,..,229,9,241,5,245,..,51,4,52,0,55,..,505,17,528,6,533,..,206,19,226,3,230,..,58,0,58,0,58,..,177,37,214,0,215,..,26,0,31,0,31,..,75,25,101,0,101,..,893,84,977,25,999,..,5836,601,6434,84,6514,..,228,21,251,4521,4774,69433,6065,622,6685,4605,80724,138683,..,..,..,..,138683,..,244,0,248,0,249,..,247,26,275,4,278,..,174,4,178,9,182,..,179,44,225,0,225,..,413,127,540,10,554
CED114,0,31,..,1670,575,2244,20,2262,..,849,178,1027,9,1039,..,42,5,47,0,47,..,8,0,8,0,8,..,40,12,55,3,61,..,10,0,8,0,8,..,110,21,127,0,133,..,18,3,17,0,17,..,26,0,25,0,29,..,24,4,27,0,27,..,27,5,33,0,33,..,180,19,194,6,202,..,17,0,17,0,17,..,215,13,230,4,232,..,50,0,51,0,51,..,281,14,300,0,300,..,159,37,193,4,194,..,707,67,771,7,786,..,154,11,169,0,169,..,60,4,63,0,65,..,135,27,159,0,159,..,24,24,55,0,55,..,69,18,86,0,86,..,979,181,1160,22,1188,..,5977,1395,7373,86,7463,..,250,41,288,6201,6488,73391,6225,1436,7663,6288,87339,144778,..,..,..,..,144778,..,224,8,237,3,235,..,177,11,185,6,192,..,173,4,173,0,172,..,132,61,185,6,192,..,404,334,740,3,748
CED115,3,213,..,2330,249,2576,26,2608,..,1210,353,1561,7,1569,..,44,3,48,0,48,..,1483,1261,2747,19,2768,..,70,25,98,0,98,..,440,128,570,0,568,..,126,10,137,0,138,..,145,65,210,4,213,..,235,44,280,3,279,..,67,17,85,0,85,..,129,51,180,0,180,..,691,66,757,15,776,..,1591,594,2187,8,2196,..,341,11,359,6,363,..,190,37,231,3,229,..,628,28,655,5,662,..,111,11,127,0,128,..,1277,93,1369,9,1381,..,1449,403,1853,10,1861,..,149,19,168,0,170,..,407,224,630,5,631,..,308,101,404,4,412,..,10228,8521,18750,117,18873,..,6912,2661,9575,95,9661,..,39883,20578,60458,440,60899,..,676,377,1056,5432,6488,20451,40564,20954,61514,5874,87839,43208,..,..,..,..,43208,..,12,0,15,0,15,..,11318,4334,15652,142,15793,..,34,0,34,0,34,..,3739,2691,6428,48,6473,..,2212,1870,4084,27,4115
CED116,0,13,..,344,21,363,3,366,..,225,17,239,0,243,..,69,5,77,0,77,..,12,0,14,3,15,..,25,10,35,0,35,..,49,10,55,0,57,..,63,10,76,0,76,..,18,4,23,0,23,..,57,3,66,0,66,..,60,0,58,4,66,..,56,5,60,0,63,..,13,0,13,0,13,..,35,3,38,0,38,..,104,0,106,0,109,..,42,0,46,0,46,..,184,7,186,0,187,..,40,3,46,0,46,..,375,14,383,5,387,..,223,20,242,0,251,..,24,0,29,0,29,..,133,35,165,0,165,..,14,0,15,0,15,..,84,26,112,0,106,..,716,71,789,15,802,..,3640,418,4056,53,4108,..,227,14,241,4684,4926,74024,3864,433,4300,4738,83053,145381,..,..,..,..,145381,..,93,3,92,0,95,..,161,20,181,0,181,..,178,7,179,6,182,..,164,79,238,4,239,..,241,79,318,3,322
CED117,0,83,..,1269,64,1336,13,1347,..,1463,354,1816,13,1828,..,338,23,361,3,362,..,22,11,35,0,35,..,271,119,385,4,392,..,105,31,133,6,135,..,45,0,49,0,48,..,92,12,107,0,107,..,172,10,184,0,187,..,636,242,876,5,884,..,214,25,230,5,234,..,21,0,21,0,21,..,172,33,204,0,204,..,240,6,243,3,246,..,251,28,282,0,281,..,332,6,341,0,344,..,94,6,99,0,99,..,918,44,967,7,975,..,1072,122,1196,17,1212,..,111,7,122,3,124,..,418,167,582,8,589,..,180,42,223,0,223,..,909,476,1383,8,1391,..,1351,105,1452,50,1498,..,15523,3539,19062,181,19237,..,270,61,332,2888,3230,54744,15799,3598,19397,3070,77216,108065,..,..,..,..,108065,..,80,0,78,4,82,..,1278,253,1527,7,1540,..,81,3,87,0,87,..,1688,486,2176,18,2188,..,3103,961,4061,32,4094
CED118,12,1025,..,17772,1522,19295,150,19445,..,445,51,493,4,495,..,69,8,77,0,77,..,23,6,37,0,39,..,612,341,952,0,957,..,35,5,40,0,40,..,1033,53,1087,13,1103,..,764,165,927,3,928,..,198,23,221,5,222,..,118,19,137,0,138,..,202,22,222,0,222,..,237,21,261,0,261,..,203,47,251,0,251,..,1250,25,1283,7,1283,..,502,57,561,6,563,..,2142,89,2227,12,2238,..,193,12,206,0,206,..,4090,182,4273,23,4298,..,744,106,853,3,858,..,3254,362,3613,36,3648,..,267,53,311,9,318,..,451,141,593,9,601,..,272,69,341,0,341,..,5148,786,5935,136,6080,..,42069,5693,47763,446,48206,..,553,137,688,3790,4474,47472,42616,5832,48446,4240,100159,95650,..,..,..,..,95650,..,365,6,373,0,373,..,3898,499,4397,33,4431,..,46,0,46,0,46,..,1937,724,2662,12,2674,..,3515,1561,5073,52,5124
CED119,0,128,..,1270,84,1350,11,1363,..,449,39,489,0,488,..,163,10,170,5,173,..,32,12,50,0,50,..,110,25,134,0,134,..,467,51,516,5,523,..,191,8,201,0,199,..,57,5,60,0,60,..,184,9,197,3,202,..,260,28,291,0,290,..,345,57,407,5,407,..,79,4,84,0,84,..,127,22,142,0,142,..,186,3,187,0,187,..,229,33,266,0,261,..,321,7,330,0,330,..,55,3,59,0,59,..,790,57,844,0,847,..,630,58,691,10,699,..,179,8,186,0,191,..,207,19,222,0,222,..,81,16,99,0,99,..,489,168,650,6,661,..,1109,125,1235,21,1256,..,12129,1671,13802,99,13904,..,225,30,252,2255,2514,59827,12357,1699,14054,2362,76248,119048,..,..,..,..,119048,..,187,3,185,0,185,..,3102,319,3429,26,3448,..,33,0,32,0,35,..,1089,281,1370,10,1384,..,1746,564,2306,15,2321
CED120,0,34,..,757,64,825,8,828,..,469,35,506,3,510,..,40,0,40,0,40,..,52,16,67,0,69,..,38,23,61,0,61,..,70,8,74,0,74,..,99,12,109,0,110,..,46,3,45,0,49,..,107,8,114,0,110,..,90,11,106,0,106,..,78,9,83,0,83,..,71,3,76,0,77,..,141,10,153,0,154,..,88,9,92,0,92,..,53,4,56,0,56,..,180,4,181,0,183,..,58,5,56,0,55,..,370,19,386,0,387,..,520,57,579,4,577,..,19,0,22,0,22,..,144,31,176,0,171,..,79,7,85,0,86,..,128,37,165,0,164,..,1109,133,1246,19,1256,..,6137,718,6857,62,6920,..,245,32,276,3829,4104,75645,6382,752,7136,3884,86665,150163,..,..,..,..,150163,..,155,3,157,0,157,..,1053,106,1161,7,1166,..,63,0,68,0,68,..,230,72,306,7,311,..,480,178,657,9,659
CED121,0,27,..,463,35,500,5,508,..,99,7,102,0,107,..,46,5,50,0,50,..,23,9,29,0,29,..,59,10,70,0,70,..,35,3,38,0,38,..,102,8,113,0,111,..,26,6,29,0,29,..,68,3,73,0,73,..,36,0,39,5,39,..,45,4,54,0,54,..,66,5,70,0,71,..,24,6,23,0,29,..,163,5,169,0,165,..,35,0,37,0,37,..,215,5,219,0,219,..,60,5,60,0,60,..,469,18,485,0,485,..,161,22,187,0,187,..,45,8,55,0,50,..,185,52,236,0,239,..,8,0,13,0,14,..,86,43,127,3,128,..,639,88,724,23,750,..,3514,442,3948,53,4007,..,245,17,265,3764,4029,79346,3755,462,4217,3819,87384,156851,..,..,..,..,156851,..,342,8,350,0,355,..,166,19,188,4,190,..,139,0,139,0,144,..,148,52,206,0,206,..,324,103,425,6,429
CED122,0,95,..,1728,131,1859,12,1874,..,859,100,957,11,972,..,387,37,428,0,428,..,40,17,52,0,52,..,300,69,368,4,372,..,65,10,75,0,75,..,103,3,107,0,107,..,233,25,257,0,257,..,352,35,392,4,391,..,1476,151,1625,5,1634,..,1048,237,1280,5,1284,..,34,5,38,0,41,..,299,47,344,0,348,..,385,9,391,3,396,..,2094,268,2367,17,2384,..,613,22,637,4,644,..,358,21,375,7,384,..,3445,324,3768,37,3807,..,1955,255,2209,13,2221,..,168,12,180,0,175,..,584,131,713,7,721,..,364,110,477,3,477,..,568,82,652,0,649,..,2559,382,2941,70,3011,..,28265,4354,32618,264,32884,..,471,106,582,4454,5032,54491,28740,4455,33197,4721,92410,108550,..,..,..,..,108550,..,115,0,119,0,119,..,1464,171,1632,15,1647,..,97,5,106,0,101,..,3866,900,4760,30,4797,..,7672,1495,9165,58,9225
CED123,0,149,..,4240,464,4709,36,4747,..,370,56,428,4,430,..,71,8,75,0,78,..,45,16,67,3,64,..,193,115,304,0,304,..,47,11,63,0,59,..,457,26,483,0,486,..,185,62,246,0,248,..,154,24,180,0,178,..,80,12,92,6,98,..,125,16,140,0,140,..,525,37,570,6,567,..,159,11,178,0,176,..,619,26,647,9,653,..,168,23,189,4,196,..,1150,31,1180,0,1181,..,160,4,167,0,167,..,2102,83,2184,14,2201,..,469,62,536,6,543,..,351,34,386,6,393,..,250,82,332,3,340,..,172,51,217,7,224,..,198,55,256,0,259,..,2727,362,3085,52,3144,..,16077,2270,18346,183,18536,..,407,66,472,5590,6063,70616,16483,2336,18821,5775,95216,140101,..,..,..,..,140101,..,100,3,104,3,107,..,2441,306,2746,15,2759,..,125,7,132,0,133,..,465,174,636,4,639,..,1102,450,1549,30,1582
CED124,0,8,..,190,7,195,3,199,..,75,9,81,0,86,..,27,3,28,0,29,..,12,0,13,0,13,..,23,11,31,0,31,..,5,0,5,0,5,..,72,4,77,0,77,..,18,4,19,0,18,..,46,0,48,0,48,..,30,0,33,0,37,..,25,5,27,0,27,..,0,0,0,0,0,..,11,0,15,0,15,..,98,4,100,0,104,..,30,0,30,0,30,..,97,0,97,3,102,..,33,0,33,0,33,..,254,4,258,0,261,..,100,8,115,4,115,..,13,0,13,0,13,..,112,23,130,0,134,..,13,0,13,0,13,..,47,20,67,0,67,..,453,62,516,10,529,..,2148,232,2377,35,2412,..,205,16,221,4477,4698,73354,2350,253,2595,4512,80459,143609,..,..,..,..,143609,..,115,4,121,0,121,..,152,3,157,0,158,..,160,5,166,7,176,..,89,36,129,0,129,..,125,51,182,6,182
CED125,5,442,..,9257,928,10189,113,10297,..,635,78,715,4,718,..,60,8,69,0,71,..,244,125,362,0,367,..,97,24,122,0,121,..,274,30,299,6,301,..,594,41,634,9,641,..,153,31,189,0,188,..,246,25,277,5,277,..,175,27,205,0,206,..,194,37,230,0,231,..,1469,122,1583,17,1606,..,468,67,535,3,543,..,761,15,776,6,780,..,372,56,434,5,443,..,1529,60,1585,6,1594,..,207,15,219,0,220,..,2864,155,3016,22,3036,..,1591,232,1822,9,1840,..,389,20,408,0,410,..,386,124,510,4,512,..,162,28,190,0,195,..,674,242,922,8,927,..,3975,722,4703,75,4779,..,29919,4389,34309,328,34638,..,763,129,890,4952,5842,63737,30681,4519,35198,5284,104213,126911,..,..,..,..,126911,..,249,9,259,0,255,..,7102,1068,8174,53,8220,..,92,7,96,0,98,..,805,410,1214,9,1220,..,1274,641,1918,19,1939
CED126,3,6,..,696,46,745,3,747,..,824,107,925,3,930,..,304,36,343,0,344,..,24,4,24,0,29,..,180,66,245,4,249,..,31,4,33,0,33,..,23,3,24,0,24,..,209,20,226,0,227,..,167,11,176,0,182,..,935,54,991,17,1006,..,189,22,213,0,218,..,14,0,18,0,18,..,434,52,490,0,487,..,197,8,202,0,205,..,117,13,136,3,138,..,301,11,305,3,310,..,51,0,59,0,59,..,671,27,700,4,702,..,709,49,757,12,773,..,27,0,32,0,32,..,246,38,286,0,286,..,49,8,56,0,56,..,151,30,181,0,185,..,1855,221,2080,24,2101,..,10799,1304,12100,103,12203,..,277,29,306,2567,2875,64338,11077,1335,12411,2671,79420,126909,..,..,..,..,126909,..,320,6,326,0,323,..,287,25,310,0,311,..,25,0,30,0,30,..,730,213,942,3,942,..,1426,464,1888,13,1905
CED127,0,18,..,470,23,489,3,494,..,228,23,251,4,254,..,115,12,128,0,129,..,24,13,40,0,40,..,55,20,77,0,77,..,75,8,84,0,88,..,14,0,20,0,20,..,37,3,40,0,40,..,130,5,139,0,142,..,63,3,67,0,67,..,113,14,120,0,120,..,17,0,20,0,20,..,47,0,46,0,46,..,108,4,112,0,111,..,57,0,60,0,60,..,153,6,159,0,159,..,47,0,49,0,50,..,367,12,376,0,380,..,356,35,386,9,394,..,23,0,23,0,23,..,149,22,176,0,178,..,25,0,29,0,29,..,104,24,130,4,134,..,1031,111,1140,21,1163,..,4713,503,5219,53,5271,..,225,13,236,2626,2866,65872,4941,516,5455,2681,74011,129796,..,..,..,..,129796,..,111,0,111,0,111,..,384,28,418,0,420,..,143,0,141,3,145,..,251,117,365,0,370,..,375,89,466,9,479
CED128,0,135,..,2988,278,3263,20,3285,..,1080,246,1326,7,1335,..,31,0,31,0,31,..,455,366,821,3,824,..,123,72,200,0,203,..,152,43,194,7,202,..,101,11,112,0,112,..,443,181,629,6,629,..,149,25,170,0,170,..,85,21,106,6,105,..,100,17,119,0,119,..,504,28,530,3,530,..,429,115,541,3,546,..,489,16,506,5,507,..,205,22,222,4,227,..,1087,35,1123,8,1130,..,135,17,153,0,153,..,1912,97,2002,14,2019,..,1207,327,1533,3,1538,..,417,37,455,0,457,..,205,78,279,0,279,..,931,247,1181,15,1188,..,2819,1926,4740,16,4757,..,7911,3800,11708,122,11834,..,35203,12552,47753,338,48088,..,791,441,1232,4990,6221,33913,35997,12986,48987,5322,88217,68913,..,..,..,..,68913,..,32,0,32,0,32,..,19540,5459,25000,158,25157,..,19,4,19,0,22,..,1820,1065,2884,17,2899,..,1955,1547,3498,35,3536
CED129,5,521,..,8260,466,8728,54,8779,..,581,49,627,9,634,..,187,17,202,0,202,..,46,9,52,0,52,..,1676,664,2337,8,2351,..,47,3,46,0,45,..,383,9,386,7,399,..,1655,259,1914,23,1933,..,247,17,263,4,264,..,182,21,201,4,199,..,270,34,306,0,308,..,25,0,29,0,29,..,175,12,190,0,190,..,584,8,594,5,597,..,546,52,594,3,596,..,945,19,967,4,971,..,115,4,123,0,126,..,2185,90,2278,14,2289,..,864,68,942,3,938,..,1387,71,1459,13,1470,..,221,47,268,0,268,..,248,47,295,3,296,..,333,64,404,4,406,..,2656,266,2922,75,3002,..,33869,5311,39178,344,39523,..,434,67,500,2090,2592,53727,34299,5379,39678,2432,95838,107097,..,..,..,..,107097,..,777,9,783,3,792,..,3880,235,4119,17,4139,..,14,0,14,0,14,..,4973,1144,6115,49,6165,..,11582,3799,15379,158,15542
CED130,0,15,..,722,46,769,13,780,..,63,3,73,3,76,..,67,5,67,0,69,..,8,0,10,0,10,..,33,6,45,0,38,..,5,0,5,0,5,..,118,14,128,0,129,..,32,0,38,0,38,..,15,0,18,0,18,..,52,11,61,0,61,..,29,0,30,0,30,..,5,0,5,0,5,..,3,0,3,0,3,..,155,9,165,0,165,..,30,0,30,0,30,..,262,5,260,0,260,..,44,0,44,3,47,..,491,15,502,4,507,..,95,3,104,0,104,..,29,0,27,0,27,..,72,15,80,0,83,..,8,0,8,0,8,..,166,90,253,0,254,..,902,219,1122,17,1141,..,3704,653,4358,51,4415,..,269,39,309,6350,6660,69820,3974,692,4669,6403,80894,136639,..,..,..,..,136639,..,108,7,116,0,116,..,224,33,251,0,256,..,370,6,373,8,380,..,156,60,216,3,219,..,468,346,813,12,824
CED131,0,37,..,938,74,1014,9,1021,..,322,62,380,0,386,..,105,14,121,0,119,..,29,7,36,0,36,..,158,47,207,0,206,..,425,105,534,7,543,..,251,16,264,0,268,..,120,16,128,0,128,..,143,13,155,0,155,..,133,4,140,0,140,..,66,14,73,0,79,..,42,0,44,0,44,..,86,37,116,0,122,..,193,9,203,0,206,..,102,9,111,4,117,..,248,4,246,5,250,..,104,5,106,3,108,..,642,26,670,6,673,..,307,27,329,6,336,..,119,3,129,0,129,..,165,32,202,0,202,..,30,6,34,0,34,..,261,91,351,0,352,..,1244,220,1466,30,1498,..,7670,1216,8883,96,8982,..,257,39,303,3570,3870,71635,7930,1259,9188,3667,84482,140700,..,..,..,..,140700,..,149,3,145,0,145,..,723,163,891,0,889,..,129,3,137,0,133,..,484,101,586,5,589,..,1162,425,1588,17,1602
CED132,0,205,..,2100,88,2184,13,2201,..,625,75,698,9,707,..,1294,241,1536,8,1549,..,23,5,27,0,27,..,916,264,1178,11,1189,..,92,12,98,0,98,..,121,0,117,0,119,..,604,52,650,8,666,..,279,9,289,0,287,..,504,37,539,10,553,..,431,40,474,5,482,..,8,0,8,0,8,..,164,8,170,0,170,..,351,3,351,0,359,..,391,38,434,3,436,..,454,14,470,7,472,..,109,5,110,0,116,..,1305,63,1367,9,1374,..,1034,77,1116,12,1131,..,234,7,244,0,244,..,535,110,645,0,645,..,118,9,126,0,126,..,354,44,402,6,407,..,1787,207,1997,56,2059,..,23733,3716,27453,250,27701,..,305,33,345,3321,3666,55463,24043,3755,27797,3571,86835,110241,..,..,..,..,110241,..,288,3,291,0,293,..,770,51,821,7,828,..,17,0,17,0,17,..,6313,1124,7436,46,7478,..,9342,2495,11838,95,11930
CED133,0,11,..,811,157,965,5,973,..,172,17,189,0,188,..,104,11,113,0,113,..,15,0,15,0,15,..,34,14,39,0,43,..,4,0,4,0,4,..,28,0,28,0,28,..,8,0,12,0,12,..,27,6,27,0,27,..,61,6,67,0,67,..,24,3,26,0,26,..,8,0,8,5,11,..,10,0,9,0,9,..,111,0,115,0,114,..,41,0,48,3,46,..,159,8,171,0,171,..,65,11,81,0,81,..,387,23,415,5,414,..,167,10,177,3,178,..,9,0,6,0,6,..,133,25,163,6,164,..,8,0,8,0,8,..,53,16,70,3,73,..,791,89,880,12,889,..,3644,507,4149,51,4206,..,212,23,242,5689,5930,75242,3861,529,4387,5747,85376,148134,..,..,..,..,148134,..,142,4,146,0,146,..,86,9,101,0,98,..,441,11,451,3,458,..,109,53,158,3,160,..,274,131,408,3,412
CED134,0,16,..,977,77,1058,15,1068,..,65,7,71,0,71,..,19,5,23,0,23,..,14,3,16,0,16,..,37,12,49,0,49,..,11,0,11,0,11,..,167,14,186,8,192,..,15,0,15,0,15,..,14,0,14,0,14,..,13,3,13,0,13,..,10,3,20,0,20,..,6,0,13,0,13,..,22,15,33,0,29,..,186,9,191,6,192,..,32,3,34,0,34,..,205,8,214,6,216,..,45,4,40,0,40,..,466,19,478,6,487,..,49,7,58,0,58,..,46,4,52,0,53,..,69,19,87,0,86,..,3,0,3,0,3,..,55,16,69,0,72,..,654,50,702,17,721,..,3268,339,3611,56,3668,..,212,23,234,8769,9002,65547,3484,355,3847,8827,78220,129567,..,..,..,..,129567,..,184,8,191,0,191,..,153,16,162,0,163,..,402,13,421,5,416,..,145,50,200,0,205,..,253,90,343,0,343
