CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED134,10,12,30,48,77,156,234,206,146,920,16,8,18,49,194,480,607,398,156,1929,275,1172,1540,1253,1249,1264,688,306,187,7941,4,0,7,23,83,139,178,187,88,717,434,362,662,677,907,1067,800,493,314,5709,11051,4819,6182,4902,4404,4115,2476,1123,336,39408,2441,1263,1416,1307,1298,1303,974,730,420,11161,15256,8172,10566,8984,9238,10281,8120,5280,2320,78220,37,99,290,639,1642,3721,4689,3430,1446,15991,2818,1752,2122,1862,1798,2173,1870,947,297,15638,33,37,92,201,442,990,1453,1083,338,4664,0,0,8,3,14,70,191,475,502,1265,51,107,265,490,1171,2181,2558,1681,448,8959,49,58,101,191,562,1499,2241,1872,907,7483,23,31,56,88,160,328,494,416,248,1849,38,31,54,95,324,890,1232,820,313,3792,662,1806,2305,2040,2118,2159,1274,547,264,13174,11,6,18,49,168,314,448,443,187,1653,1109,690,1041,1146,1602,2030,1559,880,477,10531,22057,10322,12640,9872,9096,8327,5000,2195,586,80099
CED135,11,6,34,47,72,101,103,116,85,586,9,6,19,30,94,194,281,228,89,958,138,897,1216,960,988,859,498,274,168,5984,0,5,12,9,44,80,123,157,73,495,394,472,818,980,1037,1236,1078,676,337,7026,16033,8427,15776,12429,6865,4890,2572,905,241,68134,1535,939,1610,1375,819,722,482,305,183,7970,18702,11154,20127,16769,10946,9578,6847,3800,1594,99517,12,63,262,528,1141,2102,2561,2045,926,9646,1628,1474,1709,1556,1217,1091,846,502,167,10198,23,41,97,209,389,717,920,690,253,3341,0,3,4,5,19,58,123,364,388,965,40,82,369,1061,1426,2332,2467,1437,444,9667,44,56,89,215,437,1080,1582,1321,659,5479,37,19,74,122,153,249,267,271,174,1371,25,11,38,66,163,379,561,442,201,1880,310,1347,2010,1673,1711,1488,857,438,238,10067,4,8,15,45,98,201,300,318,156,1141,1015,868,1405,1882,1914,2311,1937,1077,532,12940,32376,18557,32886,27057,13797,9706,4959,1790,459,141579
CED136,7,22,38,65,110,153,269,309,164,1137,39,24,41,69,231,500,756,552,172,2382,628,2209,2714,2249,2143,1886,1212,553,233,13833,13,12,20,38,96,159,253,259,140,978,741,700,1122,1170,1284,1619,1348,688,339,9018,12728,5668,6408,5728,5273,4495,3094,1274,292,44951,1443,748,781,756,724,703,671,466,293,6594,16712,9809,11589,10778,10834,11206,10493,5994,2242,89647,37,125,505,1065,2250,4662,6578,4408,1499,21132,3330,2177,2730,2527,2277,2144,2158,1075,318,18733,42,35,118,230,577,1218,2007,1435,428,6095,0,0,6,19,17,92,230,531,458,1357,76,144,345,606,1355,2360,3208,2072,500,10675,71,75,131,227,626,1610,2875,2402,999,9017,42,40,70,108,205,326,587,602,262,2234,63,41,63,141,393,892,1481,1092,322,4488,1357,3445,4205,3651,3506,3169,2149,937,310,22722,15,20,28,62,165,337,587,595,240,2043,1967,1270,1731,1906,2191,2808,2492,1242,488,16097,25273,12620,13478,11993,10850,8820,5948,2481,501,91962
CED137,0,8,35,46,51,81,96,113,98,521,6,4,16,26,52,138,197,199,103,738,89,937,1343,862,782,681,481,320,235,5725,4,4,10,17,31,55,110,138,117,488,334,455,972,882,941,1251,1074,767,501,7180,12654,9695,17549,11706,8359,6261,3445,1258,364,71295,851,781,1466,977,707,673,469,338,366,6630,14410,12261,22044,15313,12039,10831,7913,4531,2428,101763,23,63,224,392,942,1889,2699,2277,1319,9834,1184,1285,2010,1676,1178,1010,825,480,213,9853,30,30,119,241,455,891,1119,846,357,4079,0,5,0,5,15,18,103,398,629,1173,37,74,243,534,865,1643,2026,1472,611,7503,35,47,80,162,349,870,1498,1440,966,5447,15,22,61,98,118,171,272,251,204,1223,18,18,30,60,95,255,404,385,214,1477,217,1403,2145,1506,1336,1162,771,486,328,9347,6,9,16,34,74,162,280,312,229,1126,865,800,1592,1600,1685,2167,1893,1280,750,12638,25179,20254,36025,24013,15952,11892,6419,2413,681,142821
CED138,4,10,27,46,69,108,233,269,243,1005,12,8,15,40,131,442,743,617,278,2283,341,1124,1121,1361,1473,1606,1154,506,350,9039,0,3,18,17,45,109,221,308,237,961,408,362,542,857,1057,1545,1456,854,629,7707,10582,4979,5960,6632,6597,6277,4469,1743,532,47770,1411,810,929,1082,1064,1097,920,637,447,8395,13272,7646,9000,10680,11362,12748,11840,6900,3549,86993,23,56,208,638,1460,3673,5629,4086,1996,17765,1567,1127,1261,1728,1766,1840,1974,1142,409,12818,22,39,61,209,535,1207,2108,1505,653,6337,5,0,4,3,26,67,234,651,802,1778,56,81,114,217,569,1110,1986,1582,577,6290,36,35,53,136,368,1160,2549,2546,1448,8333,17,21,37,76,127,211,475,529,396,1887,34,14,33,79,253,833,1475,1187,522,4429,742,1778,1782,2236,2523,2761,2029,916,510,15287,10,11,27,36,103,286,539,673,401,2078,1009,700,845,1351,1777,2638,2698,1526,984,13523,21360,10478,11495,12944,12691,11784,8641,3288,924,93602
CED139,14,18,28,39,94,154,247,242,162,1011,15,17,30,67,208,487,684,506,204,2223,381,1644,1738,1518,1488,1373,869,400,268,9679,0,8,16,33,60,136,196,211,170,829,542,535,745,807,982,1123,1016,579,390,6715,11879,5984,5794,5238,4896,4414,2999,1390,415,43008,1543,949,824,797,840,878,712,546,285,7366,15318,9713,9687,9133,9516,10358,9295,5771,2773,81571,33,124,347,743,1829,4032,5474,3887,1783,18241,2643,2145,2183,2076,1980,2369,2243,1235,416,17294,43,45,72,203,465,1083,1816,1337,528,5581,0,0,0,8,11,59,218,529,666,1501,65,144,245,442,1009,1923,2751,1737,543,8855,57,63,93,157,419,1252,2290,2027,1020,7380,36,42,58,89,173,301,540,473,263,1971,36,39,57,126,337,847,1388,1054,366,4257,875,2489,2653,2394,2479,2425,1635,709,375,16031,9,11,29,64,116,304,526,494,299,1845,1381,932,1184,1331,1707,2091,1909,1070,584,12190,23675,12729,12135,10628,9963,8843,5851,2618,754,87186
CED140,6,12,24,32,63,104,197,256,178,877,3,14,22,38,129,416,645,542,232,2051,327,1358,1489,1472,1533,1418,942,473,324,9335,0,0,13,24,56,130,196,260,194,880,414,503,645,872,1066,1420,1346,802,558,7626,10175,5142,4762,5886,5752,4988,3456,1490,466,42101,976,563,562,655,661,720,670,492,319,5609,12529,7943,7848,9598,10200,10855,10015,6305,3093,78375,25,74,242,612,1518,3300,4863,3998,1789,16424,1823,1485,1627,1842,1868,1866,1682,1110,353,13660,18,39,61,203,493,1153,1836,1531,566,5903,3,4,5,4,12,60,227,614,882,1813,49,111,145,340,778,1614,2302,1766,569,7676,39,42,43,120,409,1170,2258,2299,1171,7542,29,22,37,72,127,230,434,536,304,1793,18,21,43,75,231,712,1138,1048,404,3696,667,2149,2353,2375,2525,2356,1583,813,447,15263,11,4,22,44,115,295,497,577,339,1911,1095,943,1012,1387,1802,2474,2311,1391,777,13191,20665,11032,10020,11794,11690,9700,6419,2800,788,84904
CED141,12,8,22,50,82,134,236,307,195,1043,17,15,11,59,148,419,682,591,193,2134,410,1693,1747,1741,1709,1552,1095,535,312,10793,7,9,8,26,72,123,221,256,176,889,492,568,733,901,1095,1417,1305,806,519,7839,10256,4874,4938,5374,5235,4467,2944,1294,347,39727,1066,569,587,569,601,636,605,440,239,5306,13120,7998,8448,9352,9862,10362,9706,6275,2632,77775,23,70,279,675,1794,3742,5663,4559,1909,18715,2500,1735,1880,2022,1904,1896,1875,1147,363,15322,31,25,84,207,523,1086,1816,1544,507,5816,0,0,0,3,10,61,200,616,624,1520,51,113,167,396,887,1703,2688,2049,619,8685,55,44,68,143,505,1321,2467,2523,1203,8329,30,24,45,83,144,268,497,591,343,2022,42,34,28,88,289,735,1258,1137,408,4014,882,2650,2752,2807,2844,2664,1868,930,392,17783,8,8,22,50,137,291,504,581,297,1899,1268,1033,1166,1431,1862,2460,2306,1402,750,13669,20743,10901,10413,10956,10723,8768,5536,2405,581,81021
CED142,6,8,40,43,62,70,73,83,48,438,6,15,39,34,61,172,236,155,65,772,99,1842,3551,1704,1036,851,468,182,73,9807,0,6,14,20,37,45,82,89,55,348,163,684,1870,1238,879,966,802,439,220,7268,6607,9738,23258,12028,5946,4032,2266,778,171,64830,529,1174,2459,1354,792,639,451,243,131,7764,7652,13840,32205,17131,9484,7743,5557,2712,985,97307,16,81,436,577,1001,1718,2086,1424,523,7867,645,1725,4318,2610,1549,1226,808,364,121,13372,6,32,202,310,525,821,980,630,169,3684,0,3,3,8,25,40,105,204,208,602,13,77,276,400,620,992,1185,759,213,4539,15,51,142,173,353,803,1177,891,407,4023,12,25,82,82,139,190,205,206,115,1062,17,23,67,91,174,418,513,328,113,1731,218,2579,5795,3259,2272,1808,966,321,109,17324,0,7,27,53,92,151,236,206,98,879,433,1069,3072,2451,2133,2191,1615,823,333,14111,13367,19438,48924,27076,13574,8824,4565,1531,330,137626
CED143,11,8,8,17,43,53,56,89,63,348,5,6,11,18,45,97,210,286,132,817,129,1135,1118,935,912,645,397,266,211,5736,3,0,5,20,26,49,83,124,137,452,299,449,617,679,862,901,804,574,340,5531,11665,5549,7675,8564,8303,5520,3206,1510,395,52384,639,437,603,608,692,563,365,311,235,4448,13203,7909,10524,11576,11972,9210,6898,4672,2188,78145,11,39,171,388,891,1691,2355,2274,1098,8911,1312,1195,1384,1573,1480,1236,936,587,229,9934,16,33,90,218,535,868,1154,1107,474,4503,0,0,4,0,7,24,99,358,528,1034,40,57,89,174,365,668,993,849,304,3551,34,30,39,89,302,767,1275,1433,906,4872,21,21,29,40,75,115,161,225,158,851,19,16,23,45,93,175,364,483,232,1446,283,1612,1646,1487,1495,1137,657,426,297,9040,16,3,11,31,76,112,205,296,251,994,791,746,933,1061,1417,1595,1418,983,524,9462,23329,11871,15066,16590,16267,10756,5811,2700,700,103080
CED144,3,14,29,38,72,121,173,171,132,757,5,5,11,35,69,149,224,201,143,841,124,752,973,800,901,848,561,434,304,5707,3,5,6,18,33,91,110,186,124,579,332,435,730,798,1066,1347,1192,882,640,7418,14126,8516,10555,8914,7262,5191,2671,1064,342,58636,1534,969,1235,1096,988,815,518,363,262,7779,16699,11186,13979,12533,11507,10202,7345,4453,2431,90349,20,49,222,481,1152,2305,2750,2354,1360,10696,1705,1497,1370,1298,1144,998,803,538,241,9592,16,33,73,181,386,711,928,752,318,3387,0,0,3,3,12,58,195,535,762,1566,35,88,222,767,1374,2588,2770,1857,721,10423,48,43,87,187,449,1037,1593,1473,856,5770,19,19,53,91,153,254,404,372,234,1604,20,15,28,63,130,319,529,465,274,1850,296,1149,1535,1344,1483,1438,946,642,439,9276,5,5,12,35,73,219,336,393,243,1321,961,836,1232,1388,1848,2429,2115,1503,998,13313,28659,18078,23044,18746,14628,10499,5272,2155,638,121717
CED145,9,10,16,21,32,40,71,109,64,374,3,5,15,18,39,80,202,232,111,708,138,859,1520,953,691,507,370,260,147,5450,0,0,3,8,20,35,80,120,84,366,245,341,768,718,700,734,803,590,432,5331,9327,5168,11565,8465,6846,4537,2992,1410,414,50719,684,514,1211,823,636,504,434,445,520,5766,10774,7176,15835,11670,9818,7561,6450,4388,2412,76081,24,57,211,363,716,1400,2114,1961,1062,7912,952,875,2031,1512,1196,972,825,510,181,9062,24,26,107,225,455,758,1125,884,359,3954,0,3,0,0,6,22,106,397,554,1090,33,56,115,138,289,548,948,805,331,3270,17,23,51,88,242,610,1204,1260,776,4264,26,15,28,49,92,93,204,243,142,884,13,20,23,35,79,178,370,392,198,1310,247,1226,2231,1615,1210,937,647,408,220,8744,0,4,14,28,56,110,212,255,175,843,557,568,1160,1132,1228,1369,1418,1023,624,9088,18728,10204,22083,16899,13443,8885,5516,2500,711,98979
CED146,22,14,37,74,98,157,173,179,88,834,12,9,18,32,133,260,261,207,90,1021,186,868,929,928,1060,1032,506,284,189,5980,0,0,15,30,77,137,154,152,100,678,540,529,729,1062,1288,1633,1138,616,333,7870,18114,10547,10493,10454,7832,5144,2249,680,176,65694,1996,1084,1136,1212,1023,770,525,294,173,8219,21771,13778,14177,14845,12970,11107,7078,3399,1394,100525,30,95,286,694,1680,3140,3335,2159,870,12286,2523,2048,1878,1667,1475,1443,1013,492,187,12725,32,40,98,189,428,761,879,588,201,3212,0,3,5,11,34,58,159,379,357,1008,59,175,302,922,1886,3378,3099,1594,407,11828,78,62,71,229,614,1459,1697,1273,523,6007,45,34,59,133,203,363,409,321,151,1720,36,15,36,82,220,510,518,422,183,2020,471,1391,1499,1520,1702,1712,855,470,258,9883,3,8,24,64,154,337,438,386,186,1598,1430,1108,1223,1811,2330,2952,2078,1077,480,14485,36621,21964,20438,20763,15773,10571,4639,1405,320,132491
CED147,24,13,41,41,94,147,242,280,148,1027,18,28,21,66,184,477,645,559,173,2169,374,1679,1935,1751,1718,1546,1007,546,237,10797,0,3,21,37,76,155,211,273,139,922,547,596,816,1000,1225,1514,1398,802,436,8348,12101,6071,6065,5993,5768,4750,3252,1468,325,45794,1253,733,696,693,768,712,623,528,399,6406,15197,9597,10083,10295,10917,11092,10147,6556,2620,86507,29,117,389,858,2076,4044,5728,4544,1671,19465,2562,1857,2073,2086,1881,1807,1690,1057,307,15314,36,46,107,220,517,1133,1771,1503,513,5847,6,6,3,3,12,61,184,516,546,1339,65,134,246,466,1146,2126,2824,2072,586,9660,62,33,83,147,500,1268,2304,2243,972,7610,40,39,66,87,174,286,511,571,271,2035,36,36,47,111,298,844,1231,1092,352,4045,810,2623,2936,2832,2819,2571,1657,850,340,17430,11,11,32,61,140,299,504,593,279,1926,1446,1170,1295,1633,2106,2573,2431,1392,679,14724,24211,13068,12755,12316,11781,9568,6225,2784,622,93336
CED194,0,0,0,3,6,4,7,3,3,36,0,0,4,10,23,35,22,6,5,102,24,165,170,141,142,135,35,8,6,830,0,0,5,0,3,4,6,5,0,30,13,45,59,76,79,105,48,15,3,434,269,275,449,236,215,229,119,27,7,1823,285,220,335,292,212,157,68,19,7,1605,616,703,1022,749,666,698,404,104,32,4997,3,3,33,57,120,272,240,78,11,813,57,106,139,113,111,131,95,26,4,776,0,0,6,19,29,86,82,34,3,260,0,0,0,0,3,3,6,6,6,27,0,6,8,33,51,109,116,36,7,365,3,5,8,10,44,95,152,49,8,387,0,0,0,8,17,19,21,9,3,85,0,6,12,25,33,90,79,20,8,268,40,261,298,290,305,277,91,14,3,1585,0,0,4,0,8,27,25,11,0,79,37,75,101,147,154,215,125,28,8,894,583,558,974,607,499,488,303,73,4,4089
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
