CED_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
CED135,34,214,664,531,272,192,37,9,3,1951,1140,4197,12864,10504,6742,4416,975,89,8,40935,6,13,58,43,19,36,11,0,0,188,3,3,17,23,23,8,3,0,0,82,62,345,1389,1315,1070,816,170,24,0,5192,0,28,194,252,170,115,9,0,0,776,149,554,1711,1510,1092,645,142,20,0,5818,19,188,852,951,649,401,94,8,0,3169,542,1453,2679,1749,931,673,160,11,0,8196,691,1010,1259,772,473,363,74,6,0,4659,44,461,1447,1292,832,686,187,13,0,4958,16,109,658,797,302,150,31,5,0,2061,35,416,2113,2636,862,381,83,9,0,6518,16,117,364,400,223,154,47,14,0,1333,62,702,4357,4137,1264,619,202,26,8,11366,46,392,979,762,471,388,91,10,0,3139,23,218,1192,1426,982,674,194,7,0,4723,190,569,1713,1554,1207,836,242,18,3,6329,132,1313,4259,3203,2270,1708,453,49,0,13383,54,146,283,223,125,74,22,6,0,929
CED136,71,116,253,238,216,147,60,19,7,1127,2680,3601,8532,8120,7969,5838,1138,103,10,37988,28,73,151,158,173,156,91,26,8,875,32,172,850,1010,813,446,64,4,0,3383,217,416,1299,1113,1216,955,138,16,0,5369,12,53,214,239,254,168,24,0,0,958,434,951,1857,1568,1338,1133,218,17,0,7523,40,124,463,466,420,298,65,9,0,1886,1189,1098,1679,1353,1348,1046,208,26,0,7957,2023,1022,992,760,673,495,125,11,0,6100,49,158,559,764,926,868,271,27,0,3634,38,41,116,83,70,57,15,0,0,423,15,95,462,468,361,228,51,14,0,1689,30,100,204,209,208,157,60,21,0,981,50,233,862,888,764,563,191,25,0,3578,66,251,757,676,682,513,107,8,0,3061,65,285,1262,1388,1420,886,137,6,0,5448,118,383,1121,1295,1309,983,257,13,0,5472,283,1061,2840,2607,2667,2263,441,34,0,12196,125,79,148,132,118,103,35,8,0,748
CED137,40,257,907,543,371,235,58,10,3,2437,1239,5285,15985,10848,8544,6007,1596,162,18,49686,10,20,48,43,22,39,18,0,0,209,0,0,38,49,38,30,3,6,0,163,60,348,1323,1010,859,712,213,28,4,4556,0,21,160,176,155,64,25,4,0,609,138,496,2336,1733,1212,868,239,33,3,7063,19,214,984,948,769,543,146,26,4,3655,573,1555,2771,1630,1068,888,234,37,4,8761,696,1605,2073,1096,637,484,113,10,7,6722,27,261,1123,909,758,713,213,16,0,4016,23,142,872,712,526,232,44,7,0,2560,30,524,3159,2775,1626,732,167,19,6,9027,30,167,768,670,471,290,139,20,8,2556,89,1008,4922,3310,1840,1209,423,63,4,12860,45,606,1152,832,613,434,118,22,0,3820,38,394,1288,1209,996,732,207,16,0,4877,251,682,2179,1621,1464,1266,388,34,0,7897,146,1557,4274,2646,2371,1930,730,101,14,13770,75,217,443,299,206,147,43,4,4,1443
CED138,101,95,385,377,304,229,84,26,9,1617,2403,2506,6466,7799,8364,7228,1998,177,24,36956,49,107,255,307,333,428,351,105,15,1956,0,6,85,96,112,82,9,4,0,404,185,235,540,643,629,572,165,8,0,2971,6,26,89,152,206,135,23,0,0,634,341,649,1683,1854,1692,1327,354,26,0,7927,54,67,157,277,300,268,91,11,0,1218,1227,899,1266,1202,1293,1161,381,35,3,7461,1790,921,1490,1192,989,797,254,38,0,7471,50,115,239,301,509,628,218,37,4,2102,30,51,121,214,201,150,38,11,0,813,11,62,193,317,319,232,75,9,3,1229,25,51,188,237,337,302,125,19,0,1295,35,176,859,1220,1095,787,375,31,8,4588,51,148,441,552,603,591,190,8,0,2576,18,112,359,809,998,787,161,11,0,3242,89,247,1030,1644,1968,1450,403,29,0,6863,147,587,1980,2566,2986,3120,817,30,3,12233,99,118,234,298,319,214,70,7,4,1370
CED139,91,109,199,179,169,152,87,38,10,1032,2525,3389,6979,6852,7127,6181,1854,279,40,35225,268,531,1112,1206,1585,1783,1352,478,72,8390,13,95,366,334,267,190,26,0,3,1299,276,348,921,948,754,551,157,26,0,3978,13,46,171,189,202,190,26,0,0,825,479,725,1344,1084,894,801,260,15,3,5610,77,148,342,341,393,356,85,13,0,1755,1205,916,1241,1064,1066,964,292,42,0,6796,1347,717,822,552,529,515,150,15,4,4649,60,169,470,534,710,851,334,35,0,3171,26,43,98,91,65,50,15,4,4,398,19,73,205,243,222,163,31,7,0,961,20,70,143,118,124,89,51,11,0,625,59,232,637,539,489,406,168,21,0,2562,64,159,354,403,410,433,109,12,0,1946,319,549,1252,1229,1254,1006,189,8,0,5811,150,455,1301,1542,1733,1315,356,31,0,6889,249,887,2513,2234,2271,2182,524,32,0,10891,90,59,90,89,82,84,29,11,0,528
CED140,59,96,198,248,243,157,63,22,3,1099,2185,2808,5825,7174,7701,6258,1505,177,14,33635,35,50,105,104,132,113,56,26,3,617,3,12,31,63,62,51,13,4,0,256,149,246,569,747,865,706,142,22,0,3451,6,17,98,128,160,117,14,4,0,544,369,765,1518,1685,1495,1096,279,19,0,7228,33,71,189,326,427,357,78,12,0,1493,1085,935,1072,949,1065,950,273,38,4,6361,1629,745,716,581,535,387,94,12,0,4703,41,95,272,400,587,668,193,25,0,2280,40,86,258,413,374,252,50,11,3,1483,17,112,455,720,692,447,106,30,0,2565,22,77,184,267,291,205,88,28,4,1176,59,254,894,1383,1290,861,346,59,4,5146,58,147,352,490,558,452,125,19,0,2195,32,161,668,1129,1212,839,143,8,3,4199,118,421,1062,1302,1429,1154,346,27,0,5856,194,904,2266,2406,2847,2781,699,49,0,12143,93,85,195,209,199,134,54,15,0,986
CED141,53,86,191,211,159,116,45,17,5,877,2402,2935,6498,7385,7707,5810,1183,100,8,34032,8,22,52,33,43,63,10,3,0,225,8,49,296,451,355,252,26,5,0,1434,155,254,626,833,977,774,154,10,0,3775,5,28,155,263,284,206,29,0,0,976,514,915,1890,1685,1531,1141,236,25,0,7939,41,67,222,319,379,295,80,11,0,1413,1135,1021,1166,988,1146,936,226,19,0,6645,1687,786,631,483,424,358,91,11,0,4461,33,118,327,529,706,652,150,34,5,2539,35,54,96,121,117,75,19,3,0,519,12,128,484,665,556,359,66,8,0,2275,18,62,158,191,203,144,50,18,0,844,47,290,838,1101,831,584,179,24,0,3898,57,169,420,402,515,379,93,16,0,2050,34,167,690,1031,1229,780,102,6,0,4040,143,378,1144,1517,1644,1234,289,20,0,6371,275,1001,2711,2816,3105,2562,514,35,3,13017,152,100,150,160,129,77,29,4,0,809
CED142,30,325,1162,557,258,157,56,10,0,2554,1026,6323,24036,12794,6619,4195,1289,150,14,56439,6,25,65,39,17,24,12,8,0,190,0,10,63,53,24,23,11,0,0,186,34,231,1171,779,457,320,82,6,0,3081,0,41,258,178,92,37,12,0,0,610,60,382,2578,1215,554,385,110,11,0,5281,11,177,1005,746,434,251,64,11,4,2709,381,1526,3488,1647,871,505,158,32,0,8608,564,2015,4506,1931,724,456,108,22,0,10331,27,306,1413,997,652,465,108,3,0,3977,32,332,2076,1433,753,379,78,12,3,5096,23,892,5028,3708,1831,710,166,16,3,12391,13,157,956,696,374,242,103,19,4,2566,65,1881,10518,5635,2650,1487,550,89,5,22871,27,318,1871,1132,554,352,106,15,0,4383,32,574,2317,1735,1208,788,193,16,0,6860,207,906,3150,2228,1468,1087,365,31,0,9440,77,928,4532,2595,1589,1314,472,66,0,11567,76,384,1289,796,452,306,112,12,0,3435
CED143,48,108,438,429,401,187,57,14,4,1689,1656,2932,8868,9193,9239,5954,1817,254,23,39949,5,16,47,39,52,56,31,13,0,262,0,4,19,40,49,36,15,5,0,162,115,118,549,653,657,487,134,29,0,2757,9,14,81,148,145,84,16,7,0,502,185,489,1513,1313,1059,677,211,23,0,5470,25,116,487,563,681,409,132,38,5,2459,791,809,1065,1073,934,764,253,44,0,5744,1039,714,887,619,466,307,102,18,0,4156,45,78,295,429,519,430,129,21,0,1950,28,140,616,728,786,399,69,14,7,2781,24,293,1505,2524,2754,1249,322,61,12,8751,24,145,484,532,599,372,160,51,10,2374,83,778,3348,3678,3476,2158,785,153,16,14480,42,137,629,671,636,395,132,31,0,2668,34,153,608,820,880,619,192,15,0,3319,284,504,1191,1264,1502,1205,424,56,0,6435,139,637,1847,1703,1995,1792,646,104,5,8872,109,155,387,296,304,199,81,22,0,1553
CED144,32,158,435,338,310,215,41,4,0,1528,1186,3442,7878,6738,6301,4296,885,61,5,30784,3,8,28,24,23,21,0,0,0,117,0,4,16,14,17,11,4,0,0,66,54,179,714,714,872,789,172,12,0,3499,0,28,85,87,82,47,10,0,0,352,191,521,1490,1238,1050,643,134,8,3,5284,23,141,428,459,436,382,86,9,0,1956,656,1261,1765,1297,1012,795,184,9,0,6986,724,682,1037,708,556,433,76,3,3,4222,49,299,1129,978,1063,925,199,7,0,4659,13,100,367,398,278,127,19,0,0,1310,30,348,1094,1075,725,313,58,0,0,3636,24,116,257,307,208,147,30,7,0,1092,54,600,1710,1375,883,483,162,17,0,5291,30,215,628,524,531,428,95,6,0,2467,27,226,826,892,817,562,117,8,0,3479,153,486,1467,1259,1208,831,217,21,0,5641,137,969,2446,2048,1794,1443,363,41,0,9235,39,124,274,166,123,68,14,0,0,825
CED145,24,146,751,472,352,185,80,34,7,2050,826,2898,12971,9051,7214,4672,1930,350,45,39965,12,12,35,30,51,31,29,27,0,224,0,0,26,30,26,35,11,4,0,138,25,68,549,442,376,289,130,35,0,1926,0,20,112,132,96,39,10,3,0,414,90,273,1767,1020,704,406,139,39,3,4458,11,85,520,461,420,276,135,36,5,1951,363,579,1458,1068,773,555,269,51,12,5131,504,517,1163,680,512,255,124,39,4,3803,19,72,576,372,374,307,119,17,0,1856,27,171,1069,901,687,383,105,24,0,3367,21,463,2781,2625,2052,945,318,80,22,9316,22,166,739,690,581,368,240,81,24,2913,52,922,5523,3882,2898,1706,854,190,10,16042,22,145,1075,659,468,303,144,23,0,2841,36,212,833,701,651,517,168,29,3,3148,185,414,1322,1274,1162,998,434,50,0,5833,72,492,2144,1695,1707,1607,845,171,12,8747,59,178,571,440,370,256,111,29,0,2015
CED146,87,178,417,398,367,191,43,5,0,1684,1893,3986,8298,8408,7462,4695,815,44,4,35599,7,19,65,109,166,114,46,7,0,531,0,3,22,26,14,16,0,0,0,82,143,365,923,1458,1854,1609,299,14,0,6671,4,42,122,195,194,129,15,0,0,698,318,779,1523,1357,1250,808,152,3,4,6200,47,174,539,741,629,479,86,6,0,2697,840,1425,1623,1508,1326,886,174,5,0,7796,1382,543,562,497,497,333,60,3,0,3882,164,507,1183,1550,1511,1230,207,13,0,6374,20,111,268,338,157,91,9,0,0,1002,21,430,1226,1211,634,301,50,3,0,3876,27,109,248,259,197,122,30,5,0,993,40,544,1313,1204,688,354,105,11,0,4268,59,236,486,585,569,386,96,4,0,2421,42,313,996,1167,960,664,134,21,0,4275,169,573,1505,1278,1263,781,178,10,0,5758,154,1027,2637,2760,2169,1523,321,27,0,10620,52,120,149,125,84,57,11,0,0,600
CED147,72,98,219,193,236,161,58,22,4,1055,2492,3301,7490,7752,7996,5844,1425,167,12,36482,24,65,101,96,123,133,111,53,12,716,18,55,345,441,339,175,21,4,0,1381,184,351,944,969,1269,1092,195,16,0,5022,10,35,135,214,216,146,17,0,0,777,596,1076,1976,1653,1528,1119,258,23,0,8234,51,86,283,360,403,328,73,5,0,1586,1039,943,1403,1305,1378,1031,315,40,6,7461,1796,847,893,602,568,445,118,19,0,5290,63,170,569,779,918,857,213,29,0,3602,19,39,135,157,142,99,21,13,0,631,11,115,521,639,554,280,102,15,4,2241,33,79,224,255,260,161,63,25,0,1097,67,279,791,944,800,571,317,64,7,3830,65,186,456,610,638,525,142,12,0,2624,56,246,907,1264,1217,793,147,8,0,4634,155,398,1304,1438,1539,1185,291,25,0,6328,250,1041,2877,2772,2825,2306,528,46,0,12652,86,104,183,146,152,127,45,10,5,863
CED194,0,8,15,11,16,3,3,0,0,54,66,122,369,195,189,156,34,0,0,1128,5,16,69,13,9,14,0,0,0,130,0,3,11,13,11,3,0,0,0,41,4,15,47,24,16,27,5,0,0,135,0,0,7,4,3,4,0,0,0,23,5,16,81,50,44,26,11,0,0,246,0,6,20,12,7,9,0,0,0,57,22,33,57,17,37,14,5,3,0,196,39,40,86,33,16,21,3,0,0,235,0,11,39,25,17,31,4,0,0,134,0,3,10,13,6,4,0,0,0,40,0,3,26,22,15,6,0,0,0,78,0,0,3,4,0,5,0,0,0,20,0,3,57,54,42,21,9,0,0,187,5,8,33,23,18,21,0,0,0,113,13,18,26,29,33,30,0,0,0,150,3,9,44,18,32,27,6,0,0,137,3,19,80,55,66,42,20,0,0,287,4,18,31,16,4,6,0,0,0,76
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
