CED_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
CED111,60,122,651,844,202,1256,147,880,51,4218,352,1487,1392,2013,896,1266,336,802,122,8668,1633,5894,2543,2040,1739,923,797,957,244,16764,2565,5295,1880,1572,1847,702,862,805,232,15754,2614,4396,1834,1624,2355,725,842,1000,229,15627,1637,2953,1334,1182,1700,645,772,955,169,11345,339,799,257,212,425,143,150,246,32,2602,48,89,16,12,30,22,12,30,8,264,11,0,0,0,7,0,0,0,0,26,9249,21039,9917,9495,9203,5676,3923,5667,1097,75267
CED112,83,78,694,682,148,1617,251,1198,81,4829,289,569,1343,1354,548,951,372,869,111,6402,1307,3022,2706,2040,1687,1037,827,1299,228,14153,2243,3418,2248,1810,2065,951,924,1208,271,15135,2222,2926,1937,2007,2251,1070,1158,1362,274,15196,1463,1963,1433,1489,1932,841,1072,1266,164,11626,360,594,309,320,473,248,233,256,58,2854,64,58,26,8,50,22,19,24,28,315,5,4,0,0,5,0,0,0,10,29,8040,12636,10700,9719,9149,6738,4854,7479,1225,70527
CED113,79,80,774,956,223,1329,118,986,86,4639,304,572,1319,1143,665,670,313,792,104,5881,1821,3349,2759,1822,1888,927,773,1461,325,15127,3111,3778,2144,1649,2196,764,802,1156,333,15925,3868,3762,2021,1765,2720,924,1001,1343,348,17761,2804,2724,1618,1462,2218,867,1118,1488,274,14580,1259,850,414,328,568,270,337,426,117,4573,396,86,52,27,52,35,38,52,33,777,49,13,4,0,4,3,0,5,8,92,13702,15218,11107,9152,10536,5794,4504,7718,1634,79354
CED114,140,57,912,822,202,1606,150,1180,122,5194,392,587,1453,1242,518,747,361,1070,131,6498,1798,3021,2733,1936,1428,966,1056,2220,297,15455,2676,3005,2072,1629,1712,784,1018,1862,298,15060,3178,2607,1776,1722,2201,1008,1240,1992,282,16018,3064,2079,1563,1443,2133,952,1484,2032,267,15013,1410,655,450,368,673,330,544,584,116,5129,378,76,42,21,94,33,61,91,77,869,60,5,7,0,3,6,0,5,21,106,13094,12096,11004,9184,8971,6436,5918,11032,1603,79341
CED115,35,97,221,277,151,767,177,406,54,2185,270,1268,691,907,913,953,720,621,184,6528,1185,3991,1499,1471,2106,952,1396,1134,417,14146,1280,2277,1300,1202,1764,732,1384,1196,385,11532,1068,1476,1418,1132,1511,723,1691,1804,307,11127,846,878,1215,824,1210,554,1623,1629,183,8969,203,284,282,169,309,117,304,374,45,2089,20,29,8,0,17,16,13,17,12,136,0,0,0,0,0,5,0,0,4,13,4917,10304,6640,5984,7985,4814,7313,7177,1583,56720
CED116,84,59,744,768,140,1332,108,930,101,4256,222,397,1228,1070,366,650,190,626,88,4827,1134,2526,2518,1740,1077,830,487,1005,191,11500,1903,2931,2066,1627,1344,783,555,1059,190,12450,2197,2875,1881,1867,1798,940,760,1298,225,13843,2031,2758,1608,1806,1852,1018,808,1302,195,13369,685,892,390,339,561,330,252,355,68,3872,135,102,30,22,58,33,24,48,40,481,9,3,4,0,5,5,0,0,13,41,8401,12547,10453,9248,7192,5903,3177,6616,1102,64638
CED117,29,146,165,425,148,664,40,310,14,1930,345,1709,605,1271,902,911,165,426,75,6410,3465,11241,1982,1801,2641,1284,447,766,340,23975,5325,9470,1419,1018,2147,873,333,523,304,21415,4616,7018,1089,864,2063,799,325,451,220,17448,2081,4254,781,587,1460,485,359,474,121,10597,490,1359,225,167,429,139,125,155,48,3136,62,152,12,7,49,15,8,27,17,358,0,6,0,0,0,4,0,4,0,20,16414,35353,6285,6140,9842,5177,1799,3134,1142,85290
CED118,69,208,499,503,265,1401,169,747,70,3934,367,1465,1096,1213,1176,1289,844,810,165,8422,2200,7156,2319,1976,2885,1353,1911,1242,501,21545,4848,10367,2657,2172,4432,1375,1751,1232,553,29388,3190,4846,1837,1700,3252,1003,1543,1219,322,18917,1412,2206,1230,1025,2135,608,1143,983,159,10898,275,496,261,219,504,146,289,277,47,2513,19,40,21,13,17,15,10,10,9,162,0,0,0,0,0,0,0,4,0,13,12382,26783,9927,8816,14666,7187,7670,6527,1830,95788
CED119,60,183,759,820,237,1262,129,789,43,4287,313,1280,1387,1297,831,876,263,462,61,6775,1765,4709,2151,1580,1836,805,444,506,191,13993,3638,5627,2036,1355,2820,839,589,549,302,17754,3532,4456,1988,1536,3344,1019,763,759,259,17654,2068,2907,1397,1051,2528,763,660,724,140,12231,425,848,311,220,635,210,214,218,46,3127,37,90,38,22,58,16,20,26,10,321,3,0,0,0,0,0,0,0,0,11,11839,20102,10064,7892,12305,5801,3078,4036,1051,76164
CED120,100,106,1215,783,252,1510,195,1189,104,5451,348,746,1755,1323,804,951,445,882,145,7409,1860,3399,3457,2022,2153,1107,1325,1421,317,17066,2995,3416,2726,1819,2627,1002,1476,1230,324,17618,3173,2987,2389,1946,2875,1132,1605,1380,305,17798,2345,2125,1567,1340,2211,903,1436,1295,244,13467,921,735,374,270,563,248,390,343,67,3914,246,77,32,14,48,26,25,59,37,563,27,4,3,0,4,0,0,0,7,46,12007,13600,13527,9520,11545,6876,6902,7808,1539,83323
CED121,78,83,877,927,180,1601,205,1256,101,5301,275,601,1653,1555,582,895,508,978,117,7169,1338,2917,3690,2248,1770,1130,1694,1630,308,16734,1885,2973,2832,1912,1910,889,1993,1394,294,16082,2112,2402,2442,1887,2214,1026,2218,1585,291,16175,1544,1874,1757,1332,1731,789,1687,1314,200,12240,535,604,307,259,433,179,352,309,70,3041,121,73,22,26,40,21,38,29,23,391,17,4,5,3,3,0,0,3,3,33,7902,11533,13586,10147,8856,6535,8696,8506,1403,77165
CED122,54,220,323,559,188,933,98,453,29,2853,432,2137,1008,1685,1128,1192,330,657,178,8747,3533,10981,3347,2352,2929,1653,953,1597,540,27884,4828,7979,1995,1347,2541,1175,644,872,398,21775,3831,5542,1379,1284,2569,1017,651,744,302,17324,1911,3204,1054,959,2057,647,663,739,167,11400,401,991,280,298,592,202,190,237,73,3264,54,130,42,24,70,29,11,34,20,412,7,13,5,0,0,7,0,5,6,35,15043,31195,9438,8502,12070,6862,3545,5328,1708,93684
CED123,85,118,892,625,249,1539,231,1079,92,4902,434,1040,1781,1503,1146,1094,785,975,176,8938,2135,4619,3314,2449,3112,1400,2069,1619,413,21139,2983,4564,2508,2100,3483,1168,2273,1432,437,20951,2528,2777,1919,1709,3146,1055,2172,1346,340,16984,1503,1652,1302,1212,2302,728,1587,1186,215,11688,322,451,292,247,565,198,393,267,44,2774,35,54,18,13,37,24,21,17,18,241,6,3,0,0,0,0,4,0,3,16,10030,15277,12024,9863,14037,7221,9529,7920,1730,87639
CED124,77,50,707,763,149,1375,127,957,86,4291,177,343,996,938,314,554,202,601,61,4180,831,1811,1793,1387,865,669,520,1028,154,9069,1531,2235,1764,1504,1257,718,704,1000,200,10913,1971,2465,1886,1897,1830,981,1056,1343,240,13673,1901,2393,1650,1701,1772,1008,1109,1490,200,13220,870,779,414,327,499,284,324,420,98,4015,245,92,32,13,61,32,34,68,61,635,30,3,3,0,0,0,0,12,16,71,7640,10176,9240,8531,6754,5623,4076,6912,1123,60066
CED125,76,91,692,539,202,1456,240,946,112,4362,407,1016,1410,1245,1022,1204,736,966,207,8215,2385,5621,3171,2524,3269,1596,2026,1741,554,22886,3089,5344,2622,2419,3675,1539,2213,1597,510,23008,2209,2822,1890,1857,2689,1079,2153,1567,319,16569,1303,1653,1365,1279,2098,817,1785,1357,210,11855,290,445,303,246,564,178,377,290,56,2750,19,38,18,9,27,14,29,24,7,200,0,4,0,0,0,0,0,0,4,14,9774,17033,11478,10125,13549,7888,9559,8483,1976,89856
CED126,71,183,693,904,189,1301,211,783,33,4375,359,1091,1290,1296,624,1014,243,487,81,6489,1709,3811,2095,1265,1176,884,354,579,204,12083,4137,5378,1855,1115,1863,916,330,584,256,16431,5116,5621,1957,1390,2718,1138,487,750,262,19446,3039,3847,1329,977,2305,941,576,737,213,13961,809,1349,375,282,787,342,239,274,65,4526,165,220,55,34,142,62,18,35,34,760,13,14,0,0,0,9,0,3,12,50,15415,21511,9651,7270,9817,6601,2453,4231,1163,78113
CED127,74,97,897,700,206,1073,153,858,50,4113,254,677,1374,1074,571,701,307,712,82,5740,1330,2964,2462,1500,1458,787,821,936,212,12459,2338,3874,2080,1370,1925,643,808,806,247,14088,2972,4013,1966,1618,2463,834,968,994,229,16053,2072,3290,1523,1210,2029,690,944,860,186,12812,551,1221,398,311,586,216,258,271,73,3880,103,129,32,15,68,41,31,35,26,480,6,5,4,6,0,5,0,6,6,40,9694,16262,10733,7797,9317,4989,4288,5476,1097,69656
CED128,52,90,397,341,167,1033,199,583,68,2938,283,986,908,846,961,917,576,625,195,6293,1364,3735,1862,1395,2129,942,1319,1052,405,14212,1908,2869,1650,1145,2474,831,1354,1029,339,13592,1622,1794,1547,1126,2199,737,1600,1276,281,12180,955,1197,1236,924,1858,593,1420,1229,227,9633,233,305,283,151,430,139,338,298,40,2230,28,21,17,9,24,8,17,11,11,150,0,0,0,0,8,0,0,0,4,16,6457,11005,7904,5934,10264,5205,6811,6112,1570,61251
CED129,77,304,539,756,356,1555,119,850,47,4597,406,1848,1075,1229,1161,1221,291,561,128,7922,2202,6606,1585,1163,2178,954,404,519,293,15906,5818,10515,1952,1374,3686,1341,560,589,419,26251,5172,6826,1806,1521,3470,1217,660,703,308,21679,2662,3588,1210,911,2412,874,607,652,160,13069,637,1190,339,209,793,253,190,220,50,3888,70,131,30,14,86,36,21,18,23,439,12,3,0,0,0,0,0,0,11,27,17052,31015,8535,7179,14144,7452,2857,4121,1439,93781
CED130,121,86,747,768,175,1443,159,1069,83,4658,292,559,1093,1033,437,679,256,1083,92,5526,1322,2669,2222,1765,1235,885,806,2135,217,13258,1941,2814,1786,1468,1457,746,967,1683,179,13046,2582,2619,1460,1650,1773,881,1093,1562,217,13833,2463,2152,1326,1333,1675,769,1149,1620,201,12691,1548,775,392,317,521,238,384,494,105,4773,511,93,53,24,79,31,55,80,59,991,73,4,0,0,4,0,4,5,27,124,10843,11769,9080,8358,7369,5682,4874,9727,1191,68894
CED131,70,169,501,1038,202,1687,194,1170,50,5071,468,1675,1414,2865,1006,1582,383,1027,128,10554,1992,7812,3057,2832,2134,1281,848,1100,304,21361,2750,6634,2076,1609,2055,748,772,840,253,17736,2590,4962,1682,1574,2305,816,855,1024,239,16039,1510,3135,1194,1235,1814,693,798,965,143,11493,378,901,223,232,397,146,184,241,45,2737,53,102,27,12,44,23,11,38,24,332,3,6,0,0,0,3,0,0,8,26,9819,25391,10177,11393,9956,6980,4042,6410,1181,85350
CED132,38,249,124,583,218,705,86,345,32,2372,394,2082,487,1066,913,779,126,273,99,6213,3712,11446,1497,1330,2289,1244,213,474,378,22583,6131,10941,1185,922,2470,1064,210,310,386,23626,5390,7546,848,720,2258,823,202,302,261,18337,3075,4744,560,577,1649,637,197,321,177,11946,962,1963,194,157,728,266,84,156,85,4598,204,353,21,31,119,50,6,28,36,850,18,15,4,0,7,6,0,3,10,65,19919,39342,4917,5389,10651,5575,1116,2207,1456,90576
CED133,83,48,692,674,147,1531,163,1207,72,4610,230,352,1010,1016,455,742,269,985,87,5155,1017,2230,2042,1793,1199,877,661,1788,197,11811,1790,3053,1785,1806,1542,798,710,1436,234,13151,2328,3014,1775,2136,2000,952,973,1747,257,15184,2130,2565,1552,1977,1943,967,1098,1842,207,14279,1050,824,383,392,580,252,342,524,91,4434,309,78,40,18,48,24,36,48,60,654,54,0,0,0,0,3,4,6,19,87,8993,12174,9279,9816,7910,6144,4248,9583,1218,69368
CED134,76,56,651,659,127,1138,164,899,98,3852,289,578,1096,985,453,514,473,785,106,5282,1520,3076,2265,2176,1424,948,1411,1637,259,14717,2130,2432,1689,1662,1427,724,1154,1187,233,12639,2640,2071,1369,1568,1609,725,1232,1304,233,12753,2759,1705,1269,1346,1622,770,1349,1413,226,12464,1495,518,378,311,533,245,486,465,93,4533,501,46,32,24,68,30,61,81,62,907,84,6,0,0,3,6,6,6,12,124,11494,10490,8759,8727,7265,5102,6335,7773,1330,67270
CED135,40,189,195,278,191,762,115,406,43,2218,382,1702,919,1277,1068,1336,754,1149,210,8786,2555,10707,2332,2530,3305,1873,1921,1924,740,27897,3685,9834,2076,1714,3422,1192,1281,1181,582,24969,2094,3773,1491,1314,2343,779,951,1044,304,14083,1115,2231,1087,899,1670,526,862,1059,191,9635,247,607,246,231,431,132,214,243,41,2394,23,72,23,17,47,16,19,16,11,254,7,5,0,0,0,0,0,0,5,22,10138,29112,8376,8265,12476,6616,6104,7026,2125,90249
CED136,96,86,778,825,162,1684,230,1285,82,5208,307,570,1665,1566,656,1040,432,960,126,7331,1437,3024,3624,2462,2061,1311,1434,1820,315,17486,2016,3071,2742,2076,2161,1029,1626,1458,306,16481,2045,2585,2365,2113,2280,1031,1714,1546,273,15943,1416,1801,1650,1502,1832,918,1419,1483,184,12213,362,551,284,270,417,196,319,284,54,2744,59,60,26,19,51,25,23,31,30,316,6,0,4,0,3,0,0,6,10,33,7733,11753,13132,10834,9623,7230,7187,8872,1385,77758
CED137,36,231,198,401,245,792,57,371,41,2378,477,2312,1050,1839,1297,1564,388,1443,263,10637,3840,13261,2910,2664,3842,2261,1057,2052,808,32690,5035,8937,1938,1278,3061,1311,612,891,524,23598,3904,5403,1370,1076,2554,994,551,778,309,16934,2489,3504,1040,752,2098,809,576,852,197,12314,622,1199,257,211,711,236,186,268,74,3761,82,156,42,16,78,48,22,29,25,490,14,21,4,0,7,0,0,0,11,51,16497,35023,8807,8243,13894,8007,3457,6683,2255,102861
CED138,70,69,531,907,138,1526,126,1092,88,4560,242,411,1052,1127,422,788,197,711,87,5040,1325,2957,2512,1801,1091,961,464,1170,230,12504,2569,4129,2355,1822,1609,877,496,1158,315,15326,2622,4062,2113,2020,1921,1089,667,1304,300,16100,2087,3033,1606,1823,1836,1068,835,1485,199,13978,819,1056,464,398,550,353,272,442,105,4452,181,88,23,25,53,34,29,32,41,522,27,8,0,9,4,4,0,5,18,62,9934,15822,10654,9919,7628,6701,3092,7399,1387,72542
CED139,126,115,999,951,205,1507,138,1039,116,5190,345,672,1516,1481,525,892,326,1014,106,6887,1529,3269,2607,2064,1306,1030,899,1653,240,14602,2347,2996,1833,1614,1536,859,917,1478,229,13794,2776,2567,1619,1642,1853,849,1066,1459,225,14058,2610,1940,1331,1433,1778,791,1271,1472,206,12838,1521,629,385,291,513,229,408,447,92,4523,499,64,50,21,53,43,29,69,70,897,78,3,7,0,4,0,4,10,24,129,11837,12262,10332,9509,7770,6197,5067,8628,1303,72911
CED140,73,93,552,716,116,1398,235,961,64,4215,255,733,1090,1199,497,839,270,666,91,5641,1288,3424,2009,1477,1355,813,457,812,215,11849,2477,4361,1973,1383,1927,794,486,797,242,14446,2750,3969,1785,1613,2322,917,667,1085,254,15365,1896,2914,1396,1388,2145,817,709,999,156,12423,529,897,346,270,585,244,202,260,67,3398,100,122,35,13,66,46,25,23,32,460,5,5,0,0,0,8,0,0,14,41,9382,16521,9187,8059,9024,5873,3048,5615,1132,67844
CED141,70,82,713,836,159,1551,162,1025,57,4653,256,663,1282,1380,566,918,272,728,79,6135,1118,3379,2529,1801,1512,872,665,1018,180,13085,2061,4128,2206,1598,1947,793,815,902,189,14637,2238,3436,2017,1807,2427,897,1010,1181,213,15232,1387,2318,1540,1440,1985,802,938,1087,145,11652,283,612,272,262,441,200,208,243,46,2569,50,67,27,13,54,22,30,35,21,307,0,5,0,0,5,4,0,0,11,20,7459,14692,10589,9148,9091,6058,4107,6213,941,68288
CED142,29,213,120,435,148,514,39,243,24,1761,722,3813,953,2115,1590,1480,316,756,251,11988,7233,23104,4107,3722,4776,2791,1042,2285,921,49988,7424,12419,1955,1633,2849,1335,470,1006,544,29640,4232,6003,955,832,1886,827,286,497,257,15780,2369,3695,548,575,1307,504,242,410,150,9802,576,1304,152,129,420,147,63,162,58,3011,99,195,11,13,45,22,9,18,21,422,8,14,0,3,3,3,0,0,0,28,22698,50751,8793,9452,13020,7636,2465,5377,2234,122423
CED143,54,222,284,769,214,991,156,478,33,3202,362,1470,695,1215,690,779,168,291,85,5751,3016,7233,1779,1317,1526,1085,279,494,274,17010,5302,7404,1281,855,1790,969,239,360,313,18508,5598,7010,1005,965,2224,968,310,375,321,18777,3190,4328,760,687,1813,757,323,404,188,12446,786,1551,229,220,682,290,121,170,66,4102,156,303,31,15,124,60,19,24,38,775,15,23,3,0,10,3,0,3,14,75,18473,29541,6072,6052,9073,5900,1617,2596,1320,80638
CED144,40,154,277,257,191,909,86,407,52,2368,306,1476,743,1019,995,1205,339,687,183,6943,1685,5536,1889,1804,2232,1398,1123,1331,465,17466,2231,4119,1681,1495,2155,1032,897,1024,411,15050,1972,2637,1485,1413,2106,806,1035,1230,302,12991,1088,1713,1172,933,1487,628,1038,1173,188,9417,268,479,259,185,317,147,215,270,62,2202,21,54,18,15,33,9,13,17,8,189,5,3,0,0,0,0,0,5,5,14,7611,16154,7525,7120,9521,6136,4750,6147,1681,66647
CED145,55,154,105,444,142,481,62,186,24,1653,435,1758,360,830,801,620,100,191,106,5203,4497,11677,1702,1404,2076,1569,322,608,488,24341,5287,8263,942,806,1504,971,134,292,397,18584,4459,6226,643,670,1446,853,127,258,311,14998,2499,4151,428,554,1218,537,140,253,190,9970,952,1985,171,162,599,283,67,112,144,4472,252,419,32,24,128,78,14,30,52,1039,27,41,0,0,19,20,0,0,16,122,18464,34671,4394,4900,7938,5402,951,1931,1732,80383
