CED_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
CED111,63896,65717,129614,2350,2352,4700,7681,8196,15878,183,171,347,157,164,320,24,40,65,30,35,66,40,24,64,15,21,32,111,141,257,0,0,0,8236,8789,17027,410,418,829,191,146,338,11192,11705,22895,3562,3818,7380,78653,81241,159893
CED112,63346,67364,130706,1862,2085,3937,7492,8017,15512,83,94,178,139,156,297,20,24,42,24,37,59,13,17,30,14,18,22,18,21,41,0,5,0,7811,8385,16194,244,265,508,236,182,419,10146,10913,21061,4286,4805,9091,77777,83075,160858
CED113,63760,63956,127718,2914,3167,6083,4335,4345,8684,488,426,911,374,415,790,90,81,175,118,113,232,33,43,77,63,48,111,1733,1766,3501,4,0,3,7232,7250,14484,377,390,766,177,134,311,10698,10941,21639,5545,4951,10497,80007,79847,159853
CED114,66410,67941,134348,3793,3944,7739,3815,4099,7916,2297,2430,4725,321,302,621,67,62,124,53,72,120,32,31,61,33,35,65,73,75,141,0,0,0,6685,7089,13781,333,309,641,180,137,319,10994,11487,22480,7353,6966,14313,84757,86391,171149
CED115,70104,72084,142189,1847,1909,3753,6119,6325,12447,115,104,223,57,74,129,31,16,50,26,16,45,5,10,9,3,5,11,16,12,25,0,0,0,6371,6570,12942,519,582,1102,139,138,277,8869,9201,18072,5743,5681,11419,84716,86967,171685
CED116,63230,65689,128919,3072,3287,6362,6010,6427,12438,220,225,443,228,262,497,27,28,59,93,73,169,29,32,63,44,45,93,338,352,686,16,3,14,7005,7464,14469,240,254,493,183,151,328,10500,11158,21659,6205,5474,11677,79932,82319,162250
CED117,55016,57926,112941,2553,2746,5300,10026,10812,20836,268,293,559,182,200,387,38,44,79,65,72,136,26,30,56,16,16,33,80,95,175,0,0,0,10697,11562,22265,757,769,1530,184,162,347,14195,15239,29437,3438,3170,6614,72658,76337,148992
CED118,79722,80112,159837,2100,2007,4112,11452,11434,22888,206,173,378,132,130,269,24,28,55,45,36,82,10,15,24,22,19,37,32,21,56,0,0,0,11920,11865,23790,738,795,1531,175,155,330,14935,14824,29762,5360,3916,9270,100017,98849,198867
CED119,63157,65264,128416,1522,1634,3156,5227,5398,10622,96,64,158,195,135,327,33,22,60,41,27,67,12,19,33,32,19,48,54,41,93,0,0,0,5698,5721,11419,306,315,620,91,86,180,7627,7755,15378,2353,2346,4699,73129,75365,148498
CED120,69358,70859,140214,2469,2650,5123,6744,6973,13720,94,102,192,166,151,321,13,12,24,38,34,71,10,5,17,13,8,24,167,167,331,0,0,0,7247,7450,14696,259,247,513,188,169,351,10161,10520,20678,4728,4149,8883,84247,85524,169773
CED121,67905,69969,137874,3173,3423,6593,7320,7725,15046,157,119,275,344,241,580,61,33,95,71,54,122,27,16,43,43,33,72,56,35,83,0,0,0,8088,8239,16324,255,245,501,283,253,537,11798,12165,23962,6253,4292,10547,85962,86423,172382
CED122,64261,67507,131766,3525,3595,7119,12301,12910,25209,352,400,754,314,361,675,74,82,156,112,109,217,25,18,42,27,17,53,133,155,286,3,5,9,13343,14051,27395,1179,1195,2370,310,212,524,18353,19063,37421,5813,4802,10624,88434,91375,179807
CED123,73296,75271,148565,2031,2180,4210,8995,9683,18674,83,83,171,151,153,310,27,20,52,31,22,52,19,18,39,9,5,19,24,38,61,0,0,0,9340,10032,19376,369,392,765,242,178,416,11976,12788,24762,5936,5866,11798,91208,93925,185127
CED124,61493,64166,125654,2956,3280,6238,5648,6084,11732,131,144,274,284,279,564,18,20,35,35,49,86,19,24,38,24,27,52,32,46,77,0,0,0,6189,6666,12855,158,179,335,186,183,368,9495,10310,19802,5259,5374,10632,76242,79847,156093
CED125,81084,83442,164524,1826,2011,3840,10617,10908,21520,119,118,238,145,150,291,15,19,32,24,25,53,27,21,46,12,12,20,17,29,45,0,0,0,10974,11275,22258,485,509,991,214,166,376,13504,13956,27460,5005,5193,10198,99590,102594,202185
CED126,63153,65986,129130,1794,1846,3645,6642,6956,13602,89,100,183,91,105,191,16,16,33,16,19,35,9,9,15,6,9,17,34,32,62,0,0,0,6904,7236,14141,570,600,1173,123,112,236,9391,9802,19192,2580,2903,5482,75120,78688,153808
CED127,59632,62030,121667,2006,2108,4116,5388,5636,11021,94,103,196,118,100,212,21,19,41,9,23,30,12,15,31,16,8,28,24,22,48,0,0,0,5689,5926,11615,210,236,443,169,124,291,8064,8396,16460,2859,2839,5698,70554,73271,143824
CED128,72053,73332,145381,1895,1868,3770,6097,5909,12005,114,95,214,64,68,131,30,29,57,13,9,27,26,23,43,4,4,10,16,6,26,0,0,0,6368,6140,12511,479,502,981,149,112,253,8891,8628,17518,5384,5185,10568,86326,87139,173470
CED129,75666,78571,154235,1576,1672,3246,10641,11077,21715,150,145,291,92,111,207,41,43,85,36,33,65,11,13,26,14,12,21,40,35,75,0,0,0,11022,11472,22489,795,810,1599,85,113,195,13477,14059,27538,2212,2238,4450,91350,94869,186222
CED130,58658,60927,119586,4463,4804,9266,5283,5787,11067,170,147,315,640,712,1355,38,43,81,55,45,97,27,25,57,31,36,69,28,25,57,0,0,0,6275,6834,13103,343,301,644,157,166,328,11236,12102,23342,6994,7085,14074,76897,80109,157006
CED131,62754,64675,127429,2181,2320,4503,10042,10912,20956,272,260,536,283,302,588,49,47,96,53,53,102,53,47,95,39,53,96,104,95,207,0,0,0,10906,11779,22680,555,561,1111,336,243,574,13978,14898,28879,4005,4019,8030,80741,83594,164334
CED132,61260,66032,127295,2947,3148,6093,10077,10867,20944,290,302,590,198,216,408,39,39,82,69,69,138,21,22,43,21,16,37,96,113,209,4,0,4,10810,11637,22446,1307,1440,2746,146,138,282,15205,16359,31562,2985,3513,6501,79450,85911,165356
CED133,64852,66926,131776,3351,3627,6978,5164,5597,10761,348,353,696,801,873,1675,51,35,82,72,71,143,76,68,142,55,47,101,37,50,89,0,0,0,6601,7089,13695,285,290,572,257,243,502,10499,11246,21739,7343,6430,13772,82690,84597,167284
CED134,56750,57725,114478,3475,3859,7338,4454,4706,9161,203,186,389,430,472,900,114,118,226,44,63,106,23,31,60,41,34,75,35,33,68,0,0,0,5353,5641,10993,249,226,471,233,217,457,9305,9952,19262,9645,9580,19227,75706,77257,152964
CED135,76380,74691,151067,4366,3891,8252,12450,11267,23715,443,297,741,217,222,441,74,75,149,48,59,103,27,27,57,16,20,41,74,58,129,0,0,0,13352,12031,25376,1439,1550,2989,289,212,500,19445,17678,37121,6533,5849,12382,102354,98214,200574
CED136,68072,71072,139144,2838,3046,5883,8384,9030,17416,186,173,355,296,338,635,54,58,112,60,58,118,33,31,60,83,90,166,67,60,125,4,4,3,9163,9832,18997,304,305,611,229,223,451,12533,13413,25946,4229,4118,8351,84838,88603,173437
CED137,71749,74845,146590,5153,4992,10150,13864,13821,27677,391,378,771,240,271,513,61,57,118,57,43,103,46,31,74,15,18,32,88,70,157,3,0,3,14764,14691,29454,1248,1345,2587,350,231,584,21517,21260,42777,5580,4550,10128,98850,100650,199499
CED138,61862,66410,128272,2941,3361,6304,5475,6220,11695,557,657,1217,1651,1875,3528,63,75,134,60,71,131,41,41,82,45,42,90,34,48,84,3,0,5,7919,9041,16963,480,533,1014,319,286,601,11668,13214,24880,6177,6602,12774,79707,86223,165929
CED139,61623,63670,125291,3525,3924,7453,5124,5613,10735,442,457,899,496,455,949,122,113,238,67,60,125,34,38,64,53,57,107,212,202,413,0,0,0,6546,6990,13533,322,245,569,175,156,336,10566,11318,21890,6587,5644,12231,78772,80639,159411
CED140,59268,63190,122461,1973,2101,4073,6941,7226,14170,115,114,230,107,157,268,22,18,42,45,37,80,20,18,37,14,24,39,18,23,41,0,0,0,7269,7632,14900,347,357,698,181,148,329,9768,10238,20007,3799,4182,7983,72840,77616,150452
CED141,61411,64120,125535,1673,1723,3401,6217,6927,13146,120,115,240,144,160,307,27,22,50,42,33,72,17,18,39,21,25,48,26,33,59,5,3,11,6618,7350,13968,228,227,457,155,136,290,8673,9437,18110,3217,3421,6642,73305,76981,150280
CED142,65370,59163,124532,6111,5973,12087,21065,19765,40832,1008,897,1908,762,771,1528,218,228,440,279,257,542,48,54,100,60,54,110,243,269,516,0,0,0,23689,22298,45991,2534,2318,4854,448,384,838,32783,30972,63757,7749,6260,14016,105904,96399,202304
CED143,57555,61817,119377,2565,2829,5391,7629,8347,15980,186,192,375,166,189,356,34,36,71,31,36,70,7,9,19,10,7,17,53,58,108,0,0,4,8125,8872,16997,962,1084,2053,156,180,333,11810,12957,24762,2405,2520,4918,71768,77293,149054
CED144,73210,72410,145620,2891,2416,5304,8186,7674,15859,168,109,277,88,87,167,38,28,64,36,27,63,17,14,36,16,18,29,42,36,80,0,0,3,8574,7999,16577,748,737,1488,224,136,360,12440,11292,23732,6036,5612,11650,91687,89316,180999
CED145,51127,54825,105950,2973,3278,6250,8750,10110,18862,370,427,789,296,348,641,77,91,168,101,118,221,7,18,25,20,17,35,91,92,181,22,0,22,9720,11221,20941,1204,1399,2604,223,160,384,14124,16061,30181,3901,4405,8311,69151,75291,144443
CED146,81573,83082,164662,1203,1247,2446,8242,8548,16792,125,115,241,132,112,241,27,29,55,19,24,39,8,16,22,10,19,29,26,26,48,0,0,0,8583,8880,17465,426,474,907,155,123,277,10362,10727,21085,5364,5473,10838,97305,99281,196586
CED147,66510,69979,136486,2456,2662,5111,7138,7814,14957,109,125,236,148,160,305,19,9,26,43,35,73,21,19,31,13,16,22,73,94,171,0,3,3,7559,8268,15829,258,290,545,192,170,364,10466,11390,21855,4088,4186,8272,81066,85552,166617
CED194,1117,690,1808,499,323,827,1682,1644,3327,103,133,237,198,214,414,33,26,62,29,34,68,17,21,39,10,15,16,22,25,50,0,0,0,2092,2117,4204,212,201,413,47,33,86,2858,2673,5527,2347,1601,3950,6321,4965,11284
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
