CED_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
CED134,1360,1367,1195,621,215,44,6632,378,1136,979,895,870,363,97,16,4737,51,159,120,95,73,63,32,7,597,289,576,467,359,246,168,57,4,2165,15,9,4,7,3,3,0,3,53,23,60,49,70,53,26,14,4,292,1122,1367,1283,1241,1296,1106,978,578,8979,3037,7839,6787,6275,6031,3827,2011,827,36634,24,187,191,153,142,71,35,8,823,45,208,203,93,111,57,14,0,736,674,2051,1662,1611,1760,1265,539,152,9725,241,674,526,471,556,363,184,32,3048,279,715,689,727,682,412,221,49,3773,469,1675,1247,1046,1357,888,360,117,7153,274,1286,1244,1191,990,733,283,57,6057,454,2225,2027,1886,1695,902,325,63,9573,471,1542,1326,1250,1109,551,145,28,6417,73,246,169,137,100,93,32,8,872,370,856,704,547,378,277,91,15,3240,25,22,10,7,11,7,0,3,100,42,132,123,159,122,72,45,5,704,2421,2784,2582,2567,2735,2381,1806,909,18195,5871,14612,12697,11848
CED135,4518,2418,1538,713,233,61,14984,642,1886,1793,1284,931,441,148,31,7156,215,686,469,296,141,72,39,6,1918,273,599,538,313,208,85,33,8,2060,20,21,12,11,11,10,10,22,110,47,291,316,150,119,76,33,6,1037,846,1749,1396,773,703,540,404,277,6687,4498,17490,14474,7947,5642,3180,1443,578,55247,356,1252,1162,675,506,331,144,25,4448,1110,4855,4803,1183,422,129,23,0,12530,602,4511,3993,1916,2050,1200,634,206,15116,383,965,867,711,462,246,123,42,3804,50,201,201,139,145,74,38,14,854,823,3415,1984,1227,972,617,254,61,9354,278,1420,1109,937,826,653,329,98,5666,1824,8718,8431,4193,2620,1380,451,127,27738,872,2785,2581,1854,1468,767,281,68,10685,365,1110,778,496,249,134,55,8,3198,478,1170,1105,537,326,161,66,21,3861,41,44,29,26,20,28,12,31,227,101,525,557,269,228,145,62,21,1917,1927,3829,3037,1682,1512,1055,729,482,14247,9216,34808,30624,15850
CED136,2251,2000,1746,1065,403,73,10288,612,1528,1487,1301,1165,572,179,25,6870,145,309,254,178,147,107,58,17,1200,479,998,719,596,339,248,93,13,3477,14,11,3,3,7,6,4,0,45,27,72,69,77,63,52,19,4,376,519,669,578,550,585,766,750,453,4880,3321,8644,8112,7250,6469,4747,2265,784,41589,61,245,300,263,232,217,84,16,1418,96,371,344,219,186,136,29,0,1375,737,2920,2684,2720,2986,2596,1291,263,16198,433,912,827,764,762,607,342,73,4711,143,281,344,328,222,139,76,9,1555,491,1769,1549,1516,1550,1135,481,112,8602,308,1090,1155,1067,991,1132,421,103,6261,858,2901,3213,2894,2544,1734,726,133,15008,788,2005,1926,1717,1506,883,288,54,9166,257,493,408,274,218,167,87,16,1921,647,1387,1127,929,534,386,169,29,5218,25,18,12,10,10,3,6,0,81,49,173,195,219,163,135,73,15,1021,1106,1465,1299,1249,1271,1467,1332,676,9867,5992,16016,15390,14171
CED137,4811,3190,2190,1104,326,131,19668,662,2312,1938,1625,1158,651,206,57,8596,426,1314,806,527,314,116,44,23,3564,295,746,633,409,281,149,54,11,2581,18,20,11,11,22,17,7,5,104,71,238,217,187,131,82,43,11,989,703,1627,1018,620,542,458,409,477,5859,5204,19677,13573,9591,7270,4424,1895,959,62594,388,1186,818,677,647,417,178,43,4356,1590,3365,2661,1179,554,141,29,0,9527,517,3916,2473,1787,1945,1386,674,199,12894,351,1285,933,758,640,337,186,56,4553,41,191,149,128,115,70,22,10,716,885,3715,2074,1572,1366,1004,483,170,11269,330,1611,1096,1045,1060,1031,495,131,6793,2404,12061,8767,5464,3847,2093,676,191,35509,976,3609,2929,2397,1904,1153,383,106,13459,673,2042,1335,790,479,235,69,33,5657,553,1422,1190,652,443,257,92,20,4643,54,46,22,21,38,26,8,6,225,120,461,401,332,235,165,74,29,1826,1723,3867,2476,1407,1143,916,748,727,13002,10612,38765,27330,18214
CED138,1704,1781,1718,1207,470,153,8702,338,1067,1455,1515,1606,1042,268,44,7336,199,727,811,600,421,272,82,17,3131,318,684,648,624,440,326,107,40,3197,20,3,3,6,4,8,8,4,54,24,88,111,132,112,69,32,10,573,681,891,967,941,996,954,955,884,7263,2509,7273,8896,8785,8737,6780,2999,1504,47484,51,274,345,356,318,340,128,35,1833,67,182,269,232,219,166,32,3,1170,338,1147,1367,1471,1965,1991,1124,353,9757,270,1088,1245,1289,1250,936,418,131,6627,137,342,474,519,449,292,107,25,2350,363,1565,1995,1990,2202,1655,652,213,10631,164,966,1423,1519,1675,1885,688,176,8500,536,1940,2719,2735,2610,2077,821,259,13688,454,1468,1991,2159,2245,1691,494,89,10599,324,1083,1229,951,644,449,145,29,4858,448,1071,1143,1020,755,541,187,63,5235,23,11,4,6,8,17,16,0,89,49,154,235,248,218,182,68,25,1173,1412,1812,2012,1936,1974,1937,1694,1375,14158,4630,13094,16450,16439
CED139,1660,1617,1465,935,298,86,7869,425,1152,1095,1119,959,495,123,21,5374,94,238,221,132,126,81,41,10,946,359,695,516,426,297,192,65,23,2575,27,19,14,4,0,0,0,4,75,25,61,62,75,50,45,19,7,343,807,741,718,728,844,875,812,498,6020,3304,7302,6925,6625,6187,4577,2191,931,38039,60,231,222,214,185,167,52,9,1147,83,246,232,142,99,85,13,0,896,735,1967,1650,1686,1818,1442,638,176,10111,403,883,728,589,677,506,219,56,4057,347,696,683,800,749,582,295,72,4223,596,1862,1430,1322,1470,1140,501,172,8485,315,1179,1241,1266,1189,1110,434,132,6876,701,1963,2422,2358,2095,1398,490,113,11526,568,1552,1516,1555,1270,741,210,48,7466,142,363,343,206,197,141,66,13,1474,495,1026,780,639,494,319,140,33,3920,43,37,19,14,10,7,0,7,135,61,144,138,163,148,120,56,14,848,1889,1837,1759,1747,1839,1788,1475,790,13130,6424,13985,13164,12695
CED140,2075,2055,1845,1328,597,158,9805,426,1110,1309,1370,1297,755,259,48,6570,189,435,552,372,262,170,93,30,2093,275,495,533,509,408,275,136,28,2654,13,6,4,4,14,3,3,0,59,14,48,96,113,83,63,22,14,444,389,470,565,504,587,763,842,808,4927,2528,6303,7915,7776,7302,5663,2890,1367,41745,97,270,363,395,316,298,144,27,1915,103,344,590,460,290,149,33,4,1968,297,1078,1424,1750,2144,1858,1183,357,10095,401,899,1052,1092,984,656,351,100,5535,101,275,344,348,268,149,81,21,1589,520,1624,1727,1655,1754,1229,528,178,9212,256,986,1171,1226,1251,1468,589,150,7086,639,2094,3228,3352,2994,2290,1096,256,15951,582,1576,1873,1991,1827,1225,502,81,9655,335,774,889,637,420,301,149,38,3549,413,772,826,788,599,414,209,52,4070,25,21,11,8,18,9,11,5,108,48,121,206,233,190,144,85,23,1044,846,1056,1116,1159,1200,1345,1385,1191,9298,4660,11892,14815,15087
CED141,1940,1868,1622,1117,447,117,9058,497,1182,1288,1251,1058,564,188,37,6059,146,338,335,232,129,97,56,17,1347,287,618,554,462,357,256,81,21,2627,13,0,4,0,10,0,3,0,40,24,37,94,95,63,46,28,4,377,369,468,472,427,463,648,721,451,4014,2544,6715,7566,7118,6371,4724,2415,868,38320,75,271,295,297,268,259,109,16,1588,78,232,344,268,194,93,22,0,1235,476,1727,2078,2273,2685,2461,1454,414,13566,524,1117,1071,1010,913,637,364,109,5743,80,219,259,262,183,117,55,14,1197,435,1733,1739,1719,1611,1098,474,133,8944,266,1016,1310,1306,1362,1344,562,136,7307,682,2091,2949,2877,2446,1804,796,174,13820,650,1605,1734,1747,1423,866,327,66,8413,286,543,508,349,224,137,78,20,2148,399,855,792,694,537,378,154,33,3841,19,9,9,4,15,5,3,6,70,54,101,184,209,152,101,59,15,875,800,1006,1006,1014,1014,1158,1217,726,7948,4816,12528,14280,14027
CED142,5103,2326,1337,624,193,36,20309,973,5114,2764,1560,1209,851,292,62,12821,998,3577,1693,769,508,212,65,16,7838,390,1086,594,309,208,110,37,5,2738,58,33,10,15,19,11,3,0,140,154,456,291,216,139,85,35,10,1389,1128,2633,1331,729,603,502,316,164,7407,7265,29314,15638,7980,5809,3728,1492,447,71676,906,2522,1235,692,506,296,138,37,6336,770,3099,2366,915,399,131,18,0,7689,829,4720,2209,1131,1026,698,381,120,11122,398,2253,1224,664,504,317,135,24,5516,85,402,237,162,111,70,22,9,1098,585,4038,2140,1197,1079,751,321,91,10200,187,1483,982,757,837,815,307,65,5429,3352,16507,10194,4836,2873,1380,434,70,39654,1530,8630,4924,3087,2353,1606,569,109,22800,1537,6207,3365,1617,965,397,127,34,14246,676,2283,1333,780,461,216,75,7,5833,117,83,27,21,21,15,4,3,297,278,860,610,417,275,181,61,23,2699,2330,5703,3117,1842,1468,1119,658,295,16544,13579,58786,33970,18113
CED143,3503,3628,2178,1198,592,177,14605,330,1724,2014,2014,1404,899,414,109,8900,312,1193,1162,845,471,224,103,33,4337,125,320,348,374,212,147,64,28,1611,9,4,9,0,0,10,4,0,46,26,131,169,227,122,87,52,18,826,246,526,482,491,337,303,378,408,3178,2177,9596,10647,10547,7387,4833,2720,1100,49003,191,620,658,762,598,382,233,57,3492,153,482,908,810,546,157,39,0,3094,184,1390,1378,1420,1446,1000,681,244,7742,235,1061,1014,912,695,409,262,91,4669,57,227,231,209,169,79,53,13,1043,307,1586,1458,1417,1345,956,614,266,7939,149,957,972,1027,1050,1096,592,124,5966,916,5162,6642,6939,4474,2514,1262,341,28253,534,2707,3095,3291,2420,1631,803,200,14682,477,1717,1741,1269,701,366,153,54,6476,181,563,609,597,354,208,106,35,2657,14,18,11,0,6,17,7,0,77,48,220,302,390,221,153,88,33,1445,536,1029,1018,945,724,588,641,579,6053,3980,17738,20026,19978
CED144,2809,2070,1364,550,180,63,10861,485,1665,1641,1313,903,362,102,20,6489,244,637,401,307,183,88,26,9,1884,246,571,595,465,245,114,34,16,2281,20,30,20,5,18,11,23,26,145,65,183,186,141,79,37,35,47,779,826,1323,1147,910,719,579,478,443,6427,3870,11243,9660,7377,5120,2714,1275,807,42074,263,699,550,470,417,185,76,26,2693,644,1534,1598,728,322,86,13,4,4930,453,1964,1628,1557,1733,1024,556,222,9141,426,1000,793,737,434,257,125,54,3828,29,136,108,111,112,40,24,0,563,668,2108,1358,897,805,471,194,88,6588,332,1440,1092,957,776,544,231,85,5456,1423,6039,5280,3482,2255,980,318,93,19877,711,2441,2346,1902,1379,669,212,61,9714,400,1072,696,487,293,155,46,16,3167,405,1020,1079,780,433,197,77,19,4012,42,50,33,22,33,23,26,36,272,106,328,366,286,176,103,74,75,1523,1848,3002,2495,1895,1571,1157,934,691,13593,7755,22835,19427,14323
CED145,3209,2524,1443,867,402,147,13467,389,2927,2290,1916,1470,1078,492,128,10675,434,2198,1546,979,554,293,133,62,6205,87,411,320,282,190,148,79,17,1527,9,9,7,9,4,7,10,11,57,51,239,228,270,152,137,68,23,1171,369,1128,740,554,397,416,567,787,4961,2501,14593,10836,8695,6232,4759,2772,1504,51891,198,820,586,459,398,320,195,52,3027,83,484,714,481,260,133,24,5,2183,139,1660,1036,812,796,773,526,203,5946,186,1370,983,758,503,388,175,47,4411,32,182,126,128,102,52,35,17,671,265,2006,1455,1286,1338,1112,748,272,8486,80,871,704,726,850,987,479,134,4823,1167,8113,6569,5249,3133,1875,886,269,27258,602,4728,3796,3331,2577,2037,941,250,18254,619,3144,2367,1489,933,463,193,77,9275,129,654,586,505,325,215,126,27,2565,15,16,13,6,3,11,13,20,95,80,384,379,418,263,176,107,43,1842,813,2269,1581,1104,788,776,937,1173,9447,4396,26698,20891,16761
CED146,3174,2246,1386,592,130,23,10891,639,1719,1632,1206,839,286,49,7,6381,221,446,281,186,89,48,11,4,1285,306,632,688,479,253,143,46,7,2551,9,16,12,10,13,0,0,0,60,70,113,150,146,74,35,3,0,599,840,1092,1185,885,746,575,464,344,6129,4164,10571,10588,7642,5069,2524,950,453,41955,237,548,562,487,346,184,38,8,2408,331,1063,1719,677,260,68,9,0,4116,571,1906,2241,2323,2372,1285,539,97,11327,553,998,847,760,525,251,137,31,4109,49,106,119,129,123,69,13,7,612,767,2088,1636,1196,823,419,104,35,7077,453,1657,1248,1064,759,496,182,39,5902,1204,4301,5346,3674,2269,1003,244,36,18083,919,2388,2180,1662,1189,496,106,19,8954,382,746,515,282,153,87,25,8,2189,409,942,1047,758,403,204,65,11,3847,26,26,19,16,26,6,7,0,130,127,220,300,305,211,97,32,6,1303,1800,2117,2298,1751,1569,1107,887,599,12126,7843,19092,20085,15089
CED147,2107,2072,1710,1209,445,106,10053,651,1498,1560,1453,1218,711,254,34,7387,180,346,337,248,206,166,91,22,1595,444,799,673,547,355,211,107,12,3148,13,8,5,6,11,5,5,3,51,29,64,101,105,82,46,35,10,470,479,580,581,562,549,633,775,591,4745,3254,8015,7992,7506,6564,5014,2595,999,41935,95,271,257,274,242,265,121,26,1548,96,363,456,271,211,107,26,0,1528,547,2040,2051,2418,2850,2317,1202,349,13777,654,1250,1073,1022,820,555,334,92,5799,134,298,291,308,217,159,78,20,1496,542,1674,1558,1441,1436,1141,495,154,8430,284,1307,1195,1113,1114,1170,511,123,6824,821,2681,3126,3020,2493,1955,792,164,15055,844,2040,2160,2018,1621,1112,456,100,10352,299,563,509,377,312,243,126,36,2463,619,1137,1030,876,550,339,200,26,4772,20,17,9,7,11,11,10,3,78,68,149,215,232,170,131,81,27,1078,1062,1187,1228,1216,1134,1215,1412,1017,9474,6080,14966,15156,14599
CED194,84,86,92,40,13,0,455,26,97,52,61,74,38,6,0,352,21,64,26,15,16,8,0,0,158,25,50,26,26,23,19,0,0,162,0,0,0,0,0,0,0,0,4,0,4,3,0,3,3,0,0,21,230,350,305,213,159,77,26,10,1373,375,843,611,522,498,255,66,20,3187,3,46,24,17,17,6,5,0,120,10,37,27,13,17,11,0,0,119,26,130,93,81,129,107,25,3,602,16,75,36,38,49,32,4,0,256,10,27,17,24,24,13,9,0,126,19,97,71,83,66,43,12,0,395,9,39,27,40,48,41,10,0,217,45,170,141,131,132,74,23,0,714,35,144,95,92,114,66,4,0,551,39,88,49,26,26,17,3,0,245,31,82,49,48,38,25,0,0,265,0,3,0,0,0,0,0,0,8,3,17,19,11,19,13,0,0,80,465,780,809,676,484,226,71,21,3539,718,1736,1449,1281
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
