CED_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED111,2548,4793,8396,7924,7981,5592,1172,87,10,38509,2053,1176,1844,1890,2082,4150,6623,4851,2291,26971,220,293,479,407,347,324,321,390,501,3290,4823,6266,10725,10223,10403,10070,8121,5338,2798,68767,707,3279,9854,9450,10101,6343,949,62,3,40743,2498,3780,4877,4842,4307,3875,1346,159,18,25689,964,1460,1783,1294,1073,1015,279,38,3,7902,50,155,253,177,146,107,36,4,0,935,4218,8668,16764,15754,15627,11345,2602,264,26,75267,154,373,485,331,333,253,25,4,0,1949,551,450,317,181,175,190,54,6,0,1920,698,816,805,512,508,444,81,11,0,3872,4910,9486,17565,16268,16134,11792,2681,276,26,79137,4423,2541,3205,2935,3482,7288,12246,8861,3745,48729,430,611,1035,827,769,674,625,699,708,6372,9767,12639,21802,20029,20382,19750,15558,9837,4479,134240
CED112,2761,3379,7285,7699,7968,5968,1330,118,6,36522,1833,912,2062,1983,2204,4081,7581,5261,2369,28282,241,210,539,478,454,424,486,623,673,4121,4835,4505,9879,10166,10622,10472,9392,6007,3055,68927,911,2816,7945,8890,9216,6196,1052,62,0,37105,2830,2478,4157,4664,4508,4154,1369,175,14,24356,990,979,1750,1333,1249,1137,380,46,3,7858,90,131,303,245,222,137,49,23,6,1198,4829,6402,14153,15135,15196,11626,2854,315,29,70527,230,362,466,324,368,283,44,0,4,2083,541,205,212,203,177,202,48,8,0,1598,773,574,678,523,545,494,94,8,8,3681,5599,6972,14837,15653,15735,12115,2944,319,26,74211,3948,1676,3125,3048,3776,6943,13863,9602,3806,49786,491,464,1055,1001,944,844,936,1041,963,7743,10033,9114,19020,19708,20457,19907,17745,10959,4801,131734
CED113,2482,2874,7653,8222,9186,7100,1925,258,25,39723,1468,466,1263,1208,1454,4018,7181,4289,1742,23092,237,226,601,544,569,651,561,422,284,4087,4185,3566,9518,9969,11208,11771,9670,4968,2059,66904,1138,3392,9924,10901,12521,8667,1952,291,24,48808,3115,2159,3998,4080,4369,4944,2251,404,45,25379,283,195,907,672,640,778,279,45,5,3803,105,128,299,270,230,186,89,43,9,1361,4639,5881,15127,15925,17761,14580,4573,777,92,79354,102,173,309,253,292,255,41,5,0,1429,320,125,174,128,151,184,99,7,0,1191,421,296,486,380,443,442,143,10,0,2619,5065,6181,15613,16308,18205,15026,4713,787,92,81967,3176,859,1994,1978,2615,7130,13742,8288,2910,42686,478,456,1242,1105,1194,1387,1197,788,450,8298,8718,7493,18847,19388,22010,23536,19654,9855,3452,132953
CED114,2833,3281,7666,7693,8283,7454,2114,317,29,39669,1854,748,1772,1551,1667,3567,7431,5397,2382,26378,347,342,778,763,718,827,765,701,424,5662,5040,4379,10217,10006,10668,11837,10314,6419,2840,71708,1492,4015,10162,9833,11066,9174,2328,309,29,48407,3273,2078,4158,4495,4222,4945,2391,441,46,26046,271,234,810,493,504,678,289,51,7,3346,158,173,327,238,232,219,124,68,14,1546,5194,6498,15455,15060,16018,15013,5129,869,106,79341,201,264,379,319,321,295,39,4,0,1825,332,185,232,171,146,222,71,0,0,1361,530,449,613,496,466,516,107,6,0,3181,5717,6948,16069,15554,16488,15531,5237,878,108,82521,3835,1269,2599,2371,2897,6099,13966,10007,3880,46914,741,732,1706,1544,1605,1677,1615,1237,713,11572,10298,8948,20376,19463,20990,23306,20824,12114,4701,141007
CED115,1396,3695,7101,5803,5673,4193,821,45,5,28728,3789,2124,4273,4869,5070,6392,6986,3653,1663,38831,331,397,1016,837,676,619,521,478,489,5356,5517,6214,12390,11506,11419,11205,8327,4171,2157,72918,291,2570,8263,6503,6197,4865,959,40,0,29681,1230,2451,3424,3092,2969,2395,698,57,5,16320,596,1294,2039,1623,1653,1530,399,32,3,9167,73,214,419,317,307,178,35,10,0,1555,2185,6528,14146,11532,11127,8969,2089,136,13,56720,136,462,787,625,628,475,59,4,0,3175,433,393,375,291,304,323,53,3,0,2179,574,860,1157,924,929,798,109,4,0,5354,2759,7386,15305,12450,12058,9766,2204,143,12,62077,7795,4251,7501,7918,8653,11147,12868,6860,2745,69746,682,827,2038,1687,1426,1329,1025,866,773,10651,11236,12460,24843,22062,22132,22246,16092,7871,3531,142478
CED116,2332,2456,5839,6473,7327,6951,1719,164,18,33288,1356,552,1455,1424,1892,5480,11134,6855,2829,32986,268,214,504,520,525,632,661,610,399,4327,3958,3222,7799,8418,9742,13064,13508,7629,3249,70598,1006,2540,6789,7369,8364,6440,1210,117,8,33834,2721,1902,3650,4261,4589,5807,2291,299,19,25545,403,264,810,637,671,926,314,29,0,4059,128,126,251,183,214,204,57,30,9,1199,4256,4827,11500,12450,13843,13369,3872,481,41,64638,155,273,320,284,317,278,47,0,0,1683,304,164,187,165,160,318,90,3,0,1396,459,437,511,457,477,594,133,9,0,3074,4721,5270,12008,12907,14316,13965,4001,488,45,67710,2985,1112,2543,2546,3450,9725,21269,13364,4733,61735,566,459,1042,1010,1160,1292,1340,1110,633,8613,8273,6842,15593,16466,18925,24979,26616,14966,5405,138060
CED117,1137,3712,12829,10990,9202,5554,1529,152,10,45101,1643,792,1527,1547,1551,2379,4392,2974,1354,18162,114,255,746,489,375,271,258,238,250,2993,2891,4760,15105,13028,11119,8206,6183,3361,1612,66263,154,2462,16529,15118,12707,6766,1369,94,6,55195,1164,2657,5253,4707,3819,2983,1468,220,14,22280,587,1189,1898,1399,806,757,269,37,0,6943,19,100,296,186,118,91,31,13,0,866,1930,6410,23975,21415,17448,10597,3136,358,20,85290,47,209,570,501,474,364,49,0,0,2213,236,317,356,183,195,173,77,5,0,1539,285,526,926,687,666,535,121,9,0,3754,2217,6934,24906,22099,18114,11128,3259,367,20,89043,3649,1661,2730,2495,2767,4349,7769,5351,2231,33002,215,505,1490,1071,840,712,582,496,407,6313,6069,9095,29123,25666,21719,16191,11617,6214,2659,128354
CED118,2364,4422,11166,14350,9157,5155,1070,42,3,47726,3143,1307,3092,3479,2546,3772,5561,2967,1094,26964,205,295,805,792,469,336,280,191,115,3486,5706,6016,15064,18622,12170,9269,6909,3205,1214,78175,505,3276,13302,20468,12902,6808,1164,42,0,58463,2330,3422,5120,6147,4105,2639,918,85,5,24767,1051,1502,2567,2298,1688,1316,401,26,0,10850,47,221,561,476,224,136,32,10,0,1707,3934,8422,21545,29388,18917,10898,2513,162,13,95788,151,418,728,802,478,359,53,4,0,2985,605,429,395,331,192,183,65,0,0,2208,752,847,1122,1131,672,541,120,6,0,5188,4691,9268,22665,30520,19582,11437,2636,168,13,100976,6779,2852,5316,5566,4295,6135,9941,5594,1783,48259,424,689,1719,1578,970,652,533,358,195,7124,11895,12810,29697,37663,24846,18229,13110,6111,1995,156361
CED119,2358,3361,7094,9039,9077,6061,1354,111,3,38456,2177,636,1206,1566,1567,2959,5522,3740,1399,20767,100,79,267,292,217,177,233,330,565,2268,4636,4079,8565,10899,10865,9197,7110,4182,1965,61496,789,3160,9139,11236,11749,7218,1242,74,4,44618,2431,2439,3011,4848,4490,3744,1434,183,3,22579,1026,1098,1631,1471,1255,1168,420,54,3,8118,47,72,214,201,157,105,37,9,0,840,4287,6775,13993,17754,17654,12231,3127,321,11,76164,74,216,291,261,276,206,17,3,0,1351,396,168,116,133,122,165,45,4,0,1157,470,386,412,392,403,372,64,8,0,2503,4762,7163,14401,18150,18054,12602,3192,332,12,78668,4705,1295,1875,2294,2459,4929,10174,6954,2369,37061,238,239,552,619,499,402,427,597,796,4371,9699,8704,16829,21063,21011,17935,13793,7886,3181,120095
CED120,2942,3746,8545,8908,9005,6533,1636,175,19,41503,2093,704,1910,1778,1898,3640,6627,4004,1582,24237,226,184,511,522,450,439,456,399,329,3517,5261,4633,10967,11211,11358,10609,8722,4576,1927,69263,1424,3958,10362,11062,11651,7836,1713,209,12,48213,2980,2399,4415,4919,4707,4273,1767,287,15,25772,931,900,1909,1357,1171,1171,354,44,4,7833,112,158,379,285,274,197,74,25,6,1505,5451,7409,17066,17618,17798,13467,3914,563,46,83323,188,239,339,281,291,221,37,0,0,1595,381,134,159,169,155,109,39,11,0,1157,568,377,500,451,446,333,76,9,0,2752,6017,7780,17561,18063,18245,13801,3988,574,47,86076,4411,1367,2973,2732,3222,6006,12143,7580,2577,43002,482,428,1051,1057,961,946,901,721,490,7032,10914,9573,21582,21855,22428,20748,17034,8874,3108,136113
CED121,3059,3618,8430,8100,8248,5879,1344,128,16,38832,1695,836,2123,1918,2162,4638,7990,5193,2362,28912,225,223,507,469,439,419,466,468,341,3565,4984,4676,11063,10487,10845,10935,9803,5792,2715,71302,1468,4032,10474,10114,10465,7085,1189,114,3,44952,3179,2482,4671,4806,4655,4131,1521,241,15,25696,538,497,1256,891,799,868,273,24,4,5153,105,159,329,261,249,161,63,21,5,1363,5301,7169,16734,16082,16175,12240,3041,391,33,77165,307,351,480,364,369,313,34,0,0,2224,553,226,270,207,165,218,75,5,0,1720,861,584,757,564,531,532,107,5,4,3943,6160,7756,17485,16645,16714,12769,3152,400,37,81111,3757,1660,3650,3422,3883,7946,15056,9739,3811,52931,505,530,1118,978,928,912,915,828,532,7255,10422,9941,22251,21046,21516,21629,19128,10968,4383,141295
CED122,1709,4873,14897,10992,8998,5779,1508,163,7,48923,2347,1785,2646,2208,2056,3078,5386,4292,1859,25658,172,436,1085,713,457,393,390,395,423,4457,4223,7091,18621,13911,11517,9249,7276,4845,2288,79038,302,3514,18445,14694,11756,6750,1387,113,3,56963,1749,3586,6584,5224,4407,3632,1455,224,22,26876,767,1450,2259,1542,989,885,371,56,5,8321,33,194,590,309,174,138,56,20,5,1527,2853,8747,27884,21775,17324,11400,3264,412,35,93684,63,342,758,459,463,298,57,0,5,2450,351,520,546,243,197,204,50,8,0,2134,411,862,1302,706,665,508,113,12,3,4576,3264,9603,29186,22478,17986,11906,3378,423,37,98261,5111,3859,5168,3611,3541,5479,9563,7660,3124,47118,378,929,2366,1529,1043,862,728,693,628,9147,8753,14389,36721,27612,22576,18246,13670,8778,3791,154528
