CED_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED111,228,4441,266,4939,303,5693,374,6373,704,9756,622,11081,962,8357,486,9809,1556,7945,465,9974,1834,7477,371,9683,965,6132,340,7442,510,3663,328,4496,178,1281,227,1675,7242,54756,3476,65469,268,4266,294,4823,399,5535,329,6266,926,9250,542,10725,1533,8216,476,10223,2329,7681,397,10403,2595,7135,340,10070,1390,6375,359,8121,578,4337,429,5338,111,2164,521,2798,10122,54963,3685,68767,496,8712,559,9767,706,11233,700,12639,1629,19004,1165,21802,2496,16573,959,20029,3885,15627,864,20382,4429,14606,712,19750,2354,12508,698,15558,1084,7998,752,9837,287,3448,744,4479,17368,109716,7158,134240
CED112,249,4637,316,5195,273,4075,258,4608,613,7950,579,9136,997,7936,606,9544,1269,8020,550,9838,1308,7671,460,9435,920,6941,488,8355,570,3925,451,4949,135,1271,336,1744,6333,52434,4042,62810,258,4280,293,4835,323,3927,259,4505,1047,8224,615,9879,1834,7786,542,10166,2250,7863,512,10622,2228,7791,449,10472,1446,7432,516,9392,589,4746,673,6007,105,2211,741,3055,10083,54256,4588,68927,513,8911,609,10033,599,8003,511,9114,1657,16171,1189,19020,2837,15724,1146,19708,3520,15884,1054,20457,3536,15458,905,19907,2370,14367,1008,17745,1162,8674,1122,10959,240,3486,1076,4801,16422,106691,8628,131734
CED113,204,3966,360,4538,213,3438,277,3927,551,7941,835,9333,964,7715,738,9421,1386,8670,742,10800,1735,9195,830,11761,1134,8189,659,9990,483,4002,406,4893,146,1061,187,1394,6825,54177,5046,66046,206,3666,315,4185,258,3054,255,3566,918,7923,670,9518,1533,7819,612,9969,2242,8340,627,11208,2541,8532,701,11771,1553,7518,599,9670,608,3899,454,4968,98,1655,306,2059,9961,52410,4534,66904,415,7627,675,8718,470,6489,529,7493,1474,15866,1505,18847,2507,15529,1358,19388,3631,17016,1366,22010,4274,17727,1537,23536,2688,15710,1258,19654,1087,7905,865,9855,242,2718,491,3452,16777,106589,9583,132953
CED114,232,4486,539,5265,220,3914,440,4573,625,8533,997,10162,960,7628,865,9457,1344,8014,963,10321,1631,8913,921,11469,1148,8445,912,10511,623,4508,567,5702,170,1403,284,1861,6958,55854,6489,69301,285,4278,471,5040,360,3632,384,4379,1104,8258,852,10217,1670,7514,825,10006,2240,7654,772,10668,2805,8173,866,11837,1703,7822,785,10314,709,4956,750,6419,134,2287,421,2840,11007,54573,6134,71708,520,8766,1017,10298,580,7540,822,8948,1729,16791,1850,20376,2629,15145,1686,19463,3582,15670,1735,20990,4433,17086,1786,23306,2854,16266,1703,20824,1329,9467,1315,12114,307,3689,705,4701,17959,110428,12621,141007
CED115,256,4999,464,5723,345,5406,499,6248,973,10358,1122,12455,1140,8443,965,10550,1257,8588,866,10711,1191,9032,809,11037,687,6531,544,7765,315,2979,402,3703,93,1000,280,1376,6253,57344,5963,69560,283,4816,417,5517,477,5278,461,6214,1274,9975,1142,12390,1732,8844,937,11506,2157,8481,777,11419,1964,8523,722,11205,1066,6717,543,8327,344,3331,492,4171,67,1581,504,2157,9371,57558,5988,72918,540,9816,881,11236,820,10682,960,12460,2245,20340,2262,24843,2869,17290,1897,22062,3417,17067,1644,22132,3162,17555,1532,22246,1755,13251,1090,16092,666,6309,900,7871,160,2583,783,3531,15623,114899,11951,142478
CED116,183,3725,402,4316,207,3058,355,3623,545,6398,843,7789,790,6472,785,8046,1248,7132,794,9175,1868,9266,778,11911,1614,10712,775,13103,871,5925,551,7335,235,1688,235,2161,7559,54375,5531,67461,239,3353,369,3958,233,2749,235,3222,833,6417,559,7799,1410,6422,587,8418,2039,7120,588,9742,2948,9444,675,13064,2161,10620,734,13508,925,6062,645,7629,177,2636,434,3249,10970,54818,4816,70598,423,7080,771,8273,441,5805,596,6842,1373,12815,1402,15593,2201,12899,1366,16466,3286,14255,1380,18925,4821,18708,1458,24979,3779,21329,1512,26616,1796,11982,1195,14966,411,4324,676,5405,18524,109194,10346,138060
CED117,122,2940,116,3183,232,3829,281,4335,623,12576,821,14015,924,11067,648,12639,1302,8780,516,10597,1156,6351,478,7982,597,4519,319,5439,268,2322,254,2849,87,811,156,1048,5307,53198,3586,62096,130,2621,140,2891,261,4225,272,4760,883,13394,827,15105,1317,11162,547,13028,2014,8693,410,11119,1799,6117,294,8206,961,4950,279,6183,340,2782,247,3361,60,1301,246,1612,7768,55236,3261,66263,256,5557,262,6069,494,8053,550,9095,1504,25971,1642,29123,2246,22231,1195,25666,3317,17476,923,21719,2951,12457,779,16191,1553,9465,594,11617,605,5107,502,6214,143,2113,403,2659,13071,108436,6851,128354
CED118,235,5635,314,6184,321,5845,625,6789,794,12280,1561,14637,1588,16092,1360,19041,1369,10565,743,12677,1034,7493,440,8964,641,5269,293,6193,289,2437,183,2910,72,612,91,778,6347,66224,5609,78182,258,5163,289,5706,389,5283,346,6016,1181,12928,947,15064,2242,15438,949,18622,1986,9662,524,12170,1514,7384,369,9269,852,5743,321,6909,297,2693,209,3205,46,1054,116,1214,8767,65345,4069,78175,494,10799,601,11895,712,11130,971,12810,1977,25207,2512,29697,3832,31522,2308,37663,3356,20229,1268,24846,2555,14873,802,18229,1487,11011,610,13110,589,5130,398,6111,117,1663,212,1995,15114,131568,9680,156361
CED119,193,4702,160,5064,216,4232,180,4627,502,7436,333,8261,926,8868,373,10163,1354,8465,323,10147,1404,7063,271,8740,790,5660,231,6682,408,3010,290,3706,109,865,236,1211,5900,50295,2399,58597,228,4278,133,4636,228,3740,108,4079,668,7590,307,8565,1577,8990,334,10899,2155,8449,264,10865,2147,6834,213,9197,1129,5727,261,7110,415,3428,338,4182,74,1309,583,1965,8624,50340,2535,61496,420,8979,296,9699,448,7970,287,8704,1170,15020,640,16829,2499,17855,709,21063,3506,16914,591,21011,3551,13898,485,17935,1920,11389,486,13793,821,6436,630,7886,183,2171,820,3181,14520,100638,4937,120095
CED120,223,5077,349,5654,261,4352,332,4939,654,9193,773,10620,1101,8849,700,10645,1405,9005,659,11072,1394,8167,580,10139,971,6836,507,8315,459,3475,365,4298,98,915,162,1177,6569,55860,4422,66853,300,4664,303,5261,333,4072,223,4633,1120,9281,566,10967,1950,8693,564,11211,2363,8489,507,11358,2317,7809,489,10609,1278,6964,480,8722,475,3662,438,4576,64,1513,346,1927,10204,55147,3907,69263,525,9740,649,10914,591,8425,558,9573,1774,18472,1339,21582,3047,17543,1262,21855,3769,17496,1163,22428,3713,15973,1064,20748,2253,13798,989,17034,939,7135,802,8874,164,2426,511,3108,16773,111007,8333,136113
CED121,280,4780,386,5443,259,4516,487,5263,776,9219,1195,11188,1075,8406,1080,10558,1398,8419,854,10672,1698,8299,700,10698,1232,7525,567,9323,589,4162,423,5180,153,1312,205,1666,7462,56636,5898,69996,309,4352,319,4984,378,4041,259,4676,1277,9227,559,11063,1863,8086,537,10487,2407,7946,497,10845,2567,7910,456,10935,1688,7579,532,9803,616,4657,517,5792,114,2238,367,2715,11220,56037,4044,71302,588,9133,707,10422,642,8559,748,9941,2053,18447,1755,22251,2936,16501,1611,21046,3803,16364,1348,21516,4264,16211,1158,21629,2917,15108,1103,19128,1207,8820,940,10968,266,3545,572,4383,18682,112675,9934,141295
CED122,192,4072,262,4527,320,6388,590,7295,680,15851,1561,18095,1049,11587,1064,13702,1484,8770,797,11056,1362,7019,619,8995,659,5288,444,6390,395,3177,354,3931,125,1164,214,1499,6263,63314,5912,75493,182,3830,212,4223,341,6277,479,7091,883,16542,1201,18621,1485,11645,774,13911,2253,8747,521,11517,2022,6817,411,9249,1043,5809,423,7276,553,3890,398,4845,106,1755,427,2288,8874,65314,4844,79038,378,7904,475,8753,660,12667,1061,14389,1565,32388,2767,36721,2534,23238,1841,27612,3732,17522,1321,22576,3378,13834,1030,18246,1703,11098,866,13670,950,7063,759,8778,233,2920,636,3791,15135,128630,10761,154528
CED123,238,5183,429,5844,307,5740,497,6549,838,11787,1229,13856,1331,11302,1126,13756,1341,9264,858,11460,1070,7663,544,9276,774,5750,416,6938,366,2712,320,3399,78,628,165,872,6338,60024,5588,71953,288,5038,337,5663,419,5427,493,6336,1422,12386,1190,15004,2126,10936,999,14059,2157,8805,700,11657,1901,7459,471,9834,1035,6263,451,7746,347,3120,412,3877,56,1145,379,1577,9745,60579,5433,75758,528,10218,761,11509,727,11169,991,12890,2259,24178,2424,28860,3454,22239,2122,27817,3493,18068,1554,23115,2977,15126,1019,19113,1805,12011,867,14685,709,5832,736,7278,139,1771,544,2446,16087,120613,11018,147710
CED124,200,3695,410,4301,203,2670,250,3122,507,5019,446,5974,825,5600,522,6950,1304,7051,590,8943,1780,9139,724,11640,1595,10893,824,13312,894,6242,629,7764,236,1691,309,2237,7536,52000,4701,64236,218,3471,349,4035,249,2429,194,2874,872,5249,510,6628,1474,5711,530,7713,2264,6897,530,9690,3080,9148,624,12861,2193,10341,799,13331,923,6271,721,7914,165,2600,532,3295,11446,52108,4788,68340,411,7164,753,8337,454,5097,440,5989,1377,10272,957,12603,2304,11307,1057,14663,3565,13946,1116,18632,4865,18287,1346,24506,3787,21227,1620,26639,1810,12516,1350,15676,401,4288,841,5529,18985,104109,9483,132575
CED125,272,5730,433,6436,342,5801,432,6576,1032,13106,934,15066,1664,13185,1006,15860,1348,9651,686,11684,1119,8329,507,9952,780,6192,344,7314,349,2573,279,3202,67,516,81,657,6975,65079,4698,76750,352,5413,395,6162,399,5552,416,6368,1821,14211,1039,17070,2514,12461,947,15925,2231,8910,587,11729,1925,8448,493,10863,1136,6557,446,8136,340,2830,351,3517,48,851,199,1104,10759,65233,4875,80872,627,11145,825,12600,746,11350,850,12938,2850,27314,1968,32135,4175,25646,1956,31773,3573,18567,1276,23413,3044,16770,998,20815,1911,12747,789,15452,690,5400,632,6723,119,1364,283,1764,17727,130313,9578,157621
CED126,193,4797,187,5169,202,4009,159,4372,364,6512,350,7233,738,8110,388,9236,1293,9517,389,11194,1546,7823,348,9715,867,6369,287,7528,518,4359,268,5144,151,1438,211,1803,5881,52934,2591,61401,194,4308,174,4669,239,3499,148,3886,531,6493,341,7365,1163,8677,397,10239,2248,9367,397,12007,2368,7451,338,10156,1271,6763,293,8328,636,4988,396,6012,137,2449,469,3058,8787,53982,2953,65719,390,9100,355,9840,442,7504,311,8252,895,13012,696,14602,1900,16790,786,19477,3536,18881,784,23204,3918,15270,686,19874,2141,13133,583,15853,1154,9343,664,11157,293,3884,679,4854,14667,106914,5540,127120
CED127,244,4284,223,4747,201,3653,204,4063,490,7018,414,7928,860,7191,417,8472,1310,7971,415,9694,1424,7759,356,9549,946,6856,323,8113,413,3376,235,4028,114,901,97,1112,6007,49011,2680,57701,230,3881,205,4313,267,3201,138,3608,772,6898,364,8032,1494,7167,361,9029,2271,7781,390,10441,2307,7664,337,10309,1324,7104,330,8759,498,3975,318,4791,76,1542,251,1872,9246,49203,2704,61152,465,8166,423,9058,466,6855,343,7669,1265,13912,780,15957,2363,14359,777,17502,3588,15748,801,20142,3736,15424,695,19851,2268,13958,647,16878,909,7347,560,8817,192,2445,349,2981,15250,98216,5385,118852
CED128,271,5298,422,5987,360,5174,505,6039,949,10511,1107,12567,1284,9468,1031,11774,1371,8516,743,10631,1176,8238,632,10050,706,6112,481,7297,346,3132,307,3787,93,901,162,1157,6549,57345,5392,69289,307,4792,367,5472,461,4730,372,5565,1293,9947,1000,12238,1928,9124,919,11970,2154,8174,702,11026,1908,8074,627,10610,978,6290,472,7734,363,3444,395,4202,56,1476,319,1859,9442,56062,5171,70676,578,10086,792,11462,819,9901,880,11602,2238,20460,2113,24808,3210,18586,1950,23745,3518,16693,1441,21659,3090,16310,1255,20657,1678,12401,951,15028,706,6577,703,7987,156,2377,486,3016,15992,113406,10567,139961
CED129,258,5956,182,6397,295,5090,179,5558,511,8499,363,9373,1350,13325,496,15170,1559,11015,335,12905,1269,7952,237,9462,806,6247,239,7293,430,3486,181,4102,114,905,164,1187,6590,62475,2384,71454,251,5617,146,6010,294,4764,149,5214,812,9139,407,10358,1924,14038,501,16461,2313,10813,329,13461,1851,7910,281,10045,1155,6916,223,8297,449,3853,222,4522,86,1402,218,1707,9145,64449,2474,76072,506,11573,332,12409,588,9849,331,10772,1314,17636,773,19730,3272,27359,998,31629,3872,21828,663,26366,3125,15863,515,19508,1964,13170,458,15586,880,7341,409,8628,209,2303,381,2888,15736,126924,4860,147523
CED130,254,4250,602,5111,245,3527,515,4285,649,7297,912,8865,887,6732,787,8401,1185,7115,848,9159,1523,7848,824,10196,1045,7695,783,9525,600,4220,588,5412,145,1166,264,1572,6531,49863,6121,62522,325,4124,639,5093,312,3504,472,4288,1051,7582,835,9473,1463,6715,766,8942,2053,6893,784,9735,2529,7508,758,10798,1530,7254,720,9509,672,4789,678,6138,124,2029,445,2596,10059,50404,6107,66569,579,8377,1248,10205,555,7028,992,8576,1700,14886,1745,18332,2343,13450,1555,17346,3237,14015,1635,18887,4051,15354,1580,20989,2577,14953,1501,19028,1271,9007,1269,11547,269,3196,707,4170,16592,100267,12231,129088
