UCL_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
UCL115001,173,212,69,10,460,133,7,605,0,0,3,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,8,3,3,9,0,14,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,14,31,0,44,0,0,0,0,0,0,0,0,10,0,0,0,10,31,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,13,32,0,40,0,0,0,0,3,0,0,3,191,216,78,10,493,200,15,706
UCL115002,110,202,58,3,375,48,3,429,0,0,0,0,0,4,0,5,0,0,3,0,3,0,0,3,0,0,3,0,3,3,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,109,202,67,3,377,61,10,449
UCL115003,216,122,64,0,398,145,8,553,0,5,0,0,5,3,0,5,0,0,0,0,3,3,0,5,0,7,3,0,10,3,0,12,0,0,0,0,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,0,0,0,6,16,0,22,6,3,3,0,14,15,3,35,11,0,0,0,14,10,0,16,0,0,0,0,4,0,0,4,29,3,7,0,41,42,3,78,0,0,0,0,0,0,0,0,248,130,71,3,451,192,18,655
UCL115004,121,102,49,4,274,121,3,402,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,6,4,5,0,7,19,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,7,19,0,25,3,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,8,4,0,10,0,0,0,0,0,0,0,0,130,104,52,4,291,155,3,450
UCL115005,122,214,73,4,414,115,31,558,3,0,3,0,9,9,0,16,0,0,0,0,0,0,0,0,3,0,3,0,9,9,3,18,4,0,0,0,4,4,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,4,129,216,76,4,423,127,34,589
UCL115006,261,413,109,4,788,143,12,946,65,0,3,3,75,64,0,137,0,0,0,0,0,0,0,0,65,0,3,3,75,64,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,29,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,9,28,0,35,0,0,0,0,0,0,0,0,332,418,110,6,871,235,12,1122
UCL115007,154,72,27,3,258,132,8,397,4,0,0,0,6,38,0,39,0,0,0,0,0,0,0,0,3,0,0,0,7,38,0,44,0,0,0,0,3,34,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0,37,3,0,0,0,3,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,4,5,3,0,0,10,11,0,15,0,0,0,0,0,3,0,3,166,71,29,3,272,210,12,501
UCL115008,183,157,45,3,392,134,10,534,8,0,0,0,13,11,3,31,0,0,0,0,0,0,0,0,8,0,0,0,13,11,3,31,5,0,3,0,5,22,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,22,3,33,0,0,0,0,0,3,0,6,0,0,0,0,4,6,0,13,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,9,6,3,3,0,8,12,4,25,0,0,0,0,0,0,0,0,201,165,53,3,421,177,17,614
UCL115009,141,69,39,6,256,197,18,469,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,0,0,4,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,3,0,7,3,0,0,0,6,0,0,6,143,70,45,6,265,226,13,506
UCL115010,166,140,67,3,378,114,15,509,6,0,0,0,6,6,0,14,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,18,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,144,71,3,384,155,15,564
UCL115011,130,68,44,3,242,128,12,382,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,0,0,0,0,0,3,0,3,130,68,44,6,254,137,20,407
UCL115012,386,359,222,15,984,399,31,1416,18,6,3,0,29,120,7,154,0,0,3,0,9,14,0,22,18,8,8,0,31,134,7,171,0,0,5,0,9,24,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,24,0,32,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,8,6,0,16,405,369,238,16,1029,562,38,1632
UCL115013,267,283,193,6,757,302,47,1098,5,0,3,0,11,29,4,38,0,3,4,0,10,3,0,9,5,7,11,0,18,30,4,50,0,0,5,0,5,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,5,0,0,5,272,292,212,6,787,336,52,1170
UCL115014,196,98,41,0,344,145,17,501,8,0,3,0,17,24,0,39,11,4,8,0,19,25,0,43,26,3,10,0,33,44,0,87,3,3,0,0,7,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,22,0,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,10,3,0,3,0,9,7,0,13,5,0,0,0,3,4,0,7,231,109,50,3,393,223,17,633
UCL115015,258,164,52,4,477,160,9,646,33,9,0,0,42,55,0,92,4,0,0,0,4,3,0,4,33,9,0,0,39,60,0,100,27,0,0,0,33,22,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,33,22,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,3,4,0,9,10,3,0,0,15,3,0,19,329,178,55,4,566,250,11,826
UCL115016,147,56,46,3,256,163,18,432,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,9,0,0,0,9,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,7,0,11,0,0,0,0,0,0,0,0,152,56,47,6,263,186,18,466
UCL115017,549,348,202,12,1113,602,68,1790,3,3,0,0,12,21,0,30,0,0,0,0,4,8,0,8,4,8,4,0,10,22,0,40,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,6,3,0,7,4,3,0,0,7,5,0,13,563,357,214,12,1141,647,75,1862
UCL115018,255,291,162,12,712,264,15,994,3,3,7,0,14,13,0,24,0,0,0,0,0,0,0,0,3,3,7,0,14,13,0,24,6,0,0,0,11,38,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,38,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,3,0,4,0,0,3,0,0,3,3,4,0,0,10,5,0,11,0,0,0,0,0,27,0,27,263,298,169,11,744,352,15,1106
UCL115019,120,112,46,7,283,138,9,435,5,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,5,0,0,0,5,7,0,10,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,5,0,0,0,0,3,0,0,4,124,118,47,7,296,164,11,473
UCL115020,343,306,110,6,760,166,23,946,6,0,0,0,8,6,0,13,0,0,3,0,5,7,0,10,6,3,4,0,12,14,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,14,6,0,3,26,34,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,0,3,25,34,3,62,0,0,0,0,0,0,0,0,362,308,115,8,799,217,20,1036
UCL115021,135,108,65,3,306,137,12,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,35,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,35,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,139,109,65,3,314,183,17,508
UCL115022,119,137,95,10,360,149,11,518,3,0,0,0,6,13,0,16,0,0,0,0,0,0,0,0,3,0,0,0,6,13,0,16,3,0,3,0,8,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,26,0,30,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,8,3,0,0,0,3,3,0,8,10,0,3,0,9,0,0,10,135,144,105,10,387,187,10,582
UCL115023,111,213,56,0,383,77,8,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,111,214,56,0,386,77,8,475
UCL115024,128,113,53,0,296,136,10,448,3,4,0,0,11,9,0,18,4,0,0,0,4,0,0,4,8,4,5,0,12,9,0,26,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,4,0,7,134,121,62,0,319,160,16,494
UCL115025,253,312,106,9,680,175,19,871,11,8,19,0,41,31,0,79,3,0,3,0,9,4,3,10,18,9,22,0,52,40,3,92,0,3,3,0,3,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,268,328,127,9,732,234,22,989
UCL115026,221,189,74,4,489,158,11,657,51,8,11,0,68,89,3,160,4,0,4,0,9,11,0,21,55,9,9,0,78,99,3,173,3,4,12,0,16,14,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,16,14,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,8,3,0,11,280,198,101,3,584,271,16,872
UCL115027,107,96,57,4,258,96,22,379,7,0,8,0,17,17,0,38,0,5,10,0,13,9,0,28,8,7,18,0,36,29,4,60,12,0,25,0,40,99,13,149,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,0,42,104,14,154,10,3,3,0,10,27,4,40,4,0,4,0,9,5,0,13,0,0,0,0,0,0,0,0,8,5,5,0,15,6,0,22,19,6,7,0,33,34,5,74,0,0,3,0,4,4,0,11,145,110,107,4,369,265,40,679
UCL115028,130,89,57,5,274,109,15,400,3,0,0,0,5,3,3,10,0,0,0,0,0,0,0,0,3,0,0,0,5,3,3,10,0,3,0,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,5,0,9,0,0,0,0,0,4,0,4,3,0,5,0,9,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,5,0,14,9,0,23,0,0,0,0,0,0,0,0,136,89,64,3,295,129,16,445
UCL115029,394,192,97,8,688,289,17,992,0,3,0,0,3,9,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,15,0,0,0,0,0,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,4,3,0,3,3,0,0,0,3,3,0,4,398,194,96,8,698,323,17,1033
UCL115030,226,226,67,8,526,143,22,685,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,6,0,0,3,0,6,3,0,8,0,0,0,0,0,0,0,5,227,228,68,8,531,157,23,710
UCL115031,297,511,84,3,892,120,16,1027,4,0,0,0,5,3,0,9,0,3,3,0,4,0,0,9,4,4,5,0,11,4,0,15,4,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,3,0,0,3,4,0,4,0,0,0,0,0,0,0,0,304,515,84,9,909,129,16,1055
UCL115032,115,254,72,8,448,77,3,521,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,254,72,8,451,77,3,529
UCL115033,294,353,125,5,781,197,28,1001,11,3,3,3,17,15,0,33,0,0,0,0,0,0,0,0,11,6,3,3,14,15,0,35,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,302,361,131,7,801,216,32,1043
UCL115034,408,285,115,11,818,265,24,1109,0,0,3,0,3,3,0,11,8,0,3,0,12,12,3,31,7,0,10,0,18,17,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,14,3,0,0,0,3,0,0,3,421,288,122,11,844,300,27,1166
UCL115035,110,181,42,0,336,40,3,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,187,42,0,334,46,3,379
UCL115036,151,110,81,6,343,209,11,560,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,3,0,3,24,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,8,0,9,0,3,0,0,6,5,0,13,0,0,0,0,0,0,0,0,155,114,90,3,355,239,14,611
UCL115037,335,364,126,8,832,338,27,1191,5,0,0,0,10,14,0,22,0,0,0,0,0,0,0,0,5,0,0,0,10,14,0,22,12,3,7,0,27,75,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,27,75,3,99,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,3,0,14,9,3,0,0,10,7,0,21,0,0,0,0,0,0,0,3,359,368,136,8,883,434,24,1344
UCL115038,119,177,66,3,360,76,8,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,125,173,66,3,364,80,14,457
UCL115039,255,241,146,18,663,292,20,976,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,4,0,12,29,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,12,29,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,13,0,4,0,0,9,3,0,12,0,0,0,0,0,0,0,0,265,247,153,16,681,331,19,1036
UCL115040,188,157,66,11,418,127,6,555,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,4,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,195,163,68,11,432,151,7,591
UCL115041,251,177,130,16,574,287,10,869,4,0,0,0,6,36,0,35,3,0,0,0,5,0,0,5,8,4,0,0,10,32,0,45,8,5,3,0,8,26,3,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,10,30,3,44,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,9,4,0,0,0,5,5,0,16,4,0,0,0,8,3,0,16,275,189,136,16,609,360,10,981
UCL115042,186,151,153,14,500,238,22,764,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,6,3,7,39,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,7,44,0,57,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,3,6,0,6,0,0,0,0,0,4,0,5,189,149,158,14,516,293,29,830
UCL115043,141,195,66,3,401,82,20,505,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,0,0,3,5,0,7,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,5,0,0,0,0,0,3,0,3,145,197,69,3,408,94,22,524
UCL115044,263,183,78,11,534,258,17,807,4,3,0,0,14,43,0,52,0,0,0,0,0,3,0,4,9,3,0,0,14,45,0,59,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,4,3,0,0,0,7,3,0,7,0,0,0,0,0,0,0,0,272,188,77,11,554,313,17,880
