UCL_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL115004,0,4,7,7,9,0,30,0,0,0,3,0,0,3,10,10,6,5,3,0,26,19,7,19,3,5,0,53,3,0,9,0,3,0,19,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,9,28,25,54,11,30,0,151
UCL115005,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,3,0,3,9,0,0,0,9,9,3,6,0,0,0,21,32,0,7,0,3,0,39,29,0,8,0,0,0,39,13,0,5,0,0,0,17,3,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,96,8,42,0,4,3,156
UCL115006,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,10,0,18,3,0,0,0,5,0,12,8,0,0,0,0,0,9,19,0,0,0,0,0,20,44,0,11,0,0,0,60,15,0,7,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,96,3,29,3,25,0,157
UCL115007,0,0,7,0,11,0,17,0,0,4,0,0,0,4,12,0,15,0,0,0,31,17,0,15,0,0,0,35,19,0,6,0,0,0,26,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,52,0,63,0,14,3,135
UCL115008,0,0,3,0,0,0,9,0,0,0,3,0,0,4,0,0,4,0,3,0,9,26,0,12,0,6,0,34,14,0,10,0,3,0,31,23,0,7,0,4,0,33,23,0,6,0,0,0,27,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,99,0,47,3,17,0,170
UCL115009,0,0,0,0,0,4,7,4,3,3,0,0,0,9,6,3,12,0,3,0,27,29,0,19,0,0,0,50,13,0,6,0,0,0,21,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,59,7,55,3,7,7,132
UCL115010,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,0,6,0,0,0,21,31,0,6,0,0,0,36,14,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,0,26,0,7,0,94
UCL115011,0,0,3,0,5,0,9,0,0,0,3,0,0,8,3,4,12,0,0,0,24,8,4,12,0,4,0,32,0,3,4,0,0,0,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,25,15,38,3,10,3,95
UCL115012,0,3,9,0,0,3,18,0,13,0,3,0,0,16,4,41,3,7,0,4,56,18,32,12,0,0,0,63,24,7,14,3,0,0,51,52,14,14,3,3,0,88,137,12,36,3,0,0,196,54,0,7,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,0,0,0,23,292,139,97,20,7,14,576
UCL115013,0,0,10,0,3,5,13,0,0,0,0,0,0,0,0,15,0,3,0,0,20,4,4,11,3,0,0,22,0,0,3,4,0,0,9,8,0,14,3,0,0,29,56,5,39,3,0,3,109,68,0,49,0,0,0,122,14,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,167,27,125,21,6,5,354
UCL115014,0,0,3,0,0,5,15,0,0,0,0,3,0,3,4,11,6,0,0,0,18,7,0,5,0,0,0,13,9,0,18,0,0,0,26,22,3,11,0,0,0,37,35,3,7,0,0,0,46,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,13,60,3,9,9,170
UCL115015,0,0,0,0,3,3,6,0,0,0,5,0,0,5,0,3,0,0,3,0,4,4,0,0,0,0,0,6,0,0,7,0,0,0,4,3,0,6,0,0,0,4,10,0,3,0,0,0,15,30,0,6,0,0,0,40,14,0,8,0,0,0,22,10,0,0,0,0,0,10,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,77,3,36,9,9,7,132
UCL115016,0,0,0,0,0,3,7,5,0,0,0,0,0,5,7,3,16,3,0,0,29,16,0,17,0,0,0,32,12,0,3,0,0,0,19,7,0,4,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,44,9,6,8,113
UCL115017,0,0,8,0,3,5,18,0,3,0,0,0,0,3,0,3,11,0,0,0,13,7,10,4,3,0,0,25,15,0,10,0,0,0,28,26,3,16,3,3,0,43,105,3,18,0,0,0,122,104,4,22,0,0,0,133,33,0,0,0,0,0,34,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,14,298,23,97,9,10,5,440
UCL115018,0,0,3,0,3,6,12,0,3,3,0,0,0,10,17,19,0,0,0,0,33,31,7,7,0,0,0,42,39,4,13,0,0,0,55,73,8,23,0,3,0,105,56,0,8,0,0,0,64,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,231,40,65,0,11,8,351
UCL115019,0,0,5,0,8,3,11,0,0,3,0,3,0,12,3,0,4,0,0,0,17,10,3,18,3,3,0,32,8,0,21,0,0,0,36,6,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,26,5,65,9,17,4,127
UCL115020,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,3,0,0,0,4,3,0,10,0,0,0,12,24,0,7,0,0,0,36,65,0,13,0,0,0,81,23,0,0,0,0,0,28,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,129,0,39,0,6,0,178
UCL115021,0,0,4,0,0,4,11,0,0,0,0,0,0,0,3,4,4,6,0,0,18,14,5,5,0,0,0,25,8,0,8,0,3,0,22,19,0,8,0,0,0,32,4,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,50,6,45,13,12,4,125
UCL115022,0,15,6,0,41,8,74,0,4,0,0,4,0,9,0,9,6,4,9,0,27,19,26,12,9,4,0,64,10,7,14,0,0,0,35,5,8,10,3,4,0,22,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,13,41,73,58,18,67,8,256
UCL115023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,16,0,4,0,0,0,25,9,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,12,0,0,0,47
UCL115024,0,0,5,0,0,3,6,0,0,0,0,0,0,0,3,5,3,0,0,0,10,3,4,4,0,0,0,12,3,0,7,0,0,0,7,21,4,6,0,0,0,31,36,0,15,0,0,0,50,17,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,89,7,42,0,4,8,156
UCL115025,0,0,4,0,0,3,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,3,0,0,0,7,14,0,9,0,0,0,15,30,0,12,0,0,0,40,120,0,9,0,0,0,130,80,0,15,0,0,0,89,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8,249,0,56,0,4,3,314
UCL115026,0,0,3,0,0,7,14,0,0,0,0,0,0,7,0,0,0,0,0,0,8,6,0,7,0,0,0,11,5,0,10,0,0,0,12,23,0,10,0,0,0,37,24,0,14,0,0,0,37,28,0,11,0,3,0,35,7,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,99,0,70,6,3,12,184
UCL115027,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,0,0,9,10,12,10,3,0,0,37,15,0,7,0,0,0,22,16,3,12,0,4,0,32,45,0,12,0,0,0,63,48,0,19,0,0,0,65,22,0,9,0,0,0,29,3,0,10,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,162,27,85,8,12,0,293
UCL115028,0,0,3,0,3,7,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,4,0,17,9,0,8,0,0,0,14,22,0,4,0,0,0,23,17,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,51,0,34,0,13,4,104
UCL115029,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,5,4,0,0,0,0,0,4,9,0,0,0,0,0,11,23,0,8,0,0,0,35,32,0,7,0,0,0,37,9,0,5,0,0,0,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,88,0,26,0,3,4,128
UCL115030,0,0,5,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,6,5,0,6,0,0,0,13,17,0,11,0,0,0,24,17,0,8,0,0,0,25,14,0,4,0,0,0,17,13,0,0,0,0,0,12,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,73,0,40,3,3,4,122
UCL115031,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,4,0,6,8,0,0,0,0,0,12,33,0,11,0,0,0,48,46,0,9,0,0,0,50,34,0,3,0,0,0,37,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,136,0,38,0,6,3,190
UCL115032,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,13,0,3,0,0,0,14,25,0,3,0,0,0,26,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,18,0,0,0,59
UCL115033,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,11,3,0,7,0,0,0,13,23,0,5,0,3,0,31,90,0,15,0,0,0,110,89,0,16,0,0,0,106,9,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,226,6,57,4,3,4,300
UCL115034,4,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,5,0,0,0,0,0,10,12,0,8,0,0,0,26,85,0,13,0,10,0,100,100,0,14,0,0,0,112,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,10,220,4,48,3,13,4,284
UCL115035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,13,0,8,0,0,0,20,8,0,3,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,8,0,0,0,46
UCL115036,0,3,0,0,6,7,16,0,0,0,0,0,0,0,8,14,6,0,0,0,25,30,3,19,0,3,0,59,7,3,11,0,3,0,24,16,0,8,0,3,0,30,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,20,57,0,14,9,166
UCL115037,3,4,5,10,35,9,65,0,8,3,3,9,3,29,12,25,5,0,33,3,79,31,15,15,8,88,0,158,33,11,10,3,4,0,62,52,4,14,0,3,0,65,50,0,8,0,3,0,62,16,0,0,0,0,0,15,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,3,23,199,68,73,27,180,17,554
UCL115038,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4,5,0,7,0,0,0,11,36,0,0,0,0,0,41,12,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,67,0,14,0,0,3,86
UCL115039,0,5,10,3,13,8,45,0,7,0,0,0,0,8,4,22,14,8,0,0,45,22,29,33,30,5,0,122,19,8,19,3,4,0,55,29,0,27,0,8,0,63,5,0,7,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,13,86,69,124,43,38,10,367
UCL115040,0,0,3,0,0,3,13,0,4,0,0,0,0,6,5,0,3,0,0,0,11,4,0,11,0,0,0,12,7,0,11,0,0,0,22,24,0,6,0,0,0,34,10,0,13,0,0,0,21,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,55,5,45,0,5,8,130
UCL115041,0,0,8,6,0,3,18,0,0,0,4,0,3,10,19,15,19,3,6,0,64,59,20,33,3,3,0,124,35,13,17,0,4,0,73,23,5,6,0,0,0,35,3,0,4,0,4,0,6,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,13,146,62,88,18,19,13,350
UCL115042,0,3,9,0,15,4,35,0,0,0,0,5,0,4,0,12,15,3,0,0,38,14,31,30,13,5,3,92,17,8,12,4,3,0,42,13,3,22,0,5,0,42,0,0,6,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,0,16,50,60,94,21,43,13,273
UCL115043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,3,0,0,0,10,0,0,5,0,0,0,10,4,0,3,0,0,0,8,26,0,16,0,0,0,40,59,0,9,0,0,0,68,12,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,107,0,41,3,0,3,156
UCL115044,0,0,8,3,0,0,17,0,0,4,0,0,0,5,10,3,8,3,4,0,24,9,7,6,0,0,0,24,25,4,15,0,0,0,39,31,4,11,0,0,0,49,26,0,12,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,101,18,66,8,8,3,201
UCL115045,0,0,7,0,0,5,16,0,0,0,5,0,0,5,3,0,3,8,0,0,14,11,0,9,3,3,0,23,5,0,20,0,0,0,28,40,3,17,0,0,0,59,77,0,26,0,0,3,110,67,0,11,0,0,0,76,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,210,3,95,13,7,9,333
UCL115046,0,0,0,0,0,0,6,0,4,3,0,0,0,5,3,4,5,0,0,0,17,15,0,8,0,0,3,21,14,0,8,0,0,0,25,9,0,4,0,0,0,11,5,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,4,32,5,5,4,99
UCL115047,0,0,6,0,0,0,6,0,0,0,0,0,0,6,0,0,5,3,0,3,16,10,3,12,3,0,0,23,7,0,9,0,0,0,16,23,0,15,0,0,0,31,31,3,4,0,0,0,42,7,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,76,12,56,7,3,4,159
UCL115048,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,3,0,0,0,21,4,0,3,0,0,0,13,18,0,7,0,0,0,25,38,0,12,0,0,0,49,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,3,31,0,6,3,133
UCL115049,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,5,3,0,0,0,11,3,0,11,0,0,0,14,9,0,7,0,0,0,13,14,0,15,0,0,0,32,8,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,39,6,52,0,3,0,110
UCL115050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,5,3,0,4,0,0,0,7,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,15,0,0,0,30
UCL115051,0,0,3,0,0,0,13,0,3,0,0,0,0,7,5,15,7,0,0,0,21,8,12,9,0,0,3,28,15,0,11,0,0,0,28,22,5,21,0,0,0,47,38,0,12,0,3,0,60,11,0,3,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,101,31,76,3,8,6,223
UCL115052,3,3,3,0,3,3,18,0,0,0,0,3,0,3,0,41,11,4,3,0,58,27,23,6,3,3,0,60,25,9,10,0,0,0,46,54,7,14,4,0,0,80,66,14,14,0,0,0,103,29,0,6,0,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,209,105,76,10,22,4,421
UCL115053,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,3,0,0,9,0,0,7,0,0,0,7,0,0,0,0,0,0,0,11,0,4,0,10,0,25,56,0,12,0,4,0,78,98,0,14,0,0,0,116,45,0,7,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,49,4,16,0,294
UCL115054,0,0,15,3,4,7,25,0,3,0,0,0,0,3,3,3,11,3,0,0,24,37,11,10,9,0,0,62,26,3,14,5,4,0,50,64,8,34,0,0,0,103,93,5,26,0,3,3,123,54,0,10,0,3,0,68,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,294,27,120,18,18,8,480
