UCL_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
UCL112003,0,3,0,0,0,0,4,106,0,17,30,22,3,0,0,4,0,0,0,0,0,0,11,91,0,0,0,3,5,15,12,5,0,0,0,0,0,0,3,53,0,0,0,0,3,7,19,5,0,0,0,0,13,9,5,69,0,0,3,5,4,4,3,0,0,0,4,0,0,0,0,23,0,0,0,15,11,13,10,0,0,0,0,0,4,8,4,65,0,13,10,3,5,0,3,0,0,0,0,0,0,0,0,32,0,37,39,13,12,7,9,3,4,0,0,0,0,0,3,133,5,14,22,65,151,111,78,34,3,7,0,3,5,0,21,510,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,10,0,0,0,5,23,36,16,17,0,0,6,8,6,8,7,125,0,4,4,12,28,19,5,0,0,0,0,0,0,0,0,81,0,0,3,9,8,0,7,0,0,0,0,0,3,5,0,37
UCL112004,0,0,0,0,0,0,3,60,0,22,18,22,5,0,3,0,0,0,0,0,0,0,3,84,0,0,0,7,3,0,5,3,0,0,0,0,3,0,0,25,0,0,0,0,5,7,9,3,0,0,3,0,0,0,3,23,0,0,0,14,0,3,3,0,0,0,0,0,0,3,0,18,0,0,0,7,0,4,0,3,0,0,0,0,0,0,3,23,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,24,0,44,25,16,4,0,3,0,0,0,0,0,0,0,3,102,3,13,31,48,88,53,36,14,5,5,0,3,0,0,15,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,11,6,18,0,0,4,0,5,3,4,56,0,3,4,6,13,3,0,0,0,0,0,0,0,0,0,35,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,24
UCL112005,0,0,0,0,0,0,0,15,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,3,0,7,5,0,0,0,0,0,0,0,4,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,6,0,0,0,4,0,3,0,0,0,0,0,0,33,0,0,4,20,31,34,37,22,5,3,0,6,0,0,30,204,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,10,18,12,6,3,5,0,7,0,3,7,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112006,11,9,0,0,0,0,3,114,0,39,29,16,0,3,0,8,0,0,0,0,0,0,5,104,0,0,0,0,0,7,12,11,3,3,0,3,3,0,4,40,0,0,0,0,0,6,8,3,0,0,0,0,0,4,0,21,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,10,0,4,3,10,9,7,3,10,0,7,6,9,15,3,4,96,0,16,7,0,0,0,0,0,0,0,0,0,0,0,3,28,0,55,41,15,15,0,6,3,0,0,0,0,0,0,5,146,0,3,29,84,172,104,121,62,4,18,10,0,19,11,26,669,0,0,0,0,0,3,0,3,0,3,6,18,9,8,0,66,0,0,0,3,24,33,37,35,20,11,3,11,13,7,11,213,0,3,8,4,4,3,4,3,0,0,0,0,3,0,0,37,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,18
UCL112007,5,0,0,0,0,0,0,31,0,13,7,7,0,0,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,3,3,12,0,0,5,3,4,10,0,45,0,0,9,3,3,3,0,0,0,0,0,0,0,0,0,22,0,0,0,4,4,5,7,5,0,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,12,3,0,0,3,0,0,3,0,0,0,0,0,38,5,4,14,32,41,51,47,29,12,18,7,3,6,0,5,272,0,0,0,0,0,0,3,14,10,11,5,6,13,8,5,70,0,0,0,0,9,14,24,58,10,18,19,18,14,0,4,181,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,16
UCL112008,0,5,3,5,0,0,0,26,0,7,13,8,0,0,0,0,0,0,0,0,3,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,3,0,0,0,14,23,6,64,0,0,0,4,0,0,0,3,0,0,0,0,0,0,12,23,0,0,0,7,3,3,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,15,0,0,4,0,0,0,0,0,0,0,0,3,46,0,8,8,30,53,35,31,17,10,4,5,7,3,0,29,228,0,0,0,0,0,0,0,12,0,0,0,8,0,3,0,24,0,0,0,3,13,21,9,27,10,3,4,10,7,9,4,125,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9
UCL112009,0,3,3,0,0,0,0,30,8,44,29,10,6,3,3,0,0,0,0,0,0,0,7,114,0,0,0,0,0,3,7,9,0,0,0,0,0,0,0,26,0,0,0,0,0,6,3,8,0,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,10,0,0,0,0,0,0,0,24,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,17,4,8,0,4,0,0,0,0,0,0,0,3,55,3,4,13,34,88,56,49,14,12,5,0,0,0,0,10,284,0,0,0,0,0,3,5,4,3,0,8,0,0,0,0,22,0,0,0,0,14,26,27,21,3,3,14,7,9,0,3,134,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8
UCL112010,0,0,0,0,0,0,0,0,0,3,11,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112011,0,0,0,0,0,0,0,25,0,12,18,12,3,4,0,0,0,0,3,0,0,0,5,55,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,3,4,6,0,4,0,3,0,0,0,22,0,0,0,4,3,0,0,0,0,0,0,0,0,0,11,20,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,22,0,16,10,8,0,0,0,0,0,0,0,0,0,0,0,34,0,55,33,6,12,4,11,0,0,0,0,0,0,0,0,120,3,3,16,44,97,50,57,23,4,3,5,3,14,0,33,365,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,15,0,0,0,0,26,41,34,18,3,13,4,10,13,3,16,174,0,4,0,4,5,3,0,0,0,0,0,0,0,0,3,20,0,0,0,4,0,0,3,3,0,0,0,0,0,0,4,13
UCL112012,5,3,0,0,3,0,0,45,0,12,33,26,0,6,0,0,0,0,5,0,0,0,5,86,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,12,0,0,0,0,0,6,12,14,0,0,7,3,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,4,3,7,4,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,19,11,4,0,0,0,0,0,0,0,0,0,0,79,0,4,12,43,64,48,55,43,9,12,4,10,3,9,14,338,0,0,0,0,0,0,5,10,4,5,0,0,7,7,0,37,0,0,0,5,18,31,25,43,7,15,10,9,11,0,4,178,0,15,3,0,4,0,0,3,0,0,0,0,0,0,3,34,0,0,0,0,0,3,0,6,0,0,5,0,0,0,0,16
UCL112013,8,8,3,3,9,3,3,130,0,15,23,21,3,0,0,4,0,3,0,0,0,0,7,74,0,0,0,3,0,3,8,4,0,3,0,0,3,0,3,37,0,0,0,0,0,0,8,15,3,0,0,3,0,5,0,39,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,3,15,5,7,3,3,0,0,0,0,0,0,44,0,21,17,4,0,0,0,0,0,0,0,0,0,0,3,48,0,85,39,14,19,10,8,4,0,0,0,0,0,0,7,174,3,16,39,98,168,94,128,56,8,12,16,4,4,6,23,683,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,0,3,3,23,29,31,28,13,5,8,19,5,0,8,174,0,4,4,3,4,3,3,4,0,0,0,0,0,0,0,26,0,4,3,0,3,0,0,6,0,0,0,0,0,0,0,22
UCL112014,3,3,3,0,0,0,3,38,0,6,3,10,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,8,5,3,0,6,52,47,37,159,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,0,5,5,0,0,4,3,3,0,0,33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25,7,4,0,0,0,0,0,0,0,0,0,0,0,32,3,3,9,34,56,40,27,26,11,17,4,9,0,3,8,244,0,0,0,0,0,0,3,14,0,0,5,0,0,0,0,21,0,0,0,0,4,23,19,72,4,43,55,53,45,14,12,357,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,16,0,0,0,3,4,0,9,6,0,0,3,4,10,3,0,40
UCL112015,7,18,3,0,0,0,0,69,0,11,16,4,0,0,0,0,0,0,0,0,0,3,3,42,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,17,0,0,0,0,5,7,9,14,3,6,0,3,12,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,9,8,11,15,7,5,4,3,6,4,3,6,91,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,39,27,10,3,0,5,0,0,0,0,0,0,0,0,86,3,3,18,40,53,37,52,36,15,13,7,15,9,6,13,328,0,0,0,0,3,0,5,6,5,9,3,8,9,0,4,62,0,0,0,0,7,27,18,41,13,34,54,86,58,14,8,357,0,4,0,0,4,0,0,0,0,5,0,0,0,0,3,20,0,0,0,0,4,0,0,7,0,0,6,0,0,0,0,25
