UCL_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL115048,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,35,0,0,0,0,30,40,0,0,0,0,40,37,0,0,0,0,37,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,0,8,162,0,0,0,0,167
UCL115049,7,0,0,0,0,11,5,0,0,0,0,5,4,0,0,0,0,4,12,0,0,0,0,10,6,0,0,0,0,6,29,0,0,0,0,29,21,0,0,0,0,21,12,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,108,0,0,0,0,111
UCL115050,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,10,0,0,0,0,7,13,0,0,0,0,13,26,0,0,0,0,30,38,0,4,0,0,35,30,0,0,0,0,30,23,0,0,0,0,23,11,0,0,0,0,11,4,0,0,0,0,4,174,0,3,0,0,182
UCL115051,10,0,0,0,0,10,8,0,0,0,0,8,11,0,0,0,0,11,20,0,0,0,0,20,25,0,0,0,0,26,57,0,0,0,0,60,45,0,0,0,0,45,32,0,0,0,0,28,7,0,0,0,0,7,4,0,0,0,0,4,4,0,0,0,0,4,14,0,0,0,0,14,228,0,0,0,0,234
UCL115052,15,0,3,0,0,18,3,0,0,0,0,6,9,0,0,0,0,8,12,0,0,0,0,12,15,0,0,0,0,21,51,3,4,0,0,61,56,0,0,0,0,57,42,0,0,0,0,39,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,8,19,0,0,0,0,15,232,12,8,3,0,255
UCL115053,10,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12,16,0,0,0,0,16,58,3,0,0,0,60,110,0,0,0,3,113,147,0,0,0,0,147,36,0,0,0,0,43,18,0,0,0,0,18,10,0,0,0,0,10,15,0,0,0,0,15,447,3,0,0,3,451
UCL115054,3,4,0,0,0,8,8,3,0,0,0,10,5,3,0,0,0,10,12,3,0,0,0,19,3,3,0,0,0,6,19,14,3,0,0,40,27,7,0,0,0,32,37,6,0,0,0,41,9,3,0,0,0,17,14,4,0,0,0,16,8,0,0,0,0,4,3,0,0,0,0,5,151,55,11,0,0,214
UCL115055,6,8,0,3,0,10,6,0,0,0,0,7,0,3,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,6,4,6,0,0,0,15,17,3,0,0,0,15,11,3,0,0,0,18,3,5,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,11,70,25,0,7,0,106
UCL115056,15,0,0,0,0,15,17,0,0,0,0,17,13,0,0,0,0,12,41,0,3,0,0,43,24,0,0,0,0,25,49,0,0,0,0,49,10,0,0,0,0,10,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,173,0,3,0,0,183
UCL115057,4,0,0,0,0,4,6,0,0,0,0,6,11,0,0,0,0,11,16,0,0,0,0,16,32,0,0,0,0,29,88,0,3,0,0,89,79,0,0,0,0,79,50,0,0,0,0,47,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,286,0,6,0,3,295
UCL115058,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13,17,0,0,0,0,17,30,0,0,0,0,30,16,0,0,0,0,16,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,109,0,0,0,0,108
UCL115059,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,11,0,0,0,0,11,10,0,0,0,0,10,28,0,0,0,0,28,25,0,0,0,0,25,69,0,0,0,0,69,44,0,0,0,0,44,23,0,0,0,0,23,6,0,0,0,0,4,8,0,0,0,0,8,227,0,0,0,0,231
UCL115060,9,0,0,0,0,9,8,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,10,9,0,0,0,0,10,10,0,3,0,0,15,12,0,0,0,0,17,36,4,3,0,0,43,30,6,3,0,0,32,26,0,3,0,0,27,15,3,0,0,0,17,10,0,0,0,0,10,163,11,12,0,0,189
UCL115061,22,0,0,0,0,19,9,0,0,0,0,11,3,0,0,0,0,3,15,0,0,0,0,15,27,0,0,0,0,25,52,4,0,0,0,52,50,3,3,0,0,57,108,8,3,0,0,120,65,0,0,0,0,70,74,0,0,0,0,74,25,0,0,0,0,26,26,0,0,0,0,26,474,13,6,0,0,497
UCL115062,6,0,0,0,0,6,13,0,0,0,0,13,17,0,0,0,0,17,32,0,0,0,0,32,28,0,0,0,0,27,50,0,0,0,0,53,33,0,0,0,0,33,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,215,0,0,0,0,212
UCL115063,16,0,0,0,0,16,4,0,0,0,0,4,5,0,0,0,0,5,15,0,0,0,0,15,17,0,0,0,0,17,37,0,0,0,0,37,78,0,0,0,0,78,123,0,0,0,0,123,69,0,0,0,0,69,39,0,0,0,0,39,20,0,0,0,0,20,25,0,0,0,0,25,439,0,0,0,0,439
UCL115064,10,0,0,0,0,10,5,0,0,0,0,9,10,0,0,0,0,10,10,0,0,0,0,10,26,0,0,0,0,22,56,0,0,0,0,52,39,0,0,0,0,39,23,0,0,0,0,23,10,0,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,200,0,0,3,0,201
UCL115065,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14,34,0,0,0,0,34,94,0,0,0,0,94,103,0,0,0,0,103,87,0,0,0,0,87,25,0,0,0,0,25,15,0,0,0,0,15,381,0,0,0,0,381
UCL115066,11,0,0,0,0,11,4,0,0,0,0,4,9,0,0,0,0,10,9,0,0,0,0,10,4,0,0,0,0,4,16,0,0,0,0,16,31,0,0,0,0,31,29,0,0,0,0,29,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,11,0,0,0,0,11,129,0,0,0,3,133
UCL115067,16,0,0,0,0,15,20,0,0,0,0,20,10,0,0,0,0,10,26,0,0,0,0,28,36,0,0,0,0,36,46,0,0,0,0,41,30,0,0,0,0,30,14,0,0,0,0,14,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,207,0,0,0,0,211
UCL115068,16,0,0,0,0,16,6,0,0,0,0,6,16,0,0,0,0,16,13,0,0,0,0,13,17,0,0,0,0,17,91,0,0,0,0,91,91,0,0,0,0,94,99,0,0,0,0,104,31,0,0,0,0,31,19,0,0,0,0,19,10,0,0,0,0,10,27,0,0,0,0,27,433,0,0,0,0,432
UCL115069,4,0,0,0,0,4,11,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,8,19,0,0,0,0,19,47,0,0,0,0,50,49,0,0,0,0,48,42,0,0,0,0,42,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,204,0,0,3,0,207
UCL115070,12,0,0,0,0,12,3,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,10,14,0,0,0,0,14,35,0,0,0,0,35,47,0,0,0,0,47,54,0,0,0,0,54,18,0,0,0,0,18,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,207,0,0,0,0,207
UCL115071,10,0,0,0,0,8,8,0,0,0,0,10,10,0,0,0,0,10,17,0,0,0,0,17,26,0,0,0,0,26,45,0,0,0,0,46,26,0,0,0,0,26,21,0,0,0,0,25,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,10,177,0,0,3,3,188
UCL115072,12,0,0,0,0,12,12,0,0,0,0,12,3,0,0,0,0,3,16,0,0,0,0,14,27,0,0,0,0,32,56,0,0,0,0,60,41,0,0,0,0,36,14,0,0,0,0,14,7,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,199,0,0,0,0,204
UCL115073,13,0,0,0,0,18,16,0,0,0,0,18,20,0,0,0,0,20,39,0,0,0,0,39,45,0,0,0,0,45,43,0,0,0,0,49,31,0,0,0,0,28,12,0,0,0,0,12,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,241,3,0,3,0,251
UCL115074,15,4,0,0,0,17,14,0,0,0,0,13,4,0,0,0,0,7,10,0,0,0,0,10,12,0,0,0,0,12,31,3,0,0,0,40,32,3,0,0,0,32,36,0,0,0,0,41,15,0,0,0,0,15,11,0,0,0,0,11,5,0,0,0,0,5,11,0,0,0,0,10,192,18,3,0,0,212
UCL115075,7,0,0,0,0,7,11,3,0,0,0,12,16,0,0,0,0,16,36,0,0,0,0,36,32,0,0,0,0,32,36,0,0,0,0,42,18,0,0,0,0,18,7,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,4,10,0,0,0,0,10,176,3,0,0,3,184
UCL115076,10,0,0,0,0,10,9,0,0,0,0,9,7,0,0,0,0,7,5,0,0,0,0,5,20,0,0,0,0,20,63,0,0,0,0,63,105,0,0,0,0,105,114,0,0,0,0,117,36,0,0,0,0,36,10,0,0,0,0,10,11,0,0,0,0,11,19,0,0,0,0,19,417,0,0,0,0,413
UCL115077,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,11,0,0,0,0,11,20,0,0,0,0,20,17,0,0,0,0,18,11,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,77,0,0,0,0,78
UCL115078,4,0,0,0,0,4,8,0,0,0,0,8,10,0,0,0,0,10,14,0,0,0,0,14,19,0,0,0,0,19,37,0,0,0,0,37,24,0,0,0,0,24,10,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,145,0,0,0,3,149
UCL115079,19,0,0,0,0,16,8,0,0,0,0,9,3,0,0,0,0,3,10,0,0,0,0,10,39,0,0,0,0,39,96,3,0,0,0,103,83,0,0,0,0,82,32,0,0,0,0,32,15,0,0,0,0,16,7,0,0,0,0,7,4,0,0,0,0,4,10,0,0,0,0,10,325,3,0,0,0,334
UCL115080,12,0,0,0,0,13,5,0,0,0,0,5,5,0,0,0,0,8,0,0,0,0,0,3,3,0,0,0,0,5,17,3,0,0,0,21,20,0,0,0,0,21,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,77,8,5,3,0,94
UCL115081,5,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,4,0,3,0,0,8,5,3,7,0,0,15,12,12,14,0,0,39,24,6,8,0,0,37,26,4,3,0,0,31,5,0,3,0,0,8,4,0,0,0,0,3,3,0,0,0,0,0,11,0,3,0,0,11,92,30,39,0,5,172
UCL115082,6,0,0,0,0,6,8,0,0,0,0,8,5,0,0,0,0,5,15,0,0,0,0,18,19,0,0,0,0,19,54,3,0,0,0,55,39,0,0,0,0,42,18,0,0,0,0,18,12,0,0,0,0,12,6,0,0,0,0,6,5,0,0,0,0,5,11,0,0,0,0,11,193,7,0,0,0,197
UCL115083,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,32,0,0,0,0,28,24,0,0,0,0,24,22,0,0,0,0,24,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,128,0,0,0,0,127
UCL115084,18,0,0,0,0,18,14,0,0,0,0,15,18,0,0,0,0,18,40,0,0,0,0,40,66,0,0,0,0,66,142,3,0,0,0,144,68,0,0,0,0,70,51,0,0,0,0,54,9,0,0,0,0,9,11,0,0,0,0,11,3,0,0,0,0,3,25,0,0,0,0,25,467,3,0,0,4,469
UCL115085,6,0,0,0,0,6,10,0,0,0,0,10,9,0,0,0,0,9,10,0,0,0,0,14,15,0,0,0,0,15,18,0,0,0,0,20,9,0,0,0,0,9,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,0,8,94,0,0,0,3,97
UCL115086,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,10,0,0,0,0,11,4,0,0,0,0,4,27,0,0,0,0,27,28,0,0,0,0,29,28,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,129,0,3,3,0,138
UCL115087,5,0,0,0,0,5,9,0,0,0,0,9,3,0,0,0,0,3,13,0,0,0,0,13,31,0,0,0,0,31,71,0,0,0,0,66,49,0,0,0,0,49,25,0,0,0,0,25,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,225,0,0,0,0,223
UCL115088,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,10,22,0,0,0,0,22,19,0,0,0,0,19,31,0,0,0,0,35,27,0,0,0,0,28,21,0,0,0,0,21,13,0,0,0,0,13,5,0,0,0,0,5,169,0,0,0,0,172
UCL115089,16,0,0,0,0,13,17,0,0,0,0,17,14,0,0,0,0,14,28,0,0,0,0,24,24,0,0,0,0,25,62,0,0,0,0,62,65,0,0,0,0,63,23,0,0,0,0,23,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16,262,0,0,3,4,272
UCL115090,9,0,0,0,0,8,0,0,0,0,4,5,9,0,0,0,7,10,10,0,0,0,3,11,11,0,0,0,3,15,20,0,0,0,3,23,4,0,0,0,3,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,24,95
UCL115091,16,0,0,0,0,20,9,0,0,0,0,6,14,0,0,0,0,14,14,0,0,0,0,14,19,0,0,0,0,23,46,4,0,0,0,51,76,3,0,0,0,75,95,0,0,0,0,95,31,0,0,0,0,31,15,0,0,0,0,15,10,0,0,0,0,11,10,0,0,0,0,12,342,13,0,0,0,355
UCL115092,20,4,0,0,0,20,10,0,0,0,0,9,3,0,0,0,0,8,14,0,0,0,0,21,18,3,0,0,0,21,47,0,0,0,0,48,73,0,0,0,0,69,59,0,0,0,0,63,21,0,0,0,0,21,5,0,0,0,0,5,8,0,0,0,0,8,7,0,0,0,0,10,288,9,0,0,0,298
UCL115093,8,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,3,9,0,0,0,0,14,4,0,0,0,3,13,11,0,0,0,0,11,7,0,0,0,0,7,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,62,0,0,3,9,75
UCL115094,7,0,0,0,0,6,14,0,0,0,0,14,12,0,0,0,0,11,23,0,0,0,0,23,28,0,0,0,0,28,62,0,0,0,0,62,48,0,0,0,0,49,23,0,0,0,0,25,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,3,12,0,0,0,0,12,243,0,0,0,0,250
UCL115095,15,0,0,0,0,21,6,0,0,0,0,6,6,0,0,0,0,5,12,0,0,0,0,13,23,0,0,0,0,20,37,3,0,0,0,45,31,0,0,0,0,37,23,3,0,0,0,24,8,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,169,13,3,3,0,184
UCL115096,17,0,0,0,0,19,7,0,0,0,0,7,3,0,0,0,0,7,8,0,0,0,0,8,15,0,0,0,0,15,41,0,0,0,0,44,39,0,0,0,0,40,48,0,0,0,0,49,11,0,0,0,0,11,11,0,0,0,0,11,9,0,0,0,0,9,10,0,0,0,0,10,217,5,0,0,0,229
UCL115097,11,0,0,0,0,11,13,0,0,0,0,13,8,0,0,0,0,8,25,0,0,0,0,25,32,0,0,0,0,32,48,0,0,0,0,51,27,0,0,0,0,27,9,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,6,0,0,0,0,6,193,0,0,3,3,200
UCL115098,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,33,0,0,0,0,33,15,3,0,0,0,20,28,0,0,0,0,28,10,0,0,0,0,9,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,125,3,0,0,0,127
UCL115099,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,17,0,0,0,0,17,20,0,0,0,0,20,52,0,0,0,0,52,37,0,0,0,0,35,25,0,0,0,0,25,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,13,0,0,0,0,13,191,0,4,0,0,197
UCL115100,6,0,0,0,0,10,10,0,0,0,0,11,10,0,0,0,0,10,16,0,3,0,0,15,16,0,0,0,0,16,58,0,3,0,8,68,49,0,0,0,0,54,39,0,0,0,0,36,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,17,0,0,0,0,19,230,3,8,0,7,252
UCL115101,21,0,0,0,0,21,13,0,0,0,0,13,10,0,0,0,0,10,18,0,0,0,0,16,13,0,0,0,0,16,69,0,5,0,0,70,46,0,0,0,0,45,75,3,0,0,0,79,27,0,0,0,0,30,15,0,0,0,0,19,4,0,0,0,0,4,18,0,0,0,0,16,330,6,5,0,0,350
UCL115102,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,9,31,0,0,0,0,26,38,0,0,0,0,38,72,0,0,0,0,72,67,0,0,0,0,67,94,0,0,0,0,94,33,0,0,0,0,33,8,0,0,0,0,8,380,0,0,0,0,381
UCL115103,24,3,0,0,0,26,9,0,3,0,0,11,7,0,0,0,0,7,17,0,0,0,0,19,19,0,0,0,0,21,56,3,0,0,0,53,52,3,0,0,0,57,36,0,3,0,0,41,10,0,0,0,0,10,7,0,3,0,0,11,3,0,3,0,0,5,14,0,0,0,0,14,249,18,12,0,0,282
UCL115104,19,0,0,0,0,19,24,0,0,0,0,24,20,0,0,0,0,20,44,0,0,0,0,52,77,0,0,0,0,77,107,0,0,0,0,107,50,0,0,0,0,50,22,0,0,0,0,24,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,16,0,0,0,0,16,398,4,0,0,0,400
UCL115105,18,0,0,0,0,19,20,0,0,0,0,20,16,0,0,0,0,16,31,0,0,0,0,35,56,0,0,0,0,57,107,0,0,0,0,107,59,0,0,0,3,59,35,0,0,0,0,35,8,0,0,0,0,10,8,0,0,0,0,8,8,0,0,0,0,8,14,0,0,0,0,14,373,4,0,0,4,376
UCL115106,9,0,0,0,0,9,11,0,0,0,0,11,4,0,0,0,0,4,17,0,0,0,0,17,24,0,0,0,0,24,47,0,0,0,0,47,26,0,0,0,0,26,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,166,0,0,0,0,166
UCL115107,8,0,0,0,0,8,5,0,0,0,0,5,7,0,0,0,0,8,16,0,0,0,0,16,27,0,0,0,0,27,80,0,0,0,3,86,66,0,0,0,6,73,32,0,0,0,0,30,12,0,0,0,3,14,4,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,272,0,0,0,16,289
UCL115108,32,0,0,0,0,39,16,0,0,0,0,15,17,0,0,0,0,17,21,0,3,0,0,24,36,0,0,0,0,33,93,7,4,0,0,98,82,3,0,0,0,90,123,0,3,0,0,122,40,4,0,0,0,44,27,0,0,0,0,31,8,0,0,0,0,8,28,0,0,0,0,35,522,19,17,0,6,563
UCL115109,21,3,0,0,0,27,8,0,0,0,0,8,7,0,0,0,0,7,18,4,0,0,0,27,18,3,0,0,0,20,60,3,3,0,0,60,92,3,0,0,0,99,80,0,0,0,3,82,20,0,0,0,0,20,7,0,0,0,0,14,0,0,0,0,0,0,15,0,0,0,0,18,349,14,8,0,11,379
UCL115110,8,0,0,0,0,8,6,0,0,0,0,6,7,0,0,0,0,7,15,0,0,0,0,15,14,0,0,0,0,14,41,0,0,0,0,41,34,0,0,0,0,34,17,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,163,0,0,0,0,163
UCL115111,8,0,0,0,0,12,4,4,0,0,0,11,3,3,0,0,0,4,5,0,0,0,0,6,7,3,0,0,0,6,21,4,0,0,0,32,35,3,0,0,0,35,19,0,0,0,0,19,5,0,0,0,0,5,12,0,0,0,0,8,7,0,0,0,0,3,3,0,0,0,0,4,132,24,0,0,0,151
UCL115112,16,0,0,0,0,13,10,0,0,0,0,10,4,0,0,0,0,4,13,0,0,0,0,16,17,0,0,0,0,17,53,4,0,0,0,56,61,5,0,0,0,69,133,3,0,0,0,140,87,4,0,0,0,90,62,0,3,0,0,60,26,0,0,0,0,26,13,0,0,0,0,13,498,19,9,0,0,519
UCL115113,11,0,0,0,0,11,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,12,0,0,0,0,13,25,0,0,0,0,25,41,0,0,0,0,39,82,0,0,0,0,82,86,0,0,0,0,86,117,0,0,0,0,113,64,0,0,0,0,64,21,0,0,0,0,22,464,0,0,0,0,468
UCL115114,8,0,0,0,0,12,10,0,0,0,0,10,13,0,0,0,0,14,20,0,0,0,0,19,30,0,0,3,0,33,61,0,0,14,4,76,29,0,0,7,4,44,12,0,0,4,0,15,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,192,0,0,31,10,237
UCL115115,7,0,0,0,0,7,15,0,0,0,0,15,12,0,0,0,0,12,25,0,0,0,0,25,37,0,0,0,0,37,71,0,0,0,0,70,48,0,0,0,0,48,18,0,0,0,0,18,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,5,252,0,0,0,0,253
UCL115116,19,0,0,0,0,21,7,3,0,0,0,4,6,0,0,0,0,8,18,3,0,0,0,18,16,0,0,0,0,17,25,21,0,0,0,44,45,17,0,0,0,65,95,22,0,0,0,119,58,7,0,0,0,64,51,3,0,0,0,51,13,3,0,0,0,22,26,0,0,0,0,31,371,83,3,0,0,456
UCL115117,6,0,0,0,0,6,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,15,0,0,0,0,15,29,0,0,0,0,29,40,0,0,0,0,40,46,0,0,0,0,46,28,0,0,0,0,28,14,0,0,0,0,14,8,0,0,0,0,8,10,0,0,0,0,10,213,0,0,0,0,213
UCL115118,15,0,0,0,0,20,11,0,0,0,0,11,16,0,0,0,0,16,25,0,0,0,0,30,40,0,0,0,0,39,96,0,0,0,0,102,111,0,0,0,0,111,98,3,0,0,0,102,38,0,0,0,0,38,22,0,0,0,0,19,8,0,0,0,0,8,16,0,0,0,0,16,498,6,3,0,3,509
UCL115119,14,0,0,0,0,19,7,0,0,0,0,13,9,0,0,0,0,9,14,0,0,0,0,14,34,0,0,0,0,34,86,6,4,0,0,94,117,0,0,0,0,117,126,0,3,0,0,132,72,0,0,0,0,73,51,0,0,0,0,54,15,0,0,0,0,15,28,0,0,0,0,28,585,6,10,0,4,602
UCL115120,14,0,0,0,0,14,4,0,0,0,0,6,3,0,3,3,0,10,8,0,0,0,0,8,7,0,0,0,0,12,33,0,0,0,0,41,54,3,0,0,0,56,81,0,0,0,0,84,31,0,0,0,0,31,20,0,0,0,0,25,6,0,0,0,0,6,9,0,0,3,0,19,275,16,9,10,0,309
UCL115121,18,0,0,0,0,18,10,0,0,0,0,10,15,0,0,0,0,15,24,0,0,0,0,24,37,0,0,0,0,37,89,3,0,0,0,93,117,0,0,0,0,117,168,0,0,0,0,166,126,0,0,0,0,126,107,0,0,0,0,107,47,0,0,0,0,47,47,0,0,0,0,47,802,0,0,0,0,799
UCL115122,3,0,0,0,0,7,5,0,0,0,0,5,6,0,0,0,0,6,4,0,0,0,0,4,6,3,0,0,0,5,11,0,0,0,0,18,16,0,0,0,0,16,28,4,0,0,0,30,13,0,0,0,0,19,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,103,16,3,0,0,123
UCL115123,17,0,0,0,0,17,5,0,0,0,0,5,3,0,0,0,0,3,13,0,0,0,0,13,16,0,0,0,0,16,32,0,0,0,0,32,25,0,0,0,0,25,28,0,0,0,0,29,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,161,0,0,0,0,164
UCL115124,11,0,0,0,0,11,6,0,0,0,0,11,8,0,0,0,0,8,6,0,0,0,0,5,11,0,0,0,0,11,24,0,0,0,0,20,39,3,0,0,0,41,82,3,0,0,0,82,37,3,0,0,0,38,13,0,0,0,0,9,6,0,0,0,0,6,10,0,0,0,0,14,254,10,0,0,0,269
UCL115125,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,5,0,0,0,0,5,18,0,0,0,0,18,16,0,0,0,0,16,33,0,0,0,0,33,12,0,0,0,0,15,32,0,0,0,0,32,28,0,0,0,0,28,4,0,0,0,0,4,172,0,0,0,0,176
