UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL115039,6,43,52,1437,50,1586,0,0,0,95,0,99,11,0,0,3,0,14,0,0,0,0,0,0,3,4,0,3,0,9,36,22,32,887,35,1014,19,0,5,0,0,26,0,0,0,0,0,4,3,3,0,64,0,77,4,0,3,15,3,22,3,0,0,0,0,0,7,0,0,0,0,7,5,12,4,202,0,222,0,3,4,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,6,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,133,4,152,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,42,8,7,17,0,66,9,3,0,46,236,290,140,69,69,2275,312,2864
UCL115040,3,38,27,752,20,836,0,0,0,9,0,11,4,0,0,8,0,11,0,0,0,0,0,0,6,3,0,8,3,18,34,22,17,502,12,588,0,0,0,0,0,0,0,0,0,4,0,7,0,4,3,64,3,74,3,0,0,3,0,5,0,0,0,0,0,0,5,0,0,0,0,10,6,3,4,217,8,240,3,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,11,5,155,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,3,10,0,35,0,3,0,21,151,170,72,62,44,1335,188,1699
UCL115041,5,40,35,1214,25,1321,0,0,3,25,0,35,15,0,3,12,0,30,0,0,0,0,0,0,9,3,3,7,0,21,65,46,25,805,20,958,5,0,3,0,0,9,8,0,4,0,0,11,10,5,3,71,3,95,6,0,0,6,0,6,3,0,0,0,0,6,11,4,0,0,0,12,10,3,10,225,15,263,12,0,4,15,0,29,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,9,7,178,7,224,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,0,8,0,6,29,3,12,10,0,58,0,0,0,17,222,237,177,85,65,1945,267,2537
UCL115042,3,21,18,1244,31,1318,0,0,0,40,0,41,3,0,3,9,0,17,0,0,0,0,0,0,3,0,0,3,0,6,14,15,11,682,24,752,0,0,0,0,0,0,0,0,0,6,0,6,9,0,0,48,0,60,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17,9,8,3,167,11,197,3,4,0,17,0,30,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,4,4,3,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,7,98,3,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,9,18,3,0,9,0,27,0,0,0,33,372,409,90,38,27,1814,436,2409
UCL115043,12,53,36,569,14,676,0,0,0,12,0,17,4,0,0,0,0,11,0,0,0,7,0,11,10,4,0,3,0,13,83,46,36,515,9,686,4,0,3,0,0,8,0,0,9,8,0,14,10,3,4,46,0,63,0,0,0,5,0,7,0,0,0,0,0,0,23,3,3,0,0,29,6,4,10,161,3,190,10,3,0,33,0,45,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,7,3,0,5,8,0,18,3,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,22,13,8,131,3,181,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,17,40,4,3,9,0,60,6,0,0,9,76,90,208,91,79,1080,98,1550
UCL115044,4,39,29,837,10,926,0,0,0,8,0,8,4,0,0,3,0,8,4,0,0,0,0,4,7,0,3,14,0,23,67,35,37,740,15,888,0,0,0,0,0,3,0,0,0,10,0,15,7,6,3,45,3,62,3,0,0,0,0,3,3,0,0,0,0,4,6,0,0,0,0,6,15,13,9,330,3,370,4,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,12,6,0,0,0,0,6,4,5,0,3,0,10,3,0,0,0,0,3,0,0,0,0,0,3,21,7,14,169,3,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,0,14,13,9,0,9,0,30,0,0,0,31,124,151,148,77,57,1679,154,2105
UCL115045,16,131,85,1298,32,1564,0,0,0,30,0,31,20,0,0,7,0,24,0,0,3,0,0,6,15,3,7,13,0,46,205,119,76,1011,41,1456,5,0,0,0,0,7,8,0,0,6,0,21,26,16,10,85,3,137,17,0,0,0,0,18,3,0,0,0,0,11,0,0,0,0,0,4,47,20,25,317,10,421,24,7,4,35,0,84,6,0,0,0,0,6,4,3,0,0,0,5,0,0,0,0,0,0,20,0,4,8,0,33,4,3,7,0,0,14,13,3,7,0,0,18,12,4,0,0,0,18,0,0,0,0,0,3,33,27,18,229,4,310,0,0,0,0,0,0,3,0,3,0,0,9,10,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,9,8,0,8,0,25,67,19,13,26,3,123,0,0,0,24,254,278,483,223,156,2283,341,3482
UCL115046,3,24,21,452,6,513,0,0,0,6,0,10,0,0,0,0,0,6,3,0,0,0,0,3,11,0,0,0,0,10,50,25,17,325,18,443,4,0,3,0,0,6,0,0,0,0,0,3,13,3,3,85,0,110,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,12,10,0,104,3,121,6,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,9,0,3,3,0,15,3,0,0,0,0,3,0,0,0,0,0,0,17,7,3,105,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,10,21,3,4,8,0,35,3,0,4,4,72,83,125,46,36,819,107,1133
UCL115047,13,64,47,657,23,797,0,0,0,24,0,23,3,0,0,10,0,10,6,0,0,0,0,10,15,9,0,0,0,24,145,73,35,527,16,800,0,0,0,0,0,0,0,0,0,7,0,5,19,4,3,53,3,85,3,0,0,3,0,8,0,0,0,0,0,0,10,0,0,0,0,10,26,19,7,195,4,251,8,3,3,9,0,21,6,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,7,0,4,0,0,11,13,0,0,4,0,18,6,0,0,0,0,10,42,17,10,135,8,219,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,13,43,9,9,19,3,88,5,0,0,22,143,174,315,122,73,1228,197,1937
UCL115048,11,26,20,643,27,714,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,7,0,3,0,11,44,24,16,441,7,537,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,53,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,123,3,138,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,10,7,78,7,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,11,13,0,4,3,0,22,0,0,3,15,63,84,83,41,33,1059,95,1311
UCL115049,5,46,24,386,10,474,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,3,0,11,57,45,31,368,10,517,0,0,0,0,0,0,4,0,0,3,0,5,8,6,0,43,0,52,0,0,0,3,0,4,3,0,0,3,0,7,3,0,0,0,0,3,8,11,0,108,0,129,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,3,0,10,4,0,3,0,0,4,14,10,6,79,0,113,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,25,8,10,10,0,46,5,0,0,7,36,42,129,78,54,740,46,1042
UCL115050,10,47,27,376,3,467,0,0,0,3,0,3,0,0,0,4,0,4,10,4,0,0,0,9,8,0,0,6,0,13,68,43,24,315,8,462,0,0,3,0,0,3,0,0,0,3,0,7,7,4,3,31,0,47,4,3,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20,3,3,78,3,107,13,7,5,17,0,42,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,3,14,0,0,3,0,17,0,0,0,0,0,0,3,0,0,0,0,5,3,0,3,3,0,11,3,0,0,0,0,7,15,5,0,90,0,112,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,39,5,3,13,0,60,0,0,0,4,41,46,194,84,40,677,58,1060
UCL115051,4,46,32,930,27,1030,0,0,0,6,0,7,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,4,41,51,30,827,25,968,5,0,0,0,0,3,0,0,0,0,0,0,10,7,0,81,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,3,216,10,255,3,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,4,0,13,0,0,0,0,0,0,22,10,9,160,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,12,5,3,16,0,39,0,0,0,32,158,199,105,87,46,1705,214,2159
UCL115052,15,75,42,1138,31,1308,0,4,0,25,3,28,9,0,0,10,0,24,11,3,0,0,0,13,30,3,0,5,0,42,155,80,54,897,31,1226,11,0,0,0,0,18,4,3,0,6,0,17,37,8,7,90,3,133,12,0,0,3,0,15,0,3,0,0,0,9,6,0,0,3,0,7,22,16,10,269,7,334,6,8,0,21,0,35,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,7,0,16,13,0,0,5,0,15,7,0,6,7,0,20,3,0,0,3,0,7,4,0,0,3,0,9,37,18,13,241,8,316,4,0,0,0,0,3,4,0,0,0,0,4,3,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,3,0,11,0,18,70,14,3,34,5,131,0,0,0,20,243,267,413,153,98,2069,314,3041
UCL115053,13,74,91,1278,16,1465,0,0,0,5,0,5,90,0,4,4,0,93,0,0,0,0,0,6,12,7,6,18,0,35,93,84,80,1087,10,1351,37,0,3,0,0,38,0,4,0,7,0,12,19,9,6,133,0,164,4,0,0,3,0,10,0,0,0,4,0,6,106,0,4,0,0,104,16,29,15,458,7,519,10,8,0,53,0,70,0,0,0,0,0,0,8,0,3,0,0,10,0,0,0,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,4,10,3,10,0,18,7,0,0,6,0,21,0,0,0,4,0,5,28,11,17,329,10,391,0,0,0,0,0,3,4,0,0,0,0,4,6,0,0,13,0,14,21,0,0,0,0,21,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,7,0,14,189,16,20,26,0,251,5,0,0,27,121,153,593,147,139,2436,154,3471
UCL115054,15,72,63,1111,42,1298,0,0,0,3,0,3,10,0,0,7,0,24,0,0,0,0,0,0,18,6,6,12,0,39,86,70,67,871,35,1134,5,0,4,4,0,14,0,0,0,4,0,3,5,13,6,95,0,122,4,0,0,5,0,20,3,0,0,3,0,5,3,0,0,3,0,4,18,17,18,330,8,388,3,0,0,49,3,55,0,0,0,0,0,0,5,0,0,5,0,11,0,0,0,0,0,0,7,0,0,0,0,4,3,4,0,3,0,11,6,3,0,0,0,14,3,0,0,0,0,7,0,0,0,0,0,0,32,22,20,259,8,336,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,0,18,25,13,6,30,0,72,4,3,0,45,196,242,208,143,113,2107,268,2843
UCL115055,8,44,38,445,10,543,0,0,0,4,0,4,3,0,0,4,0,8,0,0,0,0,0,0,11,0,3,0,0,18,103,47,33,491,16,688,0,0,0,0,0,0,10,0,0,3,0,12,18,0,0,26,0,50,6,0,0,9,0,11,3,0,0,0,0,3,0,0,0,0,0,0,28,14,12,159,3,212,8,3,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,3,3,0,3,0,14,3,0,0,0,0,4,3,0,0,0,0,4,25,22,4,124,0,172,0,0,0,0,0,0,11,0,0,0,0,11,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,5,0,16,31,8,5,15,0,62,0,0,0,15,216,233,243,89,61,980,240,1614
UCL115056,10,49,33,715,17,820,0,0,0,0,0,3,3,5,0,0,0,9,0,0,0,0,0,0,12,0,0,4,0,23,61,49,33,580,20,738,8,0,0,0,0,8,5,4,0,3,0,13,5,9,0,56,3,76,0,0,0,0,0,3,0,0,0,0,0,4,10,0,0,4,0,9,16,3,4,200,9,226,11,8,0,27,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,7,0,0,4,0,20,3,0,0,0,0,3,0,0,0,0,0,0,16,15,10,160,0,204,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,9,29,7,4,29,0,71,5,0,0,30,156,193,176,98,53,1361,199,1888
UCL115057,3,69,56,906,15,1053,0,0,0,16,0,19,18,0,0,0,0,23,0,0,0,0,0,0,13,5,4,20,0,41,88,51,37,716,7,904,18,0,7,7,0,24,9,0,0,12,0,22,12,13,7,81,3,115,0,3,0,5,0,12,0,0,0,0,0,4,21,0,0,0,0,23,9,5,9,229,0,253,6,5,0,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,3,0,0,0,0,3,3,4,3,0,0,14,3,0,0,6,0,8,3,0,0,0,0,4,23,18,17,188,3,248,0,0,0,0,0,3,5,0,0,0,0,10,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,3,4,0,12,86,10,11,23,5,126,3,0,3,29,89,121,260,105,89,1656,116,2231
UCL115058,4,27,17,506,10,570,0,0,0,11,0,10,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,37,25,10,451,7,527,6,0,0,0,0,11,0,0,0,6,0,8,6,0,0,21,0,27,0,0,0,3,0,5,0,0,0,0,0,0,11,0,0,0,0,12,11,10,5,117,0,140,0,0,3,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,11,7,0,77,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,3,0,11,0,22,3,0,0,10,45,54,93,46,28,905,60,1136
UCL115059,8,55,41,482,12,598,0,0,0,3,0,3,3,0,0,0,0,8,0,0,0,0,0,0,13,0,3,10,0,20,75,44,41,401,15,572,3,0,0,0,0,3,3,0,0,0,0,4,7,7,4,30,0,54,0,0,0,3,0,5,3,0,3,0,0,7,0,0,0,0,0,0,18,13,8,137,0,189,9,8,0,29,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,3,25,3,73,3,0,0,0,0,6,10,6,0,3,0,15,0,0,0,5,0,7,0,0,0,3,0,5,15,19,0,97,0,125,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,17,5,3,15,0,42,5,3,0,12,52,66,202,105,70,890,75,1335
UCL115060,8,53,38,336,8,439,0,0,0,0,0,0,16,0,6,11,0,36,0,0,0,0,0,0,15,0,3,10,0,26,133,44,42,278,3,505,0,0,0,0,0,0,6,3,0,3,0,14,11,3,5,25,0,41,10,0,0,7,0,17,0,0,0,0,0,3,7,0,0,0,0,7,23,5,12,87,0,127,26,10,3,32,0,67,0,0,0,0,0,0,23,9,3,9,0,46,0,0,0,0,0,0,0,0,0,4,3,11,5,0,0,0,0,5,8,8,0,0,0,14,3,0,0,3,0,14,6,0,0,0,0,12,17,7,7,96,0,131,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,38,11,3,13,0,59,0,0,3,5,19,24,295,101,77,643,26,1148
UCL115061,21,184,110,1624,23,1961,0,0,0,13,4,15,18,0,0,12,0,25,5,3,0,10,0,14,31,6,3,22,0,70,306,156,105,1305,34,1904,6,0,0,0,0,9,6,0,0,12,0,28,26,9,9,76,3,130,4,0,0,9,0,21,5,3,0,0,0,6,20,0,0,0,0,20,61,29,38,544,7,673,28,9,3,43,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,3,3,0,31,9,3,3,6,0,19,29,16,4,3,0,50,11,5,3,11,0,32,9,4,0,0,0,8,72,36,37,308,6,466,0,0,0,0,0,0,9,3,0,0,0,13,6,0,0,5,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,5,10,4,0,19,0,35,82,29,13,52,0,176,3,0,0,20,314,335,640,294,202,2893,382,4404
UCL115062,3,44,24,1285,28,1386,0,0,0,66,7,72,10,0,0,5,0,18,0,0,0,0,0,0,8,0,0,0,0,7,33,51,13,779,34,908,0,0,6,0,3,12,0,0,0,6,0,9,3,7,0,84,0,96,7,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,20,7,7,4,252,4,274,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,7,15,5,4,0,0,21,3,0,3,0,0,6,3,0,0,0,0,4,0,0,0,0,0,4,9,15,10,153,4,194,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,4,3,28,4,54,5,0,0,45,187,233,133,89,37,2079,257,2595
UCL115063,11,108,75,986,16,1195,0,3,0,4,0,11,4,0,3,3,0,8,9,0,0,7,0,16,21,12,5,13,0,50,135,115,62,761,14,1080,5,0,0,0,0,5,0,4,0,5,0,7,30,8,4,49,0,96,8,0,0,0,0,7,3,3,3,3,0,10,0,0,0,0,0,0,28,17,9,164,3,215,24,26,8,60,0,112,0,0,0,0,0,0,5,0,0,3,0,9,0,0,0,0,0,0,50,17,7,65,0,145,0,0,0,3,0,7,16,3,11,0,0,30,4,9,0,4,3,13,0,0,0,6,0,11,27,24,10,158,6,227,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,3,3,0,8,0,20,29,11,13,22,0,79,5,3,3,21,101,136,345,217,124,1696,137,2518
UCL115064,6,68,42,1121,31,1268,0,0,0,26,0,26,11,0,0,7,0,20,0,0,0,0,0,0,9,3,0,3,0,16,87,51,38,803,19,1001,7,0,3,0,0,6,0,0,0,3,0,3,6,5,0,65,3,83,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,12,3,4,199,5,223,3,6,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,3,3,0,11,0,6,0,0,0,7,0,0,0,0,0,3,24,25,8,199,5,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,11,23,10,11,20,0,62,4,0,0,26,126,158,172,106,70,1866,174,2390
UCL115065,8,73,48,470,6,603,0,0,0,0,0,0,32,0,0,0,0,36,12,9,0,6,0,32,10,5,0,17,0,36,80,65,33,270,3,452,51,0,3,0,0,52,7,4,0,0,0,8,9,8,0,37,3,58,5,7,0,11,0,25,0,0,0,3,0,3,68,0,0,0,0,71,9,6,3,89,0,114,26,11,11,47,0,86,0,0,0,0,0,4,3,0,0,0,0,3,27,9,0,12,0,45,0,0,0,11,0,16,6,0,0,4,0,6,5,3,3,5,0,19,6,0,3,7,0,17,0,0,0,4,0,4,16,6,20,90,0,138,6,0,0,0,0,11,7,0,0,0,0,7,3,0,3,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,82,12,10,38,0,149,3,0,0,4,96,108,419,127,82,795,107,1524
UCL115066,6,39,29,435,15,526,0,0,0,13,0,13,11,0,0,0,0,14,0,0,0,0,0,0,9,0,0,7,0,17,81,49,34,370,16,543,5,0,3,0,0,9,0,0,0,4,0,12,5,6,0,21,0,29,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,9,13,6,111,3,144,6,0,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,7,6,0,0,6,0,10,6,0,0,0,0,6,22,15,8,80,4,123,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,9,16,3,3,9,0,33,3,5,0,12,57,80,171,83,52,810,96,1209
