UCL_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL122039,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,17,14,17,16,26,5,22,3,121
UCL122040,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,25,17,12,20,19,6,13,3,128
UCL122041,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,22,21,27,28,10,5,22,5,142
UCL122042,0,0,0,5,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,8,31,17,25,35,27,15,22,6,176
UCL122043,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,7,22,16,17,24,26,12,25,0,151
UCL122044,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,5,18,10,6,28,20,9,18,6,119
UCL122045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,11,4,15,9,3,3,0,62
UCL122046,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,0,8,0,9,8,7,13,13,3,22,9,89
UCL122047,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,7,8,3,30,13,13,22,33,6,18,7,144
UCL122048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,22,12,18,18,21,6,22,0,118
UCL122049,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,4,12,5,7,12,7,6,18,0,75
UCL122050,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,19,13,3,19,20,3,22,3,111
UCL122051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,14,11,7,11,14,0,80
UCL122052,0,3,0,0,0,0,0,3,0,5,0,0,3,0,3,0,0,0,0,5,5,25,25,33,40,28,18,14,3,196
UCL122053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,11,23,14,19,3,14,3,100
UCL122054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,17,9,15,13,13,4,18,3,100
UCL122055,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,29,25,34,30,24,18,24,0,184
UCL122056,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,22,12,15,15,18,10,21,3,117
UCL122057,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,9,16,17,13,25,14,14,21,0,134
UCL122058,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,5,10,3,19,10,18,22,14,6,14,8,126
UCL122059,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,3,10,7,29,23,19,46,37,16,19,8,207
UCL122060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,10,7,30,13,14,36,21,17,8,12,153
UCL122061,0,0,0,0,4,0,0,3,0,5,0,0,0,0,3,0,0,0,0,6,10,28,21,26,43,20,11,19,3,171
UCL122062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,5,9,3,6,0,7,3,42
UCL122063,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,3,3,15,8,13,30,21,11,35,3,143
UCL122064,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,9,24,18,13,20,17,9,17,3,127
UCL122065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,13,11,12,12,10,4,11,3,73
UCL122066,0,0,0,0,3,3,0,3,0,5,0,0,0,3,0,0,0,0,0,3,17,24,9,23,42,56,27,51,0,252
UCL122067,0,0,0,0,3,0,0,0,0,7,0,0,3,0,3,0,0,0,0,5,8,21,38,25,36,26,9,20,0,179
UCL122068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,15,19,15,13,11,12,0,112
UCL122069,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,7,19,22,25,34,26,22,16,3,173
UCL122070,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,10,7,25,19,28,39,21,5,29,9,179
UCL122071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,12,9,3,22,3,59
UCL122072,0,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,3,30,28,22,21,15,17,18,0,154
UCL122073,0,3,0,0,0,7,0,3,0,17,0,0,0,0,3,0,0,4,0,9,4,38,18,22,34,34,11,47,0,210
UCL122074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,6,8,7,9,14,0,65
UCL122075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,13,9,9,11,7,11,0,81
UCL122076,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,9,15,13,29,24,24,16,10,3,141
UCL122077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,3,11,16,5,4,4,0,66
UCL122078,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,13,20,21,31,12,22,0,129
UCL122079,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,10,7,17,18,19,4,15,0,101
UCL122080,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,6,15,18,20,22,6,3,16,4,115
UCL122081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,15,16,15,20,16,16,3,123
UCL122082,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,9,12,21,21,16,11,11,0,108
UCL122083,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,20,14,13,8,18,5,14,3,106
UCL122084,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,4,5,14,9,16,32,32,15,14,0,141
UCL122085,0,0,0,0,3,0,3,0,0,9,0,0,0,0,3,0,0,0,0,4,9,27,26,31,38,29,25,34,4,218
UCL122086,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,7,11,17,35,25,23,26,40,21,30,9,225
UCL122087,0,4,0,3,0,7,0,3,0,14,0,0,0,0,3,3,0,0,7,15,6,34,25,18,46,40,19,45,13,244
UCL122088,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,3,11,8,18,17,18,4,17,6,106
UCL122089,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,9,25,13,17,24,21,3,13,3,133
UCL122090,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,15,19,22,18,20,39,31,25,3,194
UCL122091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,10,11,4,0,8,0,45
UCL122092,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,9,18,14,16,30,20,17,21,3,153
UCL122093,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,15,12,23,16,4,20,3,96
UCL122094,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,6,11,10,6,16,6,3,13,0,72
UCL122095,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,9,12,9,20,18,8,15,10,100
UCL122096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,12,11,12,0,3,0,61
UCL122097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,13,16,13,5,6,3,84
UCL122098,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,10,8,17,16,19,30,18,10,20,3,129
UCL122099,0,0,0,0,0,4,0,3,0,3,0,0,3,0,0,5,0,3,0,10,3,23,25,23,35,48,19,47,0,222
UCL122100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,0,17,13,14,19,23,12,10,7,114
UCL122101,0,4,4,0,0,3,0,0,0,16,0,0,0,0,0,3,0,0,0,4,5,20,19,11,23,32,14,24,4,148
UCL122102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,15,10,24,24,25,16,37,7,161
UCL122103,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,11,19,17,22,30,24,11,10,4,140
UCL122104,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,11,8,20,16,20,10,17,0,97
UCL122105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,16,11,15,18,14,6,11,0,99
UCL122106,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,4,16,11,11,18,21,13,12,5,109
UCL122107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,14,15,7,4,6,6,6,80
UCL122108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,11,10,9,16,3,5,7,0,67
UCL122109,0,0,0,0,0,6,0,0,0,9,0,0,0,3,0,3,0,0,0,9,8,12,19,18,20,16,12,17,4,126
UCL122110,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,12,6,29,29,21,30,20,14,15,4,165
UCL122111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,18,12,8,14,20,10,11,3,95
UCL122112,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,13,8,9,7,8,8,24,0,91
UCL122113,4,0,0,3,3,0,0,3,3,13,0,0,0,0,3,4,0,0,0,11,4,28,30,25,42,51,16,41,3,235
UCL122114,0,0,0,3,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,6,7,21,17,18,33,38,15,27,3,169
UCL122115,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,3,3,11,9,12,3,14,30,16,12,20,13,116
UCL122116,0,0,0,0,0,0,3,3,0,7,0,0,0,0,3,0,0,3,0,3,0,26,19,19,27,32,20,28,0,163
UCL122117,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,3,12,6,12,8,5,5,11,0,67
UCL122118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,11,11,31,0,66
UCL122119,0,5,0,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,12,13,18,24,23,32,48,10,21,7,197
UCL122120,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,0,0,3,10,4,20,18,28,26,30,15,42,7,198
UCL122121,0,4,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,5,6,20,9,13,25,15,8,17,0,119
UCL122122,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,12,12,8,20,10,9,8,6,88
UCL122123,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,19,10,12,19,15,9,16,0,111
UCL122124,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,11,18,13,10,24,15,9,8,7,105
UCL122125,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,6,0,0,0,12,12,22,18,9,45,41,11,28,3,193
UCL122126,0,3,0,0,0,4,0,0,3,15,0,3,0,0,3,0,0,3,3,10,14,23,32,28,33,26,14,32,5,207
UCL122127,0,0,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,4,4,4,23,13,20,32,24,14,22,4,150
UCL122128,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,22,15,16,19,23,11,21,0,135
UCL122129,0,3,3,3,0,3,0,0,0,11,0,0,0,0,3,4,0,0,0,5,12,34,19,38,40,31,21,19,0,214
UCL122130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,15,15,28,17,14,17,0,125
UCL122131,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,7,26,17,35,33,32,25,40,3,227
UCL122132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,0,7,10,0,8,0,46
UCL122133,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,5,13,11,11,33,23,16,21,0,129
UCL122134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,11,6,3,9,3,55
UCL122135,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,6,8,22,17,17,25,28,17,35,0,167
UCL122136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,12,7,11,20,25,9,25,0,124
UCL122137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,11,16,17,0,12,3,71
UCL122138,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,3,19,19,16,18,20,9,21,4,133
UCL122139,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,5,12,6,13,13,16,10,14,3,92
UCL122140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,5,13,21,24,23,40,78,3,209
UCL122141,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,0,19,12,17,23,5,9,9,3,95
UCL122142,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,3,0,10,4,8,6,20,20,15,6,15,0,101
UCL122143,0,0,0,0,3,0,3,0,0,8,0,0,3,0,0,0,0,0,0,11,9,29,21,23,33,28,18,29,3,197
UCL122144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,9,8,18,0,21,3,62
UCL122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11
UCL122146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,9,6,12,8,12,21,4,41,3,123
UCL122147,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,11,14,13,15,16,15,27,13,13,6,137
UCL122148,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,15,16,21,7,9,16,0,101
UCL122149,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,4,8,4,14,13,18,6,21,3,80
UCL122150,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,7,28,19,28,23,25,13,34,0,184
UCL122151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,20,7,12,12,11,4,13,4,91
UCL122152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,7,13,4,10,0,63
UCL122153,0,0,0,5,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,9,5,24,17,23,32,18,5,17,3,143
UCL122154,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,6,15,17,7,3,19,0,81
UCL122155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,4,6,9,9,13,9,4,20,3,83
UCL122156,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,6,3,3,7,4,0,11,3,40
UCL122157,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,13,14,6,16,10,11,14,3,86
UCL122158,0,0,0,3,3,3,0,3,0,10,0,0,0,0,0,0,0,0,3,8,18,23,23,34,41,49,22,34,3,246
UCL122159,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,3,9,10,16,31,25,6,15,4,113
UCL122160,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,3,10,3,32,22,22,45,30,31,27,6,222
UCL122161,0,0,0,0,6,0,0,0,0,6,0,0,3,0,3,0,0,0,3,13,8,13,21,24,38,20,19,17,14,167
UCL122162,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,6,14,13,11,11,11,5,13,0,90
UCL122163,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,15,8,10,17,12,5,10,0,80
UCL122164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,15,26,16,9,19,6,22,0,122
UCL122165,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,25,20,28,31,33,15,12,3,162
UCL122166,0,3,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,11,14,28,23,38,38,16,11,35,5,200
UCL122167,0,0,0,4,3,0,0,3,0,11,0,0,0,0,5,0,0,3,3,13,16,32,18,24,43,51,17,45,3,248
UCL122168,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,3,21,8,8,19,16,8,8,8,84
UCL131777,227,1104,913,948,1634,1767,840,1744,121,9314,533,1217,868,843,1249,1712,618,1680,2519,11236,9613,29799,26294,29007,36538,42067,20374,55610,6089,255400
UCL179997,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,13,43,4,9,10,22,12,4,7,4,130
UCL199994,3,7,12,16,24,19,11,15,0,109,8,26,16,12,28,33,9,21,85,248,148,298,377,371,584,638,279,475,158,3331
