UCL_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL112003,37,83,22,8,15,5,3,5,6,176,23,62,24,7,12,6,7,13,4,163,132,149,387,53,47,45,88,93,16,1018,80,61,241,16,14,11,36,49,0,514,25,25,81,10,14,13,22,37,0,226,25,162,9,61,9,9,4,4,3,282,38,231,18,28,9,4,9,5,0,334,168,128,39,46,87,57,39,33,6,597,71,225,26,127,45,26,18,41,9,590,44,172,35,24,27,12,10,25,5,348,29,6,118,27,9,6,21,18,4,235,0,3,0,0,0,0,0,8,0,15,15,26,4,5,7,3,9,9,3,91,9,9,23,10,3,6,18,24,15,123,691,1344,1037,418,299,212,279,354,70,4707,15,60,21,22,17,5,0,8,0,144,4,18,5,3,14,6,3,0,0,59,4,16,8,11,16,0,0,3,0,66,13,27,4,0,10,12,0,0,0,68,14,20,17,8,14,7,0,23,0,103
UCL112004,22,41,3,4,4,0,0,3,0,86,14,27,13,3,0,3,0,6,0,75,129,139,321,26,20,36,48,54,9,791,82,30,239,6,4,13,18,35,4,430,34,11,69,7,3,10,4,17,0,155,14,119,8,21,0,3,3,0,4,182,18,112,8,3,4,3,4,0,9,168,187,141,22,27,42,57,21,15,7,521,59,143,18,61,18,13,8,9,3,312,27,54,15,4,3,6,0,4,3,127,23,4,75,8,7,4,12,25,0,155,0,0,0,0,0,0,0,0,0,4,4,12,4,3,0,3,7,7,3,36,12,5,15,4,4,10,11,11,6,83,622,844,819,173,120,164,132,192,51,3112,17,27,4,7,10,3,0,3,0,71,3,10,0,0,4,0,0,0,0,20,10,9,7,3,7,4,3,3,0,45,6,16,4,0,3,0,0,3,0,36,3,3,11,4,15,3,0,16,0,57
UCL112005,11,17,3,3,0,4,3,3,0,50,8,8,7,11,0,3,4,7,0,44,87,51,568,29,10,18,231,89,26,1112,26,3,117,6,0,8,53,23,3,241,6,3,36,5,0,3,26,26,0,99,7,47,5,17,0,0,6,0,0,89,9,23,4,10,0,0,6,3,0,53,75,35,9,7,25,39,34,18,3,243,13,28,3,53,3,3,4,8,4,115,0,8,8,3,0,0,0,0,0,27,15,0,84,8,9,9,49,15,0,192,0,0,0,0,0,0,4,0,0,5,3,5,7,4,0,0,6,3,0,22,3,0,17,11,3,7,20,10,12,83,271,223,871,154,58,106,440,207,46,2379,3,9,5,4,4,4,4,0,0,26,0,3,0,3,6,0,0,3,0,17,3,6,12,5,9,4,13,9,0,58,3,3,3,0,0,0,0,0,0,10,0,3,5,4,3,7,0,7,0,26
UCL112006,11,61,17,10,4,4,3,3,3,111,26,76,38,6,18,13,7,20,0,200,182,170,720,45,68,90,175,188,25,1661,143,41,450,24,25,33,51,105,7,887,33,29,94,12,12,10,26,74,3,300,31,329,10,63,7,11,8,10,3,485,32,208,15,25,6,7,5,0,0,304,269,213,39,48,124,119,27,57,11,913,60,153,18,167,26,17,21,45,4,506,20,47,22,6,12,12,11,16,0,143,56,9,199,29,12,27,23,37,0,387,0,3,0,0,0,0,0,0,0,3,7,4,18,3,7,8,6,11,3,72,14,6,41,16,5,11,22,37,40,195,886,1343,1676,458,329,375,393,593,112,6164,7,35,15,13,14,9,0,3,0,99,6,13,7,0,11,0,0,3,0,41,10,11,10,9,19,4,6,17,0,82,3,22,3,4,6,8,3,3,0,49,9,11,6,16,21,9,0,9,0,81
UCL112007,9,50,13,10,7,8,0,3,0,91,22,18,36,6,8,14,3,19,0,133,144,112,728,37,51,74,173,170,14,1510,127,16,397,19,12,11,38,74,8,700,54,47,68,9,25,25,26,39,4,293,25,162,9,36,5,6,3,7,4,269,36,162,13,25,7,9,5,4,3,253,201,163,35,52,97,138,31,76,5,810,37,120,17,163,23,14,8,17,7,394,6,16,11,8,5,4,4,3,0,57,24,11,108,15,5,24,28,36,3,253,0,0,0,0,0,3,0,0,0,4,4,8,7,7,3,7,3,5,3,45,8,12,36,8,12,13,21,31,28,171,701,889,1473,393,259,341,351,494,75,4984,6,32,7,8,9,3,0,3,0,67,3,4,3,3,14,6,0,3,0,37,4,11,10,10,9,10,3,13,0,69,3,6,4,5,4,0,0,0,0,29,16,20,10,13,18,14,4,6,3,104
UCL112008,5,15,7,3,5,0,3,0,0,40,3,18,5,8,11,3,3,6,0,65,92,46,431,42,35,36,149,92,13,936,76,17,203,22,3,9,31,46,6,412,21,7,37,3,8,9,9,19,0,124,15,96,8,44,3,0,7,4,0,174,23,88,5,25,3,8,6,8,0,167,87,59,24,39,41,56,38,19,4,370,35,55,3,173,11,12,7,13,3,322,11,14,6,10,3,3,0,4,0,49,15,0,71,16,3,16,15,21,0,153,0,0,0,0,0,0,0,3,0,5,3,4,7,4,0,0,7,3,5,37,12,3,17,13,3,12,24,23,20,128,401,427,831,397,131,161,315,263,57,2975,3,23,3,9,7,0,0,3,0,43,3,0,4,4,10,3,0,3,0,22,3,0,3,4,0,0,5,5,0,23,3,6,7,0,0,4,0,0,0,19,3,8,10,9,12,5,3,13,0,55
UCL112009,8,29,20,9,3,5,0,4,3,74,12,35,29,4,13,5,7,10,7,114,60,47,433,20,27,29,120,94,11,839,57,12,268,8,5,12,34,54,0,461,32,30,47,13,14,17,13,54,3,213,19,166,12,48,3,3,9,10,0,274,29,136,4,12,5,7,4,4,0,206,96,106,23,31,72,79,29,23,3,464,20,113,13,115,24,17,5,21,0,333,6,48,15,15,15,9,6,14,0,135,22,0,113,22,9,9,6,35,3,218,0,0,0,0,0,0,0,7,0,9,3,10,8,5,0,3,6,3,0,42,4,5,18,3,5,7,11,24,9,98,380,729,1001,307,199,202,242,371,44,3471,0,31,15,4,3,0,0,0,0,67,3,4,8,3,5,3,0,0,0,29,3,4,7,10,6,10,9,10,0,58,0,3,4,3,0,0,0,0,0,12,7,13,4,6,6,7,0,7,0,64
UCL112010,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,17,10,66,3,3,4,12,12,0,124,10,0,34,0,0,0,5,7,3,58,12,3,7,0,0,0,0,3,0,27,0,7,0,0,0,0,0,4,0,11,3,14,0,0,0,0,0,0,0,18,9,10,4,0,4,7,4,3,0,39,5,7,0,13,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,0,19,56,56,118,22,9,22,28,22,3,336,0,3,4,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
UCL112011,7,18,6,6,3,0,3,3,0,51,12,16,12,3,3,7,6,14,0,80,144,139,775,77,43,45,127,135,24,1506,68,13,265,18,13,15,32,62,3,491,16,12,40,7,11,3,16,35,0,139,15,123,10,49,4,3,7,7,3,216,13,73,5,20,3,0,3,3,0,127,91,76,41,26,54,50,26,43,6,404,24,74,15,112,14,13,7,16,0,275,3,14,8,9,0,6,0,11,0,53,27,3,113,20,4,12,22,35,0,238,0,0,0,0,0,3,0,0,0,8,3,4,16,6,0,0,7,9,0,54,10,16,28,5,0,7,16,37,22,146,446,585,1338,355,145,168,279,402,59,3778,5,20,10,4,13,5,3,5,0,62,0,3,0,3,7,6,0,0,0,17,5,16,24,4,15,6,4,12,0,84,9,9,4,5,3,3,0,0,0,30,3,5,3,9,5,3,0,11,0,40
UCL112012,25,85,19,5,6,3,0,8,3,152,24,35,43,6,8,17,6,12,0,158,144,168,794,23,65,48,199,118,13,1573,128,32,379,12,14,17,60,81,6,731,47,50,68,5,22,14,24,36,4,272,35,292,14,60,4,10,9,15,3,436,40,161,6,17,7,4,18,4,0,253,196,182,53,32,93,101,34,43,10,744,27,122,17,124,21,18,21,24,3,379,5,38,12,7,6,15,4,10,0,99,47,4,124,15,8,12,35,31,0,276,0,0,0,0,0,0,0,0,0,3,9,11,10,8,3,3,11,8,4,60,15,10,33,13,3,17,32,33,19,175,752,1176,1579,329,257,273,455,423,70,5322,13,65,15,9,13,8,0,5,6,136,3,3,0,0,13,7,0,5,0,28,7,20,12,4,3,3,5,18,0,76,3,11,9,0,7,9,0,0,0,42,19,39,15,7,21,3,7,4,0,110
UCL112013,9,51,5,7,8,4,0,7,0,91,22,46,39,5,12,13,5,18,3,165,213,256,632,68,52,70,122,141,14,1561,159,31,500,15,19,21,37,82,9,886,21,31,66,4,8,12,15,24,3,196,32,354,12,76,0,6,12,15,0,511,42,280,15,21,4,4,6,3,3,376,238,235,43,49,125,141,36,50,11,931,36,149,22,163,30,28,12,20,3,469,12,36,25,8,8,18,6,3,6,104,51,7,172,23,6,15,12,42,3,339,0,0,0,0,0,0,5,0,0,3,5,15,10,8,3,8,8,5,0,66,12,7,36,11,8,18,10,22,28,162,850,1494,1587,462,293,363,294,436,85,5858,11,57,14,4,14,7,0,7,0,116,5,3,0,10,18,3,0,0,3,43,9,18,15,3,17,9,0,13,0,81,3,20,10,3,4,3,0,0,0,45,3,9,14,4,3,3,0,12,0,56
UCL112014,11,31,10,0,4,0,0,4,0,53,15,24,20,0,10,8,0,16,0,97,105,129,694,25,49,43,159,174,18,1396,95,15,311,19,18,18,35,62,6,585,26,34,35,11,5,8,26,35,4,186,19,189,9,35,7,3,10,8,3,286,35,153,6,17,6,5,8,4,0,240,167,147,39,23,62,79,32,53,3,607,23,99,9,103,19,5,14,30,3,318,14,27,13,5,0,3,4,7,0,76,38,7,101,10,3,11,19,52,0,236,0,0,0,0,0,0,0,5,0,7,11,8,12,0,3,6,11,8,3,61,14,14,58,5,10,9,33,59,27,231,571,870,1321,263,200,198,357,530,75,4383,3,25,21,4,5,10,3,10,0,80,4,3,0,3,9,3,0,3,0,25,8,3,10,6,6,8,7,12,0,63,0,9,5,0,3,0,0,3,0,22,4,14,3,0,7,9,0,13,0,53
UCL112015,36,86,22,7,3,8,5,6,3,174,29,69,49,14,12,14,16,16,6,216,218,175,1084,85,86,85,186,192,21,2133,182,32,635,27,24,34,41,96,7,1085,69,86,121,12,11,39,35,54,0,430,35,332,15,74,11,6,3,22,4,495,57,264,28,27,9,7,11,7,3,421,312,264,57,50,149,119,65,59,15,1096,66,179,26,162,24,16,16,22,6,513,18,74,32,15,5,14,7,8,3,175,40,3,168,20,8,16,22,58,0,340,3,6,3,3,0,3,3,6,0,22,13,17,17,15,7,5,21,7,4,103,17,13,47,15,4,18,34,44,22,222,1081,1605,2303,524,363,395,465,608,92,7426,20,85,38,6,16,11,0,8,0,182,3,0,5,8,20,3,0,0,0,40,3,19,14,6,8,8,15,9,4,89,0,11,9,3,0,4,0,0,0,28,6,39,15,19,10,6,0,12,0,112
UCL113001,9,18,0,3,0,3,0,0,0,36,9,8,7,3,3,3,0,4,0,39,55,71,236,18,21,22,44,60,4,537,61,7,171,13,5,12,16,37,7,331,14,8,38,4,3,3,4,30,6,112,10,72,5,32,3,6,0,7,0,129,13,84,4,11,0,0,4,3,0,112,70,77,8,15,28,27,16,31,0,269,11,49,7,50,10,4,3,4,3,145,7,14,11,6,4,0,0,0,0,41,12,0,64,10,3,8,6,18,0,127,0,0,0,0,0,0,0,0,0,3,3,4,0,6,3,3,0,0,0,26,4,0,21,3,0,3,16,22,9,83,277,422,574,166,82,99,119,221,39,1990,0,10,5,6,0,3,0,0,0,29,0,0,0,0,7,4,0,3,0,18,0,4,3,0,3,5,0,7,0,15,4,3,0,0,0,0,0,0,0,14,3,3,0,12,0,0,0,0,0,25
UCL113002,4,3,0,3,3,0,0,0,0,18,8,3,3,0,0,0,0,0,0,21,37,16,110,14,17,24,29,27,8,275,40,8,127,7,3,14,9,26,4,234,11,3,17,3,3,3,11,11,3,62,9,21,3,15,0,4,0,0,0,57,9,35,3,3,0,0,0,0,0,52,44,16,6,11,11,26,5,7,0,127,9,21,4,24,10,5,0,3,0,81,0,8,4,3,0,3,0,0,0,19,7,4,43,8,5,13,13,10,0,91,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,3,0,10,7,3,16,11,0,8,4,13,7,68,167,143,343,95,52,93,79,107,31,1107,0,3,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,9
UCL113003,3,20,3,0,0,0,0,0,0,26,4,7,18,3,3,3,3,3,3,48,71,49,491,22,26,16,130,57,9,869,31,0,97,15,8,5,35,21,0,210,6,4,10,3,3,0,18,5,0,51,6,82,6,22,3,0,6,0,0,118,18,78,5,14,0,0,4,7,0,127,52,37,14,13,26,29,24,8,7,206,4,22,3,83,4,7,9,6,0,138,3,11,0,0,0,0,0,0,0,19,6,3,48,10,0,3,10,9,4,93,0,0,0,0,0,0,3,0,0,3,6,3,4,4,4,0,10,4,0,37,7,3,17,5,7,11,19,19,11,105,218,315,713,198,86,81,268,145,39,2065,0,6,0,3,0,0,0,0,0,15,0,8,4,0,7,0,0,0,0,20,3,0,8,4,6,0,0,8,0,30,0,3,0,0,0,0,0,0,0,12,0,4,0,0,3,0,0,3,0,18
UCL113004,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,48,26,86,8,12,7,25,18,0,228,26,0,75,0,0,6,14,23,4,145,15,10,9,0,0,10,0,15,0,68,8,21,3,5,0,0,0,0,0,31,9,20,0,4,0,0,0,0,0,32,46,20,5,0,3,10,4,6,0,98,9,12,0,20,0,0,0,4,0,40,3,3,0,0,0,0,0,3,0,11,12,3,31,0,0,0,3,4,0,55,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,13,8,3,4,3,0,3,4,9,0,31,178,114,223,43,20,48,55,81,5,764,3,3,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,13,0,0,3,0,3,0,0,0,0,7,3,5,0,0,0,0,0,0,0,11
UCL113005,3,9,0,3,3,0,0,0,0,19,4,8,10,0,3,3,0,4,0,27,58,40,195,18,10,27,49,63,11,469,74,13,175,3,0,14,9,48,3,342,7,10,34,0,7,7,6,18,3,92,9,89,3,23,0,5,3,3,3,135,16,66,3,6,0,3,3,3,0,106,73,46,11,12,21,27,9,12,3,216,14,49,9,40,9,8,5,5,3,142,3,10,5,0,0,3,0,4,0,23,13,3,89,16,0,12,15,19,0,173,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,13,7,0,15,4,0,15,11,20,14,91,289,341,551,128,61,128,117,217,46,1864,4,10,5,0,0,0,0,0,0,22,4,6,0,7,10,3,0,3,0,23,0,0,4,0,7,3,3,4,0,24,0,3,0,0,0,0,0,0,0,6,5,6,0,3,3,4,0,0,0,25
UCL113006,3,11,4,3,3,0,0,0,0,19,3,0,11,3,6,0,0,3,0,24,56,43,266,21,20,28,73,44,10,556,38,4,103,14,10,3,21,34,4,236,7,8,17,0,12,3,9,12,4,77,8,60,0,32,3,0,0,3,0,108,11,56,0,11,4,0,0,3,0,96,47,29,10,13,35,29,13,11,4,194,7,40,6,86,10,7,6,12,5,175,3,22,3,3,0,4,0,3,0,41,8,3,46,6,0,8,9,12,0,93,0,0,0,0,0,0,0,0,0,0,7,4,7,4,3,0,5,7,0,35,8,3,12,7,4,5,17,9,9,73,203,284,485,210,98,101,155,164,30,1729,6,4,0,0,3,3,0,3,0,15,0,3,3,0,3,3,0,0,0,13,3,6,0,0,0,0,0,3,0,20,3,0,0,0,3,0,0,0,0,10,3,3,4,0,3,0,0,4,0,19
UCL113007,15,19,14,3,0,3,4,19,3,89,12,14,15,0,0,9,3,12,0,63,115,52,472,17,28,32,94,89,17,911,90,9,158,6,7,11,25,57,0,363,38,38,26,0,4,8,16,22,3,150,6,68,3,15,3,3,4,3,0,111,13,76,3,5,3,0,3,12,0,107,85,66,8,11,24,46,22,36,0,303,13,40,4,56,4,5,8,16,3,159,12,11,12,3,0,0,0,3,0,39,23,0,46,0,3,11,10,27,0,119,0,0,0,3,0,0,0,4,0,9,9,0,0,3,0,3,0,11,6,43,11,4,17,0,5,8,20,33,18,113,445,391,786,123,92,131,205,359,52,2583,8,16,11,3,10,0,0,8,0,52,3,7,0,0,3,0,0,6,0,22,4,3,8,3,5,4,3,7,0,46,0,6,3,0,3,3,0,4,0,17,4,9,14,0,3,0,0,7,0,43
UCL113008,0,0,0,0,0,0,0,0,0,0,6,4,6,3,0,7,0,3,0,26,22,10,114,13,6,12,39,36,5,258,11,0,65,10,4,5,3,23,5,118,4,0,10,5,0,0,13,13,0,48,3,33,0,15,3,0,0,0,0,53,5,21,0,6,0,0,0,5,0,40,19,13,0,11,10,25,3,9,0,86,3,18,0,30,7,0,3,10,0,70,0,0,0,0,0,0,3,3,0,8,3,0,28,5,0,10,3,13,0,64,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,7,4,3,8,7,0,3,8,20,9,62,82,101,236,111,33,62,80,127,24,857,0,3,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13
UCL113009,9,34,7,4,0,4,0,3,0,67,6,12,11,0,0,3,0,3,0,43,112,103,291,25,33,23,83,47,7,706,62,18,214,14,6,7,23,27,5,367,10,10,33,4,0,0,0,10,0,78,14,103,4,27,3,0,3,0,0,155,36,99,5,12,6,4,10,0,4,169,102,82,19,15,31,25,15,8,0,310,28,49,10,56,3,6,6,6,7,163,7,21,3,3,5,3,4,0,0,48,11,0,32,6,4,0,9,5,0,79,0,0,0,0,0,0,0,0,0,0,10,4,7,4,0,0,3,3,0,33,6,5,6,3,0,3,3,4,4,39,412,538,651,172,93,78,158,119,34,2257,3,30,4,3,6,4,0,3,0,49,3,3,3,0,6,0,0,0,0,18,0,6,4,0,8,4,3,0,0,35,0,15,4,0,3,3,0,0,0,20,3,3,4,0,3,3,0,0,0,24
UCL113010,0,6,5,3,0,0,0,0,0,17,3,14,6,0,3,6,3,0,0,41,62,50,545,24,21,23,215,91,14,1037,17,3,140,5,0,3,30,26,3,231,5,0,23,3,0,3,18,13,0,66,4,29,4,12,0,0,10,3,0,68,3,30,0,7,4,0,7,0,0,57,27,22,15,3,19,21,26,20,8,165,4,11,3,28,0,9,3,7,3,64,0,4,0,0,0,0,3,0,0,14,10,0,49,10,0,6,22,13,0,111,0,0,0,0,0,0,4,0,0,4,0,0,3,0,4,0,10,0,3,22,3,0,24,8,3,0,22,20,7,82,151,170,822,103,62,70,371,200,37,1979,0,8,5,3,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,12,3,0,11,0,3,0,8,7,0,35,0,6,3,0,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,11
UCL113011,3,5,4,0,0,0,0,0,0,17,4,8,3,0,3,3,0,3,0,29,54,31,332,25,21,9,141,58,8,668,21,0,66,5,0,3,26,18,0,140,3,3,11,3,0,0,5,9,0,38,7,29,7,14,0,0,3,3,0,58,6,23,7,5,3,0,3,0,0,48,31,14,8,5,19,16,6,8,0,118,6,22,4,29,5,8,5,4,0,76,4,13,0,4,3,0,0,0,0,21,8,0,35,5,3,0,15,8,0,72,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,12,0,0,20,0,0,3,17,6,8,56,132,149,497,98,58,39,224,123,24,1345,0,3,7,0,7,0,0,0,0,17,0,3,0,0,3,0,0,0,0,5,3,6,0,0,4,0,0,3,0,22,0,0,3,0,0,3,0,0,0,6,0,0,0,4,0,0,0,0,0,15
UCL113012,5,15,4,3,0,3,0,10,0,42,10,26,12,7,0,3,0,5,0,67,70,82,457,13,32,35,97,72,19,881,44,8,218,9,5,8,26,58,3,380,6,0,35,0,3,0,14,21,4,91,22,86,3,28,0,3,8,3,0,153,18,86,4,3,0,0,0,9,0,129,83,73,20,10,26,35,23,12,9,297,17,59,13,63,15,8,8,13,6,200,9,22,13,4,3,3,0,6,0,60,13,0,33,7,6,7,11,13,3,88,0,0,0,0,0,0,0,0,0,3,3,3,7,3,0,0,9,3,4,29,3,10,20,4,0,3,11,13,16,74,309,481,846,148,94,118,208,232,63,2500,3,16,10,5,7,0,0,3,0,42,3,4,0,0,8,6,0,0,0,20,3,5,4,4,0,4,7,0,0,26,3,0,3,3,4,4,0,0,0,20,3,0,0,0,5,0,0,0,0,20
UCL113013,3,22,0,0,0,0,0,0,0,28,0,4,4,0,3,0,3,4,0,19,62,64,369,3,9,14,165,42,8,740,40,12,100,3,3,0,34,24,0,223,23,11,8,4,3,11,18,19,3,102,11,27,3,8,0,0,0,0,0,43,8,40,3,5,3,0,3,0,0,64,33,22,11,7,10,24,12,7,0,124,9,15,8,28,6,0,5,7,3,85,3,8,3,0,0,3,0,0,0,22,6,0,37,3,0,9,14,8,0,77,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,8,3,0,28,8,7,21,3,3,7,23,9,3,75,208,217,582,65,48,72,291,123,22,1631,0,6,0,8,3,4,0,0,0,22,0,0,0,0,0,0,0,5,0,7,3,6,9,0,4,0,3,0,0,23,0,0,11,0,4,0,0,3,0,19,4,14,4,4,9,4,0,3,0,44
