UCL_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL115027,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,20,0,0,4,3,3,0,43,3,0,22,0,0,4,0,4,0,33,0,0,3,0,0,0,0,0,0,8,4,6,0,0,0,0,0,3,0,22,0,14,0,0,0,0,0,0,0,18,4,4,3,7,3,0,0,0,0,17,4,5,3,10,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,13,4,0,10,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,10,29,45,72,21,12,7,10,24,0,213,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL115028,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,19,0,8,0,12,0,4,43,0,0,5,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,6,8,33,9,12,4,23,12,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115029,0,6,0,0,0,0,0,0,0,11,4,7,0,0,0,0,0,0,0,8,14,10,47,3,0,3,6,9,0,96,7,0,31,0,0,0,3,0,0,52,3,0,6,0,0,0,3,5,3,19,3,11,0,3,0,0,0,0,0,21,0,7,0,3,0,0,0,0,0,8,16,9,3,0,6,4,3,0,3,50,3,17,0,11,4,0,0,0,0,41,3,3,3,3,0,0,0,3,0,9,3,0,8,5,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,12,58,74,104,35,13,7,23,15,9,340,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,3,4,3,0,4,0,0,0,15
UCL115030,0,8,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,8,12,48,3,6,0,8,5,0,95,15,6,35,3,0,0,0,11,0,72,0,3,11,0,0,0,0,0,0,13,0,8,0,8,0,0,0,0,0,21,0,12,0,0,0,3,0,0,0,19,17,15,0,3,11,3,0,7,0,46,8,17,0,4,3,0,3,0,0,35,3,12,3,0,0,0,0,0,0,17,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,3,0,0,8,61,106,97,25,21,11,12,29,7,368,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10
UCL115031,6,6,4,0,5,0,0,0,0,26,4,22,7,4,0,4,0,4,0,45,25,26,86,4,11,3,13,4,0,177,13,4,64,0,4,0,3,4,0,97,4,4,6,0,0,0,3,5,0,30,3,4,0,0,3,0,0,0,0,11,3,13,3,3,0,0,0,0,0,26,43,18,3,7,25,7,0,3,3,99,28,27,0,22,10,3,3,0,3,93,3,6,3,0,0,0,0,3,0,13,3,0,7,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,6,0,6,0,0,0,3,0,0,20,150,144,194,42,59,11,34,26,7,671,12,8,0,0,3,0,0,0,0,27,3,0,0,0,3,0,0,0,0,8,0,3,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,5,0,4,0,3,0,0,0,0,19
UCL115032,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,5,61,0,3,4,20,15,0,122,3,0,36,0,0,0,9,4,0,54,0,3,4,0,0,0,0,4,0,10,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,12,0,0,0,0,4,7,3,0,23,0,3,0,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,3,3,0,19,24,18,115,13,11,10,48,36,0,270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL115033,0,3,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,3,12,20,93,0,4,0,30,11,3,173,10,0,34,0,0,0,0,6,0,51,5,0,5,0,0,0,0,4,0,15,3,26,0,4,0,0,0,0,0,34,4,20,3,0,0,0,0,0,0,29,16,15,0,6,11,3,0,0,0,51,6,15,0,18,0,0,0,5,0,50,3,0,0,0,0,0,0,0,0,3,7,0,10,0,5,3,3,5,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,4,3,0,15,58,109,148,26,13,15,41,42,7,455,0,4,0,4,0,0,0,3,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL115034,0,4,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,5,17,16,65,13,4,7,10,14,3,144,12,0,41,0,0,0,0,4,0,66,0,0,8,0,0,0,0,5,0,13,4,5,0,3,0,6,3,3,0,18,3,7,0,0,0,0,0,0,0,21,9,3,0,5,3,3,3,3,0,32,3,7,0,11,0,0,0,3,0,30,0,4,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,7,3,16,54,60,126,40,13,16,17,44,10,387,0,3,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6
UCL115035,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,17,17,30,3,4,3,6,3,0,78,6,0,7,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,17,0,4,0,0,0,0,0,22,3,20,0,0,0,0,0,0,0,25,7,9,0,4,3,3,0,3,0,32,0,10,0,4,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,74,44,20,13,11,7,11,0,227,3,3,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,23,0,0,0,7,5,3,44,8,0,12,0,0,3,3,4,0,30,7,0,0,0,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,7,4,8,0,0,0,0,0,0,0,9,3,3,0,3,0,3,4,0,0,15,5,3,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,29,20,47,13,7,4,18,17,8,155,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL115037,0,13,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,6,29,37,194,7,3,7,54,16,4,339,6,0,6,0,0,0,8,3,0,36,0,0,3,0,0,3,13,0,0,25,4,12,0,7,0,0,3,0,0,22,3,18,0,0,0,0,3,3,0,31,12,4,7,3,4,0,9,0,0,35,0,3,0,4,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,6,4,0,0,12,3,4,39,65,92,226,21,11,8,112,36,15,578,0,8,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
UCL115038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,41,5,3,3,11,8,0,89,3,0,26,0,0,0,0,0,0,35,0,0,4,0,0,0,6,9,0,16,0,3,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,11,9,4,3,4,0,0,0,0,0,21,0,3,0,6,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,24,18,86,17,10,10,19,19,3,210,0,0,0,3,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
UCL115039,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,3,61,3,0,4,32,13,0,126,5,0,12,3,0,0,0,3,0,31,9,3,12,0,0,0,3,3,0,29,0,8,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,13,8,4,3,0,0,11,0,4,0,32,3,3,0,8,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,0,0,0,3,3,3,28,59,32,96,16,7,21,38,24,5,302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
UCL115040,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,10,39,7,3,3,12,14,0,90,3,0,8,0,0,0,0,0,0,24,4,0,3,0,0,0,3,7,0,21,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,15,4,6,0,4,5,0,3,0,0,21,3,3,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,3,0,16,31,34,64,23,14,9,24,30,0,220,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL115041,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,9,32,0,4,3,8,12,0,76,0,0,8,0,0,3,3,8,0,22,9,4,4,3,0,4,6,4,0,34,0,4,0,0,0,0,0,0,0,10,3,9,0,3,0,0,0,0,0,18,3,5,0,3,3,9,3,0,0,24,3,8,0,12,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,4,19,38,41,65,19,13,15,25,29,7,250,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,4
UCL115042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,37,0,0,4,8,6,3,61,8,0,19,0,0,0,0,4,0,33,7,5,0,0,0,0,0,6,0,17,0,6,0,3,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,11,4,0,0,0,0,6,0,0,0,13,0,3,0,6,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,4,7,3,15,23,30,61,16,6,7,21,30,8,204,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3
UCL115043,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,7,35,0,3,4,4,9,0,70,0,0,20,0,0,0,3,11,0,40,8,0,4,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,14,3,3,0,0,3,4,0,3,0,18,4,4,0,7,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,3,3,0,11,27,29,76,16,13,11,16,33,3,217,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL115044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,41,0,3,3,7,8,0,78,8,0,29,0,0,0,3,3,3,59,10,0,8,0,0,3,3,3,0,24,0,6,3,3,0,0,0,0,0,12,3,8,3,0,0,0,0,0,0,19,4,7,0,0,3,4,3,0,0,24,0,0,0,8,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,3,3,3,12,37,29,94,19,8,9,23,22,8,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10
UCL115045,0,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,17,16,67,10,9,7,15,17,4,153,13,3,60,3,0,0,4,3,3,84,0,0,7,3,0,0,0,6,0,15,0,10,3,8,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,22,6,15,3,3,3,9,3,4,0,38,0,3,3,11,3,0,0,3,0,24,0,3,3,0,0,0,0,0,0,11,3,0,8,3,0,0,3,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,12,0,3,5,3,0,0,3,0,0,19,42,77,156,42,15,13,37,43,14,435,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,4
UCL115046,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,3,26,0,0,3,7,3,0,52,3,0,9,0,0,0,0,0,0,16,0,0,3,0,0,0,0,4,0,15,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,49,3,8,7,17,12,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL115047,0,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,5,4,21,0,0,0,11,8,0,49,3,0,19,0,0,0,0,3,0,31,5,4,5,0,0,3,0,0,0,18,0,4,0,0,0,0,0,0,0,11,4,12,0,0,0,0,0,0,0,14,7,4,0,3,0,0,0,4,0,17,0,0,0,6,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,8,25,29,60,12,8,9,12,25,0,184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL115048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,62,0,3,0,12,10,0,95,0,0,3,0,0,0,3,7,3,15,0,0,3,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,3,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,14,8,73,3,4,4,34,16,5,166,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,11
UCL115049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,3,7,3,0,33,0,0,11,0,0,0,0,0,0,13,3,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,10,0,5,0,8,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,13,13,29,9,3,7,12,12,3,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
UCL115050,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,6,46,0,3,4,12,3,0,93,7,3,24,0,5,0,3,5,0,38,0,0,3,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,14,4,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,3,0,0,0,3,3,0,15,23,29,78,12,12,4,31,12,5,211,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
UCL115051,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,58,0,7,4,15,11,0,97,9,0,25,4,0,0,3,7,0,47,3,4,3,0,0,0,5,3,0,18,0,3,0,3,0,0,0,0,0,4,5,15,0,0,0,0,0,0,0,14,9,3,0,0,4,3,0,4,0,20,0,5,0,7,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,8,33,27,89,11,10,7,32,28,0,245,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5
UCL115052,0,6,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,12,61,0,4,4,26,23,3,136,13,0,29,0,0,0,7,5,0,49,0,7,6,0,0,0,3,8,0,19,0,3,0,4,0,0,0,0,0,15,3,7,0,0,0,0,0,0,0,11,9,0,0,3,3,0,0,0,0,18,4,3,0,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,0,7,0,0,5,3,4,0,31,29,44,110,24,11,16,43,47,5,327,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
