UCL_CODE_2016,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
UCL114023,274,1391,720,162,65,2607,179,2790
UCL114024,164,752,765,241,113,2035,120,2154
UCL114025,312,1374,1243,388,159,3472,187,3666
UCL114026,53,791,1042,222,99,2214,72,2283
UCL114027,114,915,771,190,89,2076,91,2170
UCL114028,105,950,745,201,57,2053,91,2150
UCL114029,57,717,900,268,151,2092,73,2167
UCL114030,154,866,836,247,124,2225,102,2323
UCL114031,164,1015,855,275,119,2428,134,2558
UCL114032,166,1323,781,170,51,2490,124,2618
UCL114033,31,331,294,93,23,764,49,815
UCL114034,117,696,735,276,115,1933,70,2007
UCL114035,249,1185,897,226,82,2644,149,2792
UCL115001,29,238,268,92,45,665,38,706
UCL115002,13,90,185,84,71,441,11,449
UCL115003,21,280,213,67,28,617,39,655
UCL115004,49,144,152,58,26,431,24,450
UCL115005,9,195,277,63,22,567,20,589
UCL115006,34,306,391,184,162,1083,37,1122
UCL115007,32,197,165,51,19,458,40,501
UCL115008,31,218,233,81,21,581,35,614
UCL115009,44,233,144,34,11,467,39,506
UCL115010,7,185,200,83,41,519,43,564
UCL115011,32,161,129,47,19,392,22,407
UCL115012,157,700,508,122,64,1554,84,1632
UCL115013,54,535,433,76,25,1121,44,1170
UCL115014,31,269,225,54,21,599,37,633
UCL115015,45,360,284,77,40,800,23,826
UCL115016,58,196,134,41,19,445,26,466
UCL115017,156,879,601,136,36,1814,48,1862
UCL115018,69,396,364,128,57,1023,85,1106
UCL115019,23,175,173,57,24,446,23,473
UCL115020,25,352,461,123,54,1016,21,1036
UCL115021,29,191,180,56,20,485,27,508
UCL115022,85,233,160,38,16,538,51,582
UCL115023,4,100,232,78,47,460,13,475
UCL115024,23,200,158,52,25,458,35,494
UCL115025,36,274,456,120,61,945,47,989
UCL115026,34,378,313,86,29,843,32,872
UCL115027,58,292,216,53,20,638,36,679
UCL115028,19,173,137,57,23,416,30,445
UCL115029,22,450,369,97,59,994,35,1033
UCL115030,27,247,260,104,46,686,21,710
UCL115031,17,198,497,191,128,1026,25,1055
UCL115032,6,101,242,100,60,506,19,529
UCL115033,25,339,468,141,58,1019,20,1043
UCL115034,35,447,439,123,74,1122,46,1166
UCL115035,3,75,185,79,37,376,7,379
UCL115036,54,236,205,72,17,584,30,611
UCL115037,86,470,518,152,53,1279,64,1344
UCL115038,5,105,178,95,64,447,12,457
UCL115039,92,396,355,88,28,959,70,1036
UCL115040,27,195,211,83,41,555,36,591
UCL115041,108,415,289,74,39,920,62,981
UCL115042,93,330,248,75,37,778,54,830
UCL115043,13,168,231,62,28,502,25,524
UCL115044,47,316,318,107,58,844,31,880
UCL115045,76,543,512,132,47,1305,79,1385
UCL115046,19,174,155,47,15,410,13,423
UCL115047,16,346,274,59,16,717,32,753
UCL115048,34,194,188,50,13,483,46,529
UCL115049,45,219,139,34,8,446,20,464
UCL115050,10,56,118,82,62,329,16,341
UCL115051,54,385,286,75,40,837,37,880
UCL115052,96,500,403,109,38,1142,70,1215
UCL115053,17,273,485,153,77,1004,30,1028
UCL115054,107,519,406,86,37,1160,65,1224
UCL115055,35,295,213,54,16,614,28,637
UCL115056,43,333,254,69,27,724,49,767
UCL115057,16,207,312,89,36,662,27,686
UCL115058,21,123,137,45,22,347,23,363
UCL115059,0,93,187,85,59,428,12,436
UCL115060,13,105,166,66,38,386,10,393
UCL115061,60,442,673,186,85,1447,52,1494
UCL115062,98,389,303,96,31,926,49,981
UCL115063,10,129,343,175,107,766,20,788
UCL115064,94,462,326,73,24,979,54,1032
UCL115065,0,76,283,58,22,443,4,451
UCL115066,26,209,186,51,28,501,30,535
UCL115067,68,341,284,97,36,835,47,875
UCL115068,23,260,383,149,86,905,42,945
UCL115069,43,279,262,74,38,691,43,733
UCL115070,3,131,276,85,40,534,18,554
UCL115071,60,299,266,85,23,740,38,773
UCL115072,49,258,279,82,34,701,32,732
UCL115073,57,313,283,80,33,767,59,820
UCL115074,40,614,426,88,38,1209,67,1279
UCL115075,69,322,296,93,50,819,71,891
UCL115076,9,177,286,116,89,677,37,714
UCL115077,24,135,147,43,27,374,27,401
UCL115078,26,198,167,60,25,471,26,505
UCL115079,38,329,360,107,41,878,52,927
UCL115080,50,382,253,62,15,766,37,803
UCL115081,19,210,244,83,50,597,45,646
UCL115082,16,97,180,56,33,385,17,399
UCL115083,9,185,207,58,26,485,16,494
UCL115084,96,502,477,159,80,1314,96,1404
UCL115085,50,238,156,43,19,504,44,549
UCL115086,22,214,154,48,31,469,26,489
UCL115087,22,214,258,76,30,597,23,621
UCL115088,11,102,163,59,47,371,10,383
UCL115089,90,498,324,81,42,1026,72,1099
UCL115090,28,145,146,56,24,394,32,425
UCL115091,35,353,478,133,52,1055,47,1103
UCL115092,40,420,379,111,49,1005,48,1051
UCL115093,75,267,136,49,21,544,40,583
UCL115094,105,454,328,89,44,1021,45,1065
UCL115095,88,510,295,82,31,1009,56,1066
UCL115096,21,300,363,104,41,822,25,846
UCL115097,68,330,242,90,36,767,59,827
UCL115098,22,178,162,47,31,431,28,461
UCL115099,45,207,223,78,30,587,32,620
UCL115100,95,471,307,96,34,998,68,1065
UCL115101,56,507,443,104,44,1155,64,1222
UCL115102,0,64,274,116,69,523,4,529
UCL115103,108,695,483,107,31,1424,70,1493
UCL115104,125,573,467,133,59,1346,88,1440
UCL115105,105,464,440,158,43,1214,78,1287
UCL115106,68,276,268,73,26,712,41,753
UCL115107,59,341,337,120,52,909,36,948
UCL115108,45,672,683,168,71,1634,65,1703
UCL115109,79,689,571,125,50,1507,76,1587
UCL115110,18,304,175,51,23,573,36,608
UCL115111,36,268,229,71,15,619,31,647
UCL115112,52,356,452,179,125,1169,35,1201
UCL115113,4,112,366,152,101,742,15,759
UCL115114,42,250,252,91,40,677,37,714
UCL115115,88,425,348,111,42,1018,47,1068
UCL115116,61,503,544,189,101,1395,29,1417
UCL115117,8,143,199,69,45,460,10,470
UCL115118,24,420,564,154,71,1239,39,1284
UCL115119,154,697,677,223,79,1825,96,1924
UCL115120,78,637,428,106,51,1301,75,1376
UCL115121,36,247,534,287,252,1354,46,1397
UCL115122,10,151,161,58,27,396,14,411
UCL115123,8,163,204,56,8,443,22,461
UCL115124,18,249,338,83,26,712,22,734
UCL115125,10,108,186,92,41,427,12,438
UCL115126,105,726,473,92,46,1440,89,1527
UCL115127,79,485,578,217,129,1496,67,1559
UCL115128,60,562,579,180,85,1477,70,1544
UCL115129,25,265,260,60,16,626,36,662
UCL115130,38,501,382,65,34,1027,34,1060
UCL115131,153,637,551,178,71,1579,80,1663
UCL115132,92,528,374,100,55,1144,65,1211
UCL115133,5,114,199,118,81,517,17,535
UCL115134,45,265,355,190,114,977,30,1008
UCL115135,45,377,349,89,45,913,54,970
UCL115136,13,170,139,54,9,383,16,397
UCL115137,26,210,201,69,22,527,34,561
UCL115138,32,462,394,79,31,992,41,1029
UCL115139,69,367,327,97,56,908,52,959
UCL115140,95,505,345,89,47,1088,57,1141
UCL115141,15,252,225,42,18,546,23,569
UCL115142,46,439,432,119,59,1100,56,1152
UCL115143,37,233,201,59,28,559,27,588
UCL115144,101,170,128,41,15,454,37,490
UCL115145,13,102,122,75,45,354,18,372
UCL115146,26,224,274,97,48,671,24,690
UCL115147,35,188,154,61,21,457,21,477
UCL115148,56,236,190,54,12,554,39,591
UCL115149,55,209,187,69,33,550,36,589
UCL115150,213,713,490,165,54,1630,86,1720
UCL115151,46,207,173,48,12,481,39,514
UCL115152,59,251,164,46,30,549,33,578
UCL115153,59,427,361,106,33,989,56,1048
UCL115154,30,118,268,122,105,635,14,652
UCL115155,3,57,180,84,63,387,14,396
UCL115156,136,689,569,188,86,1673,82,1759
UCL115157,15,277,368,89,43,788,16,805
UCL115158,139,736,592,141,108,1715,125,1843
UCL115159,18,125,176,89,67,473,21,501
UCL115160,21,158,153,66,33,437,22,456
UCL115161,13,114,159,56,21,363,17,383
UCL121001,17,115,126,42,17,317,17,333
UCL121002,23,96,86,24,20,253,11,267
UCL121003,0,115,112,30,10,273,9,275
UCL121004,3,57,97,38,9,211,5,217
UCL121005,0,17,59,36,51,161,7,164
UCL121006,5,92,85,15,17,218,9,227
UCL121007,4,146,132,51,17,354,18,372
UCL121008,29,171,96,42,16,358,23,381
UCL121009,21,79,44,11,6,166,4,164
UCL121010,15,127,105,46,15,305,18,320
UCL121011,39,180,87,32,9,340,21,363
UCL121012,0,36,109,52,62,266,5,275
UCL121013,70,115,53,15,13,255,33,281
UCL121014,15,90,91,27,26,247,26,269
UCL121015,8,57,70,32,17,182,4,192
UCL121016,8,78,134,56,31,306,5,315
UCL121017,0,26,101,48,33,210,3,216
UCL121018,3,65,76,27,11,183,7,184
UCL121019,15,96,91,23,11,235,14,255
UCL121020,23,109,109,34,14,281,19,295
UCL121021,8,108,70,20,3,215,8,220
UCL121022,22,142,130,43,17,355,20,375
UCL121023,0,61,74,27,11,179,8,188
UCL121024,4,55,93,38,11,198,0,204
UCL121025,20,156,149,33,13,365,28,395
UCL121026,3,69,77,34,14,190,3,187
UCL121027,0,50,168,52,22,289,3,293
UCL121028,7,112,105,30,12,262,5,268
UCL121029,4,66,90,24,16,206,10,216
UCL121030,33,74,56,6,3,179,13,183
UCL121031,13,117,119,55,21,326,24,349
UCL121032,6,107,141,50,22,320,16,336
UCL121033,20,110,113,26,16,286,16,298
UCL121034,0,63,85,38,15,200,5,204
UCL121035,6,89,113,54,29,285,12,298
UCL121036,3,51,136,56,44,294,3,296
UCL121037,8,97,127,30,17,281,9,294
UCL121038,6,67,67,28,14,187,17,203
UCL121039,12,43,61,20,17,151,11,158
UCL121040,0,38,81,33,12,171,6,182
UCL121041,0,15,57,55,23,162,5,164
UCL121042,5,75,88,30,3,207,12,223
UCL121043,3,89,79,26,15,219,4,222
UCL121044,3,41,98,44,16,210,3,211
UCL121045,3,85,95,22,4,211,8,217
UCL121046,3,75,93,25,18,210,9,222
UCL121047,12,192,158,27,19,410,9,414
UCL121048,4,44,92,21,22,187,6,190
UCL121049,24,197,69,7,3,306,18,321
UCL121050,32,238,169,43,19,492,34,532
UCL121051,34,161,119,37,18,364,18,386
UCL121052,32,176,99,29,14,347,17,366
UCL121053,7,97,130,54,38,329,16,341
UCL121054,23,119,110,36,16,293,20,316
UCL121055,0,17,69,60,55,195,0,203
UCL121056,3,72,120,29,16,236,8,245
UCL121057,7,106,114,40,18,294,16,306
UCL121058,3,30,73,50,46,207,5,209
UCL121059,3,85,234,109,58,490,8,500
UCL121060,3,78,90,32,14,210,4,214
UCL121061,0,40,148,61,42,286,12,295
UCL121062,3,62,151,57,43,318,7,319
UCL121063,12,103,100,27,4,246,8,259
UCL121064,12,119,123,48,6,307,17,329
UCL121065,23,145,116,24,15,324,20,349
UCL121066,7,197,253,64,32,556,14,570
UCL121067,0,3,67,37,28,138,0,139
UCL121068,3,51,99,25,14,192,0,193
UCL121069,10,93,93,37,15,248,13,261
UCL121070,18,104,122,26,14,279,26,308
UCL121071,9,118,76,21,12,237,13,241
UCL121072,10,88,50,27,27,206,9,212
UCL121073,25,165,119,34,21,361,28,387
UCL121074,5,66,103,29,20,219,10,232
UCL121075,6,85,107,39,16,254,8,264
UCL121076,3,49,92,46,31,224,6,231
UCL121077,0,35,82,41,13,170,7,175
UCL121078,11,78,150,37,12,288,5,292
UCL121079,0,26,76,44,13,161,5,167
UCL121080,6,147,151,46,21,372,14,387
UCL121081,34,186,114,21,18,374,9,382
UCL121082,4,40,93,48,36,217,4,227
UCL121083,3,79,179,33,9,303,18,327
UCL121084,31,132,123,22,20,327,20,349
UCL121085,10,83,82,31,23,225,13,235
UCL121086,14,70,85,35,8,217,7,222
UCL121087,3,85,143,50,25,303,8,317
UCL121088,5,52,106,28,14,204,10,213
UCL121089,3,36,88,60,62,245,8,257
UCL121090,0,47,90,49,33,220,3,224
UCL121091,3,84,116,72,55,329,17,348
UCL121092,12,93,104,52,23,295,4,301
UCL121093,35,133,87,20,9,294,21,310
UCL121094,3,24,98,40,22,182,3,190
UCL121095,3,92,90,13,8,203,3,206
UCL121096,0,75,111,40,15,232,12,246
UCL121097,0,64,139,64,32,292,4,296
UCL121098,8,110,92,35,13,259,18,269
UCL121099,3,113,154,47,8,336,7,340
UCL121100,5,53,155,82,56,351,15,371
UCL121101,18,156,143,25,7,350,16,368
UCL121102,19,136,133,36,13,343,27,366
UCL121103,10,75,100,32,20,238,15,254
UCL121104,24,143,102,13,10,295,10,307
UCL121105,3,101,126,29,13,267,4,272
UCL121106,5,113,124,42,18,309,13,324
UCL121107,7,93,120,36,13,274,16,291
UCL121108,0,33,81,25,17,151,4,159
UCL121109,8,146,113,37,10,323,17,342
UCL121110,23,118,91,34,13,287,34,322
UCL121111,8,70,110,40,18,247,18,264
UCL121112,5,74,74,30,12,193,10,202
UCL121113,5,59,131,34,6,237,7,242
UCL121114,5,130,107,23,5,271,8,280
UCL121115,0,39,128,67,45,277,4,286
UCL121116,3,93,90,26,7,216,15,228
UCL121117,3,58,143,58,29,296,6,296
UCL121118,47,60,28,11,8,153,4,160
UCL121119,0,35,92,37,23,181,11,190
UCL121120,11,83,79,32,6,210,12,222
UCL121121,13,114,140,39,18,326,18,340
UCL121122,0,47,101,37,14,199,3,206
UCL121123,7,65,82,28,13,199,5,207
UCL121124,6,75,63,27,19,185,10,200
UCL121125,0,36,83,35,32,194,4,196
UCL121126,16,88,153,68,44,368,5,371
UCL122001,0,21,25,15,6,66,5,73
UCL122002,16,35,38,8,7,96,5,101
UCL122003,3,22,49,16,23,110,3,113
UCL122004,3,32,39,12,3,87,0,87
UCL122005,9,80,39,19,6,148,7,161
UCL122006,3,48,43,11,4,104,11,111
UCL122007,11,71,65,18,10,178,12,188
UCL122008,0,31,38,16,8,92,9,105
UCL122009,0,43,44,18,13,121,0,126
UCL122010,3,27,41,19,18,112,7,118
UCL122011,3,22,42,21,23,112,0,114
UCL122012,5,44,46,12,6,114,12,128
UCL122013,4,40,27,9,0,83,11,89
UCL122014,3,25,50,24,3,106,4,111
UCL122015,9,34,51,24,3,115,14,123
UCL122016,0,33,36,16,0,84,3,86
UCL122017,0,18,34,9,11,81,3,91
UCL122018,4,52,44,24,15,135,0,135
UCL122019,19,75,50,23,13,171,16,183
UCL122020,10,44,35,13,5,109,6,117
UCL122021,10,58,37,11,0,120,8,128
UCL122022,0,7,32,18,5,68,4,72
UCL122023,0,45,53,27,23,143,3,144
UCL122024,0,30,54,32,9,129,3,132
UCL122025,10,74,77,12,3,174,7,181
UCL122026,4,34,37,18,8,98,8,107
UCL122027,3,66,65,29,9,175,7,186
UCL122028,0,21,30,19,10,75,4,84
UCL122029,7,40,41,10,0,96,8,108
UCL122030,3,61,50,21,14,143,14,157
UCL122031,0,28,43,8,5,82,0,87
UCL122032,3,63,57,9,3,137,10,142
UCL122033,0,18,46,11,12,88,3,92
UCL122034,6,84,64,16,9,176,9,187
UCL122035,3,32,30,3,3,77,0,76
UCL122036,4,22,36,14,14,82,5,92
UCL122037,0,8,27,12,12,58,0,66
UCL122038,16,78,54,9,8,156,11,169
UCL122039,45,58,24,9,9,143,11,154
UCL122040,0,50,55,19,4,127,9,136
UCL122041,7,50,57,19,9,140,3,145
UCL122042,0,42,57,17,11,124,4,137
UCL122043,0,15,29,17,17,87,3,89
UCL122044,3,45,38,19,9,113,9,124
UCL122045,0,14,29,9,7,54,6,63
UCL122046,3,39,34,19,8,103,9,106
UCL122047,5,73,69,15,6,164,10,172
UCL122048,30,59,24,4,0,116,3,117
UCL122049,14,59,44,8,3,132,4,139
UCL122050,14,49,30,19,3,112,15,129
UCL122051,0,47,40,9,5,104,11,113
UCL122052,0,55,79,15,6,156,3,154
UCL122053,0,36,34,10,3,90,3,92
UCL122054,9,54,48,17,13,143,3,146
UCL122055,3,67,82,13,8,166,6,170
UCL122056,0,25,45,18,11,95,3,98
UCL122057,0,17,26,20,18,82,3,87
UCL122058,3,82,74,17,6,177,6,186
UCL122059,3,57,67,30,14,168,5,177
UCL122060,3,38,58,21,16,139,11,144
UCL122061,3,66,60,28,10,166,6,172
UCL122062,20,22,14,4,3,65,0,64
UCL122063,5,39,40,13,10,111,7,115
UCL122064,6,37,47,16,9,115,4,119
UCL122065,35,58,35,10,3,129,13,143
UCL122066,3,30,70,30,11,146,0,148
UCL122067,0,24,69,28,15,142,3,145
UCL122068,3,51,48,12,7,126,11,134
UCL122069,0,22,63,22,19,117,3,118
UCL122070,5,71,65,17,13,172,6,175
UCL122071,3,18,18,3,7,44,10,56
UCL122072,0,59,52,17,8,127,3,132
UCL122073,8,34,46,27,17,135,5,137
UCL122074,10,46,27,10,3,91,5,90
UCL122075,4,57,43,10,3,113,11,120
UCL122076,3,31,49,17,10,120,5,123
UCL122077,3,46,38,16,6,112,9,121
UCL122078,0,21,41,14,12,87,3,92
UCL122079,0,12,34,13,3,65,10,72
UCL122080,0,86,66,12,5,175,9,179
UCL122081,0,9,36,22,6,68,5,73
UCL122082,4,46,44,11,14,128,8,132
UCL122083,6,69,40,5,3,123,4,131
UCL122084,0,26,52,13,10,98,0,99
UCL122085,3,38,60,28,18,153,3,155
UCL122086,22,81,24,0,3,126,8,132
UCL122087,3,20,62,32,24,140,0,146
UCL122088,4,23,33,17,11,90,7,100
UCL122089,5,54,51,18,7,139,3,147
UCL122090,18,53,70,29,13,179,16,191
UCL122091,4,61,31,3,3,103,6,116
UCL122092,0,11,42,15,22,93,0,95
UCL122093,4,15,27,10,11,67,0,69
UCL122094,10,40,35,20,6,104,9,113
UCL122095,27,75,31,4,7,139,24,166
UCL122096,0,37,32,8,7,79,3,87
UCL122097,3,29,30,21,0,86,13,98
UCL122098,0,39,49,24,16,127,11,137
UCL122099,3,39,72,29,8,151,6,151
UCL122100,15,45,40,11,5,116,6,128
UCL122101,6,24,56,15,18,119,0,122
UCL122102,15,64,51,8,11,144,21,166
UCL122103,4,65,50,16,8,137,14,147
UCL122104,0,24,25,18,5,71,3,79
UCL122105,0,29,39,13,5,91,7,93
UCL122106,3,31,31,4,8,82,8,85
UCL122107,39,97,21,15,0,170,15,191
UCL122108,6,46,33,7,11,94,0,99
UCL122109,6,62,72,15,8,163,16,180
UCL122110,6,40,56,14,6,126,13,136
UCL122111,9,56,47,9,5,121,3,131
UCL122112,4,38,41,6,4,96,7,102
UCL122113,3,9,47,28,35,123,0,124
UCL122114,0,32,49,10,11,100,0,102
UCL122115,5,30,55,15,5,107,9,110
UCL122116,3,34,50,15,14,124,4,122
UCL122117,4,58,30,6,3,97,0,98
UCL122118,0,0,3,0,0,4,0,6
UCL122119,4,31,61,30,12,133,3,138
UCL122120,0,10,46,17,21,99,3,97
UCL122121,0,37,50,15,14,111,3,114
UCL122122,0,9,39,12,3,68,4,72
UCL122123,4,67,38,12,4,126,4,137
UCL122124,0,29,43,15,12,102,6,105
UCL122125,0,22,45,32,18,116,0,115
UCL122126,0,20,58,24,24,125,3,131
UCL122127,3,30,43,18,13,105,3,102
UCL122128,0,40,55,9,11,111,10,118
UCL122129,0,43,70,26,8,149,5,154
UCL122130,0,29,34,11,10,95,0,98
UCL122131,0,24,71,24,13,143,3,140
UCL122132,3,37,26,17,5,84,3,86
UCL122133,0,13,38,11,7,70,3,75
UCL122134,3,49,25,5,5,89,5,92
UCL122135,0,12,53,21,18,103,4,109
UCL122136,4,42,39,19,13,109,8,118
UCL122137,0,26,27,13,10,74,6,78
UCL122138,0,31,46,21,6,98,3,107
UCL122139,3,23,25,12,3,76,7,77
UCL122140,5,39,17,0,0,69,52,115
UCL122141,21,47,48,17,4,145,8,151
UCL122142,15,66,24,5,12,128,8,130
UCL122143,0,39,60,18,11,135,3,138
UCL122144,6,24,31,3,3,60,3,63
UCL122145,26,12,8,0,0,46,0,46
UCL122146,5,61,39,22,11,133,8,142
UCL122147,13,74,47,17,4,154,13,167
UCL122148,0,30,42,16,12,99,7,103
UCL122149,7,23,36,4,8,82,3,87
UCL122150,3,37,59,15,10,126,5,131
UCL122151,4,40,25,11,6,89,0,90
UCL122152,0,36,20,12,0,71,0,73
UCL122153,16,73,60,11,6,167,6,171
UCL122154,14,49,33,13,3,115,7,125
UCL122155,11,34,42,8,5,96,4,102
UCL122156,10,39,22,3,3,78,3,83
UCL122157,0,32,34,13,8,89,3,98
UCL122158,3,42,65,36,14,159,3,163
UCL122159,5,47,44,26,5,126,3,132
UCL122160,3,52,72,28,12,162,12,172
UCL122161,3,44,63,21,8,134,4,140
UCL122162,11,58,45,5,4,121,11,131
UCL122163,6,58,39,13,5,126,7,139
UCL122164,11,101,59,21,3,187,7,192
UCL122165,0,35,52,21,12,124,3,132
UCL122166,0,52,86,13,4,150,3,156
UCL122167,3,8,52,27,29,116,3,117
UCL122168,13,46,33,9,4,100,6,109
UCL131777,3001,38727,71495,35606,27435,176260,7150,183411
UCL179997,0,0,0,0,0,0,0,0
UCL199994,0,0,0,0,0,0,0,0
