UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL115141,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,6,3,3,3,3,0,0,0,12,53,47,25,10,19,4,0,160,0,0,0,0,0,0,0,0,64,49,26,20,25,4,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,9,16,7,3,5,0,3,45,0,0,0,0,0,0,0,0,11,18,8,7,8,0,3,51,76,67,37,30,32,4,5,243
UCL115142,0,3,8,3,7,0,0,22,10,7,3,3,7,0,0,31,9,3,5,3,3,0,0,22,69,75,41,24,39,4,3,257,0,0,0,0,0,0,0,4,86,87,51,36,56,7,3,331,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7,0,3,0,0,0,0,0,3,6,19,11,7,18,0,0,63,0,0,0,0,0,0,0,0,14,17,11,13,25,0,0,80,102,105,62,45,77,13,3,414
UCL115143,3,4,0,0,0,0,0,9,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,11,44,40,23,14,24,4,0,143,0,0,0,0,0,0,0,0,54,46,20,17,23,4,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,19,22,4,4,0,0,51,3,0,0,0,0,0,0,4,11,20,21,5,7,0,0,64,62,66,39,26,35,7,0,232
UCL115144,6,3,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,47,55,22,5,3,0,0,129,0,0,0,0,0,0,0,0,58,62,21,5,3,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,70,36,9,19,0,0,193,0,3,6,3,0,0,0,11,59,76,36,15,19,0,0,206,117,139,63,20,20,0,0,358
UCL115145,0,0,5,0,7,0,0,11,3,3,0,3,0,0,0,14,3,4,3,0,0,0,0,18,50,38,33,11,19,6,4,156,0,0,0,0,0,0,0,0,54,49,41,16,26,9,4,194,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,5,0,0,3,10,0,0,20,0,0,0,0,0,0,0,0,12,5,8,8,11,0,0,37,64,53,47,19,36,9,4,226
UCL115146,3,0,0,0,0,0,0,13,4,3,0,0,0,0,0,11,0,3,0,0,4,0,0,8,95,109,55,26,31,11,0,318,0,3,3,0,0,0,0,8,106,120,62,25,34,9,0,353,0,3,0,0,0,0,0,9,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,6,22,25,21,13,13,3,0,98,5,5,0,0,3,0,0,10,27,32,22,21,17,4,0,121,132,148,80,45,54,17,0,479
UCL115147,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,55,31,20,15,20,0,0,141,0,0,0,0,0,0,0,0,56,32,20,17,28,0,0,155,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,19,11,8,5,0,0,63,0,0,0,0,0,0,0,0,24,26,11,10,7,0,0,73,75,54,36,25,33,0,0,226
UCL115148,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,49,55,25,11,13,4,0,151,0,0,0,0,0,0,0,0,54,63,27,12,16,3,0,173,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,17,13,17,3,0,105,0,0,0,0,0,0,0,0,25,35,18,12,17,4,0,113,78,96,46,23,27,9,0,283
UCL115149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,74,70,41,19,27,6,0,242,0,0,0,0,0,0,0,3,78,76,41,20,31,6,0,253,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,4,34,28,17,11,13,0,0,101,7,0,0,0,0,0,0,10,41,32,22,12,11,0,0,122,124,106,57,33,43,7,0,378
UCL115150,4,4,3,0,0,0,0,19,4,0,3,0,7,0,0,19,6,4,0,3,7,0,0,21,148,127,68,50,65,10,5,469,0,0,0,0,0,0,0,4,167,137,74,55,79,7,5,524,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,16,3,0,3,0,3,0,0,10,106,108,54,36,38,10,0,355,12,3,3,0,3,0,0,23,123,115,68,42,43,10,0,401,294,253,141,100,119,21,3,924
UCL115151,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,26,24,16,10,24,3,0,104,0,0,0,0,0,0,0,0,27,30,23,10,20,3,0,109,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,9,0,3,3,0,55,0,5,4,3,0,0,0,17,10,31,15,8,4,3,0,75,33,55,34,16,28,8,0,181
UCL115152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,39,41,21,12,17,3,0,134,3,0,0,0,0,0,0,5,42,44,25,17,17,3,0,149,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,23,30,18,6,10,0,0,90,0,3,0,0,0,0,0,6,29,29,20,10,10,3,0,105,70,78,43,26,34,5,0,252
UCL115153,14,6,8,3,0,0,0,30,10,3,0,0,0,0,0,12,3,0,0,0,0,0,0,4,114,123,67,36,39,3,0,375,0,0,0,0,0,0,0,6,130,136,72,39,43,3,0,428,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,24,41,25,13,19,0,0,116,0,0,0,3,0,0,0,8,26,42,28,15,21,0,0,138,165,182,105,55,60,8,3,571
UCL115154,3,6,0,0,3,0,0,11,13,10,4,0,8,0,0,40,3,4,4,4,3,4,0,15,91,93,65,32,33,14,12,334,0,0,0,0,0,0,0,0,109,110,71,36,46,15,17,401,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,7,9,16,7,3,10,3,3,57,0,0,0,0,0,0,0,0,11,21,12,3,19,5,5,75,115,133,82,42,63,20,16,475
UCL115155,3,7,0,3,0,0,0,18,9,5,6,3,0,0,0,24,3,0,0,3,3,0,0,11,99,103,44,30,33,15,3,332,0,0,0,0,0,0,0,0,121,118,58,37,37,12,3,389,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,3,0,0,0,0,4,3,8,6,7,3,0,0,24,0,0,0,0,0,0,0,0,4,14,4,7,3,0,0,33,123,137,61,47,43,12,3,424
UCL115156,0,0,3,0,3,0,0,11,5,3,3,3,5,0,0,20,4,3,0,0,0,0,0,5,154,173,84,54,74,7,3,559,5,6,3,0,0,0,0,9,171,186,92,61,88,14,3,607,0,0,0,4,4,0,0,12,7,3,0,3,3,0,0,18,0,0,0,0,3,0,0,5,60,79,40,22,47,10,0,260,3,3,0,0,0,0,0,7,68,85,47,29,61,6,0,303,235,275,143,89,142,21,6,913
UCL115157,7,3,3,3,4,0,0,21,0,9,5,0,4,0,0,22,10,8,7,3,3,3,0,24,73,94,56,25,58,19,5,320,0,0,0,0,0,0,0,0,90,105,73,31,64,22,5,385,0,0,3,0,4,0,0,9,0,6,3,0,0,3,0,19,0,0,0,0,0,0,0,3,15,35,18,8,9,9,0,98,0,0,0,0,0,0,0,0,17,39,20,17,12,13,0,121,104,146,94,44,77,29,3,505
UCL115158,52,55,16,11,14,14,7,163,8,12,5,6,11,3,3,50,22,22,13,10,7,3,0,70,100,98,71,43,40,15,0,367,3,0,0,0,0,0,0,5,191,185,96,73,75,27,7,657,9,3,7,4,3,3,0,30,0,4,0,3,4,0,0,11,0,4,3,0,6,0,0,23,30,42,24,23,27,0,0,153,4,0,0,0,0,0,0,4,37,56,36,37,37,3,3,214,225,241,135,112,111,33,8,870
UCL115159,0,0,0,0,0,0,0,5,0,3,3,3,3,0,0,18,8,6,0,3,3,0,0,17,57,60,37,36,37,10,4,235,0,7,0,0,0,0,0,8,62,81,41,42,43,11,3,278,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,18,26,14,3,16,3,0,76,3,0,0,0,0,0,0,5,24,28,22,10,18,3,4,98,87,106,59,54,57,16,5,377
UCL115160,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,4,3,7,3,4,0,0,17,40,47,26,24,21,4,4,173,0,0,0,0,0,0,0,0,43,56,31,30,27,6,9,207,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,3,0,0,0,3,5,11,7,4,3,0,0,38,0,0,0,0,0,0,0,0,6,11,4,7,3,0,0,44,55,64,40,36,38,11,8,249
UCL115161,0,3,0,0,0,0,0,12,0,3,0,0,0,0,0,7,3,3,0,0,0,0,0,5,36,37,35,17,13,0,0,141,0,0,0,4,0,0,0,4,44,45,36,26,16,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,15,11,9,7,4,0,0,40,0,0,0,0,0,0,0,0,12,11,7,7,8,0,0,49,54,51,47,30,27,0,0,216
UCL121001,0,3,0,0,0,0,0,4,0,4,7,0,0,0,0,7,0,3,3,3,0,0,0,7,27,38,24,16,20,3,0,129,0,0,0,0,0,0,0,3,26,43,32,12,20,3,0,150,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,3,8,0,0,29,0,0,0,0,0,0,0,0,0,11,10,4,8,0,0,33,35,55,39,19,28,3,0,182
UCL121002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,19,9,8,6,4,0,60,0,0,0,0,0,0,0,0,15,19,13,9,6,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,17,7,4,3,0,0,49,0,0,0,0,0,0,0,0,12,14,7,4,6,0,0,48,23,30,24,13,14,3,3,115
UCL121003,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,0,4,0,0,0,0,4,17,16,7,10,9,0,0,62,0,0,0,0,0,0,0,0,23,22,13,17,15,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,0,0,22,0,0,0,0,0,0,0,0,8,3,3,3,6,0,0,24,26,28,17,15,20,5,0,100
UCL121004,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,7,29,22,29,12,11,0,0,101,0,0,0,0,0,0,0,0,35,29,32,14,14,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,6,5,0,0,20,0,0,0,0,0,0,0,0,9,5,7,3,5,0,0,24,41,31,33,22,15,0,0,151
UCL121005,0,3,3,0,0,0,0,7,0,3,0,0,4,0,0,5,3,0,0,0,0,0,0,5,18,24,23,16,11,5,0,94,0,0,0,0,0,0,0,0,22,31,23,14,12,7,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,0,27,0,0,0,0,0,0,0,0,5,4,3,0,3,0,0,24,24,34,30,18,18,11,0,139
UCL121006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,21,18,9,13,11,0,3,66,0,0,0,0,0,0,0,0,21,16,9,13,12,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,12,28,19,10,13,12,0,3,80
UCL121007,0,0,0,0,0,0,0,0,0,6,5,5,7,0,0,20,3,5,0,3,3,0,0,14,49,42,18,18,17,3,0,149,0,0,0,0,0,0,0,4,59,50,33,24,20,7,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,6,3,9,0,0,24,0,0,0,0,0,0,0,0,3,6,11,7,8,0,0,28,61,60,36,24,31,7,0,213
UCL121008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,26,17,18,18,0,0,97,0,0,0,0,0,0,0,0,21,26,17,18,17,0,0,98,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,13,12,3,6,0,0,29,0,0,0,0,0,0,0,0,4,12,8,4,6,0,0,35,29,34,27,17,25,0,0,134
UCL121009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,16,15,7,7,0,0,62,3,0,0,0,0,0,0,10,13,20,16,11,7,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,17,13,9,0,0,66,0,0,0,0,0,0,0,3,18,12,17,13,10,0,0,66,37,31,34,23,19,0,0,141
UCL121010,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,5,12,41,19,4,14,3,0,90,0,3,0,0,0,0,0,3,16,49,23,4,14,3,0,104,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,21,8,9,14,0,0,68,0,0,0,0,0,0,0,0,16,22,8,9,11,0,0,72,33,67,32,16,26,3,0,181
UCL121011,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,0,0,0,3,0,0,6,23,31,13,7,4,0,0,81,0,0,0,0,0,0,0,0,30,31,17,17,11,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,35,26,17,8,0,0,133,4,3,0,0,0,0,0,11,41,43,31,22,16,0,0,142,64,76,41,38,23,4,0,250
UCL121012,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,8,18,46,33,25,33,17,3,177,0,0,0,0,0,0,0,0,18,47,35,23,39,13,3,189,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,5,3,0,0,15,21,54,39,28,43,16,3,204
UCL121013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,26,23,13,3,8,0,0,74,0,0,0,0,0,0,0,0,29,23,13,3,8,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,13,10,3,0,0,100,0,4,0,0,0,0,0,3,35,40,13,10,3,0,0,104,60,66,29,15,10,3,0,181
UCL121014,0,0,6,3,3,0,0,14,4,3,4,3,0,3,0,20,7,4,0,0,0,0,0,15,9,9,15,4,17,11,0,54,0,0,0,0,0,0,0,0,16,23,22,12,21,12,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,14,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,22,18,23,24,15,23,16,3,129
UCL121015,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,13,6,11,10,9,0,63,0,0,0,0,0,0,0,0,22,19,6,13,12,9,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,5,4,0,0,27,0,0,0,0,0,0,0,3,5,8,5,3,3,0,0,26,24,29,15,14,14,6,0,106
UCL121016,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,3,0,0,0,4,0,0,4,48,51,17,13,17,3,0,149,0,0,0,0,0,0,0,3,48,57,21,18,21,3,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,3,3,12,0,0,37,0,0,0,0,0,0,0,0,7,11,5,9,12,0,0,48,59,67,27,24,29,3,0,215
UCL121017,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,10,26,45,18,14,26,9,0,139,0,0,0,0,0,0,0,0,33,53,22,15,29,11,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,0,0,15,0,0,0,0,0,0,0,0,5,0,3,5,3,0,0,15,33,53,26,18,36,11,0,172
UCL121018,0,3,3,0,0,0,0,10,9,7,5,0,0,3,0,21,3,3,0,0,0,0,0,6,14,19,10,11,18,6,0,81,0,0,0,0,0,0,0,0,25,27,15,12,20,8,0,114,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,9,3,0,3,0,0,18,0,0,0,0,0,0,0,0,3,9,5,4,3,0,0,22,28,38,24,13,25,8,0,137
UCL121019,0,4,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,14,36,12,11,6,0,0,81,0,0,0,0,0,0,0,0,15,36,15,12,10,4,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,8,8,5,9,0,0,35,0,0,3,0,0,0,0,3,8,14,11,7,9,0,0,48,29,50,26,18,21,4,0,146
UCL121020,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,20,19,15,6,4,0,82,0,0,0,0,0,0,0,0,25,26,19,15,6,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,6,8,0,0,36,0,0,0,0,0,0,0,0,4,13,8,6,8,0,0,36,26,39,29,21,14,8,0,132
UCL121021,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,8,8,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,12,0,0,0,0,0,0,0,0,0,4,4,4,3,0,0,12,7,11,8,4,3,0,0,40
UCL121022,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,3,4,0,0,4,0,0,6,27,30,17,16,15,7,0,111,0,0,0,0,0,0,0,0,32,42,17,16,23,7,4,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,22,21,13,10,0,0,81,0,3,3,0,0,0,0,6,12,22,25,13,12,0,0,88,44,64,48,22,36,4,3,218
UCL121023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,8,27,29,22,12,8,4,0,99,0,0,0,0,0,0,0,0,24,32,22,9,9,4,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,25,6,0,3,0,0,49,0,0,0,0,0,0,0,0,14,26,8,3,3,0,0,52,40,60,30,13,10,3,0,158
UCL121024,3,0,0,0,3,0,0,10,0,0,0,3,0,0,0,7,4,0,3,0,10,0,0,25,31,33,13,16,16,10,0,116,0,0,0,0,0,0,0,0,39,42,17,21,28,11,6,155,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,3,4,7,5,0,0,17,39,40,19,24,34,11,5,177
UCL121025,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,19,12,11,3,9,3,0,63,0,0,0,0,0,0,0,0,26,18,14,9,7,4,0,76,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,11,0,0,4,0,5,0,0,10,13,20,3,0,8,0,0,54,0,0,0,0,0,0,0,0,19,25,6,3,20,0,0,77,41,47,17,14,24,3,0,151
UCL121026,3,4,0,0,0,0,0,6,0,3,0,3,3,0,0,8,0,0,0,3,0,0,0,3,19,23,17,7,14,3,0,81,0,0,0,0,0,0,0,0,18,26,17,17,18,3,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,22,22,32,24,20,21,3,3,125
UCL121027,3,3,3,3,3,0,0,18,0,0,7,3,0,0,0,10,10,3,3,0,0,0,3,14,63,61,40,16,29,4,0,204,0,0,0,0,0,0,0,0,74,63,48,23,27,4,3,252,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,16,4,4,10,0,0,37,0,0,0,0,0,0,0,0,8,16,4,4,10,0,0,38,75,79,51,25,36,4,8,288
UCL121028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,3,5,6,0,0,53,0,0,0,0,0,0,0,0,18,10,4,5,6,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,21,21,20,9,12,11,3,3,76
UCL121029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,11,9,9,0,0,80,0,0,0,0,0,0,0,3,28,20,11,10,14,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,5,4,0,0,0,44,0,0,0,0,0,0,0,0,16,20,5,4,0,0,0,41,40,39,17,14,10,3,0,128
UCL121030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,7,5,3,0,0,54,0,0,0,0,0,0,0,0,20,15,7,5,3,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,7,3,0,3,0,0,26,0,7,0,0,0,0,0,9,12,17,4,0,8,0,0,44,36,35,15,10,11,0,0,97
UCL121031,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,38,20,14,18,6,0,120,0,0,0,0,0,0,0,0,32,40,20,15,20,6,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,13,4,7,0,0,64,0,0,4,0,0,0,0,6,19,22,15,4,7,0,0,70,54,57,39,16,23,6,0,194
UCL121032,0,4,0,0,3,0,0,10,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,23,38,16,14,15,3,0,109,0,0,0,0,0,0,0,0,28,41,19,14,22,3,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,6,9,5,8,0,0,49,0,0,0,0,0,0,0,3,11,5,13,5,16,0,0,51,42,55,34,18,35,3,0,181
UCL121033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,25,22,13,7,9,5,0,85,0,0,0,0,0,0,0,0,25,23,13,10,15,5,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,3,11,6,0,0,52,0,0,0,0,0,0,0,0,10,19,3,12,6,0,0,52,35,44,16,24,23,10,0,143
UCL121034,0,3,3,0,0,0,0,7,4,3,0,0,3,0,0,13,3,0,0,0,0,0,0,6,20,28,16,11,6,0,0,87,0,0,3,0,0,0,0,3,22,39,27,16,10,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,4,0,0,19,0,0,0,3,0,0,0,4,3,3,5,3,5,0,0,26,28,36,36,16,18,4,0,138
UCL121035,0,4,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,3,3,4,0,0,11,31,36,19,14,22,0,3,124,0,0,0,0,0,0,0,4,41,37,26,14,26,3,3,152,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,12,6,3,0,0,53,0,0,0,0,0,0,0,3,12,17,14,4,3,0,0,57,47,54,39,24,31,3,3,210
UCL121036,0,7,0,4,4,0,0,18,5,13,7,0,0,0,0,19,3,8,3,0,4,0,0,17,32,42,36,16,24,3,0,158,0,0,0,0,0,0,0,0,33,66,50,25,37,3,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,8,3,0,30,0,0,0,0,0,0,0,0,8,4,10,3,8,3,0,33,41,71,55,30,41,6,0,240
