UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL114005,11,11,4,9,5,0,0,41,5,14,4,3,7,0,0,33,16,8,8,3,10,0,0,41,408,341,162,129,146,30,3,1222,6,0,0,0,0,0,0,11,442,376,176,146,159,38,3,1344,0,0,3,0,3,0,0,9,3,5,9,6,4,0,0,31,0,6,3,3,3,0,0,13,192,230,109,83,98,14,4,731,10,7,4,4,0,0,0,28,213,245,132,93,109,17,4,804,656,624,305,236,265,56,9,2149
UCL114006,12,19,14,4,12,3,0,61,7,13,6,4,3,0,0,38,12,16,5,4,15,7,0,57,186,188,107,48,83,13,5,628,0,0,0,0,0,0,0,3,217,237,133,62,111,18,6,783,6,4,5,0,4,0,0,21,10,4,4,3,5,0,0,35,0,4,5,3,8,0,0,19,55,82,50,34,40,6,3,275,0,3,0,0,0,0,0,3,70,98,62,43,52,14,3,345,293,337,194,108,160,27,12,1133
UCL114007,6,11,3,3,3,0,0,27,9,11,3,6,0,0,0,33,9,5,4,0,0,0,0,19,164,196,112,62,77,15,3,617,0,0,3,0,0,0,0,6,188,225,129,66,80,13,3,707,0,0,0,0,0,0,0,0,7,7,8,0,0,0,0,19,3,0,0,0,3,0,0,11,55,79,52,33,24,3,0,250,6,5,6,0,0,0,0,16,65,91,64,40,33,3,0,290,257,308,191,105,112,22,5,998
UCL114008,8,7,3,0,0,0,0,28,8,4,8,3,9,3,0,36,4,8,4,0,3,0,0,28,171,189,112,66,97,12,4,655,0,0,0,0,0,0,0,3,197,218,124,75,106,19,5,743,0,0,4,0,0,0,0,7,3,5,0,0,0,0,0,6,3,3,3,0,0,0,0,7,41,57,39,33,40,4,0,210,0,5,0,0,4,0,0,8,50,71,42,35,44,3,0,245,246,280,174,112,155,21,13,988
UCL114009,14,9,3,3,3,0,0,35,5,9,5,4,0,0,0,27,4,10,8,3,5,0,0,28,297,278,174,105,116,24,3,998,0,0,0,3,3,0,0,9,319,308,187,116,130,29,3,1094,4,4,0,0,0,0,0,7,0,5,4,5,4,0,0,17,3,0,0,0,3,0,0,12,112,135,69,48,64,6,5,441,3,3,0,0,0,0,0,10,117,149,77,60,72,12,5,488,439,458,259,170,202,38,7,1583
UCL114010,15,6,9,3,4,0,0,40,9,10,4,0,4,0,0,25,4,8,3,0,3,0,0,18,239,237,146,83,102,17,0,820,0,0,0,3,0,0,0,5,261,261,161,98,115,18,0,916,0,4,3,0,3,0,0,9,3,3,7,3,4,0,0,14,0,0,3,5,0,0,0,16,69,80,47,39,51,9,0,304,6,5,0,0,0,3,0,12,76,90,59,51,62,13,0,352,339,354,220,143,173,30,0,1271
UCL114011,16,10,3,0,3,0,0,34,5,11,8,0,4,0,0,26,9,5,7,3,6,0,0,27,276,271,119,99,110,20,5,908,4,0,0,0,0,0,0,7,309,305,140,107,119,24,5,997,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,11,4,0,0,3,0,0,0,5,98,112,69,44,55,5,3,385,8,11,7,3,5,0,0,33,106,132,82,49,61,5,3,437,410,432,217,157,182,27,9,1434
UCL114012,12,7,7,3,4,0,0,27,8,3,3,0,3,0,0,19,9,11,3,0,0,3,0,24,177,182,72,66,71,5,3,578,0,0,0,0,0,0,0,3,202,204,86,66,81,13,4,646,0,0,0,0,4,0,0,4,4,4,0,6,0,0,0,15,3,7,0,0,3,0,0,13,76,85,58,28,42,0,3,303,0,4,5,3,3,0,0,21,87,101,72,36,47,0,3,354,291,301,154,109,122,15,5,999
UCL114013,16,18,8,7,6,0,0,63,12,3,0,0,0,0,0,22,14,18,0,3,6,0,0,38,380,332,150,96,113,18,0,1090,3,5,0,0,0,0,0,12,421,374,163,109,128,27,0,1223,0,0,0,0,0,0,0,6,3,0,7,0,0,0,0,9,5,0,0,0,0,0,0,3,139,122,65,42,51,11,3,436,4,8,3,8,0,0,0,23,150,136,76,54,53,7,3,476,577,513,240,155,184,33,4,1699
UCL114014,20,25,6,0,12,9,3,71,53,54,16,14,14,3,3,163,46,50,26,13,17,5,3,160,313,307,172,104,138,44,26,1103,3,3,0,0,0,0,0,9,437,435,223,135,186,61,31,1502,0,6,0,0,3,0,0,5,5,6,3,4,0,0,0,17,3,3,7,0,7,0,0,24,13,34,33,18,18,19,3,140,3,3,0,0,0,0,0,3,26,51,39,27,30,20,4,193,455,478,261,162,214,81,42,1697
UCL114015,20,22,18,21,14,3,0,100,16,22,7,3,0,0,0,51,9,8,7,3,7,0,0,32,385,319,155,93,128,25,3,1111,0,0,0,0,0,0,0,0,434,367,188,117,151,31,5,1293,0,3,4,0,0,0,0,4,6,8,3,0,6,0,0,27,0,8,5,4,14,0,0,32,188,215,114,79,80,17,0,693,15,9,10,10,4,0,0,47,213,247,128,94,102,17,0,796,646,612,316,214,251,42,5,2088
UCL114016,29,31,20,11,17,3,0,106,9,20,3,5,0,0,0,36,4,9,3,3,3,0,0,20,267,244,150,93,130,9,3,895,3,0,0,0,0,0,0,6,311,297,181,115,146,14,3,1062,4,0,0,3,0,0,0,7,3,6,0,0,0,0,0,13,0,0,0,0,0,0,0,3,91,105,63,35,52,9,0,352,7,3,3,0,0,3,0,17,105,112,69,42,58,11,0,393,412,408,251,151,208,22,3,1460
UCL114017,24,28,20,9,10,5,0,97,30,47,17,17,17,3,0,124,50,38,17,13,19,0,3,128,221,233,122,90,134,37,8,853,0,3,0,0,0,0,0,6,327,344,171,131,180,45,9,1209,0,8,5,6,3,0,0,19,10,7,11,4,6,5,0,37,5,3,0,6,8,0,0,19,18,40,23,29,37,10,3,157,0,0,3,0,3,0,0,9,31,60,35,47,55,12,3,241,356,400,211,177,237,61,15,1449
UCL114018,16,29,13,16,23,5,0,97,26,35,20,11,12,9,3,118,35,39,28,12,15,7,0,133,492,493,254,170,222,56,20,1699,0,4,0,0,0,0,0,4,573,591,309,214,267,69,19,2045,0,0,3,3,0,0,0,9,7,6,3,4,3,3,0,19,3,3,3,4,0,0,0,15,68,77,56,40,51,16,4,315,0,0,0,0,0,0,0,4,76,88,62,48,56,18,4,357,653,680,375,265,321,93,26,2408
UCL114019,15,13,6,3,7,3,0,43,5,10,9,6,10,0,0,44,29,30,6,10,8,3,0,76,153,183,105,68,92,7,3,624,0,0,3,0,0,0,0,11,206,234,133,81,120,15,3,793,0,3,8,0,3,0,0,11,4,6,7,3,4,0,0,28,3,3,3,0,7,0,0,15,29,60,43,26,30,8,0,205,3,6,3,0,0,0,0,13,37,78,55,37,43,10,0,266,242,312,189,119,162,25,8,1065
UCL114020,29,22,3,8,5,0,0,73,9,16,6,3,6,0,0,40,10,13,3,0,6,0,0,32,300,225,126,45,73,4,0,773,0,8,0,4,0,0,0,12,356,277,136,62,90,4,3,931,3,0,3,0,4,0,0,5,0,0,0,0,0,0,0,3,8,0,0,0,4,0,0,9,160,190,79,52,38,3,0,519,11,11,12,3,3,0,0,41,182,204,91,51,50,3,0,582,536,484,234,112,139,8,3,1513
UCL114021,19,19,15,13,9,3,6,79,24,32,23,15,18,5,0,114,20,24,14,5,14,0,0,69,287,302,151,87,111,24,3,974,0,0,3,0,0,0,0,7,357,373,205,123,147,33,7,1239,0,0,0,7,8,0,0,14,3,14,5,9,14,4,0,47,0,4,13,3,11,0,4,31,58,78,54,39,55,11,5,307,3,0,0,0,0,0,0,3,65,100,72,56,86,21,3,406,423,471,275,179,235,52,11,1648
UCL114022,26,29,16,6,19,3,0,96,31,39,23,10,15,3,0,116,39,42,20,11,10,3,0,118,278,319,155,99,160,26,3,1032,7,4,3,4,0,0,0,15,370,429,212,129,198,37,7,1383,0,9,7,9,4,3,0,22,16,16,12,5,3,3,0,53,9,11,9,7,10,0,0,44,75,159,84,67,96,11,9,508,3,0,3,0,0,0,0,10,96,196,117,90,109,13,14,631,465,627,328,217,308,51,22,2020
UCL114023,3,0,0,4,5,0,0,16,4,6,5,0,3,0,0,31,11,8,3,4,9,0,0,28,110,130,86,34,60,7,6,425,0,0,0,0,0,0,0,3,126,145,95,44,79,9,6,502,3,0,0,0,0,0,0,6,10,9,4,5,0,0,0,36,4,12,3,0,0,0,0,21,103,98,58,41,54,9,0,361,3,5,3,0,0,0,0,18,128,128,75,52,62,10,0,449,256,271,171,92,136,18,6,951
UCL114024,9,12,8,0,3,0,0,28,3,13,9,8,0,0,0,32,13,5,0,3,0,0,0,24,255,264,112,71,101,14,8,824,0,0,0,0,3,0,0,4,278,287,132,80,108,14,8,906,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,105,119,52,21,41,4,0,340,0,3,0,0,0,0,0,3,118,120,51,23,41,4,0,365,396,412,182,106,155,14,4,1271
UCL114025,37,34,9,9,20,8,0,109,19,17,7,3,3,0,0,46,19,15,5,7,15,0,0,65,400,435,214,130,181,23,6,1396,0,3,0,0,0,0,0,8,474,505,237,154,214,37,6,1622,0,0,0,0,0,0,0,7,10,8,3,4,5,0,0,29,0,3,0,0,0,0,0,3,145,165,98,64,88,15,0,582,12,7,3,0,3,0,0,26,166,187,104,72,103,15,0,644,642,683,344,221,313,47,8,2269
UCL114026,35,46,13,8,13,0,0,112,34,42,20,10,5,0,0,114,37,40,17,8,15,0,0,118,316,322,161,88,101,35,8,1037,7,0,0,0,0,0,0,7,426,458,217,114,135,35,8,1397,3,3,0,0,0,0,0,14,6,17,15,3,4,0,0,51,5,8,6,0,3,0,0,18,47,67,66,34,45,10,6,279,0,3,0,0,0,0,0,8,63,92,88,45,55,13,6,362,491,553,305,158,189,50,13,1755
UCL114027,9,18,5,11,11,0,0,54,7,13,13,3,10,7,0,61,10,21,11,4,3,0,0,59,135,168,86,64,65,29,0,545,0,0,0,0,4,0,0,5,165,225,122,83,88,34,0,723,0,3,3,0,0,0,0,10,0,3,4,0,3,0,0,16,0,3,0,3,0,0,0,14,21,38,38,19,14,4,0,142,0,0,0,0,0,0,0,7,29,52,48,24,24,4,0,185,191,274,167,112,111,42,0,906
UCL114028,0,7,3,0,3,0,0,11,8,3,0,3,3,0,0,23,10,9,7,3,9,0,0,34,112,130,77,49,67,12,0,454,3,0,0,0,0,0,0,11,138,152,91,55,81,12,4,527,0,0,0,0,0,0,0,0,11,9,5,0,7,0,0,24,0,3,3,0,0,0,0,5,44,48,34,30,28,3,0,185,4,4,0,0,0,0,0,10,55,62,42,30,32,3,0,226,192,212,129,89,110,18,3,753
UCL114029,7,9,0,3,0,0,3,21,13,21,8,12,16,0,0,71,12,19,13,11,9,3,3,63,204,206,124,105,92,18,12,764,4,0,0,0,0,0,0,10,234,255,145,136,120,24,16,930,0,5,0,0,0,0,0,4,3,6,3,4,4,0,0,16,3,5,3,0,5,0,0,19,51,67,41,32,44,4,0,238,0,6,0,0,0,0,0,8,53,90,51,33,51,4,0,289,288,347,196,168,171,31,12,1219
UCL114030,17,22,11,9,10,0,0,64,7,18,0,3,3,0,0,35,18,10,11,3,6,0,0,43,229,239,136,69,93,13,3,778,0,0,0,0,0,0,0,4,264,289,154,80,112,16,3,928,0,0,0,0,0,0,0,3,3,6,6,3,3,0,0,23,0,5,0,3,3,0,0,10,56,84,63,31,41,5,0,277,6,5,3,0,3,0,0,21,63,96,71,40,52,7,0,337,332,391,224,126,161,23,3,1263
UCL114031,3,7,0,0,3,0,0,12,10,7,4,4,14,0,0,49,11,12,3,0,6,0,0,36,245,306,157,110,113,21,0,946,0,0,0,0,4,0,0,5,271,332,167,115,136,19,0,1047,0,0,0,0,0,0,0,3,3,9,5,7,4,0,0,23,0,3,7,0,3,0,0,17,116,146,73,62,65,6,5,476,4,4,4,3,0,0,0,12,121,164,93,65,79,7,5,536,401,494,256,185,213,32,9,1584
UCL114032,15,17,5,3,0,0,0,38,11,12,3,0,4,0,0,35,17,8,9,3,6,0,0,49,146,133,72,48,68,11,0,478,0,0,0,0,0,0,0,3,192,170,87,50,83,11,0,599,0,3,3,0,3,0,0,7,3,8,0,3,3,0,0,18,4,8,3,0,4,0,0,23,27,69,38,25,34,9,3,198,6,0,3,0,0,0,0,9,38,91,48,30,44,10,3,259,231,260,130,83,129,20,3,861
UCL114033,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,6,66,65,41,29,25,9,0,232,0,0,0,0,0,0,0,0,72,71,43,29,25,9,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,12,9,8,3,0,64,0,0,0,0,0,0,0,3,14,20,8,10,6,3,0,65,94,94,59,36,36,11,3,316
UCL114034,15,14,9,3,8,3,0,49,14,21,8,7,6,0,0,63,13,18,5,3,3,0,0,44,250,259,114,67,80,19,3,793,0,0,0,0,0,0,0,8,300,321,136,82,91,22,8,962,3,3,0,0,0,0,0,4,3,7,3,3,6,0,0,25,0,3,3,4,7,0,0,18,47,51,36,29,31,5,0,213,0,0,0,0,0,0,0,3,56,69,45,35,45,6,4,260,351,381,184,123,136,28,9,1219
UCL114035,16,16,13,5,5,0,0,54,8,14,7,3,5,0,0,32,23,15,10,0,3,0,0,44,275,284,141,90,90,10,3,898,0,3,3,4,0,0,0,11,321,324,172,106,100,14,3,1038,4,3,0,0,0,0,0,15,6,11,5,5,11,0,0,41,3,7,4,3,3,0,0,21,110,149,79,70,83,11,0,505,6,10,3,0,0,0,0,25,131,178,101,76,95,14,0,596,455,503,271,178,197,26,3,1637
UCL115001,0,0,0,0,0,0,0,3,5,5,4,0,0,0,0,15,9,6,0,0,0,0,0,12,85,96,64,38,52,6,0,336,0,0,6,0,0,0,0,4,101,105,73,38,59,6,0,371,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,28,14,9,17,3,0,84,0,0,0,0,0,0,0,3,19,28,14,16,19,3,0,92,114,133,86,49,72,6,0,461
UCL115002,0,8,5,0,3,3,0,21,12,10,7,0,3,0,0,37,9,12,3,0,0,0,0,28,59,73,44,34,36,12,0,265,0,0,0,0,0,0,0,0,87,105,59,42,49,15,3,353,0,0,0,0,3,0,0,5,0,6,0,0,3,0,0,6,0,0,0,0,0,0,0,3,20,20,3,4,6,0,0,52,0,0,0,0,0,0,3,5,23,21,4,7,13,0,3,73,104,131,66,43,64,18,4,429
UCL115003,3,0,0,0,3,0,0,5,4,3,0,4,0,0,0,9,4,0,0,3,3,0,0,14,41,42,13,13,28,8,0,145,0,0,0,0,0,0,0,0,54,49,20,21,31,8,0,180,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,6,3,0,0,6,11,21,15,6,9,0,0,68,0,0,0,0,0,0,0,0,12,28,14,11,12,0,0,85,69,73,38,30,46,8,0,266
UCL115004,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,43,51,14,17,29,0,0,157,0,0,0,0,0,0,0,0,50,59,17,15,33,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,15,6,9,5,0,0,49,0,0,0,0,0,0,0,3,12,15,11,8,4,0,0,52,59,77,31,27,40,0,0,226
UCL115005,8,10,8,4,0,0,0,34,15,16,4,5,4,0,0,44,16,10,3,5,0,0,0,35,52,69,41,18,25,3,3,216,3,0,0,0,0,0,0,5,96,106,53,31,32,9,4,332,0,0,0,0,3,0,0,5,0,3,4,0,0,0,0,12,0,0,3,4,0,0,0,4,3,15,15,5,11,3,0,55,0,0,0,0,0,0,0,3,5,26,18,9,16,3,0,82,102,134,72,44,45,15,4,414
UCL115006,5,11,3,0,0,3,0,26,9,10,7,3,4,0,0,33,10,11,3,4,3,0,0,35,143,148,88,63,70,21,8,531,0,0,0,0,0,0,0,0,162,175,99,74,87,24,8,634,0,3,0,3,0,0,0,8,3,7,0,0,0,0,0,16,0,4,4,0,3,0,0,18,26,41,22,12,16,3,0,116,0,0,0,0,0,0,0,0,35,52,28,18,22,5,0,155,200,225,130,91,103,30,8,787
UCL115007,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,30,32,17,17,15,0,0,115,0,0,0,0,0,0,0,0,40,37,19,17,15,4,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,3,3,0,0,35,0,3,3,0,0,0,0,5,7,15,12,3,3,0,0,41,45,46,31,24,15,3,0,163
UCL115008,3,6,0,0,0,0,0,9,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,19,63,78,45,19,37,3,0,247,0,0,0,0,0,0,0,0,73,93,48,23,38,3,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,12,6,11,0,0,59,0,0,0,0,0,0,0,0,18,21,12,6,11,0,0,59,90,112,53,25,50,9,0,337
UCL115009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,36,32,14,6,12,4,0,108,3,0,0,0,0,0,0,4,44,40,14,6,16,4,0,117,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,14,9,4,9,0,0,39,0,4,0,0,0,0,0,0,11,17,12,4,9,0,0,47,50,56,17,9,21,3,3,162
UCL115010,0,3,0,0,0,0,0,8,0,13,3,5,3,0,0,29,3,3,0,0,0,0,0,9,53,59,34,8,18,8,0,183,0,0,0,0,0,0,0,0,58,73,47,16,21,7,0,228,0,0,0,0,3,0,0,8,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,3,28,21,4,11,7,0,0,65,0,0,4,0,0,0,0,4,28,28,8,11,10,0,0,86,90,101,55,22,37,8,0,314
UCL115011,0,0,3,0,0,0,0,12,3,4,0,0,0,0,0,8,3,0,0,0,0,0,0,3,21,30,15,16,11,0,0,93,0,0,0,0,0,0,0,0,27,34,18,14,14,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,9,0,4,3,0,38,0,0,0,0,0,0,0,0,5,15,10,3,4,3,0,44,32,48,31,21,19,4,0,148
UCL115012,9,6,7,5,7,0,0,31,3,15,4,0,8,0,0,24,12,6,8,3,5,0,0,26,142,156,78,41,61,7,3,491,4,3,0,0,0,0,0,4,167,185,100,47,76,7,3,584,0,0,3,0,0,0,0,4,0,3,3,0,4,0,0,13,0,0,3,0,3,0,0,7,51,75,38,35,41,4,0,246,4,3,0,0,0,0,0,6,60,84,49,39,46,4,0,278,228,273,147,83,124,14,3,867
UCL115013,9,8,7,3,5,0,0,33,20,17,11,8,10,0,0,64,11,13,12,3,8,3,0,48,95,123,60,39,42,3,0,363,0,0,0,0,0,0,0,3,137,156,89,51,69,6,0,516,0,0,3,0,5,0,0,12,3,12,8,3,15,3,0,43,5,11,3,3,3,0,0,20,29,49,44,18,30,4,3,183,0,3,3,0,3,0,0,8,40,75,61,32,54,10,3,267,175,235,151,85,123,17,3,779
UCL115014,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,4,7,5,3,0,0,0,0,18,45,33,35,14,18,3,0,140,0,0,0,0,0,0,0,3,55,41,37,11,19,5,0,172,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,7,7,13,5,7,9,0,0,44,0,0,0,0,0,0,0,0,7,19,8,7,9,3,0,58,66,65,47,22,28,6,0,233
UCL115015,0,0,3,0,3,0,0,9,4,4,4,0,3,0,0,17,12,11,3,0,0,0,0,26,66,76,41,13,15,9,4,228,0,0,0,0,0,0,0,0,85,88,54,11,25,14,4,277,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,0,3,3,0,0,0,7,4,11,5,5,0,6,0,25,0,0,0,0,0,0,0,0,6,15,9,7,0,6,0,42,96,96,64,21,21,17,0,317
UCL115016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,6,22,25,9,11,8,0,0,80,0,0,0,0,0,0,0,0,22,26,16,11,8,0,0,86,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,5,5,0,0,40,0,0,0,0,0,0,0,0,9,9,7,5,5,0,0,39,29,39,19,14,19,0,0,129
UCL115017,12,16,3,0,0,0,0,30,20,18,12,5,7,0,0,67,25,26,4,6,3,0,0,63,116,102,61,25,37,10,6,360,0,0,0,0,0,0,0,0,177,157,84,30,56,17,6,529,0,0,0,0,3,0,0,5,3,11,6,3,5,0,0,34,0,9,3,4,0,0,0,22,21,45,29,19,21,3,0,129,3,0,0,0,0,0,0,3,24,62,39,28,36,3,3,194,201,224,126,59,89,20,7,727
UCL115018,3,4,4,0,0,0,0,9,4,6,3,0,0,0,0,20,5,3,0,0,0,0,0,8,125,122,60,44,66,19,3,438,0,0,0,0,0,0,0,3,130,131,73,49,68,19,3,481,0,0,0,0,0,0,0,3,5,8,4,0,3,0,0,13,0,0,0,0,0,0,0,0,36,54,23,24,39,0,0,179,0,0,0,0,3,0,0,7,43,59,24,30,38,3,0,203,175,194,100,80,111,23,3,680
UCL115019,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,11,0,0,0,3,0,3,0,10,61,53,26,19,17,3,0,175,0,0,0,0,0,0,0,0,61,60,26,20,19,6,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,8,9,9,8,0,0,0,36,0,0,0,0,0,0,0,0,12,12,8,4,3,0,0,42,75,70,32,25,19,6,0,242
UCL115020,3,3,0,3,0,0,0,14,9,11,9,8,3,4,0,37,3,9,6,4,0,3,0,25,90,93,80,61,75,19,0,421,0,0,0,0,0,0,0,0,106,120,92,76,82,19,0,498,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,12,0,3,0,0,3,0,0,11,13,15,15,13,19,3,0,76,0,0,0,0,0,0,0,3,17,25,25,13,17,5,0,104,122,143,118,92,101,28,3,605
UCL115021,0,5,0,0,0,0,0,4,3,5,3,0,3,0,0,15,3,0,0,0,0,0,0,4,49,37,28,10,23,0,0,151,0,0,0,0,0,0,0,0,55,44,27,13,31,0,0,173,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,12,8,10,0,0,64,0,0,0,0,0,0,0,0,5,25,15,10,15,0,0,67,56,72,46,23,42,0,0,238
UCL115022,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,8,4,0,0,0,0,0,6,73,67,43,19,23,0,0,231,0,0,0,0,0,0,0,0,82,77,44,19,24,0,0,248,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,7,0,0,0,0,0,0,0,0,28,35,27,14,9,0,0,114,7,6,3,0,0,0,0,12,34,46,35,17,11,0,0,143,118,117,78,32,32,0,0,387
UCL115023,3,3,6,5,4,0,0,17,3,6,3,0,5,0,0,24,7,3,3,0,4,0,0,15,77,81,41,32,38,5,4,288,0,0,0,0,0,0,0,4,93,99,57,42,48,9,3,348,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,20,0,4,0,0,4,0,0,4,8,4,5,13,11,0,0,45,0,0,0,0,0,0,0,0,8,9,15,17,16,0,0,68,104,104,68,55,69,9,3,416
UCL115024,3,6,0,0,6,0,0,22,10,7,0,0,0,0,0,13,4,5,0,0,0,0,0,9,42,57,21,6,13,3,0,147,0,0,0,0,0,0,0,0,63,69,24,12,22,3,0,192,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,3,0,0,0,0,3,19,16,16,7,0,0,0,50,0,0,0,0,0,0,0,0,16,18,17,9,0,0,0,66,79,89,40,19,22,3,0,256
UCL115025,7,5,7,3,6,0,3,38,5,5,3,4,3,0,0,28,3,7,3,0,4,0,0,11,169,163,70,38,50,12,0,496,0,0,0,0,0,0,0,0,191,178,90,49,54,16,3,577,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,9,0,0,0,0,3,0,0,3,34,41,25,14,16,10,0,127,7,3,3,0,0,0,0,12,39,48,27,18,22,6,0,159,235,224,117,64,76,22,3,739
UCL115026,0,3,0,0,3,0,0,10,3,10,4,5,7,0,0,30,3,3,0,0,6,3,0,17,50,77,49,31,53,9,0,272,0,0,0,0,0,0,0,0,58,100,49,39,66,10,0,324,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,17,0,6,0,0,0,0,0,7,10,28,18,9,16,3,0,92,0,0,0,0,0,0,0,0,11,35,24,14,18,3,0,115,72,135,71,60,80,12,4,435
