UCL_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL115152,0,0,0,0,0,0,3,7,0,10,0,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,3,7,0,11,0,0,0,0,0,4,0,0,0,6,3,0,12,0,4,0,4,3,0,24,0,0,3,0,0,0,0,3,0,6,4,0,0,0,0,32,0,0,0,46,0,0,4,9,0,3,0,10,0,27,3,0,3,0,3,3,39,3,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,0,3,3,0,0,0,0,7,0,13,0,3,0,8,3,0,3,0,0,17,0,12,0,11,0,0,0,0,0,19,0,9,0,30,4,0,0,3,0,57,0,0,3,3,0,0,0,0,0,6,0,0,7,0,0,0,0,5,0,20,0,0,0,0,0,8,5,6,8,26
UCL115153,41,4,20,0,6,0,5,31,3,104,15,28,35,3,9,0,61,6,3,146,3,0,12,0,3,9,11,7,0,42,0,0,6,0,0,0,3,0,0,6,5,0,28,0,6,0,21,17,0,73,3,3,3,0,5,4,0,0,0,18,21,0,11,0,8,71,3,12,0,127,26,0,13,28,0,0,0,16,0,84,9,0,3,0,9,0,31,0,0,48,0,5,0,0,0,0,0,0,0,7,0,0,0,0,8,3,0,0,0,11,0,0,0,0,0,7,3,0,0,10,0,10,4,0,23,0,0,0,0,42,0,0,3,0,0,0,0,17,0,23,5,9,3,6,18,0,16,13,3,81,9,60,0,19,11,0,0,6,0,100,3,32,5,41,17,0,0,0,0,105,0,0,0,0,0,0,0,0,0,4,0,3,28,3,12,7,0,6,0,62,3,0,7,3,3,0,3,8,17,49
UCL115154,19,0,0,0,3,0,4,7,0,25,3,0,0,0,0,0,0,0,0,6,12,0,22,0,14,10,3,14,0,72,4,0,0,0,3,0,6,0,0,11,18,3,81,0,33,3,24,34,0,197,5,3,8,0,12,7,8,0,0,42,13,0,4,0,12,44,3,14,0,94,6,0,0,6,0,7,0,10,0,34,6,0,6,0,5,0,20,0,0,51,0,3,4,0,3,0,0,4,0,13,7,4,0,0,11,0,0,0,0,25,0,0,0,0,3,6,0,0,0,11,6,17,3,0,24,0,0,0,0,56,3,0,9,3,5,3,0,4,0,27,10,8,8,22,16,0,0,0,3,62,8,63,5,15,14,0,0,0,0,109,11,31,3,33,22,0,0,3,0,97,0,0,4,3,4,0,0,3,0,16,0,0,34,8,3,0,3,0,0,59,7,0,12,3,18,3,3,4,9,54
UCL115155,0,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,3,3,0,22,15,6,16,0,7,5,6,3,0,58,0,4,4,0,0,0,0,3,0,7,10,0,33,0,17,0,14,12,0,92,6,3,3,0,7,5,3,0,0,29,15,3,5,0,5,33,9,3,0,72,7,0,8,4,0,3,3,12,0,31,14,0,0,0,4,0,19,4,0,42,5,0,0,0,3,0,0,0,0,8,5,3,0,0,13,0,0,0,3,23,3,0,0,0,3,4,0,0,0,10,3,15,7,0,16,0,3,0,0,43,0,0,0,3,6,0,3,4,0,22,5,11,7,25,11,0,0,0,4,56,3,48,4,6,12,0,0,6,0,74,6,23,0,18,17,0,0,0,0,73,0,0,0,6,3,0,0,0,0,6,0,0,10,0,0,0,0,3,0,22,0,3,9,0,8,0,4,6,0,38
UCL115156,12,0,4,0,0,3,4,13,0,34,0,0,0,0,0,0,5,0,0,10,6,0,29,0,8,7,18,93,3,166,4,0,7,0,3,0,7,3,0,26,8,0,63,0,5,0,18,23,3,117,0,3,4,0,0,3,8,7,0,33,24,3,13,0,8,141,3,15,0,211,14,0,9,33,5,20,3,30,0,116,7,0,0,0,24,3,36,3,0,77,0,0,3,0,0,0,0,0,0,12,0,3,0,0,7,0,0,0,0,14,0,0,0,0,0,8,0,0,0,13,0,9,5,0,20,0,0,3,0,39,0,0,3,3,8,0,0,30,0,50,3,9,5,8,11,0,5,3,0,50,4,57,0,24,8,0,0,3,0,98,5,98,15,133,39,3,3,33,0,327,3,4,0,8,0,0,0,3,0,19,7,0,38,4,9,0,0,9,0,75,0,0,4,0,8,3,9,13,15,57
UCL115157,4,0,3,0,0,0,6,15,0,29,0,0,4,0,0,0,4,0,0,8,6,8,7,0,4,3,4,14,0,47,0,0,0,0,0,0,0,0,0,3,4,0,35,0,13,0,3,7,0,63,0,0,0,0,4,0,3,3,0,20,27,3,10,0,3,85,7,11,0,145,10,0,4,14,0,7,0,15,0,61,0,3,0,0,7,4,22,0,0,41,0,0,0,0,0,3,0,0,0,3,3,13,0,0,14,0,0,0,0,28,3,0,0,0,5,3,0,0,0,18,0,14,3,0,5,0,0,0,0,32,3,0,0,0,0,0,0,16,0,27,7,18,12,11,19,0,0,0,0,72,12,77,4,19,16,0,0,3,0,138,3,69,3,53,25,0,0,9,0,167,0,3,0,0,0,0,0,0,0,5,0,8,19,0,3,0,0,3,0,35,0,4,4,0,3,5,3,3,12,36
UCL115158,214,6,10,0,9,3,4,224,3,477,0,0,0,0,0,0,4,0,0,5,6,3,9,3,10,0,12,6,0,53,3,0,0,0,4,0,3,3,0,11,20,7,61,0,7,0,21,22,0,147,3,0,0,0,4,4,6,4,0,17,32,7,16,0,13,95,3,14,0,171,20,0,26,41,14,11,4,43,0,155,3,0,0,0,7,4,25,11,0,53,0,0,4,0,0,3,0,0,0,5,5,3,0,0,15,0,0,0,0,24,5,0,0,0,3,16,0,0,0,24,3,23,11,0,7,0,0,3,0,53,6,0,8,4,3,0,0,32,0,59,7,15,13,13,24,0,0,10,0,85,3,78,0,16,12,3,0,4,0,120,10,70,9,86,33,0,3,9,0,222,0,0,3,10,0,0,0,0,0,11,4,6,35,13,9,0,0,3,0,66,13,8,5,5,6,3,7,23,22,103
UCL115159,3,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,8,0,0,16,9,0,10,0,3,0,9,7,0,41,3,3,0,0,3,0,4,6,0,14,13,0,50,0,11,0,11,21,0,115,3,0,0,0,3,6,0,3,0,18,14,0,4,0,5,53,7,17,0,94,5,0,0,12,3,13,0,10,0,47,6,0,3,0,8,0,24,3,0,40,0,0,5,0,3,0,0,0,0,11,0,4,0,0,4,0,0,0,0,15,0,5,0,0,0,0,0,0,0,5,0,4,4,0,5,0,0,0,0,14,3,0,3,0,3,0,0,12,0,20,4,7,6,7,10,0,5,0,0,36,0,19,0,11,5,0,0,3,0,34,4,26,5,38,9,0,0,8,0,96,0,0,4,5,0,3,0,0,0,14,0,0,20,0,4,0,0,0,0,28,3,3,5,0,3,0,5,3,8,36
UCL115160,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,9,8,7,11,0,0,0,0,7,0,37,0,0,0,0,0,0,3,4,0,13,9,4,41,0,7,4,9,11,0,78,0,0,0,0,0,0,0,0,0,4,10,0,3,0,7,46,3,5,0,72,3,0,0,3,0,3,0,10,0,20,4,0,0,0,6,0,8,3,0,18,0,3,3,0,0,0,0,0,0,9,0,3,0,0,6,0,0,0,0,14,0,0,0,0,0,7,0,0,0,10,0,4,3,0,5,0,0,0,0,21,0,0,3,3,0,0,3,5,0,15,3,3,0,11,6,0,3,3,0,27,0,23,0,0,8,0,0,0,0,33,3,15,5,20,11,0,0,8,0,64,0,0,0,5,0,0,0,0,0,3,0,0,5,5,0,0,0,4,0,19,0,0,9,3,7,3,0,0,0,26
UCL115161,11,3,0,0,0,0,8,12,0,36,0,0,0,0,0,0,0,0,0,3,11,6,28,3,12,3,6,41,4,113,0,0,3,0,0,0,5,3,0,10,3,0,16,0,0,0,3,8,0,29,0,0,0,0,8,3,0,0,0,10,8,5,8,0,0,45,0,5,0,65,0,0,3,7,0,3,0,9,0,25,0,0,0,0,7,0,7,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,20,0,22,3,6,3,0,5,0,3,0,0,21,3,12,0,9,3,0,0,0,0,27,3,15,4,19,7,0,0,4,0,46,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,14,0,3,3,0,0,0,3,4,3,23
UCL121001,5,0,3,0,0,0,5,5,3,28,0,0,0,0,0,0,0,0,0,0,6,8,10,0,5,0,18,17,0,64,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,5,3,0,21,0,0,0,0,0,0,3,0,0,7,4,0,0,0,0,18,0,0,0,21,3,0,3,11,0,8,0,3,0,26,3,0,3,0,8,0,17,0,0,30,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,4,0,0,0,0,3,3,0,14,0,0,3,3,3,0,0,0,0,12,0,13,0,3,0,0,0,0,0,17,3,6,0,19,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,6,0,0,0,3,0,5,8,3,30
UCL121002,15,3,0,0,0,0,0,14,0,32,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,12,3,0,3,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,9,0,7,0,3,4,0,0,3,0,18,0,13,0,13,0,0,0,6,0,36,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,5,13
UCL121003,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,3,19,0,0,0,0,3,0,33,8,3,0,0,0,0,0,0,0,11,8,0,0,0,0,17,0,0,0,31,3,0,8,3,7,3,0,16,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,0,5,0,0,0,0,15,0,0,0,0,3,0,0,4,0,10,0,8,3,3,0,0,0,0,0,10,3,21,0,8,3,0,0,0,0,31,0,15,0,6,8,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,11,3,0,3,0,0,3,0,0,0,8
UCL121004,6,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,12,0,3,4,0,0,0,0,0,0,5,3,0,19,0,4,0,5,0,0,42,0,0,0,0,3,0,0,0,0,5,4,0,0,0,0,13,0,3,0,20,0,0,5,8,0,0,0,0,0,14,4,0,0,0,3,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,3,0,0,7,0,0,0,0,9,0,0,0,0,3,0,0,6,0,9,5,6,0,0,4,0,0,0,0,10,0,7,0,7,5,0,0,0,0,26,4,16,0,18,3,0,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,11,3,0,3,0,0,0,0,0,3,11
UCL121005,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,3,6,0,16,0,0,3,0,0,0,0,0,0,4,5,0,23,0,4,0,6,12,3,50,0,0,4,0,0,3,0,0,0,11,7,3,3,0,3,8,0,0,0,26,0,0,3,4,0,0,0,3,0,10,0,0,0,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,3,0,0,4,0,0,0,9,0,9,0,0,12,0,0,0,0,22,0,0,3,0,0,0,3,3,0,11,3,3,0,4,3,0,0,0,0,12,0,13,0,3,0,0,0,0,0,23,6,9,3,9,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,13,0,4,0,0,0,0,22,3,0,9,0,0,0,3,0,0,21
UCL121006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,3,0,21,0,5,0,4,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,9,0,0,9,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,7,0,0,0,0,11,0,0,3,0,0,0,0,5,0,9,0,6,0,4,3,0,0,0,0,17,0,8,0,0,0,0,0,0,0,9,3,4,4,14,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,13
UCL121007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,17,0,3,7,0,0,0,3,0,0,16,3,0,24,0,0,0,3,6,0,36,3,0,0,0,0,0,0,0,0,12,9,0,3,0,3,26,4,3,0,44,22,0,6,16,0,0,0,29,0,72,0,0,0,4,5,0,7,0,0,21,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,11,0,4,0,0,3,0,0,0,0,9,4,0,0,5,0,0,0,10,0,17,3,10,6,13,20,0,8,5,0,54,4,16,0,19,3,0,0,0,0,39,0,12,0,19,3,0,0,0,0,29,3,3,3,5,0,0,0,0,0,17,0,0,10,0,0,0,0,3,0,13,0,0,6,0,3,0,3,3,3,12
UCL121008,19,3,10,0,0,0,3,10,3,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,18,0,0,3,0,0,0,3,0,0,3,0,0,3,0,3,0,3,6,0,19,0,0,0,0,4,0,0,0,0,9,4,0,0,0,3,19,0,0,0,33,5,0,0,6,0,0,0,4,0,15,0,0,0,0,6,0,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,6,6,4,0,11,3,0,34,0,13,0,0,3,0,0,0,0,17,0,12,4,23,4,0,0,7,0,51,0,0,5,3,0,0,0,0,0,3,0,0,8,0,3,0,0,3,0,13,0,0,4,0,3,3,9,9,5,23
UCL121009,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,4,0,13,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,7,0,6,3,7,0,10,0,0,0,0,0,26,0,0,0,9,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,0,11
UCL121010,3,0,0,0,0,0,9,13,0,28,0,3,23,0,0,0,42,3,0,73,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,3,3,0,8,0,3,0,3,5,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,13,7,0,8,3,0,0,0,14,0,33,0,0,0,0,6,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,11,0,6,0,3,0,0,0,0,0,12,0,11,0,8,7,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,3,0,12,0,0,0,0,3,0,0,3,0,7
UCL121011,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,11,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,10,0,24,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,20,0,3,0,30,4,0,0,11,0,0,0,6,0,22,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,3,0,8,0,3,0,5,0,0,0,0,0,13,0,12,0,13,5,0,0,0,0,30,0,10,0,30,5,0,0,3,0,48,0,0,0,3,0,0,0,0,0,3,0,0,6,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,7
UCL121012,0,0,0,0,0,0,0,3,0,9,0,3,4,0,0,0,3,0,0,15,5,4,13,0,3,4,11,3,0,44,0,0,0,0,0,0,0,0,0,0,6,5,27,0,3,0,8,3,0,50,4,0,4,0,3,3,3,0,0,15,10,5,3,0,4,20,3,0,0,48,5,0,0,10,0,8,0,8,0,22,3,4,3,0,3,0,16,0,0,38,0,0,3,0,0,0,0,0,0,4,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,10,3,13,5,0,8,0,0,0,0,29,3,0,0,0,6,0,3,3,0,25,0,3,0,6,8,0,3,0,0,26,3,21,0,3,8,0,0,3,0,35,3,20,3,10,14,0,0,4,0,51,0,0,0,3,0,0,0,0,0,3,3,0,15,0,5,0,0,0,0,26,3,3,5,0,0,3,0,0,0,15
UCL121013,5,0,3,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,13,10,3,12,4,0,8,11,0,59,3,22,3,14,3,0,0,3,0,51,3,13,0,17,0,0,0,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,8,6
UCL121014,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,0,25,0,0,0,0,3,0,3,0,0,7,6,0,17,0,7,0,0,6,0,40,7,0,0,0,0,0,5,0,0,14,7,0,0,0,5,19,0,0,0,30,7,0,4,18,0,0,0,4,0,32,4,0,3,3,6,4,3,4,0,26,0,7,6,0,4,0,0,0,0,17,3,6,0,0,3,0,0,0,0,13,0,0,0,0,0,3,0,0,0,10,6,16,7,0,9,0,0,0,0,35,0,5,0,0,0,0,0,3,0,5,3,9,0,6,0,0,0,0,0,20,3,28,0,0,7,0,0,4,0,44,3,11,0,8,4,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,3,0,6,0,5,0,0,0,0,19,3,0,6,0,0,0,0,3,7,22
UCL121015,6,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,11,0,0,5,0,0,0,3,0,0,8,3,0,16,0,3,0,6,7,0,32,0,0,0,0,3,0,0,3,0,15,3,0,0,0,3,7,0,3,0,17,3,0,5,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,3,0,8,0,0,0,0,14,0,0,0,3,0,0,0,3,0,8,0,5,4,5,3,0,0,6,0,17,0,14,0,0,3,0,0,0,0,21,0,10,0,12,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,0,14,0,0,8,0,3,0,0,3,8,21
UCL121016,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,5,0,0,5,3,0,15,0,0,3,7,3,0,36,0,0,3,0,0,0,0,4,0,12,6,0,20,0,0,3,7,11,0,46,0,0,0,0,3,0,0,0,0,3,3,0,3,0,3,17,3,5,0,39,3,0,3,15,0,4,0,4,0,23,0,0,3,0,3,0,10,0,0,20,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,9,0,10,0,0,0,0,19,0,0,0,0,3,0,0,6,0,11,0,3,3,3,8,0,0,3,0,22,0,3,0,5,3,0,0,0,0,15,0,8,0,18,4,0,0,4,0,39,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,20,0,3,5,0,3,0,3,3,4,21
UCL121017,0,0,0,0,3,0,0,3,0,15,0,5,3,0,0,0,4,0,0,16,0,0,4,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,3,0,19,0,3,0,5,5,0,38,3,0,0,0,0,0,0,0,0,8,5,0,3,0,0,14,0,0,0,25,0,0,3,9,0,4,0,3,0,19,5,0,0,0,0,0,3,0,0,12,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,28,0,0,4,0,3,0,0,5,0,6,5,12,0,3,8,0,0,3,0,33,3,29,0,7,6,0,0,0,0,41,3,32,0,14,8,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,12,3,0,0,0,3,0,0,0,0,11
