UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL114024,7,31,9,22,7,0,3,8,3,82,16,24,15,40,17,5,0,3,0,125,62,45,242,67,70,33,61,58,10,652,4,5,4,0,6,4,7,8,3,38,8,3,5,15,8,3,3,9,0,50,0,5,0,0,0,0,3,0,0,12,11,6,10,7,9,12,16,14,9,93,174,375,293,179,147,73,97,106,30,1464
UCL114025,17,38,7,29,11,3,0,0,0,116,37,34,21,40,38,13,8,3,0,201,119,60,380,156,122,67,158,87,19,1169,10,3,7,13,21,12,10,12,0,84,4,9,9,15,28,14,10,16,3,104,3,4,4,3,4,3,0,0,0,22,12,10,7,17,14,19,14,12,9,113,279,539,469,308,282,152,208,133,48,2416
UCL114026,16,41,13,27,22,4,0,3,0,120,25,28,21,58,38,9,0,12,0,192,76,40,286,107,83,46,40,65,9,761,0,3,3,3,3,0,0,6,0,23,0,4,3,17,16,0,0,8,0,50,0,3,0,3,3,3,0,0,0,17,3,3,7,3,8,4,3,10,4,45,185,489,365,261,229,97,54,116,25,1813
UCL114027,12,25,15,17,13,0,3,0,3,92,21,18,16,19,25,12,0,3,3,117,68,24,201,83,53,42,30,51,6,561,3,4,3,3,9,6,3,3,0,35,3,9,8,6,0,12,7,3,0,45,0,0,3,7,3,0,0,0,0,9,4,3,9,5,3,3,0,14,0,42,169,273,268,164,148,86,50,73,20,1246
UCL114028,15,14,3,16,7,0,3,5,3,69,13,15,7,25,16,3,0,5,0,82,54,21,160,71,54,43,30,54,8,496,4,3,4,4,3,0,3,10,0,26,7,3,9,6,9,8,3,11,3,57,0,0,0,0,5,5,0,0,0,8,8,8,7,3,3,7,0,4,5,42,129,216,190,151,120,72,42,96,19,1032
UCL114029,21,17,4,13,10,3,0,6,0,79,21,19,16,44,16,15,3,9,3,144,56,36,294,99,69,55,68,94,11,779,3,3,4,6,5,8,4,5,0,37,8,0,3,14,19,13,15,6,0,78,0,3,3,0,3,0,0,3,0,15,5,6,6,5,8,5,5,3,3,49,135,233,333,210,163,99,96,120,24,1413
UCL114030,21,22,6,8,11,5,3,3,3,80,15,23,14,42,25,0,9,5,0,133,56,35,265,69,71,35,76,55,9,672,4,0,0,7,8,8,0,3,0,33,5,9,7,14,15,8,10,8,0,72,0,0,0,0,0,4,0,0,0,8,5,10,8,11,7,9,11,16,3,82,145,310,320,171,170,67,124,112,11,1423
UCL114031,11,21,3,16,14,0,3,0,0,69,16,17,15,51,24,13,4,5,0,147,69,29,256,117,85,74,68,77,16,789,3,3,4,6,16,6,3,12,0,61,3,0,6,15,17,15,0,6,0,68,3,0,0,0,5,0,0,0,0,17,0,4,12,3,14,6,10,22,3,76,129,240,303,241,197,125,99,134,28,1483
UCL114032,21,30,3,19,10,7,3,4,0,100,8,21,12,28,13,9,3,5,3,103,57,22,177,59,40,43,24,61,4,488,3,0,3,0,10,9,3,5,0,31,5,5,4,17,23,17,0,7,0,72,0,4,0,0,5,3,0,0,0,17,6,11,7,9,3,14,0,3,9,59,157,349,224,157,140,109,38,87,23,1281
UCL114033,6,7,4,4,0,3,0,0,0,36,14,5,3,16,3,0,0,0,0,44,37,3,98,21,13,12,18,26,3,240,0,0,0,5,0,3,0,3,0,13,0,0,3,8,3,0,0,3,0,22,3,0,0,0,0,0,0,0,0,6,0,0,3,6,3,0,3,4,0,29,70,79,119,69,36,22,24,44,6,476
UCL114034,24,20,10,13,10,0,3,3,3,87,29,27,8,42,18,5,0,7,0,148,62,33,213,89,80,24,45,49,8,598,4,0,3,8,13,3,3,3,0,36,5,5,8,26,19,7,3,9,0,78,0,3,0,3,3,0,0,0,0,14,6,3,5,11,8,3,7,3,7,49,203,383,255,233,206,67,65,79,34,1524
UCL114035,9,17,12,11,15,5,0,3,0,84,18,14,9,41,20,10,5,7,3,122,79,33,230,105,69,61,55,93,3,724,6,3,0,7,6,11,0,7,0,46,3,3,3,16,12,11,5,13,0,67,0,3,0,4,4,3,0,8,0,24,3,3,5,3,10,8,5,20,0,66,176,316,271,217,161,119,74,165,16,1512
UCL115001,3,6,0,0,0,0,3,0,0,17,3,0,5,8,3,0,0,3,4,32,15,3,124,20,26,6,53,17,4,277,0,0,0,3,4,0,0,3,0,14,0,0,6,3,3,0,3,4,0,25,0,0,0,3,0,0,0,0,0,3,4,0,3,3,8,3,8,8,0,35,32,49,145,45,44,20,70,41,4,450
UCL115002,4,9,0,0,4,0,3,0,0,20,8,3,4,14,14,6,0,3,0,51,19,0,108,22,22,11,34,23,8,248,0,0,0,3,4,0,0,0,0,14,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,55,85,119,50,54,24,42,25,8,472
UCL115003,3,6,0,7,4,0,3,0,0,27,3,4,0,5,6,0,0,0,0,25,15,8,53,16,9,8,4,23,0,140,0,0,0,3,0,0,0,0,0,9,0,0,0,4,7,0,0,3,0,15,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,6,0,14,50,123,57,47,29,21,9,42,3,378
UCL115004,0,0,4,5,0,0,0,0,0,11,3,7,3,10,3,0,0,0,0,22,14,3,31,12,10,4,9,17,0,102,0,0,0,3,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,20,27,41,44,40,17,10,18,27,3,224
UCL115005,5,23,4,4,9,7,0,0,0,50,3,13,5,12,10,4,0,4,3,57,13,9,49,20,10,6,7,14,5,127,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,5,0,0,0,13,0,3,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,17,96,226,64,55,53,38,16,27,7,582
UCL115006,12,14,5,14,9,0,5,3,3,64,22,12,9,23,20,3,5,8,0,99,55,18,191,54,44,29,53,37,7,488,0,4,3,5,0,9,5,4,0,27,8,0,0,3,12,8,6,5,0,45,0,3,0,0,4,0,0,0,0,10,0,3,4,3,7,3,3,6,0,27,123,167,219,111,113,54,71,66,14,944
UCL115007,3,10,0,3,0,3,0,3,0,21,3,3,3,3,4,0,0,0,0,18,14,6,28,4,9,11,4,7,4,90,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,15,31,63,35,25,12,18,4,26,4,224
UCL115008,4,9,0,3,5,0,0,3,0,22,6,8,4,11,11,6,0,4,0,47,36,5,63,23,16,8,9,27,6,198,0,0,0,0,0,3,0,4,0,8,6,0,0,3,0,3,3,0,0,16,0,0,0,3,0,0,0,0,0,6,0,0,3,6,3,0,6,3,0,19,71,80,76,59,35,25,20,47,10,403
UCL115009,0,4,0,0,0,0,0,0,0,9,4,0,0,4,0,4,0,0,0,12,4,3,20,15,8,0,6,8,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,8,16,41,26,30,16,8,7,17,0,162
UCL115010,3,8,0,7,3,3,0,0,0,28,8,0,6,8,9,6,0,0,0,35,13,11,68,32,20,13,16,21,3,194,0,0,0,0,3,0,0,0,0,11,0,4,0,0,5,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,0,10,36,73,76,59,40,24,20,24,5,364
UCL115011,0,4,0,3,0,0,0,0,0,10,0,0,0,12,9,0,0,3,0,26,3,6,25,21,6,7,14,7,0,93,0,0,0,3,0,0,0,3,0,11,3,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,20,19,33,34,39,22,13,23,47,6,230
UCL115012,5,13,8,20,5,0,0,7,0,64,4,8,5,16,16,3,0,3,0,64,43,13,127,56,37,32,26,100,4,433,4,3,0,10,9,3,0,5,0,41,8,0,7,4,5,0,0,6,0,34,0,0,3,0,4,0,0,0,0,11,6,5,5,8,8,10,0,8,3,50,76,212,154,130,103,67,28,146,11,935
UCL115013,13,30,7,16,4,9,0,3,0,73,4,17,9,25,9,7,0,3,0,77,22,3,83,37,21,17,16,15,8,224,0,0,0,0,5,0,0,3,0,18,3,0,3,11,3,4,4,3,0,33,4,3,0,3,0,0,0,0,0,10,4,5,3,8,0,3,0,3,0,28,104,305,121,121,67,52,23,35,14,847
UCL115014,0,9,5,4,0,3,0,0,0,26,5,3,0,10,3,3,0,0,0,29,21,5,53,14,6,11,6,19,0,132,0,0,0,6,0,8,0,3,0,17,0,3,0,3,5,6,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,39,64,71,44,25,37,5,26,3,313
UCL115015,11,16,8,0,0,0,0,0,0,36,5,7,5,8,10,3,0,3,0,46,27,12,63,10,4,13,9,9,0,141,0,0,0,0,5,3,0,0,0,13,0,0,0,0,12,0,0,0,0,13,0,3,0,0,3,0,0,0,0,9,0,0,3,3,0,0,0,0,0,13,91,183,84,40,53,24,8,18,6,516
UCL115016,3,3,5,0,0,4,0,0,0,15,3,3,0,5,4,0,0,0,0,17,11,7,17,10,6,3,3,6,0,71,0,0,0,4,0,3,0,0,0,8,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,0,0,4,3,0,0,4,0,16,33,37,29,26,18,8,4,15,0,174
UCL115017,19,30,5,13,11,10,0,10,0,101,19,24,15,28,21,11,6,14,0,133,38,24,117,47,39,25,31,36,3,358,4,0,3,0,4,3,0,4,0,27,3,11,3,8,10,4,0,5,0,51,0,0,3,0,0,0,0,0,0,12,0,5,3,7,14,3,3,0,0,35,170,492,185,150,147,73,50,84,12,1361
UCL115018,3,3,3,13,4,0,0,0,0,29,3,11,4,27,16,4,5,5,0,71,29,7,122,49,30,24,42,36,8,358,0,0,0,0,4,4,4,5,0,24,0,5,4,4,11,5,9,9,0,45,0,0,0,0,0,0,0,0,0,7,3,0,0,0,6,6,7,0,4,30,64,109,138,101,74,44,73,61,12,676
UCL115019,6,3,0,3,3,0,0,3,0,18,4,3,0,8,5,0,0,0,0,15,19,10,35,13,14,6,29,9,3,148,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,3,3,23,50,54,41,35,29,7,41,22,6,290
UCL115020,7,21,3,7,8,3,0,0,0,51,20,17,10,17,13,9,0,3,3,87,35,22,121,51,27,26,17,35,4,335,4,0,0,3,4,3,0,0,0,21,3,3,0,7,9,0,0,3,0,30,0,0,0,0,4,0,0,0,0,8,0,6,0,3,3,0,3,4,3,26,95,246,145,107,79,53,24,49,11,811
UCL115021,4,0,0,6,7,0,0,0,0,15,0,0,0,5,4,0,0,0,0,12,16,7,47,22,11,14,3,19,0,126,0,0,4,0,0,0,3,0,0,9,4,0,3,0,4,0,0,0,0,16,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,4,5,0,24,42,45,60,44,29,14,15,27,4,276
UCL115022,3,0,3,19,0,0,0,0,0,28,8,6,0,17,6,0,3,3,0,56,13,12,45,28,17,6,13,7,0,137,0,0,0,4,0,0,3,7,0,11,0,0,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,3,0,4,0,23,46,116,47,105,40,21,19,21,3,418
UCL115023,3,8,5,6,11,0,0,0,0,42,3,3,3,21,15,5,0,5,0,56,16,11,104,28,23,13,14,22,0,232,0,4,0,3,8,0,0,0,0,11,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,3,0,3,3,0,0,3,3,0,3,3,0,15,53,130,119,73,69,33,22,35,5,530
UCL115024,0,0,7,6,8,0,0,3,3,24,3,0,0,7,3,0,0,0,0,16,22,8,30,11,9,9,7,15,3,111,0,4,0,0,4,0,0,0,0,10,3,0,0,7,3,0,3,0,3,17,3,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,3,3,0,15,56,101,57,40,35,15,16,23,12,352
UCL115025,3,13,3,8,4,3,0,0,0,36,18,16,14,18,17,3,8,3,0,92,38,9,185,33,41,23,77,42,8,447,0,0,3,3,9,3,5,0,0,30,0,3,0,4,3,4,3,0,0,24,0,0,0,3,0,0,5,0,0,11,0,3,0,0,0,0,3,3,0,18,79,122,210,76,93,38,111,52,11,800
UCL115026,10,12,4,15,8,3,0,0,0,45,12,17,3,9,13,3,0,0,3,59,24,13,93,27,28,12,8,11,3,224,0,0,0,0,4,3,0,0,0,12,4,0,0,3,0,4,0,3,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,6,0,14,83,200,120,82,63,36,14,32,6,629
UCL115027,0,6,4,9,10,0,0,3,0,36,6,3,7,10,0,3,0,3,0,36,17,4,61,20,14,10,8,14,0,147,0,0,0,0,3,0,0,0,0,5,3,3,0,8,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,5,3,0,3,3,0,3,0,7,0,23,57,112,82,73,42,30,10,36,9,449
UCL115028,0,0,0,3,4,4,0,0,0,10,0,0,3,0,3,0,0,0,0,12,3,3,35,17,18,5,10,9,3,100,0,0,0,0,0,0,3,0,0,4,4,0,0,3,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,8,3,0,3,5,3,3,5,3,0,20,14,29,40,35,28,13,23,16,4,202
UCL115029,12,19,6,6,6,5,3,0,0,57,8,7,3,22,13,3,0,0,0,61,28,21,100,21,20,3,19,15,3,229,0,0,0,0,3,8,0,0,0,16,5,3,0,3,11,5,3,3,3,32,0,0,0,0,5,0,0,0,0,3,0,6,0,9,3,0,0,0,0,29,93,182,122,88,97,35,24,31,8,682
UCL115030,7,19,9,11,5,3,0,3,0,53,14,13,3,15,14,4,0,4,0,70,31,9,98,26,18,10,10,18,4,211,0,0,0,0,0,0,0,3,0,3,4,0,3,0,12,0,0,4,0,27,3,5,0,0,0,0,0,0,0,13,0,3,3,3,0,0,3,0,3,16,99,247,117,76,67,26,14,41,9,699
UCL115031,20,25,5,12,18,0,3,3,0,89,34,31,17,31,38,10,0,4,5,169,51,27,170,28,69,15,25,22,3,410,3,0,0,4,3,5,0,0,0,14,12,0,0,9,15,3,0,3,0,42,0,0,0,6,4,0,0,0,0,15,3,0,7,3,5,3,3,0,0,27,276,331,217,110,209,50,32,32,19,1279
UCL115032,4,4,0,6,4,4,0,0,0,25,12,8,0,22,11,4,0,5,0,63,14,15,108,24,30,15,38,34,0,287,0,0,0,5,4,7,0,0,0,18,3,3,3,0,4,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,3,8,0,27,53,75,127,67,67,34,48,45,4,515
UCL115033,10,17,3,8,8,5,3,4,0,63,13,22,11,31,19,10,0,8,0,112,44,19,129,55,48,20,38,26,4,385,0,3,0,4,6,4,0,3,0,17,0,0,0,4,7,5,0,3,0,27,0,5,0,3,4,0,0,0,0,10,3,0,6,7,3,0,3,4,3,29,83,275,169,125,117,43,43,54,8,917
UCL115034,8,20,4,14,6,0,0,4,0,57,12,15,10,29,9,3,3,5,0,88,36,23,114,51,25,21,15,40,3,322,0,0,0,4,3,6,0,4,0,20,3,0,3,16,12,4,0,3,0,48,0,3,0,0,0,0,0,0,0,7,0,3,3,4,3,3,0,5,3,25,87,177,141,125,73,54,24,64,8,757
UCL115035,5,17,3,9,3,3,0,0,0,43,9,6,0,3,5,5,0,3,0,37,23,11,44,24,28,7,6,10,0,149,0,0,0,0,7,3,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,3,0,0,7,0,3,0,0,0,15,64,157,48,54,61,24,10,14,3,440
UCL115036,3,3,0,7,3,0,3,0,0,22,0,3,3,17,4,0,0,0,0,29,16,3,39,19,9,11,13,14,3,135,4,0,0,0,0,3,0,3,0,6,0,3,0,8,5,0,0,0,0,17,0,0,0,0,4,0,0,0,0,4,4,0,0,3,0,3,0,3,4,18,40,70,52,53,30,17,18,26,9,312
UCL115037,6,10,5,7,6,0,0,0,0,33,12,7,7,27,8,3,9,0,0,78,39,15,226,44,36,18,88,37,9,518,0,0,3,3,7,5,4,0,0,23,3,3,4,3,4,3,6,3,0,24,0,0,0,3,4,0,0,0,0,6,3,3,8,6,0,0,13,12,3,44,100,205,258,112,89,31,123,58,16,978
UCL115038,3,7,3,3,4,3,0,0,0,26,6,3,6,12,4,8,0,7,0,48,17,4,79,34,27,10,16,19,3,214,0,0,0,3,0,0,0,3,0,12,0,0,0,0,8,3,0,0,0,17,4,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,3,0,10,42,79,91,64,57,27,19,31,10,426
UCL115039,6,11,0,6,3,3,3,0,0,33,10,6,3,14,12,3,3,0,0,46,32,11,89,40,15,17,26,25,5,263,0,0,0,5,0,3,4,0,0,18,4,0,0,6,0,0,0,4,0,17,0,0,0,0,3,0,0,0,0,9,7,4,6,0,5,3,7,5,5,52,81,128,105,98,47,45,42,39,16,591
UCL115040,3,7,0,4,3,0,0,3,0,26,3,3,0,15,7,0,0,0,0,36,15,9,58,27,15,14,17,18,0,184,3,0,0,4,3,4,0,5,0,18,0,0,0,5,8,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,10,3,26,52,100,76,72,41,25,24,39,5,432
UCL115041,3,6,3,3,3,0,0,0,0,22,3,7,4,19,6,5,0,0,0,38,18,16,56,35,26,15,20,22,4,214,0,0,3,4,3,3,0,4,0,22,4,0,0,13,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5,4,4,5,3,4,0,4,3,3,35,48,130,77,84,54,30,25,40,6,504
UCL115042,3,8,0,3,7,0,0,0,0,31,0,6,3,13,7,3,0,0,0,36,23,10,61,31,26,13,12,24,3,203,3,0,0,7,3,3,0,0,0,12,0,0,0,4,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,3,10,3,4,5,3,3,3,11,0,40,49,101,68,74,54,27,23,38,8,443
UCL115043,0,3,4,3,6,3,3,0,0,27,4,9,7,15,9,4,0,0,0,50,13,8,68,21,20,8,13,28,0,171,4,0,0,0,3,0,0,0,0,7,0,0,0,8,5,3,3,4,0,23,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,3,3,3,14,43,91,87,59,43,23,18,43,7,420
UCL115044,3,9,0,5,4,0,0,0,0,24,4,3,8,25,4,5,0,0,0,49,24,8,97,35,27,16,23,21,3,253,4,0,3,3,4,3,0,4,0,20,0,0,0,5,5,4,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,8,3,4,0,3,4,3,24,56,96,119,78,49,30,25,33,8,494
UCL115045,7,12,3,17,9,4,3,7,0,59,13,24,8,27,15,4,0,0,0,91,33,18,148,52,34,21,23,33,12,370,0,0,0,3,3,4,4,3,0,20,0,9,3,7,5,3,0,0,0,30,0,0,0,3,3,0,0,0,0,9,0,0,3,3,8,3,6,9,0,29,68,199,176,124,80,39,37,61,14,800
UCL115046,3,3,0,3,0,0,0,0,0,16,0,11,0,10,0,0,3,0,0,29,10,3,41,12,6,8,7,10,0,105,0,0,0,0,0,0,0,3,0,8,3,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,6,27,47,49,37,21,10,19,24,0,230
UCL115047,3,7,0,6,3,3,0,3,0,23,4,7,3,10,3,6,0,0,0,42,11,6,70,25,13,14,14,14,0,162,0,4,3,4,0,0,0,0,0,11,0,7,0,4,3,0,0,0,0,18,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,3,0,6,0,10,32,95,76,64,39,30,12,36,4,383
UCL115048,3,9,0,7,6,0,0,3,0,27,4,3,3,3,4,3,5,0,0,23,17,6,77,14,19,9,28,21,5,192,0,0,0,0,0,4,0,0,0,8,4,3,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,14,29,41,85,33,38,21,44,30,11,312
UCL115049,0,5,0,9,0,0,0,3,0,14,0,0,3,4,0,0,0,0,0,9,3,0,29,11,15,8,7,18,0,87,0,0,0,0,0,3,0,3,0,10,0,0,0,7,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,11,18,34,39,31,23,14,12,27,3,198
UCL115050,9,12,0,3,3,3,0,0,0,28,3,6,7,12,4,0,0,3,0,35,17,4,66,10,12,6,19,9,3,157,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,3,0,11,40,103,88,28,42,16,36,13,5,362
UCL115051,3,3,3,8,7,0,3,0,0,25,6,4,3,11,3,5,0,0,0,38,21,4,93,27,12,17,19,28,0,219,3,0,0,0,0,0,0,0,0,12,0,0,0,3,15,3,3,3,0,33,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,0,3,0,18,52,83,107,70,51,28,28,41,0,461
UCL115052,4,9,3,6,7,11,0,3,0,41,10,3,3,19,9,5,0,4,0,55,20,12,111,44,22,20,32,34,3,292,3,0,3,3,0,0,0,3,0,18,3,6,0,3,3,0,0,4,0,26,0,0,0,3,0,0,0,0,0,11,4,0,5,6,3,3,6,7,3,44,48,104,132,96,54,44,43,69,7,597
UCL115053,4,9,3,13,4,4,0,4,0,50,13,13,3,32,21,12,0,7,4,110,31,16,153,76,49,36,27,19,0,401,0,0,3,3,3,5,0,3,0,21,3,0,3,9,6,3,3,5,0,29,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,3,3,5,18,88,394,201,176,130,69,36,54,11,1156
UCL115054,0,16,0,15,8,0,0,3,0,51,9,11,8,19,3,3,0,0,0,57,29,14,89,50,24,16,27,32,7,285,3,0,0,5,3,3,0,5,0,19,0,0,0,11,3,0,3,3,0,27,0,0,0,3,4,0,0,0,0,7,3,0,0,3,0,5,4,4,4,25,71,178,112,113,59,31,36,48,16,665
UCL115055,0,11,3,5,0,3,0,0,0,32,0,6,0,5,0,5,3,3,0,28,6,5,61,24,13,14,9,14,5,151,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,67,74,48,32,29,13,19,15,315
UCL115056,8,8,0,4,3,0,0,0,0,28,0,0,0,12,8,0,0,0,0,28,21,6,64,44,17,13,14,13,3,196,3,0,0,4,0,0,0,0,0,7,3,0,0,3,4,3,3,0,0,27,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,4,3,3,22,40,92,69,73,42,25,28,30,7,410
UCL115057,4,10,6,0,4,0,0,5,0,29,11,7,7,23,5,3,0,4,0,62,17,29,138,72,42,23,41,22,5,391,0,0,5,5,3,0,0,3,0,29,3,0,4,5,4,0,7,0,0,19,0,0,0,0,3,0,0,0,0,3,4,0,3,3,3,0,3,0,3,23,56,122,194,127,75,28,52,48,14,709
UCL115058,0,3,3,4,0,0,0,0,0,9,0,9,0,3,3,3,0,0,0,22,9,6,39,20,16,0,10,14,3,109,0,0,3,4,0,3,0,3,0,17,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,9,10,42,43,34,29,17,10,18,4,199
UCL115059,0,16,5,4,5,0,0,0,0,36,5,7,5,13,0,7,0,4,0,47,26,14,71,18,19,7,19,16,6,192,0,0,0,0,3,0,0,0,0,5,0,0,0,3,7,3,0,0,0,18,3,5,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,11,58,118,87,43,54,25,14,21,6,435
UCL115060,5,15,3,0,6,5,0,5,0,46,14,7,0,3,16,5,0,0,0,45,21,7,68,14,15,5,7,12,4,150,0,0,0,0,3,4,0,0,0,13,3,3,4,0,13,3,3,0,0,22,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,70,126,84,30,65,27,14,15,3,447
UCL115061,24,33,12,19,15,11,0,3,0,119,27,37,17,23,19,7,3,3,0,140,48,17,203,59,40,20,28,25,9,455,0,0,3,10,9,0,0,0,0,21,4,4,0,14,20,3,0,4,0,52,0,0,3,0,3,3,0,0,0,14,5,3,7,9,8,4,3,3,0,34,219,499,253,176,145,63,36,51,17,1467
UCL115062,4,10,0,4,3,4,0,0,3,29,7,7,0,17,3,0,0,0,0,33,25,15,91,58,30,15,17,23,3,279,0,0,0,3,4,0,0,0,0,13,0,0,3,10,0,4,0,4,0,27,0,0,0,3,0,0,0,0,0,8,3,0,3,10,3,5,11,11,0,34,55,105,101,116,47,33,30,40,5,522
UCL115063,6,5,5,10,6,3,0,3,0,45,10,15,10,21,18,3,0,5,3,86,36,18,216,44,51,20,49,41,12,503,0,0,5,5,7,3,0,0,0,32,3,0,10,3,6,3,0,4,0,31,0,0,0,0,6,0,0,0,0,11,0,0,3,3,5,3,4,3,5,31,84,125,255,113,123,43,60,61,19,890
UCL115064,3,3,3,12,0,3,0,0,0,28,0,8,3,10,4,9,0,3,0,41,29,6,76,27,14,13,29,26,3,224,3,0,3,3,5,0,0,3,0,15,5,0,6,9,3,0,0,3,0,24,0,3,0,0,0,3,0,0,0,5,0,4,0,0,0,0,3,3,0,13,56,86,91,61,32,32,38,37,3,438
