UCL_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
UCL112003,0,0,0,0,3,3,3,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,7,7,14,27,13,6,74,0,5,18,56,57,78,47,12,5,288,0,0,0,0,5,5,8,3,0,23,0,0,0,3,0,0,0,0,0,5,0,0,0,0,10,6,0,0,0,19,0,4,9,31,8,20,14,3,0,86,0,0,0,13,9,19,8,5,0,51,0,0,0,6,12,36,34,11,5,106,0,0,11,3,3,4,0,0,0,18,0,0,5,19,5,3,16,4,0,48,0,0,0,0,3,6,7,3,0,21,0,0,3,0,3,0,0,0,0,13,0,0,0,3,3,0,0,0,0,13,0,0,3,17,6,6,0,0,0,36,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,26,24,23,25,0,3,106
UCL112004,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,30,0,0,0,0,0,39,0,0,0,4,8,7,17,10,8,50,0,7,6,29,29,32,45,21,5,174,0,0,0,3,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,14,0,0,0,16,8,8,7,0,0,32,0,0,0,3,4,7,4,4,3,24,0,3,3,4,3,18,29,20,12,91,0,3,3,4,3,0,0,0,0,15,0,4,4,19,7,9,26,9,0,73,0,0,0,0,3,0,3,5,0,11,0,0,0,3,0,0,0,3,0,9,0,0,0,5,0,3,0,0,0,9,0,0,0,14,3,0,0,0,0,20,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,5,0,6,6,8,12,5,7,4,0,58
UCL112005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,10,3,0,17,0,3,5,27,23,28,15,0,0,102,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,3,5,20,16,11,6,0,0,54,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,12,20,10,3,51,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,8,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,0,12
UCL112006,0,0,0,0,3,0,0,0,0,5,0,23,34,83,18,12,0,0,0,160,0,0,0,4,0,0,0,0,0,6,0,0,0,4,3,18,26,14,12,67,3,16,26,85,60,72,51,26,9,345,0,0,0,8,0,4,0,6,0,22,3,14,8,4,3,0,0,0,0,29,0,0,0,13,17,13,3,0,0,46,0,9,12,56,36,39,11,4,0,166,0,0,0,7,3,0,6,3,6,22,0,3,3,6,6,16,24,19,13,93,0,0,0,3,0,0,0,0,0,8,0,15,5,33,17,11,14,11,0,110,0,0,0,0,0,0,3,7,0,15,0,0,3,7,4,0,0,0,0,11,0,0,0,11,0,0,0,0,0,14,0,14,17,28,9,3,3,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,10,5,22,9,9,15,3,3,76
UCL112007,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,10,15,74,0,0,0,0,0,99,0,0,0,3,0,5,3,7,0,22,0,4,16,46,22,17,16,9,5,128,0,0,0,3,0,3,0,0,0,8,3,7,0,20,0,0,0,0,0,29,0,0,0,3,4,0,0,0,0,9,0,14,21,46,16,11,3,3,0,118,0,0,0,3,0,3,0,0,0,9,0,0,0,3,0,5,5,4,0,25,0,3,0,4,0,3,0,0,0,11,0,9,6,13,3,5,0,4,0,40,0,0,0,0,0,0,0,0,0,0,4,3,11,30,14,0,3,0,0,72,0,0,3,8,0,0,0,0,0,17,0,0,0,9,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,7,5,0,3,21
UCL112008,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,7,0,0,3,11,0,0,0,0,0,16,0,0,0,0,0,3,11,10,0,26,0,0,12,38,16,24,11,3,0,106,0,3,0,0,0,0,3,3,0,5,3,0,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,8,4,40,14,16,8,3,0,89,0,0,0,0,0,0,3,4,0,6,0,0,0,4,3,4,12,10,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,3,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,8,6,3,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,11,3,3,0,0,0,26
UCL112009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,11,0,0,35,0,3,13,26,43,45,16,5,3,152,0,0,0,0,0,0,3,5,0,10,0,3,0,7,0,3,0,0,0,14,0,3,0,5,4,4,0,0,0,19,3,7,7,34,31,22,13,0,0,115,0,0,0,3,0,0,0,3,3,7,0,0,0,3,3,12,6,4,3,28,0,0,0,0,0,0,0,0,0,3,0,4,4,11,0,3,3,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,7,0,0,0,12,11,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,8,7,10,3,3,43
UCL112010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL112011,0,0,0,0,3,0,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,7,3,0,0,0,0,11,0,0,0,3,3,3,20,18,5,59,0,12,11,43,29,31,18,12,3,159,0,0,0,3,3,0,4,0,0,11,0,3,0,3,0,0,0,0,0,9,0,0,0,3,8,3,0,0,0,13,0,6,3,41,23,35,16,0,0,128,0,0,0,0,0,0,4,0,3,15,0,0,0,6,7,15,20,18,3,65,0,0,0,3,0,0,3,0,0,7,0,3,0,15,6,4,11,3,0,36,0,0,0,0,0,0,0,0,0,9,0,4,0,6,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,5,0,3,3,24,14,0,0,0,0,38,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,4,12,0,6,0,3,0,32
UCL112012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,41,4,0,0,0,0,55,0,0,3,0,0,8,14,7,4,41,6,16,17,51,23,35,26,12,0,178,0,0,0,0,0,0,3,0,0,5,0,3,0,11,0,0,0,0,0,18,0,3,0,0,3,0,4,3,0,7,0,7,9,47,19,25,9,0,0,115,0,0,0,4,0,0,0,5,9,20,0,0,0,5,5,6,11,4,7,42,0,3,3,3,3,0,0,0,0,10,0,9,10,32,7,11,6,0,0,73,0,0,0,0,0,3,3,3,0,6,0,0,0,18,7,3,0,0,0,28,0,3,0,4,3,0,0,0,0,12,0,0,0,13,4,3,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,0,4,3,13,7,0,4,0,0,40
UCL112013,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,7,9,11,34,27,15,98,0,9,17,72,88,70,60,34,17,359,0,0,0,3,4,3,4,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,7,0,10,11,50,26,16,12,3,0,128,0,0,0,3,4,0,3,3,0,13,0,5,3,11,17,19,46,24,10,144,0,0,0,0,5,0,3,0,0,13,0,4,5,29,16,18,18,9,0,100,0,0,0,0,0,3,0,7,3,8,0,0,0,3,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,3,20,8,6,0,0,0,38,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,18,7,19,3,15,8,0,0,66
UCL112014,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,0,0,20,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,4,9,4,4,22,0,4,8,40,20,30,13,4,4,131,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,7,4,22,20,87,27,23,7,0,0,192,0,0,0,0,0,3,0,0,0,9,0,0,0,6,4,4,3,6,4,27,0,0,3,0,6,0,0,3,0,22,0,6,7,24,8,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,4,0,12,4,0,0,0,0,19,0,0,10,32,0,0,0,0,0,49,0,3,0,13,8,7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,5,6,3,0,36
