UCL_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL112003,3,10,71,35,7,51,6,86,4,269,26,36,137,68,16,60,28,81,7,454,98,148,262,111,54,55,67,125,24,946,204,353,274,104,87,66,94,113,27,1314,267,401,307,116,127,71,127,136,18,1571,199,413,225,99,86,62,137,128,23,1373,64,149,41,29,30,26,48,33,3,428,9,18,0,4,3,0,0,3,0,36,0,0,0,0,0,0,0,0,3,7,871,1518,1315,573,421,389,509,702,103,6403,4,4,13,133,18,93,3,47,0,320,22,40,21,132,46,96,5,42,5,413,100,240,53,182,137,90,3,64,15,871,133,496,58,196,247,84,10,66,11,1301,182,565,81,288,312,107,9,98,13,1665,153,537,43,203,282,82,21,89,14,1430,44,138,9,43,70,25,0,25,8,362,3,13,0,3,3,3,0,0,3,32,0,0,0,0,0,0,0,0,0,4,633,2028,283,1187,1119,586,58,438,64,6393
UCL112004,0,5,56,26,9,71,5,79,3,260,13,19,115,36,3,35,20,54,10,298,80,92,197,49,20,39,56,84,9,625,169,189,194,55,29,66,52,70,11,832,221,233,242,50,54,53,69,73,15,1010,205,235,182,36,42,47,63,77,9,893,100,122,50,17,24,40,32,24,6,415,21,35,4,0,4,5,0,3,3,81,0,0,0,0,0,4,0,0,3,7,811,929,1042,268,186,360,300,457,67,4424,0,11,8,90,8,126,0,29,7,271,22,29,15,94,38,50,3,22,0,279,61,146,41,108,90,58,6,40,3,557,121,256,43,112,141,83,9,36,10,817,136,339,50,148,217,96,6,89,7,1102,119,320,38,111,185,83,3,51,7,923,32,83,10,25,83,47,0,23,3,309,3,12,3,4,11,3,3,0,3,41,0,0,0,0,0,0,0,0,0,4,499,1184,220,686,781,549,31,291,53,4297
UCL112005,0,3,62,19,0,51,9,81,5,235,18,13,169,35,17,39,40,105,11,436,67,56,301,58,15,51,185,145,14,895,93,64,232,40,25,40,224,112,9,849,102,62,199,40,32,26,228,94,21,809,56,54,123,51,14,23,170,86,22,595,23,19,16,5,7,15,37,15,3,134,3,3,0,0,0,0,0,3,4,20,0,0,0,0,0,0,0,0,0,3,363,270,1105,251,109,251,891,633,87,3964,4,0,15,70,15,133,0,45,3,291,20,39,25,105,69,94,9,41,7,397,65,147,52,175,159,112,24,78,11,820,78,119,48,153,152,102,26,85,9,771,71,114,36,161,166,87,17,140,11,795,39,116,19,81,91,75,6,95,7,541,3,21,0,7,19,11,0,11,0,83,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,285,558,196,757,666,619,77,496,45,3695
UCL112006,9,5,111,46,13,165,23,223,8,607,37,64,279,85,30,104,47,200,19,862,200,310,507,146,91,137,154,294,32,1875,304,374,446,121,128,154,180,228,41,1964,344,333,422,159,125,146,216,285,33,2061,284,303,301,132,119,129,218,226,33,1736,87,75,67,19,33,48,70,41,13,449,6,6,5,3,0,6,5,10,3,42,3,0,0,0,0,0,0,3,0,4,1270,1475,2128,709,534,890,908,1500,189,9597,13,12,18,156,40,366,3,84,8,695,41,106,65,233,125,191,5,44,7,815,165,511,85,354,325,186,8,112,20,1768,189,575,91,313,503,208,12,132,32,2043,236,543,87,409,574,261,30,176,27,2341,164,433,64,276,415,187,14,165,11,1731,34,72,14,46,97,38,4,32,6,338,4,4,0,4,9,3,0,0,3,30,0,0,0,0,0,0,0,0,0,0,834,2249,423,1794,2082,1440,70,751,123,9762
UCL112007,9,5,119,35,4,132,12,136,9,462,30,47,316,68,33,75,55,148,13,790,204,273,550,138,83,169,184,283,43,1923,258,227,353,121,92,129,167,208,23,1569,261,211,292,137,98,115,209,175,26,1528,199,179,215,68,82,89,172,152,22,1176,66,43,67,20,16,36,59,34,11,363,15,8,9,3,4,4,10,9,4,66,0,0,0,0,0,0,0,0,0,4,1035,998,1928,587,414,753,868,1147,149,7878,10,12,23,130,31,261,0,63,7,537,30,119,46,232,114,156,4,52,11,752,132,577,96,386,320,197,13,134,32,1891,139,481,54,270,342,148,5,103,23,1565,164,347,50,257,454,149,15,135,21,1597,117,282,30,180,354,122,10,131,7,1230,26,42,8,20,52,28,3,19,5,211,9,3,3,4,4,4,0,3,5,35,0,0,0,3,0,0,0,0,3,6,627,1862,309,1492,1661,1076,59,638,104,7836
UCL112008,9,4,79,27,3,85,10,96,10,317,26,20,189,45,11,54,34,108,11,498,117,91,314,96,41,76,126,140,22,1016,133,86,191,144,52,71,169,137,14,995,130,115,213,142,54,62,158,139,17,1036,114,118,125,97,61,47,151,108,17,843,38,37,29,14,14,21,44,22,3,225,7,7,3,0,4,0,5,6,0,31,3,0,0,0,0,0,0,0,0,3,577,489,1126,564,234,419,697,754,99,4960,3,5,11,74,27,157,3,31,0,313,25,45,25,127,57,83,6,33,8,402,77,212,70,231,197,115,9,63,9,981,76,198,41,179,188,102,13,70,15,886,101,194,36,194,249,88,28,123,16,1027,55,216,17,141,145,62,19,81,14,750,12,31,8,19,37,16,3,12,3,138,0,4,0,4,0,0,0,3,5,19,0,3,0,0,0,0,0,0,0,3,353,898,208,979,904,619,78,406,69,4513
UCL112009,8,5,54,14,4,87,16,92,11,295,21,18,160,49,21,87,42,135,11,548,100,155,308,100,52,107,103,178,15,1107,142,218,266,75,62,70,110,155,13,1114,162,171,232,96,87,81,131,182,24,1156,110,193,180,83,67,65,109,147,10,967,30,49,37,18,17,19,36,30,3,239,12,4,3,0,4,0,3,0,0,33,0,0,0,0,0,0,0,0,0,3,581,817,1239,439,309,509,551,924,92,5461,4,3,15,52,25,203,6,75,5,380,29,59,31,161,85,126,7,53,3,553,70,286,56,223,192,137,9,81,15,1070,72,345,43,213,226,112,12,78,12,1103,91,306,71,239,322,126,9,134,17,1306,66,264,45,164,245,79,10,124,3,999,24,47,3,36,45,17,3,23,7,205,0,3,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,3,3,364,1317,264,1083,1140,790,51,564,65,5638
UCL112010,0,0,10,0,0,5,3,3,0,21,6,3,20,3,0,0,3,3,0,34,14,13,40,11,0,8,11,10,0,108,17,20,28,8,0,5,11,16,0,109,29,8,22,9,9,13,24,12,0,118,16,12,25,0,6,5,12,10,3,87,8,3,0,0,0,4,3,6,3,25,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,90,62,142,24,16,42,68,62,9,511,0,0,4,8,3,13,0,0,0,33,0,5,5,10,7,15,0,0,0,35,13,26,4,17,15,10,0,3,3,94,9,36,8,19,18,12,3,8,0,118,16,26,0,20,21,8,0,14,0,109,15,10,8,8,23,7,0,15,0,80,6,0,0,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,106,27,83,94,69,3,45,4,493
UCL112011,9,3,69,20,3,84,13,124,9,333,32,27,204,49,13,71,43,135,8,581,124,145,522,138,47,81,111,198,19,1385,164,163,329,113,34,55,132,164,21,1174,146,133,292,99,49,52,177,165,28,1139,125,121,176,75,46,52,145,119,23,882,35,41,40,14,14,17,36,17,6,216,3,5,3,0,0,3,4,6,3,34,0,0,0,0,0,0,0,0,0,5,629,645,1630,507,217,420,661,931,113,5743,9,3,11,77,22,217,3,36,3,394,28,59,48,168,88,134,4,38,11,578,92,311,85,268,204,156,6,75,17,1206,106,263,44,245,216,112,8,77,21,1090,95,218,46,268,238,118,16,97,9,1099,67,169,34,183,226,95,12,100,8,887,11,33,7,20,46,24,5,14,3,165,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,410,1064,273,1220,1047,854,45,447,70,5430
UCL112012,16,7,130,40,11,94,15,144,10,472,29,51,293,55,24,84,33,134,6,715,202,358,594,125,83,145,213,207,26,1953,283,328,425,110,96,96,260,202,34,1825,246,228,315,90,105,92,237,233,34,1584,197,207,202,67,77,64,202,164,19,1196,49,75,44,12,21,21,58,46,9,340,13,10,0,4,3,5,7,10,0,47,0,0,3,0,0,0,0,0,0,5,1034,1271,2008,501,424,608,1031,1135,129,8145,3,13,15,108,35,242,3,68,12,499,30,132,45,234,102,140,14,40,6,745,144,651,104,324,316,186,20,92,18,1854,157,550,82,297,384,128,14,100,15,1735,172,407,73,241,446,160,11,148,36,1692,99,312,43,170,310,98,13,137,8,1194,30,42,9,33,78,26,8,21,5,251,4,3,3,6,4,0,0,0,4,32,0,0,0,0,0,0,0,0,0,3,635,2115,370,1418,1677,983,82,621,106,8004
