UCL_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL115056,22,19,36,48,60,108,14,12,27,0,3,3,59,72,132,37,37,79,0,3,3,0,4,4,39,49,86,3,4,3,0,3,3,4,3,12,6,14,20,0,0,0,16,23,39,0,7,7,0,0,4,0,0,0,4,18,19,0,0,0,3,21,26,0,0,0,0,0,0,0,0,0,0,3,3,91,101,193,236,285,518
UCL115057,32,25,62,110,113,216,11,5,14,10,12,18,122,129,254,49,58,104,6,6,15,6,6,15,63,72,134,58,8,71,24,16,32,8,12,15,11,19,26,0,0,0,96,50,145,0,13,12,3,5,8,0,7,7,9,16,26,0,0,0,13,43,55,42,10,54,0,4,4,0,0,0,44,13,62,62,50,114,435,383,821
UCL115058,14,9,22,40,40,82,0,8,8,0,0,3,43,49,88,28,30,64,11,11,17,7,6,10,38,46,89,0,0,0,0,5,4,0,3,0,4,0,4,3,0,3,9,6,18,0,3,4,0,3,3,0,0,0,0,3,3,0,0,0,0,16,14,0,3,3,3,0,3,0,0,0,3,4,11,35,56,88,140,178,324
UCL115059,12,13,30,44,47,87,14,8,22,13,11,23,67,68,130,22,31,45,6,9,13,14,9,20,34,42,84,0,4,4,0,4,4,14,12,27,3,6,6,0,0,0,15,17,40,10,17,21,0,3,3,0,3,5,3,11,9,0,0,0,14,32,46,0,7,7,4,0,4,0,0,0,4,7,4,43,33,73,196,214,409
UCL115060,14,14,32,50,47,97,6,7,7,3,9,16,62,64,126,17,32,49,9,3,11,15,10,20,47,42,85,3,0,0,0,3,0,6,3,9,4,4,10,0,0,0,14,10,27,3,17,22,3,0,0,0,3,4,7,8,14,0,0,0,17,28,43,0,0,3,3,3,6,0,0,0,3,3,4,17,10,29,168,176,341
UCL115061,47,54,101,159,157,315,18,10,33,3,0,6,181,169,350,95,105,199,14,20,27,13,18,34,122,140,263,4,0,9,3,4,4,16,8,21,12,18,30,0,0,3,34,23,62,43,47,95,8,19,29,3,5,6,17,32,48,3,0,3,77,100,177,0,3,3,3,12,18,0,0,0,3,16,20,187,210,395,654,715,1369
UCL115062,34,27,66,66,54,123,41,46,90,0,0,0,105,103,208,77,68,140,0,3,3,0,0,5,81,69,148,0,0,3,0,3,3,10,3,8,7,9,11,0,0,0,13,15,33,0,10,12,0,3,3,0,0,0,0,4,7,0,0,0,4,18,22,0,0,0,3,4,3,0,0,0,3,4,3,139,137,275,385,372,758
UCL115063,39,39,79,109,118,222,17,14,32,16,10,20,142,141,280,59,41,102,13,19,31,7,3,16,86,61,150,3,5,7,0,0,0,17,5,21,8,22,27,0,0,0,23,25,56,9,12,19,4,10,12,3,7,15,7,18,18,0,0,0,23,44,70,0,0,0,3,12,11,0,0,0,3,12,11,62,63,116,373,384,759
UCL115064,27,28,56,84,76,161,10,7,14,0,0,0,92,81,172,66,56,128,0,0,3,0,3,3,71,64,129,5,0,5,0,0,0,5,3,9,5,9,17,0,0,0,16,17,27,0,4,4,0,3,3,0,0,0,3,13,13,0,0,0,6,18,19,0,0,0,3,6,9,0,0,0,3,6,9,56,98,149,260,307,567
UCL115065,25,26,47,46,54,103,27,24,51,15,9,21,85,91,176,17,17,34,21,14,37,3,4,11,39,39,78,3,3,7,0,0,0,4,3,8,11,9,23,0,0,0,16,17,34,9,7,18,0,4,6,0,5,5,9,19,32,0,0,0,22,39,60,0,0,0,0,3,5,0,0,0,0,3,5,51,60,111,240,270,512
UCL115066,8,7,15,26,18,48,3,7,13,0,0,0,29,30,55,15,15,29,10,3,9,3,0,3,26,18,39,0,3,3,4,3,3,4,3,8,0,0,3,0,0,0,12,12,19,0,3,5,0,0,3,0,0,3,0,3,3,0,0,0,3,11,11,0,0,0,0,3,3,0,0,0,0,3,3,47,43,90,124,122,241
UCL115067,19,12,39,55,49,110,12,14,25,0,0,0,66,63,132,37,35,74,3,10,11,0,0,3,43,46,83,0,0,0,0,8,6,7,6,11,0,11,7,0,0,0,5,16,26,0,0,3,0,0,6,0,0,0,5,0,5,0,0,0,9,4,13,0,3,3,0,4,5,0,0,0,3,10,12,74,102,178,222,259,483
UCL115068,29,31,64,101,117,215,45,39,77,18,17,33,159,168,321,54,63,116,29,24,52,3,6,10,82,99,186,3,4,6,0,0,4,13,5,16,7,16,27,0,0,0,26,29,48,3,3,6,5,3,10,3,0,3,8,17,24,0,0,3,16,24,45,5,3,11,0,8,8,0,0,0,5,10,13,76,65,145,394,427,825
UCL115069,18,26,45,59,69,126,11,17,36,0,0,0,74,90,163,60,40,96,0,7,7,0,0,0,60,43,108,0,0,0,0,0,3,11,6,20,9,11,20,0,0,0,20,22,38,5,4,5,0,3,6,0,3,3,3,9,14,0,0,0,10,20,27,0,0,3,0,4,8,0,0,0,0,5,8,111,114,223,293,315,609
UCL115070,16,14,23,59,56,114,6,14,22,8,10,16,76,74,147,36,51,89,3,3,8,8,10,17,48,60,113,0,0,3,0,0,3,4,5,11,6,12,12,0,0,0,15,17,34,8,5,7,0,7,7,0,0,0,6,13,13,0,0,0,11,15,31,0,0,0,0,0,0,0,0,0,0,0,0,49,50,99,215,230,446
UCL115071,18,8,29,63,52,113,25,13,36,0,0,0,85,62,151,43,53,89,5,15,18,0,4,8,54,65,114,0,4,4,0,0,0,4,11,11,8,11,14,0,0,0,11,23,35,3,7,5,0,0,0,0,3,3,3,7,13,0,0,0,3,17,26,0,3,3,0,3,3,0,0,0,0,3,3,84,86,168,254,273,522
UCL115072,12,18,37,77,78,153,16,23,42,0,0,0,93,104,195,40,39,78,7,9,18,8,3,8,51,53,103,0,4,4,0,0,3,8,3,5,6,10,19,0,0,3,13,19,29,3,7,8,0,5,6,0,3,5,0,14,10,0,0,0,10,23,35,0,3,3,3,7,8,0,0,0,3,5,11,91,96,184,278,319,592
UCL115073,17,19,44,35,51,84,21,37,57,0,0,0,56,88,142,39,34,71,13,18,29,0,0,0,51,53,104,0,0,0,0,4,3,10,4,16,6,10,19,0,0,0,16,23,40,3,7,15,0,5,6,0,0,0,0,7,5,0,0,0,7,18,23,3,0,3,0,3,6,0,0,0,8,8,13,80,97,177,228,304,535
UCL115074,8,14,27,46,51,99,0,3,4,18,8,30,67,62,129,28,38,67,8,14,20,3,8,9,41,62,102,5,5,16,3,3,3,4,10,16,5,16,17,0,0,0,19,32,54,3,7,9,0,3,6,0,5,5,3,8,8,0,0,0,10,17,27,0,0,3,0,12,13,0,0,0,3,11,14,91,104,193,234,310,540
UCL115075,12,22,38,62,58,117,22,20,45,0,3,3,88,83,167,59,65,125,0,0,0,0,5,6,58,70,135,4,0,4,0,4,4,10,4,12,3,8,7,0,0,0,13,12,28,3,8,5,0,4,4,0,3,3,4,3,10,0,0,0,7,16,27,0,0,0,0,0,0,0,0,0,0,0,0,149,158,305,329,364,692
UCL115076,36,26,60,106,88,193,8,7,13,10,10,26,125,111,233,62,58,120,3,7,3,15,12,19,73,74,147,0,0,0,0,4,3,7,9,10,3,12,17,0,0,3,14,27,38,3,8,15,4,3,8,3,7,9,3,15,12,0,0,0,9,36,47,3,3,5,3,7,11,0,0,0,10,10,20,78,53,132,345,333,679
UCL115077,8,13,21,24,27,42,17,16,32,0,0,0,36,41,77,18,26,50,0,4,4,0,0,0,18,29,49,0,0,0,0,0,0,5,0,5,0,6,6,0,0,0,8,4,11,0,3,7,0,0,0,0,0,3,4,3,8,0,0,0,5,7,14,0,0,0,0,0,4,0,0,0,0,0,3,67,66,134,141,170,313
UCL115078,11,7,20,35,36,70,17,10,25,3,0,3,49,45,97,31,37,73,3,9,10,3,7,15,40,55,92,0,0,0,0,3,3,7,4,8,5,8,16,0,0,0,10,13,27,3,3,3,0,3,5,0,3,3,5,5,8,0,0,0,5,13,17,0,0,0,0,4,4,0,0,0,0,4,4,60,70,132,184,201,387
UCL115079,27,18,50,89,69,155,9,7,10,0,3,3,100,75,172,47,52,100,8,5,17,7,3,4,55,67,123,4,3,5,0,3,3,8,3,16,12,9,15,0,0,0,23,23,43,0,7,10,0,3,3,3,4,5,0,7,13,0,0,0,6,23,29,0,0,0,0,10,9,0,0,0,3,10,6,135,126,256,342,335,681
UCL115080,17,11,28,43,50,91,0,0,0,3,0,4,47,48,96,30,20,57,0,3,3,0,0,0,35,29,60,0,0,3,0,0,0,3,3,9,6,12,14,0,0,0,6,17,26,0,0,3,0,4,4,0,0,0,3,3,6,0,0,0,3,13,11,0,0,0,0,3,4,0,0,0,0,3,4,74,61,135,183,174,365
UCL115081,18,12,25,43,53,97,0,0,0,3,7,7,45,61,107,28,33,59,0,0,0,26,16,37,57,48,100,0,0,0,0,0,0,11,3,12,18,13,34,0,0,0,30,23,55,4,12,15,0,6,4,0,3,3,9,16,25,0,0,0,14,32,51,0,4,3,3,8,9,0,0,0,4,11,13,107,88,200,276,269,546
UCL115082,23,18,42,54,50,107,14,19,40,23,28,49,91,97,190,25,36,56,16,15,29,3,14,17,43,60,104,3,0,4,0,0,0,10,3,11,0,10,16,0,0,0,12,14,26,3,3,5,0,0,0,0,0,0,0,8,7,0,0,0,3,12,17,0,0,0,0,5,7,0,0,0,0,8,3,36,55,87,211,255,473
UCL115083,3,11,16,44,32,79,4,8,15,7,3,6,52,43,97,25,26,53,6,8,11,3,0,3,34,37,67,3,0,3,0,0,4,0,3,3,0,0,3,0,0,0,8,4,13,4,4,12,0,0,0,0,0,3,3,9,9,0,0,0,7,13,23,0,0,0,0,0,0,0,0,0,0,0,7,34,38,69,137,151,286
UCL115084,33,36,72,117,118,236,54,32,91,3,0,4,179,151,327,77,76,152,16,8,21,10,22,27,96,99,200,3,6,13,3,3,6,14,12,23,10,30,41,0,0,0,30,46,77,12,6,20,3,9,11,0,5,7,6,26,32,0,0,0,22,44,64,4,0,3,0,13,13,0,0,0,3,12,21,1075,227,1304,1443,628,2074
UCL115085,9,10,21,39,39,76,0,0,0,0,0,0,39,39,76,43,30,75,0,0,0,0,0,0,43,33,73,0,0,0,0,3,3,3,0,3,3,8,12,0,0,0,3,12,13,0,0,3,3,0,3,0,0,3,0,3,4,0,0,0,4,4,8,0,0,0,0,3,4,0,0,0,0,5,5,96,80,182,197,177,379
UCL115086,5,9,19,43,33,79,3,4,5,0,0,3,43,39,82,28,26,49,9,0,7,0,0,0,30,26,57,0,0,0,0,0,0,3,0,3,3,4,5,0,0,0,6,4,11,0,3,5,0,0,3,0,0,3,0,8,8,0,0,0,6,17,17,0,0,0,0,0,7,0,0,0,0,0,7,72,77,146,170,173,340
UCL115087,23,26,51,58,64,126,8,8,10,10,6,8,68,80,152,31,35,65,5,9,12,6,9,11,43,54,95,0,6,7,0,3,3,8,6,18,3,9,10,0,0,0,15,24,40,0,3,3,0,4,3,0,0,0,3,11,11,0,0,0,7,21,23,0,0,0,4,3,8,0,0,0,4,3,8,51,80,137,212,288,500
UCL115088,8,5,13,38,28,64,0,3,3,6,8,13,47,32,81,34,22,54,3,3,10,8,13,21,43,36,82,0,5,5,0,0,0,3,3,9,3,0,5,0,0,0,6,7,19,3,4,11,0,5,5,0,3,3,7,11,18,0,0,0,10,28,36,0,0,0,0,7,4,0,0,0,3,7,7,21,28,46,136,145,285
UCL115089,19,30,52,82,64,148,25,18,46,4,3,6,114,85,203,57,66,127,13,28,36,4,3,8,69,98,168,3,7,8,0,3,7,13,3,15,8,16,23,0,0,0,25,29,53,3,6,8,0,12,12,0,0,3,12,8,16,0,0,0,17,20,37,0,0,0,0,9,10,0,0,0,0,10,10,152,146,299,401,424,821
UCL115090,16,16,32,61,37,101,7,3,8,3,0,8,68,44,112,23,34,63,0,8,6,0,0,0,25,47,67,3,0,0,3,3,3,0,0,3,3,3,5,0,0,0,9,15,20,3,4,6,0,0,0,0,4,4,3,6,5,0,0,0,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,105,103,200,227,229,453
UCL115091,26,24,54,78,80,158,43,37,78,6,6,16,120,129,254,46,48,90,44,44,95,10,17,32,107,106,215,3,3,9,0,6,13,5,5,15,10,23,30,0,0,0,25,37,58,4,10,13,0,11,16,0,4,4,11,23,34,0,0,0,16,54,68,5,4,5,0,3,5,0,0,0,3,8,11,68,67,136,371,427,792
UCL115092,9,16,28,104,86,190,0,0,0,6,3,8,106,90,196,46,38,77,13,10,16,3,0,4,62,45,101,4,0,4,0,4,4,6,5,10,6,11,16,0,0,0,17,22,40,3,3,7,3,4,10,0,0,0,3,6,8,0,0,0,8,17,25,3,0,4,0,6,7,0,0,0,3,9,9,114,107,214,319,296,616
UCL115093,19,15,27,42,46,86,0,0,0,0,0,0,43,46,86,32,25,62,0,0,0,3,0,3,36,25,63,0,0,3,0,8,7,0,0,3,3,12,13,0,0,0,8,22,32,3,0,3,3,0,3,0,0,0,3,7,8,0,0,0,8,14,19,3,0,3,0,3,5,0,0,0,4,7,6,115,103,225,231,227,462
UCL115094,20,15,33,66,88,154,35,26,59,8,10,18,106,124,233,76,52,129,10,7,17,4,15,18,89,68,164,0,0,4,0,11,15,3,3,12,7,13,22,0,0,0,16,27,48,3,3,6,0,3,3,0,0,4,9,9,16,0,0,0,12,23,29,3,0,5,3,3,9,0,0,0,10,11,12,149,166,311,408,433,837
UCL115095,28,15,47,69,46,115,7,8,21,12,5,15,88,59,148,39,56,93,0,3,4,9,4,17,56,65,116,3,6,8,0,9,12,7,6,18,7,9,20,0,0,0,20,33,51,0,7,7,5,0,4,0,3,8,6,11,13,0,0,0,9,22,29,0,0,0,4,4,9,0,0,0,4,4,9,112,137,246,314,332,650
UCL115096,12,8,23,42,48,87,28,17,43,12,11,21,77,70,148,37,41,77,18,9,28,15,4,19,64,58,122,0,0,0,3,0,3,5,7,12,3,8,15,0,0,0,13,22,30,0,5,6,0,9,9,0,0,0,4,12,17,0,0,0,10,28,37,0,0,0,4,4,6,0,0,0,4,8,9,108,95,202,285,286,572
UCL115097,25,18,43,48,45,92,22,26,47,3,3,3,74,68,145,55,59,113,9,9,11,3,3,8,66,67,135,0,0,3,0,0,4,3,3,8,0,4,4,0,0,0,7,13,24,0,3,5,0,0,0,0,4,3,0,8,5,0,0,0,4,12,15,0,0,0,4,8,13,0,0,0,4,8,12,121,140,256,299,326,625
UCL115098,10,5,19,39,38,74,11,3,11,0,3,3,45,49,92,16,28,42,0,8,9,0,0,3,26,35,58,0,0,0,0,0,0,3,4,6,3,8,11,0,0,0,10,13,20,0,0,3,0,5,5,0,0,0,8,3,12,0,0,0,9,7,15,0,0,0,3,3,10,0,0,0,4,8,7,98,149,247,192,265,458
UCL115099,21,24,44,52,59,111,3,8,14,3,4,8,56,73,129,40,40,82,6,6,15,7,8,11,55,54,111,3,3,5,0,3,3,11,12,17,7,12,21,0,0,0,18,29,53,0,3,7,0,4,4,0,0,3,7,9,14,0,0,0,3,21,24,0,0,0,0,7,5,0,0,0,0,9,7,59,77,138,227,284,511
UCL115100,26,19,44,65,55,122,28,29,52,0,7,9,99,91,191,52,43,96,13,14,35,5,3,10,73,65,131,0,4,4,3,3,9,3,4,12,8,16,17,0,0,0,12,27,38,0,6,5,0,3,3,0,4,3,0,3,3,0,0,0,4,16,17,0,0,0,0,3,3,0,0,0,0,8,8,119,114,233,330,333,666
UCL115101,26,18,50,82,62,138,22,20,39,41,45,90,147,121,267,65,62,134,20,6,21,27,45,75,117,118,234,6,5,10,3,10,10,9,3,16,5,26,27,0,0,0,25,35,63,6,12,14,5,13,18,0,0,0,11,25,33,0,0,0,14,52,67,3,6,9,4,16,21,0,0,0,8,22,23,173,188,358,512,550,1060
UCL115102,22,26,53,56,46,106,41,26,66,18,22,40,115,94,208,37,31,68,27,36,69,14,14,28,81,78,162,3,3,3,0,3,3,3,5,6,3,11,14,0,0,0,12,21,32,3,9,11,7,3,6,3,0,3,17,21,38,0,0,0,24,31,60,3,3,6,0,9,9,0,0,0,3,7,15,42,27,72,303,295,595
UCL115103,25,20,47,83,60,141,0,0,0,6,8,16,84,75,159,59,52,114,4,3,4,3,0,8,73,53,124,0,0,0,3,4,6,9,5,10,15,7,23,0,0,0,21,20,39,3,6,10,4,3,11,0,0,0,7,6,17,0,0,0,15,19,36,5,4,9,0,5,7,0,0,0,6,4,11,180,179,353,403,369,773
UCL115104,35,31,64,89,87,182,46,62,107,3,0,3,138,150,293,62,69,130,22,26,47,0,0,0,82,93,172,0,3,3,0,3,3,10,12,22,10,26,33,0,0,0,24,44,64,5,6,12,3,6,8,0,5,5,7,19,24,0,0,0,12,31,48,0,0,0,0,7,7,0,0,0,0,10,10,210,249,457,507,606,1116
UCL115105,41,32,73,97,93,193,35,40,75,31,33,64,171,162,327,76,76,152,11,18,32,19,18,35,108,119,225,3,5,11,0,6,6,9,10,19,8,25,27,0,0,0,24,42,64,0,13,11,0,3,3,0,5,5,10,11,17,0,0,0,12,31,46,3,0,0,0,3,3,0,0,0,4,3,4,169,211,378,523,596,1119
UCL115106,15,32,46,47,41,84,50,45,93,0,0,0,93,80,178,52,57,110,0,0,0,0,0,0,51,58,114,0,0,3,0,0,3,7,14,19,3,12,17,0,0,0,14,27,36,0,3,4,0,3,3,3,3,5,3,7,13,0,0,0,7,19,31,0,0,0,0,0,4,0,0,0,0,4,4,113,111,228,293,337,630
UCL115107,14,19,36,74,60,136,23,19,43,3,0,6,102,84,187,73,50,127,4,15,16,3,6,6,82,69,150,5,3,10,0,6,3,3,13,13,8,16,16,0,0,0,18,30,49,9,13,17,0,0,0,0,3,3,3,10,16,0,0,0,11,30,37,0,0,3,0,4,4,0,0,0,4,6,7,154,151,310,380,394,776
UCL115108,33,31,65,121,109,229,13,21,31,25,21,49,155,157,312,90,79,169,26,20,45,25,23,49,138,122,260,0,9,9,7,8,18,14,12,24,7,20,28,0,0,0,26,50,74,5,15,20,13,8,25,3,0,3,12,31,49,0,0,0,36,62,96,0,3,9,7,16,27,0,0,0,11,18,34,218,220,433,616,655,1269
UCL115109,50,45,94,149,121,267,10,3,20,3,14,16,162,137,305,64,64,134,15,23,39,4,8,11,88,95,179,3,3,10,3,4,12,3,6,10,8,19,29,0,0,0,20,34,62,3,17,17,3,3,9,0,3,5,7,30,36,0,0,0,14,54,70,0,3,3,3,7,10,0,0,0,3,12,18,127,165,293,471,542,1014
UCL115110,14,12,31,48,58,104,3,0,3,0,6,8,52,63,113,26,24,50,3,3,8,7,3,13,34,30,66,0,0,0,0,0,0,4,3,7,0,4,9,0,0,0,5,14,14,0,3,3,0,4,3,0,0,0,0,6,5,0,0,0,3,12,16,3,4,3,0,5,5,0,0,0,3,10,6,49,55,104,161,189,353
UCL115111,9,15,20,47,57,105,14,8,19,0,0,0,64,67,127,28,26,51,28,33,58,0,0,0,51,58,107,0,0,0,0,0,0,0,4,4,0,6,8,0,0,0,4,12,20,3,3,4,0,4,4,0,0,0,0,6,9,0,0,0,3,19,20,4,0,4,0,8,8,0,0,0,0,8,8,46,66,109,186,232,418
UCL115112,30,37,75,97,115,216,28,38,70,19,10,34,155,164,317,73,61,136,25,26,53,22,27,45,117,116,233,4,9,10,0,0,0,10,10,16,9,9,19,0,0,0,18,28,44,20,30,51,3,9,10,6,3,10,12,32,46,0,0,0,41,73,117,4,3,6,3,13,15,0,0,0,9,17,27,98,125,218,471,557,1026
UCL115113,48,40,86,76,83,161,23,15,44,33,26,62,139,125,267,18,11,33,16,23,42,44,38,81,75,80,151,0,3,3,0,0,3,12,6,19,5,8,19,0,0,0,19,21,42,10,23,27,3,3,7,4,3,5,12,17,27,0,0,0,24,43,64,0,3,3,3,3,11,0,0,0,3,8,12,55,48,98,361,358,718
UCL115114,19,19,34,55,47,102,11,19,29,0,0,0,66,70,134,51,38,83,8,7,12,0,3,4,58,42,101,5,6,11,0,5,5,11,8,14,6,13,23,0,0,0,17,38,54,3,6,8,3,3,6,0,0,0,0,15,17,0,0,0,13,24,32,0,3,3,0,3,6,0,0,3,0,3,9,144,132,275,318,321,642
UCL115115,18,27,45,82,76,156,18,16,35,0,0,0,102,87,190,87,79,170,3,3,7,8,7,19,101,90,192,3,4,3,3,3,6,7,9,10,6,10,11,0,0,0,13,22,39,3,5,13,0,5,10,0,7,7,3,4,11,0,0,0,5,23,35,0,0,0,0,4,4,0,0,0,0,4,4,103,128,237,345,392,734
UCL115116,41,49,88,128,130,255,21,30,49,13,13,23,160,169,331,90,90,179,14,14,32,23,16,37,127,123,248,10,10,18,0,0,0,16,10,32,17,16,33,0,0,0,39,42,84,24,32,50,12,18,31,9,7,16,9,16,25,0,0,0,44,74,123,3,0,4,3,14,16,0,0,3,8,13,25,81,105,184,508,575,1081
UCL115117,20,9,31,57,66,120,3,4,3,12,3,18,70,69,142,33,31,66,3,11,12,3,3,7,42,43,90,3,0,7,0,0,0,5,9,16,5,12,15,0,0,3,15,21,39,0,3,8,3,0,8,0,0,0,7,9,17,0,3,3,11,22,36,0,4,4,0,6,6,0,0,0,0,8,8,59,48,107,223,232,453
UCL115118,58,43,98,123,151,275,24,38,62,18,7,28,166,203,364,70,105,172,26,24,42,18,13,32,109,138,253,5,6,10,6,11,13,13,5,22,6,18,21,0,3,3,30,39,71,4,12,19,3,13,18,0,6,7,11,34,43,0,0,0,18,68,84,4,0,4,7,13,19,0,0,0,13,14,28,94,115,206,482,626,1109
UCL115119,49,54,100,138,131,266,60,46,111,36,33,71,234,211,444,70,85,156,49,46,97,30,30,54,150,160,309,0,8,5,0,4,4,22,12,29,14,38,48,0,0,0,34,54,93,10,11,20,3,4,7,3,0,3,13,32,38,0,0,0,29,45,78,0,3,3,0,10,16,0,0,0,0,19,16,210,198,412,707,748,1450
UCL115120,28,34,62,93,74,164,4,0,3,12,10,19,103,84,185,41,45,88,6,7,15,8,7,11,55,64,119,0,5,7,0,3,4,13,4,14,7,10,17,0,0,0,24,17,42,4,9,14,9,7,11,0,3,4,10,11,17,0,0,0,18,32,54,0,0,0,3,7,4,0,0,0,3,4,10,123,130,251,349,374,718
UCL115121,63,58,125,168,150,316,63,47,111,27,20,55,261,222,485,86,66,155,78,77,149,27,27,57,186,173,357,6,12,16,3,3,3,40,15,54,13,17,29,0,0,3,55,48,100,25,39,62,7,6,8,8,13,17,3,26,25,0,0,0,41,77,118,0,3,3,4,8,13,0,0,0,4,17,20,127,105,234,744,693,1433
UCL115122,14,11,22,21,8,23,26,19,48,0,0,0,48,24,77,15,12,27,34,42,81,0,0,0,50,60,110,0,0,0,0,0,0,3,0,3,3,5,5,0,0,0,5,4,12,3,3,8,3,3,8,4,0,3,8,8,19,0,0,0,15,26,35,0,3,3,7,3,5,0,0,0,5,6,11,27,25,47,159,156,313
UCL115123,17,9,25,67,59,130,0,0,0,0,0,0,67,60,125,29,45,69,0,0,0,0,0,0,29,45,69,5,3,9,0,3,0,5,3,10,3,10,16,0,0,0,17,15,34,0,4,3,3,4,8,0,0,0,0,14,12,0,0,0,8,21,24,0,0,0,0,3,3,0,0,0,0,3,3,35,39,70,166,196,356
UCL115124,23,18,45,79,71,149,3,6,10,20,16,33,100,95,194,39,43,87,8,15,26,13,18,31,55,78,136,3,4,6,0,10,6,6,3,9,3,10,15,0,0,0,12,30,39,3,8,8,5,4,7,0,0,0,5,27,28,0,0,0,12,35,47,0,3,3,3,8,8,0,0,0,3,9,14,80,71,149,291,332,623
UCL115125,15,19,31,49,48,96,5,0,5,0,3,3,55,44,101,34,30,68,13,14,27,9,6,16,57,56,117,0,0,0,4,0,3,14,3,11,3,0,4,0,0,0,17,5,27,24,23,42,8,7,10,4,0,3,8,15,27,0,0,0,44,46,83,0,0,3,3,6,9,0,0,0,5,5,11,29,19,56,220,200,419
UCL115126,12,20,35,80,72,149,0,3,5,0,4,5,80,76,158,44,45,87,3,9,9,4,0,4,51,51,100,0,3,3,0,0,7,8,3,12,3,4,8,0,0,0,11,10,27,0,3,5,0,0,3,3,3,4,0,6,6,0,0,0,9,19,24,0,0,0,4,3,8,0,0,0,4,8,11,115,117,241,288,300,591
UCL115127,49,54,104,191,156,348,11,30,42,24,22,48,229,218,445,116,96,211,16,17,33,28,16,41,159,127,291,4,6,19,3,4,8,16,12,33,10,20,29,0,0,0,36,50,82,17,34,46,7,16,21,4,3,6,15,23,37,0,0,0,38,77,118,0,3,3,8,18,25,0,0,0,8,21,29,156,168,326,679,717,1392
UCL115128,35,48,83,189,161,350,3,4,8,5,11,13,196,168,368,90,64,155,12,24,30,9,4,17,115,89,207,3,7,6,3,9,11,10,6,15,12,24,35,0,0,0,35,41,71,7,12,20,6,16,23,3,0,3,3,20,26,0,0,0,19,49,73,0,0,3,3,14,21,0,0,0,3,20,21,158,155,311,563,571,1141
