UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL121027,0,0,3,3,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,6,14,16,15,9,3,0,61,0,3,12,9,4,3,0,0,34,0,0,7,0,6,5,0,0,15,0,0,0,7,3,0,0,0,16,0,0,6,5,3,0,4,0,16,0,3,5,10,9,6,0,0,37,0,3,6,3,3,0,0,0,17,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,8,5,0,0,0,23,8,27,62,60,48,29,7,0,245,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,8,13,10,10,4,0,0,45,0,6,6,5,5,0,0,0,34,5,11
UCL121028,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,5,26,14,5,0,57,0,3,10,8,9,5,4,0,43,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,9,0,0,0,3,3,3,0,0,14,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,3,4,12,4,0,25,6,17,24,37,55,44,11,0,196,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,18,3,3,0,5,3,8,0,0,25,0,4
UCL121029,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,16,13,7,8,4,0,3,0,47,0,0,0,0,3,0,0,0,11,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,3,0,0,24,21,23,14,13,22,9,12,0,113,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,3,7,0,0,0,20,0,0,0,0,0,0,0,0,4,0,3
UCL121030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,11,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,4,3,4,0,0,0,39,14,22,6,19,16,14,8,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,6,0,4,0,3,0,0,0,0,10,0,0
UCL121031,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,4,10,5,10,5,7,0,0,51,0,0,0,4,0,3,0,0,12,0,3,10,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,7,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,10,7,13,5,0,53,20,33,28,29,20,22,16,0,171,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,3,10,0,3,0,0,0,18,0,4,3,3,4,0,0,0,18,4,4
UCL121032,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,3,14,22,23,5,3,80,4,3,8,10,11,7,3,0,39,0,0,0,0,0,0,0,0,4,0,0,6,0,5,0,0,0,12,0,0,0,4,10,8,0,0,23,0,3,3,3,3,10,0,0,24,0,0,0,4,6,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,3,22,13,11,34,39,68,53,7,6,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,6,4,19,5,0,0,50,0,5,9,4,16,7,3,0,49,0,3
UCL121033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,7,8,5,39,0,0,0,0,0,0,5,0,11,4,0,0,3,4,0,3,4,16,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,6,4,0,3,3,0,4,0,0,6,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,5,12,11,0,43,18,10,13,21,26,27,25,6,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,26,0,3,0,7,3,3,0,3,19,0,3
UCL121034,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,8,15,9,7,6,0,56,0,3,3,12,7,3,0,0,23,0,0,0,3,0,0,0,0,4,0,0,3,0,4,0,0,0,14,0,0,5,0,0,0,0,0,10,0,0,0,7,7,0,0,0,20,4,3,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,7,0,0,0,20,12,27,24,45,42,18,7,0,181,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,5,4,0,0,27,0,0,9,7,6,5,0,0,28,0,4
UCL121035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,16,25,10,0,0,82,3,10,4,3,4,0,0,0,25,0,0,3,0,3,0,0,0,12,0,0,0,0,0,3,0,0,8,0,0,0,5,0,0,0,0,5,0,0,3,4,3,0,0,0,10,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,5,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,9,12,0,0,0,33,20,30,35,49,51,20,6,3,209,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15,6,0,0,0,42,3,0,3,3,7,0,0,0,17,0,8
UCL121036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,4,10,17,22,20,4,0,79,0,7,4,10,4,11,4,0,44,0,3,3,3,0,0,0,0,14,0,0,0,0,3,0,0,0,3,0,0,0,3,5,7,0,0,13,0,0,10,9,7,3,0,0,27,0,0,7,7,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,0,3,0,22,10,17,49,53,54,47,13,0,246,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,12,8,13,3,0,0,41,0,4,0,5,12,6,3,0,33,3,3
UCL121037,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,17,9,10,10,4,0,68,3,6,5,7,9,12,0,0,42,0,3,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,7,0,0,3,6,4,3,0,0,20,0,3,4,4,0,3,0,0,15,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,4,0,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,10,3,5,3,0,32,17,24,35,43,35,48,12,3,228,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,3,9,9,4,0,0,27,0,3,12,11,11,4,0,0,34,3,5
UCL121038,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,5,11,3,0,32,3,3,7,3,3,4,0,0,20,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,6,0,30,13,21,14,18,22,17,6,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,3,0,26,0,0,0,0,0,4,0,0,10,0,0
UCL121039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,3,0,0,18,0,0,3,0,0,0,0,0,4,0,0,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,4,12,6,3,0,49,15,12,22,9,25,15,3,3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,10,3,0,6,0,0,0,0,0,9,0,4
UCL121040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,5,3,0,0,21,0,3,4,5,6,3,0,0,28,0,0,0,0,3,3,0,0,9,0,3,0,4,4,3,0,0,8,0,0,0,0,3,4,0,0,7,0,0,6,7,4,0,0,0,13,0,3,3,0,4,0,0,0,9,3,0,0,3,0,0,0,0,12,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,10,6,6,0,0,39,4,15,30,38,39,28,7,0,165,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,10,0,3,0,29,0,0,0,3,4,8,0,0,20,0,4
UCL121041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,8,5,0,0,30,0,0,3,0,3,0,0,0,13,0,0,0,4,4,3,0,0,17,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,5,0,3,4,7,4,3,0,0,27,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,0,0,0,15,3,12,31,40,28,18,0,0,130,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,3,0,0,16,0,5,5,7,4,3,0,0,23,0,5
UCL121042,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,7,8,6,0,0,0,31,0,3,0,0,4,3,0,0,15,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,7,8,4,4,0,32,12,11,23,24,22,17,16,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,0,0,0,13,0,0,4,5,0,0,0,0,17,0,3
UCL121043,0,0,0,0,0,3,0,0,10,0,0,0,3,0,0,0,0,3,0,6,4,8,10,13,7,0,50,0,0,7,7,0,0,3,0,14,0,0,0,0,0,4,0,0,5,3,3,0,3,7,0,0,0,10,0,0,4,4,3,5,0,0,15,3,3,3,4,0,9,4,0,28,0,0,0,3,3,0,0,3,10,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,4,5,6,7,0,38,15,25,19,31,32,42,24,5,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,0,0,21,3,4,3,0,16,7,0,0,40,3,5
UCL121044,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,3,3,10,14,7,10,4,0,53,0,0,11,3,8,0,0,0,25,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,5,3,0,3,0,0,0,5,0,3,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,11,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,3,0,0,25,15,25,38,38,30,17,9,0,170,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,4,0,0,0,23,0,8,3,8,9,3,0,0,33,0,12
UCL121045,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,3,7,5,12,4,4,0,34,3,0,3,7,6,8,3,0,27,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,9,0,0,0,4,3,0,0,0,7,0,0,0,3,3,6,0,0,20,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,4,0,0,17,11,13,18,25,35,35,13,6,145,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,5,0,26,0,3,4,3,5,3,0,0,23,3,0
UCL121046,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,11,4,4,5,0,0,34,0,0,4,6,3,0,0,0,16,0,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,18,0,0,5,3,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,3,4,6,3,3,5,0,29,10,23,32,30,24,10,6,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,10,3,0,4,0,0,0,17,0,0,5,0,3,3,3,0,18,0,0
UCL121047,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,7,0,0,3,7,13,34,13,3,85,0,3,8,9,4,3,7,0,43,0,0,3,0,3,3,0,0,8,0,0,0,0,6,3,0,3,18,0,0,4,3,4,5,3,0,21,0,0,4,4,7,12,3,0,32,0,3,5,0,3,7,0,0,19,0,0,0,0,0,4,3,0,9,0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,13,7,0,29,12,11,30,32,44,91,46,15,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,16,16,16,14,4,58,0,5,5,3,13,18,3,0,46,0,3
UCL121048,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,12,10,6,5,0,0,52,0,5,0,3,3,3,0,0,21,0,4,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,3,4,3,0,0,0,12,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,5,0,0,0,26,15,35,27,25,24,16,5,0,143,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,5,0,7,6,0,4,0,0,0,12,0,11
UCL121049,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,9,19,11,0,49,0,0,3,4,4,6,4,4,33,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,6,8,5,33,5,15,8,11,24,52,40,14,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,11,5,4,0,20,0,4,0,5,5,8,0,0,28,0,4
UCL121050,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,19,30,30,20,3,115,0,6,5,13,10,14,10,8,60,0,0,0,4,0,3,0,0,15,0,0,0,3,6,4,0,0,20,0,0,0,0,3,8,0,5,21,0,3,0,3,8,10,8,0,30,0,0,0,0,9,4,3,3,25,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,10,0,5,5,9,8,12,3,52,17,22,30,57,84,84,58,20,373,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,12,8,6,11,6,4,52,0,7,0,3,10,15,7,0,36,6,6
UCL121051,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,6,10,4,10,4,0,39,0,0,0,5,0,4,3,0,15,0,6,0,3,3,11,3,3,26,0,0,0,3,0,3,0,0,6,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,7,0,4,3,3,0,3,0,0,15,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,5,6,9,4,37,9,20,18,26,21,32,22,6,163,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,4,0,6,12,4,3,40,0,4,3,3,7,5,0,0,18,0,3
UCL121052,0,0,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,12,4,4,17,16,7,3,62,3,0,0,3,5,5,0,0,25,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,0,5,3,3,0,14,0,0,0,0,5,3,0,0,18,0,6,3,5,9,3,0,0,22,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,4,3,9,7,7,3,38,17,24,24,22,68,47,15,7,220,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,3,11,6,0,0,35,0,8,3,3,11,5,3,0,24,0,8
UCL121053,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,3,7,8,27,31,13,7,0,97,4,3,6,6,11,3,3,0,41,0,3,3,0,0,0,3,0,11,0,0,0,3,4,0,5,0,11,0,4,3,3,4,3,0,0,22,3,6,0,8,9,9,5,0,35,0,3,0,6,3,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,7,5,3,4,3,40,21,32,30,62,77,41,29,4,289,3,0,3,4,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,3,6,3,13,15,5,3,0,47,0,5,8,14,11,9,8,0,55,3,3
