UCL_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL115113,0,5,5,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,13,11,6,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,13,11,3,3,0,41,7,10,0,4,4,0,0,22,0,0,0,0,0,0,0,0,9,16,10,9,9,5,0,63
UCL115114,0,4,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,12,8,6,11,0,0,40,4,0,0,3,5,0,0,14,3,0,3,0,0,0,0,8,8,3,3,3,5,0,0,24,11,16,6,12,11,0,0,63,13,14,7,0,5,0,0,38,0,0,0,0,0,0,0,0,26,28,13,10,17,0,0,99
UCL115115,13,14,4,4,10,0,0,37,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,13,21,15,11,25,0,0,94,0,4,3,3,3,0,0,15,3,5,4,0,3,0,0,15,4,7,5,4,3,0,0,33,18,30,18,20,34,3,0,126,33,20,6,9,8,4,0,80,0,0,0,0,0,0,0,5,51,55,25,28,47,6,0,206
UCL115116,14,14,13,12,11,0,0,65,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,23,30,30,20,14,5,6,131,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,6,0,4,0,6,0,0,0,13,22,39,33,18,17,10,8,151,30,24,12,9,6,0,0,82,0,0,0,0,0,0,0,0,54,58,44,28,23,11,8,233
UCL115117,3,9,0,3,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,5,9,6,0,0,36,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,4,14,4,9,13,0,0,42,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,6,12,6,13,14,0,0,55
UCL115118,10,9,21,9,12,5,0,67,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,7,25,40,13,36,5,3,132,0,9,0,0,0,0,0,15,3,3,4,0,0,0,0,12,3,10,3,0,0,0,0,23,14,40,47,12,37,5,3,157,27,28,16,6,8,0,0,90,0,0,0,0,0,0,0,4,35,73,63,25,41,6,4,247
UCL115119,7,14,16,9,11,3,0,62,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,34,26,21,26,3,0,132,0,3,6,3,0,0,0,14,3,4,0,0,0,0,0,7,3,4,6,3,0,0,0,17,14,44,37,26,26,3,0,147,21,22,12,3,4,0,0,66,0,0,0,0,0,0,0,4,37,66,52,26,33,3,0,222
UCL115120,5,6,3,9,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,14,6,16,8,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,14,6,14,8,0,65,7,3,7,0,4,0,0,20,0,0,0,0,0,0,0,0,18,15,18,9,15,8,0,83
UCL115121,12,13,14,6,9,3,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,25,12,27,10,5,122,0,0,0,0,6,0,0,3,3,4,0,0,0,0,0,4,3,4,0,3,6,0,0,9,26,22,25,20,28,10,5,132,21,11,3,3,6,0,0,52,0,0,0,0,0,0,0,0,46,40,31,21,39,13,5,185
UCL115122,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,0,0,24,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,12,3,12,0,0,33
UCL115123,3,3,4,4,5,5,0,24,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,11,9,4,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,5,9,11,9,4,5,0,45,6,13,11,3,8,0,0,37,0,0,0,0,0,0,0,4,13,25,17,12,9,5,0,85
UCL115124,8,19,7,11,11,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,12,18,20,4,0,81,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,3,3,0,0,0,0,7,9,22,15,18,22,4,0,87,9,7,8,4,4,0,0,37,0,0,0,0,0,0,0,0,15,27,21,21,33,4,0,127
UCL115125,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,3,3,20,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,3,4,3,9,3,3,21,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,7,9,3,3,25
UCL115126,3,13,8,10,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,16,10,12,0,0,54,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,20,13,9,12,0,0,59,21,10,12,5,6,0,0,59,0,0,0,0,0,0,0,3,29,30,28,13,20,3,0,125
UCL115127,16,25,14,8,15,0,3,80,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,31,42,26,18,31,13,7,164,0,0,6,0,3,0,0,8,0,8,0,4,0,0,0,17,0,7,8,4,5,0,0,24,33,52,27,19,40,14,6,188,30,31,8,16,14,3,0,108,0,0,0,0,0,0,0,0,67,78,38,31,54,20,6,292
UCL115128,6,19,7,10,8,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,26,24,14,21,6,0,102,0,3,0,0,0,0,0,8,3,6,0,3,0,0,0,11,3,5,0,3,0,0,0,15,17,34,23,16,23,6,0,111,42,41,17,4,11,3,0,112,0,3,0,0,0,0,0,4,52,70,39,19,27,3,4,229
UCL115129,0,0,6,3,3,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,7,9,18,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,9,18,0,0,37,4,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,8,3,7,9,18,5,0,42
UCL115130,3,3,0,7,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,4,5,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,4,3,11,3,4,5,0,0,30,6,6,4,0,0,0,0,18,0,0,0,0,0,0,0,0,7,22,7,8,5,0,0,52
UCL115131,7,26,11,15,18,3,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,29,15,19,24,3,0,106,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,3,5,3,3,0,0,12,13,35,20,26,31,3,0,121,35,25,18,9,11,3,0,97,0,0,0,0,0,0,0,0,46,61,40,31,34,7,0,218
UCL115132,4,14,8,6,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,27,14,11,17,0,0,71,3,3,3,0,0,0,0,9,6,5,0,0,0,0,0,12,4,9,3,0,3,0,0,22,15,30,13,11,18,0,0,92,24,23,9,7,7,3,3,75,0,0,0,0,0,0,0,0,37,51,26,21,24,3,3,162
UCL115133,6,7,6,3,9,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,8,10,3,0,52,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,15,8,11,3,3,59,8,7,5,0,0,0,0,24,0,0,0,0,0,0,0,3,17,19,15,13,16,3,3,79
UCL115134,9,9,11,3,11,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,20,21,12,14,5,3,83,0,4,0,0,0,0,0,8,0,3,7,0,0,0,0,12,3,9,7,0,3,0,0,18,13,24,19,8,18,5,3,98,7,11,3,3,11,0,0,36,0,0,0,0,0,0,0,0,24,37,23,18,23,5,3,134
UCL115135,4,12,6,3,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,14,4,3,0,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,8,9,17,14,5,6,0,0,51,12,16,4,0,4,0,0,42,0,0,0,0,0,0,0,0,26,31,22,10,12,0,0,92
UCL115136,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,6,0,0,17,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,7,0,4,0,0,25
UCL115137,4,7,4,3,3,0,0,24,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,6,5,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,6,5,8,0,0,42,9,7,4,4,4,3,0,31,0,0,0,0,0,0,0,0,19,17,11,12,14,3,0,70
UCL115138,4,4,8,4,8,0,0,31,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,16,3,10,12,3,0,47,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,14,3,10,12,3,0,56,5,11,3,5,5,3,0,31,0,0,0,0,0,0,0,4,20,26,9,9,17,5,0,83
UCL115139,3,12,12,7,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,18,11,10,0,0,70,0,3,3,0,0,0,0,11,0,3,4,0,0,0,0,9,0,6,8,0,0,0,0,15,11,24,20,14,15,0,0,82,18,15,9,8,4,3,0,52,0,0,0,0,0,0,0,3,26,44,33,19,17,0,0,138
UCL115140,6,13,7,3,3,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,18,20,12,11,0,3,76,3,0,0,0,0,0,0,6,0,3,8,0,0,0,0,12,3,3,8,0,0,0,0,19,15,26,27,13,9,0,3,87,13,12,10,9,3,0,0,49,0,3,0,0,0,0,0,3,27,44,31,18,14,0,3,142
UCL115141,0,5,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,6,3,0,3,32,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,3,0,0,4,3,8,6,6,9,0,3,36,4,4,0,0,0,0,0,16,0,0,0,0,0,0,0,3,11,18,8,7,8,0,3,51
UCL115142,3,6,6,3,15,0,0,35,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,17,8,10,16,0,0,53,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,19,8,13,18,0,0,60,5,3,4,0,4,0,0,23,0,0,0,0,0,0,0,0,14,17,11,13,25,0,0,80
UCL115143,3,8,4,3,4,0,0,25,0,6,3,0,0,0,0,3,3,0,0,0,0,0,0,3,6,16,12,6,7,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,12,16,6,7,0,0,43,5,3,7,3,0,0,0,15,0,0,0,0,0,0,0,5,11,20,21,5,7,0,0,64
UCL115144,11,8,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,13,20,12,3,0,0,0,55,0,9,8,3,3,0,0,18,0,4,0,0,0,0,0,4,0,9,8,0,3,0,0,27,15,30,24,7,4,0,0,81,41,38,15,3,6,0,0,110,0,9,3,3,4,0,0,21,59,76,36,15,19,0,0,206
UCL115145,3,0,8,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,7,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,5,0,0,25,4,4,0,3,3,0,0,11,0,0,0,0,0,0,0,0,12,5,8,8,11,0,0,37
UCL115146,8,5,13,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,13,13,5,0,67,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,12,16,17,18,17,12,5,0,75,13,17,3,7,6,3,0,46,0,0,0,0,0,0,0,0,27,32,22,21,17,4,0,121
UCL115147,3,5,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,9,0,6,0,0,32,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,14,11,14,10,3,6,0,0,43,11,11,3,0,3,0,0,32,0,0,0,0,0,0,0,0,24,26,11,10,7,0,0,73
UCL115148,3,14,3,0,3,0,0,30,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,7,4,9,0,0,50,0,0,3,0,3,0,0,9,4,0,0,4,0,0,0,10,4,3,5,6,3,0,0,17,8,17,9,8,12,0,0,62,19,17,7,0,3,0,0,50,0,0,0,0,0,0,0,0,25,35,18,12,17,4,0,113
UCL115149,3,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,11,6,4,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,8,3,15,10,7,4,0,0,41,39,16,10,4,10,0,0,81,0,0,0,0,0,0,0,0,41,32,22,12,11,0,0,122
UCL115150,18,18,12,12,11,0,0,65,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,33,43,25,20,24,6,0,149,3,8,3,3,0,0,0,18,6,9,0,4,0,0,0,26,10,14,8,8,0,0,0,43,41,61,32,32,22,9,0,189,79,54,38,13,15,0,0,207,0,3,0,0,0,0,0,8,123,115,68,42,43,10,0,401
UCL115151,0,9,9,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,8,0,3,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,5,3,15,8,3,4,0,0,40,6,12,3,0,0,0,0,25,0,5,0,0,0,0,0,4,10,31,15,8,4,3,0,75
UCL115152,0,9,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,11,4,4,3,0,44,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,9,4,20,15,6,7,3,0,61,21,15,3,4,3,0,0,47,0,0,0,0,0,0,0,0,29,29,20,10,10,3,0,105
UCL115153,7,10,11,4,7,0,0,42,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,14,29,19,12,16,0,0,93,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,3,4,0,0,0,0,5,15,27,22,12,16,0,0,99,13,9,6,3,4,0,0,36,0,0,0,0,0,0,0,0,26,42,28,15,21,0,0,138
UCL115154,0,10,5,5,6,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,3,11,5,5,44,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,15,9,3,10,5,5,50,6,5,7,0,5,0,0,25,0,0,0,0,0,0,0,0,11,21,12,3,19,5,5,75
UCL115155,4,4,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,3,3,0,0,27,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,14,4,7,3,0,0,33
UCL115156,14,24,11,14,20,3,0,87,3,3,0,0,3,0,0,12,0,0,0,0,0,0,0,0,19,32,24,20,37,5,0,143,0,7,3,0,4,0,0,7,0,7,3,0,0,0,0,11,0,15,4,0,4,0,0,20,20,49,27,20,40,5,0,168,42,41,22,13,15,4,0,140,0,0,0,0,0,0,0,0,68,85,47,29,61,6,0,303
UCL115157,3,14,8,3,7,9,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,24,20,9,15,13,0,88,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,24,19,11,12,13,0,88,11,12,3,0,0,0,0,31,0,0,0,0,0,0,0,0,17,39,20,17,12,13,0,121
UCL115158,7,23,10,11,13,3,0,72,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,4,8,40,27,22,19,4,3,121,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,7,0,4,0,3,3,0,0,12,13,43,23,22,23,4,3,134,22,14,8,7,15,0,0,77,0,0,4,3,3,0,0,7,37,56,36,37,37,3,3,214
UCL115159,11,11,7,5,7,0,0,32,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,13,16,5,15,3,4,57,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,17,12,16,3,15,3,4,62,10,9,6,0,3,0,0,29,0,0,0,0,0,0,0,0,24,28,22,10,18,3,4,98
UCL115160,0,4,4,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,0,0,23,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,5,8,5,0,0,28,11,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,6,11,4,7,3,0,0,44
UCL115161,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,7,8,9,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,7,4,0,0,27,6,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,12,11,7,7,8,0,0,49
UCL121001,4,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,3,5,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,9,8,5,6,0,0,25,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,10,4,8,0,0,33
UCL121002,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,3,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,0,0,15,9,11,9,3,3,0,0,35,0,0,0,0,0,0,0,0,12,14,7,4,6,0,0,48
UCL121003,3,0,0,0,3,0,0,10,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,6,3,3,0,3,4,0,0,21,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,3,3,6,0,0,24
UCL121004,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,18,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,5,7,3,5,0,0,24
UCL121005,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,5,7,4,0,3,0,0,20,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,3,0,3,0,0,24
UCL121006,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,12
UCL121007,0,6,4,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,8,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,3,8,0,0,22,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,11,7,8,0,0,28
UCL121008,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,17,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,6,0,3,0,0,0,0,0,6,0,12,9,3,3,0,0,24,3,0,3,0,3,0,0,13,0,0,3,0,0,0,0,5,4,12,8,4,6,0,0,35
UCL121009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,9,0,4,0,0,15,15,6,12,9,3,0,0,49,3,0,0,0,0,0,0,3,18,12,17,13,10,0,0,66
UCL121010,0,5,5,0,5,0,0,15,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,7,6,10,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,6,6,11,0,0,40,16,11,3,0,5,0,0,35,0,0,0,0,0,0,0,0,16,22,8,9,11,0,0,72
UCL121011,6,10,4,9,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,10,13,9,0,0,48,0,0,0,0,0,0,0,3,0,9,3,3,3,0,0,12,3,10,3,4,0,0,0,18,14,19,10,17,11,0,0,71,20,18,13,7,0,0,0,66,3,3,3,0,0,0,0,11,41,43,31,22,16,0,0,142
UCL121012,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,3,5,3,0,0,15
UCL121013,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,0,22,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,13,3,4,0,0,0,0,0,12,4,11,9,5,0,0,0,32,24,29,9,3,4,0,0,64,0,0,3,0,0,0,0,3,35,40,13,10,3,0,0,104
UCL121014,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,0,22
UCL121015,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,9,5,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,8,5,3,3,0,0,26
UCL121016,0,0,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,6,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,9,3,7,7,0,0,29,8,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,7,11,5,9,12,0,0,48
UCL121017,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,5,3,0,0,15
UCL121018,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,13,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,9,5,4,3,0,0,22
