UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL114007,3,0,4,0,12,6,0,4,0,7,6,0,8,0,14,3,0,9,0,21,33,11,21,0,62,24,8,36,3,66,185,9,37,3,228,75,29,34,3,146,98,33,23,4,153,72,55,19,4,146,39,40,4,0,93,36,32,4,3,75,68,67,8,0,141,21,45,5,0,71,7,18,0,0,29,13,13,7,0,24,17,10,0,0,32,54,60,17,0,134,26,10,7,4,45,791,437,247,24,1490
UCL114008,8,0,3,0,10,3,3,3,0,9,0,0,10,0,13,4,0,9,0,16,44,3,19,0,67,23,5,28,0,56,135,8,23,3,175,73,20,28,0,128,77,33,14,4,128,71,47,19,0,142,36,43,11,0,88,47,31,3,0,83,65,83,9,3,157,40,43,4,0,89,10,29,0,0,45,7,13,0,0,17,13,15,0,0,34,44,67,18,0,123,27,12,3,0,47,722,463,221,18,1431
UCL114009,3,0,8,0,8,7,0,0,0,7,8,3,15,0,32,12,3,22,0,32,41,8,40,3,94,23,5,67,6,102,189,19,66,3,281,95,42,58,11,206,111,77,45,11,243,109,90,18,4,223,37,66,12,3,114,52,67,11,0,130,74,107,15,3,200,32,57,0,0,95,13,44,3,0,60,12,15,0,0,30,14,30,4,0,48,61,75,30,0,172,25,6,14,0,43,917,719,410,50,2097
UCL114010,6,0,9,0,13,6,0,7,0,13,4,4,6,6,18,5,3,18,0,25,40,10,22,0,69,23,3,41,3,74,111,11,33,0,163,50,23,36,3,112,89,54,41,3,188,85,50,31,4,165,48,57,22,0,130,37,46,10,0,95,90,90,10,0,184,40,51,0,0,94,21,27,0,0,51,13,19,3,0,37,22,36,0,0,64,46,71,40,0,163,26,6,9,0,45,773,555,332,23,1689
UCL114011,10,0,3,0,15,9,0,0,0,8,3,4,12,0,24,0,0,19,0,19,45,5,23,0,77,23,7,40,0,68,147,15,39,0,197,78,26,52,4,160,88,60,44,9,196,69,55,31,7,158,41,45,14,0,95,40,44,13,4,101,58,100,13,0,174,34,60,0,3,94,12,45,3,0,65,7,23,0,0,24,19,27,0,0,49,52,72,34,0,158,23,12,21,7,60,749,604,354,27,1741
UCL114012,6,3,0,0,14,6,3,0,0,11,7,0,21,0,23,0,0,17,0,20,47,6,24,0,76,23,12,37,0,65,122,12,44,4,185,56,30,29,9,117,63,45,22,0,129,60,56,16,0,136,24,42,17,0,88,29,25,7,0,57,37,38,4,0,78,16,34,3,0,56,6,10,0,0,18,4,8,0,0,12,3,9,0,0,11,31,52,20,3,106,15,0,15,4,32,562,389,273,19,1245
UCL114013,7,3,8,0,18,3,3,3,0,7,7,0,13,0,21,0,0,16,0,18,33,5,29,3,73,15,5,63,0,78,134,20,45,3,197,55,37,42,3,141,82,44,45,0,176,71,68,19,3,167,42,56,21,3,122,46,77,13,7,139,86,131,18,0,230,54,90,5,4,151,35,57,3,0,91,28,37,4,0,72,47,55,4,0,105,48,91,32,0,170,23,10,16,0,55,813,786,397,36,2024
UCL114014,4,0,6,0,11,4,0,0,0,3,0,0,0,0,4,3,0,4,0,6,14,0,11,0,28,6,3,16,0,21,39,10,18,0,70,21,11,14,0,47,34,33,22,0,86,31,52,24,0,107,32,55,16,0,100,27,67,14,0,106,74,173,16,0,264,59,152,7,0,218,31,132,0,0,161,30,67,3,0,98,29,128,4,0,160,30,111,31,3,170,5,9,6,0,22,467,999,214,9,1693
UCL114015,7,4,11,0,23,4,0,9,0,11,8,0,28,0,41,3,7,42,0,54,47,11,64,0,130,26,22,87,4,142,215,29,84,6,326,87,63,68,3,224,115,80,42,3,245,92,95,36,8,234,46,86,23,3,156,68,64,13,3,150,90,116,20,0,224,41,56,3,0,103,18,28,0,0,41,10,15,0,0,28,16,21,0,0,39,65,90,51,3,212,26,11,27,5,63,977,808,619,39,2442
UCL114016,7,3,0,0,12,3,3,5,0,9,0,4,5,0,16,0,0,20,0,26,50,0,17,0,66,12,5,37,4,56,98,14,44,3,164,54,29,52,3,135,67,58,27,0,157,77,48,19,4,152,45,48,20,4,121,53,62,15,0,132,93,112,14,3,226,42,76,3,0,123,21,42,0,0,58,17,22,0,0,39,10,36,0,0,51,43,80,27,0,144,21,3,7,0,37,721,660,314,26,1719
UCL114017,8,0,0,0,5,4,0,0,0,3,3,0,3,0,6,0,0,7,0,7,18,9,15,0,41,15,0,24,0,45,56,13,26,0,104,46,20,27,0,91,68,57,23,3,146,72,42,33,0,146,33,60,12,0,101,35,62,14,0,110,83,130,12,0,223,42,72,6,0,123,33,68,3,0,105,23,36,8,0,65,54,91,4,0,145,60,116,22,0,195,11,11,8,0,26,654,779,251,5,1696
UCL114018,10,4,8,0,23,3,0,7,0,8,8,0,7,0,10,3,0,10,0,13,29,5,17,0,54,14,8,32,0,58,108,14,27,0,147,53,15,36,3,112,74,63,44,3,191,91,85,28,0,204,50,103,30,3,184,57,113,27,0,196,127,237,13,3,382,81,167,8,0,251,45,105,4,0,156,20,59,0,0,81,32,98,4,0,137,60,173,31,0,267,10,12,7,0,24,880,1261,332,15,2499
UCL114019,8,3,0,0,15,5,0,0,0,6,7,0,3,0,13,4,0,11,0,12,67,5,24,0,94,25,10,35,0,69,219,18,23,4,264,134,25,35,0,191,176,47,29,4,249,146,48,19,3,212,61,54,16,0,139,70,54,10,0,132,92,88,9,0,195,54,41,4,0,97,25,38,0,0,59,16,22,4,0,37,34,28,3,0,67,63,83,36,0,183,19,0,9,0,29,1227,564,267,10,2067
UCL114020,6,3,9,0,20,3,3,9,0,14,0,3,20,0,28,3,3,28,0,33,29,5,35,4,71,9,7,50,3,74,71,17,62,7,160,39,24,43,9,116,56,44,50,8,158,57,56,18,8,143,43,51,14,0,110,52,50,19,3,114,87,103,16,3,208,51,53,9,3,114,20,33,0,0,61,13,22,0,0,35,28,29,0,0,52,54,97,45,6,192,30,15,34,3,79,650,611,468,57,1779
UCL114021,12,0,3,0,10,5,3,10,0,14,4,4,3,0,10,0,0,15,0,16,48,4,27,0,81,18,3,41,0,70,120,10,36,3,164,73,23,43,0,137,95,50,37,3,185,88,59,25,0,178,72,69,19,0,160,45,74,21,0,137,98,141,20,3,257,55,103,9,3,167,32,59,4,0,98,22,33,8,0,59,22,63,0,0,81,63,86,39,0,188,17,4,11,0,33,883,786,365,16,2046
UCL114022,3,0,10,0,15,4,0,6,0,9,6,3,11,0,22,4,0,23,0,33,30,14,45,0,84,25,24,71,7,124,197,35,64,9,301,93,48,75,3,211,108,92,55,3,256,103,109,51,3,272,46,79,29,3,160,67,66,17,0,150,92,141,21,3,253,26,80,3,0,116,11,39,0,0,44,4,14,3,0,22,15,20,0,0,29,56,97,61,0,216,19,11,12,3,44,900,857,571,34,2365
UCL114023,13,0,3,0,20,12,3,0,0,12,4,4,17,0,23,6,0,29,0,33,65,3,36,4,103,31,3,46,3,85,229,22,58,9,314,91,31,54,6,180,94,44,40,3,191,67,35,24,6,130,36,32,11,0,78,30,26,8,3,65,41,62,7,0,102,24,21,3,0,38,4,11,0,0,16,9,3,3,0,14,15,8,0,0,24,55,52,40,0,143,21,4,13,3,39,836,363,386,40,1624
UCL114024,7,0,4,0,14,0,0,0,0,0,3,0,14,0,18,0,0,20,0,25,25,7,25,0,57,18,5,31,0,51,72,13,41,0,122,45,19,30,0,102,62,32,20,0,117,48,53,16,0,121,28,50,14,0,90,34,55,13,0,107,79,92,9,3,181,42,52,3,0,102,28,46,0,0,73,9,23,0,0,33,19,40,0,0,62,39,77,26,3,150,22,7,12,0,43,591,565,293,18,1463
UCL114025,11,3,8,0,23,7,0,5,0,12,8,0,15,0,24,3,0,35,0,40,54,3,49,3,103,22,7,73,0,103,134,28,72,3,241,77,40,51,0,166,103,53,49,3,207,83,80,39,3,209,65,84,23,0,169,56,95,20,0,176,99,138,19,5,263,50,112,3,3,174,29,72,0,0,106,19,29,5,0,51,33,56,3,0,92,86,134,41,0,270,28,12,18,0,60,964,955,532,26,2479
UCL114026,12,0,3,0,16,6,0,3,0,8,4,3,9,0,13,3,0,9,0,17,35,4,22,0,68,27,11,36,0,74,134,13,35,0,186,82,25,23,3,135,75,53,34,4,166,75,76,25,0,169,44,90,15,0,141,45,72,12,3,129,65,143,10,4,229,32,92,3,0,128,23,50,0,0,73,4,28,0,0,30,12,38,0,0,48,50,101,15,0,167,9,11,9,0,32,735,809,272,14,1828
UCL114027,13,0,4,0,12,6,0,0,0,5,3,0,3,0,7,0,3,3,0,6,34,0,12,0,49,28,3,21,0,50,129,6,23,0,159,79,14,31,5,126,113,28,34,6,176,94,40,24,3,163,43,41,15,0,100,29,41,8,0,77,65,60,7,0,131,35,48,0,0,80,19,35,0,0,49,8,14,0,0,29,18,37,0,0,51,49,82,18,4,151,23,4,0,0,29,785,455,201,19,1463
UCL114028,7,0,3,0,11,3,0,0,0,7,3,0,5,0,17,4,0,11,0,12,57,5,11,0,74,21,3,34,0,61,212,7,34,5,259,92,25,39,7,156,102,30,20,0,156,67,32,17,0,120,32,37,10,4,79,40,27,9,0,70,52,45,7,0,106,23,47,0,0,69,7,24,3,0,35,3,12,0,0,13,19,12,0,0,26,37,52,20,0,112,26,4,10,0,35,823,364,223,14,1418
UCL114029,11,0,3,0,17,4,0,3,0,7,3,0,3,0,9,5,0,17,0,21,41,9,16,0,65,27,6,36,0,67,139,14,25,3,174,79,20,37,6,144,73,42,30,0,146,76,75,25,0,175,54,59,13,0,129,30,58,3,0,92,67,107,13,0,186,30,67,3,0,103,13,34,0,0,50,9,22,0,0,32,8,33,0,0,42,44,92,30,0,162,21,4,4,0,32,725,641,275,17,1655
UCL114030,8,3,6,0,19,3,0,4,0,8,3,3,11,0,21,10,0,19,3,31,43,4,25,0,66,19,3,37,0,64,113,17,34,3,160,45,26,31,0,101,62,46,31,0,146,72,53,17,7,147,42,49,20,0,107,39,50,14,4,102,75,99,5,0,179,34,65,3,0,103,16,34,0,0,53,11,21,0,0,39,21,15,0,0,37,57,71,34,3,174,25,9,7,0,37,682,576,303,27,1580
UCL114031,6,0,6,0,14,5,0,0,0,5,0,0,15,0,15,3,0,24,0,27,42,3,32,0,75,27,7,53,0,87,188,18,60,0,264,78,32,69,3,182,71,81,55,3,211,84,81,19,4,190,50,64,17,0,131,35,49,18,3,102,54,106,11,0,166,17,53,0,0,75,8,24,0,0,30,5,12,0,0,19,7,17,0,0,31,59,64,35,3,156,24,8,23,0,54,757,608,426,25,1816
UCL114032,9,0,0,0,14,12,0,3,0,20,0,0,3,0,3,5,0,12,0,18,58,10,20,3,91,34,6,40,0,72,236,13,29,3,284,118,30,29,0,182,99,48,25,0,178,105,34,14,0,153,36,42,13,0,86,49,42,9,0,97,65,58,12,0,134,40,30,0,0,70,15,17,0,0,33,8,13,0,0,21,17,18,0,0,37,77,47,34,3,155,19,7,8,0,37,997,409,260,19,1690
UCL114033,0,0,0,0,4,3,0,0,0,7,0,0,3,0,3,4,0,7,0,8,19,0,3,0,24,9,0,4,0,12,60,4,8,0,69,27,5,6,0,37,29,17,4,0,58,26,18,3,0,56,19,7,8,0,37,16,15,3,0,36,26,11,3,0,50,19,14,0,0,34,0,8,0,0,8,3,4,0,0,7,5,7,0,0,10,27,24,3,0,57,16,0,3,0,24,318,152,66,0,534
UCL114034,3,3,0,0,5,9,0,4,0,11,0,0,5,0,7,0,0,10,0,9,13,0,3,0,21,10,6,28,0,39,68,4,21,0,100,48,24,19,0,90,53,26,28,0,112,64,40,11,3,110,36,54,25,3,110,29,45,11,0,86,62,118,19,5,206,30,83,6,0,126,15,53,3,0,72,12,30,4,0,48,23,46,0,0,72,43,64,27,0,132,12,3,3,0,22,541,602,231,20,1385
UCL114035,4,0,4,0,10,3,0,0,0,5,5,7,16,0,25,6,0,35,0,39,42,17,40,3,104,26,13,60,0,98,148,29,58,3,236,64,34,49,6,153,78,71,48,3,202,73,76,20,0,168,39,54,14,3,112,34,67,16,0,118,55,66,12,0,136,32,43,6,0,78,3,24,0,0,31,11,9,3,0,18,9,16,0,0,30,40,63,49,3,154,11,3,8,0,25,675,594,431,28,1735
UCL115001,3,0,0,0,6,0,0,3,0,4,3,0,5,0,8,0,0,8,0,7,9,0,3,0,10,5,7,15,0,26,34,4,7,0,43,19,3,12,3,35,16,18,5,0,39,11,9,3,0,29,11,19,5,0,37,22,19,0,0,39,15,35,9,0,64,12,33,0,0,46,9,12,0,0,21,6,12,0,0,17,4,14,0,0,22,13,28,8,0,46,8,0,0,0,12,191,218,77,9,499
UCL115002,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,8,4,3,7,0,15,18,0,3,0,19,18,8,0,0,27,7,6,3,0,19,7,9,8,0,30,11,14,7,0,31,6,28,4,0,40,9,41,4,0,54,11,33,3,0,44,8,18,0,0,24,9,16,0,0,24,5,18,0,0,22,10,16,13,0,39,0,4,0,0,3,124,205,67,5,402
UCL115003,3,0,0,0,6,0,0,0,0,0,3,0,4,0,10,0,0,7,0,6,13,3,6,0,25,12,0,8,0,20,52,4,10,0,65,27,12,7,0,41,28,11,9,0,48,30,6,3,0,39,11,11,6,0,25,13,4,0,0,23,14,13,4,0,32,7,9,0,0,21,8,9,0,0,12,3,8,0,0,8,3,5,0,0,13,20,24,9,0,51,12,3,0,0,14,260,128,75,3,462
UCL115004,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,5,0,0,0,10,3,0,7,0,9,18,0,4,0,19,14,5,3,3,32,19,9,3,0,33,17,6,0,0,26,16,14,0,0,34,11,13,3,0,28,7,11,3,0,25,3,8,0,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,16,11,0,36,3,3,7,0,8,130,100,52,7,299
UCL115005,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,0,6,4,4,9,0,16,7,3,11,0,30,17,5,7,0,29,13,13,14,0,40,12,8,9,0,32,9,15,3,0,24,10,15,3,0,24,18,34,3,0,53,14,37,0,0,51,9,13,0,0,17,3,8,0,0,8,11,19,0,0,27,7,32,5,0,44,3,0,0,0,4,136,214,76,4,427
UCL115006,4,0,0,0,11,6,0,0,0,8,0,0,3,0,3,0,0,3,0,5,18,0,8,0,25,6,3,9,0,19,64,5,15,0,91,32,0,15,0,58,33,22,9,0,64,38,24,10,0,75,8,32,11,0,51,18,44,3,0,64,44,75,11,0,130,23,55,0,0,80,8,40,0,0,49,7,27,0,0,41,6,35,0,0,44,25,49,10,0,81,9,0,0,3,15,351,418,124,11,900
UCL115007,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,3,0,15,12,0,7,0,13,29,0,0,0,31,17,6,9,0,29,25,4,7,0,31,17,3,3,0,23,6,8,0,0,17,4,10,3,0,16,18,11,0,0,27,6,4,0,0,4,0,7,0,0,4,0,0,0,0,3,0,3,0,0,5,7,13,3,0,30,10,0,0,0,14,166,73,30,0,279
UCL115008,3,0,0,0,3,3,0,0,0,5,3,0,3,0,4,0,0,0,0,0,11,0,6,0,14,8,6,8,0,17,51,4,4,0,58,23,6,10,0,38,21,12,5,0,42,20,16,3,0,38,6,19,0,0,30,5,21,0,0,29,19,25,3,0,41,10,20,5,0,33,0,3,0,0,5,0,6,0,0,6,7,6,0,0,13,13,18,5,0,42,8,0,3,0,13,210,160,56,7,430
UCL115009,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,3,0,9,4,3,3,0,13,4,0,8,0,13,50,0,8,0,54,10,6,3,0,22,12,8,8,0,28,9,8,3,0,27,8,5,0,0,12,7,8,0,3,17,7,7,0,0,13,3,3,0,0,6,0,3,0,0,3,0,0,4,0,3,3,3,0,0,3,8,12,4,0,24,11,0,0,0,12,143,68,44,3,262
UCL115010,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,14,0,8,0,23,11,0,11,0,16,34,5,9,0,43,22,10,9,0,42,17,15,5,0,36,13,19,4,0,38,8,14,3,0,26,13,15,0,0,26,10,30,0,0,39,9,13,3,0,22,3,12,0,0,14,0,0,0,0,4,0,0,0,0,4,10,15,12,0,33,5,0,0,0,7,178,144,73,3,398
UCL115011,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,6,0,3,0,10,0,0,9,0,17,31,4,3,0,43,12,7,8,0,19,7,4,6,0,24,13,6,0,0,20,9,6,0,0,19,11,6,4,0,19,10,14,4,0,26,9,8,0,0,16,0,0,0,0,0,0,4,0,0,3,0,3,0,0,5,15,10,3,0,28,0,0,0,0,7,130,73,49,3,255
UCL115012,0,0,0,0,0,7,0,0,0,10,3,0,9,0,11,0,0,11,0,14,15,0,28,0,43,9,7,33,0,50,63,15,39,3,122,54,25,19,0,101,50,39,31,0,120,38,47,20,0,104,24,25,6,0,65,19,40,11,0,68,39,58,8,3,110,17,18,0,0,40,13,10,0,0,23,7,12,0,0,20,8,14,0,0,23,31,46,17,0,92,18,3,5,0,25,412,370,249,11,1046
UCL115013,3,0,0,0,3,3,0,0,0,3,0,0,3,0,6,0,0,6,0,7,12,0,13,0,25,5,3,36,0,43,52,13,36,3,103,35,20,21,0,75,41,31,18,3,94,32,33,17,0,80,17,23,7,0,44,15,28,10,0,50,22,45,7,0,74,10,17,0,0,32,8,4,0,0,13,3,15,0,0,18,4,10,0,0,11,14,46,41,0,102,8,0,0,0,8,279,298,214,11,793
UCL115014,0,0,3,0,4,3,0,0,0,4,0,0,0,0,0,3,0,0,0,8,12,0,4,0,16,12,3,3,0,18,47,0,9,0,55,18,10,4,0,32,34,17,9,0,57,27,11,4,0,42,8,12,0,0,22,10,5,0,0,14,21,13,0,0,28,12,9,3,0,20,3,0,0,0,5,0,3,0,0,3,5,5,0,0,5,15,24,8,0,49,6,3,0,0,14,232,108,52,4,403
UCL115015,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,13,0,3,0,17,0,0,3,0,5,47,7,4,0,59,35,9,3,0,50,39,7,6,0,53,35,6,5,0,47,22,19,0,0,42,19,12,0,0,34,34,29,3,0,68,19,34,0,0,54,3,14,0,0,17,4,13,0,0,17,13,13,0,0,25,20,29,6,0,57,7,0,0,0,9,330,182,53,5,569
UCL115016,6,0,0,0,3,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,15,0,0,0,14,0,0,6,0,12,41,0,9,0,48,10,4,8,0,25,15,7,6,0,33,11,13,5,0,26,6,6,3,0,13,3,7,0,0,13,14,8,0,0,15,3,3,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,13,9,4,0,25,5,0,4,0,9,157,60,50,7,265
UCL115017,3,0,3,0,7,0,0,0,0,0,5,0,3,0,9,0,0,8,0,8,20,3,14,0,38,20,3,26,0,51,73,13,35,3,122,54,26,23,5,108,59,23,20,0,107,53,37,15,0,106,37,30,8,0,75,36,19,9,0,71,57,59,12,0,128,36,33,3,0,69,9,23,8,0,38,13,18,4,0,34,23,28,0,0,56,54,37,15,0,108,7,5,3,0,18,564,357,211,12,1149
UCL115018,0,0,3,0,5,0,0,4,0,4,6,0,9,0,13,3,0,8,0,13,14,0,10,0,29,4,4,20,3,31,44,6,23,0,76,29,12,27,3,67,22,17,17,0,53,34,35,8,0,74,21,20,4,0,45,10,33,6,0,54,27,57,13,0,90,20,34,0,0,51,4,14,0,0,21,0,16,0,0,23,3,10,0,0,17,15,28,16,0,58,3,3,4,0,11,270,300,170,10,755
UCL115019,0,0,0,0,3,4,0,0,0,4,0,0,3,0,3,0,0,3,0,3,6,0,3,0,12,3,0,4,0,12,20,3,5,0,31,7,4,10,0,23,10,9,0,0,24,18,16,4,0,35,6,11,0,0,14,10,13,0,0,20,13,30,3,0,42,7,12,0,0,19,4,3,0,0,7,3,3,0,0,7,0,3,0,0,6,7,13,0,0,19,3,0,0,0,8,128,117,50,8,297
UCL115020,3,0,3,0,5,0,0,0,0,0,0,0,3,0,3,0,0,4,0,7,20,0,7,0,26,17,0,17,0,33,64,6,11,0,82,37,6,22,0,62,42,19,8,0,78,39,33,11,0,85,14,28,7,0,50,20,25,8,0,51,30,58,10,0,97,20,34,0,0,56,5,27,0,0,33,6,10,0,0,20,9,19,0,0,28,33,42,11,0,89,5,4,0,0,10,369,314,116,8,808
UCL115021,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,3,0,3,0,8,6,0,12,0,19,33,4,13,0,47,16,6,8,0,28,16,9,6,0,27,15,16,7,0,33,4,10,3,0,20,8,12,0,0,24,11,12,3,0,27,0,6,0,0,10,3,11,0,0,16,3,0,0,0,3,0,3,0,0,3,10,17,7,0,30,4,0,4,0,10,142,114,66,4,320
UCL115022,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,7,0,7,4,3,0,0,5,0,0,8,0,8,15,0,12,0,33,5,3,19,0,34,7,7,7,0,20,15,9,13,3,37,3,11,4,0,20,13,9,8,0,26,19,18,3,0,46,15,23,3,0,41,7,11,0,0,21,0,8,3,0,10,3,5,0,0,9,16,29,7,0,51,5,7,12,0,23,139,144,110,12,394
UCL115023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,9,0,0,0,6,0,0,8,0,9,10,5,4,0,15,8,10,3,0,20,8,13,8,0,28,7,10,8,0,27,7,24,3,0,32,9,14,10,0,30,18,28,10,0,58,6,24,0,0,28,14,26,0,0,40,5,15,0,0,17,3,15,0,0,21,4,29,6,0,34,3,3,0,0,4,120,220,58,0,396
UCL115024,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,0,5,0,15,6,3,9,0,20,20,5,9,0,34,15,9,7,0,22,14,10,3,0,26,12,7,3,0,22,4,7,7,0,17,6,12,5,0,27,19,19,0,0,36,4,15,0,0,22,4,5,0,0,8,3,4,0,0,13,3,8,0,0,12,7,21,6,0,31,5,0,6,0,13,140,117,59,4,323
UCL115025,3,0,5,0,8,0,0,0,0,0,4,0,0,0,3,5,0,8,0,12,9,0,11,0,20,12,0,15,0,28,30,3,9,0,46,14,9,10,0,36,28,24,18,0,66,19,17,16,0,51,22,22,5,0,44,22,27,6,0,56,34,75,9,0,119,29,48,0,0,82,17,24,0,0,41,8,15,6,0,25,17,19,0,0,36,17,31,9,0,60,0,3,0,0,7,282,331,136,5,751
UCL115026,3,0,0,0,3,3,0,0,0,3,4,0,0,0,7,0,0,5,0,4,8,3,9,0,18,5,0,12,0,17,50,3,13,0,64,33,8,14,0,58,33,9,7,0,48,31,19,7,0,61,16,14,9,0,35,18,16,8,0,41,29,30,3,0,56,16,23,4,0,38,11,12,0,0,23,3,3,0,0,10,12,19,0,0,27,15,35,16,3,70,8,0,0,0,10,288,199,105,6,596
UCL115027,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,0,11,8,3,6,0,18,0,7,16,0,23,27,6,6,0,40,14,9,16,0,42,15,16,15,0,52,14,5,5,0,30,8,10,6,0,21,10,10,0,0,24,9,13,5,0,30,8,12,0,0,22,3,8,0,0,7,8,0,0,0,9,3,3,0,0,7,9,14,15,0,33,3,0,0,0,5,152,109,115,8,383
UCL115028,0,5,0,0,3,3,0,5,0,10,0,0,3,0,3,0,0,7,0,10,13,5,3,0,20,0,0,14,0,18,44,8,12,3,62,6,3,4,0,18,13,10,9,0,32,9,13,5,0,21,8,8,3,0,20,9,11,0,0,13,10,10,0,0,19,5,7,0,0,8,0,3,0,0,6,0,5,0,0,5,0,0,0,0,0,7,18,3,0,24,3,0,4,0,11,139,93,65,4,303
UCL115029,3,0,3,0,7,5,0,0,0,5,3,0,3,0,13,3,0,0,0,3,17,0,3,0,24,14,0,21,0,32,62,3,0,0,70,50,5,10,4,69,46,15,14,0,69,45,21,8,0,78,25,16,5,0,42,29,14,4,0,51,30,33,4,0,72,16,17,0,0,32,10,12,0,0,22,4,16,0,0,25,8,22,3,0,32,29,21,14,0,64,7,0,0,0,5,406,197,101,7,705
UCL115030,3,0,0,0,3,5,0,0,0,5,4,0,0,0,4,0,0,3,0,3,11,0,0,0,14,11,0,11,0,18,28,0,0,0,38,19,4,13,0,32,23,8,5,0,39,20,10,7,0,41,12,14,0,0,30,9,18,4,0,31,28,38,4,0,67,19,30,0,0,51,8,24,0,0,39,7,17,3,0,21,12,34,7,0,53,12,33,7,0,54,4,4,0,0,11,235,229,75,5,548
