UCL_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
UCL113014,35,1608,615,240,1627,0.7,1284,2.4
UCL113015,50,1777,576,330,1404,0.7,1143,2.3
UCL113016,37,1456,551,270,1316,0.8,1088,2.5
UCL113017,35,1733,654,280,1875,0.8,1506,2.5
UCL113018,49,1300,459,285,1063,0.7,881,2.3
UCL113019,45,1283,471,240,1084,0.8,831,2.3
UCL113020,53,1473,486,290,1114,0.7,888,2.2
UCL114001,50,1538,560,310,1310,0.7,1025,2.2
UCL114002,46,1837,533,360,1402,0.8,1152,2.5
UCL114003,41,2000,653,500,1588,0.8,1324,2.4
UCL114004,62,1400,458,280,980,0.7,773,2
UCL114005,42,1205,481,240,1113,0.8,848,2.3
UCL114006,45,1150,601,222,1391,0.7,985,2.1
UCL114007,51,1083,496,200,1165,0.7,845,2.1
UCL114008,49,1213,559,200,1295,0.7,995,2.2
UCL114009,45,1127,496,190,1194,0.7,905,2.2
UCL114010,45,1050,575,195,1361,0.7,1018,2.2
UCL114011,41,1114,548,190,1250,0.7,982,2.3
UCL114012,45,1000,473,200,1067,0.7,783,2.2
UCL114013,39,1400,596,250,1507,0.7,1167,2.3
UCL114014,36,2284,834,480,2292,0.9,2119,3
UCL114015,39,1192,514,230,1140,0.8,895,2.3
UCL114016,40,1300,640,200,1459,0.7,1156,2.4
UCL114017,42,2000,738,450,1827,0.8,1633,2.7
UCL114018,36,1800,727,350,1876,0.8,1767,2.9
UCL114019,55,1473,565,270,1264,0.7,1007,2.1
UCL114020,38,1300,654,195,1398,0.8,1167,2.4
UCL114021,42,1733,617,320,1574,0.7,1200,2.4
UCL114022,45,1580,502,290,1247,0.8,973,2.4
UCL114023,56,1213,446,240,943,0.8,735,2
UCL114024,38,1452,629,230,1521,0.8,1209,2.4
UCL114025,38,1300,570,205,1431,0.8,1090,2.4
UCL114026,40,1950,575,395,1445,0.8,1275,2.7
UCL114027,53,1733,557,340,1319,0.7,1052,2.2
UCL114028,57,1500,480,275,1069,0.7,869,2.1
UCL114029,44,1600,543,340,1365,0.8,1186,2.5
UCL114030,43,1353,546,200,1377,0.8,1066,2.3
UCL114031,43,1517,490,300,1164,0.8,942,2.4
UCL114032,57,1517,487,300,1090,0.7,873,2.1
UCL114033,54,1352,554,225,1273,0.7,998,2.1
UCL114034,41,1712,698,300,1733,0.8,1379,2.4
UCL114035,40,1192,505,225,1131,0.7,862,2.3
UCL115001,37,1578,584,240,1649,0.8,1286,2.4
UCL115002,36,2102,716,338,1938,0.8,1875,3.1
UCL115003,53,1428,483,300,1162,0.8,885,2.2
UCL115004,46,858,554,150,1366,0.8,1012,2.3
UCL115005,42,1733,695,515,1744,0.8,1401,2.6
UCL115006,40,2000,641,350,1744,0.8,1430,2.8
UCL115007,57,1040,485,161,1163,0.7,779,2
UCL115008,44,1300,602,217,1316,0.8,1060,2.3
UCL115009,57,650,434,160,953,0.6,702,1.9
UCL115010,45,1317,495,300,1236,0.8,970,2.5
UCL115011,50,953,496,158,1189,0.7,858,2.2
UCL115012,43,1326,527,260,1219,0.7,930,2.3
UCL115013,43,1430,530,320,1197,0.8,980,2.4
UCL115014,56,1282,491,235,1108,0.7,826,2
UCL115015,59,1800,598,375,1551,0.7,1180,2.2
UCL115016,61,975,456,165,1007,0.7,743,2
UCL115017,51,1603,603,320,1402,0.7,1067,2.1
UCL115018,39,1387,532,230,1383,0.7,1017,2.4
UCL115019,45,1018,580,175,1393,0.8,1052,2.2
UCL115020,47,1733,583,378,1443,0.7,1255,2.5
UCL115021,47,1194,504,200,1271,0.7,889,2.2
UCL115022,34,910,740,160,1637,0.8,1295,2.5
UCL115023,35,2000,761,390,1916,0.8,1729,2.9
UCL115024,45,1613,589,280,1375,0.8,1035,2.3
UCL115025,33,1733,723,320,1866,0.8,1582,2.6
UCL115026,51,1517,615,270,1404,0.7,1086,2.3
UCL115027,49,1733,535,310,1173,0.8,858,2
UCL115028,53,1083,449,220,904,0.8,754,2.2
UCL115029,57,1519,567,330,1362,0.6,1080,2.2
UCL115030,48,2365,739,438,1908,0.8,1614,2.5
UCL115031,36,2383,1081,450,2677,0.8,2477,3
UCL115032,32,1837,733,363,1891,0.9,1792,3.1
UCL115033,36,1519,728,325,1615,0.7,1416,2.6
UCL115034,50,1517,488,333,1141,0.7,964,2.4
UCL115035,39,1733,687,420,2040,0.8,1875,2.9
UCL115036,48,1083,495,180,1168,0.7,810,2.1
UCL115037,35,1298,749,170,2041,0.7,1608,2.4
UCL115038,39,1755,625,380,1644,0.8,1518,2.9
UCL115039,37,925,523,175,1194,0.8,952,2.4
UCL115040,44,1300,627,222,1429,0.7,1198,2.5
UCL115041,48,986,481,175,1097,0.7,844,2.2
UCL115042,41,870,498,180,1192,0.8,933,2.3
UCL115043,38,1733,587,355,1420,0.8,1260,2.8
UCL115044,51,1300,540,220,1315,0.7,904,2.1
UCL115045,53,1517,496,285,1164,0.7,930,2.2
UCL115046,44,953,509,185,1176,0.8,977,2.4
UCL115047,57,1300,501,240,1137,0.7,901,2.2
UCL115048,41,1600,576,260,1471,0.7,1068,2.3
UCL115049,55,1294,469,225,1064,0.7,749,2.1
UCL115050,41,1997,797,345,2131,0.8,2030,3
UCL115051,49,1213,492,245,1132,0.7,843,2.2
UCL115052,50,1387,483,230,1135,0.7,846,2.2
UCL115053,26,1798,614,355,2018,0.8,1760,2.8
UCL115054,52,1517,503,260,1209,0.8,899,2.1
UCL115055,61,1300,498,335,1122,0.7,908,2.1
UCL115056,51,867,526,150,1201,0.7,887,2.1
UCL115057,28,1330,781,280,1571,0.8,1414,2.7
UCL115058,46,1087,479,252,1208,0.8,970,2.6
UCL115059,35,2000,749,440,2018,0.8,1866,3
UCL115060,38,2212,777,533,2097,0.8,1726,2.8
UCL115061,45,2123,685,410,1851,0.8,1501,2.6
UCL115062,44,1083,496,175,1110,0.7,873,2.3
UCL115063,32,1993,802,410,1950,0.9,1905,3.1
UCL115064,50,1235,472,240,1070,0.7,791,2.1
UCL115065,29,2600,1376,510,2864,0.8,2844,3.2
UCL115066,58,1517,489,238,1075,0.7,876,2
UCL115067,53,953,461,150,1060,0.7,776,2
UCL115068,33,1668,595,320,1617,0.8,1410,2.7
UCL115069,41,1484,522,250,1325,0.7,1039,2.3
UCL115070,47,1517,450,380,1184,0.7,1122,2.7
UCL115071,46,1083,531,180,1261,0.7,952,2.2
UCL115072,42,1170,519,220,1175,0.8,948,2.4
UCL115073,50,867,485,180,1092,0.7,827,2.2
UCL115074,61,1500,441,288,962,0.7,787,2.1
UCL115075,47,873,557,150,1257,0.7,1013,2.2
UCL115076,32,1733,677,375,1690,0.9,1511,3
UCL115077,40,910,608,170,1421,0.8,1114,2.2
UCL115078,51,1083,530,180,1244,0.7,902,2.2
UCL115079,48,1300,523,235,1285,0.7,1006,2.3
UCL115080,62,1203,427,245,852,0.7,722,1.9
UCL115081,32,1430,765,310,1661,0.8,1322,2.3
UCL115082,34,1300,666,280,1529,0.9,1349,2.9
UCL115083,50,1435,560,300,1302,0.7,1154,2.4
UCL115084,38,1192,568,215,1348,0.8,1062,2.5
UCL115085,51,803,418,190,914,0.7,692,2
UCL115086,51,1404,458,225,1015,0.8,792,2.2
UCL115087,40,1300,589,290,1367,0.7,1145,2.4
UCL115088,48,2000,786,360,2037,0.7,1743,2.6
UCL115089,49,1213,465,240,1089,0.7,829,2.1
UCL115090,37,897,509,150,1182,0.8,1009,2.4
UCL115091,48,1733,495,330,1239,0.7,1058,2.5
UCL115092,52,1517,481,325,1182,0.7,981,2.2
UCL115093,47,867,457,165,978,0.8,761,2.1
UCL115094,49,1250,481,255,1099,0.7,869,2.3
UCL115095,56,1300,455,260,1041,0.7,824,2.1
UCL115096,52,1451,592,330,1326,0.7,1150,2.3
UCL115097,49,1000,447,220,1022,0.7,782,2.2
UCL115098,57,1430,564,295,1304,0.7,1112,2.3
UCL115099,40,1300,537,250,1352,0.8,989,2.5
UCL115100,49,1320,474,220,1058,0.7,790,2.2
UCL115101,46,1517,520,380,1210,0.8,983,2.4
UCL115102,38,2500,1260,400,3000,0.8,2924,3.2
UCL115103,58,1300,487,220,1108,0.7,791,1.9
UCL115104,44,1000,530,180,1231,0.7,897,2.2
UCL115105,40,1105,547,220,1247,0.8,970,2.4
UCL115106,39,1083,615,180,1519,0.8,1054,2.3
UCL115107,42,1300,565,230,1412,0.7,1109,2.2
UCL115108,45,1570,568,400,1267,0.8,1062,2.3
UCL115109,49,1530,489,292,1111,0.7,882,2.2
UCL115110,55,1300,463,290,1015,0.7,840,2.2
UCL115111,51,1517,578,270,1307,0.8,1010,2.1
UCL115112,38,2080,754,340,2002,0.8,1632,2.7
UCL115113,34,2600,978,418,2394,0.8,2342,3.2
UCL115114,48,1083,470,213,1211,0.7,932,2.3
UCL115115,44,1083,511,220,1257,0.7,951,2.3
UCL115116,37,2026,676,370,1645,0.8,1398,2.6
UCL115117,42,1733,608,360,1534,0.7,1341,2.7
UCL115118,40,1517,604,350,1428,0.8,1291,2.7
UCL115119,40,1733,664,250,1654,0.7,1274,2.3
UCL115120,56,1733,517,300,1199,0.7,844,2.1
UCL115121,36,2015,778,360,2126,0.8,1949,3.1
UCL115122,48,1733,629,465,1692,0.8,1380,2.6
UCL115123,46,1300,489,300,1092,0.8,982,2.4
UCL115124,42,1900,604,420,1344,0.8,1202,2.5
UCL115125,42,2167,832,445,2472,0.9,2316,3
UCL115126,61,1279,447,250,932,0.7,754,2
UCL115127,35,1808,650,370,1565,0.8,1399,2.8
UCL115128,46,1500,485,310,1166,0.7,967,2.4
UCL115129,52,1430,653,260,1354,0.7,1057,2.1
UCL115130,65,1517,471,300,1028,0.6,855,2
UCL115131,48,1122,517,185,1256,0.7,940,2.2
UCL115132,54,1027,456,195,965,0.7,745,2
UCL115133,36,1950,742,375,1912,0.9,1791,3.1
UCL115134,38,1950,671,350,1834,0.8,1590,2.8
UCL115135,56,1200,475,200,1123,0.7,830,2.1
UCL115136,56,1517,559,264,1272,0.7,1018,2.1
UCL115137,43,1133,576,180,1352,0.7,1089,2.3
UCL115138,59,1300,488,270,1125,0.6,893,2
UCL115139,44,1200,508,228,1223,0.7,933,2.2
UCL115140,55,1443,493,270,1114,0.7,889,2
UCL115141,53,1636,505,315,1237,0.7,951,2.2
UCL115142,53,1733,639,325,1453,0.7,1190,2.2
UCL115143,53,1083,526,180,1219,0.7,897,2.1
UCL115144,32,953,572,155,1184,0.8,1072,2.6
UCL115145,40,2150,702,300,1875,0.8,1574,2.7
UCL115146,39,1449,541,200,1468,0.8,1136,2.6
UCL115147,50,975,472,180,1136,0.7,871,2.1
UCL115148,45,867,531,150,1254,0.7,923,2.2
UCL115149,37,1018,575,170,1375,0.8,1005,2.4
UCL115150,44,1083,470,190,1077,0.7,807,2.3
UCL115151,57,867,460,175,1036,0.7,778,2
UCL115152,50,910,444,190,1032,0.7,763,2.1
UCL115153,43,1062,603,175,1444,0.7,1131,2.3
UCL115154,39,2167,761,295,2122,0.9,1913,3
UCL115155,32,2492,945,430,2460,0.8,2397,3.3
UCL115156,47,1200,477,250,1116,0.8,890,2.3
UCL115157,44,1595,614,340,1422,0.7,1200,2.5
UCL115158,47,1550,501,295,1207,0.8,936,2.4
UCL115159,40,1733,559,250,1467,0.9,1287,3
UCL115160,46,1777,565,340,1399,0.8,1107,2.4
UCL115161,41,1277,593,188,1495,0.8,1206,2.4
UCL121001,45,1083,498,180,1312,0.7,977,2.3
UCL121002,49,758,462,140,1090,0.7,776,2.1
UCL121003,55,1272,502,285,1284,0.7,1020,2.2
UCL121004,46,1517,495,270,1229,0.8,1093,2.7
UCL121005,41,2167,732,400,2012,0.9,1980,3.2
UCL121006,53,1200,492,245,1085,0.8,903,2.2
UCL121007,42,1128,593,210,1488,0.8,1032,2.3
UCL121008,54,867,463,148,1142,0.7,755,1.9
UCL121009,34,520,343,143,760,1,755,3
UCL121010,40,1279,540,250,1218,0.8,1051,2.3
UCL121011,39,920,431,198,825,0.8,708,2.4
UCL121012,46,2167,728,150,2156,0.7,2088,3
UCL121013,33,582,454,95,974,0.9,963,2.5
UCL121014,48,2167,770,425,2069,0.9,1631,2.5
UCL121015,45,1322,541,300,1341,0.7,1187,2.4
UCL121016,39,1543,530,270,1478,0.8,1342,2.6
UCL121017,46,2167,803,456,2100,0.7,2105,2.8
UCL121018,42,1674,651,400,1587,0.8,1359,2.5
UCL121019,41,888,634,150,1511,0.7,1093,2.2
UCL121020,51,867,455,166,1007,0.8,828,2.2
UCL121021,59,828,396,245,809,0.7,707,1.9
UCL121022,46,1127,460,250,1026,0.8,873,2.5
UCL121023,36,1192,475,270,1160,0.8,1042,2.8
UCL121024,41,2427,705,450,2154,0.8,1976,2.9
UCL121025,52,1300,593,263,1335,0.8,956,2.1
UCL121026,43,1517,597,345,1437,0.8,1284,2.6
UCL121027,37,2000,722,480,1862,0.8,1799,3
UCL121028,55,1300,491,265,1129,0.7,918,2
UCL121029,42,1000,486,240,1174,0.7,978,2.4
UCL121030,45,693,386,150,830,0.9,744,2.3
UCL121031,41,1083,607,180,1359,0.8,1066,2.4
UCL121032,51,1400,570,298,1350,0.7,1187,2.4
UCL121033,52,953,487,180,1069,0.7,804,2.2
UCL121034,42,1860,864,350,2108,0.7,1674,2.6
UCL121035,39,1517,548,305,1356,0.8,1307,2.8
UCL121036,44,1900,581,363,1596,0.8,1511,3
UCL121037,48,1690,514,300,1213,0.7,1093,2.4
UCL121038,52,1000,508,150,1156,0.7,1024,2.2
UCL121039,36,1083,632,200,1508,0.9,1364,2.7
UCL121040,43,2167,739,430,1839,0.8,1758,2.6
UCL121041,42,1950,847,455,2420,0.7,2297,3.2
UCL121042,48,754,451,155,1037,0.8,831,2.4
UCL121043,52,2167,693,415,1604,0.7,1452,2.3
UCL121044,38,2383,732,528,1960,0.8,1839,3
UCL121045,50,1409,477,340,1094,0.7,960,2.2
UCL121046,41,1517,775,236,1883,0.7,1447,2.3
UCL121047,62,1636,526,300,1245,0.7,1014,2.1
UCL121048,34,1309,668,250,1656,0.9,1536,2.9
UCL121049,67,1042,452,277,812,0.9,723,1.8
UCL121050,58,1733,501,280,1098,0.7,874,2
UCL121051,49,997,470,170,1014,0.7,764,2.3
UCL121052,57,1593,550,245,1219,0.7,860,1.8
UCL121053,48,1997,709,390,1901,0.8,1579,2.6
UCL121054,48,789,552,150,1236,0.7,1036,2.2
UCL121055,40,2348,729,0,2282,0.8,2369,3.6
UCL121056,42,1517,673,305,1593,0.8,1257,2.5
UCL121057,41,1404,493,311,1125,0.8,1026,2.6
UCL121058,37,1733,680,385,1766,0.8,1737,3.1
UCL121059,44,1950,626,368,1723,0.8,1582,3
UCL121060,46,1339,544,330,1145,0.7,1076,2.5
UCL121061,44,1950,757,300,1926,0.7,1827,2.8
UCL121062,43,2167,793,420,2264,0.7,2034,2.8
UCL121063,51,1083,457,270,1037,0.7,848,2.3
UCL121064,56,1083,426,260,969,0.7,790,2.3
UCL121065,53,867,495,150,1280,0.7,880,2.1
UCL121066,52,1600,594,350,1349,0.7,1195,2.4
UCL121067,37,1950,907,320,3000,0.8,2983,3.5
UCL121068,46,2500,894,455,2368,0.8,2055,2.6
UCL121069,39,1517,558,300,1307,0.8,1068,2.4
UCL121070,54,867,483,143,1095,0.8,778,2.1
UCL121071,47,1495,655,340,1466,0.7,1139,2.2
UCL121072,64,2167,507,278,1305,0.8,1065,2.3
UCL121073,44,997,493,200,1224,0.7,922,2.2
UCL121074,35,1387,479,285,1551,0.8,1294,2.8
UCL121075,38,1517,725,278,1739,0.8,1331,2.5
UCL121076,33,1733,662,355,1775,0.9,1705,3
UCL121077,44,1608,588,380,1509,0.7,1297,2.8
UCL121078,41,1950,721,380,1660,0.8,1512,2.6
UCL121079,40,1733,639,355,1638,0.8,1446,3.1
UCL121080,50,1311,578,280,1275,0.7,1042,2.2
UCL121081,45,1482,544,300,1256,0.7,1045,2.2
UCL121082,38,2100,831,380,2339,0.8,2015,3.2
UCL121083,40,2200,793,428,2006,0.8,1781,2.8
UCL121084,49,1024,467,200,1049,0.7,772,2.1
UCL121085,43,1300,478,285,1039,0.8,941,2.5
UCL121086,35,1560,669,320,1449,0.8,1164,2.4
UCL121087,44,2000,677,350,1699,0.8,1485,2.7
UCL121088,31,1733,705,330,1875,0.8,1576,2.8
UCL121089,42,1733,581,253,1617,0.8,1758,3.2
UCL121090,47,1767,612,400,1687,0.7,1510,2.7
UCL121091,34,1885,734,315,2032,0.9,1636,3
UCL121092,35,1517,525,273,1550,0.8,1281,2.7
UCL121093,48,680,416,130,831,0.7,641,2.2
UCL121094,45,2167,871,290,2312,0.7,2176,2.8
UCL121095,52,1517,509,360,1275,0.7,1031,2.2
UCL121096,46,1580,582,318,1459,0.8,1208,2.4
UCL121097,50,2000,744,400,1705,0.7,1703,2.6
UCL121098,49,1415,464,225,1179,0.7,852,2.2
UCL121099,48,1800,664,380,1755,0.7,1550,2.6
UCL121100,43,1733,530,300,1365,0.8,1289,2.7
UCL121101,51,1209,502,275,1227,0.7,971,2.2
UCL121102,46,1279,507,270,1184,0.8,928,2.3
UCL121103,46,1300,490,260,1338,0.8,1214,2.5
UCL121104,54,1201,416,220,847,0.7,695,2
UCL121105,57,1800,562,380,1348,0.7,1256,2.4
UCL121106,46,1083,558,200,1341,0.7,1074,2.4
UCL121107,45,1300,538,265,1293,0.8,1085,2.5
UCL121108,44,2124,700,420,1937,0.8,1778,2.9
UCL121109,43,1400,477,295,1048,0.7,928,2.5
UCL121110,51,743,493,150,1095,0.7,804,2
UCL121111,36,1300,670,275,1494,0.8,1393,2.6
UCL121112,38,1020,466,170,1326,0.8,1070,2.5
UCL121113,43,1733,704,350,1739,0.7,1610,2.7
UCL121114,61,1117,458,231,1038,0.7,765,1.9
UCL121115,38,2000,756,340,2176,0.8,2087,3.2
UCL121116,43,1306,538,300,1223,0.8,1075,2.4
UCL121117,44,1517,557,300,1486,0.7,1394,2.8
UCL121118,31,377,417,110,1117,0.9,1006,2.9
UCL121119,34,1387,716,250,1724,0.8,1598,2.9
UCL121120,40,1300,525,245,1258,0.8,1068,2.4
UCL121121,57,1275,431,253,973,0.8,822,2.1
UCL121122,40,1517,651,323,1453,0.7,1368,2.8
UCL121123,44,953,555,210,1237,0.7,1089,2.4
UCL121124,45,1148,549,170,1215,0.8,915,2.2
UCL121125,35,1853,667,350,1860,0.9,1831,3
UCL121126,39,1800,624,380,1685,0.8,1512,2.9
UCL122001,32,1733,482,300,1833,1,1542,3
UCL122002,56,802,492,150,1125,0.6,725,1.8
UCL122003,37,1900,746,380,1775,0.8,1652,3
UCL122004,52,1300,693,320,1430,0.7,1347,2
UCL122005,54,455,388,100,807,0.7,730,1.9
UCL122006,55,637,471,130,1112,0.7,731,2
UCL122007,55,542,425,152,959,0.7,738,1.9
UCL122008,30,1083,730,220,1612,0.9,1312,2.6
UCL122009,37,1200,602,250,1270,0.8,1131,2.6
UCL122010,37,1683,623,310,1713,0.9,1528,2.7
UCL122011,45,2167,643,330,1906,0.8,1636,2.8
UCL122012,43,693,496,130,1266,0.8,959,2.4
UCL122013,49,535,379,150,770,0.8,709,2
UCL122014,37,1300,708,245,1454,0.7,1336,2.6
UCL122015,49,1118,503,185,1149,0.9,933,2.3
UCL122016,56,2000,714,365,1583,0.7,1375,2.2
UCL122017,37,1348,722,210,1724,0.8,1357,2.6
UCL122018,44,1300,580,210,1263,0.7,1081,2.4
UCL122019,55,620,390,130,769,0.7,680,2
UCL122020,45,1300,450,185,1202,0.8,812,2.3
UCL122021,57,650,423,160,792,0.6,638,1.8
UCL122022,51,1300,655,0,1674,0.7,1458,2.7
UCL122023,50,1764,548,335,1442,0.8,1242,2.7
UCL122024,51,1929,527,520,1520,0.7,1489,2.7
UCL122025,50,1357,590,300,1287,0.8,1007,2.2
UCL122026,44,1300,628,253,1402,0.8,1287,2.4
UCL122027,46,1257,493,250,1116,0.9,861,2.3
UCL122028,38,1600,486,360,1924,0.9,1770,2.8
UCL122029,62,1733,423,230,924,0.8,707,1.9
UCL122030,50,710,424,180,886,0.7,720,2.3
UCL122031,49,2580,773,400,2035,0.7,1226,2.3
UCL122032,47,1083,508,235,1057,0.7,921,2.2
UCL122033,33,1866,805,0,1971,0.8,1902,3.4
UCL122034,36,1360,816,293,1805,0.8,1289,2.2
UCL122035,62,1083,397,115,1042,0.6,731,2.1
UCL122036,39,1288,515,250,1553,0.8,1329,2.6
UCL122037,47,1738,613,325,1625,0.7,1481,2.8
UCL122038,50,1040,430,205,959,0.7,701,2
UCL122039,37,392,448,142,963,0.8,838,2.5
UCL122040,51,1620,494,300,1113,0.7,930,2.4
UCL122041,50,1019,469,243,1077,0.7,857,2.3
UCL122042,45,1509,566,350,1312,0.8,1187,2.5
UCL122043,39,2000,583,305,2059,0.8,1928,3.1
UCL122044,44,1083,527,180,1416,0.8,1062,2.4
UCL122045,48,1192,417,195,850,0.8,756,2
UCL122046,48,867,481,165,1215,0.7,840,2.4
UCL122047,59,1625,459,270,991,0.7,844,2.2
UCL122048,50,2122,735,345,1850,0.8,1375,2.3
UCL122049,57,590,406,180,820,0.7,533,1.9
UCL122050,53,766,477,95,1170,0.6,706,1.9
UCL122051,46,719,441,180,866,0.7,697,2.1
UCL122052,41,1500,564,288,1237,0.7,1017,2.5
UCL122053,51,1559,656,300,1437,0.7,1137,2.2
UCL122054,57,821,443,138,891,0.7,740,2
UCL122055,54,1767,623,360,1339,0.7,1146,2.2
UCL122056,47,1517,472,0,1116,0.7,1062,2.8
UCL122057,45,2102,568,325,1517,0.8,1600,2.9
UCL122058,51,1190,458,230,968,0.7,773,2.2
UCL122059,42,1240,583,250,1287,0.7,1093,2.4
UCL122060,43,953,425,210,987,0.8,909,2.5
UCL122061,41,1127,454,275,1025,0.8,905,2.6
UCL122062,33,0,361,120,756,0.7,693,2.7
UCL122063,39,867,667,150,1416,0.8,1138,2.4
UCL122064,36,1434,497,248,1321,0.8,1011,2.6
UCL122065,44,600,427,150,814,0.8,748,2.3
UCL122066,37,2383,1427,425,3000,0.8,2812,3
UCL122067,49,1900,553,240,1416,0.7,1260,2.6
UCL122068,57,1550,474,230,990,0.8,805,2
UCL122069,42,1500,703,300,2016,0.8,1781,2.7
UCL122070,46,1473,566,300,1416,0.7,1071,2.3
UCL122071,43,0,725,40,1562,0.6,1156,2.3
UCL122072,50,1473,678,290,1550,0.8,1235,2.2
UCL122073,42,2700,716,215,2428,0.8,1978,2.7
UCL122074,53,693,454,150,765,0.6,737,2
UCL122075,56,1300,466,290,962,0.7,767,1.9
UCL122076,37,1395,469,290,1468,0.9,1075,2.8
UCL122077,55,516,424,135,762,0.8,715,2
UCL122078,36,2275,736,378,1781,0.8,1670,2.9
UCL122079,44,1192,702,270,1531,0.8,1375,2.4
UCL122080,62,1517,440,320,992,0.6,789,1.9
UCL122081,42,1683,770,380,1978,0.7,1718,2.8
UCL122082,48,1073,435,245,843,0.8,769,2.5
UCL122083,59,1720,514,390,1187,0.7,774,1.9
UCL122084,43,2102,895,400,2233,0.8,2097,2.6
UCL122085,44,1733,584,265,1737,0.7,1739,2.7
UCL122086,44,1867,762,220,1774,0.8,1397,2.2
UCL122087,37,2184,762,465,2013,0.8,1837,2.9
UCL122088,46,1213,495,200,1303,0.8,939,2.3
UCL122089,53,1508,463,315,1104,0.7,1018,2.3
UCL122090,44,1088,512,152,1328,0.7,1010,2.2
UCL122091,64,1430,452,150,792,0.9,686,1.8
UCL122092,45,1950,729,320,2187,0.7,2125,2.9
UCL122093,38,1500,620,400,1786,0.8,1542,2.8
UCL122094,50,563,433,160,845,0.8,744,2.1
UCL122095,45,575,424,100,842,0.8,795,2.2
UCL122096,57,1517,531,245,1093,0.7,944,2.1
UCL122097,43,1300,461,160,1097,0.8,933,2.4
UCL122098,48,1376,488,200,1158,0.7,972,2.6
UCL122099,49,1931,835,350,2194,0.8,1951,2.4
UCL122100,48,550,517,132,1028,0.7,778,2
UCL122101,42,1582,537,350,1392,0.9,1287,2.7
UCL122102,38,661,589,134,1292,0.8,1025,2.1
UCL122103,51,1517,537,300,1166,0.8,974,2.1
UCL122104,37,1315,575,350,1583,0.9,1430,2.5
UCL122105,53,1300,518,320,1136,0.7,1008,1.9
UCL122106,43,1120,656,298,1274,0.8,1093,2.2
UCL122107,49,920,434,280,885,0.8,493,1.7
UCL122108,51,719,425,178,916,0.7,696,1.9
UCL122109,60,1600,492,305,1261,0.7,1044,2
UCL122110,44,1625,565,350,1520,0.8,1114,2.4
UCL122111,53,902,405,200,778,0.7,671,2
UCL122112,52,953,515,125,959,0.7,760,2.1
UCL122113,43,2600,832,450,2399,0.7,2522,3.3
UCL122114,40,2383,1115,525,2603,0.8,2470,2.9
UCL122115,47,1242,559,165,1267,0.7,972,2.2
UCL122116,44,1517,570,275,1568,0.9,1406,2.5
UCL122117,63,629,503,300,1166,0.6,855,1.7
UCL122118,29,0,890,0,1274,1,725,2
UCL122119,37,1733,637,165,1674,0.7,1394,2.5
UCL122120,42,2791,1031,0,2954,0.8,3000,3.2
UCL122121,53,1569,579,320,1449,0.7,1042,2.2
UCL122122,49,1624,505,0,1319,0.8,1312,2.7
UCL122123,51,1300,520,265,1062,0.7,860,2.1
UCL122124,51,1717,639,360,1437,0.6,1263,2.2
