UCL_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL115009,0,0,7,3,7,9,0,3,0,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,3,0,0,3,26,0,0,0,0,6,3,0,0,0,7,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7
UCL115010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,8,8,3,3,0,25,0,0,0,0,6,0,3,0,0,7,0,9,3,12,10,18,9,14,0,79,0,0,0,0,3,0,0,0,0,5,0,4,4,4,8,3,3,8,0,33,0,4,0,3,0,3,0,3,0,16,0,4,0,0,3,3,0,8,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,6,0,0,3,4,4,0,4,0,0,11,3,3,0,3,11,10,16,4,0,45,0,0,0,0,0,0,0,0,0,4,0,3,0,4,3,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,3,0,13
UCL115011,3,4,0,7,9,15,5,10,0,58,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,8,9,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,3,0,10,0,3,0,0,3,4,0,6,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,7,0,25,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,3,0,13,19
UCL115012,3,3,0,5,3,5,5,11,0,39,0,0,0,0,0,0,0,0,0,0,9,4,6,13,46,50,24,13,0,160,0,0,0,0,7,3,3,0,0,13,3,4,11,8,23,36,16,14,3,117,0,0,0,0,3,0,0,0,0,11,3,15,12,10,13,6,14,8,0,89,3,21,3,9,4,7,8,9,5,64,0,0,3,3,3,8,4,10,0,28,0,0,3,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,4,0,3,0,6,3,3,0,20,0,8,3,0,3,3,3,0,0,26,3,3,0,5,25,10,9,5,0,55,0,8,8,0,5,3,3,4,0,32,6,8,14,8,20,14,3,10,0,74,0,0,0,0,0,4,0,0,0,9,0,3,0,0,4,15,4,7,0,35,0,0,3,0,0,3,0,7,4,21
UCL115013,0,5,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,5,0,4,4,10,16,11,3,3,0,44,0,0,0,0,0,0,0,0,0,3,5,8,10,10,20,13,3,10,3,84,0,0,0,0,5,3,0,0,0,15,0,14,0,7,12,4,3,5,3,46,0,11,3,10,0,3,3,7,0,37,0,3,3,3,4,0,0,0,0,15,0,0,0,0,5,4,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,11,0,0,3,0,0,11,3,9,0,34,0,10,5,7,0,4,0,3,0,25,3,0,0,3,4,3,7,0,0,20,3,3,3,7,7,3,7,10,0,44,0,3,4,13,13,3,8,5,0,55,3,3,3,5,3,0,0,0,0,17,0,0,3,3,0,3,4,3,0,22,0,5,0,0,3,7,0,0,0,13
UCL115014,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,3,0,3,0,0,3,0,8,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,3,5,5,6,7,19,8,12,0,62,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,5,0,0,22,0,5,3,0,8,0,0,7,0,31,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,11,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,9,0,5,4,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,3,0,14,0,6,0,0,0,0,3,0,3,19
UCL115015,0,3,0,3,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,6,7,0,17,0,0,0,0,0,0,0,0,0,8,0,8,4,11,7,21,9,13,0,72,0,0,0,0,0,4,0,3,0,9,0,5,0,5,6,3,5,5,0,33,3,0,0,0,0,5,3,7,0,21,0,3,3,5,0,0,0,7,0,17,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,7,3,0,7,14,0,4,0,27,3,0,3,3,4,0,0,0,0,18,0,0,0,3,14,7,6,0,0,31,0,4,3,0,0,6,0,0,0,12,0,3,3,0,4,3,3,5,0,26,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,4,0,0,18,0,0,0,0,3,0,3,0,0,16
UCL115016,0,0,0,7,3,7,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,5,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,3,0,17,0,3,0,6,0,0,0,3,0,15,0,3,0,6,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,3,8,3,0,32,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL115017,0,3,3,0,0,0,0,0,0,11,0,0,0,0,10,9,9,11,0,35,0,3,0,4,11,12,4,9,0,42,0,0,0,0,9,0,4,0,3,19,6,11,7,8,16,29,18,25,0,116,0,0,0,3,0,6,4,3,0,20,0,12,13,10,12,3,6,14,0,79,5,12,9,9,17,11,7,18,0,86,3,0,0,7,5,4,6,8,0,34,0,4,0,5,0,6,0,3,0,15,0,0,3,0,0,9,0,0,0,16,0,0,0,0,0,3,8,3,0,17,3,15,3,4,3,15,8,11,0,61,0,11,8,3,9,0,0,4,0,30,3,0,7,4,28,12,8,6,0,69,3,9,7,3,18,14,4,14,0,77,5,13,9,9,19,5,0,4,0,66,0,3,4,9,3,9,3,6,0,33,0,3,4,8,0,7,0,0,0,30,0,10,0,4,3,15,0,9,3,38
UCL115018,0,3,3,3,0,3,4,3,0,18,3,0,0,0,0,0,20,47,0,67,5,0,4,6,22,15,8,35,0,88,0,0,0,3,4,7,6,3,0,15,0,0,0,7,16,16,14,22,0,78,0,0,0,0,4,8,3,3,0,23,6,20,3,3,16,6,7,12,0,63,0,10,3,3,3,8,3,5,0,31,0,5,3,3,0,6,6,11,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,3,0,0,13,0,0,0,0,17,7,6,6,0,47,0,0,0,0,3,3,0,4,0,14,0,3,0,3,3,8,3,0,0,23,0,0,0,0,4,0,0,0,0,6,0,0,0,3,7,6,8,6,0,38,0,3,0,0,12,5,4,4,10,38
UCL115019,0,3,6,3,7,8,8,31,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,23,13,0,49,0,0,0,0,0,3,0,0,0,3,3,0,3,3,4,5,6,12,0,34,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,9,0,3,0,3,0,0,0,3,0,13,0,4,0,0,0,3,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,3,0,0,3,11,4,3,3,0,28,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,13,0,0,0,0,6,0,3,0,4,17
UCL115020,0,0,0,4,7,5,0,4,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,4,6,8,8,9,0,28,0,0,0,0,4,4,0,5,0,17,3,9,16,16,17,40,8,32,0,129,0,0,0,0,5,3,6,8,0,15,3,17,10,0,8,8,4,7,0,58,0,9,6,12,4,6,3,6,0,42,4,3,0,4,3,0,4,6,0,24,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,4,0,13,0,0,0,0,4,3,3,4,0,24,0,6,6,0,3,5,4,0,0,25,3,0,0,0,5,12,6,7,0,34,0,4,9,0,10,8,11,11,0,54,0,0,4,0,9,12,3,3,0,29,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,3,4,3,0,21,0,4,0,0,0,4,3,3,3,17
UCL115021,0,5,10,3,3,12,3,11,0,51,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,3,0,14,0,0,0,0,0,0,0,0,0,3,6,0,5,0,5,12,0,7,3,45,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,8,7,0,15,0,0,0,0,3,5,0,4,0,12,0,0,3,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,8,9,3,0,35,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,0,0,13,0,3,0,0,0,0,0,0,3,9
UCL115022,0,0,0,0,3,7,0,8,0,24,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,5,7,0,0,0,8,0,0,0,3,4,6,5,8,0,24,0,0,0,0,0,3,0,0,0,4,3,3,0,3,3,4,0,3,0,31,0,0,4,0,0,4,5,3,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,5,3,3,0,0,0,12,0,0,0,0,27,11,18,14,0,66,0,0,3,5,8,9,0,3,0,30,0,0,0,3,10,9,0,3,0,31,0,0,0,0,0,3,0,0,0,8,0,4,3,0,5,3,0,3,0,18,0,3,0,6,0,3,0,0,6,22
UCL115023,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,12,4,12,6,0,39,0,0,0,0,3,0,0,0,0,3,0,4,4,4,6,30,19,12,0,87,0,3,0,0,13,3,0,3,0,22,0,3,8,0,5,4,3,4,0,31,0,10,0,0,0,0,0,0,0,11,0,0,0,3,3,7,5,9,0,30,0,0,0,0,3,3,6,5,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,5,0,13,0,4,0,0,0,0,3,0,0,8,0,0,0,0,5,13,12,3,0,37,0,0,0,4,4,10,3,3,0,24,0,3,3,3,3,4,3,4,0,17,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,8,3,0,0,9,0,0,0,3,5,10,0,0,0,24
UCL115024,0,3,0,0,0,3,0,9,0,18,0,0,0,0,0,0,0,3,0,3,0,0,3,3,7,0,0,0,0,13,0,0,0,0,0,3,0,0,0,5,7,4,3,7,3,15,7,3,0,47,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,4,3,4,0,17,0,4,0,0,0,0,3,10,0,15,0,0,0,0,0,3,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,6,0,6,0,3,0,0,4,6,7,7,0,29,0,7,0,3,3,4,0,6,0,17,0,3,0,0,0,0,0,0,0,4,0,0,0,3,3,4,0,0,0,13,0,3,0,0,0,3,0,0,0,8,0,7,0,0,3,0,0,0,3,14
UCL115025,0,0,0,0,3,0,0,3,0,9,12,3,4,8,29,31,38,78,3,208,7,0,0,0,10,23,12,7,0,61,0,0,0,0,7,3,3,4,0,21,0,3,5,4,7,18,13,18,0,76,0,4,3,0,3,4,6,9,0,29,0,3,4,5,7,3,4,8,0,33,0,10,3,3,7,5,6,11,0,42,0,0,0,3,3,3,3,17,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,3,9,3,3,0,0,16,4,0,0,0,5,8,0,5,0,21,5,0,0,3,5,10,3,3,0,28,0,3,0,0,0,4,3,6,0,16,0,0,0,0,5,3,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,4,3,9,11,12,14,0,55,0,0,0,0,0,3,4,5,5,17
UCL115026,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,4,0,3,0,0,10,3,8,7,11,22,28,8,12,0,99,0,0,0,0,0,3,0,0,0,3,0,13,3,9,7,8,0,7,0,49,0,7,3,3,6,4,6,9,0,32,0,0,0,0,3,6,0,0,0,10,0,0,0,0,3,0,0,3,0,9,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,5,0,18,0,3,3,3,3,8,0,0,0,15,0,0,0,0,13,5,11,3,0,36,3,4,3,3,6,9,3,3,0,35,0,0,10,7,5,6,3,3,0,31,0,5,0,0,3,3,3,0,0,15,0,0,0,0,0,4,0,3,0,9,0,0,0,0,3,4,0,4,4,18
UCL115027,0,0,4,0,0,0,0,3,0,12,0,0,0,0,0,0,0,3,0,3,3,0,0,0,8,4,0,0,0,19,0,0,0,0,0,0,0,0,0,7,3,3,5,13,6,12,4,4,4,59,0,0,0,0,0,3,0,0,0,4,0,8,0,3,3,4,0,3,0,19,0,6,8,3,3,3,0,9,0,42,0,3,6,3,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,5,3,3,0,3,13,7,0,0,0,20,3,3,5,4,8,0,0,6,0,25,0,6,0,6,3,3,0,4,0,28,0,0,0,0,0,3,0,3,0,13,0,0,0,0,3,3,0,3,0,11,3,0,3,0,0,0,0,0,0,12
UCL115028,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,3,4,8,0,29,0,0,0,0,0,0,0,4,0,8,0,3,0,7,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,13,0,3,4,3,6,4,0,4,0,17,0,0,3,4,0,3,0,9,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,4,4,0,8,0,3,0,0,3,0,0,0,0,9
UCL115029,0,3,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,4,0,3,0,0,0,3,9,14,4,13,0,45,0,0,0,0,4,3,0,0,0,11,0,4,3,4,3,23,8,26,0,70,0,0,0,0,3,0,0,4,0,10,0,9,0,3,5,4,4,7,0,32,3,21,7,0,4,3,5,4,0,40,0,0,6,3,3,3,3,5,0,25,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,0,0,5,0,5,4,3,3,6,5,4,0,37,0,3,3,3,0,4,4,0,0,16,0,0,3,3,10,7,13,4,0,35,0,4,0,4,4,5,0,3,0,19,0,0,4,7,8,7,4,0,0,35,0,0,5,3,3,3,0,0,0,17,0,3,0,0,6,3,3,3,0,15,3,3,3,3,0,0,0,7,5,28
UCL115030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,13,0,29,0,0,0,3,0,3,0,0,0,7,3,3,5,3,13,36,12,21,3,100,0,0,0,0,5,3,3,0,0,17,0,6,4,0,4,0,3,3,0,27,3,3,0,0,0,0,4,0,0,12,0,4,0,0,14,12,3,8,0,40,0,0,0,0,3,3,3,5,0,15,0,0,0,0,3,3,3,3,0,14,0,0,0,0,0,0,3,0,0,8,0,6,4,4,5,14,0,12,0,55,3,0,3,3,4,6,0,0,3,19,3,3,0,3,8,11,4,4,0,41,0,7,0,0,3,4,3,4,0,23,0,4,7,3,3,7,6,3,0,25,0,0,0,3,0,8,0,5,0,18,0,0,0,3,3,5,0,0,0,12,0,3,0,3,6,7,0,3,3,25
UCL115031,0,0,0,0,3,3,3,3,0,12,0,0,0,0,0,0,3,6,0,11,0,0,0,4,7,11,6,16,0,42,0,0,0,0,3,3,0,4,0,17,6,6,9,10,9,60,20,52,0,175,0,0,0,0,4,4,3,5,0,19,0,17,4,5,3,5,10,4,0,54,0,12,3,3,3,5,7,6,0,36,3,0,3,3,13,4,0,13,0,43,0,0,0,0,11,4,4,0,0,21,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,3,0,3,0,11,0,4,3,5,10,13,16,17,0,59,0,4,0,7,6,3,3,5,0,26,12,4,0,9,64,61,32,52,5,234,4,0,4,3,10,13,3,0,0,38,0,0,0,0,12,3,3,5,0,23,0,3,0,0,3,0,0,0,0,6,0,3,0,3,6,10,9,16,0,46,0,0,0,5,8,3,0,4,10,37
UCL115032,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,6,0,18,0,0,0,0,26,7,7,20,0,75,0,0,0,0,3,0,0,9,0,14,3,3,0,5,14,32,15,26,4,101,0,0,0,0,3,3,0,3,0,8,0,5,3,3,9,10,0,3,0,37,0,5,0,0,3,0,0,3,0,13,3,3,3,0,4,9,7,20,3,45,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,5,0,10,0,0,0,0,4,0,0,3,0,14,0,0,0,0,10,5,6,4,0,27,0,0,3,0,3,0,0,3,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,0,24,0,0,3,3,0,6,3,4,7,35
UCL115033,0,0,0,0,3,0,0,8,0,17,0,0,0,0,0,0,4,3,0,9,0,4,0,0,24,21,15,8,0,75,0,0,0,0,6,4,3,0,0,17,3,3,4,4,21,21,7,29,0,89,3,3,0,3,11,3,6,5,0,37,0,11,3,8,9,17,15,14,0,81,4,4,5,5,3,8,3,3,0,39,0,0,0,8,9,7,11,18,0,57,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,8,3,0,0,10,0,0,3,0,0,6,0,4,0,12,3,3,3,0,5,7,0,0,0,27,0,0,3,3,3,7,0,4,0,18,0,3,0,0,17,10,12,11,0,48,0,0,0,3,9,3,3,19,0,43,4,0,3,10,10,16,5,4,0,50,0,3,0,0,0,0,0,0,0,9,0,0,0,0,3,12,6,18,0,41,0,0,0,3,3,3,3,5,5,24
UCL115034,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,8,12,0,34,0,0,0,0,4,0,3,6,0,13,3,7,6,9,15,41,10,29,0,122,0,0,0,0,0,4,0,3,0,11,0,12,0,10,16,10,5,9,0,63,0,11,3,0,5,0,0,0,0,28,0,0,0,0,4,3,0,3,0,18,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,4,0,9,0,3,0,0,0,8,3,3,0,22,0,8,3,3,9,4,0,4,0,30,0,3,0,3,28,12,30,12,0,86,3,4,3,3,5,4,0,3,0,20,0,3,3,7,0,3,0,3,0,25,0,3,0,0,0,0,0,0,0,7,0,0,0,5,0,7,0,5,0,18,0,3,4,0,0,4,0,0,10,25
UCL115035,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,4,7,12,7,13,0,38,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,10,8,5,0,32,0,0,0,0,0,0,0,0,0,4,0,10,3,0,4,7,0,4,0,25,3,7,3,0,0,0,0,5,0,25,3,0,0,0,4,3,0,0,0,17,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,7,0,5,0,21,0,7,0,0,0,0,0,0,0,8,0,0,0,3,12,15,12,0,0,42,0,7,0,3,3,7,4,9,3,34,0,0,4,0,10,3,0,0,0,17,0,6,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,3,0,0,9
UCL115036,0,3,0,3,4,12,0,13,0,41,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,5,4,6,0,35,0,0,0,0,3,0,3,0,0,4,0,0,0,6,0,12,4,11,0,26,0,0,0,0,0,4,7,3,0,6,0,0,3,6,0,3,3,0,0,18,0,0,3,0,0,3,0,3,0,13,0,0,3,0,0,0,7,4,4,13,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,7,0,0,0,18,0,3,0,0,3,3,0,3,0,11,0,0,5,7,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,8,0,0,0,3,0,3,0,0,3,16
