UCL_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL115037,0,3,5,3,3,7,3,23,0,44,26,10,5,8,11,38,110,273,11,484,0,0,0,0,0,6,3,6,0,24,0,0,0,0,6,7,0,0,0,16,0,4,4,3,6,15,6,14,3,49,0,0,0,0,0,0,0,3,0,12,0,4,3,3,5,7,3,3,0,31,0,0,3,8,3,9,0,4,0,22,0,0,0,0,3,7,3,6,3,25,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,9,0,0,0,0,0,0,0,3,0,6,4,0,0,4,0,3,0,0,0,12,8,4,0,0,36,11,4,7,0,67,0,0,0,0,3,3,9,6,0,25,0,0,0,0,4,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,9,0,10,0,35,3,0,0,0,3,3,3,6,4,32
UCL115038,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,9,16,3,13,0,37,0,0,0,0,0,3,0,0,0,3,0,4,10,3,12,24,5,13,0,81,0,0,0,0,0,0,4,3,0,10,0,3,0,4,8,9,0,7,0,35,0,5,3,3,4,3,3,0,0,18,3,0,3,0,7,3,7,12,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,6,0,0,0,3,3,3,0,4,0,14,0,0,4,4,0,3,0,6,0,19,0,0,0,0,7,3,5,4,0,23,0,0,0,0,7,3,0,6,0,17,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,14,0,0,0,3,0,6,0,0,4,16
UCL115039,3,3,3,9,9,21,7,21,0,71,3,0,0,0,0,3,4,31,3,41,0,0,0,0,3,17,9,15,0,54,0,3,0,0,5,7,0,0,0,17,0,4,0,0,3,15,9,15,0,44,0,0,0,3,3,14,7,3,0,26,0,6,0,0,3,0,3,8,0,35,0,3,0,0,5,3,0,8,0,22,0,3,3,8,3,4,0,8,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,3,0,13,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,28,8,9,0,60,0,0,0,4,3,4,3,0,0,19,0,3,3,3,8,0,3,3,3,27,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,10,3,10,0,25,3,4,3,3,3,7,7,9,21,47
UCL115040,0,0,3,0,4,5,4,13,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,16,6,9,0,38,0,0,0,0,3,0,0,0,0,8,4,3,5,3,3,14,3,10,0,44,0,0,0,0,3,19,3,4,0,28,0,5,0,0,3,3,3,5,0,22,0,0,0,0,0,0,4,3,0,9,0,0,0,3,3,6,0,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,4,0,19,11,5,0,0,43,0,0,0,0,8,5,4,3,0,16,0,0,0,0,3,3,0,0,0,12,3,0,0,0,0,0,0,0,0,6,0,0,0,0,4,3,3,4,0,12,0,0,0,0,0,3,0,3,0,11
UCL115041,0,0,0,0,11,3,3,16,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,15,0,0,0,0,4,0,0,0,0,3,0,0,4,4,4,7,3,5,0,32,0,0,0,0,0,0,0,0,0,3,0,4,4,13,12,6,5,6,3,50,0,6,4,0,3,0,3,13,0,23,3,4,4,3,7,4,0,0,0,25,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,22,6,21,8,3,69,0,3,3,0,10,4,0,6,0,27,0,0,0,3,8,4,0,7,0,20,0,0,0,0,3,0,0,3,0,6,3,3,0,0,0,6,3,9,0,21,4,0,3,3,0,4,3,3,3,27
UCL115042,0,10,8,16,13,13,9,13,0,76,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,3,0,0,3,9,14,7,5,3,49,0,0,0,0,3,4,3,3,0,9,0,0,0,7,8,9,3,4,0,28,0,4,0,0,0,0,0,3,0,20,3,0,0,3,9,8,0,5,0,33,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,7,0,0,0,0,0,0,0,11,7,0,0,3,15,6,9,0,0,40,0,3,0,3,4,0,6,3,0,20,0,4,3,3,15,8,3,0,0,33,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,8,0,0,0,23,0,0,0,0,5,3,3,3,9,28
UCL115043,0,3,3,3,8,9,8,9,0,51,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,4,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,15,12,30,0,71,0,0,0,0,4,3,0,0,0,8,0,3,3,3,3,7,0,4,0,24,0,6,0,0,3,3,0,3,0,21,0,0,3,3,3,0,0,3,0,20,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,4,3,0,5,3,0,0,3,8,3,3,5,0,28,0,0,0,0,3,3,0,5,0,16,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,8,0,16,0,0,0,0,4,3,3,3,3,20
UCL115044,4,4,8,6,11,15,11,19,6,82,0,0,0,0,0,0,0,3,0,4,0,0,0,3,6,4,0,3,0,23,0,0,0,0,0,3,3,0,0,13,0,0,0,5,13,21,6,14,0,63,0,0,0,0,0,4,3,0,0,9,0,6,0,3,7,3,3,9,0,36,0,3,0,0,0,0,0,0,0,8,0,3,3,6,3,12,0,10,0,35,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,3,0,7,0,8,0,0,0,3,0,0,0,0,0,8,3,4,0,0,29,7,11,5,0,55,0,0,3,0,3,3,0,5,0,18,0,0,0,0,5,7,3,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,3,3,0,24,0,0,0,0,7,0,0,3,0,11
UCL115045,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,3,0,5,0,4,0,5,12,13,0,16,0,52,0,0,0,0,7,4,4,0,0,13,0,5,8,23,19,40,13,30,3,146,0,0,4,0,0,3,0,0,0,8,3,7,5,3,6,4,9,7,0,39,0,12,7,3,4,3,0,4,0,33,0,3,0,3,0,4,0,4,0,18,0,0,0,3,0,0,0,3,0,5,0,3,0,3,0,0,5,3,0,15,0,0,0,0,0,0,0,4,0,8,0,0,4,0,0,4,4,3,0,20,3,4,0,3,5,4,3,3,0,23,0,0,3,3,23,17,9,3,0,71,3,3,6,7,7,8,4,3,0,35,4,3,4,8,7,13,3,0,0,37,0,0,0,0,4,0,0,0,0,10,0,0,4,0,7,6,0,8,0,22,0,3,0,3,9,9,0,7,8,44
UCL115046,3,7,0,3,0,5,3,14,0,36,0,0,0,0,0,4,3,0,0,10,0,0,0,5,12,7,4,5,3,42,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,4,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,3,0,4,0,20,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,3,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,3,0,0,7,3,0,0,0,4,5,3,3,0,19,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,3,3,0,5
UCL115047,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,5,0,15,0,0,0,0,0,4,0,0,0,4,0,5,3,3,12,14,6,7,4,50,0,3,3,0,3,0,0,0,0,11,0,9,0,0,7,6,0,5,0,22,0,0,3,5,6,4,0,3,0,24,0,3,0,0,0,3,4,3,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,11,0,0,0,0,3,0,0,0,0,11,0,0,0,3,14,0,4,0,0,22,0,0,0,0,3,4,0,3,0,16,0,3,3,3,3,0,0,3,0,23,0,0,0,0,4,0,0,0,0,8,0,4,0,0,0,0,0,0,0,12,3,0,0,0,3,3,0,0,0,8
UCL115048,0,0,0,5,9,6,0,3,0,21,3,4,0,0,17,20,23,32,0,100,0,0,3,3,0,8,5,0,0,17,0,0,0,0,9,3,0,0,0,18,0,0,0,3,0,9,0,11,0,22,0,0,0,0,0,3,5,0,0,7,0,3,0,0,3,0,0,3,0,10,0,8,0,0,0,0,0,7,0,16,0,3,0,0,4,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,3,0,10,12
UCL115049,0,0,0,3,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,3,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,14,0,3,0,3,0,0,0,5,0,11,0,0,3,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,4,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,3,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8,0,3,3,0,0,3,0,0,0,10
UCL115050,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,3,3,0,12,0,0,0,0,6,3,4,13,0,30,0,0,0,0,4,0,0,0,0,8,0,3,6,3,11,21,5,9,3,58,0,0,0,0,6,3,0,3,0,10,0,0,0,0,0,4,0,7,0,16,0,0,0,0,0,0,0,0,0,8,0,4,3,0,6,4,5,7,0,33,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,8,0,18,0,3,0,0,0,0,0,0,0,8,0,0,0,0,6,9,0,3,0,23,0,0,0,0,0,3,3,5,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,10,0,0,0,3,0,7,0,0,8,20
UCL115051,0,3,6,3,4,3,0,9,0,35,4,0,0,0,4,3,0,9,0,17,0,0,0,0,8,4,0,4,0,27,0,0,0,0,4,10,0,0,0,19,10,4,4,9,10,20,11,13,0,80,0,0,0,0,9,0,0,0,0,7,0,6,0,3,4,9,4,3,0,29,0,0,0,3,0,0,0,4,0,10,5,0,6,6,5,5,3,9,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,3,0,0,13,0,3,0,0,0,0,0,0,0,8,3,0,0,0,19,4,3,3,0,37,3,3,3,0,3,0,3,8,0,23,0,3,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,3,11,8,0,3,0,24,0,0,0,0,4,3,0,3,4,16
UCL115052,3,0,8,3,7,10,5,32,0,65,0,0,0,0,0,0,0,3,0,5,0,3,4,3,18,10,14,5,3,63,0,0,0,0,3,4,0,3,0,9,3,3,0,3,11,22,6,14,0,63,0,3,3,0,3,4,3,8,0,29,0,6,9,3,16,3,0,3,0,52,0,13,0,11,12,3,0,10,0,48,0,3,3,3,3,7,4,19,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,4,5,0,14,0,3,0,3,5,3,0,0,0,16,0,0,0,3,12,6,3,3,0,26,0,3,0,3,0,7,0,0,0,13,0,0,0,6,0,4,3,7,0,21,0,0,0,3,0,4,0,3,0,7,0,7,0,0,4,3,3,12,0,32,0,3,0,0,11,8,7,7,11,47
UCL115053,0,5,4,3,3,8,6,16,0,45,0,0,0,0,0,0,0,5,0,4,3,3,0,0,14,26,10,14,0,75,0,0,0,0,12,5,0,0,0,13,0,3,3,3,15,33,9,24,0,99,0,0,3,0,9,6,5,6,5,35,0,11,9,3,16,13,12,4,5,76,0,16,3,7,5,4,0,4,3,47,0,0,0,0,12,6,8,8,0,35,0,0,0,0,4,0,0,5,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,6,0,10,0,3,0,0,14,3,8,7,3,40,0,0,0,3,3,3,0,0,0,13,3,3,0,0,35,25,15,12,0,96,4,13,3,7,23,18,7,17,3,91,0,5,3,3,8,11,3,6,0,36,0,3,0,0,3,0,0,0,0,5,0,3,0,0,8,12,0,5,0,37,4,0,0,0,4,11,3,5,4,34
UCL115054,0,0,0,9,10,0,3,4,4,33,0,0,0,0,0,0,0,5,0,7,0,0,4,3,7,9,11,11,0,41,0,0,0,0,7,3,4,0,0,17,4,3,11,9,10,17,14,11,0,81,0,0,0,0,3,0,3,0,0,9,0,15,3,6,9,7,7,6,0,48,0,17,5,6,11,0,8,12,0,50,0,3,3,6,4,4,3,8,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,3,0,3,5,3,0,4,0,13,0,3,0,3,3,4,0,3,0,10,0,0,0,0,10,6,6,10,0,38,0,3,4,0,10,11,3,9,0,42,0,3,6,3,10,3,3,0,0,26,3,0,0,3,3,3,0,0,0,7,0,3,0,0,3,4,0,0,0,9,3,3,0,0,4,3,0,3,9,25
UCL115055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,4,5,0,0,0,16,0,0,0,0,3,0,0,0,0,3,4,0,3,6,13,14,0,6,0,45,0,0,0,0,0,0,0,3,0,3,0,0,7,3,3,0,0,8,0,16,0,0,0,3,3,4,3,3,0,24,0,0,0,3,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,4,0,8,0,3,0,3,0,3,0,0,0,7,0,3,0,0,3,0,0,0,0,12,3,0,3,0,6,3,7,0,0,20,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,8,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,4,0,0,8,0,0,0,0,4,3,0,0,6,13
UCL115056,3,5,4,4,5,13,7,14,0,58,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,3,0,27,0,0,0,0,5,9,0,0,0,17,8,0,4,0,3,16,0,12,0,41,0,0,0,0,0,10,4,4,0,20,0,4,0,0,6,8,4,8,0,30,0,0,0,0,3,0,3,0,0,12,4,3,4,5,3,3,0,11,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,13,0,5,0,3,3,4,0,0,0,14,0,3,0,3,11,4,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,8,0,24,4,0,0,0,4,8,0,0,5,21
UCL115057,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,3,29,18,14,8,0,80,0,0,0,0,0,3,0,0,0,9,0,0,0,3,20,16,13,12,0,58,0,0,3,0,3,3,7,0,0,12,3,9,0,8,3,7,10,0,0,41,0,7,0,6,3,6,0,0,0,22,3,0,0,4,18,11,3,23,0,61,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,4,0,0,0,4,0,0,0,3,3,9,0,0,0,20,4,0,0,0,63,106,66,46,4,290,0,0,3,3,7,0,4,3,0,18,0,0,0,0,10,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,10,10,6,0,0,23,0,0,0,0,12,8,3,3,3,31
UCL115058,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,4,3,3,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,10,3,8,0,33,0,0,0,0,3,0,0,3,0,4,0,5,3,0,6,3,0,0,0,21,0,6,3,0,6,0,0,3,0,17,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,6,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,4,6,12
UCL115059,0,0,3,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,0,33,0,0,0,0,0,3,4,0,0,8,0,0,0,0,3,31,12,18,3,75,0,0,0,0,3,4,0,0,0,12,0,6,0,0,10,3,0,13,0,32,0,3,4,3,0,7,0,5,0,21,0,0,0,0,0,3,3,5,0,18,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,4,3,7,3,5,0,19,0,0,0,3,4,3,0,6,0,12,0,0,0,0,5,10,4,7,0,19,0,4,0,3,6,0,0,0,0,16,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,7,0,17,0,0,3,0,3,6,4,5,7,33
UCL115060,0,0,4,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,13,0,0,0,0,0,0,0,0,0,5,0,3,5,3,10,33,11,28,0,87,0,0,0,0,4,3,3,3,0,17,4,8,0,4,4,9,0,4,0,27,0,3,0,0,0,0,3,3,0,16,0,0,0,0,7,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,4,0,3,0,0,3,5,3,13,0,32,3,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,18,0,3,3,0,0,0,3,3,0,15,0,3,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,18,0,0,0,3,0,4,0,3,3,14
UCL115061,0,4,0,0,0,0,3,6,0,16,0,0,0,0,3,3,5,11,0,18,8,0,0,6,12,8,7,27,0,60,0,0,0,3,3,9,3,3,0,16,4,13,15,19,31,65,18,59,3,232,0,0,0,0,0,0,3,10,0,14,0,14,9,9,3,10,5,5,0,57,0,27,5,3,15,3,4,10,0,77,0,7,6,10,0,10,5,17,0,48,0,0,0,0,0,4,0,5,0,13,0,0,0,0,3,8,6,3,0,27,0,0,0,0,3,4,0,3,0,16,3,0,3,3,8,13,3,15,0,58,0,8,0,3,3,3,0,3,0,25,6,3,3,0,22,26,31,13,0,112,3,6,12,8,25,27,3,13,0,96,0,3,4,8,22,12,3,13,0,65,3,0,4,3,0,0,0,0,0,8,0,0,0,0,3,6,3,7,0,22,5,3,0,0,0,4,0,6,4,30
UCL115062,0,3,7,6,5,12,0,17,0,55,0,0,0,0,0,0,0,9,0,8,0,0,3,0,5,3,5,3,0,23,0,0,0,0,5,3,0,0,0,14,0,0,0,4,6,16,4,11,4,48,0,3,0,0,3,0,3,4,0,13,0,8,7,3,11,4,4,7,5,51,0,6,4,6,3,0,0,12,0,29,0,0,4,0,3,3,3,9,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,3,0,0,0,0,14,4,0,4,3,18,14,5,9,3,57,0,0,0,3,5,3,0,3,0,17,0,7,0,8,9,6,7,6,0,38,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,5,3,10,0,32,0,0,0,3,0,3,0,6,3,22
UCL115063,0,0,0,0,4,3,5,6,0,25,0,0,0,0,0,0,0,5,0,5,4,0,0,5,6,22,9,18,0,66,0,0,0,3,0,3,3,6,0,15,8,4,9,9,20,67,25,57,4,198,0,0,0,0,9,5,3,10,0,34,0,10,7,0,13,6,9,6,0,47,0,7,4,0,0,3,0,0,0,15,3,0,0,3,9,10,7,17,0,59,0,0,4,0,0,0,8,6,0,22,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,3,4,0,25,0,0,0,0,3,4,0,4,0,17,0,0,0,4,23,8,5,3,0,47,0,0,3,0,0,3,5,0,0,18,3,0,0,0,0,3,0,0,0,11,0,0,0,3,0,3,0,0,0,4,0,5,0,3,8,11,7,19,0,52,0,0,3,0,5,10,3,13,12,47
UCL115064,0,4,4,3,4,3,6,8,0,31,3,0,0,4,0,0,0,10,0,26,0,0,3,0,17,12,6,6,0,47,0,0,0,0,0,5,0,0,0,6,3,3,10,4,15,9,3,16,6,67,0,0,0,0,0,6,0,0,0,5,0,5,3,3,0,3,6,8,0,40,0,3,0,0,3,3,3,11,0,26,0,0,4,4,3,3,0,13,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,3,0,5,0,0,0,0,10,0,0,3,0,24,3,4,4,0,36,0,0,0,0,3,4,0,4,0,16,0,0,4,0,4,0,3,3,0,17,0,0,0,0,6,0,0,0,0,4,0,4,3,0,5,3,6,4,0,18,0,0,0,3,6,3,0,3,0,20
