UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL121005,4,0,0,4,0,9,6,15,0,36,3,3,3,5,3,17,4,12,0,43,4,3,3,9,15,26,4,11,0,71,3,6,0,3,6,4,7,3,0,29,3,4,8,3,10,12,0,0,0,47,0,0,6,0,5,4,3,0,0,16,0,0,0,0,0,4,3,9,0,24,0,9,0,3,3,8,0,0,0,28,0,4,0,0,0,3,0,0,0,8,13,40,21,29,45,82,19,47,0,302
UCL121006,0,0,0,0,5,12,0,3,0,24,3,5,4,3,3,8,3,3,0,29,3,7,9,5,20,9,0,3,0,52,0,6,3,6,3,0,0,3,0,24,0,9,3,5,3,4,0,3,0,26,0,3,0,6,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,11,0,5,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,5,37,18,34,45,39,13,19,3,209
UCL121007,3,5,4,4,9,3,4,27,0,56,3,3,8,8,11,6,8,7,0,56,4,6,3,8,11,18,7,9,5,72,3,3,12,18,8,8,6,3,3,74,0,0,7,13,16,12,0,3,0,49,0,11,0,7,11,0,3,6,0,42,3,3,3,8,9,9,3,0,0,31,0,18,10,14,7,11,3,6,4,62,0,0,0,0,0,0,0,0,3,5,20,50,43,75,73,59,45,67,17,453
UCL121008,4,0,0,3,3,5,4,15,0,42,3,8,3,0,6,6,8,3,0,34,0,4,0,4,10,11,3,8,0,47,0,6,9,6,7,3,0,4,0,36,0,3,9,8,12,0,3,3,0,35,0,7,3,0,3,3,3,3,3,26,3,3,0,5,3,15,9,6,3,45,0,10,6,0,4,9,6,6,0,43,0,0,0,0,3,3,0,3,3,7,14,38,28,33,53,51,32,55,8,322
UCL121009,0,0,0,0,0,0,0,3,0,5,0,4,0,0,9,0,0,3,0,14,0,0,0,0,3,3,0,0,0,10,5,0,9,8,4,3,0,3,0,33,0,3,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,0,0,4,0,5,0,0,7,4,20,3,5,3,4,5,3,0,3,3,31,0,0,0,0,0,0,0,4,0,4,3,12,15,20,32,13,4,24,3,122
UCL121010,0,3,0,0,0,0,7,7,0,21,0,4,0,3,3,4,3,14,0,26,0,4,4,10,3,9,4,20,0,50,4,5,0,3,3,4,0,0,0,22,0,3,3,5,8,0,0,3,4,25,0,3,0,0,3,0,5,0,0,13,3,7,3,4,8,9,4,27,0,66,4,6,12,5,7,12,4,3,3,54,0,0,0,0,0,0,0,0,0,0,9,31,21,30,35,39,30,81,8,282
UCL121011,0,0,0,3,0,0,0,0,0,11,0,5,5,4,3,3,0,5,0,29,0,3,3,10,16,3,0,0,0,36,3,14,12,18,6,0,3,3,0,63,0,0,5,4,8,0,0,0,0,19,0,12,0,3,3,0,0,0,0,29,0,3,0,0,0,0,0,0,0,13,7,5,3,3,3,6,0,5,0,38,0,0,0,0,0,0,0,0,6,4,11,52,33,47,41,20,4,22,3,237
UCL121012,3,3,0,4,8,11,6,23,0,61,3,5,11,10,14,10,8,11,0,86,0,7,10,9,19,22,9,18,0,81,3,10,8,4,6,0,5,0,0,39,6,6,15,17,10,7,3,0,0,66,0,13,8,5,7,3,3,4,0,42,8,4,3,4,8,3,3,14,3,54,0,14,5,3,3,3,3,0,0,33,0,0,0,3,0,0,0,3,0,8,19,52,59,59,86,68,33,76,8,473
UCL121013,0,0,0,3,5,3,0,14,0,28,0,0,0,4,19,9,4,11,0,53,0,0,5,3,7,11,0,8,0,23,6,3,4,11,13,9,5,9,0,57,0,0,0,4,4,3,0,5,3,21,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,5,0,3,0,13,0,3,3,5,3,4,3,3,0,30,0,0,0,0,0,3,0,0,3,10,9,6,12,33,55,46,14,57,8,240
UCL121014,9,3,5,3,8,17,8,19,0,64,0,11,7,16,7,27,8,19,0,94,0,3,4,3,19,15,8,16,0,56,4,8,3,14,4,3,3,0,0,34,0,3,4,12,17,11,4,8,0,55,0,9,3,4,3,5,0,3,0,27,0,0,0,0,0,0,0,3,0,9,0,9,3,3,3,5,0,0,0,29,0,0,0,0,3,5,0,0,0,11,12,43,33,49,60,94,24,67,7,396
UCL121015,0,0,0,0,0,6,0,10,0,23,0,9,3,13,8,7,0,0,0,39,3,4,3,7,9,4,9,7,0,51,0,7,8,10,5,3,0,0,0,26,0,3,3,6,9,3,0,3,0,34,0,3,0,0,4,0,0,3,0,14,0,0,0,0,3,8,0,4,0,20,0,5,3,5,9,3,3,0,0,34,0,0,0,0,0,0,0,0,8,8,8,32,30,41,49,38,14,29,14,248
UCL121016,0,0,0,3,3,3,6,11,0,26,0,0,3,0,5,7,3,4,0,28,0,4,4,7,15,22,10,22,3,89,3,0,11,9,8,5,0,3,0,40,4,6,0,6,12,7,3,3,0,42,4,9,5,4,3,4,0,0,0,32,0,0,0,3,7,11,3,11,0,38,3,15,8,3,7,9,6,3,3,52,0,0,0,0,0,0,0,0,3,3,19,38,29,36,62,57,38,51,4,342
UCL121017,4,4,0,6,3,3,4,14,0,43,0,4,12,14,14,14,13,20,0,97,0,3,10,3,6,19,7,10,0,47,5,6,4,8,7,4,4,0,0,33,5,5,3,4,9,5,3,0,0,42,0,4,0,4,3,0,3,6,0,19,0,0,0,0,0,0,3,8,0,18,0,3,3,0,3,3,4,6,0,21,0,0,0,0,0,0,0,0,0,0,12,39,38,40,49,50,37,64,4,324
UCL121018,0,3,0,0,3,9,3,14,0,30,4,4,12,12,7,19,8,9,0,71,0,4,9,7,7,7,7,4,0,35,0,3,0,9,3,0,0,3,0,25,0,11,4,3,6,5,0,0,0,30,0,14,3,3,0,3,0,0,0,20,0,0,0,0,0,0,0,3,0,7,0,9,0,3,9,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,8,47,30,44,39,40,19,30,6,256
UCL121019,6,4,3,3,7,11,9,22,0,50,0,0,3,8,3,4,13,17,0,40,0,0,3,3,13,5,8,4,0,41,0,10,5,7,0,8,3,7,0,40,0,7,7,5,8,3,0,3,0,26,0,0,4,0,0,3,0,3,0,17,0,3,0,3,8,3,0,3,3,26,0,7,6,9,9,7,3,8,0,48,0,0,0,0,0,0,0,3,0,4,7,29,28,36,39,47,33,70,5,290
UCL121020,0,0,0,0,0,4,12,14,0,30,3,4,6,5,7,9,5,6,0,41,0,4,3,7,13,4,10,3,0,44,0,8,3,7,4,4,0,8,0,32,0,0,4,3,8,3,0,0,0,28,0,4,3,7,3,0,0,0,0,26,3,0,4,0,3,3,5,3,0,27,0,12,0,9,7,3,3,3,3,44,0,0,0,0,3,0,0,0,0,5,8,36,32,44,46,31,37,34,3,274
UCL121021,0,0,0,0,4,0,0,4,0,9,0,3,0,4,0,3,0,0,0,8,0,3,3,5,3,0,6,0,0,25,0,3,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,9,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,9,3,3,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,4,0,20,11,12,12,17,8,6,4,93
UCL121022,0,4,0,3,0,7,3,13,0,28,3,3,11,5,6,7,3,3,0,35,3,3,4,7,22,6,9,6,0,58,3,7,11,10,7,0,3,3,0,49,0,0,0,9,10,8,3,0,0,40,0,14,3,3,7,3,3,0,0,30,0,0,3,0,4,9,3,11,0,41,0,12,12,13,13,10,7,0,5,59,0,0,0,0,0,0,0,0,3,7,9,40,40,50,74,49,28,40,11,348
UCL121023,0,0,0,0,0,3,0,0,0,5,0,3,6,3,3,0,0,0,0,10,0,0,3,0,6,8,4,0,0,27,0,5,7,6,10,0,0,0,0,33,0,0,3,8,5,4,0,0,0,23,7,11,0,3,8,4,3,0,3,38,0,0,4,0,4,8,0,10,3,30,0,6,6,7,0,3,0,0,0,19,0,0,0,0,0,0,0,0,3,3,6,26,28,25,37,27,11,15,7,188
UCL121024,0,0,0,3,16,10,11,6,0,45,0,6,9,9,11,25,3,13,0,76,0,0,3,5,8,18,7,12,0,59,0,11,6,13,3,8,3,3,0,52,0,11,5,6,9,5,3,3,0,37,0,5,8,0,7,0,0,3,0,21,0,3,0,0,0,0,0,0,0,9,0,3,0,3,5,0,0,3,0,15,0,0,0,0,0,0,0,0,3,3,3,41,30,32,53,68,26,48,3,318
UCL121025,3,3,0,6,6,6,5,10,0,37,4,10,19,12,13,21,12,15,0,104,7,3,3,9,9,12,9,6,3,50,4,10,11,13,5,10,3,3,3,58,3,7,3,8,8,6,4,0,0,38,0,11,10,11,0,3,0,0,0,37,0,0,3,0,3,0,0,3,0,13,3,18,6,3,3,0,5,4,3,37,0,0,0,0,0,0,0,0,0,7,23,52,53,50,46,61,37,46,11,377
UCL121026,0,0,0,0,3,3,0,7,0,14,3,8,8,3,8,7,4,10,0,58,0,3,0,3,10,11,7,5,0,39,0,11,0,14,7,3,0,0,0,38,0,7,4,3,8,3,4,0,0,23,0,10,3,5,0,4,0,3,0,31,0,0,0,0,3,3,3,3,0,11,0,5,4,7,3,5,0,3,0,28,0,0,0,0,5,0,0,0,0,10,3,36,24,35,47,46,19,37,3,256
UCL121027,0,3,3,3,10,13,9,18,0,57,3,12,11,18,19,18,13,19,0,118,0,3,7,10,11,13,9,14,0,65,3,9,10,12,18,7,3,0,3,59,0,9,11,11,18,10,3,5,0,61,3,13,4,11,10,4,0,3,0,57,0,3,0,3,0,0,0,4,0,13,0,13,7,5,11,4,4,4,5,43,0,0,0,0,0,0,0,4,3,10,13,59,54,70,95,66,40,76,7,474
UCL121028,0,3,0,0,0,0,0,4,0,17,3,3,6,10,5,11,3,3,0,45,0,4,6,3,6,16,4,0,0,43,0,6,9,3,3,0,0,0,0,25,0,8,6,4,4,3,0,0,0,30,0,4,3,8,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,15,0,7,3,0,3,3,3,0,0,25,0,0,0,3,0,0,0,0,0,0,9,42,31,34,31,37,13,15,0,222
UCL121029,0,0,0,0,3,3,3,6,0,18,0,0,3,4,3,0,3,0,0,21,0,3,0,3,6,6,3,18,0,41,0,4,3,9,7,4,0,0,0,29,0,0,3,0,9,0,0,0,0,13,0,4,0,3,4,0,0,0,0,16,0,5,3,9,13,3,3,16,0,46,0,12,3,5,7,13,3,0,3,50,0,0,0,0,3,0,0,0,0,7,9,30,19,30,43,35,17,50,3,246
UCL121030,0,0,0,0,8,0,0,5,0,16,0,0,0,4,7,0,0,0,0,12,0,0,0,0,3,0,0,0,0,8,0,0,0,3,9,0,0,0,0,19,0,3,0,4,11,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,12,0,7,0,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,3,9,4,14,4,17,37,8,6,8,4,104
UCL121031,4,4,0,3,3,8,6,13,0,40,3,4,5,0,10,10,3,0,0,26,0,0,4,5,11,9,9,6,0,49,3,9,4,8,11,6,3,5,0,44,4,4,0,8,7,4,4,0,0,41,0,3,3,3,7,4,0,0,0,18,4,0,4,4,14,5,8,12,0,51,4,9,3,14,37,8,5,11,9,93,0,0,0,0,3,0,3,0,0,12,27,38,26,43,99,53,36,45,8,373
UCL121032,0,3,3,4,6,9,0,11,0,33,6,9,13,13,17,19,3,8,0,85,3,11,3,8,9,5,5,4,0,59,5,3,10,15,11,7,3,4,0,49,0,9,13,8,8,5,4,4,0,49,3,8,4,10,0,7,4,0,0,36,0,0,0,0,4,0,3,3,0,22,0,6,7,4,4,8,3,3,0,39,0,0,0,0,0,0,0,0,4,6,17,50,49,61,62,57,25,36,7,369
UCL121033,0,3,4,5,3,7,6,11,0,37,0,0,3,3,9,3,0,0,3,23,0,0,3,0,3,9,0,4,0,22,0,5,8,11,4,6,0,0,0,32,0,4,0,7,4,0,0,4,0,24,0,9,0,3,0,5,0,0,0,20,0,0,0,0,3,4,9,3,0,22,0,8,0,7,3,9,4,9,0,49,0,0,0,0,0,0,0,0,5,9,8,36,19,39,31,44,23,38,11,237
UCL121034,3,0,5,3,0,7,6,33,0,60,6,7,3,10,12,6,9,11,0,66,0,5,3,3,7,4,11,15,0,45,0,5,9,9,10,10,3,9,0,51,0,0,3,10,8,7,3,0,0,43,0,5,4,10,10,4,5,14,0,52,0,0,0,0,0,4,0,3,0,8,0,6,3,7,3,3,3,3,0,22,0,0,0,0,0,0,0,3,0,3,8,26,30,50,46,53,41,88,10,347
UCL121035,0,0,0,3,4,7,3,13,0,32,0,3,8,12,3,10,3,9,0,38,0,0,3,8,10,17,13,11,3,63,3,14,14,14,3,7,3,4,0,61,3,3,6,5,19,6,5,3,0,49,3,7,9,3,0,3,0,4,0,36,0,10,0,5,14,15,9,3,0,57,0,7,3,14,6,4,3,0,3,40,3,3,0,0,0,0,0,0,0,4,17,43,42,58,59,71,39,48,4,381
UCL121036,0,3,0,4,12,13,8,22,0,60,4,8,7,10,5,5,6,10,0,69,4,0,4,3,13,15,8,8,0,58,6,10,9,10,5,3,3,8,0,49,0,15,7,10,18,3,3,3,0,63,0,18,11,11,9,3,0,0,0,50,0,0,3,3,6,6,0,10,0,30,5,11,3,0,4,0,6,6,0,36,0,0,0,0,0,0,0,3,0,3,23,64,44,52,74,55,31,63,8,417
UCL121037,0,3,0,0,9,3,3,6,0,29,3,7,9,3,12,9,0,8,0,57,0,11,3,3,9,18,4,11,0,64,3,9,7,5,0,0,0,4,0,35,3,5,3,3,15,0,4,5,0,36,0,7,3,5,3,6,0,3,0,29,0,0,0,0,0,0,3,0,0,8,0,7,5,0,14,8,5,0,0,37,0,0,0,0,0,3,0,3,0,8,5,48,34,19,65,50,29,38,3,299
UCL121038,0,0,0,5,3,3,0,8,0,19,3,3,0,0,4,5,0,0,0,21,0,3,3,6,12,14,4,12,0,39,0,3,6,3,9,4,0,3,0,25,0,3,0,5,3,7,0,0,0,15,0,0,3,3,0,0,0,0,0,11,3,0,0,0,3,3,0,5,0,21,0,0,8,0,8,6,3,7,0,30,0,0,0,0,0,0,0,0,3,4,9,14,16,18,34,42,8,32,6,190
UCL121039,0,0,4,0,3,8,3,14,0,35,3,0,0,4,3,5,0,0,0,14,3,0,0,3,3,4,0,4,0,26,0,3,5,4,3,3,0,0,0,19,0,0,3,4,4,3,0,4,3,22,0,0,3,0,3,0,0,0,0,8,3,0,3,0,5,3,0,3,0,16,0,3,9,8,11,6,3,3,0,46,0,0,0,0,0,0,0,0,3,6,12,12,28,26,37,37,9,35,7,201
UCL121040,0,3,0,4,7,17,10,17,0,53,4,5,11,14,5,11,6,6,0,59,0,3,0,4,6,15,3,9,3,37,0,8,5,3,0,3,0,0,0,26,0,9,6,4,3,3,0,0,0,27,0,3,0,0,3,5,0,4,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,5,36,25,32,28,53,22,39,4,250
UCL121041,0,0,0,3,7,6,3,20,0,38,3,6,11,3,17,7,5,16,3,68,3,0,0,3,7,7,3,19,0,46,4,4,5,9,7,4,0,3,0,30,3,7,4,3,14,5,4,0,0,42,7,10,0,0,6,0,3,4,3,31,0,0,0,0,0,0,3,8,0,6,0,6,0,4,4,3,0,3,0,19,0,0,0,3,0,0,0,0,0,7,17,31,22,28,59,41,22,64,7,292
UCL121042,0,0,0,0,3,3,0,9,0,15,0,0,4,3,7,0,0,3,0,24,3,3,3,0,8,7,5,3,0,37,0,0,3,10,5,3,0,0,3,19,0,5,3,3,4,0,0,0,0,21,0,0,0,0,3,0,4,0,0,9,0,3,3,0,6,3,0,6,0,19,0,3,7,3,3,4,3,0,0,25,0,0,0,0,0,3,0,0,4,5,7,17,29,17,39,25,15,16,8,177
UCL121043,3,0,0,3,0,10,7,17,0,49,4,5,7,8,12,22,14,14,0,82,0,0,5,3,6,4,0,0,0,28,3,11,13,3,3,0,4,0,0,38,3,3,10,4,7,0,0,3,0,27,0,4,3,0,3,0,0,6,0,19,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,3,13,36,45,28,30,42,29,46,3,273
UCL121044,4,0,3,3,10,6,13,17,0,58,0,3,9,16,15,16,3,18,0,77,3,6,5,0,12,17,7,11,0,67,0,7,4,3,4,7,0,0,0,25,0,6,5,5,9,12,3,4,0,47,0,4,7,6,4,3,0,0,0,26,0,0,0,0,3,3,0,3,0,15,3,4,4,3,3,5,0,3,0,22,0,0,0,0,0,0,0,0,0,3,9,33,38,39,50,64,36,57,4,336
UCL121045,0,0,3,0,3,3,0,0,0,10,3,8,9,6,6,3,0,8,0,35,0,3,4,5,5,13,0,6,0,33,0,3,8,4,0,0,0,0,0,26,3,5,4,3,7,3,0,3,0,30,3,6,0,8,9,3,0,0,0,30,0,0,0,0,0,0,0,3,0,7,0,8,8,5,3,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,11,29,34,29,37,30,8,24,3,202
UCL121046,0,0,3,0,3,3,4,14,0,26,6,0,7,6,8,9,3,9,0,48,0,4,0,0,6,12,5,4,0,32,0,3,3,7,6,0,3,3,6,36,0,3,5,8,13,8,3,4,0,43,0,0,6,0,0,0,0,3,0,12,4,3,3,0,7,5,5,6,0,26,0,4,0,0,0,3,0,0,3,18,0,0,0,0,0,3,0,0,0,3,16,24,24,24,41,47,23,38,10,247
UCL121047,0,0,3,0,3,6,5,11,0,37,4,3,4,13,14,18,3,6,0,60,3,0,4,5,12,9,0,5,0,45,3,8,7,11,9,4,3,0,0,44,0,3,6,5,4,5,0,0,0,34,5,12,6,4,6,0,0,3,0,32,3,0,0,0,0,3,0,0,0,13,0,6,8,3,3,3,0,3,0,24,0,0,0,0,0,0,0,0,7,4,11,36,37,48,56,51,16,35,5,299
UCL121048,3,3,0,3,5,7,3,15,0,38,0,0,5,4,7,6,3,8,0,35,0,3,3,3,12,9,7,6,3,48,4,0,3,0,6,9,0,0,0,22,4,4,11,7,8,7,0,0,0,44,0,15,7,6,4,3,0,3,3,39,3,3,3,4,7,3,5,4,0,35,3,8,11,6,19,5,3,7,0,64,0,0,0,0,0,0,0,0,0,5,14,35,40,43,67,51,28,41,5,331
UCL121049,0,0,0,0,3,0,3,3,0,15,0,0,3,7,5,0,0,3,0,24,0,3,0,3,11,4,0,0,0,22,0,4,0,8,0,0,0,0,0,14,0,5,3,9,4,0,3,0,0,24,0,5,3,3,3,0,0,0,0,19,4,0,0,0,3,0,0,0,0,14,0,5,4,4,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,3,29,16,34,29,8,8,11,5,152
UCL121050,3,4,0,4,7,12,8,16,0,45,0,3,5,9,11,7,8,5,0,56,0,0,3,4,13,9,7,13,0,51,3,9,4,11,4,3,9,0,3,48,0,8,10,7,15,7,0,0,0,42,0,11,7,4,0,7,0,3,3,31,0,3,0,0,3,3,0,0,0,17,0,13,12,3,10,10,3,3,0,51,0,0,0,0,3,0,0,0,7,10,10,52,37,41,61,62,35,45,10,359
UCL121051,0,3,0,3,4,9,4,20,3,43,3,5,5,6,6,10,0,4,0,37,0,9,0,5,11,5,8,5,0,38,0,7,6,3,4,0,0,3,0,32,3,10,3,10,6,5,0,0,0,42,0,3,3,3,3,0,3,0,0,19,0,3,7,4,4,0,4,7,3,33,0,7,3,4,5,5,3,0,0,26,3,0,0,0,0,0,0,0,0,8,18,48,36,33,44,34,24,40,6,290
UCL121052,5,4,0,3,3,13,6,24,0,50,4,9,7,3,12,15,7,10,0,59,0,9,0,6,13,14,3,12,0,54,3,9,8,4,4,0,0,0,0,33,0,7,10,8,8,3,4,7,0,40,0,4,4,3,3,0,0,0,0,23,0,0,4,0,3,3,5,0,0,9,3,9,8,5,0,3,0,0,0,30,0,0,0,3,0,0,0,0,0,3,18,42,35,35,46,48,26,49,3,305
UCL121053,0,4,3,3,8,12,4,19,0,54,3,6,19,19,17,25,8,18,0,118,0,0,3,6,21,29,5,6,0,79,5,18,8,5,9,3,3,3,0,61,0,10,12,9,14,13,0,0,0,55,0,20,5,3,3,3,5,3,0,43,3,0,0,0,8,0,7,11,0,28,0,9,3,0,4,6,3,4,0,25,0,0,0,4,0,3,0,0,4,9,11,65,55,49,87,84,38,74,3,472
UCL121054,3,0,0,3,7,9,8,14,0,44,0,3,0,5,9,3,0,0,0,21,0,8,0,3,17,18,3,5,0,60,0,4,6,3,9,3,0,4,0,30,0,3,5,3,6,11,3,3,0,38,0,6,5,13,0,9,0,0,0,34,4,3,0,0,6,0,3,10,0,30,0,8,4,3,8,10,3,3,0,46,0,0,0,0,3,0,0,0,3,9,13,28,31,36,64,58,18,42,9,311
UCL121055,4,0,0,0,9,20,10,21,0,65,0,7,14,8,11,16,10,10,0,67,3,3,3,5,12,26,3,15,0,77,3,5,5,3,6,0,0,0,0,30,4,4,6,11,15,6,4,0,0,62,3,18,8,4,0,3,3,3,0,39,0,0,3,0,3,0,3,6,0,17,0,14,3,8,8,0,0,5,0,38,0,0,0,0,0,0,0,0,0,4,14,62,42,47,57,74,31,65,5,400
UCL121056,0,0,3,0,3,4,0,5,0,18,0,4,4,14,18,15,3,7,0,68,4,4,4,7,10,9,3,9,0,55,0,7,8,7,4,0,0,3,0,34,0,10,10,7,9,5,3,0,0,42,0,3,3,3,3,4,0,0,0,28,0,0,0,3,3,0,3,3,0,13,3,7,4,0,14,10,0,3,0,37,0,0,0,0,0,0,0,0,0,4,10,32,33,53,66,50,16,30,4,297
UCL121057,0,0,0,3,0,6,0,6,0,20,4,3,8,5,9,10,0,5,0,43,0,5,0,10,13,19,6,9,0,72,0,15,19,8,7,0,0,0,0,51,4,4,7,12,9,7,0,0,0,41,3,10,3,10,12,3,0,0,0,35,0,0,0,0,4,4,5,4,0,22,0,16,0,7,7,3,0,3,3,43,0,0,0,0,0,0,0,0,0,3,13,49,37,42,65,58,13,31,4,322
UCL121058,0,0,3,0,8,9,0,3,0,28,0,3,3,3,9,12,0,3,0,37,0,3,3,9,24,30,11,14,0,94,3,5,7,6,3,11,0,3,0,42,0,3,8,10,13,16,3,0,0,54,0,8,3,6,3,0,0,3,0,23,3,3,3,7,5,6,11,9,0,43,0,10,0,3,10,7,3,0,0,30,0,0,0,0,0,6,0,0,4,10,12,37,33,41,69,82,37,40,6,354
UCL121059,5,3,4,0,17,17,10,31,3,84,15,18,7,22,35,23,13,29,5,165,0,6,5,6,23,22,13,16,0,92,3,14,16,17,15,6,5,3,0,70,8,18,21,19,26,20,11,10,0,128,9,21,11,5,7,3,3,8,3,75,3,5,3,3,8,5,5,14,3,56,3,11,5,4,6,3,4,6,0,47,0,0,0,0,0,0,0,0,7,6,42,97,81,77,125,101,54,115,19,715
UCL121060,0,0,0,0,7,8,0,6,0,21,3,3,9,3,3,9,5,3,0,35,3,0,3,8,4,10,10,5,0,48,0,11,0,9,3,3,0,3,0,27,0,3,6,9,12,7,0,0,0,34,0,8,0,0,3,0,3,5,0,26,0,0,0,0,4,3,0,0,0,10,3,13,4,3,3,8,4,0,3,30,0,0,0,0,0,0,0,0,0,3,10,37,28,33,40,46,22,27,7,244
UCL121061,0,3,3,5,13,5,7,25,0,60,3,8,4,6,18,15,8,20,3,92,3,3,4,7,12,13,15,24,0,72,0,6,11,8,9,8,0,3,0,47,3,11,5,9,11,11,7,0,0,65,0,10,3,10,6,10,3,4,0,53,0,0,0,6,3,3,3,12,0,32,6,14,6,0,9,8,0,3,0,48,0,0,0,0,0,0,0,0,3,6,17,53,35,56,78,77,39,96,10,473
UCL121062,0,6,9,0,7,14,13,19,0,68,6,11,15,20,20,24,15,26,0,130,3,3,4,0,15,25,12,15,0,75,5,14,12,4,16,6,0,3,3,62,3,11,9,12,9,16,0,3,0,67,0,10,4,8,4,10,3,3,0,39,3,7,4,3,6,10,0,4,0,27,3,9,10,11,9,3,3,4,0,40,0,0,0,0,5,0,0,0,3,5,19,64,59,48,81,99,54,86,3,518
UCL121063,0,0,0,5,0,4,0,8,0,19,3,5,9,7,0,3,0,5,0,33,0,3,3,5,11,3,3,7,0,33,6,11,3,3,0,0,3,0,0,28,0,11,6,3,5,0,0,0,0,29,0,10,3,4,3,3,3,3,0,28,0,0,0,3,0,3,4,7,0,23,0,10,3,4,3,0,0,0,0,30,0,0,0,0,0,0,0,0,3,8,17,47,32,30,30,26,15,32,7,233
UCL121064,0,3,3,0,0,3,3,0,0,13,0,3,5,13,3,10,0,3,0,41,3,3,4,3,9,9,3,3,0,43,3,3,5,6,3,3,0,7,0,30,0,4,0,8,14,3,0,3,0,31,0,9,9,9,4,0,0,0,0,24,0,7,0,0,3,5,0,10,0,20,0,11,3,6,6,0,0,6,0,29,0,0,0,0,0,0,0,0,0,5,10,40,23,38,47,31,13,32,0,235
UCL121065,0,0,3,3,7,11,9,32,0,64,4,8,3,5,5,10,0,0,0,36,0,0,8,3,9,11,0,3,3,33,3,3,8,11,10,3,0,5,0,41,3,8,4,10,9,9,0,0,0,36,0,0,3,3,5,3,3,0,0,16,0,4,3,8,5,7,0,6,0,35,0,9,0,10,6,3,3,0,0,34,0,0,0,0,0,0,0,0,3,7,16,33,31,46,56,52,21,51,10,314
UCL121066,3,4,3,0,9,21,7,17,3,76,7,10,9,14,15,13,6,11,0,82,3,4,12,12,25,33,9,13,0,117,3,15,17,20,7,12,9,4,0,80,8,8,14,17,19,8,5,5,0,83,8,17,14,6,6,3,6,4,0,60,0,3,4,0,8,8,7,5,0,28,0,11,7,9,9,3,6,0,0,49,0,4,0,0,0,0,0,0,0,6,27,76,81,86,95,98,55,57,4,580
UCL121067,3,0,0,5,4,9,3,13,0,38,7,3,8,9,5,10,11,14,0,73,4,3,3,0,6,5,7,5,0,32,0,12,5,4,3,3,3,3,0,25,0,8,3,5,8,4,5,9,0,49,0,9,3,5,3,3,0,6,0,37,0,3,0,3,3,0,0,4,0,17,0,3,4,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,40,34,28,37,37,32,55,0,279
