LGA_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
LGA14600,3,40,72,24,61,71,272,13,29,31,10,4,0,88,74,42,69,11,27,3,233,28,3,20,3,6,0,63,0,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,8,6,8,12,4,39,127,125,213,53,118,82,708,3,20,55,15,73,60,224,5,11,18,0,8,3,45,49,73,77,41,26,3,265,55,6,42,4,10,3,117,4,0,7,4,3,0,20,5,0,5,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14650,18,962,238,89,44,303,1653,61,465,72,60,40,15,709,716,974,471,76,151,38,2428,1774,521,934,23,110,29,3390,1525,156,560,5,40,13,2308,2060,25,503,7,47,13,2654,802,7,182,0,23,3,1019,290,9,56,0,5,3,360,28,0,12,0,3,0,46,4,14,3,0,0,0,24,0,0,0,0,0,0,4,3,3,4,0,3,0,10,0,0,3,0,0,0,3,34,66,10,3,3,0,118,89,188,96,36,34,35,485,7413,3386,3150,304,502,441,15198,20,292,289,45,42,187,864,6,890,41,63,24,5,1028,167,799,251,145,110,10,1487,604,527,433,78,128,13,1777,424,218,416,19,31,8,1122,1486,374,658,10,80,11,2618,2877,114,861,10,69,21,3960,1741,16,346,3,26,5,2129,490,4,98,0,9,0,607,87,3,20,0,4,0,116,32,3,7,0,0,0,44,15,14,3,0,0,0,27,3,0,0,0
LGA14700,7,118,47,45,17,61,300,0,29,4,12,0,0,47,19,31,22,4,7,0,90,27,13,31,0,18,0,95,92,3,32,0,3,0,136,571,10,100,0,0,4,683,860,3,168,3,9,4,1042,440,3,91,3,5,0,534,220,0,53,0,0,0,270,118,0,19,0,3,0,138,49,0,9,0,0,0,61,30,0,4,0,0,0,41,20,0,3,0,0,0,25,53,5,8,0,0,0,65,25,15,26,0,10,3,72,2527,228,625,71,71,77,3602,3,30,48,14,7,40,142,0,72,4,33,3,0,114,6,41,14,11,10,3,88,11,19,23,4,4,0,63,10,0,16,3,3,0,39,32,13,35,0,5,0,87,241,8,86,0,12,0,353,983,0,176,0,5,0,1179,506,3,101,0,3,0,624,274,0,60,3,7,0,340,179,0,29,0,0,0,210,88,3,21,0,0,0,115,54,0,14,0
LGA14750,9,58,51,14,27,47,209,26,43,17,0,3,0,86,99,44,88,3,26,0,264,242,25,72,0,5,3,343,47,4,23,0,0,0,73,15,0,9,0,0,0,21,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,13,0,6,0,25,435,182,274,20,73,53,1042,0,12,39,18,30,42,143,11,38,9,0,3,5,60,73,34,71,0,17,5,198,198,31,80,0,22,0,330,115,3,42,0,0,0,168,65,0,13,0,0,0,77,28,0,4,0,0,0,37,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14850,15,217,122,46,30,131,544,32,81,51,33,19,0,211,437,108,319,58,108,16,1040,737,65,462,8,49,5,1321,338,9,203,4,16,3,577,375,3,171,7,11,6,575,121,3,78,3,4,3,207,17,3,17,0,4,0,41,7,0,11,0,0,0,13,3,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,23,23,35,50,6,8,11,140,2109,531,1485,168,253,168,4705,4,54,113,18,16,98,301,4,175,30,8,8,0,235,107,117,171,39,46,7,486,354,75,250,31,47,7,766,262,28,214,6,29,3,538,478,33,235,12,26,6,788,686,17,316,4,26,3,1052,249,3,95,0,7,4,358,20,0,22,0,0,3,41,3,0,4,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA14870,4,141,62,14,23,54,297,32,64,20,7,3,0,125,299,139,177,5,15,4,653,345,56,122,0,12,3,540,73,0,31,0,0,0,103,34,0,18,0,0,0,56,7,0,3,0,3,0,11,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,3,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,18,16,13,19,5,9,7,62,813,438,456,35,78,66,1883,4,43,56,3,20,50,168,9,108,10,0,0,0,124,116,109,88,9,9,0,336,305,100,133,0,20,6,570,170,31,75,0,10,3,281,168,8,36,3,3,3,223,66,4,21,0,0,0,87,35,0,7,0,0,0,41,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0
LGA14900,26,1230,164,83,44,210,1758,6,543,13,43,15,11,630,275,1030,109,89,399,37,1941,1809,459,349,32,327,38,3013,1080,258,349,9,73,22,1792,2294,189,409,4,90,27,3009,1481,35,224,0,49,9,1799,351,7,62,3,13,0,440,47,3,18,0,3,0,72,17,8,8,0,0,0,28,3,0,0,0,0,0,7,0,0,3,0,0,0,7,0,0,0,0,0,0,7,26,71,10,3,7,8,121,115,242,88,19,54,28,541,7544,4081,1803,284,1068,386,15161,23,525,192,31,34,151,958,3,1044,0,25,7,9,1095,40,898,62,102,49,9,1156,116,601,117,58,139,3,1034,255,215,152,22,256,4,915,1107,207,271,34,162,13,1803,2229,317,471,42,120,13,3189,2996,97,551,4,100,21,3777,1208,10,157,3,34,12,1423,205,3,20,0,10,0,241,34,3,7,0,0,0,52,11,9,0,0,0,0,25,12,0,0,0
LGA14920,10,29,67,8,55,61,235,15,14,29,31,4,0,92,97,22,121,6,21,0,266,31,3,42,0,13,0,90,3,3,5,0,0,0,11,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,16,3,24,4,46,168,75,292,54,114,68,764,3,10,44,7,63,56,180,3,10,11,11,0,0,41,50,21,72,21,15,3,185,96,14,93,0,15,0,216,27,4,31,0,3,0,68,48,0,18,0,4,0,70,33,0,12,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
LGA14950,0,3,35,4,12,25,85,8,3,7,0,6,0,19,13,0,25,3,3,0,46,7,3,7,0,0,0,18,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,12,28,14,98,6,21,27,188,0,3,37,3,13,9,68,3,0,0,0,0,0,9,6,3,16,5,6,0,38,15,0,17,0,3,0,38,0,0,11,0,0,0,16,0,0,4,0,0,0,7,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15050,10,387,59,31,17,97,599,26,229,18,22,7,0,310,389,325,169,24,108,12,1029,780,234,239,14,73,9,1347,472,44,132,0,13,6,668,772,8,102,0,10,7,894,434,3,35,0,11,3,485,34,0,10,0,0,0,39,4,0,4,0,0,0,7,0,4,0,0,0,0,7,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,26,3,0,3,3,47,42,68,31,10,17,10,179,2981,1322,816,103,258,146,5624,0,118,65,9,17,53,267,7,331,7,18,3,7,376,90,346,79,22,37,6,583,327,238,121,14,63,6,769,221,97,126,8,80,0,534,566,112,221,8,48,4,956,1256,47,232,0,33,5,1569,906,7,98,0,4,0,1014,149,0,17,0,0,0,172,9,0,5,0,0,0,16,3,0,3,0,0,0,5,0,4,0,0,0,0,4,0,0,3,0
LGA15240,27,328,247,54,84,286,1029,83,132,99,63,40,8,425,837,227,528,129,100,23,1848,1635,109,555,16,82,12,2413,654,13,242,7,23,4,937,773,3,150,7,13,3,945,217,0,60,0,7,0,291,33,0,12,0,9,0,60,10,0,11,0,8,0,26,3,3,6,0,0,0,12,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,12,12,0,3,0,47,73,51,97,10,37,6,276,4367,880,2014,290,415,351,8318,19,92,217,27,86,205,652,29,242,41,26,16,5,359,349,206,295,118,89,15,1072,1168,175,478,76,83,13,2001,664,49,338,16,38,3,1109,1370,28,323,19,41,9,1792,1161,4,197,10,12,7,1394,317,3,69,0,9,0,402,30,0,7,0,3,0,46,13,0,9,0,4,0,27,7,0,4,0,3,0,10,7,0,0,0,0,0,9,0,0,0,0
LGA15270,18,88,80,22,65,109,373,27,45,26,4,19,0,124,249,79,124,5,68,4,530,366,44,103,3,24,3,550,146,3,30,0,5,4,194,131,0,19,0,5,0,156,48,0,9,0,3,0,58,4,0,4,0,0,0,11,6,0,3,0,0,0,14,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,15,9,7,28,4,18,3,78,1020,287,436,44,209,119,2107,12,7,93,3,55,88,261,9,26,10,3,10,0,60,78,83,78,6,20,3,278,203,64,86,10,31,7,393,138,54,57,3,20,0,272,262,28,66,3,8,0,361,256,6,44,0,4,3,316,148,0,27,0,7,0,183,37,0,3,0,0,0,41,3,0,3,0,0,0,4,4,0,3,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0
LGA15300,3,95,60,70,196,139,564,17,59,28,12,17,8,137,170,128,97,45,74,7,525,149,17,69,0,30,3,272,77,3,25,0,3,0,104,71,3,14,0,10,0,95,27,0,6,0,6,0,42,8,0,7,0,0,0,19,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,10,13,24,16,17,37,7,106,544,335,328,142,387,158,1888,5,59,53,29,188,107,440,3,46,10,7,8,0,72,131,105,85,112,57,3,501,171,92,91,15,42,4,414,69,9,22,0,18,0,122,135,6,34,0,15,0,193,68,3,14,0,5,0,86,17,0,9,0,13,0,47,3,0,0,0,3,0,7,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LGA15350,8,28,45,0,0,54,136,0,6,3,4,0,0,18,9,7,13,12,0,0,42,23,3,39,0,7,0,76,104,0,52,0,0,0,153,443,0,101,0,0,3,549,700,0,177,0,4,0,882,548,0,137,0,4,0,689,288,0,66,0,3,0,354,153,0,42,0,0,0,195,115,0,24,0,3,0,145,66,0,16,0,0,0,82,51,0,13,0,0,0,65,196,3,83,0,3,0,293,54,4,27,7,7,4,95,2757,50,831,34,35,59,3761,6,5,38,8,9,42,112,0,20,3,3,0,0,28,0,5,12,8,0,3,33,10,3,14,11,5,0,45,6,3,18,0,0,0,30,44,0,22,0,0,0,64,238,3,65,0,4,0,316,769,0,154,0,3,3,935,573,0,126,0,0,0,700,313,0,68,0,0,0,389,191,0,47,0,0,0,236,138,0,34,0,0,0,178,87,0,24,0
LGA15520,0,8,68,31,97,96,302,17,3,26,7,21,0,73,73,4,92,3,17,3,193,87,0,68,0,17,0,176,65,0,22,0,4,0,85,64,0,5,0,3,0,77,9,0,7,0,3,0,19,3,0,3,0,3,0,11,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,6,8,0,19,10,12,8,56,332,19,324,47,178,106,1010,4,3,56,38,70,57,220,7,5,9,4,10,0,36,49,3,96,5,14,4,170,116,3,67,4,14,0,203,51,0,19,0,4,0,82,110,3,24,0,7,0,145,65,0,9,0,3,0,82,24,0,9,0,3,0,31,0,0,5,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
LGA15560,6,5,45,11,60,48,182,10,3,15,11,12,0,49,31,10,73,9,22,5,152,32,0,26,0,15,0,68,3,0,0,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,0,34,78,21,166,39,130,57,497,0,3,29,4,31,33,113,0,0,15,7,5,0,25,28,6,48,8,18,5,111,36,4,44,6,13,0,107,5,0,11,0,6,0,24,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15650,8,106,46,4,63,72,300,27,80,17,7,5,0,132,175,78,66,17,23,3,365,359,58,83,0,32,3,532,114,0,33,0,6,3,150,115,0,13,0,0,3,127,68,0,6,0,0,0,70,8,0,0,0,0,0,7,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,5,0,0,0,0,16,12,21,20,0,24,3,80,885,357,284,24,155,86,1796,0,19,39,3,64,49,164,4,38,4,6,4,3,58,73,74,23,22,13,7,212,158,90,36,15,16,0,312,105,42,28,10,22,6,216,216,14,37,8,21,0,300,245,7,61,3,19,0,337,262,3,38,0,8,0,313,40,0,5,0,3,0,48,8,0,0,0,0,0,10,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0
LGA15700,8,105,63,53,20,70,320,25,44,24,48,32,0,170,153,84,130,9,44,5,421,339,7,139,0,15,3,512,149,7,57,0,0,0,216,97,0,24,0,5,0,123,16,0,3,0,3,0,25,10,0,0,0,0,0,11,9,0,0,0,3,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,13,15,14,18,6,3,6,65,822,276,457,116,130,90,1893,3,25,60,16,10,63,169,3,90,8,9,10,3,129,75,90,76,52,34,5,325,191,48,114,16,20,3,386,152,9,106,0,3,0,275,245,19,64,4,10,3,346,215,10,36,0,3,0,268,57,5,13,0,3,0,70,7,0,0,0,3,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA15750,3,64,91,35,90,109,396,36,36,42,16,19,3,151,152,76,162,22,49,10,465,83,32,94,3,22,0,234,36,0,47,0,9,0,88,17,0,13,0,4,0,39,3,0,6,0,0,0,7,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,0,0,15,4,16,20,0,29,0,76,344,239,471,81,232,124,1485,3,22,65,4,84,78,258,5,45,22,8,7,0,87,138,67,116,16,51,9,394,76,72,89,11,40,7,292,34,10,51,3,13,0,114,40,4,47,0,21,0,113,53,3,25,0,3,0,94,36,0,15,0,5,0,60,9,0,7,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA15800,4,27,51,3,19,38,147,28,17,23,7,12,0,78,75,37,101,3,21,4,248,19,0,26,0,6,0,59,9,0,5,0,0,0,17,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,7,0,17,140,83,218,18,73,45,573,3,6,34,3,25,24,94,6,7,16,0,4,3,36,50,19,71,12,16,0,167,62,14,63,0,10,0,150,17,0,16,0,0,0,37,16,0,7,0,0,0,29,0,0,6,0,0,0,5,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0
LGA15850,0,38,35,21,40,49,178,11,24,18,17,10,0,80,72,47,69,7,28,3,230,108,0,31,0,4,0,147,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,4,9,3,3,3,30,210,116,168,39,84,62,684,0,10,34,9,33,37,123,6,30,7,0,4,0,49,54,49,50,10,15,0,180,93,22,46,7,12,6,187,50,0,22,0,9,0,77,32,0,3,0,0,0,37,6,0,5,0,0,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA15900,37,1674,202,103,50,237,2299,84,432,74,73,20,16,695,960,633,646,61,96,30,2431,2269,278,1077,36,159,19,3841,1788,111,676,16,42,14,2654,2531,38,763,21,51,17,3420,1301,9,351,0,22,0,1683,620,3,114,3,7,0,753,127,8,52,0,0,0,189,51,17,12,3,3,0,86,21,0,5,0,0,0,29,7,0,3,0,0,0,17,11,3,3,0,0,0,12,27,71,20,0,4,7,129,142,223,124,37,48,25,594,9974,3497,4134,358,500,376,18846,33,499,214,35,38,187,1012,12,1336,34,37,9,14,1451,229,676,316,117,36,8,1380,816,385,534,62,43,8,1850,577,130,433,30,61,10,1232,1643,172,712,27,109,15,2671,3455,91,1089,24,104,16,4787,2587,13,634,10,44,17,3303,759,3,191,0,17,6,975,274,3,81,3,10,0,374,105,5,49,0,0,0,155,54,13,12,4,0,0,83,37,6,10,0
LGA15950,32,244,142,9,13,142,590,10,58,10,20,0,4,103,26,66,74,3,15,0,182,135,16,106,14,29,3,299,324,4,127,0,6,7,463,1313,15,272,0,7,7,1613,2851,0,527,0,14,11,3410,2848,0,554,8,8,12,3425,1453,4,265,0,8,3,1728,716,0,136,0,4,7,858,316,0,58,0,10,0,383,173,0,65,0,4,5,243,102,0,22,0,0,0,123,183,20,76,0,3,3,284,152,40,72,8,15,14,305,10631,465,2501,61,140,209,14008,23,76,181,3,22,83,388,6,202,4,4,5,4,228,11,69,22,11,6,0,124,37,30,58,5,9,0,135,41,10,76,0,19,0,147,140,12,96,0,6,3,255,881,7,213,0,4,0,1117,2711,4,534,3,6,11,3270,2838,0,480,0,13,4,3329,1799,0,312,0,10,8,2128,1050,0,144,0,18,5,1212,613,0,111,0,8,3,740,360,0,64,0
LGA15990,26,444,287,153,66,399,1369,13,147,35,103,15,15,329,78,214,132,141,59,27,658,243,80,252,12,89,15,690,462,23,283,6,21,10,814,1628,39,584,13,25,16,2304,3472,30,990,12,38,25,4568,3451,40,1030,6,52,19,4600,2080,10,584,3,25,8,2706,1012,4,300,0,6,5,1323,469,0,114,0,0,0,590,225,0,55,0,3,0,291,134,0,40,0,0,0,174,241,24,101,3,11,3,377,219,79,196,55,34,39,620,13745,1136,4979,512,459,584,21415,33,132,355,113,40,316,978,4,414,14,52,7,3,497,31,193,92,159,37,19,538,64,118,110,72,34,8,400,75,43,168,45,42,7,381,248,48,259,11,41,9,610,1069,48,569,8,59,11,1760,3608,28,1085,15,67,21,4826,3243,20,886,5,44,13,4212,2047,17,598,0,26,6,2696,1481,3,385,4,11,3,1892,950,3,255,3,8,4,1220,540,0,128,3
LGA16100,4,17,27,0,23,24,85,6,4,8,0,12,0,22,40,17,28,0,5,0,88,112,3,17,0,7,0,140,32,0,13,0,0,0,48,10,0,5,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,6,0,3,0,10,0,27,216,40,97,3,51,24,441,0,0,15,0,18,25,63,6,14,7,0,9,0,33,35,10,15,3,10,3,69,44,9,17,0,3,0,73,57,0,13,0,0,0,70,54,0,13,0,0,0,73,21,0,3,0,0,0,27,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA16150,12,291,53,27,35,58,484,27,159,12,14,4,5,230,329,228,123,21,28,4,731,800,157,177,4,27,9,1173,401,5,77,3,10,0,495,453,3,50,3,3,0,511,175,0,22,0,4,0,203,45,3,9,0,0,0,57,10,0,0,0,0,0,14,5,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,3,0,0,23,42,76,22,0,11,8,164,2308,940,554,80,126,89,4091,13,86,43,4,17,38,211,0,216,13,15,6,0,251,103,220,77,24,12,9,438,424,203,111,16,12,3,768,280,62,90,5,12,0,454,654,38,124,3,12,0,836,687,7,101,0,11,0,802,416,0,49,0,3,3,472,115,0,13,0,7,0,144,24,0,3,0,6,0,35,22,0,0,0,0,0,25,10,0,3,0,0,0,17,9,0,0,0
