LGA_CODE_2016,C06_0_74_1PF_CU15DS,C06_0_74_1PF_CU15NDS,C06_0_74_1PFnCU15DS,C06_0_74_1PF_NDCO,C06_0_74_T,C06_75_99_1PF_CU15DS,C06_75_99_1PF_CU15NDS,C06_75_99_1PFnCU15DS,C06_75_99_1PF_NDCO,C06_75_99_T,C06_100_149_1PF_CU15DS,C06_100_149_1PF_CU15NDS,C06_100_149_1PFnCU15DS,C06_100_149_1PF_NDCO,C06_100_149_T,C06_150_199_1PF_CU15DS,C06_150_199_1PF_CU15NDS,C06_150_199_1PFnCU15DS,C06_150_199_1PF_NDCO,C06_150_199_T,C06_200_224_1PF_CU15DS,C06_200_224_1PF_CU15NDS,C06_200_224_1PFnCU15DS,C06_200_224_1PF_NDCO,C06_200_224_T,C06_225_274_1PF_CU15DS,C06_225_274_1PF_CU15NDS,C06_225_274_1PFnCU15DS,C06_225_274_1PF_NDCO,C06_225_274_T,C06_275_349_1PF_CU15DS,C06_275_349_1PF_CU15NDS,C06_275_349_1PFnCU15DS,C06_275_349_1PF_NDCO,C06_275_349_T,C06_350_449_1PF_CU15DS,C06_350_449_1PF_CU15NDS,C06_350_449_1PFnCU15DS,C06_350_449_1PF_NDCO,C06_350_449_T,C06_450_549_1PF_CU15DS,C06_450_549_1PF_CU15NDS,C06_450_549_1PFnCU15DS,C06_450_549_1PF_NDCO,C06_450_549_T,C06_550_649_1PF_CU15DS,C06_550_649_1PF_CU15NDS,C06_550_649_1PFnCU15DS,C06_550_649_1PF_NDCO,C06_550_649_T,C06_650_749_1PF_CU15DS,C06_650_749_1PF_CU15NDS,C06_650_749_1PFnCU15DS,C06_650_749_1PF_NDCO,C06_650_749_T,C06_750_849_1PF_CU15DS,C06_750_849_1PF_CU15NDS,C06_750_849_1PFnCU15DS,C06_750_849_1PF_NDCO,C06_750_849_T,C06_850_949_1PF_CU15DS,C06_850_949_1PF_CU15NDS,C06_850_949_1PFnCU15DS,C06_850_949_1PF_NDCO,C06_850_949_T,C06_950ov_1PF_CU15DS,C06_950ov_1PF_CU15NDS,C06_950ov_1PFnCU15DS,C06_950ov_1PF_NDCO,C06_950ov_T,C06_Rns_1PF_CU15DS,C06_Rns_1PF_CU15NDS,C06_Rns_1PFnCU15DS,C06_Rns_1PF_NDCO,C06_Rns_T,C06_Tot_1PF_CU15DS,C06_Tot_1PF_CU15NDS,C06_Tot_1PFnCU15DS,C06_Tot_1PF_NDCO,C06_Tot_T,C11_0_74_1PF_CU15DS,C11_0_74_1PF_CU15NDS,C11_0_74_1PFnCU15DS,C11_0_74_1PF_NDCO,C11_0_74_T,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_T,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_T,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_T,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_T,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_T,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_T,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_T,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_T,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_T,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_T,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_T,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_T,C11_950ov_1PF_CU15_DS,C11_950ov_1PF_CU15_NDS,C11_950ov_1PFnoCU15_DS,C11_950ov_1PF_NDCO,C11_950ov_T,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_T,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_T,C16_0_74_1PF_CU15DS,C16_0_74_1PF_CU15NDS,C16_0_74_1PFnCU15DS,C16_0_74_1PF_NDCO,C16_0_74_T,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_T,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_T,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_T,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_T,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_T,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_T,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_T
LGA12730,0,10,0,5,13,3,19,0,3,22,5,35,3,10,55,11,42,0,0,54,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,111,9,17,155,0,0,0,0,0,0,3,0,0,3,0,23,5,9,37,13,47,9,15,79,7,10,0,4,20,6,12,0,0,14,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,20,100,17,26,165,0,4,0,3,7,0,0,0,0,3,0,8,3,7,13,4,35,7,14,60,4,21,6,3,35,5,22,0,5,34,6,23,3,0,31,0,3,0,0,3
LGA12750,0,24,4,17,44,0,45,7,0,56,6,64,5,29,105,16,174,30,31,258,20,103,16,19,158,19,99,9,17,149,9,14,3,3,28,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,7,0,12,3,5,18,82,539,80,132,830,0,15,0,7,18,0,5,0,4,9,6,39,3,25,78,8,67,10,23,110,8,73,12,20,117,26,134,32,29,222,23,128,14,16,182,6,32,3,3,51,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,16,84,508,81,134,808,4,9,6,6,17,0,0,0,0,0,0,14,0,3,24,9,42,6,25,81,8,35,3,12,60,3,101,11,34,152,31,156,27,48,259,29,74,13,32,142
LGA12850,17,94,47,120,279,61,239,60,41,402,83,297,71,196,650,95,584,125,267,1070,63,383,69,189,707,104,497,82,235,922,36,145,44,72,295,8,30,5,5,43,0,8,0,5,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,23,25,105,22,49,210,501,2398,519,1190,4612,9,70,34,65,180,0,53,51,59,165,68,167,90,97,425,35,183,73,177,467,35,142,44,93,315,50,332,102,201,686,106,499,134,291,1031,166,556,137,281,1145,41,97,16,56,216,3,23,5,20,52,0,9,0,4,14,0,0,0,0,0,0,3,0,0,4,5,5,0,6,17,28,98,37,66,223,556,2235,731,1413,4934,10,46,13,36,110,3,8,12,7,35,33,86,67,102,281,29,102,58,111,303,25,81,32,128,266,47,158,47,129,382,65,418,161,335,980,166,709,231,527,1634
LGA12870,0,8,3,3,14,0,10,0,0,9,4,24,4,5,44,7,58,10,7,82,4,7,3,5,18,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,123,12,27,175,0,4,0,0,9,0,0,0,0,0,4,19,0,3,27,7,37,0,7,52,3,23,4,5,38,3,29,6,6,44,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,20,137,15,27,191,3,7,3,4,12,0,0,0,0,0,0,3,0,3,9,6,18,0,0,31,7,24,3,10,42,3,38,8,13,71,4,27,3,4,41,0,3,4,0,9
LGA12900,3,9,3,3,19,0,19,0,8,30,3,42,10,14,69,8,66,3,15,95,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,13,14,151,16,39,229,0,10,0,3,16,0,4,0,3,6,5,39,4,8,55,10,66,3,14,94,6,13,0,4,19,0,9,0,0,9,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,11,19,141,14,37,210,0,8,0,0,8,0,0,0,3,3,3,8,0,5,24,7,32,3,11,56,3,28,5,9,45,3,29,0,9,40,0,13,0,3,13,0,0,0,0,0
LGA12930,0,35,11,32,79,7,59,9,14,94,20,57,13,45,126,6,70,24,42,144,8,138,50,66,268,41,243,90,146,519,53,256,85,126,515,35,92,38,47,217,3,15,0,8,28,0,3,3,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,3,9,6,28,13,16,62,187,1011,329,549,2076,7,24,12,25,63,0,14,8,17,39,12,36,18,28,95,18,38,18,37,112,8,28,10,18,62,8,45,15,33,101,21,160,72,115,361,51,356,123,198,721,39,160,57,104,365,12,39,24,28,102,4,21,0,11,36,0,3,3,8,16,0,3,0,0,3,0,3,0,0,3,3,31,19,33,85,193,960,376,640,2165,4,17,15,13,44,0,3,0,0,10,3,25,16,22,69,5,25,10,20,57,7,25,9,36,77,11,32,13,31,85,14,43,16,48,116,31,251,116,180,573
LGA12950,3,5,0,0,5,0,19,0,5,25,3,53,4,8,71,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,14,98,4,11,123,0,7,0,0,6,0,10,0,0,7,3,27,4,10,47,5,30,5,6,41,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,80,7,20,115,0,8,0,0,10,0,0,0,0,0,0,7,3,8,18,7,24,0,12,35,3,21,0,0,23,3,14,3,0,21,0,0,0,0,0,0,0,0,0,0
LGA13010,0,6,0,8,12,0,29,0,3,34,4,56,3,9,78,6,27,0,3,35,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,9,13,132,7,27,180,0,3,0,3,7,0,3,0,0,7,0,25,4,6,42,5,42,6,13,71,3,25,0,7,30,0,15,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,115,27,35,189,0,3,3,0,4,0,0,0,0,0,0,3,0,5,14,0,21,4,9,30,3,22,4,8,39,4,52,6,5,72,3,15,0,0,15,0,0,0,0,0
LGA13310,3,21,3,17,40,3,66,5,8,84,12,71,6,29,119,12,185,11,49,258,5,38,9,3,53,4,23,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,18,3,4,23,47,425,43,113,616,0,15,3,7,24,0,14,11,14,33,9,72,8,18,106,11,90,9,34,145,8,71,11,22,111,22,92,10,20,148,9,61,11,8,92,0,6,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,11,0,3,12,68,433,63,122,691,0,5,3,4,14,0,3,0,6,15,0,29,13,21,59,6,22,8,18,56,3,28,10,17,60,4,80,14,33,128,23,146,20,41,230,18,60,13,14,107
LGA13340,0,5,0,0,6,0,4,0,7,11,10,26,3,14,50,5,25,0,0,28,3,4,0,0,13,0,3,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,70,6,18,113,0,0,0,0,3,0,5,0,0,4,0,15,0,4,25,4,21,0,9,35,3,18,0,0,28,3,6,3,3,19,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,17,76,8,13,119,0,3,0,0,8,0,0,0,0,0,3,5,0,3,12,0,23,7,3,27,3,25,0,0,25,4,10,3,6,19,4,7,0,0,14,3,3,0,3,7
LGA13450,0,21,0,11,33,4,40,3,5,51,8,54,5,20,85,8,87,13,31,134,6,58,5,9,79,9,31,0,3,45,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,17,35,311,27,88,460,0,5,0,5,19,0,7,3,7,19,3,32,9,14,57,3,75,15,34,123,9,59,4,19,86,8,59,12,21,103,8,23,3,8,41,0,10,3,4,14,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,15,0,3,20,37,288,53,110,482,0,5,3,10,17,0,6,0,3,6,0,17,3,8,33,5,58,7,17,88,3,31,3,14,49,8,77,3,16,114,6,65,9,24,109,4,26,3,5,46
LGA13510,0,11,3,7,25,6,15,0,0,27,8,52,6,18,81,3,39,3,3,48,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,7,20,131,12,28,194,0,3,0,3,4,0,7,0,3,13,0,32,0,9,51,10,39,9,11,63,9,26,0,4,36,3,9,0,0,11,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,18,130,11,37,198,0,8,0,4,16,0,0,0,0,0,4,20,3,11,35,5,13,0,9,27,3,21,0,7,32,7,31,5,7,47,3,17,0,0,25,0,0,0,0,3
LGA13550,0,16,0,8,26,0,21,0,0,24,11,70,8,14,102,17,53,6,8,77,0,4,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,31,175,16,32,256,0,4,3,3,14,0,0,0,0,3,0,19,0,13,34,10,53,3,8,75,3,43,5,7,58,4,37,9,4,49,3,18,0,4,28,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,7,25,185,20,52,276,0,3,0,0,10,0,5,0,0,5,0,0,0,6,13,0,21,0,8,28,0,30,4,12,43,5,37,3,14,58,8,68,6,5,90,5,20,3,5,33
LGA13660,4,3,0,3,15,0,8,0,0,6,0,19,0,6,29,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0,16,61,0,5,4,3,18,0,0,0,3,3,4,10,0,3,15,3,13,0,0,20,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,40,3,18,64,0,4,0,3,8,0,3,0,0,3,0,5,3,0,12,0,17,0,0,15,3,10,0,3,15,3,10,0,3,14,0,0,0,5,5,0,0,0,0,0
LGA13800,3,16,6,23,52,7,52,5,8,74,19,60,12,25,112,16,118,21,45,200,17,147,17,40,217,29,198,28,52,305,14,62,13,12,103,3,18,3,4,30,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,9,0,28,3,7,42,106,712,105,226,1151,5,20,4,13,39,0,7,3,9,19,5,22,8,21,50,13,62,11,23,110,8,52,14,21,94,14,100,19,50,179,39,252,41,66,397,27,117,22,49,219,6,29,3,11,52,0,3,7,4,16,0,3,3,3,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,5,18,0,10,40,125,682,138,281,1226,3,12,0,10,29,0,5,0,4,10,0,9,7,11,26,0,20,10,16,51,3,16,9,15,42,15,48,7,19,90,10,106,16,53,188,43,244,55,103,448
LGA13850,0,3,0,3,10,0,8,0,3,11,3,34,0,4,47,0,5,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,56,0,13,78,0,3,0,0,3,0,0,0,0,4,0,13,3,4,20,3,25,3,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,6,5,60,0,4,0,0,4,0,0,0,0,4,0,3,0,4,14,3,16,3,6,28,0,7,0,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA13910,0,21,7,5,36,0,36,0,3,43,10,69,10,20,102,3,72,4,14,101,7,21,0,3,33,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,25,231,25,48,326,0,12,0,5,23,0,0,0,0,3,3,27,9,7,47,3,96,13,24,139,6,55,9,7,73,13,49,0,7,62,6,13,0,3,25,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,10,39,260,31,53,384,0,7,6,6,19,0,0,0,0,0,0,20,3,6,28,3,35,3,9,53,4,41,8,14,66,13,77,10,13,121,14,41,9,0,69,3,9,4,0,17
LGA14000,0,31,18,14,63,3,29,12,3,45,7,25,7,17,57,0,26,13,17,58,3,28,8,17,51,4,77,39,54,174,44,202,78,115,438,49,109,75,62,293,13,26,16,10,64,8,3,3,5,16,0,3,3,0,4,0,0,3,0,8,0,0,0,0,0,0,6,0,3,7,0,13,4,6,28,128,579,275,331,1313,5,15,7,15,44,0,3,3,8,14,3,18,11,4,43,10,25,11,18,62,0,13,10,4,24,0,26,11,15,49,6,53,22,44,131,41,170,83,100,392,48,130,85,74,333,17,41,24,24,101,11,13,11,4,37,0,3,3,3,14,0,7,0,0,9,0,0,3,0,3,5,18,10,17,43,144,539,302,333,1315,0,13,4,8,27,0,0,0,0,7,4,12,4,20,42,9,16,9,15,43,3,7,4,9,29,5,11,13,11,38,8,25,12,20,66,9,84,21,64,177
LGA14100,0,5,5,4,10,0,3,0,3,9,3,4,0,0,7,0,0,0,3,4,0,0,0,0,3,0,4,0,3,9,0,8,3,4,13,0,6,4,6,19,0,3,4,4,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,35,26,29,103,0,0,3,4,3,0,3,0,0,5,3,7,4,0,15,0,0,0,4,4,0,0,0,3,3,0,3,0,4,7,0,6,0,0,10,0,11,0,13,21,0,3,4,5,16,0,6,0,3,13,0,3,5,0,8,0,0,0,0,3,0,3,0,0,4,0,0,3,0,10,0,0,0,0,4,9,53,23,37,122,0,0,0,3,3,0,0,0,0,0,0,5,0,8,13,0,3,0,3,10,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7
LGA14170,4,58,21,39,128,17,150,20,16,212,16,95,17,50,182,11,115,32,53,213,19,152,34,66,265,17,290,69,126,503,26,235,55,127,443,20,196,64,90,362,8,70,22,28,122,4,27,14,4,45,0,5,4,0,9,0,5,3,0,14,0,3,0,5,10,0,3,3,4,6,11,43,8,16,80,149,1452,376,626,2597,5,31,10,20,72,0,30,13,27,75,9,60,29,43,141,18,104,22,40,189,13,53,14,20,100,8,75,23,48,153,20,183,59,114,379,29,306,117,157,617,14,172,51,92,327,12,128,33,52,234,8,54,21,13,103,5,26,8,12,43,0,8,7,7,20,9,31,6,0,40,3,38,15,28,90,148,1303,440,688,2577,3,23,11,20,58,0,6,3,4,9,4,53,9,50,109,9,54,19,38,117,11,51,13,44,113,10,44,17,36,102,14,54,27,49,153,19,246,88,138,496
LGA14200,3,17,3,8,28,0,22,4,0,31,11,96,8,19,135,10,91,4,13,117,3,10,0,0,10,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,15,30,252,17,41,338,3,6,0,4,14,0,5,0,3,4,3,34,0,10,51,14,67,6,14,97,6,32,8,6,53,8,70,14,7,109,4,14,4,5,31,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,38,245,33,55,377,0,10,5,4,14,0,0,0,3,3,3,22,3,6,30,6,34,3,10,52,4,45,6,10,61,10,86,6,18,125,22,79,4,15,117,9,16,3,0,22
LGA14300,0,10,0,0,12,0,9,0,0,8,3,29,3,8,37,3,19,0,6,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,63,10,11,91,0,0,0,0,6,0,0,0,0,0,3,11,0,7,13,5,20,7,7,30,4,18,0,3,25,0,12,0,0,14,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,63,5,18,105,0,3,3,0,6,0,0,0,0,0,0,5,0,4,6,0,12,3,10,22,0,5,0,9,18,3,18,0,5,31,4,20,0,3,21,3,0,0,0,3
LGA14350,4,40,9,28,73,3,55,4,8,73,9,122,17,35,187,34,234,18,36,324,14,76,3,11,99,8,26,4,5,44,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,4,16,0,3,23,70,585,57,124,834,3,25,3,10,43,0,11,0,3,16,9,45,10,21,83,24,150,16,39,232,16,123,21,28,184,19,132,16,23,198,7,53,4,7,79,0,9,3,0,9,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,3,22,0,3,23,87,582,74,139,882,0,9,0,7,18,0,5,0,3,10,4,16,3,11,34,7,58,10,29,102,5,62,12,25,107,20,136,12,50,216,35,157,24,39,254,11,48,3,7,66
LGA14400,0,8,0,0,15,0,3,0,0,3,0,9,3,3,17,3,31,3,12,54,4,28,8,5,51,12,55,8,6,87,7,36,3,6,53,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,10,34,180,36,38,280,0,13,3,0,13,0,0,0,0,0,0,3,0,3,6,0,6,3,5,18,3,16,5,3,27,3,22,7,17,53,13,53,13,18,98,7,55,15,5,81,4,8,3,3,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,43,177,50,54,324,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,10,0,10,0,3,15,0,23,3,9,32,18,45,25,23,110
LGA14500,3,11,0,0,17,0,0,0,0,0,0,5,0,0,7,0,0,0,0,7,4,3,0,4,9,5,5,6,8,25,3,44,34,20,101,19,41,22,33,115,12,34,13,9,77,8,20,18,10,56,4,13,3,5,22,0,5,3,0,12,0,3,0,0,6,3,10,0,0,10,0,3,3,3,14,67,203,121,100,479,7,15,7,10,35,0,0,0,0,3,0,6,0,0,6,0,0,0,0,3,0,5,0,3,3,3,5,0,0,8,0,21,8,10,33,10,28,31,28,89,10,60,51,26,148,23,52,51,20,147,16,36,33,7,94,12,31,17,5,63,7,10,12,6,32,20,22,12,0,60,3,6,8,7,24,99,292,224,132,740,0,14,7,14,26,0,0,0,0,0,0,0,0,4,4,0,0,0,3,4,0,3,0,0,6,0,3,0,0,3,0,9,3,0,19,0,12,9,17,38
LGA14550,3,18,3,8,26,3,10,3,3,22,3,57,11,7,76,9,29,6,3,41,0,4,0,0,10,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,119,20,22,180,3,11,0,4,21,0,0,0,0,0,3,12,5,10,37,5,26,3,10,39,0,23,3,0,33,12,37,3,11,57,0,10,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,24,134,24,36,210,0,3,3,3,14,0,0,0,0,0,0,3,4,3,13,10,18,4,4,33,4,14,0,4,25,4,31,7,9,43,9,27,3,5,43,0,3,0,0,3
