LGA_CODE_2016,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000_mr,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Ne_Nil,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_299,C11_CFNC_BNW_300_399,C11_CFNC_BNW_400_499,C11_CFNC_BNW_500_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000mr,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_299,C11_CFNC_LFns_300_399,C11_CFNC_LFns_400_499,C11_CFNC_LFns_500_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000m,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_149,C11_CFNC_T_150_299,C11_CFNC_T_300_399,C11_CFNC_T_400_499,C11_CFNC_T_500_649,C11_CFNC_T_650_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000_3999,C11_CFNC_T_4000m,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CFC_BFT_N,C11_CFC_BFT_1_149,C11_CFC_BFT_150_299,C11_CFC_BFT_300_399,C11_CFC_BFT_400_499,C11_CFC_BFT_500_649,C11_CFC_BFT_650_799,C11_CFC_BFT_800_999,C11_CFC_BFT_1000_1499,C11_CFC_BFT_1500_1999,C11_CFC_BFT_2000_2499,C11_CFC_BFT_2500_2999,C11_CFC_BFT_3000_3999,C11_CFC_BFT_4000_mr,C11_CFC_BFT_Ns,C11_CFC_BFT_Tot,C11_CFC_BPT_N,C11_CFC_BPT_1_149,C11_CFC_BPT_150_299,C11_CFC_BPT_300_399,C11_CFC_BPT_400_499,C11_CFC_BPT_500_649,C11_CFC_BPT_650_799,C11_CFC_BPT_800_999,C11_CFC_BPT_1000_1499,C11_CFC_BPT_1500_1999,C11_CFC_BPT_2000_2499,C11_CFC_BPT_2500_2999,C11_CFC_BPT_3000_3999,C11_CFC_BPT_4000m,C11_CFC_BPT_Ns,C11_CFC_BPT_T,C11_CFC_1F1P_N,C11_CFC_1F1P_1_149,C11_CFC_1F1P_150_299,C11_CFC_1F1P_300_399,C11_CFC_1F1P_400_499,C11_CFC_1F1P_500_649,C11_CFC_1F1P_650_799,C11_CFC_1F1P_800_999,C11_CFC_1F1P_1000_1499,C11_CFC_1F1P_1500_1999,C11_CFC_1F1P_2000_2499,C11_CFC_1F1P_2500_2999,C11_CFC_1F1P_3000_3999,C11_CFC_1F1P_4000m,C11_CFC_1F1P_Ns,C11_CFC_1F1P_Tot,C11_CF_1E1A_N,C11_CF_1E1A_1_149,C11_CF_1E1A_150_299,C11_CF_1E1A_300_399,C11_CF_1E1A_400_499,C11_CF_1E1A_500_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000m,C11_CF_1E1A_Ns,C11_CF_1E1A_T,C11_CF_1F1NW_N,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_299,C11_CF_1F1NW_300_399,C11_CF_1F1NW_400_499,C11_CF_1F1NW_500_649,C11_CF_1F1NW_650_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_299,C11_CF_1P1NW_300_399,C11_CF_1P1NW_400_499,C11_CF_1P1NW_500_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000_mr,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_299,C11_CF_1A1NW_300_399,C11_CF_1A1NW_400_499,C11_CF_1A1NW_500_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_149,C11_CF_BA_150_299,C11_CF_BA_300_399,C11_CF_BA_400_499,C11_CF_BA_500_649,C11_CF_BA_650_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_149,C11_CF_BNW_150_299,C11_CF_BNW_300_399,C11_CF_BNW_400_499,C11_CF_BNW_500_649,C11_CF_BNW_650_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot
LGA12730,4,0,3,0,0,0,0,13,8,0,16,3,7,127,51,60,20,8,3,0,0,3,17,308,0,0,0,0,0,5,3,3,0,0,0,0,0,0,74,90,20,3,31,11,17,168,98,120,186,139,70,20,18,12,111,1017,3,0,0,3,0,3,0,6,21,32,30,22,16,8,26,181,0,0,0,0,0,0,0,0,7,3,3,0,0,0,3,14,0,0,0,0,3,4,10,10,77,54,59,18,24,4,21,292,0,0,0,0,0,0,0,3,5,5,4,3,6,3,8,46,0,0,3,0,0,7,9,19,44,33,4,11,4,0,14,146,0,0,0,0,0,3,0,9,7,7,0,0,0,0,0,28,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,13,0,0,0,0,3,10,10,7,13,0,0,4,0,0,8,65
LGA12750,11,4,3,3,0,0,3,31,38,8,81,43,46,1010,427,515,350,103,66,23,21,10,91,2816,0,0,3,0,0,22,3,0,6,3,0,0,0,0,364,409,55,8,109,70,88,1178,649,805,886,420,283,133,107,30,510,5325,0,0,0,0,0,13,4,17,69,75,79,59,54,19,60,457,0,0,0,0,3,7,11,37,61,26,14,3,7,4,20,193,0,0,0,0,0,11,18,57,230,179,119,59,38,19,73,802,0,0,0,0,0,7,6,17,21,23,21,6,10,0,14,125,0,0,0,0,3,12,27,84,155,93,21,32,10,0,40,468,0,0,3,0,9,29,42,52,67,24,12,4,5,0,25,278,0,0,0,0,3,0,0,5,9,7,0,0,0,0,11,36,0,0,0,0,0,0,0,0,3,5,7,3,5,0,3,37,3,0,12,12,14,40,56,43,94,20,9,3,3,0,55,360
LGA12850,15,9,12,4,3,6,16,84,287,41,449,105,79,2719,562,466,224,50,28,13,8,6,202,5245,9,0,13,3,3,63,24,20,10,5,0,0,0,3,605,766,348,58,518,181,241,3044,1081,1114,1589,970,720,323,290,90,1008,11569,30,11,9,4,7,17,31,110,475,689,886,505,653,359,392,4173,3,3,5,5,5,58,69,89,153,116,68,36,37,13,62,725,19,11,12,5,6,38,80,169,725,739,638,314,380,124,267,3525,5,0,3,0,5,7,13,27,118,129,117,60,94,38,72,683,27,17,23,41,127,153,609,787,1597,876,431,425,219,88,418,5838,14,12,60,107,126,303,295,302,373,217,105,74,45,16,182,2239,13,0,15,20,13,31,67,84,124,69,42,34,21,10,153,683,0,0,0,0,0,3,11,9,38,28,38,16,23,13,51,231,156,59,275,141,156,976,619,608,1220,717,343,173,168,54,685,6347
LGA12870,0,3,0,0,0,0,3,25,15,0,37,3,18,311,120,124,59,12,10,3,0,0,29,746,0,0,0,0,0,10,0,4,0,0,0,0,0,0,89,107,27,0,54,15,31,375,188,253,268,166,107,45,32,17,158,1726,3,0,0,0,0,5,4,14,44,46,59,27,37,13,45,283,0,0,0,0,0,0,0,4,4,3,0,0,3,0,4,21,4,0,0,3,4,3,12,21,117,115,66,25,17,3,36,428,0,0,0,0,0,0,0,0,20,13,9,3,6,0,3,55,0,0,0,4,0,4,16,14,80,37,9,9,3,5,13,205,0,0,0,0,3,3,5,5,14,9,0,3,0,0,3,45,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,5,3,3,11,10,9,14,0,6,0,0,0,7,75
LGA12900,0,0,3,0,0,0,0,10,8,0,20,3,3,172,54,61,20,6,8,0,4,0,18,365,0,0,0,0,0,3,4,3,0,0,0,0,0,0,73,81,23,7,24,8,20,206,106,156,165,107,76,41,32,11,108,1093,0,3,0,0,0,0,4,4,26,43,53,7,23,10,35,214,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,15,0,0,3,0,3,4,10,21,77,55,42,16,13,4,26,275,0,0,0,0,0,0,0,0,14,11,8,4,3,3,3,50,3,0,0,0,4,6,18,18,47,17,10,12,4,0,12,158,0,0,0,0,0,3,0,8,12,0,0,0,0,0,0,22,0,0,0,0,0,0,3,3,8,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,3,19,5,7,12,3,0,0,0,0,8,63
LGA12930,16,13,8,5,18,8,17,99,385,30,289,68,56,1433,594,577,444,151,85,41,29,35,148,4344,10,0,7,0,3,39,11,6,4,0,3,0,0,0,611,700,431,39,356,142,189,1658,1069,1154,1735,1298,1240,680,831,465,917,12202,12,3,12,3,0,7,27,65,292,492,715,482,870,784,340,4091,7,0,5,3,3,27,30,84,126,87,82,47,74,42,65,679,6,6,7,8,9,28,67,164,628,731,777,568,971,401,306,4666,0,0,3,3,3,0,9,25,84,103,114,112,147,83,76,771,11,7,20,30,57,80,255,363,837,678,252,733,238,141,230,3948,4,3,31,34,67,85,115,119,173,100,75,61,67,20,84,1036,3,0,0,10,12,7,31,38,57,31,29,16,17,10,42,311,0,0,0,0,0,0,3,9,18,32,28,14,29,16,36,196,64,20,62,52,60,163,132,140,340,244,128,84,103,48,207,1844
LGA12950,0,0,0,0,0,0,0,8,0,0,9,3,0,78,31,21,7,3,0,0,0,0,15,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,7,3,12,8,6,100,60,65,80,48,23,8,19,0,78,530,0,0,0,0,0,0,0,7,11,13,13,3,11,3,29,98,0,0,0,0,0,0,3,6,3,3,0,0,0,0,3,23,0,0,0,0,0,0,4,8,28,24,19,11,9,0,16,120,0,0,0,0,0,0,3,0,3,0,8,3,0,0,0,23,3,0,5,0,0,3,8,12,22,6,0,3,0,0,7,71,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,10,7,4,11,7,0,0,0,0,7,51
LGA13010,0,0,0,0,0,0,0,9,11,0,26,8,4,223,59,67,32,4,4,0,0,0,12,449,0,0,3,0,0,6,0,0,0,0,0,0,0,0,77,92,17,3,42,16,19,269,121,157,183,96,51,20,20,11,106,1139,0,0,0,3,0,0,3,8,35,24,36,15,16,4,24,172,0,0,0,0,0,0,0,8,12,3,3,0,0,0,9,39,0,0,0,3,0,3,6,21,51,47,36,10,6,3,19,208,0,0,0,0,0,3,0,0,9,9,3,0,0,0,3,27,0,0,0,0,0,9,14,19,38,20,3,3,0,0,14,118,0,0,3,0,7,10,6,14,5,5,0,0,0,0,3,48,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,14,0,0,0,3,3,12,18,9,15,3,0,0,0,0,13,72
LGA13310,0,0,4,3,3,0,0,19,15,8,43,9,13,438,157,172,86,27,7,9,0,6,39,1028,0,0,3,0,0,10,5,3,0,0,0,0,0,0,194,219,21,9,56,29,44,517,262,337,457,343,271,144,149,31,277,2956,4,3,0,0,0,0,3,13,75,130,174,98,127,41,58,732,0,0,0,0,0,5,9,4,25,17,12,4,3,3,11,87,0,0,0,0,3,5,9,30,166,224,187,75,81,22,67,878,0,0,0,0,3,0,3,7,23,26,38,10,15,8,9,140,0,3,3,0,9,3,22,47,140,99,24,47,14,11,41,464,0,0,3,4,5,3,14,22,21,13,9,3,4,0,22,118,0,0,0,0,0,0,3,8,10,12,0,0,0,0,14,46,0,0,0,0,0,0,0,0,9,4,0,7,5,0,12,39,7,0,12,5,9,30,27,24,49,16,8,9,0,0,23,212
LGA13340,0,0,0,0,0,0,0,10,6,0,7,10,10,165,53,37,20,3,3,0,3,0,7,324,0,0,0,0,0,6,0,0,3,0,0,0,0,0,58,74,24,0,20,18,21,227,108,126,189,127,89,35,36,16,98,1131,3,4,3,0,3,3,7,19,30,41,47,36,28,14,35,273,0,0,0,0,0,3,3,3,15,5,0,0,0,0,3,43,3,0,0,0,0,3,12,32,94,96,58,36,23,11,32,406,0,0,0,0,0,0,0,4,10,11,11,9,6,0,3,44,0,0,3,3,0,0,9,25,67,31,6,22,3,0,19,192,0,0,0,0,3,3,4,11,12,3,0,0,0,0,9,43,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,6,3,0,0,3,0,3,15,0,0,0,3,0,8,13,13,9,7,0,3,0,0,10,67
LGA13450,6,6,4,0,0,0,3,25,30,6,51,16,9,296,104,113,49,10,20,3,4,4,37,748,0,0,4,0,0,8,7,10,0,0,0,0,0,0,98,136,54,8,83,28,30,371,210,248,391,310,206,94,84,35,177,2320,9,0,0,0,0,3,6,15,88,92,126,79,89,30,87,627,0,0,0,0,0,3,6,7,26,15,8,7,9,0,11,100,5,0,4,3,3,12,15,58,246,245,172,63,84,21,83,1019,0,0,4,0,0,0,3,11,23,27,19,16,11,8,10,132,0,0,10,3,11,13,51,58,166,85,32,48,16,5,51,539,0,3,3,3,7,11,17,12,23,13,4,3,0,0,12,113,0,0,0,0,3,3,3,11,7,4,3,4,0,0,13,41,0,0,0,0,0,0,0,0,7,6,7,4,3,3,7,33,10,0,10,6,9,30,19,27,44,24,10,3,3,0,28,222
LGA13510,3,3,3,0,3,4,0,20,4,0,16,10,6,267,93,81,50,11,5,3,3,3,24,570,0,0,0,0,0,4,3,4,3,0,0,0,0,0,97,113,20,0,30,21,27,315,165,169,225,143,93,37,52,26,137,1449,3,0,0,3,0,4,3,6,42,47,49,25,25,15,37,250,0,0,0,0,0,0,0,3,3,8,0,0,0,0,4,28,0,3,3,0,0,0,8,22,102,68,58,27,18,5,38,351,0,0,0,0,0,0,4,0,8,3,6,12,3,0,3,43,0,3,0,0,3,7,15,29,69,33,11,19,3,0,14,200,0,0,0,0,0,12,8,6,12,8,3,0,0,0,6,50,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,19,0,0,0,0,0,0,0,4,4,0,0,0,3,0,6,18,3,0,7,0,0,24,16,8,16,4,3,0,0,0,10,90
LGA13550,0,0,0,3,0,0,3,15,3,0,22,0,9,194,71,53,38,12,10,3,0,0,21,451,0,0,0,0,0,3,0,0,3,3,0,0,0,0,75,89,12,3,32,9,22,253,132,157,197,123,93,55,58,19,122,1283,3,0,3,0,0,8,3,10,19,42,40,29,38,21,38,258,0,0,0,0,0,3,3,6,18,7,5,5,5,0,5,52,0,0,0,0,0,3,10,14,94,103,68,39,44,3,43,432,0,0,0,0,0,0,0,3,8,6,6,9,12,3,9,44,0,0,0,0,0,9,13,27,73,46,16,34,7,3,27,258,0,0,0,0,0,9,4,5,16,5,0,0,5,0,5,53,0,0,0,0,0,0,3,4,6,3,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,0,0,4,0,4,17,18,15,16,8,3,0,3,0,19,109
LGA13660,0,4,0,0,0,0,3,8,5,0,16,0,0,141,25,36,8,4,0,0,0,0,11,244,0,0,0,0,0,4,3,4,0,0,0,0,0,0,41,56,20,3,28,4,13,182,55,94,82,63,33,13,19,7,74,672,3,0,0,0,0,4,3,5,13,14,19,3,7,4,23,117,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,4,3,9,47,20,24,10,11,0,13,139,0,0,0,0,0,0,0,0,5,3,0,8,0,0,3,21,3,0,4,0,3,0,14,27,27,15,6,4,0,0,12,108,0,0,0,4,0,3,3,3,5,0,0,0,0,0,3,24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,3,6,0,21,8,3,16,4,0,0,0,0,9,67
LGA13800,13,14,7,0,4,3,3,58,42,4,72,33,22,512,229,247,158,56,26,8,20,11,53,1487,0,0,4,0,0,13,6,3,0,3,0,0,0,0,273,310,59,12,105,62,64,629,409,533,868,742,688,351,346,128,417,5409,6,4,0,0,0,5,5,22,113,200,395,274,396,230,208,1877,0,0,0,3,3,7,10,14,61,53,24,22,27,9,19,264,5,0,5,3,3,18,31,66,389,566,541,319,376,129,236,2679,0,0,0,0,0,0,0,10,55,83,82,53,51,23,41,406,6,3,4,5,11,21,64,132,473,344,125,210,77,38,118,1626,0,0,3,3,6,10,28,35,63,24,27,18,13,5,39,284,0,0,3,0,0,4,9,17,31,16,7,11,7,0,28,134,0,0,0,0,0,0,0,0,17,9,8,5,14,6,26,94,7,4,15,10,10,37,51,45,100,52,21,18,12,7,59,441
LGA13850,0,0,0,0,0,0,4,8,0,0,7,3,0,50,19,20,4,0,3,0,0,0,7,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,37,7,0,8,4,0,61,42,42,57,20,16,13,13,5,44,327,0,0,0,0,0,0,0,3,13,7,16,7,3,0,15,68,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,18,0,0,0,0,0,0,3,5,25,17,14,9,0,0,11,77,0,0,0,0,0,0,0,0,3,0,3,3,0,0,4,15,0,0,0,0,0,0,5,11,10,12,3,4,0,0,6,52,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,6,3,3,0,0,0,0,0,9,34
LGA13910,4,0,3,0,0,0,0,11,15,3,41,11,11,367,118,87,52,11,4,8,3,0,39,774,0,0,0,0,0,7,3,0,0,0,0,0,0,0,139,158,42,9,52,29,44,440,228,241,326,213,114,53,59,24,203,2079,4,0,7,0,0,3,5,16,49,70,75,47,33,28,59,397,0,0,0,0,0,3,6,3,16,13,6,0,3,0,10,62,0,0,0,0,0,3,15,39,144,135,84,36,36,10,70,576,0,0,0,0,0,3,3,5,26,11,8,6,5,3,15,89,0,0,3,0,5,6,36,50,110,52,11,33,5,0,31,346,0,0,4,3,3,13,11,10,17,5,3,0,0,0,9,84,0,0,0,0,0,3,5,4,8,4,3,0,0,0,5,39,0,0,0,0,0,0,0,0,8,3,0,0,0,0,4,18,0,0,6,3,0,33,26,34,22,17,0,0,0,0,20,173
LGA14000,12,13,15,9,29,14,3,101,203,8,183,55,55,849,554,753,648,223,143,75,61,28,117,3950,0,0,9,3,0,24,10,6,3,9,0,0,0,0,600,658,232,23,222,96,115,1012,812,1179,1661,1235,1290,1047,1391,688,844,11852,8,0,11,3,0,8,6,43,173,296,580,548,1345,1419,428,4870,0,0,3,4,0,25,19,58,135,105,93,80,101,40,73,737,10,3,11,4,7,14,41,99,519,809,1010,1094,1940,683,451,6686,0,0,0,0,3,3,7,13,69,88,126,139,238,130,66,876,11,5,17,3,21,31,99,152,614,764,236,1553,389,205,267,4356,0,6,18,14,38,54,61,84,148,147,74,101,63,41,81,918,3,0,3,3,7,7,9,13,26,35,19,48,18,8,34,221,0,0,0,0,0,3,0,0,12,18,24,22,43,33,41,188,53,14,35,25,43,77,71,63,203,155,102,77,80,33,87,1117
LGA14100,3,0,0,0,0,3,0,12,16,0,12,0,3,73,28,47,32,27,29,23,22,22,15,348,0,0,0,0,0,0,0,0,0,0,3,0,0,0,72,80,16,0,17,3,4,79,43,80,103,100,134,135,178,178,102,1161,0,0,0,0,0,0,0,0,6,22,32,23,81,169,47,380,0,0,0,0,0,0,0,3,4,6,5,3,12,13,4,52,0,0,0,0,0,0,0,4,25,35,43,59,166,125,53,514,0,0,0,0,0,0,0,3,0,5,6,8,20,26,7,69,0,0,0,0,0,0,5,13,24,33,17,163,55,55,54,421,0,0,3,0,0,3,0,8,8,3,10,16,11,10,4,72,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,15,0,0,3,0,0,8,3,6,9,13,3,8,10,8,10,92
LGA14170,12,13,34,17,35,37,8,171,172,17,211,60,39,1225,359,316,241,99,79,28,29,22,89,2987,6,0,6,0,0,23,9,12,13,3,8,0,3,0,1125,1200,235,30,266,117,153,1425,787,919,1819,1682,2168,1598,2813,2166,1390,17573,5,3,8,0,0,4,11,39,138,258,441,363,847,1261,273,3661,0,0,4,0,4,23,24,44,101,94,95,50,94,51,35,634,5,3,6,5,3,9,20,69,372,519,732,681,1549,707,247,4927,0,0,4,0,0,0,6,13,76,79,145,154,303,277,45,1107,12,7,5,18,31,40,142,198,576,514,213,1094,275,180,177,3485,3,5,9,22,26,51,78,81,134,97,66,73,50,23,55,770,3,3,3,3,8,8,7,17,51,21,19,45,9,16,33,254,0,0,0,0,0,3,0,7,16,9,23,21,50,45,30,209,36,9,50,27,33,126,124,112,318,229,140,66,83,36,169,1548
LGA14200,0,0,0,0,3,0,3,12,18,3,26,8,5,359,96,112,53,11,8,3,0,4,32,723,0,0,0,0,0,10,3,4,3,0,0,0,0,0,102,130,37,4,49,18,22,454,201,261,300,156,101,35,43,31,168,1874,4,3,0,0,0,3,8,20,60,77,78,42,36,21,47,393,0,0,3,0,0,0,4,6,14,10,7,0,3,0,4,48,0,3,3,0,3,12,17,34,137,102,47,24,15,7,36,434,0,0,0,0,0,0,0,3,19,7,10,5,6,0,7,61,0,0,3,0,6,11,30,41,85,43,11,16,3,0,17,265,0,0,0,0,0,4,10,18,9,3,4,3,0,0,8,67,0,0,3,0,0,3,0,4,5,4,0,3,0,0,8,30,0,0,0,0,0,0,0,0,3,9,0,0,6,0,8,18,7,0,16,4,11,39,25,24,39,11,0,0,0,0,32,206
LGA14300,0,0,0,0,0,0,0,7,0,0,7,4,0,86,31,18,14,0,0,0,3,0,7,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,38,9,0,18,9,3,108,62,47,89,58,39,17,18,4,56,542,0,0,0,0,0,0,0,3,21,24,25,14,27,3,26,146,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,3,0,0,5,33,25,37,10,20,3,23,154,0,0,0,0,0,0,0,0,3,3,7,3,0,0,5,26,0,0,0,0,0,0,9,16,38,22,8,3,3,0,3,111,0,0,0,0,0,3,6,3,10,4,3,0,0,0,0,29,0,0,0,0,0,0,4,4,5,3,0,3,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,14,7,3,4,9,0,0,0,0,7,50
LGA14350,7,3,3,0,0,0,0,25,17,0,52,19,22,707,258,251,128,20,3,0,4,3,48,1545,0,0,3,0,3,15,3,3,9,0,0,0,0,0,186,218,34,9,78,36,63,838,402,462,503,277,147,69,61,26,281,3284,0,0,0,0,0,3,6,17,53,81,73,43,38,20,40,380,0,0,0,0,5,0,8,15,48,13,10,3,0,0,19,125,0,3,5,0,0,3,24,31,184,148,88,46,29,10,57,623,0,0,0,0,0,0,3,11,18,16,20,6,3,0,6,93,0,0,0,0,3,10,22,68,112,65,18,21,8,0,31,361,0,0,3,3,4,14,30,32,50,13,5,3,0,0,15,176,0,0,0,0,0,3,4,4,6,4,5,0,0,0,7,34,0,0,0,0,0,0,0,3,7,3,11,3,0,0,7,35,7,7,12,4,10,69,59,56,102,22,9,0,0,3,55,406
LGA14400,0,0,0,0,6,0,0,14,14,3,31,15,15,288,201,227,169,66,28,16,13,7,43,1128,0,0,0,0,0,9,0,0,0,0,0,0,0,0,152,171,13,3,40,23,20,347,276,357,366,266,225,167,153,66,224,2540,3,0,0,0,0,0,3,10,14,46,72,62,132,77,48,463,0,0,0,0,0,0,3,16,25,20,13,12,16,0,18,119,0,3,0,0,0,0,10,20,98,172,167,103,146,46,77,843,0,0,0,0,0,0,0,4,15,20,22,22,30,10,14,137,0,0,0,0,3,0,9,22,99,80,22,81,28,10,24,386,0,0,0,0,0,10,6,12,16,15,3,13,5,0,19,100,0,0,0,0,0,0,0,0,8,4,3,6,4,0,5,37,0,0,0,0,0,0,0,0,5,8,3,0,3,0,7,27,0,3,3,3,4,11,10,7,33,15,9,4,8,4,24,141
LGA14500,9,16,3,3,18,17,7,78,118,11,106,29,38,376,321,571,669,429,302,168,263,195,138,3730,0,0,0,0,0,7,6,7,0,9,0,6,3,7,564,610,142,15,136,49,73,457,442,838,1257,1048,945,970,1374,1100,807,9661,14,0,3,3,0,5,6,25,81,111,225,234,820,1628,346,3513,3,0,3,4,3,13,8,20,54,55,62,65,99,118,74,578,7,0,0,0,0,8,21,51,177,293,382,820,1867,1030,449,5097,0,0,0,0,0,3,8,3,23,29,55,73,155,166,63,575,10,3,6,3,15,11,59,63,229,327,139,1897,544,402,320,4022,3,3,12,14,10,13,29,29,85,66,62,107,96,70,80,682,4,0,0,0,0,5,5,5,26,13,16,71,20,10,34,215,0,0,0,0,0,0,0,0,8,5,3,14,28,26,16,110,46,9,33,7,19,42,30,45,136,121,99,135,118,85,116,1050
LGA14550,0,3,0,0,0,0,0,11,9,3,13,7,5,223,55,62,32,6,0,3,0,0,17,435,0,0,0,0,0,3,0,3,0,0,0,0,0,0,66,72,10,3,26,21,20,292,128,155,170,86,55,28,22,5,99,1118,0,0,4,0,0,4,6,10,37,38,30,20,16,0,23,186,0,0,0,0,0,0,3,9,9,8,7,0,0,0,3,45,0,0,3,0,3,9,0,11,56,43,25,13,7,0,21,191,0,0,0,0,0,0,3,0,5,7,0,4,3,0,0,25,0,0,0,0,0,9,17,24,61,24,10,13,0,0,14,170,0,0,0,0,0,11,15,15,8,10,0,0,0,0,0,69,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,0,5,39,15,21,21,5,0,0,0,0,19,132
