LGA_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
LGA15520,0,0,0,0,0,4,0,0,0,7,12,0,12,0,21,4,52,442,27,315,51,148,66,1050,0,0,58,18,67,48,194,6,0,4,9,6,3,27,26,6,58,12,18,0,131,66,0,49,3,9,0,133,54,0,39,0,4,0,93,92,0,37,0,9,0,141,116,0,26,0,3,0,146,81,0,15,0,6,0,99,18,0,0,0,0,0,27,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,5,3,15,4,19,0,48,480,18,302,50,155,55,1059
LGA15560,0,0,0,0,0,0,0,0,0,3,4,3,16,0,12,3,35,89,18,166,27,88,45,426,0,3,28,6,49,33,112,3,3,4,0,10,0,17,14,3,41,10,18,0,88,29,12,74,9,16,3,141,8,0,31,0,5,0,44,8,0,13,0,4,0,26,5,0,0,0,7,0,13,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,17,0,26,77,23,192,20,125,44,479
LGA15650,0,0,0,6,0,6,0,0,0,13,32,24,23,0,31,4,109,1155,306,303,71,200,69,2099,11,9,21,0,45,45,126,3,24,5,0,0,0,28,64,28,26,5,3,0,128,221,102,39,11,11,4,380,148,28,42,3,3,3,230,381,56,69,8,11,3,533,527,13,60,0,5,0,608,108,4,14,0,3,0,132,14,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,27,15,19,3,21,3,86,1506,273,301,41,105,63,2288
LGA15700,0,0,0,4,0,0,0,3,0,5,17,19,18,4,3,3,69,965,309,496,101,104,82,2061,0,3,45,3,18,41,118,5,3,3,5,0,0,16,16,121,49,28,33,6,254,93,54,71,47,16,3,285,98,24,75,7,6,0,211,203,19,97,6,12,0,338,334,16,104,3,10,3,467,190,6,49,0,10,0,248,31,0,5,0,5,0,45,8,0,0,0,4,0,11,0,0,0,0,3,0,9,3,0,0,0,10,0,11,0,0,0,0,0,0,3,0,0,3,0,3,0,5,26,19,21,4,10,6,86,1005,266,521,110,144,67,2106
LGA15750,0,0,0,0,0,7,0,0,0,6,9,3,22,4,37,8,83,401,227,483,42,273,107,1529,4,14,68,3,75,64,232,0,11,4,3,11,0,31,46,45,68,5,18,4,194,87,40,79,17,33,3,263,49,26,56,4,14,0,148,51,21,76,8,12,0,168,93,3,82,0,19,3,197,128,4,52,0,14,0,193,23,0,3,0,0,0,27,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,11,22,3,30,0,87,495,178,508,49,234,81,1542
LGA15800,0,0,0,0,0,0,0,0,0,0,4,0,18,0,9,4,37,165,52,228,14,76,33,566,5,0,31,3,20,12,71,0,3,6,0,6,0,13,21,16,39,3,8,3,92,84,19,58,0,9,0,177,34,3,26,0,5,0,68,53,0,25,0,0,0,78,14,0,3,0,0,0,15,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,17,0,5,3,30,219,50,210,9,62,26,567
LGA15850,0,0,0,0,0,3,0,0,0,3,3,0,8,3,13,4,39,251,122,186,26,84,47,717,0,5,26,0,29,30,98,0,12,5,7,6,0,29,13,34,32,10,8,0,96,48,15,26,4,10,0,115,31,5,32,0,5,0,78,75,16,28,3,3,0,123,50,0,19,0,0,0,72,14,0,10,0,0,0,20,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,8,3,24,238,91,184,28,71,37,655
LGA15900,0,0,60,72,0,40,0,6,0,114,152,204,177,125,42,36,733,10810,3533,4515,468,520,321,20166,23,268,185,44,23,163,704,12,189,19,28,3,3,261,95,1583,167,54,31,18,1939,363,510,310,105,27,9,1318,370,228,269,47,31,6,952,899,203,390,34,80,11,1629,2695,192,907,40,101,21,3962,4968,67,1197,21,87,16,6352,2101,16,389,11,22,5,2539,589,0,115,0,5,0,710,194,8,60,0,5,3,271,95,0,35,3,3,0,136,34,0,19,0,3,0,55,53,0,33,0,6,0,95,164,202,150,49,31,11,619,12664,3465,4239,432,454,270,21534
LGA15950,0,3,424,545,0,154,0,4,4,710,196,34,94,10,20,16,376,11258,461,2535,43,142,142,14584,19,36,163,3,24,102,345,3,33,3,0,0,0,41,15,257,20,9,0,3,308,27,61,29,11,3,0,134,20,16,51,0,3,0,91,68,10,67,0,9,0,157,238,9,132,3,4,3,386,1568,10,350,0,15,3,1955,2704,3,444,3,10,4,3176,2754,0,371,0,8,5,3144,1848,0,224,0,5,0,2083,1085,0,150,3,3,3,1244,684,0,89,0,0,4,786,1131,0,238,0,20,0,1387,191,22,81,33,18,15,364,12356,453,2421,84,130,146,15587
LGA15990,3,0,669,973,0,276,0,12,7,1274,273,104,229,59,43,42,750,14645,1166,5399,552,479,472,22720,24,52,333,43,25,240,722,6,50,15,67,12,5,155,13,509,48,97,18,14,704,52,130,68,81,20,3,356,35,60,85,35,11,0,238,86,63,135,56,39,3,380,278,42,282,17,46,6,666,1648,41,582,18,44,12,2347,3663,20,882,11,45,20,4630,3015,6,662,5,34,4,3726,2093,16,484,8,23,7,2618,1555,7,347,3,9,0,1922,1075,3,236,3,9,0,1322,2154,0,438,0,17,3,2614,262,67,201,43,40,29,651,15964,1069,4785,486,393,347,23044
LGA16100,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,0,19,216,36,98,4,61,25,445,0,0,22,0,15,16,56,0,7,4,4,0,0,14,18,12,7,4,4,0,49,23,8,16,0,0,0,44,35,0,20,0,0,0,52,78,0,24,0,0,0,99,59,0,9,0,3,0,68,14,0,3,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,8,0,22,234,29,113,7,39,22,443
LGA16150,0,0,14,13,0,3,0,8,0,18,65,77,46,10,32,8,239,2836,913,670,90,146,66,4722,5,43,52,3,14,34,153,3,37,8,11,4,0,60,40,265,39,21,4,7,377,245,188,70,17,6,5,532,278,75,88,11,9,3,460,641,68,128,8,15,7,866,984,53,169,5,18,4,1231,812,14,109,3,16,0,958,93,3,24,0,3,0,124,17,3,6,0,3,0,24,4,0,0,0,3,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,3,39,57,41,11,16,4,164,3171,810,731,96,98,67,4972
LGA16200,0,0,0,0,0,3,0,0,0,4,18,21,16,3,14,0,72,667,256,432,75,116,49,1592,0,14,47,7,23,34,128,5,13,6,13,4,0,38,70,97,60,20,9,0,260,131,41,91,15,15,3,296,85,10,83,5,5,3,200,143,15,85,4,10,5,258,166,3,67,0,13,0,249,29,0,28,0,3,0,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,22,11,16,0,72,638,218,498,69,100,50,1577
LGA16260,0,0,48,79,3,20,0,3,5,101,282,229,213,67,46,64,899,15969,3598,3341,624,676,339,24548,45,250,317,44,43,149,853,10,195,10,28,4,4,248,38,1316,62,85,30,13,1552,70,552,138,155,38,11,966,103,251,136,48,27,3,559,236,250,186,58,220,4,953,1064,197,369,73,99,5,1808,7347,213,967,57,129,17,8731,7897,82,867,12,74,26,8959,3607,22,442,5,24,5,4109,1049,9,171,9,18,0,1248,419,3,77,5,3,0,506,176,0,36,0,3,0,218,113,0,43,0,5,0,166,370,184,218,51,46,37,903,22534,3532,4042,628,760,282,31772
LGA16350,0,0,17,33,0,17,0,3,0,52,172,180,142,22,40,30,588,9388,2654,3002,295,384,264,15988,15,126,186,9,23,123,493,4,101,4,15,3,0,127,15,815,53,20,18,9,931,71,465,104,107,8,5,760,127,223,132,42,7,3,527,625,198,247,45,84,6,1210,2255,259,564,69,41,14,3205,6376,243,923,26,62,34,7673,2390,17,329,5,25,4,2779,677,0,75,0,4,0,767,130,3,24,0,12,0,168,48,0,9,0,0,0,60,13,0,3,0,0,0,17,22,3,5,0,0,0,28,207,149,138,19,38,28,583,12980,2610,2813,360,332,238,19334
LGA16380,0,0,3,15,0,13,0,0,0,31,55,55,73,23,49,15,276,4515,884,1742,187,418,177,7917,10,37,105,4,46,115,322,0,32,10,16,12,3,70,17,378,73,29,55,9,562,116,183,142,46,65,4,559,192,92,144,23,32,4,483,602,73,263,19,38,11,998,1285,96,370,18,37,10,1821,1897,20,345,9,35,7,2308,616,0,86,4,7,3,715,167,0,24,0,5,0,197,27,0,9,0,3,0,41,15,0,5,0,4,0,16,5,0,0,0,0,0,9,11,0,3,0,4,0,23,65,42,67,28,28,19,236,5031,960,1644,195,359,182,8364
LGA16400,0,0,6,18,0,14,0,3,0,42,59,45,39,20,46,8,225,3722,846,1174,148,725,121,6729,7,30,88,7,22,54,203,3,26,10,15,0,0,48,17,264,56,37,45,3,423,82,142,74,47,45,4,393,131,65,119,9,44,3,367,415,117,165,5,327,6,1031,1182,43,279,11,105,10,1626,1477,11,238,0,34,5,1768,463,0,66,0,9,0,542,103,0,12,0,8,0,126,24,0,8,3,7,0,43,7,0,3,0,0,0,13,7,0,0,0,3,0,10,9,0,9,0,8,0,16,45,30,55,11,31,16,192,3971,715,1190,147,685,101,6811
LGA16490,0,0,0,16,0,5,0,3,0,25,45,45,45,4,32,5,184,2753,703,1173,95,529,124,5382,7,21,76,4,19,74,205,5,23,3,0,7,0,38,24,182,41,13,17,0,266,261,130,95,37,16,4,545,340,55,73,13,12,3,494,500,60,140,10,118,3,823,641,47,204,10,164,0,1069,941,71,259,6,54,4,1332,375,8,145,0,14,0,545,173,0,39,0,10,0,226,61,0,15,0,5,0,78,21,0,6,0,0,0,31,11,0,3,0,0,0,10,9,0,5,0,3,0,14,51,37,34,10,20,7,163,3415,631,1138,101,445,103,5834
LGA16550,4,0,379,485,0,132,3,14,3,633,230,240,191,30,31,39,768,13984,3118,3653,315,420,290,21774,40,202,291,14,19,158,721,3,173,0,19,0,0,202,30,1391,28,24,8,12,1493,72,464,76,67,9,5,690,86,206,89,19,7,3,408,162,140,138,27,56,5,538,374,132,192,36,74,3,805,1539,94,397,94,89,13,2220,3744,63,572,29,49,16,4462,4171,32,568,9,44,11,4823,2461,17,426,5,24,5,2936,1279,4,228,4,15,3,1535,736,0,145,0,16,0,896,1221,3,312,0,20,0,1564,274,186,179,28,32,25,723,16187,3100,3641,367,465,258,24014
LGA16610,0,0,3,5,0,7,0,3,0,17,14,16,30,21,22,5,108,1185,275,646,117,204,88,2511,3,10,56,10,16,51,141,0,10,13,3,0,0,20,23,69,46,15,25,7,186,165,73,85,45,23,5,400,127,35,84,15,13,4,271,336,34,171,8,22,3,579,458,13,148,6,20,3,646,134,0,35,0,6,3,177,28,0,3,0,0,0,35,3,0,0,0,7,0,8,0,0,0,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,26,9,30,14,8,4,92,1320,246,664,105,150,78,2570
LGA16650,0,0,29,44,0,21,0,0,0,68,139,59,112,29,20,28,386,7713,778,1856,164,240,200,10949,26,31,221,15,14,124,434,0,33,3,3,0,0,41,13,327,36,33,6,0,410,41,109,66,29,7,3,250,50,54,69,21,12,3,209,129,57,80,20,30,0,319,478,33,190,7,25,8,745,2942,36,404,14,44,14,3454,3209,13,379,5,47,13,3668,2262,6,301,13,26,3,2604,801,3,118,3,8,0,936,238,3,51,0,3,0,293,91,0,11,0,3,0,107,119,0,35,0,4,0,158,185,50,142,27,30,21,442,10573,757,2112,187,269,180,14069
LGA16700,0,0,67,68,0,26,0,3,3,101,140,91,132,37,32,31,466,8622,1460,2087,380,297,184,13021,26,74,220,4,24,98,458,5,65,9,13,4,3,91,30,499,45,55,7,6,644,36,238,100,62,11,7,457,45,120,71,21,17,6,271,107,91,113,28,72,4,417,580,80,180,33,18,5,897,3284,44,450,23,41,4,3852,3233,27,482,11,30,3,3792,1921,23,292,3,16,5,2262,1111,3,162,3,9,8,1290,393,3,77,3,7,4,490,188,0,37,0,0,0,227,202,0,56,0,6,0,265,169,78,154,54,28,30,517,11344,1353,2458,307,298,176,15938
LGA16900,0,0,4,15,0,5,0,0,0,19,35,105,37,11,9,11,203,2829,1684,1121,86,150,92,5967,6,47,83,0,8,35,191,4,46,3,4,0,0,59,7,527,18,6,20,7,590,41,357,42,19,24,5,481,72,143,75,13,3,0,307,240,120,97,23,9,5,495,573,200,205,11,17,6,1013,1396,93,339,10,25,3,1862,726,6,86,0,3,0,817,247,0,23,0,3,0,276,37,0,7,0,3,0,48,5,0,0,0,0,0,3,4,0,0,0,0,0,3,8,0,5,0,0,0,7,42,78,38,14,13,3,179,3398,1613,1022,92,121,78,6328
LGA16950,3,0,5,29,0,17,0,4,0,50,69,58,89,16,51,14,289,4593,1287,2078,292,661,223,9129,14,44,167,7,44,164,443,3,54,20,26,11,0,110,40,347,101,30,54,8,584,277,325,216,94,69,14,989,277,113,226,40,43,12,712,790,173,388,33,211,13,1610,1939,114,538,34,91,26,2744,1421,23,297,7,43,12,1801,202,3,48,0,21,3,279,36,0,14,0,8,0,53,20,0,13,0,0,0,35,6,0,6,0,0,0,14,3,0,0,0,0,0,6,8,0,17,0,8,0,32,79,71,99,18,42,10,330,5119,1279,2144,292,646,256,9739
LGA17000,0,0,0,0,0,4,0,0,0,8,40,30,17,0,22,4,116,1230,371,329,14,207,64,2214,3,19,42,0,22,40,123,4,23,4,0,0,0,33,14,108,23,3,11,0,157,96,74,28,3,19,3,222,93,24,24,0,13,0,151,227,18,31,0,57,0,333,456,28,65,0,28,3,575,383,0,37,0,10,0,432,78,0,13,0,9,0,97,10,0,3,0,0,0,14,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,32,18,18,3,14,4,87,1396,319,299,14,171,51,2240
LGA17040,3,0,15,80,0,26,0,20,3,134,30,0,42,7,24,0,112,935,117,644,40,226,96,2059,10,6,85,0,54,82,230,4,4,20,3,7,0,43,63,24,57,8,18,3,179,140,17,101,8,21,3,297,102,10,89,9,23,0,235,216,19,102,3,13,0,359,175,3,69,0,16,0,267,142,0,52,0,18,0,205,33,0,4,0,8,0,43,16,0,7,0,6,0,31,15,0,9,0,4,3,34,12,0,7,0,7,0,23,19,0,9,0,11,0,31,90,0,46,0,54,0,189,20,6,49,0,27,0,106,1057,92,702,40,289,93,2273
LGA17080,0,0,0,6,0,3,0,0,0,11,10,10,20,0,12,5,66,603,215,423,23,179,84,1521,5,12,53,9,44,42,162,4,4,14,7,10,0,38,42,47,70,3,18,6,186,153,50,109,5,22,0,345,90,28,53,0,14,0,179,133,9,43,0,3,0,187,123,3,29,0,7,0,161,29,4,9,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,4,11,8,22,4,15,3,61,594,162,409,34,127,57,1378
LGA17100,0,0,18,19,0,8,0,0,0,31,64,36,31,3,13,11,165,2945,464,565,93,72,64,4206,20,27,78,4,12,28,166,0,22,3,3,3,0,32,17,166,22,4,36,5,250,19,81,16,8,6,0,135,34,44,38,8,4,0,126,43,19,35,4,13,4,113,101,30,53,12,6,3,198,905,29,105,4,13,0,1060,1460,10,143,4,11,10,1641,767,0,88,4,6,5,868,271,0,38,0,0,0,313,144,0,23,0,3,0,171,68,0,16,0,0,0,80,74,0,11,0,0,0,81,82,29,54,12,15,7,200,3994,462,708,65,128,63,5429
LGA17150,3,0,89,111,0,32,0,11,3,155,133,112,127,38,47,19,478,10163,1783,2772,392,492,235,15832,20,86,225,27,15,161,522,3,88,3,12,0,0,108,10,676,41,49,14,6,795,25,258,44,87,14,8,440,34,148,90,25,9,0,311,132,96,121,32,138,3,514,582,94,257,29,56,4,1018,3301,82,551,17,57,10,4009,3025,43,414,6,25,16,3526,1809,27,246,7,13,3,2102,1074,9,154,0,10,7,1247,485,0,63,0,6,0,555,213,0,33,0,0,0,239,267,0,50,0,5,0,326,173,105,131,68,27,14,521,11151,1696,2427,360,376,230,16242
LGA17200,13,9,1308,1385,3,366,4,27,6,1795,542,452,334,56,102,96,1591,29694,6503,7053,803,677,494,45222,121,514,508,38,78,212,1475,6,399,14,36,4,4,465,54,2960,76,102,16,32,3241,130,788,174,172,31,8,1293,157,399,185,60,19,3,833,407,264,277,98,65,14,1125,1674,422,642,281,175,26,3216,3592,274,929,219,179,19,5219,6133,83,1032,99,70,12,7437,7620,56,1088,24,82,22,8895,6527,32,923,24,61,26,7596,4090,14,730,24,43,10,4912,2206,10,405,9,35,11,2679,3583,4,896,10,77,12,4580,681,317,462,72,120,76,1736,36994,6532,8342,1270,1060,484,54686
LGA17310,0,0,3,13,0,9,0,0,0,27,54,50,49,9,46,17,230,3381,833,1364,104,360,191,6235,12,40,134,6,94,116,402,11,42,14,10,5,6,90,83,229,108,12,42,10,478,399,189,162,37,34,12,835,309,55,163,10,26,6,567,764,98,216,18,28,4,1128,1367,42,336,4,36,15,1796,842,11,146,3,20,0,1016,149,0,38,0,4,0,191,20,0,9,0,0,0,29,3,0,3,0,0,0,7,0,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,9,0,0,0,11,68,59,71,7,55,11,268,4019,762,1408,101,345,179,6822
LGA17350,0,0,0,4,0,0,0,0,0,4,3,3,8,3,4,0,17,167,57,175,44,39,34,517,4,3,43,13,8,22,93,0,3,9,5,0,0,16,25,18,41,5,3,3,102,51,16,42,7,7,0,118,36,3,22,0,3,0,69,75,0,21,0,3,0,96,24,3,13,0,0,0,35,7,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,18,216,52,194,32,32,24,554
LGA17400,0,0,0,0,0,0,0,0,0,3,3,0,12,0,5,0,23,223,61,214,38,66,46,645,3,0,49,0,16,40,101,6,4,7,7,0,0,24,33,7,39,15,13,3,103,62,20,43,16,3,3,145,50,3,35,0,9,0,100,66,3,27,0,0,3,104,27,0,11,0,0,0,35,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,13,3,0,0,25,254,42,218,47,41,44,648
LGA17420,0,0,85,115,0,17,0,3,0,142,94,7,94,20,31,17,265,4539,151,1350,130,272,151,6593,11,3,137,5,21,100,275,0,7,0,0,0,0,10,7,29,19,34,5,0,89,4,24,41,27,3,0,104,7,10,36,10,0,4,72,35,14,39,11,66,0,164,92,12,90,0,53,0,248,396,6,191,8,26,0,629,1570,6,263,6,19,6,1874,2043,4,198,4,14,9,2266,1178,0,108,3,0,3,1293,436,0,68,4,5,0,515,230,0,23,0,0,0,255,203,0,38,0,4,0,250,94,7,77,28,15,16,238,6315,127,1325,139,229,134,8276
LGA17550,0,0,10,32,0,13,0,7,0,55,79,64,108,27,50,16,341,5063,928,2808,180,581,256,9821,3,22,145,8,19,152,352,0,26,10,9,8,3,59,16,389,84,13,40,11,547,99,184,163,50,98,10,605,103,80,210,13,53,4,458,396,52,282,19,68,10,833,1299,61,600,18,63,15,2052,1879,30,652,22,86,14,2680,869,3,244,0,25,3,1154,264,0,60,0,5,0,337,100,0,29,0,5,0,145,38,0,16,0,4,0,57,16,0,0,0,4,0,26,15,0,9,0,6,0,32,77,60,123,12,43,22,336,5181,908,2647,161,532,244,9674
LGA17620,0,0,0,0,0,3,0,0,0,5,12,5,31,4,45,9,111,540,147,460,48,290,133,1609,3,0,55,0,92,69,224,0,7,3,4,3,0,17,36,18,45,12,14,0,119,64,45,63,8,19,0,203,85,18,44,4,11,3,163,184,28,81,0,12,0,313,181,8,66,0,7,0,259,74,0,27,0,3,0,109,17,0,5,0,3,0,28,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,6,7,19,5,45,0,88,652,140,405,35,210,79,1521
LGA17640,0,0,0,0,0,8,0,0,0,8,0,0,11,4,10,3,29,123,15,217,22,66,55,495,0,0,53,5,27,47,129,0,0,12,3,0,0,15,10,3,21,7,9,0,53,14,7,25,0,3,0,55,26,4,27,0,3,0,59,53,4,27,0,3,0,80,42,0,32,0,0,0,70,6,0,3,0,0,0,15,3,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,21,157,21,219,17,45,49,515
LGA17650,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,18,170,16,177,0,73,26,465,0,0,24,0,29,32,84,0,0,3,0,4,0,9,9,4,25,3,3,0,47,44,7,34,0,6,4,102,25,0,18,0,7,0,44,56,3,22,0,3,0,81,39,0,16,0,4,0,68,10,0,4,0,0,0,20,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,29,194,22,164,3,70,39,489
LGA17750,0,0,0,18,0,3,0,0,0,26,66,68,64,10,50,5,264,3802,1180,1371,109,570,149,7178,11,66,80,11,40,66,269,8,61,8,21,8,3,103,57,397,73,33,12,11,586,592,220,158,29,28,12,1039,314,81,139,9,24,7,580,747,103,246,11,193,3,1302,1589,40,356,4,77,7,2074,935,9,164,3,18,0,1138,196,3,39,0,4,0,245,20,0,11,0,5,0,35,6,0,8,0,3,0,18,3,0,3,0,0,0,10,0,0,0,0,0,0,0,4,0,4,0,3,0,10,66,51,50,15,34,9,227,4562,1029,1344,126,446,125,7632
LGA17850,0,0,0,0,0,0,0,0,0,3,0,6,8,0,16,0,21,57,35,110,4,63,48,321,0,0,16,0,28,33,77,0,0,3,0,0,0,6,9,13,20,0,12,3,59,18,9,23,3,7,3,65,12,11,17,0,3,0,39,18,0,11,0,0,0,30,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,3,24,60,31,100,3,71,43,303
LGA17900,0,0,0,0,0,0,0,0,0,3,3,13,19,7,37,3,80,82,173,204,125,267,110,963,0,29,56,11,122,63,280,0,3,4,7,13,0,29,13,28,49,21,21,5,135,41,61,42,76,18,8,233,26,32,22,18,10,3,109,17,15,5,10,3,0,55,11,3,4,0,3,0,18,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,19,3,28,3,70,111,186,211,151,223,72,953
