LGA_CODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
LGA17080,0,0,0,0,0,0,3,76,7,3,17,7,0,0,0,0,0,0,4,6,43,338,155,495,273,70,34,13,3,4,3,21,63,1477,6,3,3,7,0,0,0,0,0,0,3,6,28,4,0,7,6,3,4,3,0,0,0,0,3,32,20,18,30,23,4,3,0,0,0,0,0,4,109,31,23,35,37,11,5,3,0,0,0,0,8,151,21,13,35,61,14,5,4,0,0,0,0,0,153,9,6,26,18,12,6,0,0,0,0,0,3,83,26,3,27,48,23,21,5,0,0,0,0,5,165,17,5,24,35,19,14,3,0,0,0,0,3,123,22,0,21,37,29,21,7,0,0,0,0,0,134,15,3,14,33,14,18,17,0,0,0,0,0,119,22,6,16,24,22,18,17,3,0,0,0,3,132,13,0,5,8,3,17,9,3,0,0,0,0,60,22,0,4,7,8,5,16,3,0,0
LGA17100,56,92,77,12,3,6,20,331,18,0,3,9,6,13,20,19,4,0,0,26,108,320,94,123,256,343,637,1127,704,125,42,50,137,3950,8,4,0,0,5,3,12,49,37,13,6,14,175,6,8,3,3,0,3,3,10,5,3,3,6,58,22,52,12,12,7,6,13,20,20,3,4,17,194,27,84,23,14,11,3,14,33,24,4,6,12,251,14,15,20,11,4,16,29,54,32,11,10,3,211,11,3,17,16,6,11,27,56,29,10,3,5,192,15,5,7,23,9,9,71,107,63,10,9,16,355,15,0,7,7,9,11,54,95,67,21,6,7,309,12,0,4,11,5,13,64,139,85,25,8,12,372,7,0,0,5,4,10,32,144,73,21,7,9,313,12,0,7,3,3,10,70,195,146,30,23,14,510,9,0,3,3,4,3,31,160,76,39,15,7,345,12,0,3,3,0,0,13,109,80,23
LGA17150,179,297,233,87,13,26,43,1140,54,20,24,28,24,27,44,32,3,4,7,75,340,1237,339,738,1311,1241,3406,3516,2291,587,182,240,442,15531,15,3,7,4,5,13,22,37,16,7,9,23,163,22,26,15,7,8,10,12,14,8,5,6,8,147,109,171,79,47,20,41,43,57,19,9,4,45,636,112,292,120,65,40,44,93,71,19,10,7,42,908,45,59,85,72,58,87,180,201,62,22,7,34,919,20,11,65,45,15,17,34,50,20,13,7,3,307,43,18,30,88,62,129,284,312,109,30,24,28,1163,27,5,33,49,42,120,311,403,129,39,28,26,1214,35,12,19,23,50,113,351,541,188,62,40,30,1468,29,3,13,29,38,59,261,559,210,76,33,20,1327,45,0,8,31,42,76,352,813,412,184,105,20,2099,37,3,0,23,30,41,181,588,364,144,93,20,1524,29,0,5,19,26,31,110,379,292,189
LGA17200,104,329,731,512,255,253,102,2674,207,36,63,47,43,88,115,176,85,71,127,222,1294,3905,783,1670,2069,1624,3071,6488,8435,4162,1986,2116,1167,37472,109,34,35,37,24,50,185,254,292,234,356,117,1740,142,110,44,41,20,31,47,53,48,41,64,61,695,451,762,215,115,61,77,102,117,92,66,125,159,2331,341,1147,200,129,71,100,104,127,82,67,119,137,2628,89,162,210,158,118,171,244,236,149,92,146,74,1842,55,52,305,117,32,52,74,61,70,48,78,36,977,101,112,120,218,132,260,374,346,281,155,216,82,2392,62,35,75,88,95,255,469,510,395,274,274,45,2588,72,23,46,65,63,218,519,762,559,350,367,76,3113,56,16,27,43,44,146,427,791,631,375,370,64,2993,83,8,33,25,50,122,449,1122,1257,770,761,98,4793,39,0,9,14,20,52,142,555,926,747,641,57,3206,55,4,13,15,18,66,204,800,1274,1114
LGA17310,44,26,6,0,0,0,18,357,25,23,33,37,4,3,0,0,0,0,3,37,168,812,301,1383,1510,563,519,205,50,9,6,50,206,5621,5,3,9,10,8,10,3,4,0,0,3,13,66,21,4,14,21,7,7,4,3,0,0,0,3,84,52,51,81,82,38,27,13,9,3,0,3,15,383,65,103,150,123,58,57,35,3,0,0,11,19,623,40,12,135,204,104,93,79,10,0,0,0,17,696,23,15,75,77,46,63,26,7,0,0,0,7,346,44,19,104,199,115,144,96,17,3,0,6,26,784,34,16,49,140,81,136,91,18,3,0,0,16,582,41,4,30,111,94,151,131,36,3,0,5,10,620,22,0,25,68,58,102,113,34,3,0,3,16,451,37,0,22,56,61,114,153,52,3,0,0,15,502,14,0,12,16,24,54,96,43,7,0,3,3,263,15,0,3,5,14,27,50,49,5,0
LGA17350,0,0,0,0,0,0,3,20,0,3,0,0,0,0,0,0,0,0,0,3,14,127,64,169,99,10,0,0,0,0,0,3,24,496,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,15,8,14,4,0,0,0,0,0,0,0,4,39,25,11,23,17,3,0,0,0,0,0,0,5,89,6,9,25,22,3,0,0,0,0,0,0,0,73,9,5,13,9,0,0,0,0,0,0,0,0,39,9,0,9,32,10,0,0,0,0,0,0,0,60,9,3,16,13,0,0,0,0,0,0,0,0,45,8,4,4,15,8,4,0,0,0,0,0,0,33,5,3,3,11,0,0,0,0,0,0,0,0,27,6,0,3,7,5,3,0,0,0,0,0,4,33,3,0,0,10,0,3,0,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,0
LGA17400,0,0,0,0,0,0,0,32,7,3,3,4,0,0,0,0,0,0,0,8,19,164,97,255,72,3,6,4,0,0,0,3,32,629,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,0,0,3,18,9,7,28,15,3,0,0,0,0,0,3,3,62,16,9,34,31,4,0,0,0,0,0,0,0,103,3,3,18,22,10,4,0,0,0,0,0,0,66,9,3,17,25,7,3,0,0,0,0,0,0,62,7,0,21,22,13,9,0,0,0,0,0,3,75,10,0,6,22,6,4,0,0,0,0,0,3,66,6,0,4,13,6,4,0,0,0,0,0,0,32,4,0,8,4,7,0,0,0,0,0,0,3,29,7,0,4,9,10,3,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,0
LGA17420,31,152,162,69,26,16,24,569,4,3,10,3,4,3,24,11,5,0,3,24,96,332,69,187,264,161,464,2105,1578,516,156,173,188,6200,13,0,0,0,0,3,4,22,24,7,15,17,113,6,0,3,3,0,3,3,3,7,6,3,9,56,27,13,14,8,6,11,11,18,20,3,5,14,143,28,14,26,13,9,3,8,21,21,5,0,16,160,19,3,25,22,11,10,29,62,34,16,7,15,253,16,0,6,7,5,5,15,18,27,9,0,4,121,26,0,11,17,11,8,40,88,62,21,14,17,307,28,8,10,13,9,18,39,127,86,23,17,23,403,27,3,7,13,18,21,38,145,136,53,35,13,509,23,0,9,7,15,9,40,151,153,62,35,13,507,39,0,7,10,15,30,69,256,276,112,70,22,905,20,0,4,10,29,16,36,165,222,102,63,8,665,25,0,5,6,10,14,28,165,298,168
LGA17550,122,113,35,3,0,4,23,528,28,9,40,52,24,38,35,9,3,0,9,52,303,780,260,962,1488,1148,1744,1404,450,90,25,52,291,8702,12,4,6,3,11,17,31,27,4,0,6,22,141,11,14,13,14,14,21,19,13,3,0,0,19,134,62,95,87,78,42,73,56,39,3,3,8,23,572,73,150,157,139,63,119,152,65,6,3,13,47,976,35,23,115,168,119,218,274,116,16,3,13,32,1121,28,6,81,64,43,74,138,86,15,5,7,21,565,46,20,43,112,97,198,361,241,26,13,10,17,1193,41,7,36,52,67,134,337,235,48,8,7,25,985,19,3,25,36,48,117,325,274,43,3,11,19,926,20,3,11,25,19,71,201,237,52,15,8,8,663,25,0,15,20,10,49,213,317,101,25,7,20,797,15,0,7,8,11,20,95,185,48,10,4,0,404,9,0,4,6,0,4,39,83,51,20
LGA17620,3,3,0,0,0,0,6,96,9,3,9,6,0,0,0,0,0,0,0,11,37,416,104,366,332,104,51,23,9,3,0,13,89,1496,5,0,0,3,4,0,0,0,0,0,0,0,18,3,4,0,7,0,0,0,0,0,0,0,5,20,6,8,25,7,0,4,0,0,0,0,3,7,61,26,28,56,17,5,4,5,0,0,0,0,7,145,15,0,32,33,18,19,3,0,0,0,0,6,133,9,3,18,13,5,7,0,0,0,0,0,3,66,39,6,24,39,32,16,15,0,0,0,0,16,191,37,3,14,30,21,22,10,0,0,0,0,8,137,37,0,10,26,21,14,11,10,0,0,0,12,147,34,0,4,14,14,14,17,6,0,0,0,7,123,44,0,6,29,17,35,35,15,0,0,3,7,195,18,0,0,11,8,10,19,10,0,0,0,0,76,26,0,0,10,9,9,11,8,0,0
LGA17640,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,6,199,43,104,69,16,14,4,0,0,0,3,23,474,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,10,4,3,3,4,3,0,0,0,0,0,3,0,27,28,9,15,4,4,0,0,0,0,0,0,7,65,16,0,10,6,7,5,0,0,0,0,0,5,55,12,0,3,6,0,0,0,0,0,0,0,0,27,10,0,9,13,4,7,0,0,0,0,0,3,40,12,3,10,5,8,4,3,0,0,0,0,0,45,11,3,3,13,10,3,3,0,0,0,0,0,50,5,0,3,3,3,0,0,0,0,0,0,0,20,11,0,3,11,6,10,3,0,0,0,0,0,46,15,0,0,5,4,9,3,0,0,0,0,0,32,9,0,0,4,0,0,0,4,0,0
LGA17650,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,7,20,137,31,151,63,15,13,8,3,0,0,3,27,444,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,0,0,4,0,0,0,0,0,26,4,3,12,10,7,0,0,0,0,0,0,5,41,13,3,11,18,3,11,3,0,0,0,0,0,63,9,0,10,14,4,3,0,0,0,0,0,0,34,10,0,10,15,10,0,3,0,0,0,0,3,53,4,0,6,8,3,3,4,0,0,0,0,3,39,7,3,5,10,7,8,4,0,0,0,0,0,50,10,3,0,8,7,7,3,3,0,0,0,0,40,15,0,6,4,0,3,0,0,0,0,0,3,30,7,0,6,0,0,0,0,3,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0
LGA17750,86,44,9,0,0,0,7,431,27,24,47,30,13,9,8,0,0,0,8,36,203,757,388,1703,1462,793,803,337,87,7,5,45,207,6592,10,3,3,20,12,6,16,5,0,0,0,16,89,18,12,20,17,14,6,3,3,0,0,0,7,108,52,87,79,90,28,46,17,8,3,0,3,23,436,74,116,137,122,43,48,26,5,0,3,0,17,603,27,33,107,154,85,107,66,11,3,0,5,18,622,28,8,75,83,35,44,47,13,0,0,0,10,348,35,27,85,220,98,148,122,27,6,0,0,30,803,30,9,48,133,81,180,139,33,6,0,3,12,664,38,8,41,93,79,172,199,68,8,0,6,20,724,12,3,20,69,69,123,149,65,12,7,3,18,546,28,7,19,57,82,148,219,122,19,0,0,7,721,11,0,3,34,48,88,109,72,22,0,3,8,403,11,3,8,11,16,32,50,76,22,7
LGA17850,0,0,0,0,0,0,0,17,5,0,3,0,0,0,0,0,0,0,0,0,16,127,30,94,10,3,0,0,0,0,0,0,23,298,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,4,0,0,0,0,0,0,0,0,16,7,5,16,3,0,0,0,0,0,0,0,4,39,12,0,11,6,0,0,0,0,0,0,0,0,36,6,0,5,3,0,0,0,0,0,0,0,3,15,19,0,14,12,0,0,0,0,0,0,0,0,43,5,3,3,6,4,0,0,0,0,0,0,0,25,13,0,13,10,4,0,0,0,0,0,0,0,45,5,0,0,3,3,0,0,0,0,0,0,0,16,3,0,7,3,3,0,0,0,0,0,0,0,27,0,0,0,6,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0
LGA17900,3,0,0,0,0,0,12,79,8,4,7,0,0,3,0,0,0,0,3,14,48,486,113,209,107,17,5,6,0,0,3,7,84,1051,8,0,3,0,0,0,0,0,0,0,0,3,17,7,3,3,3,0,0,0,0,0,0,0,0,19,18,14,26,5,0,0,0,0,0,0,0,6,71,45,14,32,14,0,0,0,0,0,0,0,4,116,12,6,25,13,0,0,0,0,0,0,0,4,70,11,0,14,14,0,0,0,0,0,0,0,3,42,20,5,25,24,4,0,0,0,0,0,0,8,87,32,3,17,18,0,0,0,0,0,0,0,7,80,34,6,22,8,5,0,0,0,0,0,0,14,89,36,3,11,5,3,3,0,0,0,0,0,3,66,39,7,13,11,4,3,0,0,0,0,0,10,91,26,3,14,0,0,0,0,0,0,0,0,3,52,19,7,3,3,0,3,0,0,0,0
LGA17950,0,0,0,0,0,0,3,28,3,0,3,0,0,0,0,0,0,0,0,0,12,122,65,121,18,3,0,0,0,0,0,5,15,346,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,8,5,3,0,0,0,0,0,0,0,0,0,19,8,12,24,0,0,0,0,0,0,0,0,0,52,0,9,12,4,0,0,0,0,0,0,0,3,28,0,0,9,5,0,0,0,0,0,0,0,0,12,5,4,28,8,0,0,0,0,0,0,0,0,48,13,4,13,3,0,0,0,0,0,0,0,0,27,13,3,14,5,0,0,0,0,0,0,0,3,35,12,0,4,6,0,0,0,0,0,0,0,0,27,12,0,9,3,0,0,0,0,0,0,0,5,34,8,0,3,3,0,0,0,0,0,0,0,0,10,4,0,0,4,0,0,0,0,0,0
LGA18020,0,0,0,0,0,0,6,45,8,8,11,3,0,0,0,0,0,0,0,6,30,297,141,358,62,14,0,0,3,3,0,8,54,947,3,0,3,0,0,0,0,0,0,0,0,0,11,3,3,6,3,0,0,0,0,0,0,0,0,11,10,5,26,20,0,0,0,0,0,0,0,3,65,38,17,38,27,0,0,0,0,0,0,0,6,126,29,0,41,29,3,3,0,0,0,0,0,10,113,22,5,29,20,6,0,0,0,0,0,0,3,84,18,9,37,30,3,0,0,0,0,0,0,7,109,23,7,23,22,3,4,0,0,0,0,0,3,75,22,4,17,23,5,3,0,0,0,0,0,3,78,17,3,17,13,0,0,0,0,0,0,0,3,51,23,3,11,16,0,3,0,0,0,0,0,3,56,3,0,4,3,3,0,0,0,0,0,0,3,22,5,0,0,8,4,0,0,0,0,0
LGA18050,37,175,279,156,103,133,22,969,18,4,10,7,9,28,53,59,18,21,30,64,318,560,74,168,293,393,1018,2267,2611,1252,676,824,293,10430,15,4,0,0,3,11,18,30,34,31,42,18,204,13,9,4,0,0,3,6,17,11,3,5,9,87,61,48,12,13,12,22,17,36,23,10,9,12,279,54,106,33,16,6,22,38,36,43,10,16,17,389,20,13,36,24,16,37,70,80,51,21,23,18,409,4,5,20,15,0,8,9,30,22,12,14,9,149,15,4,12,18,17,51,93,132,102,39,55,23,561,19,3,10,5,12,34,118,183,126,63,76,25,680,23,0,7,4,9,39,94,228,184,82,99,19,784,16,0,3,8,5,20,90,223,179,116,82,15,740,34,0,3,7,9,22,111,352,380,177,195,37,1327,12,4,0,7,4,10,32,206,313,190,194,18,987,19,0,0,4,3,11,46,207,372,331
LGA18100,0,0,0,0,0,0,0,8,3,4,3,0,0,0,0,0,0,0,0,0,9,115,38,79,27,5,0,0,0,0,0,3,13,285,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,4,5,10,5,0,0,0,0,0,0,0,0,0,0,16,23,13,18,7,0,0,0,0,0,0,0,3,62,3,4,20,3,0,0,0,0,0,0,0,0,38,3,3,8,10,0,0,0,0,0,0,0,0,26,3,3,21,11,0,0,0,0,0,0,0,0,38,4,0,7,4,0,0,0,0,0,0,0,3,24,9,4,5,3,0,0,0,0,0,0,0,3,27,5,0,0,5,0,0,0,0,0,0,0,0,18,3,0,4,5,0,0,0,0,0,0,0,0,17,4,0,0,3,0,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0
LGA18200,0,0,0,0,0,0,0,43,11,4,13,0,0,0,0,0,0,0,3,3,32,186,67,226,104,33,5,5,0,0,3,9,31,666,3,0,6,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,18,13,0,0,0,0,0,0,0,0,50,16,3,26,22,0,0,0,0,0,0,0,0,64,12,4,9,31,4,3,0,0,0,0,0,0,68,10,3,22,15,0,3,0,0,0,0,0,0,61,16,3,15,28,8,0,0,0,0,0,0,4,73,16,3,13,24,5,6,0,0,0,0,0,0,68,23,0,13,18,4,8,0,0,0,0,0,0,66,10,0,5,15,3,5,0,0,0,0,0,0,40,10,0,7,8,0,6,3,0,0,0,0,0,39,4,0,3,0,3,3,0,3,0,0,0,0,24,3,0,0,3,6,0,0,0,0,0
LGA18230,36,20,12,0,4,0,12,376,38,30,55,19,10,4,0,0,0,0,0,26,175,696,385,1216,1332,457,292,122,37,3,3,42,164,4758,7,0,3,11,3,11,0,0,0,0,3,3,43,11,14,8,14,7,7,5,0,0,0,3,9,69,43,57,114,53,15,11,3,0,0,0,0,27,330,58,141,150,98,27,28,10,6,0,0,6,25,543,34,18,154,147,67,65,10,5,0,0,0,15,517,22,17,79,64,28,21,12,4,0,0,0,3,250,33,14,116,163,99,92,36,3,0,0,4,14,586,33,13,86,132,97,100,38,10,7,0,0,17,534,27,3,62,108,77,119,48,15,3,0,3,17,484,25,3,23,67,48,106,49,20,0,3,0,5,361,33,3,33,75,43,125,99,39,0,0,7,8,463,12,0,12,24,28,58,63,28,0,0,0,3,238,15,0,3,21,4,20,29,28,0,0
LGA18250,31,107,173,121,48,68,33,635,21,4,0,4,0,12,32,30,13,8,22,26,166,473,93,149,191,108,485,2022,2242,1114,475,607,227,8182,25,5,6,0,3,3,7,52,89,51,63,24,330,10,8,0,3,3,0,3,14,28,12,10,11,106,26,45,15,12,6,8,8,26,45,14,26,11,234,26,65,23,11,0,6,14,31,24,17,17,16,248,22,7,22,18,6,12,23,50,49,17,26,15,272,8,4,17,5,3,7,11,32,34,17,11,5,155,26,4,12,14,9,17,29,104,92,35,31,10,377,16,6,11,6,11,13,35,140,119,50,54,11,470,28,3,7,9,10,13,45,141,164,65,71,11,577,18,0,0,3,3,10,38,169,159,88,91,18,596,24,0,7,13,12,17,39,247,353,133,183,28,1050,14,0,4,8,3,6,13,153,257,119,111,12,706,36,0,3,3,3,8,28,180,412,212
LGA18350,46,36,14,9,0,3,8,240,9,3,16,11,4,4,6,4,0,0,4,14,70,408,114,411,746,513,535,358,135,35,5,37,112,3408,4,0,8,9,3,4,3,3,0,0,0,9,39,3,0,11,8,4,6,0,5,0,0,0,3,44,21,3,34,30,15,32,10,12,5,3,3,10,176,31,9,87,71,29,27,27,12,0,0,0,13,300,32,10,49,88,40,76,60,21,0,3,4,13,392,15,0,8,31,21,29,25,14,9,0,0,3,150,27,4,24,52,32,86,72,49,10,7,8,15,377,26,0,12,36,30,81,80,63,16,6,3,11,367,18,0,9,39,37,71,109,62,19,0,0,12,365,15,0,10,17,21,50,85,60,21,3,7,3,305,32,0,9,7,13,55,95,99,30,8,3,8,359,15,0,0,3,4,17,37,49,21,5,6,9,166,13,0,0,3,8,10,22,38,19,11
LGA18400,35,14,16,3,0,3,6,146,10,0,5,8,10,9,0,0,0,0,0,12,47,265,43,207,396,366,415,134,88,26,9,12,73,2037,3,0,0,3,0,5,5,5,0,0,5,3,32,9,3,0,3,3,4,3,4,0,0,0,0,30,19,6,21,12,4,11,6,10,3,0,7,6,97,35,3,26,24,12,10,17,11,3,0,0,6,154,16,3,11,20,26,43,42,23,0,0,5,9,199,7,3,9,9,3,13,19,6,3,0,0,3,79,31,0,10,37,24,63,47,28,3,3,3,5,243,14,0,13,17,20,61,52,26,10,6,0,12,236,15,0,10,14,21,35,64,36,9,4,0,3,206,21,0,3,3,11,33,55,35,12,3,0,4,184,32,3,3,11,12,29,82,49,24,14,3,7,271,5,0,3,7,9,16,30,46,15,6,3,4,150,12,0,3,4,0,7,23,25,12,4
LGA18450,252,187,76,21,11,9,50,1255,125,63,109,75,42,53,34,15,8,0,17,136,676,2662,1262,3364,3733,2330,3163,1928,638,166,69,212,683,20202,38,21,37,45,40,75,82,96,62,27,11,46,589,104,99,48,61,24,29,43,34,4,3,3,22,480,274,518,251,255,91,123,94,40,12,3,20,79,1769,239,855,366,289,139,150,127,51,16,5,23,93,2349,70,136,302,400,213,274,279,109,23,7,10,57,1885,49,38,367,232,107,178,178,84,21,8,14,37,1309,69,68,157,386,230,402,453,190,43,10,18,54,2073,62,21,103,248,197,383,453,261,55,20,13,54,1885,51,13,55,142,174,370,493,298,79,21,9,28,1736,32,7,34,90,107,264,441,285,75,9,15,20,1378,61,11,37,109,102,290,594,437,141,50,30,31,1881,36,3,5,37,45,119,294,333,98,26,24,11,1029,26,6,16,34,28,57,190,252,125,52
LGA18500,12,76,162,119,83,208,31,732,7,0,0,8,3,13,28,28,13,10,29,25,159,380,28,85,274,255,519,1233,1550,947,593,1311,225,7394,20,0,0,0,0,6,4,18,15,12,42,5,129,12,0,3,0,3,0,4,7,10,0,7,5,46,14,8,5,9,5,11,11,17,17,9,18,11,133,28,14,9,8,8,18,31,29,25,20,13,10,215,26,6,19,22,15,30,53,52,40,12,21,13,300,10,0,5,0,3,3,3,11,11,7,10,3,68,17,3,3,13,4,40,47,63,45,19,29,7,303,13,0,0,7,13,32,60,87,77,33,76,11,422,15,0,5,4,10,25,66,114,79,49,83,13,475,16,0,0,3,4,17,54,129,120,62,72,6,485,17,0,3,0,6,19,71,197,179,113,165,17,801,23,0,3,3,6,7,16,102,147,98,139,12,556,32,0,3,3,3,4,31,142,224,241
LGA18710,8,4,5,0,0,0,0,60,0,0,4,3,0,0,0,0,0,0,0,7,19,212,47,175,165,103,94,58,45,18,3,11,51,973,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,3,4,0,0,0,0,0,0,0,16,15,0,6,8,0,3,0,0,0,0,0,3,37,32,0,11,6,6,3,5,4,0,0,0,3,73,13,0,14,14,10,3,5,3,0,0,0,0,64,9,0,3,4,3,3,0,0,0,0,0,0,25,17,0,7,19,7,16,10,9,0,0,0,4,97,10,4,3,8,8,15,14,3,0,0,0,7,72,11,0,11,12,12,24,32,15,3,0,0,8,123,9,0,3,6,6,15,22,9,4,0,0,3,79,13,0,7,6,3,20,38,21,4,7,0,0,125,13,3,0,0,8,11,17,25,6,0,0,5,77,15,0,0,3,3,9,12,11,7,3
