LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA14500,16,10,11,10,9,6,3,0,3,64,93,45,27,81,115,72,104,52,32,625,57,43,37,34,52,42,26,14,3,308,80,61,55,51,66,46,26,12,12,411,252,127,90,158,168,75,21,8,0,906,569,409,204,515,648,524,408,432,256,3966,23,5,5,20,14,10,8,9,5,100,77,84,77,60,57,47,46,32,42,522,1205,918,309,647,1023,902,807,681,406,6897,409,266,222,269,291,244,149,88,23,1956,24,13,7,18,18,23,19,7,14,143,14452,8559,4015,8653,10556,7959,6372,4731,2683,67978,331,186,212,288,276,133,66,31,8,1528,151,91,138,115,112,86,39,17,0,740,714,648,215,362,705,638,275,198,84,3846,0,0,0,0,0,0,0,0,0,0,75,61,49,59,60,37,17,9,5,361,87,73,71,73,101,94,42,24,5,578,159,129,125,133,168,129,66,32,9,939,4862,4104,2211,3376,3988,2775,1485,863,329,23987
LGA14550,0,0,0,0,0,0,0,0,0,0,15,0,5,11,9,10,8,0,0,52,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,4,0,0,0,16,65,52,26,25,31,17,8,5,0,215,77,28,31,52,82,134,84,49,23,556,0,4,0,0,7,7,0,0,0,16,5,7,0,7,8,14,11,0,0,56,75,79,39,78,129,122,101,80,30,735,46,18,21,19,36,40,28,8,0,212,8,3,0,0,7,12,9,3,0,35,961,567,415,623,974,1008,679,440,166,5830,6,0,5,8,0,4,0,0,0,23,7,0,0,3,4,0,0,0,0,11,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,0,0,0,0,8,9,3,9,13,19,11,4,0,0,70,14,3,7,17,18,14,4,0,0,86,534,271,223,253,351,391,111,45,21,2206
LGA14600,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,7,3,5,0,26,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,9,20,13,3,7,11,7,3,0,0,66,70,27,47,49,84,92,72,65,29,529,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,3,3,0,24,84,54,50,53,78,82,73,34,22,518,36,16,11,21,16,21,13,12,0,138,0,0,0,0,3,0,0,0,0,6,1052,565,554,616,725,748,566,375,135,5338,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,5,209,75,101,67,55,60,15,14,7,612
LGA14650,61,64,35,54,72,49,29,19,6,395,69,63,34,84,100,128,115,93,55,737,0,8,3,0,6,4,0,0,0,22,65,42,43,43,41,39,26,22,7,339,586,415,327,336,379,283,128,79,20,2547,527,433,410,732,1162,1346,1115,826,309,6863,195,149,119,150,186,167,134,101,27,1218,632,544,418,408,398,396,351,277,131,3545,1756,1541,987,1588,2155,2456,1999,1506,641,14623,937,648,461,534,611,513,281,193,132,4309,109,65,52,76,56,43,36,29,15,475,22261,15449,12366,17276,19586,19426,14885,9949,3981,135183,80,42,97,72,51,39,21,10,0,412,103,48,119,54,54,37,12,8,0,431,8,4,13,16,13,11,12,3,0,80,3,3,0,4,3,0,0,0,0,11,10,9,18,11,9,8,9,5,0,71,51,64,86,89,86,59,30,5,3,468,59,66,112,102,96,61,31,10,3,545,9766,6170,5389,4910,4459,3579,1937,1024,398,37649
LGA14700,3,3,4,3,0,0,0,0,0,15,31,6,24,35,21,25,23,17,4,187,17,9,31,16,14,15,27,12,3,149,7,5,12,7,3,9,4,3,3,58,41,38,49,29,34,16,10,3,0,218,79,52,59,134,124,106,94,83,43,778,0,0,5,3,0,3,0,0,0,24,7,3,14,6,3,0,0,0,0,33,133,60,96,151,167,126,103,75,57,971,58,57,86,66,44,57,27,11,6,424,3,3,5,6,4,3,0,3,3,41,3826,2021,2278,2937,2702,2032,1457,932,598,18785,122,68,315,124,27,25,16,0,0,699,74,40,106,58,46,26,5,0,0,363,77,29,43,57,43,65,51,32,11,417,0,0,3,0,0,0,0,0,0,3,18,6,17,8,8,6,3,0,0,58,26,15,28,37,31,15,3,3,3,168,39,26,47,41,43,24,10,3,3,227,1398,1000,1491,1320,1037,944,433,184,70,7878
LGA14750,0,0,0,0,0,3,0,0,0,8,14,11,8,19,18,18,4,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,29,15,9,5,19,14,7,4,0,100,106,79,50,98,130,129,121,81,25,816,4,3,7,3,8,13,11,0,0,49,5,5,0,3,5,3,0,3,0,28,92,66,53,69,80,89,66,42,20,570,41,20,8,21,16,11,6,3,0,119,3,0,0,0,0,0,0,0,0,3,1909,1226,754,1105,1274,1008,823,478,165,8743,4,0,3,0,0,3,0,0,0,19,9,4,3,6,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,4,8,0,3,0,0,58,3,4,3,3,4,4,0,0,0,22,10,14,25,10,11,7,3,0,0,81,459,232,168,158,136,89,33,17,4,1292
LGA14850,21,18,11,8,16,10,3,3,0,87,20,6,11,9,25,26,14,14,3,133,0,0,0,0,0,0,0,0,0,0,26,12,7,8,5,6,12,3,0,85,92,84,55,50,62,65,21,3,6,445,275,204,155,265,428,430,312,220,105,2392,21,15,9,20,11,17,14,13,9,130,83,44,26,47,47,45,33,25,11,355,331,275,190,282,476,454,318,242,96,2664,248,120,106,116,137,125,58,26,6,948,62,19,31,21,21,24,13,6,0,192,4629,3234,2320,3136,4320,3934,2580,1809,745,26716,15,12,14,16,8,15,5,3,0,83,20,7,21,17,6,3,0,0,0,73,3,0,3,9,9,8,3,3,0,35,10,3,5,6,11,3,3,0,0,39,7,3,6,3,7,9,3,0,0,34,48,36,62,82,81,59,12,7,0,386,61,45,72,90,95,69,22,7,0,461,2719,1708,1383,1527,1510,1371,431,161,64,10870
LGA14870,0,0,4,4,5,3,4,0,0,22,7,3,0,7,6,4,11,8,3,59,0,0,4,0,0,0,0,0,0,11,4,0,0,3,7,3,0,0,0,23,17,11,13,13,18,20,5,9,0,111,98,60,56,151,168,204,160,90,35,1024,8,17,10,9,19,19,21,9,0,108,10,10,7,13,8,7,13,6,0,74,228,149,112,149,227,245,214,130,49,1506,74,46,35,43,55,56,27,13,3,343,0,3,0,0,0,0,0,0,0,9,2424,1548,1246,1769,2244,2196,1725,938,324,14407,3,4,9,3,3,4,3,0,0,26,17,3,9,7,3,0,0,0,0,41,3,3,0,0,0,3,3,0,0,11,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,9,10,11,13,12,15,5,0,0,67,10,10,11,16,12,10,5,0,0,82,889,551,404,415,436,352,209,88,18,3361
LGA14900,295,184,145,129,112,46,27,19,4,964,45,30,34,61,64,70,56,57,23,447,403,292,215,218,265,148,58,35,7,1648,135,89,76,80,81,55,24,13,6,554,671,460,388,384,369,215,75,28,4,2588,248,225,241,281,424,358,231,159,55,2210,53,27,39,27,32,28,17,17,7,243,136,75,74,70,67,55,27,11,7,511,443,309,327,333,351,298,171,95,36,2366,787,534,479,425,372,212,93,41,8,2940,98,55,53,58,62,32,26,11,5,393,23625,15383,14656,16656,15886,11851,7447,4116,1242,110875,2011,1055,1750,1623,1367,611,239,103,6,8761,6687,3064,3301,2668,1948,1013,400,98,21,19198,3,0,6,9,4,10,6,3,0,43,0,0,3,0,0,0,0,0,0,3,152,68,178,101,43,39,15,8,0,603,837,610,535,426,374,235,155,41,5,3219,986,673,712,523,419,276,173,49,12,3829,3520,2535,2355,1886,1648,986,388,203,43,13562
LGA14920,0,3,0,0,5,0,6,0,0,21,3,0,3,0,5,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,32,3,9,5,8,11,0,3,0,71,10,15,19,34,45,60,46,36,8,267,0,0,0,0,9,4,0,0,0,21,0,0,0,0,3,0,9,3,0,16,43,39,33,44,70,80,72,35,12,432,23,11,18,4,9,15,14,8,0,105,6,0,0,0,0,3,0,0,0,16,1052,594,521,724,863,946,742,445,155,6038,0,0,3,0,0,0,3,0,0,4,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,285,119,118,102,115,82,53,19,6,898
LGA14950,0,0,0,0,0,0,0,0,0,3,44,16,17,21,24,31,19,11,7,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,11,6,7,9,0,0,0,56,37,21,11,35,46,41,34,27,18,273,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,68,36,21,45,45,62,48,27,15,366,7,0,0,3,4,3,7,0,0,26,0,0,0,0,0,0,0,0,0,0,490,232,176,311,372,363,266,179,84,2474,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,9,0,3,4,0,3,3,0,0,0,16,84,27,34,36,38,34,24,7,0,283
LGA15050,55,16,20,19,11,12,10,5,3,154,24,16,21,32,33,33,20,11,13,201,4,0,6,3,0,0,3,0,0,17,47,17,32,25,22,15,7,3,0,169,172,97,79,84,86,63,31,8,4,627,233,207,214,343,414,459,302,214,82,2469,77,62,35,65,62,69,46,43,10,463,47,30,20,33,31,37,15,7,0,218,677,507,382,554,693,645,506,271,112,4340,369,188,185,223,160,125,54,25,5,1340,7,4,10,6,5,10,3,0,3,52,10410,6346,6020,7257,7268,6333,4130,2457,932,51150,40,8,62,40,16,10,5,3,0,183,40,35,37,24,16,12,3,0,0,162,5,3,5,4,3,0,0,0,0,21,0,3,0,0,0,0,0,0,0,4,17,12,21,8,5,0,0,0,0,69,25,30,39,42,43,16,6,0,0,203,44,45,59,52,49,18,6,0,0,276,3215,1867,1799,1473,1100,812,289,124,37,10720
LGA15240,26,17,12,28,29,36,45,40,5,246,27,10,3,23,33,53,81,43,4,279,4,0,6,0,0,3,0,0,0,25,18,18,6,14,15,23,29,15,3,143,98,64,40,56,99,86,59,21,8,525,230,179,152,308,593,795,772,544,188,3765,105,47,35,59,68,103,86,70,20,594,44,38,15,24,58,37,47,34,15,311,652,428,301,496,787,1022,990,662,274,5608,409,249,171,223,311,257,196,92,21,1928,3,7,7,6,16,30,10,10,4,85,9053,5307,3928,6409,8726,10458,9941,6173,2110,62120,29,0,12,23,12,11,0,0,0,83,30,12,13,21,20,15,9,0,0,115,0,3,3,0,3,15,14,3,0,48,18,4,6,9,5,8,0,0,0,55,0,8,3,0,0,0,0,0,0,10,33,24,30,38,47,39,8,3,0,220,53,38,41,48,56,50,8,3,0,288,4005,2121,1549,1719,1909,1928,1305,576,188,15289
LGA15270,3,3,3,0,9,5,0,0,0,20,3,3,0,5,17,21,13,18,3,84,0,0,3,0,0,4,0,0,0,3,3,3,0,8,6,3,0,0,0,30,33,35,10,22,29,15,13,3,0,174,111,63,57,121,144,196,158,97,47,994,10,11,6,8,15,12,4,8,0,65,0,3,3,3,8,5,5,3,0,31,91,80,78,132,160,165,118,85,32,943,90,46,38,68,41,38,29,14,3,361,0,0,0,3,0,10,3,0,0,13,3041,1716,1514,2180,2412,2331,1906,1083,399,16589,3,0,4,3,5,0,0,0,0,21,5,7,7,7,4,3,3,0,0,28,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,14,8,3,9,16,17,12,8,3,0,65,16,3,7,19,15,11,8,3,0,81,1000,518,426,478,425,371,228,69,24,3535
LGA15300,4,3,3,5,0,3,0,0,0,20,27,16,18,15,12,8,3,4,4,110,0,0,0,0,0,0,0,0,0,0,0,9,8,0,8,8,0,0,0,31,15,12,14,15,17,10,3,3,0,88,67,45,53,95,121,115,76,48,17,637,35,10,17,17,26,6,9,3,0,119,18,4,3,9,9,5,3,3,0,56,91,40,72,67,76,79,45,17,8,495,44,20,38,24,20,22,3,0,0,173,3,4,3,0,4,0,0,0,0,11,2227,1220,1221,1436,1493,1240,878,430,141,10287,14,4,22,3,0,3,0,0,0,44,0,0,3,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,7,0,3,5,0,5,0,0,0,14,6,3,3,7,7,5,0,0,0,32,536,268,261,219,141,101,35,10,4,1583
LGA15350,3,0,3,3,4,0,0,0,0,15,41,12,33,32,31,30,32,6,3,211,3,0,0,3,9,7,0,0,0,26,10,7,9,13,15,7,0,0,0,63,21,13,33,12,18,11,3,3,0,119,98,41,53,114,132,152,149,82,66,892,0,0,4,0,0,0,0,4,0,7,0,0,5,0,3,0,0,0,0,12,89,50,80,110,103,98,93,56,43,726,48,35,50,35,63,38,18,11,3,306,3,0,3,4,0,3,5,4,0,24,3271,1556,1775,2548,2524,2058,1601,938,617,16878,26,42,87,34,29,12,6,5,0,250,12,9,44,29,14,14,12,6,0,135,20,17,24,24,30,53,42,29,22,255,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,17,11,3,16,18,21,22,4,0,0,100,11,3,17,28,18,23,4,4,0,115,1166,751,989,1099,928,766,478,231,114,6521
LGA15520,0,0,0,0,0,0,0,0,0,4,11,3,4,7,14,17,10,4,3,64,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,13,8,6,3,5,13,9,0,0,50,26,17,18,41,67,138,124,73,29,525,3,6,3,4,3,3,9,6,0,37,0,0,0,0,0,3,0,0,0,3,159,96,62,129,191,229,210,122,40,1235,37,35,12,20,13,15,18,0,0,152,0,0,0,0,0,0,0,0,0,0,1142,649,501,841,1136,1307,1177,696,206,7658,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,0,0,0,0,11,0,3,3,3,7,3,0,0,0,20,0,9,5,4,13,3,0,0,0,37,500,312,272,270,259,220,161,69,19,2076
LGA15560,3,0,0,3,3,0,0,0,0,8,3,3,3,0,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,3,4,0,0,0,0,24,21,18,14,29,45,42,32,20,8,234,3,5,0,0,0,0,0,0,0,13,3,3,0,0,0,5,0,0,0,19,49,38,32,39,72,57,40,35,9,371,8,0,5,0,3,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,550,309,247,351,479,405,316,182,52,2903,0,3,10,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,8,3,0,4,0,0,0,0,0,0,12,159,87,57,58,59,39,20,12,4,484
LGA15650,7,0,0,3,0,0,0,0,0,14,3,0,9,9,3,8,4,0,0,39,0,0,0,0,0,0,3,0,0,5,4,3,3,4,0,0,0,0,0,17,11,3,10,5,3,11,3,0,0,45,42,30,50,70,89,90,65,47,6,486,0,8,3,0,9,3,6,0,0,28,9,0,11,3,3,4,4,0,0,48,83,58,80,82,125,103,53,32,3,622,76,30,49,35,27,20,5,3,3,243,3,3,4,3,0,0,0,0,0,20,2430,1524,1491,1602,1746,1409,839,476,143,11648,6,0,4,4,4,0,0,0,0,24,6,0,10,5,6,0,0,0,0,36,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,4,14,4,3,3,0,0,0,34,0,5,14,4,3,7,0,0,0,36,738,386,404,298,198,111,46,11,3,2209
LGA15700,4,4,0,4,5,0,0,4,0,23,4,0,0,11,5,20,24,10,4,79,0,0,0,0,0,0,0,0,0,3,4,3,0,4,7,5,5,4,3,34,32,18,19,15,41,35,24,17,4,202,84,40,43,79,158,208,199,148,59,1027,44,12,13,23,26,41,24,22,11,222,54,28,17,23,28,14,18,19,0,203,94,97,57,82,145,189,190,96,48,994,87,45,36,42,59,68,35,20,14,408,3,0,6,0,4,5,0,3,0,31,1870,1054,732,1212,1868,2166,1892,1212,512,12519,0,0,6,4,10,3,0,0,0,21,3,3,0,5,4,0,0,0,0,21,0,0,0,4,3,3,0,0,0,12,3,8,4,4,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,9,14,15,26,18,6,3,0,79,6,11,16,21,22,19,7,3,3,108,1065,503,374,430,585,544,339,129,47,4021
LGA15750,6,4,0,3,3,0,3,0,0,21,14,6,7,9,4,7,7,0,0,45,0,0,3,0,0,0,0,0,0,4,13,0,5,4,0,0,0,0,0,29,49,13,13,29,23,30,9,4,0,172,90,44,55,100,150,138,85,59,16,736,11,4,12,8,8,14,3,0,0,65,0,0,5,3,3,0,0,0,0,15,87,50,62,53,77,101,64,30,19,542,53,24,26,23,18,19,14,9,0,178,3,0,0,3,0,3,0,0,0,11,2045,1082,1062,1313,1537,1387,1038,565,201,10236,3,0,3,3,3,0,0,0,0,8,0,0,3,0,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,3,3,8,0,0,0,0,15,0,6,3,3,8,0,0,0,0,19,559,261,247,192,192,101,47,19,10,1627
LGA15800,0,0,0,0,0,0,0,0,0,0,3,0,8,0,9,8,3,0,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,24,16,11,13,15,17,3,3,0,97,11,9,16,25,41,49,29,38,12,238,6,0,3,5,4,0,0,0,0,19,0,0,0,0,0,0,3,3,0,10,82,53,47,58,86,92,79,65,41,601,29,8,11,11,16,11,9,0,0,97,0,0,0,0,0,0,0,0,0,0,831,444,405,484,683,666,493,383,140,4533,3,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,5,0,0,3,0,3,3,0,0,0,6,4,0,3,3,3,3,0,0,0,17,256,116,104,107,88,63,40,13,8,796
LGA15850,0,0,0,0,0,0,3,0,0,5,0,0,3,0,6,0,0,0,3,22,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,3,0,0,0,5,11,4,4,3,3,7,3,0,0,43,31,14,20,34,52,68,53,25,4,315,6,0,3,0,0,0,0,3,0,16,24,10,14,18,9,17,10,3,0,93,141,68,58,74,111,99,94,48,14,707,23,9,4,10,10,12,12,9,0,91,0,0,0,0,0,0,0,0,0,0,1155,543,497,645,764,756,601,319,87,5364,4,0,0,5,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,14,3,3,0,3,3,0,0,0,0,18,274,82,95,79,51,67,30,14,3,692
LGA15900,76,39,53,37,38,22,20,9,7,309,43,50,47,79,65,59,50,38,23,447,7,9,13,8,4,3,0,3,0,41,100,122,113,41,47,18,15,7,7,462,322,266,267,206,202,132,51,35,7,1485,409,360,385,604,768,827,626,508,248,4726,105,105,76,84,137,82,73,41,22,733,72,63,90,52,56,52,32,20,15,456,958,910,821,1025,1356,1293,1083,897,454,8793,622,591,522,381,338,265,126,51,21,2915,27,24,26,27,23,24,22,9,8,191,15300,12483,11944,12958,13981,12335,8956,6812,3240,98020,155,102,201,138,87,28,24,6,3,743,359,260,441,194,73,45,22,3,3,1399,13,19,18,16,14,18,7,6,3,106,0,4,9,5,3,0,0,0,0,16,14,13,23,13,6,6,3,3,0,81,37,87,119,93,85,58,23,9,3,511,56,103,150,107,96,66,27,10,3,611,7160,6731,7040,4682,3698,2712,1196,525,181,33927
LGA15950,3,3,17,9,3,4,3,0,0,37,31,15,87,74,44,34,51,21,8,365,8,5,28,26,10,8,14,13,0,118,8,14,52,37,22,13,5,0,3,149,29,32,115,62,44,23,7,3,0,318,101,87,237,232,188,235,188,116,57,1438,0,3,4,4,3,4,4,3,0,30,5,3,24,9,6,4,0,3,3,64,95,99,358,250,191,264,171,83,48,1556,85,78,279,131,114,88,64,29,11,888,0,0,15,5,7,9,7,8,0,67,3610,2398,7507,5503,3841,3889,2804,1481,747,31779,149,129,608,193,56,40,31,8,0,1218,51,39,200,67,33,26,10,4,3,430,69,46,123,81,78,119,86,47,27,680,0,0,0,0,0,0,0,0,0,3,19,5,33,15,14,6,3,3,0,94,15,21,62,69,34,34,7,6,0,241,30,25,94,84,42,41,12,3,0,336,2006,1812,5441,3546,2160,1779,967,355,116,18184
