LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA10850,0,0,3,0,3,0,3,0,0,4,6,4,3,3,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11,3,0,6,4,3,0,0,0,30,26,17,3,16,6,3,3,0,0,77,37,20,16,40,59,49,50,35,6,305,0,3,0,5,4,0,4,0,0,21,9,0,8,0,9,0,0,3,3,35,78,48,34,64,72,96,74,50,14,528,27,10,13,18,14,20,8,0,0,124,0,0,0,0,0,0,3,4,0,5,1119,585,446,709,813,718,565,366,83,5402,3,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,3,0,0,0,21,7,0,3,4,3,3,0,0,0,24,312,127,122,145,115,119,52,17,3,1012
LGA10900,53,31,23,17,30,27,13,6,4,196,44,20,18,47,59,89,77,50,17,419,6,0,5,0,4,0,3,0,0,22,30,22,13,14,24,15,26,5,4,154,170,128,99,102,131,107,27,17,6,779,295,207,183,306,415,516,378,250,96,2650,41,35,20,37,41,42,37,9,6,263,20,11,18,21,22,23,25,15,9,168,457,227,212,335,410,510,373,252,118,2882,578,294,264,297,384,337,145,64,12,2364,14,6,13,18,25,34,29,13,3,157,8532,4923,3746,5824,7059,7101,4718,2659,1196,45754,17,9,28,27,35,39,13,4,0,161,41,19,35,32,17,15,3,4,0,181,19,5,12,33,20,35,27,8,9,163,5,6,0,5,10,5,0,0,0,28,0,4,4,0,0,0,0,0,0,15,74,55,71,126,114,101,36,6,3,600,87,67,76,137,122,106,36,6,3,646,4527,2727,2301,3133,3075,2888,1304,528,166,20636
LGA10950,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,9,6,5,3,17,21,18,14,11,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,43,33,19,41,35,39,40,24,7,278,7,3,8,0,5,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,539,262,214,334,320,253,289,144,41,2393,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,64,31,49,38,16,17,5,0,0,216
LGA11100,57,21,36,24,17,12,8,0,0,171,7,10,18,22,10,15,17,8,8,116,34,32,28,37,23,36,57,17,10,273,13,11,24,12,11,12,8,3,0,87,87,59,110,74,57,36,5,8,3,419,107,66,127,128,118,92,75,46,18,774,0,0,3,7,5,4,0,3,0,17,6,6,8,9,5,8,7,0,3,45,117,105,99,94,97,83,71,45,21,735,130,93,127,110,58,38,17,14,3,591,0,5,3,10,4,3,3,0,0,20,4499,2663,3188,3931,3309,2817,2402,1549,557,24906,131,102,247,123,91,63,28,5,0,789,747,498,741,512,347,212,95,17,3,3175,142,57,63,113,77,63,42,37,13,608,0,0,3,0,4,0,0,0,0,4,16,12,23,5,9,8,0,3,0,72,11,16,23,12,15,20,4,0,0,111,27,26,48,20,28,24,4,6,0,188,877,850,1186,844,625,428,210,119,31,5183
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,12,0,10,13,0,5,0,0,52,19,6,13,15,20,25,20,11,0,128,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,7,8,5,11,8,9,3,0,0,52,19,6,9,13,9,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,518,258,270,302,305,242,151,97,16,2159,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,75,21,43,45,35,16,8,3,0,247
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,4,4,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,0,0,6,7,10,0,0,0,31,5,5,5,3,8,3,0,3,0,29,0,0,0,0,0,0,0,0,0,0,250,173,125,152,212,153,73,52,19,1217,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,138,75,48,37,44,18,7,4,0,370
LGA11250,12,11,14,10,5,7,3,5,0,63,45,15,20,25,23,29,28,16,3,208,0,0,0,0,0,0,0,0,0,0,5,0,5,3,6,0,7,0,0,25,20,13,7,10,15,15,5,3,0,93,13,12,9,22,28,53,41,37,8,219,21,29,7,23,62,39,23,23,7,238,0,3,3,0,3,7,10,5,3,38,207,171,110,192,370,448,386,329,114,2314,47,33,28,35,44,37,21,6,0,253,0,0,0,0,0,0,0,0,0,0,1395,1036,905,1202,1797,1857,1366,1073,354,10984,8,0,13,8,0,0,0,0,0,30,12,0,4,4,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,9,6,4,7,10,0,0,0,43,9,4,4,8,7,10,0,0,0,46,1378,820,659,623,636,474,212,122,33,4966
LGA11300,0,8,0,7,3,4,0,0,0,25,6,12,14,10,16,10,9,4,6,91,27,28,25,32,24,29,19,9,0,181,14,11,20,16,10,5,4,0,0,79,44,35,50,33,38,19,7,3,0,239,167,126,160,139,138,114,70,51,23,987,14,5,0,8,12,12,5,4,3,66,7,11,9,10,3,3,0,5,0,41,151,104,82,106,111,95,57,48,31,775,74,74,89,66,65,50,21,15,10,460,4,6,8,6,7,0,0,5,0,31,2886,2169,2105,2318,2359,1949,1536,1284,593,17203,241,449,1138,227,102,88,49,29,12,2338,98,134,178,94,45,57,31,10,0,648,3,3,3,3,3,4,4,6,0,30,0,0,0,0,0,0,0,0,0,0,12,27,49,12,4,0,0,0,0,104,10,20,24,20,11,13,3,0,0,105,27,43,75,31,19,13,3,3,0,208,971,1562,1594,861,932,617,260,163,60,7025
LGA11350,0,0,0,0,0,5,0,0,0,12,5,5,16,11,19,18,11,3,0,93,0,0,0,0,3,0,0,0,0,3,0,4,10,8,4,9,3,3,0,40,36,39,28,8,35,36,13,3,6,205,74,42,36,79,158,188,116,103,40,842,0,0,0,4,0,4,3,0,0,12,6,7,9,14,18,16,7,14,6,104,122,93,58,121,203,215,147,111,61,1137,91,52,64,49,106,105,39,22,3,526,0,0,3,4,10,4,3,0,0,31,1709,1095,880,1531,2221,2109,1284,906,427,12165,23,11,21,20,21,21,4,3,0,121,10,18,11,7,9,6,0,0,0,58,102,10,24,80,39,24,13,0,0,290,9,0,0,3,0,4,0,0,0,14,7,8,6,4,20,5,4,3,0,56,40,42,42,94,86,64,18,7,0,388,54,51,54,98,105,69,19,8,0,453,2599,1205,1314,1883,1894,1662,547,182,81,11368
LGA11400,0,0,0,0,0,0,3,0,0,12,7,4,0,5,5,6,10,3,0,43,0,0,0,0,0,0,0,0,0,0,4,3,4,3,5,3,0,0,0,22,20,11,5,4,20,9,8,4,0,84,50,20,27,37,86,99,74,46,13,458,3,3,0,3,3,16,10,0,0,37,5,0,0,9,0,3,0,0,0,24,187,107,97,128,195,203,148,114,43,1224,82,27,33,27,37,33,15,6,8,267,0,0,0,0,0,0,0,0,0,3,2100,1052,842,1244,1586,1471,1109,630,213,10258,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,5,5,0,3,0,0,27,8,0,10,5,5,0,3,0,0,34,494,205,180,235,241,169,90,48,8,1683
LGA11450,38,18,27,26,18,9,6,3,0,152,9,28,24,37,44,43,15,20,7,224,16,9,18,16,9,5,0,0,0,66,28,29,21,23,26,27,10,10,3,176,220,132,99,154,90,60,26,6,4,792,134,88,109,198,258,250,168,95,47,1344,17,19,6,9,20,17,9,8,0,114,28,10,21,11,11,14,6,0,0,101,341,294,188,261,281,276,174,89,68,1963,313,145,165,160,119,100,37,18,4,1058,15,7,11,12,12,14,14,3,0,87,10415,5752,5620,7271,6044,4692,2654,1425,667,44534,73,34,48,68,36,13,10,0,0,288,207,91,110,99,58,25,15,7,0,600,12,6,7,5,5,6,0,0,0,49,0,0,0,0,0,0,0,0,0,0,9,14,8,14,9,3,5,0,0,63,32,16,18,27,17,13,5,0,0,129,41,26,28,47,23,20,7,0,0,191,2134,1315,1145,1126,821,521,198,86,34,7372
LGA11500,514,315,206,180,165,107,39,10,3,1538,27,35,49,45,98,122,91,38,13,530,175,127,101,89,128,71,35,18,3,754,170,146,75,94,106,70,26,7,0,693,684,424,320,358,323,217,72,27,6,2436,384,310,311,367,636,715,382,184,48,3336,48,33,47,41,62,75,39,18,3,366,214,170,112,89,124,64,27,14,0,811,618,561,397,408,565,594,319,153,65,3669,891,574,423,437,368,265,99,30,21,3114,76,49,37,56,46,22,17,3,3,303,19319,14922,12727,12566,14817,13848,6824,3126,994,99148,1067,539,895,863,608,291,123,33,8,4426,2662,1298,1448,1223,971,441,190,47,7,8292,15,12,9,7,8,13,5,3,3,70,0,3,4,0,3,0,0,0,0,13,151,93,197,99,56,40,9,7,7,651,70,78,100,93,75,42,20,5,0,489,219,178,309,192,138,84,28,10,8,1162,5324,3406,3261,2326,1935,1417,510,196,38,18414
LGA11520,12,5,9,4,4,8,4,6,0,51,18,21,45,39,38,23,25,14,11,242,75,35,68,48,31,38,28,16,4,336,16,9,45,16,18,16,12,13,0,145,75,71,125,75,55,47,18,14,0,472,350,190,345,401,329,321,191,145,76,2358,3,7,9,8,10,12,10,6,3,59,19,6,18,7,7,10,3,0,3,79,254,179,270,269,266,263,162,96,63,1819,145,97,173,142,128,91,54,18,6,848,6,3,3,11,9,5,5,0,0,49,8656,4976,6800,7994,6950,5621,4207,3039,1240,49478,236,168,635,236,119,82,54,18,6,1547,179,165,265,163,122,82,51,24,12,1065,39,8,29,36,26,28,23,9,10,214,0,0,0,0,0,0,0,0,0,0,16,15,69,16,10,4,0,3,0,130,21,28,54,48,38,32,16,3,3,235,38,39,122,65,47,32,21,3,3,367,2256,2306,3455,2289,1726,1352,483,245,84,14200
LGA11570,202,125,86,87,79,51,14,18,3,667,36,46,58,73,95,101,147,140,77,773,457,332,470,297,296,268,158,68,26,2380,181,154,143,148,160,112,69,55,32,1044,717,490,409,428,410,238,117,51,13,2870,643,526,518,637,849,836,580,465,234,5291,64,55,60,60,80,91,61,79,25,574,125,97,79,93,71,68,39,27,9,619,922,718,543,665,828,732,553,510,263,5738,834,576,634,568,534,361,160,92,52,3814,67,64,65,50,71,52,22,27,16,441,31425,21203,20718,24265,23943,21096,16478,12215,4769,176108,811,687,1713,761,466,337,128,59,15,4968,19121,9319,11746,7759,5080,2897,1209,418,100,57640,20,13,21,26,26,25,17,10,3,170,4,4,4,5,6,0,3,0,0,28,161,152,342,103,71,38,15,8,0,896,190,151,191,165,179,157,51,20,7,1118,357,305,534,275,263,199,68,26,10,2037,6317,5108,5127,4769,5291,3354,1445,953,271,32648
LGA11600,0,0,3,0,0,0,0,0,0,10,9,3,3,3,3,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,3,11,17,26,25,28,15,8,140,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,45,28,8,40,64,28,43,31,10,300,9,5,3,6,4,13,3,0,0,35,0,0,0,3,0,0,0,0,0,3,381,197,195,271,348,268,211,121,30,2025,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,17,121,54,49,52,48,24,3,3,0,346
LGA11650,241,120,111,99,88,100,55,33,7,859,121,99,81,143,179,172,219,168,48,1237,20,14,23,12,24,12,13,4,0,113,409,199,183,223,184,142,127,49,23,1536,643,506,377,396,428,404,169,67,28,3018,759,500,542,1167,1613,1831,1657,1318,530,9913,136,107,80,96,155,160,144,100,45,1021,317,175,174,193,226,199,133,74,27,1515,1796,1469,976,1348,1847,1899,1783,1357,620,13089,1847,1061,871,913,1008,734,394,192,74,7088,81,39,44,63,52,70,39,26,13,420,38836,25060,20268,28077,31489,29451,24306,16916,7081,221491,152,70,172,114,114,51,34,17,3,722,245,127,206,152,112,81,39,10,3,976,39,37,33,37,56,56,53,29,23,363,3,8,7,8,6,6,0,0,0,36,21,16,45,12,3,4,0,4,0,102,121,117,143,188,180,111,43,8,10,926,142,145,188,205,194,122,44,14,10,1072,15799,9340,8317,8135,7093,5455,2933,1672,642,59389
LGA11700,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,17,6,3,3,5,6,24,21,3,3,70,3,0,0,4,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,16,8,13,20,18,25,17,3,0,124,5,0,0,3,8,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,292,158,160,183,205,227,151,51,11,1418,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,11,3,3,0,6,3,0,0,0,0,14,82,52,54,48,36,44,15,13,0,340
LGA11720,54,24,20,20,25,11,8,6,4,167,9,20,13,22,26,26,22,12,8,154,3,0,6,0,0,0,0,0,0,13,28,21,14,21,29,28,17,17,3,184,72,42,23,52,48,43,22,9,4,318,219,117,173,316,372,400,291,189,69,2150,64,47,32,34,49,40,40,19,5,329,46,9,26,26,36,25,24,18,6,222,506,391,337,450,584,643,436,289,125,3753,218,108,92,114,112,99,62,14,8,817,10,4,3,3,4,4,0,5,0,35,6776,4239,4092,4832,5076,5116,3237,1939,754,36048,11,10,14,10,9,4,3,0,0,59,15,12,13,11,8,10,3,0,0,71,0,0,0,3,3,3,4,4,0,21,0,3,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,3,20,23,23,33,26,8,10,0,0,144,20,23,24,37,30,8,10,0,0,151,3013,1549,1382,1142,967,841,375,149,48,9465
LGA11730,12,3,8,10,11,14,13,6,3,70,18,9,10,18,31,38,26,20,5,173,6,0,3,4,0,0,0,0,0,11,7,0,5,5,8,9,3,3,0,36,53,49,19,35,58,53,35,23,4,330,358,287,149,301,578,620,523,339,160,3315,43,27,22,23,36,53,40,31,4,278,21,10,6,10,19,29,19,18,5,142,247,165,121,203,338,454,449,251,106,2339,224,121,78,106,144,162,87,30,8,953,4,0,0,0,7,6,3,0,0,24,5318,3412,2273,3840,5342,5958,4861,3014,1052,35071,3,3,16,3,0,5,3,0,0,37,13,6,5,7,8,3,4,0,0,45,3,0,3,3,6,3,0,0,0,24,0,0,4,0,0,5,0,0,0,14,3,0,8,3,0,3,3,0,0,24,16,11,24,42,37,25,9,0,0,160,25,11,32,45,34,35,10,5,0,200,2821,1287,1096,1153,1201,1134,558,242,83,9569
LGA11750,0,0,3,0,0,0,0,0,0,6,9,6,3,7,8,0,0,3,0,31,0,0,3,0,0,0,0,0,0,3,3,0,0,4,3,0,0,0,0,12,3,0,3,3,6,3,0,0,0,21,3,8,7,10,33,37,13,6,0,121,0,0,3,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,11,66,33,40,44,58,47,44,12,6,352,16,6,7,5,6,5,0,0,0,49,0,0,4,0,3,3,0,0,0,9,702,414,451,451,570,428,284,158,52,3505,0,0,4,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,0,3,0,3,3,0,0,0,9,204,117,122,86,69,36,7,3,3,654
LGA11800,19,10,14,18,19,13,11,10,3,127,37,29,22,45,61,60,66,40,13,368,6,0,0,3,3,0,0,0,0,13,15,15,9,18,27,21,20,7,8,133,337,175,158,159,187,181,63,34,9,1304,244,180,154,331,489,590,491,323,149,2951,29,21,16,29,52,35,37,21,12,241,34,19,19,23,35,40,22,25,9,224,366,264,195,308,484,540,435,275,133,3003,466,293,171,236,260,231,127,47,29,1853,10,12,8,6,7,13,10,9,4,85,7335,4565,3511,5243,6831,6923,5080,3220,1315,44020,41,13,46,27,17,9,3,4,0,153,58,23,29,36,25,14,3,3,0,197,0,5,4,6,4,8,3,5,0,37,11,3,9,3,3,0,0,0,0,35,194,152,212,125,113,84,23,37,4,941,55,29,38,52,55,40,16,8,0,297,256,190,255,187,167,121,44,43,10,1271,4062,2540,2020,2083,2022,1831,896,389,134,15978
LGA12000,3,0,0,3,0,0,0,0,0,9,7,3,3,4,8,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,3,4,0,0,0,0,25,18,5,14,24,25,29,31,18,9,170,4,0,0,0,0,0,3,0,0,7,0,0,0,3,0,0,0,0,0,4,66,37,22,54,70,63,62,46,21,439,24,3,11,7,7,12,11,5,0,76,0,0,0,0,0,0,0,0,0,0,675,336,249,378,467,423,390,243,91,3249,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,14,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,10,9,0,0,5,3,0,0,0,0,19,163,58,46,77,62,49,23,8,3,483
LGA12150,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,13,14,16,19,42,44,31,25,14,229,0,0,0,0,0,3,0,0,0,9,0,3,0,0,4,0,0,0,0,5,22,8,20,21,22,29,13,18,3,161,3,9,0,3,0,11,3,3,0,26,0,0,0,0,0,0,0,0,0,0,658,361,324,403,478,472,333,231,68,3346,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,119,64,42,33,43,23,8,8,0,338
LGA12350,10,0,7,5,0,3,4,0,0,29,3,7,3,5,10,13,9,3,4,56,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,11,26,16,7,4,16,16,8,0,0,94,57,37,37,75,93,131,109,91,38,667,13,3,3,8,9,10,6,11,0,52,0,0,0,0,0,3,7,0,0,10,79,43,40,60,73,115,87,48,27,577,39,38,11,23,30,25,17,8,4,200,0,0,0,0,0,0,6,0,0,3,1695,986,742,1092,1280,1511,1219,769,300,9589,7,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,8,3,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,3,0,0,27,6,3,3,3,11,0,3,0,0,32,356,212,156,176,175,168,95,33,8,1381
LGA12380,120,70,70,63,45,35,8,7,4,424,22,16,32,33,46,42,51,39,19,301,192,147,179,113,119,98,61,30,9,948,133,100,109,94,94,48,28,16,3,634,402,324,305,305,246,148,56,30,6,1835,348,293,427,391,439,448,325,203,135,3016,36,21,21,32,31,34,29,23,22,252,125,71,70,89,66,44,22,17,4,513,681,547,478,471,518,473,318,215,97,3802,563,497,500,408,346,219,89,39,19,2680,72,43,48,59,45,38,17,7,3,326,17216,12312,12731,12470,12321,11290,7965,5191,2203,93707,3028,1608,4839,2231,1158,638,316,161,31,14009,11968,6766,7522,5183,3328,1842,846,264,39,37759,6,9,8,11,8,6,6,5,4,68,0,3,0,0,0,0,0,0,0,9,295,381,926,158,55,48,20,5,3,1896,182,128,211,162,115,89,47,13,3,945,479,510,1139,316,175,132,66,17,5,2848,3474,3199,3859,2683,2956,1775,692,401,115,19157
