LGA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
LGA14350,542,213,122,3649,822,409,399,296,225,2148,48,6,4,5,8,74,3516,1357,1024,557,372,6825,0,0,0,0,0,0,7,0,0,0,0,9,54,11,3,0,0,73,62,27,27,6,7,127,28,9,23,13,13,91,0,0,0,0,0,0,155,49,52,25,17,299,0,0,0,0,0,0,9,0,0,0,0,9,68,22,4,3,0,94,24,15,3,4,0,42,3,0,0,0,0,3,0,0,0,0,0,0,102,32,5,3,3,148,7,4,4,0,0,11,21,0,3,0,0,25,9,0,3,0,0,15,3,3,0,0,0,8,0,0,0,0,3,11,0,0,0,0,0,0,42,6,6,3,3,66,3,0,0,0,0,5,3811,1448,1093,586,396,7338,19,3,3,0,0,25,68,7,3,4,3,86,561,138,43,16,5,766,1920,739,568,215,99,3540,856,459,417,302,238,2272,59,17,18,8,11,114,3485,1369,1049,546
LGA14400,411,142,25,2150,879,470,623,371,136,2482,20,3,0,0,0,32,2271,936,1066,522,166,4958,0,0,0,0,0,0,5,0,0,0,0,5,105,16,3,0,0,120,158,39,30,4,0,239,12,8,7,5,0,30,0,3,0,0,0,3,279,62,44,15,3,404,0,0,0,0,0,0,13,0,0,0,0,15,134,14,3,0,0,150,49,14,14,0,0,73,3,0,0,0,0,5,7,0,0,0,0,7,207,28,17,4,0,254,0,0,0,0,0,0,3,0,0,0,0,3,11,4,0,0,0,11,0,3,0,0,0,11,0,3,0,0,0,4,0,0,0,0,0,0,19,13,0,0,0,33,3,0,0,0,0,3,2775,1039,1128,542,166,5647,0,0,0,0,0,0,20,0,10,0,0,29,179,38,23,0,3,246,1101,387,368,116,27,1990,976,480,651,392,169,2669,31,6,7,0,0,47,2304,913,1058,514
LGA14500,1801,387,76,6623,4365,3269,5588,3151,1115,17491,73,20,25,12,3,137,7757,4886,7503,3574,1202,24923,0,0,0,0,0,0,21,0,0,0,0,21,122,26,10,3,0,157,390,120,106,18,3,640,52,35,59,12,7,164,10,0,0,0,0,15,596,182,177,36,5,995,3,0,0,0,0,7,198,22,7,0,0,228,1087,440,207,27,3,1756,732,349,290,59,13,1443,20,7,16,6,3,51,12,7,3,0,0,20,2050,825,520,88,23,3509,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,11,7,13,9,4,0,31,10420,5905,8214,3705,1233,29473,3,0,3,0,0,5,20,7,4,3,3,47,313,99,68,17,3,496,2328,1278,1658,335,65,5660,4527,3443,6193,3245,1236,18640,79,52,44,21,9,205,7272,4872,7968,3617
LGA14550,184,78,25,1173,261,154,142,117,89,772,7,0,0,0,0,15,1241,461,360,217,118,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,7,3,0,0,0,16,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,29,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,14,0,0,0,0,0,0,1270,477,364,215,121,2455,4,3,0,0,0,12,36,6,3,0,0,47,236,54,27,14,3,335,652,197,158,63,23,1085,278,139,118,109,59,702,24,10,5,0,0,43,1235,408,309,187
LGA14600,128,80,17,822,261,141,134,91,60,686,10,11,3,4,3,32,829,335,290,175,81,1710,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,3,848,335,290,175,86,1731,0,0,0,0,0,0,3,0,0,3,3,7,93,24,10,3,0,132,336,131,109,44,22,652,255,93,127,102,39,615,17,10,5,0,3,33,703,263,253,153
LGA14650,4906,1360,389,23553,6040,3680,5324,2969,1345,19359,247,70,46,30,14,408,20921,10097,10665,4463,1773,47922,4,0,0,0,0,4,67,0,0,0,0,67,857,129,28,3,0,1019,687,275,158,55,21,1188,50,24,48,28,15,163,24,8,6,0,0,36,1684,442,235,86,38,2479,3,0,0,0,0,7,118,3,0,0,0,123,585,97,23,3,0,704,272,104,65,17,5,466,17,11,9,6,6,45,19,3,0,0,0,19,1018,215,97,26,13,1366,6,0,0,0,0,15,60,5,0,0,0,71,116,25,3,0,0,142,14,7,6,0,3,33,0,4,3,3,4,10,5,0,0,0,0,13,204,45,13,4,10,275,10,3,0,0,0,21,23849,10800,11012,4585,1836,52075,14,12,3,0,3,27,212,32,25,10,6,285,2669,680,351,58,18,3782,11135,5367,4524,1166,325,22518,6847,4332,6129,3186,1484,21982,295,113,76,38,31,550,21174,10538,11110,4458
LGA14700,542,125,20,1782,641,515,935,590,173,2861,17,3,3,0,0,30,1582,988,1540,728,195,5035,4,0,0,0,0,4,3,0,0,0,0,3,82,26,18,3,0,122,137,69,70,12,0,288,13,11,23,0,4,41,0,3,3,0,0,9,233,103,110,15,4,476,12,0,3,0,0,13,170,11,7,0,0,189,1167,457,155,32,8,1820,284,185,120,19,10,618,15,8,12,6,0,42,14,6,0,0,0,25,1660,675,291,59,24,2711,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,16,11,5,5,3,0,22,3490,1777,1955,813,224,8258,3,0,0,0,3,3,6,3,0,0,0,9,154,46,46,9,0,254,618,360,450,97,15,1547,709,566,1042,587,188,3086,14,4,3,6,4,35,1507,981,1535,700
LGA14750,207,93,20,1179,367,230,263,172,117,1148,10,4,3,4,0,29,1095,552,498,276,140,2548,0,0,0,0,0,0,7,0,0,0,0,10,19,4,0,0,0,25,4,6,0,0,0,12,4,0,3,3,0,10,0,0,0,0,0,0,32,10,4,3,0,53,0,0,0,0,0,0,3,0,0,0,0,3,21,4,8,0,0,26,24,4,0,0,3,39,0,0,0,4,0,8,0,0,0,0,0,0,49,14,9,4,3,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,16,0,0,0,0,0,5,1186,580,512,279,144,2698,0,0,0,0,0,3,4,0,0,0,0,9,99,27,8,6,0,140,613,235,203,73,25,1143,430,224,253,181,101,1185,32,11,4,0,3,49,1178,493,468,256
LGA14850,961,313,124,5108,1394,699,936,577,308,3908,52,18,13,5,7,95,4706,2071,2043,920,450,10195,0,0,0,0,0,0,3,0,0,0,0,4,116,33,3,4,0,162,85,44,25,0,0,159,9,3,5,3,0,21,3,0,0,0,0,3,218,83,35,8,0,342,0,0,0,0,0,0,20,0,0,0,0,20,184,48,21,3,0,258,57,30,10,4,0,106,6,7,0,0,0,10,11,3,0,0,0,14,276,80,37,4,0,405,6,0,0,0,0,10,16,3,0,0,0,21,17,8,3,0,0,32,14,7,3,3,0,24,0,0,0,0,3,9,3,0,0,0,0,3,58,20,9,8,5,98,7,0,0,0,0,11,5262,2257,2128,947,456,11048,18,8,0,0,0,21,93,18,3,0,3,123,526,172,82,26,9,804,2365,1053,821,288,86,4613,1411,774,933,544,312,3964,53,28,19,7,3,109,4460,2043,1856,863
LGA14870,461,170,52,2548,568,289,452,246,113,1663,35,20,12,9,0,70,2439,954,970,426,172,4973,0,0,0,0,0,0,0,0,0,0,0,0,57,8,0,0,0,72,42,18,6,6,3,77,0,0,0,0,0,3,4,0,0,0,0,5,108,29,9,8,3,160,0,0,0,0,0,0,3,0,0,0,0,3,24,3,3,0,0,26,11,4,3,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,39,7,8,5,0,53,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,4,3,0,0,0,10,0,0,0,3,0,3,3,0,0,0,0,3,20,3,7,4,0,27,3,0,0,0,0,5,2607,996,996,442,178,5223,0,0,0,0,0,0,34,0,3,0,0,42,412,102,32,13,3,559,1192,477,374,131,49,2226,598,346,436,217,118,1712,50,17,9,3,5,84,2287,943,860,363
LGA14900,3387,1459,797,13579,3514,3904,6177,3737,2827,20154,158,80,111,67,67,489,8805,7543,9835,5343,3751,35274,3,3,0,0,0,9,36,3,0,0,0,41,390,176,115,43,8,739,771,643,619,277,129,2437,251,265,411,256,210,1388,47,19,12,6,11,99,1498,1108,1166,579,359,4707,12,3,3,3,0,19,82,15,12,0,0,111,1202,830,586,179,53,2848,230,235,226,101,63,857,13,6,6,5,3,42,55,23,13,4,0,99,1592,1116,850,300,118,3973,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,18,3,10,3,0,0,13,3,0,0,0,0,5,3,0,0,0,0,3,19,12,3,0,3,36,7,9,8,0,0,25,11916,9792,11858,6218,4231,44018,8,9,13,7,5,46,61,25,13,18,9,120,404,190,103,45,39,777,4253,3162,3316,1483,896,13105,4094,4666,7220,4573,3708,24255,234,167,134,113,95,737,9057,8206,10798,6232
LGA14920,164,62,29,1046,277,131,145,100,40,693,15,0,3,0,0,24,1051,375,325,174,65,1994,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,13,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,12,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,12,0,0,3,0,0,4,1076,385,332,174,65,2040,4,3,0,0,0,4,19,0,0,0,0,16,138,25,17,4,0,181,541,179,153,48,27,951,270,142,157,114,40,724,17,3,0,4,0,30,983,354,334,169
LGA14950,59,24,10,373,128,63,54,56,35,334,3,0,0,3,0,5,397,152,117,85,44,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,402,154,117,85,48,803,0,0,0,0,0,0,4,0,0,0,0,6,42,12,11,0,0,61,211,57,58,21,8,347,149,45,78,48,32,359,3,0,4,0,0,4,408,115,148,66
LGA15050,1569,461,159,7696,2457,1757,2377,1259,635,8476,72,26,10,7,12,137,6838,3769,4022,1740,803,17185,0,0,0,0,0,0,30,0,0,0,0,26,252,57,11,0,0,319,139,72,40,14,3,272,26,12,14,9,3,56,6,0,0,0,0,8,449,139,62,21,6,680,0,0,0,0,0,0,38,6,0,0,0,44,158,33,8,3,0,213,68,35,17,0,3,134,3,3,3,0,3,21,3,4,0,0,0,15,275,85,32,13,5,416,3,3,0,0,0,6,7,0,0,0,0,7,16,3,3,0,0,27,3,3,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,3,34,12,8,0,0,54,0,0,0,0,0,3,7605,4009,4129,1778,823,18342,5,0,0,0,0,5,44,12,7,0,0,61,508,146,50,16,8,724,3852,1829,1359,391,153,7581,3226,2209,3031,1550,726,10744,101,48,31,13,14,218,7739,4238,4480,1974
LGA15240,1586,610,222,10851,3513,1346,1534,966,559,7922,127,35,29,8,5,207,11645,3675,3289,1620,798,21032,0,0,0,0,0,0,18,0,0,0,0,22,458,80,17,3,0,557,529,119,72,18,6,740,30,23,16,6,10,70,20,3,0,0,0,24,1051,218,106,30,15,1415,0,0,0,0,0,0,34,3,0,0,0,41,398,86,18,5,4,502,173,65,21,3,0,262,7,0,8,0,0,15,13,6,0,0,0,16,627,156,47,10,3,842,4,0,0,0,0,12,55,4,0,0,0,60,127,18,0,4,0,151,47,7,15,5,3,74,14,4,3,7,0,33,5,0,0,0,0,8,256,35,19,13,3,333,10,10,0,0,0,25,13594,4095,3466,1674,819,23643,16,8,3,3,3,31,137,6,9,7,3,164,1414,309,148,41,10,1916,6292,2013,1555,484,197,10548,4015,1432,1532,998,564,8535,219,60,26,29,19,357,12096,3825,3279,1554
LGA15270,450,172,58,2601,873,453,499,347,170,2349,40,12,3,4,4,61,2752,1094,994,552,238,5635,0,0,0,0,0,0,0,0,0,0,0,0,32,6,3,0,0,44,34,20,12,0,0,70,0,0,0,0,0,5,0,0,0,0,0,0,72,31,15,0,4,124,3,0,0,0,0,3,7,0,0,0,0,7,37,7,0,0,0,47,8,11,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,57,10,0,0,0,70,0,0,0,0,0,7,5,0,0,0,0,7,6,3,0,0,0,10,10,3,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,32,12,0,3,0,45,3,0,0,0,0,4,2913,1146,1017,551,245,5877,4,3,0,0,0,3,63,11,3,3,0,80,398,105,46,12,3,560,1314,539,399,137,50,2435,928,460,618,375,183,2563,47,11,12,7,5,80,2756,1123,1078,532
LGA15300,243,86,54,1360,440,217,313,201,160,1331,15,7,5,4,3,36,1279,610,588,309,214,3001,0,0,0,0,0,0,0,0,0,0,0,3,14,4,0,3,0,24,19,8,7,0,0,36,3,0,4,0,0,8,0,0,0,0,0,4,36,11,18,4,0,74,0,0,0,0,0,0,5,0,0,0,0,5,60,23,4,4,0,98,5,0,3,0,0,11,3,0,0,0,0,3,4,5,0,0,0,10,86,30,9,4,0,123,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,28,3,0,0,0,0,3,1422,655,619,318,220,3236,7,3,0,0,0,8,18,5,0,0,3,26,145,53,31,7,0,238,544,306,225,78,29,1182,437,230,249,179,133,1229,38,11,9,10,0,64,1193,603,520,277
LGA15350,268,56,12,1029,539,413,754,521,129,2366,7,0,3,3,3,16,1136,688,1041,578,145,3593,3,0,0,0,0,3,7,0,0,0,0,7,135,43,26,3,0,209,273,121,144,28,4,569,49,27,64,27,4,169,5,0,0,0,0,7,475,192,231,60,13,967,4,0,0,0,0,4,344,35,3,0,0,383,979,318,103,11,0,1410,310,118,81,16,3,531,13,15,13,13,3,52,13,0,0,0,0,21,1667,485,200,35,6,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,18,5,6,4,0,31,3299,1371,1484,679,162,6995,0,0,0,0,0,0,3,0,0,0,0,3,76,18,17,3,0,116,379,184,188,30,6,785,547,462,815,499,145,2473,9,11,10,6,0,30,1013,679,1031,538
LGA15520,223,78,19,1435,425,177,214,166,67,1045,19,3,8,3,0,29,1586,445,452,249,80,2817,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,60,3,3,0,0,63,20,7,3,0,0,29,0,0,0,0,0,4,3,0,0,0,0,3,79,11,9,0,0,101,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,9,3,3,3,0,16,0,0,0,0,0,7,0,0,0,0,0,0,27,4,8,3,0,41,10,3,0,0,0,12,1704,469,466,253,84,2981,5,0,0,0,0,7,10,0,0,3,0,16,180,23,18,6,0,231,853,241,170,72,21,1358,503,200,271,166,69,1202,31,3,9,0,0,41,1582,468,464,251
LGA15560,87,43,17,500,139,69,86,66,23,382,7,0,3,0,0,10,465,156,179,113,45,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,4,482,157,183,115,43,977,0,0,0,0,0,0,3,3,0,0,0,3,42,6,3,4,0,57,242,92,69,40,12,455,128,75,79,55,35,375,9,3,0,0,0,15,425,188,159,96
LGA15650,335,151,38,1771,536,312,434,271,134,1691,17,10,6,3,0,36,1592,751,792,434,173,3737,0,0,0,0,0,0,0,0,0,0,0,0,28,7,0,0,0,35,21,12,5,0,0,41,0,0,3,0,0,5,0,0,0,0,0,0,47,19,11,3,0,81,0,0,0,0,0,0,6,0,0,0,0,6,32,12,8,0,0,50,15,3,6,3,0,24,3,3,0,0,0,9,0,0,0,0,0,4,61,24,10,3,0,94,0,0,0,0,0,0,7,0,0,0,0,4,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,3,0,16,4,0,0,0,0,4,1711,794,813,446,171,3933,0,0,0,0,3,5,18,0,0,0,0,21,118,33,17,5,3,182,820,340,261,92,23,1535,658,428,520,270,136,1997,24,11,7,0,4,52,1634,819,799,371
LGA15700,344,142,61,2294,581,270,319,218,132,1527,41,3,4,0,0,56,2521,811,713,369,213,4631,0,0,0,0,0,0,6,0,0,0,0,9,52,6,0,0,0,64,37,7,8,3,0,55,4,3,3,0,0,6,3,0,0,0,0,6,109,17,9,3,3,142,0,0,0,0,0,0,17,0,0,0,0,15,69,11,3,0,0,82,35,8,3,0,0,49,0,3,0,0,0,5,0,0,0,0,0,0,121,27,9,3,0,159,0,0,0,0,0,0,6,0,0,0,0,11,22,0,4,0,0,28,11,7,4,0,0,17,3,0,3,0,0,8,3,0,0,0,0,3,45,7,10,0,0,62,0,0,0,0,0,0,2800,862,741,376,221,5001,3,3,3,0,0,11,48,8,7,3,3,67,449,84,39,16,3,581,1250,454,331,128,58,2228,635,273,302,214,132,1556,51,19,13,5,5,85,2436,837,689,369
LGA15750,319,121,41,1631,420,202,292,208,110,1231,34,10,5,7,3,63,1493,608,637,338,151,3236,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,21,0,0,0,0,0,0,14,0,0,0,0,18,53,10,8,0,0,73,6,5,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,76,19,8,0,3,102,0,0,0,0,0,0,8,0,0,0,0,8,3,3,0,0,0,7,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,23,5,3,0,0,30,5,3,0,0,0,9,1609,633,643,342,157,3395,0,0,0,0,0,0,19,0,0,7,3,27,197,38,16,5,0,261,728,267,243,109,30,1386,461,257,310,187,108,1329,24,14,15,12,3,65,1438,573,588,318
LGA15800,125,51,24,703,212,101,129,86,53,574,12,0,0,0,0,14,692,276,260,137,80,1451,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,8,719,279,265,138,80,1491,0,0,0,0,0,0,4,0,0,0,0,9,106,22,4,3,0,130,346,125,111,33,5,617,215,105,119,94,55,586,14,5,0,0,0,28,682,253,239,134
