LGA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
LGA10850,146,55,23,836,235,128,167,135,81,746,13,0,0,0,0,14,838,329,328,191,96,1786,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,8,8,4,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,16,3,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,869,338,334,197,102,1833,0,0,0,0,0,3,15,0,0,0,0,21,98,28,6,5,0,136,464,156,127,35,19,797,291,171,200,143,73,875,18,4,4,3,0,22,887,357,334,190
LGA10900,1758,449,133,8619,2762,1760,2229,1294,648,8699,77,19,20,12,3,134,8397,4108,4168,1792,797,19262,0,0,0,0,0,0,10,0,0,0,0,7,135,17,3,0,0,154,205,60,26,11,3,313,58,26,25,7,6,126,6,3,0,0,0,10,416,111,55,21,8,603,0,0,0,0,0,0,22,0,0,0,0,21,51,12,4,0,0,63,32,16,5,0,3,62,0,0,3,0,0,9,3,0,0,0,0,3,110,31,16,0,3,157,5,0,0,0,0,5,0,0,0,0,0,3,0,3,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,5,3,0,0,0,0,3,14,7,0,3,0,24,6,0,0,0,0,11,8934,4261,4240,1815,809,20048,8,0,0,0,0,5,90,16,10,0,3,119,1130,273,133,26,7,1570,4321,1868,1618,461,100,8366,3154,1899,2349,1336,655,9397,99,37,30,5,7,180,8799,4100,4141,1836
LGA10950,61,25,15,323,89,51,66,52,27,276,4,6,0,0,0,14,301,136,138,80,38,696,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,322,139,139,77,38,714,0,0,0,0,0,3,3,0,0,0,0,6,37,11,3,0,0,52,158,53,45,23,6,293,95,45,54,39,25,252,5,0,0,3,3,11,305,112,109,58
LGA11100,665,250,76,2324,236,280,480,285,213,1492,25,6,9,7,3,52,1411,990,1239,562,292,4500,0,3,0,0,0,3,15,0,0,0,0,15,189,101,51,15,3,360,280,267,277,92,27,946,32,46,82,45,22,220,9,0,0,3,0,13,532,422,413,146,57,1563,4,3,3,0,0,16,208,44,12,0,0,261,1273,778,492,127,30,2699,209,229,224,79,36,784,10,3,15,0,0,24,32,16,16,3,0,66,1737,1079,753,212,72,3848,0,0,0,0,0,0,0,0,0,0,0,0,18,7,3,0,0,31,3,3,3,3,3,11,0,0,0,0,4,5,0,0,0,0,0,0,19,15,11,3,4,52,4,3,0,0,0,10,3700,2504,2413,926,431,9975,3,0,0,0,0,3,7,3,3,0,4,16,288,86,88,24,3,491,692,548,668,216,72,2194,296,283,520,347,238,1689,22,11,17,4,10,57,1310,929,1288,597
LGA11150,46,25,15,271,73,35,52,40,35,239,12,3,7,3,4,21,278,103,111,72,52,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,280,100,114,72,52,630,0,0,0,0,0,0,3,0,3,0,0,5,28,11,4,0,0,47,107,65,30,21,12,230,65,33,51,32,25,216,14,4,4,0,3,20,216,110,88,58
LGA11200,26,17,22,170,44,30,23,11,28,136,0,0,0,0,0,3,139,80,58,32,52,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,147,90,61,30,53,388,0,0,0,0,0,0,7,0,0,0,0,7,26,11,11,0,0,50,74,23,26,14,14,148,42,34,21,26,21,138,3,6,3,0,0,15,145,69,54,41
LGA11250,459,133,54,2794,313,221,262,173,98,1073,48,14,9,11,4,77,2425,957,763,329,157,4632,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,0,19,0,0,0,0,0,3,4,0,0,0,0,4,22,0,3,0,0,30,28,14,7,3,0,54,7,0,9,3,0,20,0,0,0,0,0,0,63,21,21,10,5,114,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,3,0,15,0,0,0,0,0,7,2516,981,786,340,163,4781,4,0,0,0,0,4,33,7,0,3,0,43,423,92,29,4,3,553,1407,579,413,108,49,2548,375,229,261,175,92,1126,52,13,9,3,0,81,2300,915,712,292
LGA11300,555,194,77,2012,410,352,586,391,292,2026,28,7,11,0,9,52,1388,938,1226,608,381,4543,0,0,0,0,0,3,10,0,3,0,0,17,124,59,55,13,0,241,118,107,121,35,13,387,27,26,49,35,16,154,11,3,0,0,0,15,288,193,229,81,29,815,26,6,3,0,0,37,137,40,7,3,0,185,631,534,311,63,17,1554,103,111,116,48,21,400,4,8,12,4,4,30,16,11,11,9,0,47,924,709,457,125,50,2261,0,0,0,0,0,0,3,0,0,0,0,3,8,4,0,0,0,12,5,5,0,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,17,6,3,6,3,33,3,0,0,0,0,6,2618,1840,1916,824,459,7653,6,0,0,0,0,6,9,3,3,0,0,17,150,67,41,8,6,276,592,405,455,154,68,1667,337,314,475,303,260,1690,25,22,7,3,16,68,1116,814,989,467
LGA11350,654,171,42,3228,720,477,582,327,175,2274,33,5,4,6,0,50,2920,1419,1334,524,233,6427,0,0,0,0,0,0,13,0,0,0,0,13,102,31,11,0,0,143,158,99,50,11,4,322,6,8,11,4,3,23,0,0,0,0,0,5,285,138,68,18,8,508,0,0,0,0,0,0,16,4,0,0,0,24,81,17,9,0,0,109,44,28,12,0,0,80,4,0,0,3,0,7,3,0,0,0,0,3,149,51,18,0,3,220,3,0,0,0,0,4,32,3,0,0,0,31,28,9,3,0,0,44,4,0,3,0,0,11,0,0,0,0,0,0,10,0,0,0,0,10,80,15,7,0,0,99,3,4,3,0,0,8,3434,1617,1428,548,239,7274,19,6,0,0,0,23,110,22,8,0,4,139,451,150,81,19,5,700,1543,743,643,180,35,3143,757,493,622,317,148,2345,59,10,11,7,3,84,2927,1427,1359,527
LGA11400,235,85,39,1433,610,261,347,274,149,1643,24,6,3,3,5,38,1675,612,611,369,193,3469,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,3,0,13,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,17,0,0,0,0,0,0,5,0,3,0,0,6,5,0,0,0,0,6,0,0,7,3,0,11,0,0,0,3,0,3,0,0,0,0,0,0,9,0,8,3,0,26,5,0,0,0,0,5,1705,618,625,378,195,3527,3,0,3,0,0,4,18,0,0,0,0,20,178,44,20,8,4,263,694,278,248,83,31,1334,633,280,387,311,121,1741,38,7,3,0,3,56,1560,610,672,404
LGA11450,984,262,98,4383,2329,1800,3018,1520,809,9480,38,19,16,15,4,92,4520,2945,4063,1802,920,14253,0,0,0,0,0,0,10,0,0,0,0,14,98,11,3,0,0,107,122,47,48,7,0,220,60,33,79,34,22,224,6,0,0,0,0,3,288,94,127,40,20,574,0,0,0,0,0,0,8,0,0,0,0,9,47,0,3,0,0,53,3,4,0,0,0,5,0,3,3,0,0,5,0,0,0,0,0,0,59,7,3,0,0,80,0,0,0,0,0,0,8,0,0,0,0,8,18,3,0,0,0,22,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,36,7,3,0,0,40,12,0,5,0,0,20,4912,3061,4206,1843,946,14961,3,0,3,0,0,6,35,3,11,0,0,52,190,55,48,13,4,302,2113,1196,942,245,85,4583,3557,3025,4329,2262,1208,14382,66,39,31,25,24,191,5963,4320,5357,2551
LGA11500,4087,1501,788,17050,3007,2751,3627,2239,1836,13451,148,79,85,51,47,399,9959,7447,7891,3824,2690,31802,5,3,4,3,4,14,25,7,0,0,4,32,753,309,132,41,7,1248,1034,786,564,243,152,2788,119,111,125,74,105,537,30,14,12,8,10,76,1969,1229,835,382,277,4695,3,0,0,0,0,3,39,7,0,0,0,43,341,91,40,6,0,486,119,43,29,5,4,201,9,5,4,0,0,15,14,0,0,0,0,14,519,150,78,11,3,766,0,0,0,0,0,0,3,3,0,0,0,4,0,3,0,0,0,7,27,14,12,3,3,55,7,5,18,0,8,45,0,0,0,0,0,0,38,23,30,4,11,107,4,0,3,3,0,12,12484,8850,8833,4225,2986,37379,7,11,6,11,5,43,45,19,22,12,9,105,412,162,69,23,15,686,6139,4222,3903,1399,736,16408,3422,3128,4095,2496,2167,15306,190,97,104,69,75,542,10224,7636,8202,4009
LGA11520,1458,390,98,4954,819,799,1344,818,368,4148,60,19,13,5,0,92,3387,2367,2995,1251,470,10469,3,0,0,0,0,3,14,3,0,0,0,20,490,213,99,11,0,811,497,387,349,70,18,1327,59,61,76,47,15,253,15,3,3,0,0,18,1070,668,529,127,31,2429,8,0,7,0,0,16,373,49,11,0,0,434,2581,1086,431,76,9,4187,1090,560,466,122,20,2258,35,26,27,14,4,112,33,15,9,0,0,51,4129,1735,940,216,40,7059,0,0,0,0,0,0,6,0,0,0,0,5,18,6,5,0,0,35,12,11,7,0,0,30,0,0,0,4,0,5,0,0,0,0,0,0,39,23,17,4,0,81,26,7,0,0,0,35,8650,4797,4485,1598,549,20075,4,0,0,0,0,8,12,5,7,0,0,23,535,219,149,31,5,937,1668,1092,1354,362,81,4562,890,850,1623,868,438,4660,53,26,11,7,6,108,3167,2187,3142,1270
LGA11570,6654,3186,1917,27021,3293,3277,4911,3556,3255,18295,325,115,145,117,128,831,15908,11149,12644,7253,5511,52460,9,0,5,3,0,25,121,18,7,3,0,147,1089,611,415,141,45,2296,1499,1285,1325,615,332,5054,479,603,804,520,455,2857,54,45,33,21,17,169,3247,2565,2580,1302,854,10550,38,20,15,3,3,81,483,141,28,6,3,652,4933,3578,2510,861,285,12167,518,614,609,283,188,2218,35,50,73,49,48,258,169,105,76,36,19,403,6180,4505,3313,1242,544,15778,0,0,0,0,0,0,15,3,0,0,0,18,57,36,28,17,3,135,17,25,25,9,10,92,5,10,13,6,10,41,4,0,3,0,0,11,96,75,72,35,24,295,54,51,30,16,18,166,25479,18333,18644,9843,6955,79255,14,12,19,13,15,71,149,51,28,19,36,280,2532,1151,743,300,158,4891,7789,5582,6044,2791,1984,24190,3659,3578,5421,3874,3961,20491,316,152,165,142,177,960,14460,10530,12417,7132
LGA11600,53,19,12,305,104,39,64,41,30,279,3,0,0,0,0,4,314,117,120,64,43,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,326,117,120,64,43,675,3,3,0,0,0,3,7,0,0,0,0,9,33,8,4,0,0,48,146,68,51,19,9,283,121,49,63,38,23,292,11,0,0,0,0,15,323,126,116,56
LGA11650,6492,1930,611,31416,9852,6232,8954,5083,2659,32792,387,104,94,50,19,658,29975,15061,16058,7181,3338,71618,3,3,0,0,0,9,74,7,4,0,0,80,1635,254,70,10,7,1976,2368,943,597,171,47,4126,258,158,204,133,66,821,76,17,8,0,0,108,4414,1385,891,312,124,7127,9,0,0,0,0,8,144,11,3,0,0,159,1449,275,70,17,3,1811,756,243,163,39,20,1218,36,23,27,16,5,107,48,3,3,0,3,57,2437,559,272,73,24,3370,11,0,3,0,0,13,72,4,7,0,0,79,177,22,14,3,0,217,36,6,19,8,7,73,8,5,13,3,8,36,10,0,6,0,0,16,310,44,53,12,16,433,35,18,4,0,3,63,37178,17056,17276,7584,3505,82602,31,19,7,4,0,55,311,61,32,12,9,428,4136,1078,511,120,40,5888,14262,7099,6268,1763,520,29909,10801,6982,9699,5565,2996,36045,503,165,146,80,58,949,30041,15399,16669,7537
LGA11700,21,15,12,162,55,27,31,15,23,160,9,0,0,0,0,13,188,73,61,37,38,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,13,3,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,17,10,13,3,0,12,30,221,85,61,37,49,453,0,0,0,0,0,0,5,0,0,0,3,11,32,14,0,0,3,52,45,27,31,9,12,127,40,33,32,17,24,145,3,0,0,0,0,3,131,75,66,28
LGA11720,1384,543,215,6825,1207,829,1055,690,390,4164,74,29,27,10,8,151,5464,2772,2616,1286,623,12770,0,0,0,0,0,0,17,0,0,0,0,15,143,26,10,0,0,172,83,50,34,16,0,185,12,3,9,0,0,23,3,5,0,0,0,9,256,77,57,21,6,409,0,0,0,0,0,0,14,0,0,0,0,12,78,22,4,0,0,104,41,10,5,3,0,64,5,3,0,0,0,8,5,0,0,0,0,5,134,41,13,4,4,194,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,7,3,4,6,0,0,10,3,0,3,0,0,7,0,0,0,0,0,0,20,7,3,4,0,40,5,3,0,3,0,13,5878,2903,2688,1316,628,13416,7,3,0,0,0,11,78,18,6,6,3,111,889,256,108,24,13,1294,3083,1569,1233,447,171,6504,1462,1009,1379,829,446,5121,113,42,24,8,7,198,5637,2894,2754,1318
LGA11730,997,347,163,6300,1797,804,956,610,378,4548,69,34,14,6,7,135,6485,2348,2085,998,567,12479,0,0,0,0,0,0,0,0,0,0,0,3,102,20,5,0,0,126,106,40,20,4,0,171,8,7,8,3,3,28,3,0,0,0,0,3,231,64,33,4,3,336,0,0,0,0,0,3,23,0,0,0,0,23,154,32,10,3,0,204,81,35,19,5,3,148,5,0,3,0,0,15,3,0,0,0,0,3,274,68,32,12,4,391,9,3,4,0,0,17,47,0,0,0,0,48,54,6,6,3,0,62,17,7,10,0,0,30,9,4,10,0,6,28,5,4,3,0,0,11,137,21,22,4,4,191,9,0,0,0,0,10,7140,2502,2172,1018,575,13408,21,3,3,0,0,30,116,16,6,0,0,143,899,178,86,22,10,1194,3515,1176,825,339,122,5981,1884,826,941,602,391,4640,113,33,23,9,16,191,6554,2234,1881,973
LGA11750,81,31,18,539,137,92,122,81,39,467,9,3,0,0,0,12,513,203,216,116,55,1106,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,24,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,21,7,3,0,0,31,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,3,15,0,0,0,0,0,3,559,207,217,118,61,1159,0,0,0,0,0,0,3,0,0,0,0,9,44,9,7,0,0,71,269,92,79,24,14,478,163,75,111,72,40,472,16,3,4,6,0,29,508,181,202,106
LGA11800,1367,434,138,7540,2321,1205,1605,977,523,6627,58,29,23,14,17,141,7203,3111,3119,1448,690,15567,0,0,0,0,0,0,15,3,0,0,0,17,458,84,28,3,0,573,415,157,89,31,13,708,32,14,30,11,6,94,9,0,3,0,0,18,937,257,149,43,19,1406,5,0,0,0,0,5,36,3,0,0,0,38,423,112,41,12,7,599,133,76,30,13,4,253,15,0,6,4,3,28,14,3,3,0,0,25,623,196,79,24,14,944,14,3,0,0,0,16,68,3,4,0,0,69,125,18,5,0,0,149,38,9,5,0,0,58,10,5,0,0,0,14,3,0,3,0,0,10,254,42,15,0,0,312,0,0,0,0,0,3,9020,3606,3366,1520,727,18238,9,3,9,0,3,24,76,20,5,4,0,105,725,170,79,23,5,995,3662,1517,1246,389,169,6979,2601,1384,1693,1005,594,7273,97,41,42,10,14,202,7177,3138,3064,1423
LGA12000,77,40,14,499,138,83,102,75,45,441,4,0,0,0,0,9,511,167,184,128,63,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,538,168,184,128,67,1080,0,0,0,0,0,0,0,0,3,0,0,0,74,16,3,3,0,95,263,102,60,37,11,478,160,93,95,69,53,467,13,3,3,0,0,22,512,214,167,112
LGA12150,73,36,18,469,158,79,76,55,45,411,15,3,0,3,0,20,516,183,162,94,66,1027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,530,191,158,97,68,1045,0,0,0,0,0,0,3,5,0,0,0,11,68,17,9,0,0,90,195,86,63,28,11,381,148,70,56,44,46,363,9,7,4,0,4,26,426,188,132,74
LGA12350,243,81,26,1465,493,215,240,187,101,1245,32,11,10,7,3,58,1585,558,508,281,134,3074,0,0,0,0,0,0,5,0,0,0,0,5,23,0,0,0,0,24,7,4,0,0,0,10,3,0,0,0,0,7,0,0,0,0,0,0,31,3,0,3,0,41,0,0,0,0,0,0,3,0,0,0,0,3,19,6,0,3,0,27,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,3,0,36,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,7,0,20,0,0,0,0,0,0,1656,568,510,292,136,3167,0,0,0,0,0,0,26,3,4,0,0,34,204,51,18,6,3,281,807,320,193,81,33,1427,536,220,272,151,97,1273,44,10,7,0,0,59,1613,604,490,232
