LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA10850,0,0,0,0,0,0,0,7,31,36,27,6,10,3,5,131,0,0,0,0,0,0,0,7,12,7,5,0,0,0,3,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,7,0,0,0,0,0,0,12,4,11,10,3,0,0,0,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,44,3,0,0,3,3,8,18,21,107,137,130,88,111,65,109,805,0,0,0,0,0,3,4,7,15,14,10,5,4,0,12,78,0,0,3,0,6,12,12,16,5,3,3,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,3,3,8,0,0,0,0,0,0,0,0,0,22,3,4,9,12,11,11,18,15,23,7,3,0,0,0,17,125,0,0,0,0,0,0,0,0
LGA10900,0,3,3,0,3,11,20,57,284,376,331,130,185,113,107,1623,0,0,0,3,11,21,32,42,117,57,50,31,34,18,23,437,0,0,0,0,0,0,0,8,12,16,19,14,8,3,18,99,0,0,0,0,0,0,0,0,3,4,9,10,10,16,15,60,15,4,0,3,16,15,34,44,149,86,56,33,26,14,94,580,0,0,0,0,0,0,0,0,3,0,0,0,0,0,451,460,23,7,7,3,38,65,104,205,978,1194,1431,1245,1473,1209,1154,9148,0,0,3,3,5,15,30,68,237,212,164,79,52,27,116,1014,0,3,13,23,53,115,102,124,180,86,46,20,14,0,67,851,0,3,0,0,3,4,3,3,14,16,4,3,0,0,9,70,3,4,4,3,16,22,17,11,12,0,3,0,0,0,7,98,21,14,35,59,79,134,169,129,208,76,52,22,7,12,107,1129,0,0,0,0,0,0,0,3
LGA10950,0,0,0,0,0,0,4,6,4,13,9,3,6,0,3,44,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,4,5,10,32,34,33,26,25,13,78,269,0,0,0,0,0,0,0,0,6,4,0,0,3,0,5,22,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,3,3,6,0,15,3,0,3,0,0,0,0,3,47,0,0,0,0,0,0,0,0
LGA11100,3,0,0,0,12,21,38,62,230,188,143,70,113,73,56,1009,0,0,6,3,18,26,25,36,81,49,25,9,14,6,24,317,0,0,0,0,0,0,4,8,4,10,7,6,8,0,10,51,0,0,0,0,0,0,0,0,3,9,5,5,14,8,11,44,26,5,6,8,8,30,39,41,115,73,60,20,33,7,61,530,0,0,0,0,0,0,0,3,5,3,3,3,0,0,276,294,28,6,16,13,40,78,126,193,694,733,748,644,885,801,656,5657,0,0,0,0,4,20,40,43,124,130,90,47,46,24,73,650,0,0,9,15,15,37,43,38,76,27,9,3,13,7,26,330,3,0,0,0,0,0,3,4,18,8,6,4,3,0,11,59,7,4,7,4,15,14,3,8,10,0,3,0,0,0,10,89,29,14,23,17,57,70,76,76,133,79,37,27,20,6,86,740,0,0,0,0,0,0,0,0
LGA11150,0,0,0,0,0,0,0,0,9,8,5,0,4,0,3,28,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,3,5,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,4,0,5,5,25,31,25,28,31,13,55,216,0,0,0,0,0,0,3,3,11,12,3,3,0,0,0,41,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,5,6,0,3,5,10,4,0,3,0,0,0,14,62,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,3,5,3,0,3,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,0,0,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,3,0,3,9,19,9,7,13,5,3,31,114,0,0,0,0,0,0,0,4,7,0,0,0,0,0,6,16,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,3,0,0,0,0,0,0,0,0,0,0,12,3,9,9,6,10,10,14,12,3,0,0,0,0,0,14,84,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,3,3,13,47,66,33,15,16,9,17,225,0,0,0,0,0,6,13,13,26,8,3,3,3,0,12,94,0,0,0,0,0,4,0,3,7,5,3,0,0,0,10,28,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,16,11,16,34,45,20,6,0,0,0,28,167,0,0,0,0,0,0,0,0,0,3,0,0,0,3,116,119,0,0,0,0,18,23,34,75,208,228,181,157,178,111,259,1484,0,0,0,3,0,14,12,24,49,42,22,6,12,0,36,222,0,0,4,16,23,42,28,33,36,9,5,3,0,0,15,228,0,0,0,0,0,3,0,10,8,3,0,3,0,0,4,39,3,6,10,13,11,12,9,6,8,0,0,0,0,0,8,80,7,7,12,28,47,70,66,61,62,24,15,5,0,5,60,468,0,0,0,0,0,0,0,0
LGA11300,0,0,3,3,3,10,26,64,171,134,144,34,69,83,32,790,0,0,3,4,14,21,24,25,59,27,24,13,12,17,11,272,0,3,0,0,0,0,0,0,10,4,0,3,3,8,10,44,0,0,0,0,0,0,0,3,0,5,3,4,0,8,12,34,22,5,8,3,22,16,36,33,78,64,51,34,36,28,38,473,0,0,0,0,0,0,0,0,0,0,0,0,0,3,218,222,26,12,23,11,40,56,99,156,507,480,518,380,508,756,460,4024,0,0,0,0,4,7,18,28,85,58,52,25,36,6,26,341,0,8,5,18,20,24,30,24,57,33,15,6,11,3,13,252,0,0,0,0,0,5,3,0,12,3,0,3,3,0,4,38,8,0,11,0,7,7,3,4,7,3,0,0,3,0,0,46,63,19,20,23,45,35,51,58,109,53,43,26,18,14,49,624,0,0,0,0,0,0,0,0
LGA11350,0,0,0,0,3,6,13,19,95,62,50,15,25,29,26,342,0,0,0,0,8,11,20,31,64,39,11,7,10,14,30,252,0,0,0,0,0,0,0,0,15,9,3,0,5,0,4,46,0,0,0,0,0,0,4,0,3,10,6,6,3,6,5,42,6,0,8,3,17,12,18,26,48,30,22,7,9,6,30,239,0,0,0,0,0,0,0,0,3,4,0,0,0,0,224,240,13,3,9,3,40,54,84,130,487,449,412,241,226,224,486,2862,0,0,3,6,8,9,17,37,80,41,30,12,10,7,46,297,0,3,14,25,52,99,69,60,119,34,11,0,0,3,84,589,0,0,3,0,0,7,3,6,8,8,0,0,0,0,4,37,3,0,8,9,16,27,11,8,4,3,0,0,0,0,6,97,11,9,18,28,50,84,73,57,90,15,17,10,3,3,72,535,0,0,0,0,0,0,3,0
LGA11400,0,0,0,0,0,5,7,8,55,49,43,14,14,8,9,219,0,0,0,0,0,0,5,8,11,7,3,0,0,0,8,48,0,0,0,0,0,0,0,4,5,3,3,0,0,3,0,23,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,13,0,0,0,0,4,8,8,5,22,14,3,5,0,0,14,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,106,9,3,3,5,11,15,32,49,213,231,252,185,194,150,240,1593,0,3,0,0,3,4,3,11,38,15,12,3,4,0,20,119,0,3,0,3,3,16,19,9,13,10,0,0,0,0,4,73,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,3,4,8,3,3,0,0,0,0,0,0,4,25,5,3,12,4,14,25,33,18,34,10,4,3,0,3,25,195,0,0,0,0,0,0,0,0
LGA11450,0,0,3,3,3,18,41,104,397,510,399,164,213,146,144,2136,0,0,3,0,6,16,30,24,74,70,43,24,20,13,30,352,3,0,0,0,0,0,9,7,9,19,22,9,16,0,19,111,0,0,0,0,0,0,0,0,12,15,21,14,20,22,18,122,20,6,8,4,17,26,24,48,123,95,52,29,25,23,75,568,0,0,0,0,0,0,0,0,4,10,5,3,0,0,433,456,34,10,19,8,33,66,127,225,1047,1658,1976,1713,2088,1507,1234,11745,3,0,3,8,3,15,45,78,270,251,182,99,83,36,118,1185,0,3,10,16,35,81,87,98,142,58,43,13,13,3,66,677,0,0,0,0,3,3,9,8,13,15,8,0,9,0,13,86,8,3,7,7,12,17,15,8,16,7,4,0,3,0,10,121,34,9,24,49,74,90,88,104,152,90,53,27,12,11,86,900,0,0,0,0,0,0,0,0
LGA11500,5,4,7,3,30,83,149,395,1271,1146,766,298,301,168,284,4906,5,0,14,14,43,87,129,155,316,175,96,64,45,26,101,1286,3,0,3,4,10,7,15,27,75,61,31,8,19,11,49,313,5,0,0,0,0,0,0,0,19,17,35,20,23,10,22,152,66,25,44,28,120,108,188,207,485,299,196,104,78,36,317,2287,3,0,0,0,5,0,7,3,18,9,7,7,7,3,798,856,97,26,75,54,213,310,540,924,3211,3384,3291,2233,2326,1418,2294,20390,3,0,4,0,8,54,151,251,650,494,333,182,128,43,275,2570,0,12,30,42,81,207,219,209,294,164,95,35,28,16,134,1569,4,3,4,3,14,15,20,20,35,21,14,3,12,0,41,204,22,13,50,61,74,108,66,36,64,22,16,0,3,3,47,580,122,37,151,236,422,513,542,404,665,274,118,62,43,30,416,4040,0,0,0,0,0,5,4,4
LGA11520,10,3,3,3,7,22,42,80,238,256,357,145,435,371,102,2073,5,3,9,6,17,23,24,28,93,59,52,36,47,65,28,482,3,0,0,0,3,8,0,3,14,9,10,7,14,12,12,90,0,0,0,0,0,0,0,0,4,5,4,7,16,19,14,65,49,11,6,5,26,17,44,44,167,122,96,70,66,48,105,902,0,0,0,0,0,0,0,3,3,0,3,0,3,6,535,558,65,18,23,19,55,91,144,216,829,891,1253,1014,1854,3041,1229,10740,0,0,3,4,3,10,30,76,203,204,196,75,122,60,103,1082,0,4,11,17,31,58,49,63,114,65,49,27,36,5,55,592,0,0,0,3,0,5,5,3,11,10,6,3,3,3,10,61,9,3,10,4,10,12,9,3,7,3,10,4,3,0,5,101,88,21,37,45,48,69,75,107,193,117,89,51,36,22,111,1114,0,0,0,0,0,0,0,0
LGA11570,17,7,23,33,101,291,571,1096,2800,2019,1374,564,725,478,601,10705,14,17,99,104,229,429,514,603,945,465,305,163,152,95,297,4432,13,4,15,7,34,54,67,107,161,97,52,26,43,23,167,873,3,0,0,0,3,3,12,7,39,39,29,32,38,38,109,356,387,88,222,117,483,477,682,661,1515,934,665,326,329,214,829,7921,5,0,3,8,13,11,23,21,31,28,17,13,10,6,2190,2380,462,134,370,269,901,1345,2066,2899,7718,6397,5915,3971,4721,3815,5337,46332,4,0,17,17,39,92,232,295,876,707,514,241,269,124,350,3773,11,33,126,108,187,375,314,306,510,251,133,72,51,25,202,2706,5,3,18,4,19,34,26,37,68,29,30,13,12,9,72,370,70,24,91,66,96,138,72,58,99,50,20,11,7,5,74,883,417,125,354,352,606,782,915,826,1389,719,380,227,122,74,769,8069,0,0,0,0,0,3,11,11
LGA11600,0,0,0,0,0,0,0,3,18,7,6,3,3,0,6,43,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,4,0,0,3,3,3,12,57,43,48,19,17,19,53,281,0,0,0,0,0,0,0,0,3,3,4,0,3,0,4,24,0,0,0,0,4,3,6,0,3,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,6,0,3,6,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0
LGA11650,5,7,9,8,19,46,119,338,1461,1607,1147,460,546,366,439,6574,3,10,23,15,28,74,117,206,503,285,172,75,85,47,193,1828,4,0,3,3,3,7,17,23,113,90,65,24,40,17,75,477,3,5,0,0,0,0,0,6,32,39,52,39,49,29,80,337,57,22,35,25,114,105,212,276,735,460,242,135,96,51,371,2930,0,0,0,0,4,6,3,6,21,15,11,6,9,0,1822,1908,83,55,74,51,181,280,576,1142,4897,5895,5978,4430,4644,3229,4794,36311,7,3,14,15,19,98,225,400,1139,948,602,231,199,54,567,4518,6,26,70,121,222,557,521,584,844,370,164,53,45,23,386,3990,3,4,9,11,23,47,44,43,84,52,28,8,11,3,69,441,34,11,70,90,115,185,112,86,84,39,8,9,3,6,105,954,183,70,216,320,583,891,890,864,1205,459,220,81,48,41,717,6788,3,0,0,0,3,3,7,8
LGA11700,0,0,0,0,0,0,0,0,13,0,3,3,0,0,3,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,6,3,10,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,3,3,4,9,12,31,14,15,8,3,7,30,141,0,0,0,0,0,0,0,3,5,3,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,8,13,4,3,7,11,4,0,0,0,0,11,67,0,0,0,0,0,0,0,0
LGA11720,0,0,0,0,4,8,13,61,280,268,205,68,93,53,65,1122,0,0,5,0,8,14,24,45,100,51,25,9,5,3,42,332,0,0,3,0,0,0,3,5,25,8,15,6,6,0,16,81,0,0,0,0,0,0,0,0,3,11,15,9,6,10,16,66,12,3,11,9,24,27,88,87,199,106,35,22,15,8,70,709,0,0,0,0,0,0,0,0,3,0,3,0,0,0,279,293,18,3,20,13,41,66,145,241,957,1016,907,660,628,429,731,5869,0,0,0,0,3,17,51,53,159,134,60,23,13,7,68,597,0,9,9,27,60,98,122,90,112,38,24,0,4,0,65,661,0,0,0,0,8,9,15,14,11,16,4,3,0,0,10,87,9,5,15,24,35,44,36,15,24,9,3,0,0,0,23,241,32,7,55,97,141,230,219,171,203,68,21,6,11,4,161,1440,3,0,0,0,0,0,0,0
LGA11730,0,0,0,0,0,12,33,51,235,147,90,30,43,14,56,712,0,4,0,3,19,15,30,38,90,49,16,6,0,0,34,311,0,0,0,0,0,0,3,10,18,17,9,4,0,0,15,80,0,0,0,0,0,0,0,0,9,6,3,4,3,0,11,38,12,11,15,4,26,38,60,89,143,73,27,12,14,9,71,588,0,0,0,0,0,0,0,3,0,3,3,0,3,0,246,265,13,17,24,12,56,82,163,268,918,787,554,351,304,151,667,4348,0,0,4,0,10,21,40,70,130,81,31,16,7,7,57,471,0,4,8,23,42,92,84,87,69,35,12,0,3,0,52,501,0,0,0,3,10,8,6,3,7,4,0,0,0,0,5,44,3,0,14,21,15,43,26,15,12,3,0,0,0,0,20,177,23,17,53,69,103,189,193,161,194,55,26,9,10,4,129,1220,0,0,0,0,3,0,4,0
LGA11750,0,0,0,0,3,3,5,3,15,13,34,8,22,3,4,105,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,7,0,0,0,0,0,3,0,11,3,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,5,0,4,10,3,10,37,54,75,62,75,49,66,460,0,0,0,0,0,0,5,5,8,14,9,3,0,0,6,49,0,0,0,3,3,3,8,3,7,4,0,0,0,0,0,28,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,6,9,4,10,4,5,3,0,0,0,0,12,66,0,0,0,0,0,0,0,0
LGA11800,5,3,0,0,0,8,42,89,336,230,169,66,83,31,83,1133,4,5,3,3,16,14,37,62,111,78,22,12,14,9,43,435,0,0,0,0,3,0,3,4,18,11,11,3,4,0,14,74,0,0,0,0,0,0,0,0,4,9,11,8,10,0,9,51,14,10,11,0,33,37,69,82,186,86,36,19,16,10,89,685,3,0,0,0,0,3,0,3,7,3,0,3,0,0,389,413,33,16,22,4,62,79,192,312,1264,1243,1103,715,721,387,977,7141,0,0,0,4,12,30,67,104,259,154,89,24,20,8,100,877,0,9,16,36,71,132,171,154,196,61,33,5,3,4,92,985,0,0,0,0,0,12,14,12,18,13,5,3,3,0,15,95,12,3,19,17,33,54,19,22,16,3,0,0,0,0,21,223,35,17,48,79,126,211,229,203,244,65,28,11,5,11,172,1478,0,0,0,0,0,0,4,0
LGA12000,0,0,3,0,0,0,0,6,18,18,9,0,5,0,0,62,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,8,3,5,0,0,5,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,7,0,0,0,4,19,73,72,67,45,45,32,75,449,0,0,0,0,0,0,0,0,12,4,7,0,0,3,3,35,0,0,0,3,4,6,3,3,7,3,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,13,3,0,3,3,6,10,15,6,11,4,0,0,0,0,3,67,0,0,0,0,0,0,0,0
LGA12150,0,0,0,0,0,0,0,3,8,11,6,0,0,0,0,41,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,3,0,0,5,7,5,5,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,17,18,0,3,3,3,8,6,16,16,49,49,33,21,17,9,62,291,0,0,0,0,3,0,0,6,7,0,6,0,3,0,8,30,0,0,0,0,3,4,3,9,8,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,0,9,3,3,0,0,0,0,0,0,0,6,18,3,4,5,6,16,22,13,10,19,6,5,3,0,0,14,122,0,0,0,0,0,0,0,0
LGA12350,0,0,0,0,0,3,3,18,56,22,19,12,0,7,16,166,0,0,0,3,0,0,8,10,16,4,3,0,0,3,3,44,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,13,0,0,3,0,6,7,9,18,38,11,9,3,4,0,23,133,0,0,0,0,0,0,0,0,3,3,0,0,0,0,48,56,3,0,6,3,12,18,29,60,250,195,173,97,91,55,170,1163,0,0,0,0,0,11,9,17,30,18,10,0,3,3,10,109,0,0,6,9,10,21,16,17,22,6,0,0,0,0,14,112,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10,0,0,3,4,4,8,0,0,3,0,0,0,0,0,4,34,5,0,12,19,33,39,48,44,28,6,3,0,0,0,21,264,0,0,0,0,0,0,0,0
LGA12380,14,5,12,24,56,196,357,677,1815,1421,1034,389,458,282,392,7127,19,15,65,78,177,271,306,417,604,269,182,102,88,58,195,2836,10,7,7,7,16,49,52,58,105,68,51,18,29,16,119,616,3,0,0,0,0,9,7,13,27,32,21,18,25,22,38,212,306,76,135,66,382,348,481,453,955,554,372,201,199,106,533,5165,4,0,7,0,5,11,10,7,25,21,7,3,13,3,1433,1553,357,103,226,182,665,932,1346,1858,4892,4058,3795,2503,2737,1940,3340,28943,3,3,6,4,24,46,110,207,504,364,286,146,113,56,184,2060,4,4,50,60,74,137,156,144,259,148,71,34,34,9,101,1288,3,0,3,3,11,18,19,22,32,8,17,10,3,4,41,197,32,16,45,40,42,52,37,30,44,25,11,4,4,0,44,427,245,63,218,212,357,385,465,430,788,438,235,98,64,44,462,4504,0,0,4,0,3,0,6,0
LGA12700,0,0,0,3,0,0,3,4,48,38,27,10,11,3,12,164,0,0,0,0,3,3,3,3,4,9,6,3,0,4,5,45,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,16,0,3,0,0,4,3,7,4,28,5,13,0,0,0,17,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,58,3,3,3,4,6,9,26,31,152,164,152,107,118,74,158,1007,0,0,0,0,0,0,5,9,16,18,8,0,0,5,8,75,0,0,7,0,6,14,15,6,15,7,3,3,0,0,12,94,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,6,0,3,5,0,0,0,0,0,0,0,3,16,5,0,6,6,11,19,18,16,24,5,0,0,3,0,25,150,0,0,0,0,0,0,0,0
