LGA_CODE_2016,C06_N_inc_R0_74,C06_N_inc_R75_99,C06_Ne_Ni_inc_R100_149,C06_Ne_Ni_inc_R150_199,C06_Ne_Ni_inc_R200_224,C06_Ne_Ni_inc_R225_274,C06_Ne_Ni_inc_R275_349,C06_Ne_Ni_inc_R350_449,C06_Ne_Ni_inc_R450_549,C06_Ne_Ni_inc_R550_649,C06_Ne_Ni_inc_R650m,C06_Ne_Ni_inc_R_NS,C06_N_inc_R_Tot,C06_1_149_R0_74,C06_1_149_R75_99,C06_1_149_R100_149,C06_1_149_R150_199,C06_1_149_R200_224,C06_1_149_R225_274,C06_1_149_R275_349,C06_1_149_R350_449,C06_1_149_R450_549,C06_1_149_R550_649,C06_1_149_R650m,C06_1_149_R_NS,C06_1_149_R_Tot,C06_150_299_R0_74,C06_150_299_R75_99,C06_150_299_R100_149,C06_150_299_R150_199,C06_150_299_R200_224,C06_150_299_R225_274,C06_150_299_R275_349,C06_150_299_R350_449,C06_150_299_R450_549,C06_150_299_R550_649,C06_150_299_R650m,C06_150_299_R_NS,C06_150_299_R_Tot,C06_300_399_R0_74,C06_300_399_R75_99,C06_300_399_R100_149,C06_300_399_R150_199,C06_300_399_R200_224,C06_300_399_R225_274,C06_300_399_R275_349,C06_300_399_R350_449,C06_300_399_R450_549,C06_300_399_R550_649,C06_300_399_R650m,C06_300_399_R_NS,C06_300_399_R_Tot,C06_400_499_R0_74,C06_400_499_R75_99,C06_400_499_R100_149,C06_400_499_R150_199,C06_400_499_R200_224,C06_400_499_R225_274,C06_400_499_R275_349,C06_400_499_R350_449,C06_400_499_R450_549,C06_400_499_R550_649,C06_400_499_R650m,C06_400_499_R_NS,C06_400_499_R_Tot,C06_500_649_R0_74,C06_500_649_R75_99,C06_500_649_R100_149,C06_500_649_R150_199,C06_500_649_R200_224,C06_500_649_R225_274,C06_500_649_R275_349,C06_500_649_R350_449,C06_500_649_R450_549,C06_500_649_R550_649,C06_500_649_R650m,C06_500_649_R_NS,C06_500_649_R_Tot,C06_650_799_R0_74,C06_650_799_R75_99,C06_650_799_R100_149,C06_650_799_R150_199,C06_650_799_R200_224,C06_650_799_R225_274,C06_650_799_R275_349,C06_650_799_R350_449,C06_650_799_R450_549,C06_650_799_R550_649,C06_650_799_R650m,C06_650_799_R_NS,C06_650_799_R_Tot,C06_800_999_R0_74,C06_800_999_R75_99,C06_800_999_R100_149,C06_800_999_R150_199,C06_800_999_R200_224,C06_800_999_R225_274,C06_800_999_R275_349,C06_800_999_R350_449,C06_800_999_R450_549,C06_800_999_R550_649,C06_800_999_R650m,C06_800_999_R_NS,C06_800_999_R_Tot,C06_1000_1249_R0_74,C06_1000_1249_R75_99,C06_1000_1249_R100_149,C06_1000_1249_R150_199,C06_1000_1249_R200_224,C06_1000_1249_R225_274,C06_1000_1249_R275_349,C06_1000_1249_R350_449,C06_1000_1249_R450_549,C06_1000_1249_R550_649,C06_1000_1249_R650m,C06_1000_1249_R_NS,C06_1000_1249_R_Tot,C06_1250_1499_R0_74,C06_1250_1499_R75_99,C06_1250_1499_R100_149,C06_1250_1499_R150_199,C06_1250_1499_R200_224,C06_1250_1499_R225_274,C06_1250_1499_R275_349,C06_1250_1499_R350_449,C06_1250_1499_R450_549,C06_1250_1499_R550_649,C06_1250_1499_R650m,C06_1250_1499_R_NS,C06_1250_1499_R_Tot,C06_1500_1999_R0_74,C06_1500_1999_R75_99,C06_1500_1999_R100_149,C06_1500_1999_R150_199,C06_1500_1999_R200_224,C06_1500_1999_R225_274,C06_1500_1999_R275_349,C06_1500_1999_R350_449,C06_1500_1999_R450_549,C06_1500_1999_R550_649,C06_1500_1999_R650m,C06_1500_1999_R_NS,C06_1500_1999_R_Tot,C06_2000_2499_R0_74,C06_2000_2499_R75_99,C06_2000_2499_R100_149,C06_2000_2499_R150_199,C06_2000_2499_R200_224,C06_2000_2499_R225_274,C06_2000_2499_R275_349,C06_2000_2499_R350_449,C06_2000_2499_R450_549,C06_2000_2499_R550_649,C06_2000_2499_R650m,C06_2000_2499_R_NS,C06_2000_2499_R_Tot,C06_2500_2999_R0_74,C06_2500_2999_R75_99,C06_2500_2999_R100_149,C06_2500_2999_R150_199,C06_2500_2999_R200_224,C06_2500_2999_R225_274,C06_2500_2999_R275_349,C06_2500_2999_R350_449,C06_2500_2999_R450_549,C06_2500_2999_R550_649,C06_2500_2999_R650m,C06_2500_2999_R_NS,C06_2500_2999_R_Tot,C06_3000_3999_R0_74,C06_3000_3999_R75_99,C06_3000_3999_R100_149,C06_3000_3999_R150_199,C06_3000_3999_R200_224,C06_3000_3999_R225_274,C06_3000_3999_R275_349,C06_3000_3999_R350_449,C06_3000_3999_R450_549,C06_3000_3999_R550_649,C06_3000_3999_R650m,C06_3000_3999_R_NS,C06_3000_3999_R_Tot,C06_4000m_R0_74,C06_4000m_R75_99,C06_4000m_R100_149,C06_4000m_R150_199,C06_4000m_R200_224,C06_4000m_R225_274,C06_4000m_R275_349,C06_4000m_R350_449,C06_4000m_R450_549,C06_4000m_R550_649,C06_4000m_R650m,C06_4000m_R_NS,C06_4000m_R_Tot,C06_PI_S_R0_74,C06_PI_S_R75_99,C06_PI_S_R100_149,C06_PI_S_R150_199,C06_PI_S_R200_224
LGA13550,4,0,3,0,0,0,0,0,0,0,0,0,10,12,3,16,0,0,0,0,0,0,0,0,3,36,53,14,58,9,0,0,0,0,0,0,0,9,137,37,30,71,25,0,3,0,0,0,0,0,3,173,11,4,34,18,0,0,0,0,0,0,0,0,68,24,21,75,39,3,0,0,0,0,0,3,7,180,22,3,47,29,3,3,0,0,0,0,0,3,117,17,8,30,24,9,3,0,0,0,0,0,3,98,24,4,31,43,8,8,0,0,0,0,0,5,131,14,3,24,17,9,3,0,0,0,0,0,4,78,10,3,13,18,5,3,0,0,0,0,0,0,53,7,0,0,6,0,4,0,0,0,0,0,0,21,12,0,0,7,0,4,0,0,0,0,0,0,25,3,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29,18,3
LGA13660,3,0,0,0,0,0,0,0,0,0,0,0,8,7,0,3,0,0,0,0,0,0,0,0,0,11,22,10,15,0,0,0,0,0,0,0,0,5,53,24,10,21,3,0,0,0,0,0,0,0,0,53,11,6,7,0,0,0,0,0,0,0,0,3,28,41,9,18,3,0,0,3,0,0,0,0,7,86,30,0,9,0,0,0,0,0,0,0,0,6,49,16,4,17,3,0,0,0,0,0,0,0,0,46,36,3,17,8,0,0,0,0,0,0,0,4,64,13,5,8,0,0,0,0,0,0,0,0,3,26,10,0,3,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,10,3,3,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,5,0,0
LGA13800,8,0,4,7,8,3,3,0,0,0,0,10,48,27,0,10,8,6,8,0,0,0,0,0,3,62,165,34,48,49,28,30,8,3,0,0,6,19,386,68,43,71,93,55,54,11,4,0,0,3,15,417,14,9,54,19,22,13,5,0,0,0,0,6,145,37,17,87,153,123,144,51,9,0,0,4,16,647,25,11,43,106,93,101,33,5,3,0,3,10,423,33,5,45,88,97,131,44,3,0,0,0,15,462,36,7,55,113,123,230,92,11,9,0,8,18,696,20,0,31,53,68,126,67,19,7,3,0,5,405,16,4,37,58,57,135,72,22,3,4,0,10,414,16,0,25,51,25,58,44,12,6,0,3,3,238,3,0,4,23,9,28,25,7,8,0,3,0,110,3,0,0,11,6,3,8,6,5,0,0,0,46,0,0,0,0,0,0,3,3,0,0,0,0,6,12,13,52,69,57
LGA13850,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,0,0,0,0,12,17,4,17,0,0,0,0,0,0,3,0,11,47,9,4,31,5,0,0,0,0,0,0,0,5,46,0,4,10,0,0,0,0,0,0,0,0,0,7,9,8,34,3,0,0,0,0,0,0,0,4,58,7,0,19,3,0,0,0,0,0,0,0,3,37,9,3,15,7,0,0,0,0,0,0,0,3,37,17,3,24,3,0,0,0,0,0,0,0,0,48,9,0,4,3,0,0,0,0,0,0,0,0,25,14,0,3,5,0,0,0,0,0,0,0,0,25,3,3,7,3,0,0,0,0,0,0,0,0,11,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,3,0
LGA13910,11,0,10,6,0,0,0,0,0,0,0,0,22,17,10,3,6,0,0,0,0,0,0,0,3,36,56,31,50,18,0,3,0,0,0,0,3,8,176,63,22,80,47,4,0,0,3,0,0,3,9,231,12,9,40,12,3,0,0,0,0,0,0,3,82,44,24,110,78,19,6,0,0,0,0,0,10,289,34,10,44,41,4,3,0,0,0,0,0,8,138,26,7,38,34,15,3,0,0,0,0,0,3,130,38,5,37,55,25,4,0,0,0,0,0,11,178,27,3,8,18,12,3,0,0,0,0,0,4,77,28,4,22,21,13,11,0,0,0,0,0,3,93,5,0,3,5,0,3,0,0,0,0,3,3,26,4,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,6,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,26,10,24,23,12
LGA14000,11,0,0,9,11,31,53,46,17,3,0,11,195,27,7,8,10,3,14,21,10,8,5,0,16,129,161,33,36,28,23,29,33,19,0,3,3,32,405,129,54,48,46,29,62,77,29,3,0,4,36,519,16,8,36,9,4,28,33,11,3,0,3,10,175,65,23,71,63,68,150,195,90,19,4,6,31,787,38,8,22,58,56,159,200,82,13,3,5,14,664,36,3,23,40,36,174,219,101,12,5,6,13,668,58,3,19,52,56,245,434,181,35,5,7,22,1113,24,3,8,18,34,127,306,192,42,8,9,17,793,26,0,16,23,28,164,431,285,74,11,14,12,1085,15,0,9,13,4,68,235,219,68,12,6,5,653,26,0,12,3,0,46,198,215,110,35,24,9,689,13,0,3,0,5,25,87,135,68,15,18,0,367,7,0,0,3,0,0,15,53,15,12,9,0,108,29,5,25,20,22
LGA14100,6,0,0,0,0,0,3,0,0,0,3,0,25,10,4,0,3,0,0,0,0,0,0,0,0,19,97,9,5,6,0,3,0,3,0,0,6,9,137,28,8,5,3,7,4,3,3,3,0,0,4,71,3,0,17,0,0,0,0,3,0,0,0,3,31,8,0,5,3,3,6,10,4,0,0,3,7,54,6,0,8,4,6,11,13,4,3,0,6,0,61,0,0,6,3,12,8,10,16,4,0,0,0,59,5,0,3,7,13,13,18,9,5,3,3,0,89,3,0,0,3,7,9,22,11,5,3,3,3,79,4,0,3,0,0,4,16,21,7,0,5,0,62,0,0,0,0,0,7,8,20,8,3,3,0,49,0,0,4,0,0,8,16,29,19,4,37,3,125,0,0,0,0,0,0,7,17,11,3,27,0,70,0,0,0,0,0,0,0,6,11,3,12,3,39,11,0,4,0,0
LGA14170,42,7,26,62,52,79,74,54,11,5,8,38,460,75,25,33,40,48,48,26,23,4,7,3,28,368,604,114,125,205,100,111,72,36,9,3,16,67,1472,270,151,201,337,203,208,128,62,9,0,12,54,1636,35,28,100,85,49,67,33,23,3,3,3,16,448,98,59,220,519,385,496,288,115,41,10,23,59,2311,60,22,110,455,380,484,284,157,29,5,10,17,2030,48,4,70,362,363,540,392,239,62,10,15,28,2124,74,13,81,359,466,875,715,469,118,31,35,50,3293,42,6,34,170,233,488,602,387,125,22,29,29,2155,35,4,32,139,183,478,770,689,216,51,38,42,2683,28,0,7,45,69,243,442,654,218,41,27,10,1794,26,3,19,42,58,175,380,699,382,136,137,13,2073,15,0,6,19,17,47,161,378,332,125,107,14,1236,15,0,0,3,4,14,25,95,143,98,91,6,487,48,18,71,111,135
LGA14200,3,3,0,3,0,0,0,0,0,0,0,7,13,15,5,15,7,0,0,0,0,0,0,0,3,51,60,29,64,14,0,0,0,0,0,0,0,11,190,60,40,82,41,6,0,0,0,0,0,3,8,236,23,4,37,16,3,0,0,0,0,0,0,3,89,36,24,110,79,7,3,0,0,0,0,4,12,280,27,6,56,39,5,3,0,3,0,0,0,13,143,22,4,24,34,8,5,0,0,0,0,0,4,110,17,4,37,55,5,4,0,0,0,0,3,7,136,8,0,11,22,4,3,0,0,0,0,0,3,60,11,0,10,14,4,0,0,0,0,0,0,3,45,5,0,3,4,3,3,0,0,0,0,0,0,18,3,0,3,6,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,3,25,18,8
LGA14300,0,0,0,0,0,0,0,0,0,0,0,3,9,6,4,4,0,0,0,0,0,0,0,0,3,21,34,9,12,3,0,0,0,0,0,0,0,4,54,17,7,21,8,0,0,0,0,0,0,0,3,58,0,0,9,5,0,0,0,0,0,0,0,0,21,14,5,25,19,0,0,0,0,0,0,0,0,65,8,4,11,7,0,0,0,0,0,0,0,0,30,9,3,15,8,0,0,0,0,0,0,0,3,34,3,3,11,9,0,0,0,0,0,0,0,0,28,3,0,9,3,0,0,0,0,0,0,0,0,12,0,0,6,3,0,0,0,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,4,3
LGA14350,6,0,0,4,0,3,0,0,0,0,0,3,26,20,0,11,13,6,0,0,0,0,3,0,3,66,128,40,119,71,10,0,3,0,0,0,0,15,378,72,42,144,138,24,14,5,0,0,3,5,15,448,29,8,61,60,6,8,0,0,0,0,0,8,186,49,26,130,194,77,30,7,0,0,0,3,14,528,24,6,57,83,25,20,8,3,0,0,0,5,232,17,9,39,74,20,17,0,0,0,0,0,0,191,24,7,29,88,47,19,10,0,3,3,3,6,237,9,3,8,35,17,11,3,5,0,0,3,3,104,9,0,12,21,14,7,6,0,3,0,0,0,75,4,0,3,4,7,3,3,0,0,0,0,7,37,0,0,4,10,4,3,0,5,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,30,60,21
LGA14400,3,0,0,7,0,0,5,0,0,0,0,3,11,3,0,0,0,0,0,5,0,0,0,0,3,9,19,7,16,18,10,14,4,0,0,0,0,3,80,12,5,29,35,12,28,6,0,0,0,0,3,136,3,0,4,6,3,3,11,0,0,0,0,0,33,10,0,23,38,30,46,20,0,0,0,0,3,178,6,0,15,20,26,36,13,0,0,0,0,3,123,5,3,5,21,17,33,26,3,0,0,0,0,117,13,0,3,25,30,66,46,3,3,0,3,0,198,6,0,0,9,19,44,31,5,0,0,0,0,120,5,0,4,6,10,39,54,3,0,0,0,0,120,0,0,0,7,3,12,22,3,0,0,0,0,46,0,0,0,0,3,8,17,7,4,0,3,3,50,0,0,0,0,0,3,8,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,7,5,8
LGA14500,14,0,3,0,0,5,27,11,14,4,15,10,101,12,0,5,0,0,3,10,7,4,3,6,5,58,25,3,5,3,0,6,11,9,8,0,0,3,83,49,4,10,5,3,14,21,14,8,3,4,15,149,3,0,3,0,3,0,5,11,5,3,3,0,42,36,0,15,14,15,21,34,29,16,4,8,9,205,18,3,7,15,13,19,32,45,25,8,11,7,205,24,0,6,5,12,24,49,47,20,12,9,4,217,25,3,3,10,6,25,80,79,42,28,16,11,326,14,0,6,7,5,23,66,65,52,23,23,9,300,24,0,7,6,7,21,92,85,61,32,43,8,391,21,0,3,4,8,5,40,76,47,32,24,3,264,22,0,3,7,0,16,48,94,143,91,299,10,733,17,0,4,0,0,3,23,53,86,71,120,10,382,9,0,0,0,0,0,11,14,25,36,74,0,176,21,0,4,4,5
LGA14550,3,3,0,0,0,0,0,0,0,0,0,0,11,4,0,7,4,0,0,0,0,0,0,0,0,24,34,9,41,14,0,0,0,0,0,0,3,3,108,26,12,51,14,5,0,0,0,0,0,0,3,110,14,12,15,8,0,0,0,0,0,0,0,3,53,34,15,53,31,4,3,0,0,0,0,0,3,138,14,5,27,22,3,0,0,0,0,0,0,3,69,11,3,14,10,3,3,0,0,0,0,0,3,50,10,5,12,16,8,0,0,0,0,0,0,0,53,4,0,13,8,3,0,0,0,0,0,0,0,27,7,3,6,8,0,0,0,0,0,0,0,0,37,4,3,3,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16,8,0
LGA14600,6,0,0,0,0,0,0,0,0,0,0,0,11,7,3,0,4,0,0,0,0,0,0,0,0,11,35,5,15,5,0,0,0,0,0,0,0,8,64,22,12,29,3,0,0,0,0,0,0,0,3,72,15,0,20,0,0,0,0,0,0,0,0,0,39,40,25,47,3,0,0,0,0,0,0,0,3,124,19,8,18,3,0,0,0,0,0,0,0,3,50,28,7,24,5,0,0,0,0,0,0,0,3,68,38,9,26,10,0,0,0,0,0,0,0,8,89,17,0,7,3,0,0,0,0,0,0,0,3,29,16,5,14,5,3,0,0,0,0,0,0,0,38,6,0,3,3,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,4,14,9,18,4,0
LGA14650,17,7,12,27,14,18,6,4,0,0,3,10,112,63,28,66,29,19,19,7,8,0,3,4,13,247,639,144,280,199,81,66,3,4,0,4,15,71,1506,354,216,439,394,179,144,23,3,3,3,23,59,1836,60,75,351,165,69,44,12,3,0,0,7,14,809,144,95,485,680,405,369,85,12,4,7,18,52,2353,38,23,197,411,247,267,83,16,0,0,5,24,1316,54,13,116,331,274,264,90,13,0,0,6,20,1181,54,18,152,433,359,492,161,33,0,0,7,24,1747,32,9,33,192,182,280,106,39,0,0,4,11,887,32,5,41,147,172,285,152,66,3,0,3,10,919,13,0,14,41,50,89,79,40,4,0,3,4,338,14,4,7,21,29,69,74,42,10,0,3,0,262,4,0,3,9,6,13,22,27,3,0,0,3,87,0,0,0,3,0,3,3,3,3,0,0,0,17,49,32,111,229,184
LGA14700,4,0,0,0,0,5,23,6,3,0,3,0,54,10,4,3,4,0,7,0,0,0,0,0,4,31,96,15,12,3,3,12,7,3,0,0,5,10,161,61,12,6,4,14,19,34,9,0,0,3,7,174,3,4,8,0,3,3,11,4,0,0,0,6,42,9,3,12,6,19,55,52,12,11,3,3,4,193,11,0,6,11,18,70,61,24,8,9,3,0,218,8,5,10,5,12,74,66,25,5,3,3,3,217,12,0,8,10,21,124,159,50,18,3,3,0,423,14,3,3,5,10,76,112,48,10,8,7,3,309,17,0,0,15,15,99,188,75,28,14,12,8,468,14,0,3,3,3,37,88,69,26,8,13,8,270,12,0,0,4,7,40,99,79,64,40,56,3,397,8,0,0,4,0,17,42,57,48,25,29,3,227,3,0,0,0,0,3,8,13,15,17,21,0,82,6,0,3,8,3
LGA14750,7,0,5,4,0,0,0,0,0,0,0,5,18,4,0,13,5,3,0,0,0,0,0,0,0,31,53,22,39,21,4,0,0,0,0,0,0,3,130,34,18,39,33,3,0,0,0,0,0,0,0,130,12,11,18,9,0,0,0,0,0,0,0,0,47,23,14,57,65,8,0,0,0,0,0,0,3,166,10,4,19,40,3,0,0,0,0,0,0,3,81,11,5,21,36,11,0,0,0,0,0,0,0,82,25,3,29,53,13,0,0,0,0,0,0,0,128,3,0,10,25,3,8,0,0,0,0,0,3,48,10,0,4,20,7,3,0,0,0,0,0,0,36,3,0,0,5,3,3,0,0,0,0,0,0,16,3,0,4,4,4,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,21,5
LGA14850,11,3,11,6,0,7,0,0,0,0,0,4,38,29,5,28,13,9,3,6,0,0,0,4,7,105,173,52,204,97,31,22,4,0,0,0,4,23,606,118,56,234,166,36,33,7,0,0,0,6,9,650,17,7,67,66,27,21,7,0,0,0,0,7,223,46,33,204,308,120,106,33,3,0,0,3,15,874,31,8,82,144,65,59,13,0,3,0,0,3,412,18,5,59,149,77,74,28,4,0,0,0,12,430,31,12,53,155,88,97,25,6,4,0,0,13,476,10,3,17,51,39,39,20,4,3,0,0,4,196,13,0,7,45,28,50,22,6,0,0,0,3,174,0,0,0,9,9,12,6,0,0,0,0,0,42,8,0,3,4,4,7,5,3,0,0,0,0,39,8,0,0,3,0,3,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,17,15,44,87,48
LGA14870,3,3,3,5,0,0,0,0,0,0,0,0,14,20,4,26,7,0,0,0,0,0,0,0,0,56,107,33,87,29,6,0,0,0,0,0,6,11,281,50,37,129,56,4,3,0,0,0,0,0,9,297,13,9,63,27,3,0,0,0,0,0,0,3,115,25,18,125,97,13,10,0,0,0,3,0,3,296,13,3,49,46,8,6,0,0,0,0,0,0,126,13,3,43,67,6,6,0,3,0,0,0,4,149,12,4,45,61,19,5,4,0,0,0,0,0,149,9,0,15,44,10,3,0,0,0,0,0,3,79,3,4,14,36,17,9,0,0,0,0,0,3,95,5,0,7,9,0,0,0,0,0,0,0,0,23,10,0,5,7,0,0,0,0,0,0,0,3,37,0,0,0,3,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,31,26,7
LGA14900,30,14,23,53,23,28,15,3,0,0,0,27,205,132,44,62,54,13,28,12,0,0,0,9,32,378,770,156,139,192,61,89,25,6,5,9,27,67,1532,270,144,168,209,100,120,43,8,0,0,16,49,1133,53,60,314,213,81,102,32,3,0,0,6,32,898,104,78,287,462,282,400,147,32,7,0,20,51,1867,44,23,124,324,200,296,125,20,3,0,9,17,1183,46,17,130,314,194,304,172,30,6,0,7,16,1228,54,10,145,374,272,500,262,61,8,4,9,34,1744,27,3,80,184,130,284,195,52,7,0,6,22,997,41,5,83,179,141,321,261,61,9,0,3,15,1124,15,0,56,78,63,150,154,36,8,0,3,15,581,15,0,13,26,31,69,84,31,3,0,0,8,277,6,0,7,12,15,15,41,22,0,0,0,0,114,0,0,5,5,0,5,9,8,0,0,0,4,43,48,42,251,273,149
LGA14920,0,3,5,0,0,0,0,0,0,0,0,3,5,8,6,3,0,0,0,0,0,0,0,0,0,19,30,9,24,0,0,0,0,0,0,0,0,0,70,26,10,42,8,0,0,0,0,0,0,0,4,79,6,8,18,3,0,0,0,0,0,0,0,0,36,39,22,42,14,0,0,0,0,0,0,0,8,127,15,10,34,6,0,0,0,0,0,0,0,3,72,25,11,15,10,0,0,0,0,0,0,0,4,64,35,9,28,18,3,0,0,0,0,0,3,3,95,10,6,13,6,0,0,0,0,0,0,0,0,38,14,5,12,3,0,0,0,0,0,0,0,0,34,9,0,10,3,0,0,0,0,0,0,0,0,22,4,0,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,20,8,0
LGA14950,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,13,0,0,0,0,0,0,0,0,0,30,11,4,3,0,0,0,0,0,0,0,0,3,24,3,4,3,0,0,0,0,0,0,0,0,0,13,19,6,4,8,0,0,0,0,0,0,0,3,33,6,0,5,7,3,0,0,0,0,0,0,0,14,9,4,0,0,0,0,0,0,0,0,0,0,14,8,0,6,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0
LGA15050,9,5,6,4,0,9,0,0,0,0,0,7,38,35,9,22,12,4,3,4,3,0,0,0,5,90,217,67,110,74,22,23,7,0,0,0,17,21,556,140,83,180,138,35,39,11,0,0,0,9,24,666,24,31,142,46,17,9,8,0,0,0,0,10,289,38,57,181,258,97,116,45,4,0,0,3,16,828,10,15,97,155,70,82,31,0,0,0,3,6,464,12,9,67,137,94,80,27,7,0,0,3,9,442,26,10,76,192,128,167,66,3,0,0,8,6,684,11,0,16,104,56,86,47,7,0,0,0,5,332,7,0,30,72,49,129,60,10,0,0,0,9,369,3,0,13,36,26,34,46,3,0,0,0,4,157,10,6,3,11,6,21,48,3,0,0,0,0,106,0,0,3,3,4,4,20,5,0,0,0,0,43,0,0,0,0,0,7,3,0,0,0,0,0,13,25,16,44,82,49
LGA15240,12,0,9,14,17,3,3,0,0,0,0,11,77,35,15,27,31,9,7,4,0,0,0,0,16,150,306,87,296,189,40,28,0,0,0,0,5,32,992,175,108,403,337,73,57,3,3,0,0,7,28,1190,63,37,208,174,47,39,6,6,3,0,7,13,598,113,68,365,542,220,164,41,16,3,0,6,30,1569,36,22,151,247,108,72,16,3,3,3,4,13,680,41,15,84,207,97,95,30,3,5,0,0,20,595,80,20,95,274,139,146,47,7,4,3,0,22,835,31,3,27,77,55,81,33,3,0,0,3,10,319,27,8,33,74,43,86,28,7,0,0,4,9,307,12,0,6,15,8,24,17,0,3,0,0,3,93,11,0,5,15,14,28,12,3,0,0,5,4,96,3,0,0,4,0,9,10,0,0,0,0,3,31,0,0,3,0,0,13,0,0,0,0,0,0,21,46,18,76,149,58
LGA15270,3,0,0,3,0,0,0,0,0,0,3,0,18,13,4,26,3,0,0,0,0,0,0,0,0,56,100,22,68,32,6,8,0,0,0,0,3,9,239,53,49,93,68,16,3,0,0,0,0,3,5,290,10,4,67,25,10,0,0,0,0,0,0,0,130,35,12,107,122,20,16,3,0,0,0,0,7,331,18,6,32,61,12,11,0,0,0,0,0,0,154,22,3,33,41,17,18,0,0,0,0,0,4,141,36,0,27,68,33,32,11,0,0,0,0,12,217,14,0,13,20,18,15,8,0,0,0,0,3,90,14,3,17,31,13,19,6,0,0,3,0,8,114,7,0,0,3,4,11,6,0,0,0,0,0,42,8,5,3,7,12,6,10,3,3,0,0,0,50,6,0,0,3,3,3,6,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,8,18,4,29,39,14
LGA15300,7,4,5,0,0,3,3,0,0,0,0,5,25,20,4,13,0,0,0,0,0,0,0,0,6,39,61,17,40,13,0,0,0,0,0,0,0,5,140,52,14,56,18,5,0,0,0,3,0,3,8,162,21,4,29,11,0,3,3,0,0,0,0,9,79,61,26,84,32,9,3,0,0,0,0,0,7,227,61,11,34,35,10,13,0,0,0,0,0,8,173,49,11,56,24,12,5,0,0,0,0,0,8,165,73,4,58,48,28,14,3,0,0,0,3,15,242,39,6,25,21,10,15,7,0,0,0,0,4,116,40,9,24,20,6,18,11,7,0,0,0,7,139,13,5,13,7,3,5,3,3,0,0,3,3,67,12,0,5,6,0,0,3,3,0,0,0,3,39,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,8,39,16,50,27,15
