LGA_CODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
LGA11500,0,8,429,9,0,4,8,9,24,56,59,46,10,3,6,222,3,3,0,0,3,15,15,17,13,3,0,5,79,32,31,90,106,72,148,298,171,47,8,6,69,1078,34,62,46,38,22,36,65,19,0,5,6,113,435,657,1071,1406,1354,910,2094,3748,2104,365,55,74,593,14452,12,3,33,13,11,17,19,60,18,6,3,34,234,16,18,20,21,6,6,10,11,4,0,0,9,125,83,54,145,50,28,18,35,58,5,3,0,35,513,50,24,352,103,48,29,56,89,19,0,0,35,804,48,29,419,186,64,74,163,175,31,4,0,38,1225,31,13,132,139,57,76,206,267,42,5,7,26,1003,22,11,102,260,131,131,276,395,62,11,0,39,1428,24,4,66,76,113,97,320,529,110,12,3,34,1384,29,6,42,64,61,110,390,729,142,25,7,24,1626,19,0,21,48,34,80,303,709,165,25,11,24,1432,19,0
LGA11520,335,13,1299,14,0,0,0,11,11,23,109,291,259,212,17,941,10,0,0,4,4,8,10,48,130,162,240,3,621,16,14,14,11,16,7,34,102,161,157,146,33,720,8,12,8,3,0,3,9,19,15,8,15,36,132,369,295,236,182,175,191,533,1657,2349,1706,1427,270,9385,17,0,6,10,3,4,13,26,95,106,169,37,495,5,0,4,4,0,0,0,4,14,23,25,8,89,25,12,46,20,6,4,6,4,27,35,32,19,231,11,6,113,30,10,5,12,20,15,16,28,20,290,26,8,101,43,18,8,18,25,37,33,35,16,365,20,3,16,23,6,5,21,34,82,48,43,20,317,21,3,18,34,24,12,22,49,90,53,61,16,408,7,3,21,12,10,10,26,72,148,113,92,14,522,26,3,14,13,6,15,50,81,190,153,154,31,731,13,0,17,0,6,12,24,83,191,176,182,24,723,36,3
LGA11570,39,28,1006,23,0,12,11,7,26,86,210,179,74,31,11,667,6,0,4,6,6,8,32,57,60,23,13,3,224,70,50,115,122,71,181,506,611,293,83,56,129,2277,97,140,59,52,28,60,140,145,32,17,23,227,1014,1910,2404,2180,1961,1161,2837,7829,7791,2880,779,427,1392,33558,86,28,127,78,45,49,133,299,127,77,27,128,1201,34,15,53,32,15,12,29,62,43,18,10,44,373,248,148,418,163,75,52,100,218,102,37,18,91,1676,115,88,904,261,79,63,158,244,98,24,14,87,2132,154,69,848,398,157,133,300,511,212,76,32,117,3015,78,26,171,256,122,149,375,721,318,109,39,87,2455,112,17,178,378,280,224,539,960,412,149,60,102,3416,79,7,98,132,144,180,576,1204,565,184,84,81,3326,101,15,68,88,97,153,584,1509,724,274,111,89,3818,70,4,42,60,51,98,411,1260,684,303,110,62,3170,111,3
LGA11600,0,3,11,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,3,0,0,0,0,0,0,0,0,8,32,10,0,0,3,0,0,0,0,0,0,0,0,16,138,17,50,71,12,0,3,4,0,0,0,26,326,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,8,7,0,3,0,0,0,0,0,0,0,0,3,17,4,0,8,0,0,0,0,0,0,0,0,0,18,4,0,6,10,0,0,0,0,0,0,0,0,21,0,0,3,6,3,0,0,0,0,0,0,0,23,13,0,4,6,3,0,0,0,0,0,0,3,26,17,0,3,9,3,0,0,0,0,0,0,6,34,16,0,5,4,6,6,0,0,0,0,0,5,39,16,0
LGA11650,32,15,975,15,0,7,10,15,37,122,222,111,35,29,3,607,5,0,0,3,5,5,26,60,35,18,17,5,175,62,33,87,122,117,335,646,480,125,55,26,60,2149,59,87,107,91,55,126,104,50,12,0,14,229,929,1324,1406,1925,2879,2401,5694,8770,4865,1091,326,300,958,31938,31,12,32,28,25,46,75,92,30,9,8,40,424,31,4,18,24,12,20,28,35,20,3,0,17,220,85,56,156,115,61,73,110,110,23,10,6,44,858,73,46,452,235,135,168,221,158,35,9,5,56,1607,149,37,496,417,213,329,462,330,76,12,5,85,2616,68,11,117,247,149,286,692,617,124,17,13,48,2387,89,13,123,214,212,325,774,822,180,28,16,55,2851,61,6,66,140,189,295,824,991,217,40,11,66,2913,72,9,48,95,106,227,904,1281,344,75,27,47,3237,56,3,30,67,67,171,652,1285,413,75,37,40,2890,78,3
LGA11700,0,0,18,8,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,4,12,0,8,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,8,171,29,97,19,4,5,3,0,0,0,3,20,351,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,3,0,0,0,0,0,0,0,0,11,6,0,3,0,0,0,0,0,0,0,0,0,5,3,3,12,6,0,0,0,0,0,0,0,0,20,3,0,5,3,0,0,0,0,0,0,0,0,14,3,3,9,0,3,3,0,0,0,0,0,0,20,10,3,12,3,0,0,0,0,0,0,0,3,28,10,3,13,6,0,0,0,0,0,0,0,4,35,7,0,9,0,0,0,0,0,0,0,0,3,24,19,3
LGA11720,0,7,199,6,0,0,3,7,14,19,27,3,0,3,3,96,0,0,3,0,3,3,4,13,3,0,3,3,35,14,3,12,29,21,48,57,22,3,0,0,18,239,16,8,12,24,20,16,10,3,0,0,4,47,164,288,215,399,717,498,1018,896,371,47,10,35,182,4661,3,0,0,4,7,17,18,5,0,0,0,9,75,3,0,3,8,3,8,8,8,0,0,0,0,41,19,7,28,22,17,30,28,13,0,0,0,4,174,15,8,81,44,15,52,54,16,0,0,0,14,303,37,10,101,89,50,90,115,29,5,0,0,15,546,12,0,25,68,29,122,159,41,0,0,0,15,465,15,8,19,64,59,137,210,79,3,0,0,20,618,22,0,15,39,32,133,197,71,3,0,4,9,531,19,0,13,18,32,117,222,107,9,0,3,11,551,7,3,11,12,21,64,196,112,8,3,0,4,449,16,0
LGA11730,0,0,71,3,0,3,0,4,3,6,7,0,0,0,0,33,0,0,0,0,0,0,0,5,4,0,0,0,15,15,3,32,37,23,65,88,22,0,0,0,5,298,8,12,32,26,14,28,21,3,0,0,0,39,178,390,181,554,879,602,1010,904,221,53,14,56,161,5016,3,0,4,7,3,18,8,8,0,0,0,6,56,4,0,0,4,3,4,8,0,0,0,0,3,32,22,12,20,36,24,32,26,7,3,0,3,11,200,26,18,67,86,42,47,39,12,4,0,3,17,348,54,13,107,107,98,125,90,22,3,0,5,21,648,20,7,33,72,59,139,134,33,0,3,3,10,502,38,12,34,81,64,139,197,47,6,3,3,6,631,26,5,24,39,50,112,164,50,9,3,5,15,515,18,0,15,35,50,89,176,70,10,3,6,16,513,16,0,6,21,26,74,127,49,17,0,5,6,341,28,0
LGA11750,0,8,96,8,0,6,15,3,5,6,0,0,0,0,0,50,3,3,6,0,0,3,0,0,0,0,0,0,19,6,3,8,15,3,4,3,0,0,0,0,3,49,4,0,0,3,0,0,0,0,0,0,0,5,12,150,42,181,147,54,59,39,7,4,3,11,40,737,0,0,3,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,16,4,3,10,5,3,0,0,0,0,0,0,0,32,8,7,7,9,3,0,0,0,0,0,0,0,41,6,0,0,9,3,5,4,0,0,0,0,0,31,4,0,13,13,10,5,0,0,0,0,0,4,52,3,3,0,5,10,10,3,0,0,0,3,0,32,4,4,7,9,3,3,0,0,0,0,0,3,38,9,0,3,10,11,9,5,0,0,0,0,0,53,15,4
LGA11800,4,5,240,5,0,0,3,5,8,18,42,25,11,7,4,118,0,0,0,0,0,0,7,8,10,3,0,0,40,22,3,22,42,31,77,142,122,18,8,7,20,516,18,23,32,41,14,14,19,16,0,0,0,63,237,432,418,605,1009,773,1365,1947,1284,257,51,79,312,8522,13,3,10,11,13,10,20,21,4,0,4,16,118,4,0,8,3,0,7,17,9,4,0,0,5,61,29,8,66,25,30,31,38,22,7,0,3,12,278,24,6,161,75,46,79,53,30,7,0,0,13,497,35,6,158,118,81,147,134,79,13,3,4,19,807,21,3,44,62,83,142,171,125,12,0,3,11,685,26,0,39,85,73,132,225,195,31,4,3,20,836,27,0,30,44,65,141,240,214,25,3,6,32,817,18,0,22,34,45,122,258,276,41,8,4,21,852,18,3,12,20,23,75,206,323,62,3,6,16,764,25,3
LGA12000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,5,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,57,28,50,56,17,24,5,5,0,0,4,11,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,5,3,0,0,0,0,0,0,0,0,15,13,3,5,3,0,0,0,0,0,0,0,0,30,5,0,3,0,3,3,0,3,0,0,0,0,15,9,3,3,13,4,4,3,0,0,0,0,0,33,3,4,5,4,4,0,5,0,0,0,0,0,22,3,3,4,6,0,6,3,0,0,0,0,0,23,8,0,0,3,3,9,7,0,0,0,0,0,25,3,0
LGA12150,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,8,3,0,0,0,0,0,0,0,3,35,8,3,8,0,0,0,0,0,0,0,0,6,27,144,33,167,90,13,8,4,0,0,0,5,32,502,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,7,4,0,0,0,0,0,0,0,19,3,0,7,13,3,3,0,0,0,0,0,5,28,7,0,7,13,9,0,0,0,0,0,0,3,44,3,0,10,13,4,3,0,0,0,0,0,0,39,3,0,5,21,4,6,0,0,0,0,0,0,42,8,0,9,11,5,3,0,0,0,0,0,0,33,22,0,5,11,3,3,0,0,0,0,0,3,44,11,0,5,11,5,12,0,0,0,0,0,0,38,20,0
LGA12350,0,0,15,0,0,0,6,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,26,8,11,0,0,0,0,0,4,72,6,3,17,13,0,0,0,0,0,0,0,10,41,150,95,275,411,130,89,27,10,3,3,10,36,1233,0,0,0,8,0,0,3,0,0,0,0,0,16,0,0,4,4,0,0,0,0,0,0,0,0,7,8,4,18,10,8,0,0,0,0,0,0,8,57,9,3,34,28,10,6,7,0,0,0,0,0,92,16,11,43,57,24,16,5,0,0,0,0,3,179,4,0,19,43,22,17,10,0,0,0,0,5,123,7,4,19,55,17,25,7,0,0,0,0,5,142,11,0,15,38,22,28,4,0,0,0,0,0,120,8,3,13,29,26,36,13,0,0,0,3,5,128,13,0,15,18,19,26,15,0,0,0,0,3,108,10,0
LGA12380,12,13,869,12,0,5,3,10,21,95,225,97,31,6,14,513,0,0,0,4,0,0,24,81,54,19,5,7,196,40,27,56,67,27,106,349,511,187,35,23,102,1531,40,65,42,27,21,29,85,102,38,12,8,140,601,1019,1299,1221,1144,663,1553,4956,6742,1778,336,203,897,21806,46,13,59,55,31,41,56,208,120,40,20,72,772,28,9,36,27,7,6,11,48,22,9,3,20,231,122,87,207,99,27,36,50,149,58,20,13,46,915,53,46,458,130,43,47,78,134,54,27,8,46,1119,85,47,397,232,81,84,137,330,173,46,23,63,1698,42,10,103,115,74,89,143,419,220,56,20,56,1351,66,19,98,200,142,133,218,609,344,95,35,53,2011,52,8,59,74,88,113,272,840,398,124,29,64,2100,65,4,38,62,65,96,260,1023,510,141,70,67,2401,54,3,12,41,31,69,212,894,488,161,69,54,2099,60,5
LGA12700,0,0,14,8,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,6,3,7,3,3,0,0,0,0,36,3,0,0,3,0,3,0,0,0,0,0,4,21,101,19,66,117,69,98,53,21,5,0,3,30,584,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,9,5,3,4,0,0,3,4,0,0,0,0,5,31,0,0,3,8,0,11,3,0,0,0,0,0,27,17,3,5,14,3,11,3,0,0,0,0,5,66,9,0,3,9,6,14,10,3,0,0,0,3,58,9,0,4,6,13,13,18,10,0,0,0,4,71,8,0,3,7,3,10,6,3,0,0,0,0,42,4,0,4,4,3,12,17,3,0,0,0,5,45,4,0,3,0,3,15,7,7,0,0,0,0,43,3,0
LGA12730,0,0,21,0,0,0,0,0,5,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,14,10,9,4,0,0,0,0,0,44,9,4,16,4,3,3,0,0,0,0,0,11,54,137,50,292,265,60,64,25,13,3,3,3,46,948,0,0,0,0,3,4,0,0,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,10,3,3,17,14,6,3,3,0,0,0,0,0,47,3,0,24,19,12,3,4,3,0,0,0,4,75,5,0,31,24,7,11,6,0,0,0,0,3,97,3,0,16,29,18,4,0,0,0,0,0,0,73,11,0,17,25,14,15,8,3,0,0,0,0,88,9,0,13,23,17,13,3,0,0,0,0,5,89,13,3,17,18,12,16,16,0,0,0,0,0,99,12,3,7,17,6,20,18,0,0,0,0,5,91,5,0
LGA12750,0,0,69,0,0,0,0,0,6,8,17,3,0,0,3,37,0,0,0,0,0,0,4,0,0,0,0,0,3,15,4,30,35,26,68,47,16,0,0,0,11,253,5,8,24,24,19,19,11,3,0,0,0,27,144,277,144,408,613,492,846,619,221,25,4,37,126,3820,4,0,5,4,3,8,7,3,0,0,0,11,41,3,0,8,11,3,3,6,4,0,0,0,5,41,11,4,28,26,21,18,18,9,0,0,4,9,159,22,4,56,43,31,44,18,4,0,0,0,8,238,27,8,64,97,61,89,56,26,0,0,3,15,441,15,0,20,58,62,86,67,23,0,0,7,6,355,20,4,15,51,50,106,116,51,4,0,0,10,441,19,3,12,48,36,80,123,49,4,0,0,6,385,19,3,9,36,31,78,130,72,4,0,3,7,398,11,0,3,22,18,51,109,75,13,0,3,6,310,10,0
LGA12850,4,9,323,11,0,6,8,3,15,48,81,39,15,3,7,233,5,0,0,0,6,4,9,26,11,6,0,4,72,46,23,69,82,68,155,291,355,96,16,14,92,1310,25,47,47,35,36,52,62,77,11,0,7,118,513,888,1000,1359,1370,1092,2363,3572,3940,717,142,124,727,17302,48,6,54,47,27,42,128,133,78,10,5,58,642,23,5,34,25,12,19,32,38,15,3,3,19,225,92,56,162,91,47,74,125,126,46,5,6,48,878,64,30,380,145,62,66,145,100,52,3,0,40,1093,74,28,337,250,111,138,320,291,126,18,6,43,1738,41,9,77,127,55,134,330,336,171,18,9,33,1349,67,9,91,234,177,185,457,602,239,34,12,62,2168,41,7,55,79,118,167,418,590,315,39,15,50,1889,33,3,31,68,73,128,461,640,357,65,22,35,1927,42,3,27,39,37,87,293,577,337,53,18,38,1549,50,5
LGA12870,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,11,8,14,3,0,0,0,0,3,54,3,3,8,5,3,3,0,0,0,0,0,11,40,137,51,202,254,132,184,64,9,10,3,15,44,1098,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,10,5,7,8,8,3,5,3,0,0,0,0,0,41,4,0,13,15,12,7,0,0,0,0,0,0,54,20,4,18,35,14,18,3,0,0,0,0,7,128,5,6,12,35,18,19,10,0,0,0,0,4,104,7,3,14,30,13,24,24,3,0,0,0,9,127,11,3,12,23,16,20,17,0,0,0,0,0,98,10,0,10,17,8,32,20,3,0,0,0,3,103,18,3,9,13,12,26,11,0,0,0,0,3,96,14,0
LGA12900,0,0,25,0,0,3,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,12,10,3,0,3,0,0,0,0,8,49,3,7,6,10,4,3,0,0,0,0,0,13,37,162,83,237,340,77,43,24,3,0,0,11,61,1034,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,3,3,0,0,0,0,0,0,17,9,0,13,6,9,3,0,0,0,0,3,0,41,3,8,30,19,5,3,0,0,0,0,0,0,66,12,7,33,37,16,3,0,0,0,0,0,3,116,8,6,16,29,11,12,0,0,0,0,0,3,85,15,0,16,32,21,18,3,0,0,0,0,10,110,3,3,7,23,14,20,3,0,0,0,0,3,84,15,0,9,21,21,25,5,3,0,0,0,4,108,12,0,3,14,3,17,7,0,0,0,0,0,64,9,0
LGA12930,66,14,798,16,0,0,3,3,10,44,164,155,74,55,12,535,10,0,0,5,0,3,12,39,50,35,30,8,195,33,3,19,22,20,40,133,259,203,59,47,60,901,17,28,10,9,4,11,26,52,22,8,3,80,282,600,474,388,456,317,702,2198,4177,2150,700,412,545,13130,43,3,21,14,5,19,17,87,133,98,66,51,564,15,8,11,5,10,4,8,20,23,8,16,3,128,46,21,63,26,14,15,25,44,50,34,11,16,366,29,18,169,37,14,12,30,64,38,16,10,26,474,41,15,169,64,28,25,50,128,85,42,14,20,684,31,3,36,34,22,33,66,163,129,53,18,32,625,39,6,28,52,44,40,75,294,183,77,25,35,890,34,0,14,26,38,39,90,356,247,100,44,22,1017,31,0,15,29,36,32,102,478,374,173,64,39,1353,28,0,5,15,20,30,89,445,402,162,68,23,1299,50,0
LGA12950,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,10,0,0,0,0,0,0,0,0,28,3,3,6,3,0,0,0,0,0,0,0,3,13,79,51,145,122,20,4,0,3,0,0,7,16,449,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,8,0,3,0,0,0,0,0,0,17,3,0,15,12,4,0,0,0,0,0,0,0,29,5,0,20,20,3,3,0,0,0,0,0,4,48,3,3,9,12,5,5,0,0,0,0,0,7,41,9,0,13,10,3,10,3,0,0,0,0,3,44,6,0,7,14,6,3,0,0,0,0,0,3,39,13,0,5,14,7,8,0,0,0,0,0,4,55,3,0,0,11,3,5,0,0,0,0,0,0,25,6,0
LGA13010,0,0,16,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,9,15,7,6,3,0,0,0,0,0,49,9,7,10,6,0,0,0,0,0,0,0,5,36,100,42,235,257,115,76,18,0,0,3,10,54,901,0,0,0,0,5,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,13,7,10,4,3,0,0,0,0,3,50,3,4,17,17,8,8,4,0,0,0,0,7,71,7,5,29,42,22,29,7,0,0,0,0,4,143,6,3,15,27,13,22,4,4,0,0,0,3,98,9,0,14,27,14,28,8,0,0,0,0,8,116,8,0,6,15,24,19,3,0,0,0,0,3,77,5,0,4,14,9,20,6,0,0,0,0,3,76,4,0,10,10,12,18,7,0,0,0,0,4,59,11,0
LGA13310,0,0,79,3,0,0,0,8,9,12,3,5,0,0,3,40,0,0,0,0,0,0,0,3,0,0,3,0,9,7,3,20,30,20,33,34,10,0,4,0,10,167,15,13,14,11,9,5,11,0,0,0,0,26,109,231,222,459,644,381,501,331,80,10,6,22,120,3011,7,0,3,8,0,0,3,3,0,0,0,7,25,5,0,7,5,4,3,3,0,0,0,0,3,36,27,10,17,26,9,10,9,5,0,0,0,9,120,12,8,72,48,20,23,21,4,0,0,0,8,217,21,9,81,76,33,51,35,13,3,0,0,17,331,11,3,35,56,28,61,47,9,0,0,0,6,250,19,5,26,55,34,64,78,19,5,0,0,6,301,7,3,17,29,32,53,91,30,4,0,0,8,278,4,0,7,37,21,58,98,49,3,0,0,4,286,7,0,6,14,16,47,94,48,3,0,0,3,232,12,0
LGA13340,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,3,12,4,3,3,0,0,0,0,3,37,7,0,8,0,3,0,0,0,0,0,0,7,27,138,31,141,163,68,54,38,10,0,0,8,48,689,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,0,0,6,3,3,3,0,0,0,0,0,5,23,6,3,6,10,6,3,0,0,0,0,0,0,41,13,7,14,21,8,11,0,0,0,0,0,3,83,3,0,4,15,11,3,4,0,0,0,0,0,51,12,0,11,22,9,5,6,3,0,0,0,6,75,7,0,3,8,13,10,5,3,0,0,0,4,61,11,0,10,12,7,10,9,0,0,0,0,0,68,12,0,3,7,7,9,8,0,0,0,0,3,50,14,0
LGA13450,0,7,78,3,0,0,0,4,7,12,13,0,0,0,3,55,0,0,0,0,3,0,0,0,0,0,0,0,12,14,3,17,34,21,38,21,9,0,0,0,11,176,12,12,17,20,5,7,3,0,0,0,0,17,102,283,122,431,630,372,442,189,100,9,4,12,115,2710,9,0,3,19,6,3,4,0,0,0,0,4,49,4,4,4,6,3,0,0,0,0,0,0,0,21,15,5,14,29,8,5,3,3,0,0,0,0,86,9,8,35,41,21,12,5,3,0,0,0,3,140,21,12,34,63,16,19,10,0,0,0,0,5,190,9,3,18,58,15,51,20,5,0,0,0,4,187,7,0,23,55,39,45,29,10,0,0,3,3,223,11,0,21,72,23,62,50,14,0,0,0,3,270,17,0,8,53,39,66,39,13,0,3,0,5,235,15,3,7,35,36,74,56,18,4,0,0,12,263,19,0
LGA13510,0,0,24,7,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,3,20,7,4,3,0,0,0,3,4,56,6,6,4,3,0,0,0,0,0,0,0,15,35,184,85,205,269,102,66,34,4,3,0,12,51,1011,0,0,4,3,0,3,3,0,0,0,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,8,13,4,10,6,3,4,0,0,0,0,0,3,45,8,3,23,10,0,8,0,0,0,0,0,0,63,19,4,37,32,22,16,0,0,0,0,0,0,134,16,3,11,30,14,11,9,0,0,0,0,3,95,12,4,24,32,17,26,3,0,0,0,0,0,122,12,0,20,18,17,24,15,0,0,0,0,7,110,17,5,12,19,14,17,5,3,0,0,0,12,99,10,0,7,20,7,18,10,0,0,0,0,0,71,11,0
