LGA_CODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
LGA15350,333,9,745,15,0,5,0,0,3,3,52,74,53,155,6,366,3,0,0,0,0,0,0,17,49,40,216,3,337,10,0,0,0,0,0,3,43,51,39,92,6,237,5,0,3,0,0,0,7,4,9,11,17,13,69,112,28,33,45,30,64,316,935,700,389,1016,91,3765,3,0,0,0,0,3,0,4,9,7,18,6,55,0,0,0,0,0,0,0,0,3,0,9,0,18,5,0,4,3,7,0,0,3,5,7,9,0,39,8,0,9,6,3,0,3,10,16,10,7,3,79,9,0,6,6,8,3,8,14,11,10,7,7,88,3,0,3,6,4,7,3,33,23,4,6,3,102,4,0,3,0,0,0,3,35,24,12,7,3,92,4,0,3,7,5,3,12,48,40,22,18,7,163,7,0,0,0,0,0,9,60,67,28,37,5,219,7,0,0,0,3,4,3,79,62,34,35,3,231,15,0
LGA15520,0,0,29,5,0,0,3,0,3,4,4,0,0,0,0,23,3,0,0,0,0,0,4,0,0,0,0,0,6,12,3,6,8,9,8,3,0,0,0,0,6,55,4,0,9,9,0,0,0,0,0,0,0,9,37,220,36,170,203,80,145,82,31,7,3,15,52,1053,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,0,0,0,0,0,0,0,0,0,0,7,16,3,9,7,3,0,5,0,0,0,0,4,45,7,3,15,10,4,3,3,0,0,0,0,0,50,12,3,27,15,15,4,3,3,0,0,0,0,93,10,3,17,23,11,12,6,0,0,0,0,0,89,16,3,13,19,8,17,9,3,0,0,0,6,88,18,3,12,4,10,17,12,4,0,0,0,3,89,15,3,4,8,9,21,23,10,3,0,0,4,111,14,3,13,8,4,15,17,8,3,0,4,0,90,22,3
LGA15560,0,0,16,4,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,9,3,0,0,0,0,0,0,5,32,5,0,3,0,0,0,0,0,0,0,0,3,20,113,25,111,107,24,4,3,3,0,0,3,35,426,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,8,4,0,4,3,6,0,0,0,0,0,0,0,17,11,0,13,15,0,0,0,0,0,0,0,0,39,3,0,4,11,8,0,0,0,0,0,0,0,38,10,3,11,14,0,3,0,0,0,0,0,0,37,8,0,9,18,3,0,0,0,0,0,0,4,44,7,3,13,14,4,0,0,0,0,0,0,5,48,12,0,8,5,0,0,0,0,0,0,0,3,28,23,0
LGA15650,3,3,208,3,0,7,8,11,11,18,40,7,0,0,4,110,7,0,0,0,0,3,8,20,7,0,4,3,52,10,0,4,19,14,23,19,22,4,0,0,7,125,8,0,5,8,3,7,6,3,0,0,0,19,56,164,58,212,312,211,300,337,313,48,10,19,106,2094,4,0,0,8,3,0,9,0,0,0,0,8,34,4,0,3,11,3,9,0,0,0,0,0,0,30,4,15,19,25,9,8,11,0,0,0,0,0,91,4,6,8,47,14,19,9,0,0,0,0,6,112,11,0,24,69,21,41,19,4,0,0,0,5,194,4,3,10,39,22,46,36,4,0,0,0,0,162,0,0,10,32,22,57,48,3,0,0,0,9,189,11,0,12,30,26,59,41,3,0,0,4,0,190,14,0,4,31,24,54,65,8,0,0,0,8,217,14,0,11,20,14,50,58,7,0,0,0,11,185,11,0
LGA15700,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,16,24,13,26,13,4,0,0,0,5,114,0,3,13,12,4,11,0,0,0,0,0,14,63,169,129,325,386,275,343,268,70,9,6,12,69,2061,3,0,4,3,0,7,8,0,0,0,0,3,27,4,0,4,3,5,4,3,0,0,0,0,3,22,15,0,27,18,12,11,7,0,0,0,0,0,96,8,3,47,31,18,14,19,0,0,0,0,7,152,16,7,70,61,40,40,38,7,3,0,3,4,284,8,0,21,36,20,32,35,23,0,0,0,4,185,12,4,28,40,28,40,61,24,0,0,3,5,249,14,0,5,20,25,36,58,23,6,0,5,3,190,3,0,9,14,16,37,57,24,4,0,0,6,183,7,0,5,15,9,26,43,31,3,0,3,6,145,8,0
LGA15750,3,8,84,7,0,4,3,6,3,0,9,0,0,0,3,42,5,0,0,0,0,3,0,0,0,0,0,0,15,19,4,16,19,0,11,6,7,4,0,0,3,89,11,0,13,9,3,3,3,3,0,0,0,13,60,258,87,394,292,114,113,94,60,18,0,14,83,1529,7,0,5,4,0,0,0,4,0,0,0,3,28,5,0,0,3,0,3,0,0,3,0,0,3,11,9,9,15,17,7,0,5,0,0,0,0,3,60,5,3,26,24,6,3,8,5,0,0,0,3,93,28,6,44,30,11,7,5,3,0,0,0,6,131,11,0,14,21,8,15,5,3,0,0,0,0,99,18,0,13,28,8,21,19,11,0,0,0,11,117,20,3,17,25,18,17,11,12,0,0,0,7,133,18,0,7,27,22,15,24,13,0,0,0,5,138,25,0,7,18,12,15,22,17,3,0,3,4,125,27,5
LGA15800,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,14,3,3,0,0,0,0,0,0,30,0,0,3,0,0,0,0,0,0,0,0,9,18,94,36,167,150,37,29,5,8,0,0,6,37,566,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,5,3,0,0,0,0,0,0,0,20,3,6,12,23,8,7,0,0,0,0,0,4,58,8,0,19,22,5,6,0,0,0,0,0,0,62,5,0,3,20,6,15,0,0,0,0,0,3,51,5,0,6,16,13,6,4,0,0,0,0,3,58,4,0,3,19,12,9,3,0,0,0,0,0,55,9,3,12,14,10,10,0,0,0,0,0,0,54,7,3,8,13,3,9,3,0,0,0,0,4,47,8,3
LGA15850,0,4,19,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,6,8,4,0,0,0,0,0,0,0,28,6,0,0,3,0,0,0,0,0,0,0,8,22,123,49,180,187,77,37,9,3,0,0,11,37,716,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,0,0,3,15,0,4,3,5,4,4,0,0,0,0,0,0,22,0,3,13,9,9,3,0,0,0,0,0,0,37,6,3,22,22,7,6,4,0,0,0,0,3,78,12,0,15,5,12,15,7,0,0,0,0,0,68,11,0,3,18,15,15,8,0,0,0,0,4,75,5,0,7,8,4,13,5,0,0,0,0,4,61,5,0,6,11,5,8,4,0,0,0,0,0,41,9,0,5,3,9,9,6,0,0,0,0,0,47,15,3
LGA15900,65,22,1071,8,0,3,7,15,42,130,192,87,50,35,9,590,3,0,4,3,4,6,28,47,47,39,35,4,224,37,23,60,73,49,162,331,357,129,47,48,57,1387,41,85,52,49,23,32,48,35,7,3,19,124,529,1012,1448,1379,1850,1232,2671,4781,3302,974,374,406,735,20155,25,3,42,31,17,24,45,68,42,14,18,29,353,21,11,36,20,11,15,16,28,9,3,9,12,180,162,63,202,88,51,66,78,69,14,3,3,33,834,53,57,542,182,92,93,118,86,12,3,9,38,1289,102,48,525,243,133,177,224,175,35,3,5,52,1720,51,15,99,170,115,188,314,275,56,7,11,52,1360,44,12,131,154,122,223,439,364,60,16,8,43,1619,43,5,75,119,114,218,476,503,105,21,17,33,1719,36,3,50,85,79,178,519,733,180,29,20,32,1950,20,4,23,45,58,125,458,722,206,42,27,30,1758,32,6
LGA15950,799,34,2775,15,0,3,3,8,10,31,260,502,430,545,18,1832,25,0,4,3,0,9,11,93,250,279,631,13,1315,14,0,7,3,9,10,27,130,220,167,334,44,966,15,14,4,5,0,3,9,39,39,17,75,48,276,388,228,124,135,147,255,1117,3270,3328,2128,3089,376,14582,12,3,3,4,4,3,5,29,30,22,53,22,198,8,4,11,0,4,0,0,11,11,10,9,6,73,29,4,36,10,3,0,5,7,12,9,15,8,152,7,10,88,16,3,0,15,17,20,6,15,18,216,22,5,84,27,7,14,15,41,33,13,30,12,298,18,0,15,11,3,6,30,62,42,41,30,27,282,21,0,8,22,3,12,29,94,75,46,51,11,369,26,0,16,7,8,7,24,122,105,56,75,10,458,24,0,4,8,6,18,37,222,190,110,96,22,741,17,0,3,0,5,8,42,256,212,150,136,14,855,37,0
LGA15990,1197,50,2781,41,0,4,6,16,26,39,187,350,374,865,31,1940,18,0,4,0,3,7,14,48,120,171,726,26,1137,47,8,11,11,15,27,74,282,336,262,568,68,1724,38,32,20,19,14,15,30,49,59,31,60,128,492,978,497,538,400,381,610,1758,4823,4210,2696,5054,750,22702,25,4,13,4,3,6,8,27,36,32,69,23,266,8,0,15,6,0,3,9,10,7,12,19,5,101,38,23,64,15,14,7,15,14,26,19,39,14,293,40,29,205,32,23,19,26,36,37,20,26,39,517,87,52,184,75,30,35,42,90,59,30,46,23,749,40,17,52,63,24,35,44,114,123,62,77,20,670,50,9,40,39,25,30,46,174,188,88,93,36,821,29,5,19,17,25,49,65,241,270,121,156,28,1035,55,0,20,21,18,39,91,320,426,215,272,38,1517,37,0,11,9,15,26,56,282,431,255,333,36,1489,62,0
LGA16100,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,4,4,3,0,0,0,0,0,22,0,5,3,3,3,3,0,0,0,0,0,5,16,63,33,69,73,70,73,27,6,0,0,0,19,445,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,3,3,0,0,0,0,0,0,15,0,0,6,3,4,3,0,0,0,0,0,0,23,4,3,9,5,3,4,0,0,0,0,0,0,42,0,0,7,8,4,4,4,0,0,0,0,0,30,9,3,3,5,9,5,8,0,0,0,0,5,41,6,3,3,4,3,11,7,7,0,0,0,0,43,0,0,8,4,6,14,6,0,0,0,0,3,42,9,0,3,3,7,12,14,0,0,0,0,0,44,10,0
LGA16150,17,20,294,11,0,0,3,3,13,42,46,12,0,13,8,155,3,0,0,3,0,3,10,29,12,3,19,9,94,12,4,23,35,32,47,83,60,16,3,0,23,329,7,18,16,28,5,11,8,3,4,0,0,47,149,211,251,438,768,454,837,801,471,144,35,73,237,4721,5,0,0,7,8,7,8,3,0,5,0,6,66,3,3,12,12,9,8,0,8,0,0,0,4,51,23,9,48,31,20,21,17,3,0,0,0,3,180,7,11,81,68,38,28,24,4,0,0,0,11,276,21,11,93,97,63,68,38,12,0,0,0,10,409,3,0,31,49,62,85,69,35,0,0,0,10,351,4,3,29,63,60,116,114,45,7,0,0,12,451,13,3,17,41,45,115,117,51,3,0,0,11,418,11,3,9,42,44,111,155,67,10,0,0,19,477,6,3,5,26,27,76,157,80,5,3,0,10,400,16,3
LGA16200,0,0,74,5,0,3,3,3,9,14,3,0,0,0,0,40,0,0,0,0,0,6,3,0,0,0,0,0,12,9,0,18,14,5,9,7,7,0,0,0,5,65,4,6,10,11,0,3,0,3,0,0,0,9,50,208,135,387,378,115,154,87,40,3,0,7,72,1589,0,0,6,4,0,3,0,0,0,0,0,0,17,3,3,7,0,0,3,0,0,0,0,0,0,19,10,6,20,12,3,3,3,0,0,0,0,3,75,10,6,38,33,11,14,5,0,0,0,0,8,127,14,9,68,59,19,14,13,0,0,0,0,4,203,10,7,18,35,19,22,11,3,0,0,0,8,132,7,3,14,29,28,28,14,3,0,0,0,7,136,13,0,16,37,28,30,14,0,0,0,0,4,141,13,4,15,26,17,22,11,0,0,0,0,9,119,8,0,4,21,17,38,17,7,0,0,0,0,107,9,0
LGA16260,119,36,1927,19,3,3,14,20,24,122,411,303,164,87,20,1190,15,0,5,4,5,8,24,98,124,71,62,3,426,49,21,51,50,36,64,226,492,283,85,54,92,1491,35,62,40,22,9,35,43,70,43,12,27,130,522,1037,1190,1102,928,606,1190,4359,8044,3428,1112,637,899,24534,65,9,38,33,8,30,44,150,186,136,51,67,816,27,18,24,32,6,5,11,29,42,21,9,13,234,124,66,153,60,29,19,29,88,78,25,21,41,744,68,51,429,97,34,31,45,95,50,26,18,33,979,51,32,416,173,51,46,87,169,149,53,10,53,1298,35,14,99,103,32,57,89,268,204,95,22,31,1053,51,13,105,146,88,93,166,418,322,112,55,46,1620,50,3,44,64,62,104,211,587,467,153,64,58,1866,47,12,30,52,51,82,230,955,660,238,102,48,2502,58,4,23,30,23,68,186,1020,719,234,115,42,2533,77,4
LGA16350,11,9,583,13,0,0,3,15,27,92,144,50,20,15,7,389,0,3,3,4,4,7,17,30,14,7,10,3,109,31,16,48,44,69,109,317,241,51,18,11,59,1022,37,36,31,25,22,30,68,31,3,4,9,120,410,697,725,756,1031,1116,2149,4955,3153,542,146,121,586,15976,9,3,17,13,7,24,35,68,19,8,5,24,232,22,5,21,5,10,9,20,18,9,0,0,6,114,61,49,71,48,20,32,44,58,7,3,3,28,435,35,16,235,98,42,40,102,107,15,5,5,22,725,61,12,256,134,67,133,175,181,34,7,6,35,1096,25,9,63,96,62,119,272,337,68,5,3,33,1095,37,6,59,124,101,160,307,500,93,18,5,41,1456,29,3,42,53,47,144,429,608,124,30,11,24,1539,46,8,32,47,46,139,434,919,210,38,14,44,1978,26,3,16,25,27,96,355,890,273,47,19,35,1811,39,3
LGA16380,5,7,236,4,0,0,0,3,4,19,38,21,5,3,7,104,3,0,0,0,0,0,0,5,7,3,5,0,27,11,9,14,36,34,71,118,102,15,3,3,17,434,8,16,16,35,14,28,15,8,3,0,3,53,208,390,383,547,1054,739,1335,1766,1103,215,44,69,276,7917,11,3,8,3,3,8,11,19,5,3,3,9,97,4,3,9,7,5,3,7,4,3,0,0,3,44,24,14,50,28,18,35,28,17,0,3,0,14,229,25,9,121,90,44,67,58,37,3,0,0,15,474,35,15,177,107,87,127,127,81,14,0,6,19,782,16,11,44,77,55,163,190,138,24,3,0,18,724,38,3,47,66,74,143,232,179,31,10,0,18,841,27,4,31,50,57,143,227,234,28,5,7,19,822,22,3,17,33,36,82,251,271,66,7,8,11,811,21,0,9,15,20,51,210,287,62,12,3,14,700,28,4
LGA16400,14,3,241,7,0,0,8,4,13,22,40,20,12,3,3,136,0,0,0,0,0,3,7,11,9,4,6,3,34,23,10,21,32,42,66,115,87,20,5,3,22,441,9,16,23,13,11,14,16,4,0,0,3,51,162,306,311,465,743,766,1267,1506,854,166,43,77,225,6729,0,0,5,5,5,10,17,15,4,3,0,4,80,4,3,12,0,4,5,4,3,4,0,0,3,45,25,9,37,14,12,32,27,15,3,0,0,11,181,14,8,87,41,24,37,43,26,5,0,3,13,290,21,15,105,78,47,96,122,55,5,0,3,19,558,12,3,34,42,45,77,159,95,9,3,3,11,494,20,3,34,66,61,90,187,124,16,4,3,18,616,14,0,27,24,38,103,203,144,24,7,3,10,602,16,0,18,33,42,107,229,241,43,5,4,14,753,9,0,10,23,24,77,151,195,64,14,4,3,572,30,0
LGA16490,18,3,362,9,0,0,6,7,42,52,80,55,37,18,9,323,0,0,3,5,6,17,27,9,12,22,16,5,115,14,4,17,16,20,41,60,54,42,10,3,20,304,9,11,12,12,13,4,13,10,11,0,0,24,117,303,196,304,525,440,708,1033,1016,412,160,96,182,5374,4,0,4,5,9,7,11,13,0,0,0,7,59,8,6,3,7,6,3,3,0,0,0,0,0,39,18,7,26,27,14,15,15,0,0,0,0,5,137,13,3,61,38,20,21,22,19,0,0,0,5,203,15,3,71,94,35,38,32,24,9,0,0,9,331,4,0,16,68,41,64,38,40,10,0,0,11,282,17,0,16,73,71,74,78,55,8,0,0,12,403,8,0,11,58,73,99,89,65,16,8,5,7,447,17,3,13,46,74,125,119,124,36,8,0,16,563,16,0,4,40,49,91,146,165,44,15,3,11,568,19,0
LGA16550,535,26,2044,37,0,5,9,22,33,39,237,481,376,515,24,1778,9,0,0,3,0,8,24,60,198,188,490,8,985,36,17,26,48,25,45,57,295,422,244,398,81,1700,55,46,31,29,8,8,29,62,74,48,67,119,574,946,1188,782,643,388,641,1504,4478,4791,2558,3077,767,21760,44,16,43,28,12,38,55,218,187,179,376,48,1240,26,9,28,10,5,8,14,30,35,34,59,16,263,106,54,179,51,27,16,15,42,53,56,66,34,691,53,43,442,66,21,17,16,52,54,28,38,41,871,55,35,410,119,43,49,41,64,81,51,73,39,1050,42,5,82,104,35,43,67,110,115,76,114,28,823,49,15,77,98,57,48,71,121,160,102,104,33,925,38,3,52,44,45,56,65,175,233,167,132,41,1047,45,7,22,29,39,54,87,276,342,227,225,32,1376,36,3,11,25,16,28,66,202,380,332,256,37,1395,63,3
LGA16610,3,3,37,0,0,0,3,0,0,4,0,0,0,0,0,12,0,0,0,0,3,0,3,0,0,0,0,0,8,9,3,13,20,17,34,48,8,0,0,0,3,158,3,9,17,14,7,14,5,0,0,0,4,19,102,187,101,306,467,277,517,418,79,19,0,25,108,2509,4,0,3,8,0,8,10,0,0,0,0,7,35,0,0,3,7,0,0,0,0,0,0,0,0,19,11,0,13,30,14,8,10,3,0,0,0,0,98,4,0,35,48,27,26,24,0,0,0,0,5,175,17,6,42,81,38,57,30,10,0,0,0,12,294,11,3,11,55,23,45,57,9,0,0,0,9,233,11,3,21,40,34,86,83,17,3,0,0,14,304,16,0,15,38,31,77,73,23,0,3,0,8,280,10,0,9,20,25,78,84,22,3,0,3,6,266,18,4,11,22,24,47,67,16,3,0,3,4,210,14,0
LGA16650,53,13,679,9,3,3,0,3,4,34,127,152,59,54,5,455,7,0,0,0,0,0,4,28,56,27,35,5,173,25,7,18,10,20,37,112,243,154,59,49,46,776,12,22,15,3,5,13,30,44,25,4,0,46,211,462,290,273,283,255,526,1914,3667,1886,602,395,386,10943,21,0,9,7,8,10,18,61,74,77,66,32,388,13,0,11,10,3,0,8,21,3,11,5,10,100,29,12,55,10,9,10,20,34,36,22,16,18,281,24,12,94,26,18,14,26,50,42,24,13,14,350,38,3,116,54,26,26,47,112,68,36,10,21,565,22,0,32,27,15,32,56,150,111,48,18,23,537,26,4,22,41,23,24,85,244,171,91,26,28,773,34,0,5,17,26,32,91,335,235,121,53,30,970,31,0,7,11,18,36,87,410,353,154,78,36,1209,27,0,4,9,6,25,64,350,332,190,81,32,1111,41,0
LGA16700,122,11,1103,10,0,3,0,0,7,75,202,188,122,101,10,741,10,0,0,3,3,6,12,55,69,65,80,6,307,21,3,23,30,23,31,87,217,156,77,60,40,767,19,26,10,12,4,6,27,40,18,14,14,71,256,559,525,515,426,291,672,2232,3754,1965,917,699,466,13021,42,4,19,18,13,21,37,93,160,103,84,39,644,11,3,9,10,7,3,5,26,21,15,17,5,135,42,20,62,32,17,21,25,59,40,27,22,22,391,21,21,184,63,19,15,30,60,31,21,13,21,500,32,19,193,93,30,29,54,87,56,42,18,28,688,22,11,34,38,15,20,53,116,86,35,32,34,510,31,3,32,65,34,51,61,204,148,61,43,36,772,27,3,21,21,32,31,87,327,192,92,61,25,928,29,0,15,19,16,44,119,458,281,144,103,38,1275,21,4,10,12,19,33,81,417,329,158,113,23,1214,42,0
LGA16900,0,3,201,3,0,0,0,0,10,20,34,21,4,5,0,105,4,0,0,0,0,3,3,5,9,0,3,0,28,13,9,28,40,28,66,91,85,19,3,3,19,401,14,23,23,21,7,19,18,11,3,0,3,37,175,268,429,532,661,481,886,1337,898,199,28,41,203,5961,3,3,10,4,3,3,10,12,7,0,3,4,60,4,0,3,6,0,5,7,3,5,0,0,3,41,16,18,56,26,14,10,18,15,3,0,0,12,180,9,7,162,54,25,29,27,26,7,3,0,15,370,14,9,176,84,40,56,66,64,10,0,0,12,528,12,6,33,80,34,71,71,118,23,9,0,5,456,13,8,35,91,52,79,132,153,37,6,4,7,628,9,5,20,30,45,63,108,201,36,12,5,15,546,12,0,15,33,31,55,136,229,83,12,0,4,605,11,0,10,17,17,27,121,222,75,20,0,12,515,13,0
LGA16950,8,10,198,10,0,0,5,7,17,32,30,0,3,6,3,115,3,0,0,0,3,0,3,16,3,0,0,0,35,28,11,34,77,75,149,147,67,7,0,8,21,627,16,20,32,35,26,38,17,6,0,0,6,52,261,571,364,960,1491,1235,1949,1560,532,56,26,86,290,9124,8,0,4,8,10,18,22,12,10,0,0,9,103,12,4,6,10,7,13,9,12,0,0,3,7,75,45,29,58,55,36,62,62,19,0,0,4,16,381,32,12,138,129,64,86,88,26,3,0,0,28,604,63,13,150,186,101,182,190,47,7,0,0,18,968,30,4,39,127,91,180,221,78,3,0,3,28,812,41,15,41,148,103,190,348,145,0,0,4,30,1062,25,3,28,68,72,163,312,168,11,0,0,22,887,31,7,19,58,53,152,368,194,21,4,3,23,938,21,4,16,44,38,135,312,224,25,3,3,6,834,23,0
LGA17000,3,14,266,3,0,0,5,3,4,33,62,14,3,3,6,133,0,0,0,0,0,3,13,32,7,0,3,3,70,8,0,9,4,7,23,26,37,11,0,3,16,152,4,8,3,3,3,9,4,7,3,0,0,23,66,173,123,173,182,174,298,409,433,90,12,19,117,2211,0,0,0,5,0,0,3,3,0,0,0,6,24,4,0,3,3,3,0,5,0,0,0,0,0,17,4,9,13,13,3,6,8,0,3,0,0,3,69,5,3,23,23,15,4,11,5,0,0,0,3,91,8,7,44,33,19,17,18,4,3,0,0,3,158,5,0,11,27,16,25,32,12,0,0,0,3,135,7,4,9,31,10,24,44,11,3,0,0,0,149,12,3,5,17,20,32,49,24,3,0,0,4,169,8,0,12,18,12,41,65,32,3,0,0,8,200,6,0,6,13,21,38,56,39,7,0,0,4,194,12,0
LGA17040,18,6,86,3,0,3,3,6,4,10,10,3,0,30,0,69,0,0,0,0,0,3,0,3,0,0,34,5,48,16,3,8,23,9,11,16,6,3,0,8,8,113,6,0,3,6,9,5,0,3,0,0,6,12,57,239,90,298,334,203,241,165,104,42,38,196,112,2062,5,3,0,3,0,5,0,3,0,0,0,3,17,5,0,0,3,0,0,0,0,0,0,3,0,19,11,6,12,13,9,11,0,0,0,0,0,7,65,11,9,22,27,17,14,3,0,0,0,4,3,113,29,4,44,39,21,26,9,3,0,0,7,5,184,17,3,14,43,26,34,12,7,3,0,11,5,167,20,3,15,41,32,46,21,10,6,3,7,6,197,8,5,14,34,23,36,15,3,0,0,11,4,163,15,4,3,22,22,42,37,21,0,3,12,8,188,15,3,17,15,15,32,38,26,0,7,12,7,186,30,0
