SA4_CODE_2016,C06_CFNC_BF_N,C06_CFNC_BF_1_149,C06_CFNC_BF_150_299,C06_CFNC_BF_300_399,C06_CFNC_BF_400_499,C06_CFNC_BF_500_649,C06_CFNC_BF_650_799,C06_CFNC_BF_800_999,C06_CFNC_BF_1000_1499,C06_CFNC_BF_1500_1999,C06_CFNC_BF_2000_2499,C06_CFNC_BF_2500_2999,C06_CFNC_BF_3000_3999,C06_CFNC_BF_4000m,C06_CFNC_BF_Ns,C06_CFNC_BF_T,C06_CFNC_BPT_N,C06_CFNC_BPT_1_149,C06_CFNC_BPT_150_299,C06_CFNC_BPT_300_399,C06_CFNC_BPT_400_499,C06_CFNC_BPT_500_649,C06_CFNC_BPT_650_799,C06_CFNC_BPT_800_999,C06_CFNC_BPT_1000_1499,C06_CFNC_BPT_1500_1999,C06_CFNC_BPT_2000_2499,C06_CFNC_BPT_2500_2999,C06_CFNC_BPT_3000_3999,C06_CFNC_BPT_4000m,C06_CFNC_BPT_Ns,C06_CFNC_BPT_T,C06_CFNC_1F1P_N,C06_CFNC_1F1P_1_149,C06_CFNC_1F1P_150_299,C06_CFNC_1F1P_300_399,C06_CFNC_1F1P_400_499,C06_CFNC_1F1P_500_649,C06_CFNC_1F1P_650_799,C06_CFNC_1F1P_800_999,C06_CFNC_1F1P_1000_1499,C06_CFNC_1F1P_1500_1999,C06_CFNC_1F1P_2000_2499,C06_CFNC_1F1P_2500_2999,C06_CFNC_1F1P_3000_3999,C06_CFNC_1F1P_4000m,C06_CFNC_1F1P_Ns,C06_CFNC_1F1P_T,C06_CFNC_1E1A_N,C06_CFNC_1E1A_1_149,C06_CFNC_1E1A_150_299,C06_CFNC_1E1A_300_399,C06_CFNC_1E1A_400_499,C06_CFNC_1E1A_500_649,C06_CFNC_1E1A_650_799,C06_CFNC_1E1A_800_999,C06_CFNC_1E1A_1000_1499,C06_CFNC_1E1A_1500_1999,C06_CFNC_1E1A_2000_2499,C06_CFNC_1E1A_2500_2999,C06_CFNC_1E1A_3000_3999,C06_CFNC_1E1A_4000m,C06_CFNC_1E1A_Ns,C06_CFNC_1E1A_T,C06_CFNC_1F1NW_N,C06_CFNC_1F1NW_1_149,C06_CFNC_1F1NW_150_299,C06_CFNC_1F1NW_300_399,C06_CFNC_1F1NW_400_499,C06_CFNC_1F1NW_500_649,C06_CFNC_1F1NW_650_799,C06_CFNC_1F1NW_800_999,C06_CFNC_1F1NW_1000_1499,C06_CFNC_1F1NW_1500_1999,C06_CFNC_1F1NW_2000_2499,C06_CFNC_1F1NW_2500_2999,C06_CFNC_1F1NW_3000_3999,C06_CFNC_1F1NW_4000m,C06_CFNC_1F1NW_Ns,C06_CFNC_1F1NW_T,C06_CFNC_1P1NW_N,C06_CFNC_1P1NW_1_149,C06_CFNC_1P1NW_150_299,C06_CFNC_1P1NW_300_399,C06_CFNC_1P1NW_400_499,C06_CFNC_1P1NW_500_649,C06_CFNC_1P1NW_650_799,C06_CFNC_1P1NW_800_999,C06_CFNC_1P1NW_1000_1499,C06_CFNC_1P1NW_1500_1999,C06_CFNC_1P1NW_2000_2499,C06_CFNC_1P1NW_2500_2999,C06_CFNC_1P1NW_3000_3999,C06_CFNC_1P1NW_4000m,C06_CFNC_1P1NW_Ns,C06_CFNC_1P1NW_T,C06_CFNC_1A1NW_N,C06_CFNC_1A1NW_1_149,C06_CFNC_1A1NW_150_299,C06_CFNC_1A1NW_300_399,C06_CFNC_1A1NW_400_499,C06_CFNC_1A1NW_500_649,C06_CFNC_1A1NW_650_799,C06_CFNC_1A1NW_800_999,C06_CFNC_1A1NW_1000_1499,C06_CFNC_1A1NW_1500_1999,C06_CFNC_1A1NW_2000_2499,C06_CFNC_1A1NW_2500_2999,C06_CFNC_1A1NW_3000_3999,C06_CFNC_1A1NW_4000_m,C06_CFNC_1A1NW_Ns,C06_CFNC_1A1NW_T,C06_CFNC_BA_N,C06_CFNC_BA_1_149,C06_CFNC_BA_150_299,C06_CFNC_BA_300_399,C06_CFNC_BA_400_499,C06_CFNC_BA_500_649,C06_CFNC_BA_650_799,C06_CFNC_BA_800_999,C06_CFNC_BA_1000_1499,C06_CFNC_BA_1500_1999,C06_CFNC_BA_2000_2499,C06_CFNC_BA_2500_2999,C06_CFNC_BA_3000_3999,C06_CFNC_BA_4000_m,C06_CFNC_BA_Ns,C06_CFNC_BA_T,C06_CFNC_BNW_N,C06_CFNC_BNW_1_149,C06_CFNC_BNW_150_299,C06_CFNC_BNW_300_399,C06_CFNC_BNW_400_499,C06_CFNC_BNW_500_649,C06_CFNC_BNW_650_799,C06_CFNC_BNW_800_999,C06_CFNC_BNW_1000_1499,C06_CFNC_BNW_1500_1999,C06_CFNC_BNW_2000_2499,C06_CFNC_BNW_2500_2999,C06_CFNC_BNW_3000_3999,C06_CFNC_BNW_4000m,C06_CFNC_BNW_Ns,C06_CFNC_BNW_T,C06_CFNC_LFns_N,C06_CFNC_LFns_1_149,C06_CFNC_LFns_150_299,C06_CFNC_LFns_300_399,C06_CFNC_LFns_400_499,C06_CFNC_LFns_500_649,C06_CFNC_LFns_650_799,C06_CFNC_LFns_800_999,C06_CFNC_LFns_1000_1499,C06_CFNC_LFns_1500_1999,C06_CFNC_LFns_2000_2499,C06_CFNC_LFns_2500_2999,C06_CFNC_LFns_3000_3999,C06_CFNC_LFns_4000m,C06_CFNC_LFns_Ns,C06_CFNC_LFns_T,C06_CFNC_T_N,C06_CFNC_T_1_149,C06_CFNC_T_150_299,C06_CFNC_T_300_399,C06_CFNC_T_400_499,C06_CFNC_T_500_649,C06_CFNC_T_650_799,C06_CFNC_T_800_999,C06_CFNC_T_1000_1499,C06_CFNC_T_1500_1999,C06_CFNC_T_2000_2499,C06_CFNC_T_2500_2999,C06_CFNC_T_3000_3999,C06_CFNC_T_4000_m,C06_CFNC_T_Ns,C06_CFNC_T_T,C06_CF_BFT_N,C06_CF_BFT_1_149,C06_CF_BFT_150_299,C06_CF_BFT_300_399,C06_CF_BFT_400_499,C06_CF_BFT_500_649,C06_CF_BFT_650_799,C06_CF_BFT_800_999,C06_CF_BFT_1000_1499,C06_CF_BFT_1500_1999,C06_CF_BFT_2000_2499,C06_CF_BFT_2500_2999,C06_CF_BFT_3000_3999,C06_CF_BFT_4000m,C06_CF_BFT_Ns,C06_CF_BFT_T,C06_CF_BPT_N,C06_CF_BPT_1_149,C06_CF_BPT_150_299,C06_CF_BPT_300_399,C06_CF_BPT_400_499,C06_CF_BPT_500_649,C06_CF_BPT_650_799,C06_CF_BPT_800_999
111,17,11,3,0,22,69,11,88,1542,1531,1374,646,424,109,71,5927,3,12,7,12,40,161,51,101,320,111,58,32,34,19,27,972,11,5,3,10,14,108,104,314,1522,844,451,221,201,47,67,3919,4,4,3,4,16,16,22,52,221,144,97,67,42,12,41,735,4,7,4,26,21,214,408,454,991,370,109,234,55,10,134,3042,7,21,41,82,167,477,228,169,355,101,30,34,21,15,51,1802,0,4,4,13,26,51,40,48,78,48,10,24,0,0,19,372,0,0,0,0,6,10,3,11,64,42,42,25,17,3,15,248,155,463,181,142,5901,3660,736,747,1832,234,122,60,47,49,497,14817,6,17,3,4,159,94,23,10,56,8,7,7,3,0,1826,2233,214,538,256,289,6363,4858,1613,1993,6983,3434,2297,1349,847,281,2742,34065,9,13,0,5,15,47,25,78,929,1292,1343,874,691,294,764,6386,3,6,3,13,17,71,67,112
112,24,23,9,13,58,161,42,112,1412,730,508,220,171,29,77,3585,6,12,10,15,70,202,52,140,373,99,48,27,18,18,27,1116,0,9,7,24,27,162,137,265,1205,475,186,93,89,32,61,2771,6,3,5,9,15,36,26,26,194,79,45,28,13,3,22,517,14,14,10,28,30,260,328,309,513,165,64,69,25,15,92,1916,6,20,36,69,155,440,170,153,254,69,29,19,14,10,37,1479,3,3,5,7,20,52,28,27,57,22,7,4,4,4,20,264,3,3,0,0,10,16,4,8,68,28,18,6,10,4,14,198,161,307,140,110,4094,2808,593,617,1496,197,103,61,42,32,409,11169,3,15,0,6,117,66,16,28,66,4,6,0,0,3,1438,1788,231,407,219,283,4597,4198,1393,1684,5637,1876,1003,535,383,146,2199,24798,16,14,18,13,22,104,51,104,990,919,610,350,217,70,444,3939,0,7,16,14,18,124,77,164
113,66,27,12,9,66,142,43,79,1287,736,496,227,129,58,68,3450,4,13,3,15,22,84,20,45,151,46,32,14,8,4,17,478,13,10,4,20,22,137,80,226,914,323,156,74,66,26,43,2105,6,3,0,0,9,34,12,33,130,61,43,17,10,3,21,378,17,10,10,22,23,169,244,180,397,96,39,61,24,3,69,1351,8,14,35,52,76,209,92,77,144,34,9,8,5,3,27,801,5,4,3,4,12,33,14,26,39,17,7,0,0,0,17,185,8,0,0,0,9,17,5,10,51,31,13,6,0,0,22,173,100,184,69,53,1995,1075,207,186,544,72,38,21,15,14,187,4761,3,11,3,3,60,38,11,12,35,8,7,0,4,3,937,1123,219,282,136,165,2297,1933,731,861,3706,1417,829,433,262,120,1401,14798,32,15,8,6,26,101,43,92,866,830,622,383,271,83,591,3986,0,4,5,0,6,38,20,33
114,8,20,4,4,30,68,18,45,695,462,289,180,116,40,41,2023,6,9,9,11,40,135,39,72,228,53,38,15,20,10,11,703,8,4,6,7,13,79,67,155,673,289,154,77,76,20,38,1661,0,3,0,3,3,19,16,17,105,28,37,21,8,0,20,277,6,0,6,18,25,141,182,163,313,107,33,72,9,3,55,1141,3,14,40,53,65,232,132,123,191,49,27,23,19,3,30,1009,0,3,0,10,14,19,16,23,50,19,4,12,5,0,9,177,3,0,0,0,7,4,3,3,44,16,18,5,4,0,13,119,142,233,104,96,2991,1880,447,479,1201,190,105,66,48,49,285,8319,10,7,0,4,72,41,7,12,36,9,0,4,0,3,915,1121,187,300,176,199,3262,2624,923,1091,3551,1206,704,475,315,135,1414,16556,11,0,4,3,9,47,33,48,474,444,380,226,169,57,290,2187,0,8,3,3,7,59,42,66
115,13,6,0,3,5,53,19,39,664,782,1008,739,740,268,78,4417,8,4,3,15,29,57,19,56,218,96,55,28,30,6,15,646,11,4,3,9,15,47,39,111,663,469,299,263,258,49,42,2290,0,0,0,6,0,21,10,18,96,68,48,54,50,14,24,410,9,10,3,16,10,93,136,149,511,247,83,300,69,11,62,1700,3,16,19,41,40,125,110,117,255,76,26,39,20,10,23,922,5,0,4,0,0,24,16,16,59,18,14,19,5,0,16,191,0,0,0,0,3,7,0,7,25,23,16,23,17,10,9,143,177,150,70,50,1055,928,196,311,908,197,104,74,33,38,156,4446,3,6,3,3,30,25,8,3,22,7,0,7,3,3,824,938,236,198,106,139,1181,1373,542,825,3417,1984,1644,1559,1221,419,1244,16098,20,14,5,11,18,53,34,56,672,893,1350,1315,1760,1111,920,8234,0,0,5,7,12,34,28,55
116,19,3,0,0,9,41,9,41,1456,1545,1308,634,316,73,80,5529,0,6,3,8,14,72,17,32,137,34,31,4,8,3,7,384,9,0,4,4,0,42,59,145,828,430,215,93,50,10,49,1930,0,3,0,4,5,16,12,31,179,95,80,38,20,0,26,512,16,8,3,15,18,282,466,384,683,206,48,90,12,3,115,2344,8,19,25,52,64,189,84,55,114,34,7,6,0,0,31,684,3,3,0,4,4,42,44,30,44,13,7,4,3,0,26,232,3,0,0,0,3,6,3,9,53,44,21,12,6,0,16,185,248,338,111,67,2524,1086,202,193,419,35,13,6,0,15,199,5454,12,12,0,4,84,38,21,12,28,6,0,0,0,0,998,1226,315,384,151,160,2732,1816,915,931,3943,2438,1730,902,418,108,1551,18485,35,19,10,3,19,39,28,74,1736,2181,2183,1299,939,289,869,9711,7,3,5,5,16,59,47,66
117,27,7,3,0,19,45,13,54,1235,1592,2086,1776,2223,1217,103,10391,9,15,8,6,49,170,31,88,273,78,51,34,44,18,6,889,8,4,3,5,14,51,64,136,908,600,402,295,415,94,44,3044,4,5,5,0,3,16,12,20,130,101,107,107,119,46,32,698,8,5,14,15,11,196,264,266,634,276,108,343,167,63,64,2435,9,24,47,88,37,185,82,67,158,55,23,31,40,14,24,869,3,11,4,0,3,25,16,10,39,18,15,15,7,5,16,189,9,0,0,0,3,6,0,9,45,28,46,31,55,24,14,281,303,233,98,54,1600,495,74,105,343,73,41,52,36,28,122,3656,5,7,4,3,56,17,13,7,27,13,11,5,4,3,1766,1949,381,308,191,178,1787,1213,570,759,3787,2835,2893,2675,3117,1513,2191,24393,10,5,0,3,5,31,20,49,499,509,548,435,570,375,314,3376,0,4,8,3,12,34,19,40
118,14,3,5,0,10,23,15,37,784,1097,1499,1168,1688,1150,92,7582,3,10,7,6,26,103,30,73,231,96,87,50,86,67,29,901,3,6,3,3,5,36,55,97,717,486,342,317,436,141,58,2707,3,0,3,3,0,7,10,22,108,87,91,83,117,56,28,610,11,3,4,10,3,105,160,180,465,244,130,367,151,93,82,2003,5,28,35,60,39,175,85,102,237,97,66,81,92,56,42,1195,4,3,0,0,8,14,12,18,34,15,7,21,15,9,24,184,0,4,0,0,0,8,4,4,50,31,34,31,54,25,18,257,236,193,79,59,1195,818,152,199,832,264,169,183,133,179,232,4930,9,9,0,0,56,24,9,9,47,17,13,9,7,6,1714,1931,287,262,138,149,1341,1304,532,747,3503,2419,2436,2307,2776,1790,2313,22299,10,11,3,3,11,32,12,31,366,505,659,617,920,946,518,4644,0,3,5,3,10,36,20,45
119,37,7,0,0,21,102,30,117,2243,2081,1822,993,807,255,136,8662,7,14,8,20,57,192,54,120,341,99,61,23,22,16,12,1056,20,5,3,4,12,81,151,318,1400,713,395,194,172,35,68,3565,5,0,4,12,3,41,24,48,272,168,121,64,59,12,36,870,21,16,17,83,33,595,757,602,1112,361,117,221,60,24,207,4224,19,59,118,193,120,475,215,187,333,100,38,21,15,9,71,1972,7,3,16,28,12,82,57,48,100,28,7,11,7,0,45,443,5,3,0,0,8,14,5,13,83,62,55,23,21,11,41,348,757,915,347,197,6473,2943,534,624,1563,238,118,60,46,44,624,15483,30,37,13,16,214,131,34,23,62,19,10,3,4,5,2186,2783,910,1073,533,549,6965,4647,1855,2106,7521,3861,2743,1609,1219,397,3422,39403,38,26,13,13,32,171,76,193,2189,2491,2294,1506,1469,742,1224,12456,16,11,14,31,36,179,95,179
120,17,3,7,0,7,47,18,49,1026,1178,1573,1420,1684,1085,110,8220,0,14,14,9,32,101,21,50,206,84,68,46,43,26,10,727,6,3,0,4,4,39,74,146,743,497,371,258,380,102,38,2654,3,3,3,0,5,21,7,20,116,91,103,68,74,44,25,585,10,6,6,20,15,212,254,258,602,237,105,300,125,42,73,2263,7,33,44,94,38,197,96,69,193,68,35,26,34,11,19,967,3,4,8,4,3,31,20,24,33,15,8,19,10,4,14,207,6,0,0,0,4,9,0,0,35,27,40,25,46,24,20,233,344,371,111,71,2144,967,162,180,662,145,73,77,60,46,213,5614,17,18,3,4,67,42,12,6,36,7,5,3,4,0,1480,1689,421,451,196,203,2319,1658,667,813,3654,2353,2369,2248,2458,1370,1992,23158,20,15,3,3,13,55,15,44,719,802,930,854,1181,975,594,6231,6,10,3,4,17,61,32,52
121,22,7,0,3,10,26,14,47,954,1434,2055,1799,2869,1750,122,11116,3,13,3,13,32,123,29,77,363,185,137,104,142,70,23,1331,8,5,3,8,8,50,50,152,860,716,586,529,878,248,63,4157,4,0,0,3,4,21,4,21,120,119,129,113,172,78,33,821,14,3,7,17,10,109,210,254,736,479,205,882,382,158,126,3595,13,21,35,57,48,203,133,164,535,246,133,183,195,117,65,2142,5,5,0,3,10,25,23,27,77,28,20,36,38,12,14,328,0,3,0,0,3,8,0,6,53,44,51,47,76,44,12,353,296,258,76,72,1240,1332,371,553,2039,744,501,399,376,340,317,8915,15,3,0,0,38,36,11,17,42,19,13,9,9,10,2213,2426,380,319,140,177,1401,1932,858,1314,5768,4012,3826,4113,5143,2824,2988,35200,19,10,8,4,15,51,30,50,565,737,1063,1106,2123,2374,1059,9226,10,8,3,6,14,67,37,72
122,16,3,0,3,4,25,13,38,856,1183,1375,975,1264,638,94,6483,3,12,3,10,14,79,29,99,363,129,98,62,75,33,19,1032,7,7,3,6,5,45,51,126,843,591,418,295,405,108,62,2976,0,0,0,4,3,15,11,15,121,82,95,76,92,40,28,577,6,3,5,12,3,85,140,150,500,256,103,332,124,45,78,1844,3,13,31,49,37,188,105,108,394,144,63,74,62,38,41,1356,0,0,0,12,9,20,8,17,53,26,25,17,11,3,17,216,0,0,0,0,0,12,0,5,39,35,26,22,33,28,18,227,161,155,58,58,1190,1276,297,472,1598,384,226,183,137,109,271,6592,8,4,4,5,33,32,9,6,33,16,9,4,9,0,1358,1531,210,194,110,156,1297,1787,672,1034,4799,2840,2435,2038,2217,1042,1984,22824,14,9,3,5,15,40,16,38,530,653,881,730,1099,770,679,5464,7,0,3,8,12,44,34,62
123,23,7,5,6,7,44,18,50,1253,1235,1064,472,287,56,77,4606,0,10,4,4,17,70,22,49,144,60,26,15,10,0,9,433,10,3,0,4,8,60,55,142,808,495,270,100,77,14,35,2084,0,3,0,3,3,14,18,26,144,94,71,33,25,4,23,452,3,0,7,19,17,169,373,347,744,215,47,113,24,3,111,2197,4,25,24,38,53,166,88,81,150,19,13,10,0,6,27,710,3,3,9,3,5,27,20,24,46,12,6,5,3,0,26,201,0,0,0,0,3,5,0,3,38,32,23,14,10,3,22,165,120,202,78,66,1852,976,234,226,435,52,33,16,12,10,167,4477,7,9,3,0,45,30,3,13,26,6,3,3,0,0,794,948,178,264,130,154,2020,1564,831,953,3797,2220,1552,776,443,100,1286,16257,14,16,11,4,10,46,22,63,1169,1549,1464,1007,840,286,815,7313,0,3,0,7,8,40,35,73
124,19,11,0,9,14,58,18,79,1579,1724,1499,685,394,81,122,6296,4,6,6,9,30,102,37,70,299,96,56,28,17,13,19,795,4,0,3,3,14,76,98,226,1276,686,387,202,136,26,60,3198,6,3,3,5,0,18,13,27,200,160,105,54,32,7,30,655,17,5,3,21,12,219,372,411,924,311,77,184,34,3,119,2700,8,14,27,55,64,261,132,138,254,60,22,13,17,4,32,1114,3,0,3,15,4,32,43,30,77,32,14,16,0,0,24,292,0,3,0,0,10,8,3,8,69,37,35,16,11,3,23,223,118,201,90,91,2312,1508,358,327,829,116,48,26,22,24,251,6319,9,12,6,7,60,43,9,15,39,18,5,0,0,0,1231,1447,180,256,148,195,2522,2338,1077,1333,5549,3237,2243,1223,662,159,1905,23043,21,16,5,4,21,60,23,66,1100,1654,1704,1272,1046,403,955,8357,3,3,10,9,14,63,45,98
125,14,7,7,0,14,53,25,60,1670,1648,1663,918,645,180,90,6993,3,13,13,14,32,116,30,82,270,79,31,17,16,5,17,730,6,4,3,6,9,70,81,223,1056,537,314,134,134,15,41,2659,10,3,0,8,7,17,15,33,174,97,89,58,36,12,25,573,21,11,11,53,23,392,540,534,960,277,87,179,36,3,116,3237,18,43,82,122,86,316,173,122,221,79,22,18,18,3,48,1369,7,4,3,7,6,58,45,29,78,23,10,12,0,3,25,309,3,3,0,0,3,15,3,14,57,34,25,19,21,9,16,212,521,609,252,133,3784,1777,358,404,982,125,43,26,23,25,353,9416,18,25,5,12,111,66,16,13,47,11,3,8,0,0,1468,1808,618,724,384,361,4080,2886,1283,1519,5502,2916,2288,1386,919,247,2195,27309,26,18,9,9,21,83,50,114,1476,1745,1739,1196,1062,468,783,8801,10,9,3,20,29,103,58,113
126,10,7,0,0,6,18,9,22,476,622,803,608,701,336,52,3664,0,6,10,11,23,75,24,42,150,54,33,25,32,14,3,500,4,0,3,3,3,30,33,82,446,290,170,165,206,48,15,1508,0,0,0,3,0,6,10,11,69,62,49,34,34,16,15,312,7,0,4,13,4,91,142,142,355,184,73,170,64,23,33,1306,10,27,37,39,34,140,69,87,209,71,30,26,25,14,30,849,3,9,3,4,0,5,14,13,36,11,9,9,6,3,13,133,0,3,0,0,0,5,0,0,16,21,22,13,9,3,7,106,263,193,53,51,1174,933,247,268,745,194,100,59,50,43,157,4537,10,4,0,0,37,15,10,7,26,11,5,3,0,3,758,883,304,247,111,122,1278,1330,544,680,2529,1531,1298,1103,1122,507,1081,13793,13,11,0,0,7,33,20,39,438,552,711,693,963,680,450,4625,0,3,0,4,17,49,26,46
127,25,7,0,3,12,67,16,57,1436,1228,942,364,257,43,76,4539,12,4,3,4,21,72,17,54,155,43,20,13,6,0,16,447,14,0,4,11,3,56,73,185,752,331,149,53,42,8,31,1701,4,0,0,3,6,20,6,32,162,98,59,29,7,0,25,448,29,6,3,31,22,388,502,421,677,185,35,62,18,6,148,2537,5,16,40,82,72,246,119,76,112,19,4,7,3,3,30,838,10,0,5,11,18,41,29,33,46,11,4,3,4,0,37,260,3,0,0,0,7,15,3,14,66,23,18,15,4,0,24,197,325,556,227,90,4134,1306,199,187,546,78,21,15,9,18,345,8044,17,26,14,6,115,58,21,20,44,11,0,0,0,0,1243,1574,439,621,299,235,4398,2262,992,1071,4009,2029,1256,563,347,80,1970,20576,44,23,15,7,38,112,51,121,2086,2168,1939,1110,870,352,992,9930,8,3,10,14,31,105,49,115
128,9,3,3,0,14,26,15,33,811,1070,1362,897,727,229,76,5277,3,10,6,8,15,64,21,51,216,86,58,21,32,16,14,618,7,6,3,9,4,45,57,110,694,534,378,211,248,50,48,2395,0,0,3,4,4,17,5,15,97,108,97,59,63,16,21,509,8,0,0,15,11,90,155,168,491,227,85,235,63,17,89,1651,9,13,20,48,46,162,90,99,273,95,52,35,15,12,31,995,0,0,3,4,4,19,11,19,50,12,13,10,3,4,17,160,0,4,0,0,0,7,3,3,30,16,31,23,21,9,18,165,123,204,72,75,1557,1544,373,444,1154,243,112,56,60,49,236,6292,7,9,3,3,57,32,9,6,48,14,0,3,0,0,1001,1195,166,247,118,160,1707,2003,736,950,3864,2398,2191,1549,1224,397,1554,19250,13,11,0,6,6,36,16,46,488,750,1039,1020,1196,673,701,6005,4,4,3,6,4,27,20,38
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
