SA4_CODE_2016,C11_P_25_29_Em_FT,C11_P_25_29_Em_PT,C11_P_25_29_Em_AFW,C11_P_25_29_Em_Hrs_NS,C11_P_25_29_Em_Tot,C11_P_25_29_Unem_Look_FT,C11_P_25_29_Unem_Look_PT,C11_P_25_29_Unem_Tot,C11_P_25_29_Tot_LF,C11_P_25_29_Notin_LF,C11_P_25_29_LF_NS,C11_P_25_29_Tot,C11_P_30_34_Em_FT,C11_P_30_34_Em_PT,C11_P_30_34_Em_AFW,C11_P_30_34_Em_Hrs_NS,C11_P_30_34_Em_Tot,C11_P_30_34_Unem_Look_FT,C11_P_30_34_Unem_Look_PT,C11_P_30_34_Unem_Tot,C11_P_30_34_Tot_LF,C11_P_30_34_Notin_LF,C11_P_30_34_LF_NS,C11_P_30_34_Tot,C11_P_35_39_Em_FT,C11_P_35_39_Em_PT,C11_P_35_39_Em_AFW,C11_P_35_39_Em_Hrs_NS,C11_P_35_39_Em_Tot,C11_P_35_39_Unem_Look_FT,C11_P_35_39_Unem_Look_PT,C11_P_35_39_Unem_Tot,C11_P_35_39_Tot_LF,C11_P_35_39_Notin_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Notin_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Notin_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Notin_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Notin_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Notin_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Notin_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Notin_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75ov_Em_FT,C11_P_75ov_Em_PT,C11_P_75ov_Emp_Aw_fr_w,C11_P_75ov_Emp_Hou_w_ns,C11_P_75andOver_Em_Tot,C11_P_75over_Unem_Lo_ft_wor,C11_P_75over_Unem_Lo_pt_wor,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_T_T_labo_for,C11_P_Tot_Notin_LF,C11_P_Tot_LF_NS,C11_P_T_T,C16_P_15_19_Em_FT,C16_P_15_19_Em_PT,C16_P_15_19_Em_AFW,C16_P_15_19_Em_Hrs_NS,C16_P_15_19_Em_Tot,C16_P_15_19_Unem_Look_FT,C16_P_15_19_Unem_Look_PT,C16_P_15_19_Unem_Tot,C16_P_15_19_Tot_LF,C16_P_15_19_Notin_LF,C16_P_15_19_LF_NS,C16_P_15_19_Tot,C16_P_20_24_Em_FT,C16_P_20_24_Em_PT,C16_P_20_24_Em_AFW,C16_P_20_24_Em_Hrs_NS,C16_P_20_24_Em_Tot,C16_P_20_24_Unem_Look_FT,C16_P_20_24_Unem_Look_PT,C16_P_20_24_Unem_Tot,C16_P_20_24_Tot_LF,C16_P_20_24_Notin_LF,C16_P_20_24_LF_NS,C16_P_20_24_Tot,C16_P_25_29_Em_FT,C16_P_25_29_Em_PT,C16_P_25_29_Em_AFW,C16_P_25_29_Em_Hrs_NS,C16_P_25_29_Em_Tot,C16_P_25_29_Unem_Look_FT,C16_P_25_29_Unem_Look_PT,C16_P_25_29_Unem_Tot,C16_P_25_29_Tot_LF,C16_P_25_29_Notin_LF,C16_P_25_29_LF_NS,C16_P_25_29_Tot,C16_P_30_34_Em_FT,C16_P_30_34_Em_PT,C16_P_30_34_Em_AFW,C16_P_30_34_Em_Hrs_NS,C16_P_30_34_Em_Tot,C16_P_30_34_Unem_Look_FT,C16_P_30_34_Unem_Look_PT,C16_P_30_34_Unem_Tot,C16_P_30_34_Tot_LF,C16_P_30_34_Notin_LF,C16_P_30_34_LF_NS,C16_P_30_34_Tot,C16_P_35_39_Em_FT,C16_P_35_39_Em_PT,C16_P_35_39_Em_AFW,C16_P_35_39_Em_Hrs_NS,C16_P_35_39_Em_Tot,C16_P_35_39_Unem_Look_FT,C16_P_35_39_Unem_Look_PT,C16_P_35_39_Unem_Tot
111,11765,3857,744,291,16661,689,308,993,17659,3299,909,21862,10220,4147,859,273,15501,483,264,744,16248,3314,803,20367,10717,5229,758,280,16984,475,275,752,17736,3642,825,22196,11346,5295,640,336,17606,478,285,759,18368,3465,809,22650,11800,5073,597,302,17772,441,248,691,18462,3844,855,23164,11895,4690,741,282,17605,373,197,570,18177,4465,929,23566,8867,4168,689,202,13927,272,156,431,14356,6636,749,21743,4429,3215,415,126,8187,171,148,317,8505,11171,819,20494,1146,1422,151,63,2779,14,36,57,2833,13053,795,16682,241,496,46,34,819,3,8,15,831,11530,727,13087,93,278,32,38,445,3,8,8,454,25663,2814,28930,94473,51331,6862,2995,155658,5228,3874,9108,164765,103476,12854,281096,1854,6889,362,217,9318,836,1789,2625,11946,8820,663,21430,7960,7664,602,378,16603,1318,1063,2379,18980,4927,1002,24899,11922,4696,746,307,17674,777,449,1225,18897,3287,1081,23263,11513,4966,1001,255,17735,684,369,1054,18791,3345,941,23078,10483,5252,601,224,16563,606,288,894
112,3867,2156,322,154,6486,524,238,762,7246,2129,488,9867,4247,2575,374,172,7363,414,258,675,8037,2316,548,10910,5406,3538,378,215,9537,455,242,697,10233,2716,610,13563,6301,4005,374,217,10903,446,305,747,11650,2683,668,14997,7149,4155,388,266,11955,512,262,773,12727,2969,697,16386,7458,4450,475,214,12600,470,297,767,13361,3782,795,17940,5822,3920,507,182,10435,388,249,637,11069,5280,744,17092,3147,2929,341,113,6526,220,204,426,6955,8023,668,15649,937,1153,111,66,2270,19,37,60,2331,9312,585,12230,273,454,45,34,806,10,10,16,821,8463,567,9855,198,292,50,59,596,0,9,11,605,19079,2239,21920,49529,36360,3903,2096,91883,4735,3200,7936,99822,75630,9812,185264,1062,4204,207,207,5682,381,780,1154,6838,6013,930,13774,3328,3085,203,190,6801,628,372,997,7803,1909,875,10593,4046,2510,282,165,7008,399,243,638,7650,1863,882,10392,4589,3004,415,175,8181,328,188,520,8700,2179,936,11816,5170,3463,300,175,9107,345,220,567
113,4469,1428,270,136,6303,291,119,415,6717,1574,407,8695,3997,1602,299,150,6054,198,105,301,6351,1602,354,8311,4581,1969,263,138,6945,195,101,299,7246,1580,385,9212,5098,2035,217,182,7531,195,82,276,7805,1426,389,9615,5564,2058,228,165,8009,182,87,267,8275,1411,391,10074,5576,1943,301,168,7989,144,66,204,8191,1636,491,10322,4330,1689,315,126,6459,123,76,200,6659,2298,371,9332,2624,1379,247,105,4355,83,56,139,4488,3640,385,8522,924,768,104,62,1860,8,16,26,1884,4493,384,6758,357,373,62,29,822,4,4,8,834,4548,349,5727,240,247,45,36,570,0,3,6,577,9418,1106,11106,44068,19816,2790,1663,68338,2198,1300,3496,71837,40411,5930,118180,1503,2563,146,149,4362,278,400,681,5047,4447,658,10148,4185,2040,195,178,6604,415,256,672,7277,1802,686,9761,4914,1629,285,150,6981,300,111,411,7391,1558,665,9617,4478,1814,340,147,6786,240,117,358,7141,1576,653,9363,4206,1845,219,109,6377,223,108,335
114,2456,932,207,89,3674,217,84,310,3984,1130,274,5386,2380,1218,218,88,3904,189,85,279,4178,1258,294,5733,3241,1700,207,113,5258,197,101,297,5554,1433,357,7345,3701,2114,212,130,6159,246,120,364,6519,1440,378,8337,4321,2203,234,112,6877,255,116,365,7241,1601,459,9301,4424,2304,291,106,7121,219,109,327,7446,2010,459,9917,3268,2081,303,121,5770,163,102,269,6042,3009,398,9446,1992,1810,193,74,4069,103,95,197,4271,5860,492,10619,648,934,84,45,1710,13,37,48,1757,7231,453,9446,202,359,34,18,611,6,13,20,629,6607,461,7700,88,189,30,30,336,0,6,6,339,12214,1490,14052,30169,19350,2328,1213,53047,2298,1343,3643,56692,49062,6303,112052,849,2504,141,117,3612,249,319,564,4173,3684,460,8322,2531,1623,130,126,4410,322,160,485,4898,1136,471,6505,2959,1353,203,104,4620,176,95,277,4895,1170,451,6524,2894,1513,219,80,4706,171,99,269,4976,1312,467,6748,3023,1658,170,71,4923,163,87,248
115,6062,1427,297,175,7965,238,111,345,8308,1167,312,9788,6118,1930,448,164,8659,184,106,293,8950,1555,330,10837,8120,3216,414,203,11961,210,163,377,12333,2109,423,14870,9429,3680,307,209,13628,236,174,406,14035,2001,492,16533,10076,3396,322,231,14026,274,133,411,14437,1706,468,16614,9563,3059,347,215,13182,256,119,371,13551,1800,447,15800,7216,2739,350,163,10474,210,98,305,10777,2610,431,13813,4403,2588,290,129,7411,143,112,253,7662,4582,418,12658,1486,1410,146,62,3101,29,44,69,3168,5665,329,9159,305,515,47,22,888,0,10,12,900,4735,285,5923,109,249,34,21,410,0,6,6,416,8822,874,10116,70100,32736,3668,2074,108578,2368,2229,4605,113180,47092,5611,165885,1354,4911,265,124,6653,152,991,1144,7792,8358,474,16623,5686,4803,242,183,10917,334,490,824,11742,2022,408,14165,6819,1757,270,184,9029,265,144,401,9431,1122,429,10990,6849,2152,450,176,9637,220,127,344,9981,1610,384,11970,8429,3015,362,173,11980,254,193,446
116,11719,3224,668,475,16091,884,368,1248,17334,4439,998,22768,12435,3751,841,471,17492,722,367,1092,18583,4685,948,24212,12435,4028,575,373,17412,680,352,1031,18443,4393,931,23766,11600,3630,409,367,16007,610,317,926,16931,3958,875,21766,11463,3158,380,343,15341,567,244,809,16153,3628,837,20617,9893,2720,381,327,13316,476,192,673,13990,3742,779,18516,7386,2236,365,214,10199,364,146,510,10712,4676,701,16094,4179,1752,255,156,6341,225,140,365,6706,6439,664,13811,1083,678,81,52,1891,25,38,65,1960,7010,592,9562,168,177,31,28,402,8,11,16,418,5730,486,6636,41,66,20,19,138,5,6,8,148,9846,1119,11118,92404,34192,4657,3689,134941,6523,3863,10387,145327,75263,10914,231504,1758,5283,270,273,7577,592,1554,2142,9723,12668,1023,23419,8020,6146,325,493,14989,1101,952,2053,17036,4849,1088,22967,12354,3914,555,498,17316,899,454,1349,18663,4509,1209,24386,14770,4521,803,487,20581,834,414,1251,21833,5105,1395,28337,14892,4599,529,449,20468,726,403,1133
117,21556,5971,776,421,28726,864,626,1484,30213,4558,4578,39351,20221,4658,1010,296,26185,671,375,1048,27235,3426,3728,34392,15079,3872,783,249,19988,582,244,824,20813,2686,2504,26005,11395,3041,477,232,15150,504,217,723,15873,2483,1962,20312,9127,2442,361,188,12120,413,172,585,12702,2357,1579,16640,7257,2092,285,145,9779,374,159,530,10313,2549,1516,14379,5345,1872,260,99,7567,282,156,439,8010,3190,1316,12512,3041,1606,185,87,4920,184,123,314,5231,4371,1132,10744,1045,843,74,54,2015,20,32,51,2066,4921,866,7848,247,344,21,20,631,5,18,26,653,4645,754,6053,107,194,20,20,347,6,6,10,354,8944,1599,10896,103029,35486,4896,2280,145698,4750,3968,8719,154409,56591,26360,237361,526,2492,172,160,3351,109,823,930,4280,7544,1248,13077,8447,8888,456,460,18249,635,1900,2535,20783,12092,4312,37189,25242,8869,730,646,35490,966,899,1872,37358,6022,5834,49214,25262,6450,1059,548,33325,738,451,1187,34516,3660,4688,42863,16942,4613,782,312,22653,581,296,873
118,14875,3417,520,323,19133,480,303,782,19919,2796,2797,25509,15341,3104,866,258,19566,408,211,621,20186,2410,2402,25000,12035,3652,759,223,16663,379,213,592,17252,2718,1951,21923,9829,3429,419,195,13868,309,192,505,14378,2469,1515,18367,8677,3023,313,196,12206,322,171,494,12703,2141,1291,16133,7292,2681,316,191,10484,296,131,432,10911,2144,1174,14228,5570,2350,350,142,8412,228,132,365,8770,2598,1002,12373,3733,2512,224,113,6591,116,131,249,6841,4380,967,12176,1531,1540,164,66,3305,18,46,58,3362,5112,877,9357,430,728,63,29,1251,12,23,36,1286,5273,768,7319,218,542,56,63,889,4,12,15,898,13776,2105,16778,85770,34025,4600,2182,126577,3124,3078,6202,132783,59098,19758,211631,391,2623,158,121,3299,81,727,811,4111,8473,792,13370,5090,5641,277,301,11311,378,1078,1457,12765,7363,1872,21998,15114,4026,443,331,19906,456,407,869,20776,3200,2668,26645,16267,3628,757,308,20960,374,236,611,21569,2401,2551,26516,12894,3694,722,217,17527,313,196,507
119,19629,6688,993,932,28244,1502,676,2177,30427,7890,2676,40985,18993,6303,1217,677,27189,1169,555,1718,28909,7934,2383,39227,18101,6638,1005,711,26459,971,554,1526,27985,7578,2193,37765,17556,6815,667,753,25785,926,590,1519,27300,7083,1936,36319,17744,6685,639,736,25804,898,502,1404,27209,6766,1936,35913,16137,5653,701,571,23068,868,427,1291,24357,7440,1835,33630,11521,4535,592,453,17097,638,360,992,18093,9032,1622,28752,6715,3695,411,252,11076,406,269,668,11743,12603,1447,25788,2041,1718,216,126,4103,27,72,95,4197,14557,1256,20010,453,708,58,49,1269,9,22,28,1294,14279,1163,16735,159,314,49,52,568,4,19,26,595,33197,3863,37653,142163,64442,7716,6699,221024,9606,6792,16402,237433,157584,26191,421210,1627,7142,398,338,9503,550,2009,2556,12059,20706,1512,34280,11154,12446,562,939,25109,1561,1930,3494,28606,10748,2222,41586,21715,9604,828,976,33115,1666,1118,2779,35896,9297,2909,48099,22501,8259,1271,893,32919,1302,769,2072,34994,8910,2727,46632,19507,7646,905,680,28744,985,592,1576
120,13679,4175,533,402,18785,716,396,1109,19896,3016,1914,24826,14041,3526,890,267,18723,533,237,771,19491,2910,1507,23913,12656,4012,843,246,17759,460,237,703,18465,2949,1398,22811,11196,3920,478,280,15876,413,226,636,16509,2623,1136,20268,10651,3607,356,276,14881,442,204,644,15518,2416,1061,18998,9193,2959,356,239,12747,374,177,549,13293,2480,934,16705,6894,2637,370,188,10090,312,160,476,10564,3259,750,14569,4023,2363,288,112,6787,163,146,304,7093,5120,752,12963,1343,1191,116,48,2707,14,49,64,2769,6000,592,9360,314,470,35,26,842,7,11,19,861,6176,571,7608,123,247,32,35,437,0,10,16,455,14483,2057,16991,90353,37278,4835,2602,135063,4152,3226,7376,142438,63692,14705,220839,545,3345,186,96,4174,127,755,880,5053,8020,649,13724,5757,6912,323,363,13355,554,1092,1640,14997,6297,1546,22842,14972,5354,488,433,21259,825,632,1454,22708,4157,2175,29042,16193,4270,839,377,21677,618,313,933,22616,3227,1983,27827,13265,4086,704,272,18321,427,259,688
121,16301,3346,619,288,20554,588,246,833,21392,2322,1614,25326,17415,3716,1149,246,22526,474,235,713,23240,3163,1586,27987,16741,5050,1011,268,23075,516,285,799,23872,4083,1445,29400,16323,5821,636,288,23064,535,329,863,23922,4112,1257,29297,15907,5478,510,312,22207,591,292,886,23094,3708,1122,27920,14556,5007,512,268,20349,511,200,714,21059,3467,1038,25563,10791,4415,511,204,15923,378,183,566,16489,4349,920,21758,6665,4732,457,136,11986,256,191,445,12431,7332,894,20654,2664,2943,259,69,5925,53,96,149,6079,9257,666,15999,694,1395,125,46,2268,12,34,44,2314,8882,610,11808,296,864,96,68,1315,5,19,24,1340,22824,2131,26293,126621,55038,6760,2719,191143,4595,3875,8472,199616,90832,15218,305663,754,5976,344,137,7212,128,1218,1341,8558,14227,822,23610,6949,7988,396,310,15642,431,807,1237,16879,4177,1097,22159,16297,3767,487,315,20864,569,334,905,21768,2379,1645,25788,19326,4315,1166,340,25145,528,295,824,25968,3212,1845,31029,18739,5241,971,299,25256,638,356,999
122,8504,2114,365,194,11179,243,137,379,11560,1159,727,13449,9625,2773,664,205,13267,206,118,329,13595,1734,801,16130,10667,4158,693,214,15738,240,199,436,16173,2424,820,19414,10468,4561,409,212,15653,245,228,471,16130,2309,733,19168,10241,4250,361,253,15107,308,161,467,15576,1854,680,18111,8782,3599,398,180,12965,270,130,401,13363,1784,598,15749,6606,3173,369,129,10281,180,125,307,10584,2499,595,13675,3832,3026,296,133,7285,128,133,265,7549,4652,501,12701,1409,1869,168,61,3508,21,48,75,3581,6664,444,10686,378,811,70,29,1285,4,21,21,1314,6407,413,8133,145,416,41,46,644,0,12,11,657,15861,1492,18012,76844,38298,4411,2080,121635,2319,2100,4420,126049,55548,8801,190393,947,4751,227,125,6049,104,750,856,6908,6985,524,14412,4899,4474,251,194,9818,237,316,552,10369,1554,633,12554,8358,2405,334,196,11299,209,130,335,11636,1051,807,13491,9529,2945,699,194,13364,197,132,333,13696,1485,896,16083,10127,3891,569,210,14791,194,176,368
123,8810,2245,516,297,11871,579,207,786,12657,2691,708,16055,8035,2644,524,275,11477,410,207,615,12092,2970,646,15707,8792,3242,417,301,12755,402,220,619,13373,2958,698,17030,8769,3071,325,302,12463,366,202,571,13036,2700,681,16415,9180,2958,322,310,12779,353,169,524,13297,2440,719,16462,8929,2756,391,252,12333,319,121,438,12773,2814,670,16256,6818,2300,429,200,9751,268,129,391,10138,3752,550,14440,3841,1855,277,130,6105,164,112,279,6389,5669,584,12647,932,748,73,32,1787,10,26,36,1817,5914,424,8160,159,253,23,19,457,0,4,4,458,4601,365,5422,48,96,22,25,187,0,3,3,192,7703,1147,9045,73903,29490,3956,2806,110158,4533,2592,7123,117279,56221,8860,182363,2101,4606,234,210,7148,571,1062,1635,8781,8535,799,18115,7442,4416,280,391,12528,880,524,1406,13932,2968,938,17847,9457,2754,490,323,13023,591,311,906,13930,2831,947,17711,9923,3340,678,280,14220,464,290,755,14967,3296,985,19254,9386,3311,441,255,13395,460,269,723
124,10560,2889,679,343,14465,567,237,801,15267,3011,832,19108,9713,3435,727,262,14145,437,238,674,14820,3258,746,18827,10315,4089,594,321,15313,390,259,647,15963,3210,807,19981,10830,4216,490,310,15856,425,257,682,16539,2973,825,20331,11106,3934,446,324,15812,378,216,593,16405,2754,891,20052,11157,3926,569,282,15930,372,163,537,16471,3208,855,20531,8652,3338,533,236,12751,314,143,453,13208,4526,775,18509,4996,2785,373,149,8307,198,160,365,8668,7299,745,16703,1277,1222,144,47,2685,25,44,74,2757,7945,575,11278,241,392,42,28,694,0,19,22,721,6571,506,7796,73,163,26,34,297,3,8,11,314,11951,1489,13746,90942,39739,5466,3100,139239,4783,3062,7853,147088,69444,10702,227235,2606,5733,274,239,8855,565,1184,1748,10601,8722,856,20179,8799,5201,372,371,14735,895,521,1419,16157,3093,1053,20301,11208,3402,619,325,15558,559,329,889,16446,3153,1197,20796,11183,3841,770,304,16103,482,228,714,16811,3382,1094,21295,10976,3906,481,256,15625,444,251,701
125,17657,5724,766,717,24854,1370,577,1949,26805,7766,2703,37277,17125,4779,961,578,23437,1110,408,1522,24963,7523,2083,34568,14284,4647,665,461,20059,886,436,1325,21381,6613,1632,29626,12591,4456,480,453,17980,811,405,1211,19191,6116,1503,26806,12419,4243,435,451,17546,718,370,1091,18640,5707,1346,25696,11244,3721,423,391,15783,561,304,865,16646,5798,1350,23793,8335,3051,451,271,12109,458,245,699,12815,6578,1087,20480,4782,2432,340,156,7710,288,184,465,8173,8740,874,17794,1466,1182,133,82,2858,31,46,77,2938,9689,857,13483,286,413,49,35,785,4,17,14,804,9171,721,10694,83,184,43,29,343,3,15,22,367,18991,2583,21941,110945,45736,5603,4757,167044,8037,5139,13176,180217,115963,20196,316377,1241,4839,251,245,6570,431,1489,1923,8490,15064,1115,24671,8614,8922,449,688,18671,1358,1562,2919,21596,8644,1943,32185,18481,7312,626,837,27258,1777,975,2753,30010,9261,2855,42126,22280,6824,1061,786,30953,1657,782,2434,33387,9453,3034,45874,18141,5802,700,585,25233,1172,620,1791
126,6803,1604,270,157,8839,370,217,588,9426,1827,546,11798,6647,1706,396,104,8853,247,142,388,9242,1636,445,11322,6508,2050,357,139,9050,267,148,418,9467,1773,383,11629,6366,2372,231,138,9102,225,156,384,9483,1641,350,11472,6823,2470,190,150,9633,241,137,377,10017,1517,368,11901,6209,2223,209,132,8777,208,105,310,9088,1655,332,11071,4834,1832,215,82,6968,167,91,255,7224,2158,339,9721,2765,1665,189,74,4695,98,83,184,4881,3380,291,8548,916,900,81,31,1929,10,23,36,1962,4012,246,6217,226,435,39,24,722,4,12,18,736,4293,242,5277,76,251,23,18,370,3,6,11,386,11281,993,12655,52026,23244,2623,1318,79217,2262,2332,4587,83803,45702,5472,134976,339,2658,165,88,3252,79,690,767,4015,6486,326,10835,3425,4287,229,193,8135,304,760,1066,9210,4450,577,14231,7602,2267,271,235,10377,460,356,813,11190,2556,633,14376,8424,2149,462,194,11235,407,208,616,11848,1993,634,14474,7642,2400,332,141,10521,309,194,500
127,12810,3061,617,690,17179,1080,374,1446,18622,5729,1458,25813,11196,3237,646,536,15624,813,352,1165,16790,6236,1416,24440,11497,4236,500,548,16788,747,417,1167,17952,6301,1380,25629,11717,4254,433,556,16965,717,413,1123,18087,6405,1347,25840,12134,4065,443,616,17261,714,398,1110,18373,6370,1317,26060,10760,3522,487,508,15275,671,406,1077,16347,7072,1337,24750,7630,2580,363,376,10948,449,260,705,11653,7834,1150,20637,4187,1851,238,219,6493,295,185,476,6967,9135,1055,17164,1129,703,87,81,2008,31,29,60,2067,9053,870,11986,202,221,23,28,470,12,14,20,495,8332,863,9694,61,127,22,30,234,3,12,14,251,14184,1887,16318,94606,37261,4616,5332,141817,7745,4801,12548,154364,110518,16637,281518,1770,5179,259,294,7501,595,1791,2380,9886,17784,1369,29037,9690,7456,451,708,18298,1464,1188,2651,20948,7209,1716,29874,14078,4096,573,598,19349,1047,489,1536,20884,6170,1846,28900,13331,4421,747,531,19024,902,457,1355,20385,7044,1805,29236,12217,4515,420,453,17606,801,482,1279
128,8415,1767,451,224,10854,223,92,320,11167,1043,565,12775,7630,2386,661,154,10828,201,88,285,11116,1494,539,13157,8274,3545,524,201,12535,198,147,351,12881,1854,494,15230,8400,3692,364,208,12662,225,136,354,13020,1671,460,15151,8624,3524,354,194,12699,263,134,394,13087,1443,470,15007,8694,3320,382,190,12590,215,95,312,12898,1657,465,15018,6833,2848,381,143,10196,176,90,264,10464,2499,427,13381,3769,2516,314,111,6718,111,94,212,6931,4819,392,12138,1159,1355,124,36,2682,17,27,47,2724,6266,408,9400,250,484,33,32,806,4,14,17,821,5648,256,6726,91,253,38,36,408,5,12,13,424,13547,1293,15268,70140,33744,4259,1987,110119,2242,1804,4042,114163,49342,6516,170023,1318,4478,206,115,6118,173,705,875,6995,5721,373,13095,5771,4072,227,211,10283,309,282,593,10873,1351,444,12667,8334,1844,356,187,10716,254,98,350,11064,1024,598,12691,7941,2521,674,165,11302,174,101,267,11569,1329,595,13493,8033,3307,437,153,11938,172,118,290
197,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,6,0,0,5,6,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,5,0,11,7,0,0,0,5,0,0,0,5,12,0,16,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,22,7,29,19,3,7,0,32,0,0,0,32,65,10,110,3,3,0,0,6,3,0,3,6,3,0,12,3,0,3,0,3,0,0,0,3,3,3,9,4,0,3,0,7,0,0,0,7,3,0,12,7,0,4,0,14,0,0,0,14,3,0,20,5,0,0,0,9,0,0,0
199,442,152,54,22,673,114,45,164,830,328,270,1422,364,118,24,17,517,98,36,136,655,310,271,1235,255,86,18,11,370,85,28,109,485,291,276,1052,222,84,23,11,338,87,24,109,444,308,292,1052,192,87,22,20,309,69,14,86,400,275,263,939,165,81,22,13,277,68,11,81,356,316,282,954,144,61,13,6,229,40,17,54,285,364,198,847,75,47,13,6,149,20,18,38,180,489,161,827,13,23,3,5,36,3,3,5,45,461,99,606,5,3,0,3,15,0,0,0,14,261,88,366,0,0,0,3,7,0,0,3,8,245,109,358,2284,1002,223,142,3649,769,297,1066,4719,4386,2633,11739,53,49,6,8,112,45,26,68,183,221,114,517,288,193,19,33,528,112,48,152,683,394,285,1358,429,175,24,30,660,97,44,144,805,312,447,1559,273,118,23,12,427,103,29,130,565,265,318,1142,222,80,6,19,330,79,18,104
