SA4_CODE_2016,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6m,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6m,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6m,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6m,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6m,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6m,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6m,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6m,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85andover_N_c_b_0,C11_AP_85andover_N_c_b_1,C11_AP_85andover_N_c_b_2,C11_AP_85andover_N_c_b_3,C11_AP_85andover_N_c_b_4,C11_AP_85andover_N_c_b_5,C11_AP_85ov_N_c_b_6mor,C11_AP_85andover_N_c_b_NS,C11_AP_85_andover_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_T_T,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6m,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6m,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6m,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6m,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6m,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6m,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1,C16_AP_45_49_NCB_2,C16_AP_45_49_NCB_3,C16_AP_45_49_NCB_4,C16_AP_45_49_NCB_5,C16_AP_45_49_NCB_6m,C16_AP_45_49_NCB_NS,C16_AP_45_49_Tot,C16_AP_50_54_NCB_0,C16_AP_50_54_NCB_1,C16_AP_50_54_NCB_2,C16_AP_50_54_NCB_3,C16_AP_50_54_NCB_4,C16_AP_50_54_NCB_5,C16_AP_50_54_NCB_6m,C16_AP_50_54_NCB_NS,C16_AP_50_54_Tot,C16_AP_55_59_NCB_0,C16_AP_55_59_NCB_1,C16_AP_55_59_NCB_2,C16_AP_55_59_NCB_3,C16_AP_55_59_NCB_4,C16_AP_55_59_NCB_5,C16_AP_55_59_NCB_6m,C16_AP_55_59_NCB_NS,C16_AP_55_59_Tot,C16_AP_60_64_NCB_0,C16_AP_60_64_NCB_1,C16_AP_60_64_NCB_2,C16_AP_60_64_NCB_3,C16_AP_60_64_NCB_4,C16_AP_60_64_NCB_5,C16_AP_60_64_NCB_6m,C16_AP_60_64_NCB_NS,C16_AP_60_64_Tot,C16_AP_65_69_NCB_0,C16_AP_65_69_NCB_1,C16_AP_65_69_NCB_2,C16_AP_65_69_NCB_3,C16_AP_65_69_NCB_4,C16_AP_65_69_NCB_5,C16_AP_65_69_NCB_6m,C16_AP_65_69_NCB_NS,C16_AP_65_69_Tot,C16_AP_70_74_NCB_0,C16_AP_70_74_NCB_1,C16_AP_70_74_NCB_2,C16_AP_70_74_NCB_3,C16_AP_70_74_NCB_4,C16_AP_70_74_NCB_5,C16_AP_70_74_NCB_6m,C16_AP_70_74_NCB_NS,C16_AP_70_74_Tot,C16_AP_75_79_NCB_0,C16_AP_75_79_NCB_1,C16_AP_75_79_NCB_2,C16_AP_75_79_NCB_3
111,4621,2615,824,207,112,427,11844,1437,1340,4692,2754,925,241,108,470,11967,1134,1112,4416,2837,915,212,85,383,11090,1006,919,4099,2728,964,248,126,420,10509,762,693,3145,2216,915,275,132,405,8546,579,457,2127,1828,959,349,276,375,6953,472,461,1501,1518,900,385,319,410,5972,430,499,1430,1271,742,352,314,479,5516,452,648,1480,1168,628,306,245,770,5685,41173,16156,40879,24879,9577,3059,2028,7079,144830,9429,102,14,8,3,0,3,816,10367,10221,824,324,66,13,7,4,818,12279,7463,1799,1204,361,100,29,10,670,11631,3939,2586,3034,1043,325,77,38,521,11573,1998,1766,4046,1946,570,160,99,414,10990,1593,1620,4657,2394,689,203,131,472,11759,1523,1544,4722,2391,755,202,125,516,11768,1465,1530,4583,2640,847,216,127,567,11967,1411,1315,4676,2737,947,260,118,629,12098,1085,1108,4328,2807,914,227,96,563,11127,883,901,4029,2674,983,255,138,607,10472,686,669,2998,2215,881,253,154,582,8437,481,398,1828,1686
112,2876,1852,701,198,125,321,8580,1295,1109,3134,2186,839,244,109,405,9312,1126,926,2933,2135,821,238,106,364,8647,904,781,2698,1896,808,221,101,363,7772,610,535,2036,1630,749,209,163,302,6240,490,345,1372,1295,802,321,239,272,5138,403,306,1004,1089,733,333,347,332,4549,347,322,888,889,609,274,273,343,3932,381,422,987,763,525,231,284,529,4108,23361,11094,25970,17926,8071,2673,1967,5276,96337,5657,90,9,0,0,0,4,964,6731,3855,501,217,43,11,0,4,557,5186,2716,933,797,269,63,26,10,500,5319,1771,1201,1632,783,234,60,33,495,6210,1232,1133,2214,1129,367,124,57,538,6802,1157,1105,2759,1458,544,158,99,633,7903,1236,1112,2794,1641,635,173,95,686,8379,1352,1126,2876,1823,702,190,130,736,8934,1316,1108,3148,2168,872,269,126,827,9828,1168,945,3043,2212,867,237,130,801,9402,919,785,2827,1931,814,247,101,664,8293,581,537,2004,1616,744,210,146,577,6412,431,303,1269,1205
113,1632,1310,595,204,99,183,4977,465,410,1593,1414,698,210,109,227,5135,375,305,1437,1327,631,197,97,192,4562,316,259,1326,1197,589,191,112,190,4187,244,221,922,903,551,210,152,175,3384,196,129,667,745,563,240,214,154,2904,162,117,419,560,446,247,253,178,2387,137,114,363,408,358,233,208,168,1983,180,167,419,398,306,164,233,215,2093,14703,5446,14216,11861,6168,2308,1758,3178,59651,4117,85,13,3,0,0,0,637,4862,3586,490,249,60,8,4,3,424,4821,2395,873,738,297,71,20,10,374,4777,1142,851,1301,701,222,82,44,348,4702,568,521,1398,918,442,124,69,309,4343,477,439,1503,1192,480,162,111,355,4717,503,433,1527,1251,571,165,117,365,4930,509,416,1569,1258,588,201,102,366,5001,475,403,1551,1380,705,200,112,421,5249,352,300,1351,1247,623,199,115,436,4620,286,255,1265,1154,565,198,128,370,4223,236,214,863,857,528,203,150,324,3378,193,113,581,670
114,1680,1099,481,120,83,223,4807,664,555,1723,1214,501,143,76,228,5108,636,519,1697,1200,486,117,51,216,4928,708,518,1975,1343,542,130,62,243,5523,532,396,1590,1263,565,162,94,230,4833,367,284,1096,1005,563,203,126,219,3871,236,216,759,767,460,204,161,235,3046,223,185,555,562,321,140,135,262,2389,209,236,549,428,254,114,107,427,2338,12809,6030,16285,11439,5093,1597,1040,3529,57824,3616,61,9,3,0,0,0,490,4177,2186,367,150,38,0,0,0,291,3046,1525,663,521,212,63,11,7,239,3226,857,651,947,472,174,48,15,227,3377,530,490,1227,672,254,78,45,222,3521,500,484,1497,915,387,120,58,274,4248,575,525,1653,1037,412,148,65,327,4741,681,592,1715,1088,455,114,84,320,5053,782,609,1863,1299,510,149,68,388,5653,728,559,2017,1391,541,123,55,435,5850,771,559,2225,1422,581,150,83,467,6251,539,401,1604,1308,579,153,96,388,5069,329,240,976,933
115,3774,1899,525,127,71,236,8542,777,896,3426,1873,627,134,76,236,8043,618,769,2892,1730,574,138,71,236,7031,534,667,2645,1595,504,116,65,206,6331,362,362,1737,1214,457,114,53,169,4474,232,216,952,789,372,132,83,149,2929,173,147,612,504,267,111,79,106,1996,133,158,443,412,245,96,97,155,1738,166,243,594,364,195,83,101,386,2144,24228,9067,26485,14618,4857,1249,798,3598,84904,7243,16,4,0,0,0,0,729,7991,6107,173,52,5,0,0,3,443,6791,3799,696,398,106,16,3,3,349,5362,2018,1593,1833,519,117,23,10,248,6364,1041,1391,3425,1359,346,53,35,259,7902,849,1150,4112,1938,541,116,59,319,9087,851,1190,4039,1970,534,120,67,348,9119,753,1063,3563,1821,503,119,64,345,8233,692,990,3125,1752,565,129,70,302,7621,550,913,2621,1553,516,135,73,285,6641,449,671,2411,1490,490,119,62,269,5958,338,340,1629,1130,433,110,68,241,4288,200,206,901,779
116,3819,2132,889,282,256,479,10348,985,1154,3263,2080,912,317,227,427,9372,790,854,2845,1970,848,333,188,372,8201,555,620,2439,1740,874,283,199,333,7046,347,367,1424,1206,637,277,216,298,4777,222,267,867,835,498,260,294,220,3452,181,199,594,557,410,246,323,219,2735,121,191,419,364,263,198,266,188,2016,170,221,403,289,212,135,278,228,1934,33853,15457,30389,17858,7993,3231,2904,6387,118068,9733,149,25,8,0,0,3,1366,11288,8613,993,396,100,20,5,3,979,11113,6813,2537,1486,524,172,49,29,894,12515,3774,3847,4102,1401,472,158,103,859,14713,1832,2520,5181,2132,745,270,237,726,13649,1353,1680,4633,2366,941,323,275,610,12183,1174,1521,4115,2145,919,367,265,579,11086,1089,1254,3764,2135,900,293,255,565,10248,922,1165,3206,2083,907,315,241,543,9383,666,839,2753,1911,831,328,219,482,8027,480,612,2260,1648,831,275,222,466,6788,287,360,1324,1062,623,235,204,371,4466,161,254,772,723
117,1741,627,191,46,43,705,7338,2224,1124,1547,670,228,68,60,633,6559,1613,1072,1623,789,261,80,66,633,6137,1083,779,1525,702,290,86,67,501,5040,681,544,1174,594,248,80,72,378,3773,446,379,900,504,241,107,93,354,3026,302,311,638,405,239,108,124,267,2392,298,226,454,281,153,88,120,246,1869,257,248,395,213,126,85,89,410,1830,63075,12941,15514,6260,2306,851,828,12750,114519,5826,29,8,0,0,0,0,1022,6881,16618,217,44,16,5,0,7,2882,19788,19767,978,312,67,19,6,9,3400,24551,14087,2561,1121,195,30,6,9,2515,20529,6869,2474,2110,507,88,25,15,1483,13566,4232,1754,2358,661,155,36,27,1095,10319,3217,1495,2121,642,167,50,35,867,8594,2450,1331,1863,680,198,60,50,758,7391,1972,1196,1678,724,250,83,54,739,6692,1452,1040,1609,763,275,87,66,644,5927,948,798,1492,742,284,91,73,507,4936,616,489,1114,564,248,77,63,412,3588,365,326,830,491
118,2687,1164,255,56,34,663,8154,1634,1203,2420,1079,269,46,26,599,7281,1358,975,2181,982,264,62,46,510,6372,1208,900,2171,1087,311,82,22,495,6269,786,608,1676,936,300,87,49,436,4865,637,455,1166,811,335,85,74,369,3922,455,337,869,675,310,111,100,304,3159,494,346,851,568,259,92,129,365,3098,571,555,1052,555,291,102,96,553,3780,49061,13057,22146,10285,3071,788,627,10402,109436,5854,16,0,0,0,0,0,759,6636,9666,108,29,0,5,0,3,1296,11105,11548,509,166,30,9,4,3,1720,13988,8786,2101,1066,208,39,10,8,1489,13707,4275,2236,2798,765,141,15,13,1068,11310,2547,1614,3179,1319,262,40,23,823,9813,2031,1455,3083,1307,282,46,24,778,9003,1799,1235,2625,1143,258,40,35,607,7747,1446,1221,2306,1041,274,49,26,584,6948,1186,935,2081,955,263,57,47,559,6086,1040,835,2074,1029,296,71,26,575,5952,716,567,1626,894,286,77,44,472,4680,522,400,1091,789
119,6339,2997,1190,440,308,1017,18213,2747,2969,5511,2882,1199,476,352,977,17112,2151,2258,4782,2765,1144,430,344,852,14726,1652,1611,4611,2633,1055,372,309,724,12962,1108,1075,3551,2181,886,345,323,605,10072,823,800,3034,1903,883,320,421,598,8790,697,761,2280,1615,854,419,497,573,7692,655,700,1874,1274,732,358,520,645,6753,785,963,1970,1302,710,322,462,953,7464,69171,29912,53557,28104,11747,4451,4099,14744,215787,14356,88,13,3,4,0,9,2254,16732,16487,1130,384,79,6,0,7,2158,20261,15542,3512,1983,682,167,37,18,2187,24115,8740,5384,4797,1832,608,166,79,1657,23255,4405,3673,6169,2838,1065,331,168,1251,19908,3302,3086,6568,3212,1270,455,261,1138,19296,2888,3091,6437,3168,1213,446,303,1114,18650,2690,3067,6273,2998,1223,458,332,1115,18153,2400,3162,5414,2845,1203,512,380,1026,16942,1896,2575,4666,2676,1111,414,343,885,14566,1355,1574,4376,2410,1034,362,309,834,12254,943,972,3373,2057,846,329,320,670,9514,644,736,2829,1734
120,3298,1255,312,75,25,573,9979,2126,1583,2821,1127,346,90,55,441,8593,1766,1368,2465,1166,367,106,61,418,7710,1277,924,2282,1238,405,118,54,420,6716,826,533,1620,968,357,107,78,291,4784,490,421,1331,854,394,166,111,313,4081,454,348,1020,730,341,147,151,302,3497,409,338,765,506,303,164,158,371,3026,481,399,778,475,286,141,192,748,3498,48205,16363,25187,10900,3696,1228,947,8265,114800,6025,14,4,0,0,0,0,731,6775,9826,188,44,8,3,0,6,1313,11388,11446,1202,335,68,13,3,3,1537,14602,7667,3127,1626,322,51,16,11,1233,14063,3977,2646,3241,849,159,32,19,855,11775,2880,2105,3873,1279,274,41,22,756,11237,2467,1954,3647,1285,322,56,23,667,10420,2281,1912,3322,1269,319,75,42,656,9884,1928,1675,2758,1162,357,95,60,587,8626,1547,1432,2368,1096,360,108,47,512,7470,1109,907,2191,1199,409,109,54,435,6420,708,519,1622,969,373,114,77,369,4745,424,378,1231,831
121,5720,2664,603,114,21,597,14664,2432,1974,4963,2499,654,113,60,539,13224,2056,1577,4250,2231,646,134,42,507,11452,1712,1360,4134,2282,635,136,75,480,10822,1218,835,3080,1852,642,144,73,373,8225,866,525,1953,1622,633,206,100,338,6252,670,398,1357,1232,637,201,167,357,5021,626,411,1218,1011,622,217,170,394,4668,884,756,1545,1163,588,235,177,807,6154,60121,19823,41315,21476,6610,1641,954,8970,160917,10400,12,3,0,0,0,0,1046,11465,10111,142,34,6,0,0,0,968,11258,11112,934,330,57,4,0,0,1154,13589,8681,3777,2263,391,50,3,6,1140,16308,4822,3710,5334,1460,236,32,9,908,16515,3343,2938,6319,2446,469,63,20,813,16400,2828,2647,6160,2774,583,111,38,759,15894,2421,2277,5533,2559,607,110,42,668,14218,2139,2066,4626,2292,602,109,61,637,12535,1796,1814,3915,1977,594,137,59,563,10857,1514,1397,3858,2121,611,132,77,538,10254,1038,810,3005,1770,612,151,71,478,7939,728,490,1861,1512
122,3794,1719,418,55,26,313,9184,1296,1105,3149,1604,433,93,33,286,8001,1036,882,2778,1481,451,91,34,302,7049,826,729,2641,1434,441,91,32,256,6452,570,558,2234,1342,476,103,48,251,5577,357,353,1472,1087,464,152,63,241,4185,318,254,966,926,434,158,106,240,3401,325,288,895,784,407,165,108,308,3279,428,470,1116,721,342,140,128,737,4079,31275,11939,28562,14765,4603,1164,628,5345,98283,6281,5,0,0,0,0,0,643,6932,5399,113,37,10,3,0,0,508,6074,5379,650,263,56,5,0,0,558,6916,4251,1846,1442,314,47,8,3,549,8464,2238,1846,3338,1100,175,19,10,511,9235,1647,1430,4455,1920,396,47,24,530,10439,1517,1405,4242,1974,434,74,33,452,10132,1436,1247,3642,1745,414,62,24,458,9032,1176,1052,3012,1577,458,96,33,414,7818,937,853,2582,1451,449,94,33,357,6760,717,701,2530,1398,453,102,39,417,6366,499,518,2106,1308,449,108,49,367,5405,309,325,1364,1030
123,3189,1941,787,232,164,373,8545,824,799,3085,2037,859,264,189,368,8425,629,667,2664,1955,789,251,147,297,7394,465,539,2309,1615,713,237,124,338,6342,311,316,1313,1016,526,201,139,212,4037,195,200,783,703,378,185,184,182,2815,141,157,446,453,336,162,173,175,2047,98,149,357,353,222,139,166,193,1676,98,183,371,321,186,110,127,308,1699,26270,10636,25120,15769,6725,2423,1808,5245,94005,7707,91,13,0,0,0,6,991,8803,6976,802,331,61,9,3,8,722,8917,4784,1827,1322,432,124,30,13,635,9157,2546,2376,2876,1191,362,121,55,584,10098,1290,1417,3273,1760,627,227,137,537,9277,1072,1189,3480,1923,804,289,205,443,9401,877,1106,3138,1900,771,298,188,458,8730,862,962,3181,1951,827,240,196,454,8681,746,783,2945,2014,832,283,182,443,8228,555,654,2521,1867,787,259,144,439,7225,413,523,2126,1558,685,244,120,403,6067,266,298,1233,1008,517,190,144,325,3987,169,163,697,664
124,3737,2370,893,255,149,468,10425,1228,1112,3793,2664,1031,282,154,475,10742,1040,940,3373,2296,919,256,144,406,9380,822,799,3123,2080,866,255,138,366,8443,516,491,1931,1392,693,233,168,286,5704,370,336,1077,1021,552,282,203,272,4118,258,265,706,644,481,243,240,239,3075,212,226,580,487,341,146,204,273,2457,241,291,658,486,281,170,182,437,2754,33027,13949,31277,19536,8178,2733,1936,6443,117082,8652,123,11,3,0,0,3,1018,9806,7767,961,355,76,12,6,3,836,10019,5700,2037,1449,483,110,22,23,798,10616,3090,2307,2976,1253,390,111,59,722,10908,1741,1622,3553,1847,672,191,129,620,10379,1454,1440,3848,2139,848,229,172,586,10712,1336,1374,3777,2218,839,293,163,600,10608,1309,1207,3572,2282,880,272,161,608,10301,1188,1113,3686,2551,994,313,160,578,10580,1003,900,3159,2232,859,259,157,518,9102,741,735,2852,2007,808,256,145,552,8095,467,460,1829,1309,621,237,168,404,5483,316,281,956,946
125,4439,2081,882,380,276,704,12804,1790,1993,3911,2029,920,320,267,680,11910,1426,1610,3338,1914,913,329,283,602,10403,1089,961,3012,1962,829,318,289,449,8919,675,643,2225,1517,695,281,240,456,6725,483,436,1606,1254,675,325,355,397,5527,402,363,1084,978,621,295,378,386,4504,385,371,898,763,462,267,466,454,4060,386,517,1012,708,458,243,347,711,4386,52744,22602,36452,19309,8807,3657,3494,11357,158416,10101,78,6,3,3,0,4,1667,11862,11706,889,359,82,13,8,4,1774,14832,12230,3588,1843,576,153,46,20,2107,20554,7478,6123,4536,1472,542,166,77,1769,22150,3433,3612,5327,2137,859,346,183,1230,17130,2485,2386,4908,2107,871,385,295,913,14339,2130,2215,4503,2072,888,380,296,894,13386,1860,2116,4424,2071,910,353,311,858,12901,1560,2130,3878,1965,896,340,283,815,11872,1225,1767,3166,1891,881,332,283,630,10175,920,974,2759,1780,801,316,287,592,8430,557,613,2054,1397,699,278,249,439,6284,360,377,1453,1151
126,2543,980,237,52,24,199,6094,980,957,2212,1058,276,69,32,201,5778,817,811,1849,951,311,71,38,194,5036,623,567,1702,861,270,82,47,162,4320,456,321,1229,726,286,81,38,137,3267,344,209,899,754,359,105,71,142,2887,248,195,673,620,324,125,105,154,2435,275,200,627,505,309,139,119,191,2357,366,343,678,516,240,140,129,402,2807,25968,9196,18154,8916,2985,921,631,3473,70242,4529,3,6,0,0,0,0,474,5016,6422,84,22,0,0,0,0,635,7170,5888,654,222,39,6,0,0,559,7365,3493,1931,1214,215,32,7,0,436,7337,1759,1589,2333,698,121,26,3,308,6838,1179,1140,2677,876,217,39,17,259,6403,1043,1179,2526,1036,199,34,18,234,6260,936,1054,2494,995,247,54,19,246,6041,873,1069,2089,980,277,66,28,248,5629,736,1026,1767,861,278,68,42,247,5024,551,618,1574,798,266,83,52,199,4132,390,296,1148,663,274,75,48,197,3098,287,199,841,677
127,4733,2749,1156,378,278,675,12984,1445,1448,4370,2793,1148,433,290,689,12613,1143,1052,3442,2406,1150,449,319,640,10598,833,744,2820,1949,954,407,315,551,8576,504,467,1667,1372,727,350,390,426,5909,319,368,1242,1103,675,390,529,433,5055,228,313,855,785,490,308,620,373,3971,192,233,562,524,363,252,519,325,2972,151,236,482,375,243,184,399,363,2436,42427,16186,35719,21703,9566,4013,4144,10030,143781,11943,90,18,3,0,0,4,1950,14007,11755,923,388,91,12,6,10,1484,14665,8420,2429,1812,614,177,25,11,1302,14795,4320,3128,4097,1732,573,147,85,1085,15163,2270,2068,4784,2510,1049,340,197,975,14195,1665,1832,5173,3023,1175,421,270,869,14419,1672,1717,4933,2939,1174,386,276,889,13977,1416,1575,4689,2869,1234,471,283,837,13368,1308,1410,4319,2817,1258,505,344,801,12765,1007,1055,3354,2404,1211,480,416,703,10625,702,754,2620,1913,971,451,381,614,8406,404,441,1588,1352,772,347,476,458,5829,267,330,1086,1005
128,3195,1748,478,103,40,235,7758,904,857,3181,1897,490,94,50,237,7698,672,675,2827,1731,521,106,45,209,6780,534,543,2591,1599,487,100,56,204,6111,373,412,1895,1339,440,106,42,226,4836,245,288,1209,988,455,125,67,160,3536,233,228,947,764,440,154,110,192,3063,225,249,870,743,390,160,111,255,3008,259,311,884,601,318,121,125,410,3039,26254,9647,26194,15052,4881,1219,709,3931,87877,5828,10,6,0,0,0,0,529,6373,5577,157,34,5,3,0,0,401,6176,4733,836,345,91,15,7,0,443,6469,2710,1762,1621,477,89,15,5,332,7009,1299,1250,2936,1194,263,32,14,316,7300,1079,1085,3462,1745,380,70,30,335,8193,1011,1051,3366,1646,455,91,40,295,7957,945,948,3117,1666,471,102,40,304,7593,825,837,3044,1792,479,104,50,313,7446,630,689,2621,1650,498,101,50,286,6522,469,507,2432,1480,462,102,49,240,5740,320,392,1859,1268,415,116,45,222,4639,216,244,1118,946
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,4,5,0,0,0,0,0,15,0,0,3,3,0,0,0,0,7,0,0,3,3,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,7,23,9,4,0,0,3,55,8,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,12,3,0,5,0,0,0,0,3,14,3,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,12,0,0,4,0,0,0,0,0,7,3,3,3,4,3,0,0,5,22,0,6,8,5,0,0,0,3,23,3,6,5,0,3,3,0,3,26,0,3,13,11,0,3,0,8,36,3,0,5,9,3,0,0,4,28,0,0,6,3
199,71,43,21,3,4,52,317,68,41,95,54,22,8,8,65,356,54,34,100,91,31,3,0,43,359,38,40,116,68,40,8,3,43,359,26,15,70,39,17,10,11,26,214,15,5,27,25,15,8,7,28,132,4,4,8,8,7,0,3,12,46,3,4,7,7,4,4,3,13,51,5,3,23,14,8,0,3,25,71,1911,475,757,476,228,87,63,789,4779,167,12,3,0,0,0,0,50,232,424,27,17,0,0,0,0,150,615,397,28,29,16,3,0,3,159,635,199,48,40,23,13,4,3,124,457,111,36,42,30,10,3,7,97,338,95,39,31,25,10,9,8,86,290,89,30,49,36,10,8,3,90,310,67,40,70,35,14,8,5,94,338,56,26,95,55,26,14,3,65,341,63,27,106,78,34,4,3,73,391,36,24,98,56,31,8,7,65,326,17,8,41,23,20,6,3,30,154,13,3,14,23
