SA4_CODE_2016,C06_CFC_SMS_MRM_NDC_UR_1,C06_CFC_SMS_MRM_NDC_UR_2,C06_CFC_SMS_MRM_NDC_UR_3,C06_CFC_SMS_MRM_NDC_UR_4mo,C06_CFC_SMS_MRM_NDC_UR_Total,C06_CFC_SMS_M_DfM_NDC_UR_1,C06_CFC_SMS_M_DfM_NDC_UR_2,C06_CFC_SMS_M_DfM_NDC_UR_3,C06_CFC_SMS_M_DfM_NDC_UR_4mo,C06_CFC_SMS_M_DfM_NDC_UR_Tot,C06_CFC_SMS_Tot_NDC_UR_1,C06_CFC_SMS_Tot_NDC_UR_2,C06_CFC_SMS_Tot_NDC_UR_3,C06_CFC_SMS_Tot_NDC_UR_4mo,C06_CFC_SMS_Tot_NDC_UR_Tot,C06_1_PF_NDC_UR_1,C06_1_PF_NDC_UR_2,C06_1_PF_NDC_UR_3,C06_1_PF_NDC_UR_4mo,C06_1_PF_NDC_UR_Tot,C06_Tot_NDC_UR_1,C06_Tot_NDC_UR_2,C06_Tot_NDC_UR_3,C06_Tot_NDC_UR_4mo,C06_Tot_NDC_UR_Tot,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Tot,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1_PF_NDC_UR_1,C11_1_PF_NDC_UR_2,C11_1_PF_NDC_UR_3,C11_1_PF_NDC_UR_4mo,C11_1_PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1_PF_NDC_UR_1,C16_1_PF_NDC_UR_2,C16_1_PF_NDC_UR_3,C16_1_PF_NDC_UR_4mo,C16_1_PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot
113,3624,4917,2798,1073,12404,813,698,320,162,1993,4435,5612,3121,1236,14398,2077,1371,579,238,4269,6508,6982,3699,1479,18674,3399,4643,2586,1029,11663,879,775,349,185,2187,4283,5419,2932,1211,13848,2062,1340,612,285,4287,6343,6758,3545,1494,18138,3230,4496,2418,885,11023,950,835,347,146,2275,4178,5329,2761,1035,13303,1992,1351,598,279,4215,6168,6678,3364,1315,17522
114,2945,4256,1880,599,9681,712,648,239,112,1709,3658,4903,2118,707,11391,1986,1372,514,214,4090,5639,6278,2635,922,15479,2834,3974,1708,585,9107,778,670,303,141,1891,3616,4646,2010,723,10996,2177,1458,504,219,4360,5796,6108,2512,943,15356,2889,3774,1706,539,8901,874,818,300,121,2110,3762,4590,2001,657,11012,1984,1338,504,197,4029,5743,5937,2502,855,15039
115,7908,11709,4512,1196,25328,534,473,167,63,1237,8447,12187,4677,1257,26564,1732,1225,376,109,3444,10176,13417,5049,1366,30013,8212,12083,4602,1236,26130,618,535,175,73,1404,8833,12613,4778,1310,27535,1886,1344,427,105,3761,10719,13955,5206,1416,31297,8785,13146,4640,1183,27750,763,714,214,80,1771,9547,13857,4859,1262,29525,1893,1441,387,94,3819,11440,15296,5248,1362,33342
116,9599,12051,4555,1839,28037,1334,1075,443,242,3100,10931,13129,4993,2083,31135,4509,3225,1309,682,9724,15440,16352,6302,2760,40855,11491,13667,5047,2010,32216,1327,1131,482,288,3228,12814,14798,5531,2303,35449,4914,3343,1368,779,10394,17731,18139,6897,3079,45840,13289,16031,5299,1984,36594,1587,1306,590,315,3803,14876,17336,5881,2297,40397,4828,3194,1321,730,10075,19702,20533,7206,3026,50469
117,5062,4200,1011,265,10538,1061,499,101,31,1687,6120,4697,1109,298,12220,2752,1205,290,103,4347,8871,5903,1398,399,16574,6060,5053,1225,255,12585,1271,815,148,31,2260,7333,5868,1368,279,14848,2990,1249,289,82,4619,10324,7115,1662,363,19462,7012,6034,1305,219,14571,1705,1018,194,27,2940,8715,7048,1494,247,17515,3025,1278,273,59,4637,11743,8326,1769,308,22151
118,6254,7345,2398,528,16527,1059,619,113,24,1819,7314,7963,2506,557,18344,2801,1281,281,73,4444,10120,9246,2793,631,22784,6913,8406,2849,574,18739,1293,909,195,34,2435,8212,9308,3048,610,21172,2960,1409,317,67,4754,11172,10717,3360,679,25930,7284,9352,3078,591,20303,1696,1108,232,39,3081,8974,10463,3311,630,23385,2894,1529,341,66,4831,11867,11994,3654,695,28210
119,17619,19810,7556,2988,47978,1341,905,302,137,2680,18961,20719,7850,3125,50661,6823,4034,1355,527,12740,25785,24753,9208,3648,63396,19224,21405,8267,3235,52134,1460,1119,351,167,3089,20684,22519,8616,3402,55226,7346,4318,1432,596,13687,28027,26837,10044,4000,68909,20556,22584,8525,3451,55120,1879,1545,506,228,4152,22431,24123,9033,3674,59268,7399,4301,1533,615,13846,29829,28421,10567,4292,73113
120,8560,8936,2656,651,20813,1052,620,123,31,1836,9618,9559,2786,686,22644,3340,1489,341,83,5245,12952,11050,3125,770,27891,9686,10365,2940,660,23651,1206,844,162,40,2256,10892,11211,3102,696,25904,3545,1600,359,82,5584,14437,12806,3458,783,31489,10608,11576,3024,582,25787,1474,1117,213,40,2842,12081,12693,3238,622,28634,3583,1753,346,79,5758,15663,14444,3580,702,34392
121,12408,16377,6179,1354,36312,1048,680,166,41,1935,13455,17057,6341,1395,38247,3575,1972,548,101,6196,17033,19034,6890,1490,44439,13892,18501,6640,1338,40368,1188,825,209,50,2264,15083,19320,6847,1390,42638,3989,2322,550,108,6971,19066,21644,7394,1498,49605,16284,20737,6540,1213,44776,1619,1187,277,66,3155,17910,21923,6825,1282,47939,4355,2496,590,99,7542,22263,24417,7414,1382,55479
122,7146,10349,3668,769,21927,1066,731,197,43,2046,8214,11078,3873,812,23971,2401,1424,376,94,4292,10612,12497,4249,899,28261,7800,11781,4181,826,24585,1238,976,281,56,2544,9036,12757,4463,880,27135,2544,1597,418,84,4644,11581,14351,4881,964,31778,8040,12771,4409,783,26004,1535,1311,334,83,3266,9569,14081,4748,870,29270,2441,1677,430,78,4627,12014,15763,5175,943,33892
123,7231,9478,3919,1459,22086,1248,1004,421,227,2903,8480,10479,4345,1691,24989,3952,2634,1048,528,8160,12425,13111,5391,2216,33151,7342,9470,3855,1520,22179,1284,1137,485,219,3128,8625,10609,4338,1737,25311,4008,2580,1127,512,8232,12637,13188,5468,2245,33538,8305,10384,4104,1547,24338,1609,1354,555,288,3809,9911,11742,4657,1836,28145,3938,2738,1151,490,8324,13858,14479,5805,2324,36466
124,8573,11108,4659,1667,26008,1748,1419,514,225,3907,10329,12530,5169,1888,29912,4695,2979,1066,391,9134,15024,15507,6234,2278,39046,8438,10870,4372,1605,25286,1884,1602,607,248,4344,10322,12471,4978,1853,29629,4918,3102,1113,424,9560,15247,15577,6088,2284,39189,8533,10897,4296,1541,25271,2211,1857,702,279,5047,10739,12752,4998,1822,30316,4809,3077,1110,475,9467,15553,15829,6103,2298,39788
125,12998,14058,5360,2485,34898,957,666,241,102,1964,13955,14720,5605,2586,36867,4924,2754,984,497,9162,18880,17476,6589,3082,46029,15772,16264,5780,2672,40492,1040,724,253,139,2153,16813,16990,6035,2810,42648,5277,3087,1122,509,9996,22093,20079,7154,3319,52647,18978,18729,6224,2893,46826,1308,1005,374,174,2861,20280,19740,6599,3060,49680,5333,2986,1056,494,9871,25618,22721,7656,3559,59556
126,5798,7169,2439,499,15904,409,283,78,16,778,6209,7453,2511,509,16687,1656,966,228,45,2892,7862,8421,2744,552,19575,6467,7832,2495,460,17252,433,333,87,22,866,6900,8164,2579,480,18124,1872,946,208,33,3057,8767,9109,2788,513,21180,7561,8856,2537,460,19416,543,463,90,22,1117,8102,9322,2628,481,20528,1984,1018,229,53,3288,10084,10343,2861,533,23816
127,11911,15293,6203,2307,35716,964,920,366,163,2405,12870,16216,6565,2467,38125,5535,3679,1393,503,11112,18404,19897,7953,2970,49232,12584,15487,6640,2573,37281,1111,962,417,193,2682,13691,16441,7059,2767,39958,5761,4197,1491,669,12114,19451,20640,8552,3434,52075,13344,16554,7078,2869,39846,1463,1423,609,305,3801,14805,17984,7682,3175,43645,6063,4226,1618,741,12653,20866,22211,9304,3921,56300
128,6783,9850,3668,868,21172,813,596,172,68,1652,7594,10448,3840,934,22822,2333,1496,432,92,4361,9930,11943,4274,1026,27182,6912,9953,3821,839,21520,936,756,212,76,1985,7851,10703,4034,914,23504,2544,1572,422,116,4652,10389,12282,4454,1029,28152,6959,10247,3854,771,21834,1097,941,304,60,2408,8064,11193,4162,832,24245,2454,1574,410,107,4544,10518,12764,4567,938,28786
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
