SA4_CODE_2016,C16_450_549_1PF_CU15_DS,C16_450_549_1PF_CU15_NDS,C16_450_549_1PFnoCU15_DS,C16_450_549_1PF_NDCO,C16_450_549_T,C16_550_649_1PF_CU15_DS,C16_550_649_1PF_CU15_NDS,C16_550_649_1PFnoCU15_DS,C16_550_649_1PF_NDCO,C16_550_649_T,C16_650_749_1PF_CU15_DS,C16_650_749_1PF_CU15_NDS,C16_650_749_1PFnoCU15_DS,C16_650_749_1PF_NDCO,C16_650_749_T,C16_750_849_1PF_CU15_DS,C16_750_849_1PF_CU15_NDS,C16_750_849_1PFnoCU15_DS,C16_750_849_1PF_NDCO,C16_750_849_T,C16_850_949_1PF_CU15_DS,C16_850_949_1PF_CU15_NDS,C16_850_949_1PFnoCU15_DS,C16_850_949_1PF_NDCO,C16_850_949_T,C16_950_and_over_1PF_CU15_DS,C16_950_and_over_1PF_CU15_NDS,C16_950_and_over_1PFnoCU15_DS,C16_950_and_over_1PF_NDCO,C16_950_and_over_T,C16_Rns_1PF_CU15_DS,C16_Rns_1PF_CU15_NDS,C16_Rns_1PFnoCU15_DS,C16_Rns_1PF_NDCO,C16_Rns_T,C16_Tot_1PF_CU15_DS,C16_Tot_1PF_CU15_NDS,C16_Tot_1PFnoCU15_DS,C16_Tot_1_pa_f_NDCO,C16_Tot_T
111,88,379,112,150,734,22,63,19,32,135,0,15,4,12,31,0,3,3,0,8,0,0,0,0,4,0,4,0,5,8,13,101,12,61,192,718,4160,973,1980,7831
112,60,297,82,116,557,19,108,36,33,193,7,40,0,13,56,3,12,7,6,27,4,11,0,0,15,4,7,6,0,10,8,73,12,47,139,535,3100,785,1311,5734
113,6,14,3,9,30,0,4,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,48,9,32,94,303,1926,272,685,3185
114,26,67,24,13,129,6,14,4,9,42,0,3,3,3,10,0,3,0,3,4,0,0,0,0,0,0,3,0,0,4,7,46,4,32,89,277,1587,330,658,2857
115,53,182,92,113,445,75,200,94,110,475,32,83,35,55,203,18,28,17,25,84,8,14,9,8,36,3,16,9,3,31,4,22,11,9,47,234,752,330,448,1767
116,145,528,175,239,1092,59,192,68,97,420,18,61,23,35,146,9,11,0,5,26,0,3,0,3,8,0,5,0,0,5,33,135,32,90,291,932,4233,1010,2255,8433
117,27,225,65,137,458,17,185,67,128,392,26,184,54,106,381,10,77,47,70,198,10,36,29,32,107,15,70,48,34,167,10,47,30,61,150,239,1659,664,1356,3913
118,21,240,95,171,535,38,293,95,137,567,32,186,66,89,372,12,100,43,50,206,12,72,27,34,139,41,214,91,61,415,4,48,23,56,127,221,1587,636,965,3407
119,248,988,353,687,2275,142,563,212,336,1258,80,217,84,129,499,17,56,25,33,132,3,26,4,14,50,11,22,14,18,58,31,143,65,140,387,1023,4439,1734,3352,10543
120,65,405,205,242,921,43,266,125,181,612,33,204,95,112,441,10,88,54,51,198,9,37,23,29,94,9,53,42,31,137,0,50,30,45,121,252,1747,834,1200,4034
121,57,414,191,239,897,55,373,193,203,829,54,260,149,124,581,51,150,98,71,382,24,97,52,43,214,75,151,154,85,468,8,27,32,41,111,377,1820,1046,1121,4363
122,27,288,87,166,577,36,207,91,119,450,31,149,51,71,300,30,101,49,66,239,23,60,34,32,148,49,103,43,41,246,0,32,14,24,74,228,1159,462,702,2552
123,118,480,101,228,924,31,104,26,50,213,6,18,5,15,41,0,4,0,0,6,0,3,0,0,8,0,4,0,0,10,24,107,20,65,212,684,3273,666,1731,6353
124,152,513,125,200,990,25,112,24,48,214,10,28,7,6,49,0,14,3,10,19,3,3,3,0,11,0,3,0,0,8,24,89,28,55,186,676,3758,788,1723,6944
125,231,847,291,499,1872,92,303,113,198,708,28,109,35,68,231,15,43,11,26,98,7,16,4,6,26,3,8,5,3,15,19,99,59,120,299,840,3480,1255,2607,8183
126,30,201,115,153,499,48,185,79,102,412,23,94,48,45,210,7,32,29,21,88,11,20,3,3,36,6,21,13,4,50,3,31,14,30,81,172,893,465,661,2185
127,258,826,289,573,1946,95,264,78,151,582,19,55,22,42,141,0,21,5,7,28,3,6,0,0,13,3,6,3,3,13,38,135,48,113,336,1061,4162,1417,3101,9740
128,52,306,95,173,632,47,171,79,106,400,29,105,47,43,219,16,22,14,22,69,3,11,0,3,26,0,10,12,6,39,0,34,15,36,91,218,1266,443,790,2710
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
