SA4_CODE_2016,SOL_Polish_C06_P,SOL_Polish_C11_M,SOL_Polish_C11_F,SOL_Polish_C11_P,SOL_Polish_C16_M,SOL_Polish_C16_F,SOL_Polish_C16_P,SOL_Punjabi_C06_M,SOL_Punjabi_C06_F,SOL_Punjabi_C06_P,SOL_Punjabi_C11_M,SOL_Punjabi_C11_F,SOL_Punjabi_C11_P,SOL_Punjabi_C16_M,SOL_Punjabi_C16_F,SOL_Punjabi_C16_P,SOL_Russian_C06_M,SOL_Russian_C06_F,SOL_Russian_C06_P,SOL_Russian_C11_M,SOL_Russian_C11_F,SOL_Russian_C11_P,SOL_Russian_C16_M,SOL_Russian_C16_F,SOL_Russian_C16_P,SOL_Samoan_C06_M,SOL_Samoan_C06_F,SOL_Samoan_C06_P,SOL_Samoan_C11_M,SOL_Samoan_C11_F,SOL_Samoan_C11_P,SOL_Samoan_C16_M,SOL_Samoan_C16_F,SOL_Samoan_C16_P,SOL_Serbian_C06_M,SOL_Serbian_C06_F,SOL_Serbian_C06_P,SOL_Serbian_C11_M,SOL_Serbian_C11_F,SOL_Serbian_C11_P,SOL_Serbian_C16_M,SOL_Serbian_C16_F,SOL_Serbian_C16_P,SOL_Sinhalese_C06_M,SOL_Sinhalese_C06_F,SOL_Sinhalese_C06_P,SOL_Sinhalese_C11_M,SOL_Sinhalese_C11_F,SOL_Sinhalese_C11_P,SOL_Sinhalese_C16_M,SOL_Sinhalese_C16_F,SOL_Sinhalese_C16_P,SOL_Spanish_C06_M,SOL_Spanish_C06_F,SOL_Spanish_C06_P,SOL_Spanish_C11_M,SOL_Spanish_C11_F,SOL_Spanish_C11_P,SOL_Spanish_C16_M,SOL_Spanish_C16_F,SOL_Spanish_C16_P,SOL_Tagalog_C06_M,SOL_Tagalog_C06_F,SOL_Tagalog_C06_P,SOL_Tagalog_C11_M,SOL_Tagalog_C11_F,SOL_Tagalog_C11_P,SOL_Tagalog_C16_M,SOL_Tagalog_C16_F,SOL_Tagalog_C16_P,SOL_Tamil_C06_M,SOL_Tamil_C06_F,SOL_Tamil_C06_P,SOL_Tamil_C11_M,SOL_Tamil_C11_F,SOL_Tamil_C11_P,SOL_Tamil_C16_M,SOL_Tamil_C16_F,SOL_Tamil_C16_P,SOL_Thai_C06_M,SOL_Thai_C06_F,SOL_Thai_C06_P,SOL_Thai_C11_M,SOL_Thai_C11_F,SOL_Thai_C11_P,SOL_Thai_C16_M,SOL_Thai_C16_F,SOL_Thai_C16_P,SOL_Turkish_C06_M,SOL_Turkish_C06_F,SOL_Turkish_C06_P,SOL_Turkish_C11_M,SOL_Turkish_C11_F,SOL_Turkish_C11_P,SOL_Turkish_C16_M,SOL_Turkish_C16_F,SOL_Turkish_C16_P,SOL_Urdu_C06_M,SOL_Urdu_C06_F,SOL_Urdu_C06_P,SOL_Urdu_C11_M,SOL_Urdu_C11_F,SOL_Urdu_C11_P,SOL_Urdu_C16_M,SOL_Urdu_C16_F,SOL_Urdu_C16_P,SOL_Viet_C06_M,SOL_Viet_C06_F,SOL_Viet_C06_P,SOL_Viet_C11_M,SOL_Viet_C11_F,SOL_Viet_C11_P,SOL_Viet_C16_M,SOL_Viet_C16_F,SOL_Viet_C16_P,SOL_Other_C06_M,SOL_Other_C06_F,SOL_Other_C06_P,SOL_Other_C11_M,SOL_Other_C11_F,SOL_Other_C11_P,SOL_Other_C16_M,SOL_Other_C16_F,SOL_Other_C16_P,SOL_Tot_C06_M,SOL_Tot_C06_F,SOL_Tot_C06_P,SOL_Tot_C11_M,SOL_Tot_C11_F,SOL_Tot_C11_P,SOL_Tot_C16_M,SOL_Tot_C16_F,SOL_Tot_C16_P,Lang_spoke_home_NS_C06_M,Lang_spoke_home_NS_C06_F,Lang_spoke_home_NS_C06_P,Lang_spoke_home_NS_C11_M,Lang_spoke_home_NS_C11_F,Lang_spoke_home_NS_C11_P,Lang_spoke_home_NS_C16_M,Lang_spoke_home_NS_C16_F,Lang_spoke_home_NS_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
111,780,240,377,612,220,340,555,31,25,53,79,58,133,187,134,321,51,90,142,74,117,186,86,136,220,167,160,329,194,159,354,198,167,363,184,178,363,185,171,353,177,177,351,53,54,111,74,76,147,118,118,235,251,258,510,351,365,718,439,457,896,66,224,289,115,310,427,177,443,616,77,65,141,116,108,225,173,162,334,58,105,169,98,206,304,181,331,512,50,36,84,44,25,72,43,35,80,39,31,75,87,68,155,220,128,351,149,168,316,167,193,357,284,359,637,1493,1466,2957,1847,1969,3810,2495,2573,5066,7797,8499,16295,9414,10227,19644,11582,12765,24344,7254,6723,13975,6790,6263,13046,8347,8792,17138,161355,168608,329959,167926,174679,342605,176033,183073,359106
112,69,41,65,108,42,62,103,126,139,265,133,128,263,221,201,422,18,44,62,35,41,76,33,49,83,12,16,27,27,25,52,17,18,33,9,16,21,9,20,29,11,16,32,9,4,17,14,12,23,24,18,41,138,162,299,218,245,464,287,336,616,31,125,148,50,190,242,71,260,330,6,14,20,12,12,21,15,14,27,46,86,131,87,155,243,100,237,339,8,5,18,7,12,17,26,18,43,6,0,9,15,8,26,39,25,60,38,38,74,68,60,127,61,90,153,737,780,1517,964,958,1923,1125,1200,2326,3222,3777,6995,4046,4662,8709,4604,5573,10181,5411,5131,10540,5146,4836,9987,9526,9806,19332,106949,112382,219328,110591,117026,227620,116256,123343,239604
113,58,18,22,39,15,19,32,293,252,547,463,410,876,541,472,1013,10,4,16,16,15,32,18,12,32,101,94,195,136,144,276,151,142,294,12,12,27,16,13,22,17,17,30,23,28,52,31,25,53,59,52,115,87,104,188,97,99,200,110,113,224,21,67,82,72,114,189,181,196,376,38,30,68,48,56,103,85,60,145,12,27,40,21,57,78,27,80,103,59,56,117,81,68,152,73,57,129,40,39,78,73,68,141,88,93,181,27,27,54,45,54,97,63,63,128,817,692,1513,1048,969,2013,1779,1472,3254,4018,3956,7970,4768,4811,9579,6051,5774,11825,3854,2620,6473,4095,2992,7081,6858,5747,12609,74063,74135,148201,74871,75251,150119,77726,78206,155934
114,106,58,71,124,67,76,142,0,0,3,11,11,26,42,45,90,26,32,57,19,41,60,17,42,67,11,3,14,10,8,16,15,9,28,43,39,80,37,41,84,45,54,95,3,5,12,3,8,7,13,21,31,104,120,228,114,145,262,163,194,350,10,67,85,34,92,128,58,167,218,8,11,17,5,12,17,8,10,18,18,36,59,30,67,102,60,125,189,16,11,25,21,18,40,22,7,35,3,0,3,9,3,11,8,3,13,33,36,71,27,32,62,61,84,140,471,486,948,461,496,954,723,763,1482,2249,2511,4763,2370,2780,5158,3122,3592,6714,3058,3012,6069,3772,3201,6968,5516,4875,10390,63758,66919,130682,66878,70130,137006,72084,75273,147363
115,738,323,350,676,286,322,611,371,370,742,537,519,1054,759,749,1507,140,176,318,208,248,450,238,318,559,4,5,11,10,14,25,23,15,32,144,139,289,157,183,339,173,190,371,552,620,1169,804,824,1625,882,961,1841,556,669,1229,703,813,1517,777,914,1683,490,582,1071,494,666,1160,553,750,1301,570,591,1158,799,823,1620,1094,1154,2247,44,77,125,81,124,204,126,229,356,182,214,395,211,243,457,232,226,457,265,222,493,424,365,788,617,557,1182,177,191,373,259,284,539,296,357,654,2307,2338,4647,2789,2835,5626,3630,3777,7407,19412,20738,40148,23640,25306,48943,30358,33035,63396,3359,3257,6617,3155,2886,6043,3981,4226,8212,98457,101074,199529,104020,106397,210411,112397,115348,227739
116,1427,582,746,1326,480,621,1105,1560,1362,2920,3876,3148,7025,6574,5529,12107,210,263,474,245,306,550,272,371,639,1509,1632,3141,1712,1823,3529,1832,1956,3796,569,513,1078,525,495,1023,466,482,953,561,531,1086,872,852,1722,1075,1070,2143,1387,1555,2951,1398,1676,3070,1405,1618,3020,4500,5334,9834,5522,6506,12025,6072,7519,13591,994,1034,2026,1698,1680,3374,2818,2417,5237,93,166,267,138,287,426,176,361,535,1095,1072,2167,1146,1168,2314,1195,1235,2427,1049,1020,2068,1805,1733,3540,2857,2682,5538,525,591,1117,528,651,1173,552,668,1224,8493,8805,17292,11186,11516,22698,15689,15829,31516,43165,45628,88793,54802,57574,112372,68506,71442,139947,8106,6853,14963,7141,5818,12956,9352,8502,17859,135940,137979,273920,150740,152784,303531,168934,170700,339637
117,638,335,420,748,363,424,781,67,48,115,134,96,230,128,115,243,936,1203,2134,993,1436,2422,1063,1500,2561,94,90,186,78,70,150,69,83,147,381,375,757,428,456,883,414,444,859,90,102,192,116,110,228,153,133,279,1749,1830,3577,2142,2127,4270,3033,2853,5879,409,526,931,531,712,1243,592,822,1417,112,78,186,208,134,339,298,205,506,1066,1389,2455,1685,2405,4092,3011,4578,7593,770,684,1456,855,805,1653,754,677,1430,170,95,262,192,119,312,270,126,393,1885,2141,4023,2144,2414,4554,2342,2712,5051,4536,4266,8802,5538,5064,10608,6497,6238,12737,34715,36363,71074,41691,44039,85731,53907,59792,113701,24828,19468,44298,15455,12251,27712,18069,15033,33099,127056,117614,244671,136859,127687,264544,161061,154483,315551
118,881,389,539,924,373,562,934,38,40,78,70,65,141,85,87,177,1589,1895,3482,1718,2088,3809,1647,2179,3817,20,20,42,28,24,54,26,29,51,198,274,476,232,282,511,216,289,509,89,74,163,87,83,170,101,105,199,1115,1380,2493,1533,1751,3286,2086,2309,4397,153,227,381,214,401,615,277,510,790,86,60,145,111,89,197,109,85,196,304,437,743,336,530,867,356,610,961,169,184,357,189,181,366,163,172,329,99,51,148,100,56,155,143,77,217,253,276,531,334,403,735,439,516,956,3847,4399,8244,4604,5020,9621,5647,6148,11799,23685,27296,50980,27369,31025,58400,31967,36399,68359,15223,12500,27722,12559,10442,22997,12518,11471,23986,114806,120690,235498,121601,127945,249545,129505,137524,267037
119,1285,518,630,1153,498,566,1063,465,282,749,806,572,1375,876,700,1576,439,623,1058,610,785,1396,658,890,1553,853,888,1741,799,875,1677,718,754,1471,804,843,1647,855,885,1741,822,920,1745,128,133,256,168,167,338,184,197,380,2545,2763,5305,2799,3132,5927,3124,3522,6646,1085,1610,2694,1408,2056,3467,1786,2658,4448,324,304,623,377,388,764,465,436,897,318,617,940,540,1007,1542,870,1639,2501,758,778,1528,851,834,1683,838,810,1653,1347,1076,2428,2348,1822,4169,4185,2877,7053,8829,9401,18225,10019,10983,21004,11539,12941,24486,9517,9346,18860,13038,12393,25429,19087,17899,36985,125357,129864,255224,143049,149249,292294,162350,169637,331986,16213,15168,31384,14840,13572,28410,15365,15318,30688,241667,249325,490997,258319,265287,523610,282753,288670,571416
120,949,386,502,889,378,486,862,176,131,308,344,205,552,345,238,584,340,527,871,328,529,863,369,509,877,68,74,137,66,68,129,59,47,108,293,330,621,329,365,696,299,365,662,114,104,213,152,136,285,146,135,278,1232,1433,2661,1463,1618,3082,1670,1908,3579,439,610,1046,488,798,1284,600,902,1504,1323,1358,2678,1333,1371,2703,1703,1541,3242,289,434,722,368,607,979,630,1122,1752,466,437,899,497,530,1032,476,500,974,172,123,291,258,196,453,470,289,755,909,1056,1965,1107,1336,2440,1466,1918,3385,4834,4327,9163,6939,5962,12900,8842,7701,16537,43278,46867,90141,49342,54178,103520,58546,64764,123309,9434,8459,17895,8305,7285,15586,9029,9001,18032,117925,125175,243105,127950,135610,263561,142436,150867,293301
121,1041,431,587,1011,487,620,1101,220,206,426,415,342,759,478,449,928,440,571,1009,605,820,1429,820,1067,1887,20,25,49,21,24,50,24,17,40,185,208,387,202,251,454,201,246,456,247,255,506,339,335,678,405,446,849,884,1097,1980,1361,1658,3020,1779,2148,3929,365,518,880,510,731,1240,690,1035,1722,275,287,559,412,385,796,550,562,1115,318,506,818,435,773,1213,608,1129,1736,129,130,256,137,141,281,161,175,339,165,163,325,237,199,439,404,336,737,257,331,592,393,533,924,566,801,1365,4066,4389,8448,5113,5525,10635,6827,7337,14161,32188,37875,70061,40569,47996,88566,53172,63402,116573,9748,9608,19352,8748,8527,17278,9327,9962,19293,169239,183298,352538,180122,194545,374663,194785,210572,405356
122,328,182,244,419,194,286,478,96,65,167,276,148,429,337,255,596,144,184,326,183,244,431,255,347,600,44,46,85,20,42,65,39,35,74,584,611,1197,577,635,1209,554,604,1162,19,19,39,21,25,53,29,27,59,524,581,1107,732,852,1586,1012,1213,2220,183,294,473,271,403,674,319,519,835,29,24,52,33,29,63,37,49,85,123,248,373,170,364,531,201,456,661,56,62,121,61,78,140,76,85,158,11,9,20,29,25,62,48,30,79,127,160,290,188,202,392,216,255,476,2614,2887,5502,3387,3661,7050,4601,5061,9664,12725,14417,27140,14864,16959,31828,17627,20579,38204,6527,5716,12236,5133,4732,9869,6229,6664,12894,110356,114744,225102,116427,121213,237640,123507,129370,252878
123,765,338,375,716,345,389,729,214,167,382,415,333,752,695,565,1263,166,234,400,168,239,407,210,291,504,1207,1265,2469,1479,1636,3111,1686,1830,3516,238,230,470,266,281,548,297,329,622,95,108,204,163,179,338,239,253,489,1395,1524,2918,1484,1641,3128,1694,1853,3547,730,987,1716,919,1266,2188,1068,1474,2533,153,168,323,224,229,454,316,308,624,115,211,331,145,296,444,213,433,641,111,91,205,101,86,190,168,137,309,304,257,565,427,364,796,791,721,1509,455,475,928,480,545,1020,618,747,1365,3401,3633,7038,4059,4398,8452,6027,6319,12347,17680,18881,36562,20785,22406,43190,27556,29489,57044,5586,5595,11187,5112,5092,10206,6708,7046,13750,110200,113458,223656,115649,120155,235804,128725,133338,262064
124,734,318,356,677,292,379,668,266,231,496,491,413,912,891,809,1699,109,156,266,124,170,289,166,222,384,334,327,663,407,429,838,537,591,1126,223,219,444,228,228,460,208,229,435,161,148,308,195,192,385,236,249,484,633,698,1330,725,866,1593,832,1024,1857,633,823,1455,763,1116,1886,967,1318,2289,166,180,344,174,193,369,240,252,491,74,141,217,109,230,339,174,372,550,312,275,583,328,289,618,344,298,640,222,188,410,308,285,590,440,405,845,156,174,323,150,224,375,274,335,605,2980,2933,5909,3319,3458,6783,4819,4889,9706,13615,14320,27938,14947,16386,31332,18830,20713,39546,6574,6180,12755,6682,6069,12752,8577,8319,16900,137227,141776,279002,141339,146846,288191,150470,156457,306933
125,1349,518,700,1222,441,592,1036,970,575,1543,2435,1617,4055,3244,2305,5553,521,624,1151,508,608,1112,515,660,1169,474,525,1004,471,527,1006,477,555,1035,587,582,1164,566,589,1149,479,529,1009,586,526,1116,765,750,1511,822,773,1590,1747,2019,3764,1783,2109,3895,1883,2189,4065,1127,1669,2793,1507,2110,3612,1709,2466,4171,2751,2620,5369,3915,3743,7660,6062,4974,11043,191,384,567,279,548,825,410,822,1232,3932,3973,7900,4212,4258,8475,3911,4003,7915,957,764,1719,1870,1441,3309,3953,2618,6575,3892,4234,8124,4423,4871,9297,4705,5256,9965,13423,12462,25883,19329,17930,37257,27973,24411,52383,86683,87078,173758,106895,108022,214913,133840,130787,264622,15112,11195,26307,14004,10937,24940,14921,12887,27809,178761,177028,355782,198298,196409,394709,227574,220818,448391
126,452,206,251,454,194,227,424,158,134,293,294,226,517,322,292,614,169,241,404,234,328,563,310,419,728,9,12,24,13,9,22,8,13,15,175,198,375,184,206,391,194,212,403,318,312,634,428,408,837,453,427,882,402,511,920,532,644,1179,757,829,1591,220,344,565,343,462,807,496,649,1148,503,530,1031,626,600,1227,747,747,1489,127,226,357,165,294,462,239,426,657,106,117,220,124,131,256,126,144,277,150,114,264,205,172,376,328,252,582,230,300,530,345,411,762,463,617,1079,2928,3066,5991,3343,3440,6782,4272,4419,8691,23952,26868,50821,29780,32991,62763,38963,43192,82155,4231,3922,8157,3061,2873,5939,3575,3698,7269,75178,79882,155064,79212,83631,162846,88832,93286,182119
127,1892,783,943,1728,672,790,1468,192,174,368,386,305,690,659,540,1197,285,440,721,271,434,706,279,407,687,1170,1276,2445,1447,1606,3053,1750,2062,3817,4638,4688,9325,4557,4720,9275,4341,4523,8863,125,140,267,178,174,354,185,191,373,6008,6483,12493,5680,6196,11868,5331,6041,11368,1295,1596,2894,1479,1835,3317,1633,2115,3745,296,289,589,455,464,916,529,545,1075,327,523,851,411,673,1081,581,922,1510,1294,1217,2519,1396,1315,2707,1340,1316,2660,447,445,892,791,837,1630,1232,1136,2370,17001,18138,35141,19694,21479,41172,22582,25322,47897,18306,19079,37387,21880,23062,44946,27706,29189,56897,92418,97311,189724,103071,109705,212782,116502,124658,241162,10635,9959,20597,9370,8848,18214,11414,11256,22673,167375,170082,337452,178129,182037,360166,200618,205344,405962
