CED_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
CED111,0,3,11,44,28,39,73,61,24,14,16,6,6,6,7,339,0,9,13,6,29,110,310,383,124,178,277,461,552,270,164,2891,0,5,181,180,31,39,206,5,0,0,3,0,0,0,21,679,0,14,22,15,11,14,9,19,3,0,11,8,9,0,4,144,0,5,8,11,33,51,30,14,0,0,4,3,0,0,3,163,0,281,237,67,41,35,49,21,15,13,5,11,5,8,25,801,0,90,298,111,17,16,3,3,0,8,0,8,0,0,36,604,0,3,10,11,20,34,36,24,5,10,3,15,11,8,0,189,3,6,9,66,32,71,117,229,44,120,117,121,163,179,37,1319,0,3,5,9,18,21,69,27,15,12,10,18,23,36,4,265,0,0,0,0,18,28,36,64,28,43,69,28,39,15,3,375,0,0,0,3,0,7,29,47,14,33,84,74,25,42,18,385,0,11,30,83,23,54,57,52
CED112,0,0,6,31,26,19,50,27,6,8,3,0,4,0,3,196,3,11,28,8,30,92,130,121,17,26,27,20,17,17,18,550,0,3,30,58,0,9,3,0,0,0,0,0,0,0,5,113,0,32,41,26,6,19,5,5,0,0,0,0,0,0,4,147,0,0,6,22,19,45,13,19,6,4,0,3,0,0,9,164,0,138,107,62,40,36,26,27,0,0,0,5,0,0,24,468,0,25,55,51,4,4,0,0,0,3,0,0,0,0,7,158,5,3,9,9,13,15,16,9,0,0,3,4,0,0,4,90,0,11,11,60,18,35,80,185,44,59,27,25,33,21,22,629,0,13,9,6,21,32,27,18,6,7,11,13,9,5,4,166,0,0,0,7,7,5,11,4,0,6,3,0,0,0,0,53,0,0,0,3,0,8,5,4,0,0,0,0,0,6,4,32,3,11,45,128,56,76,43,28
CED113,0,0,20,54,39,42,53,30,3,7,14,4,8,4,18,295,8,7,21,3,7,35,83,87,21,5,14,14,8,15,30,347,0,14,51,144,3,17,5,0,0,0,0,0,0,0,10,249,0,12,9,13,3,3,0,5,7,3,0,5,3,6,3,77,0,7,5,13,17,35,39,31,12,5,8,3,4,0,8,183,0,283,248,123,72,53,57,26,0,3,6,3,3,0,35,920,0,25,84,52,7,7,4,3,0,0,0,0,0,0,6,188,0,0,12,10,6,18,9,10,0,0,0,3,4,0,13,100,3,14,11,29,13,44,109,417,42,45,50,95,61,43,18,992,0,16,12,6,9,23,26,13,0,3,3,12,17,9,3,143,0,0,0,3,7,10,0,9,0,3,0,3,11,3,4,49,0,0,0,3,3,0,3,5,3,0,0,3,0,0,3,21,0,8,26,59,32,30,29,36
CED114,0,0,5,12,6,11,15,12,5,7,0,3,0,0,8,101,0,4,3,3,6,39,47,76,13,18,9,17,20,17,10,275,0,3,13,38,4,7,3,0,0,0,0,0,0,0,4,79,0,4,6,10,0,5,8,7,4,0,3,0,4,3,3,49,0,0,4,8,20,57,52,63,12,21,19,24,3,3,16,306,0,205,125,59,20,13,20,22,0,5,4,3,4,8,24,513,0,19,39,11,5,3,0,0,0,0,0,0,0,0,3,86,0,0,5,5,13,17,4,10,7,4,3,7,10,4,8,89,0,6,3,30,33,79,280,733,69,117,126,108,105,70,87,1837,0,0,0,4,0,0,4,10,0,5,0,0,0,3,3,41,0,0,0,0,4,4,6,10,0,8,4,5,3,0,0,45,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,17,0,3,19,21,7,28,18,21
CED115,0,0,0,5,0,12,18,4,0,3,0,3,0,5,0,54,0,15,123,40,503,968,715,536,78,98,99,85,75,46,206,3577,0,29,256,736,61,188,705,19,3,4,3,3,8,0,67,2082,0,16,50,77,29,84,72,49,14,24,28,14,24,10,15,521,0,0,3,25,143,539,425,233,73,57,48,65,29,18,52,1715,0,160,108,57,33,21,43,8,0,3,0,0,0,0,12,444,0,31,149,155,35,29,37,7,5,15,7,3,8,0,28,508,0,0,9,19,94,144,54,24,0,4,6,6,3,0,21,392,0,3,8,43,52,176,375,992,101,167,176,179,171,98,50,2589,0,0,3,23,68,131,87,77,15,5,3,9,11,5,21,461,0,0,0,87,111,192,165,117,61,82,198,37,14,3,24,1092,0,0,20,352,411,1266,3191,2223,629,513,1029,585,426,406,197,11246,0,3,13,37,18,17,7,3
CED116,0,0,9,51,51,15,36,31,6,7,4,0,3,0,4,223,4,13,14,5,21,42,59,69,16,6,18,13,9,12,34,340,0,5,96,136,7,9,13,0,0,0,0,0,0,0,11,276,0,24,31,12,3,3,5,6,3,0,0,0,0,0,3,89,0,0,10,10,14,27,9,3,0,0,0,3,0,0,5,92,0,317,282,121,47,40,39,16,6,4,3,3,3,0,29,906,0,24,96,70,5,0,4,0,3,0,0,4,0,0,13,214,4,3,9,12,14,14,5,5,3,0,0,3,0,0,9,85,0,20,20,30,15,9,38,96,9,27,29,38,12,11,20,365,0,18,10,5,6,10,18,13,0,11,9,0,9,3,7,119,0,0,0,0,0,10,12,3,0,0,0,0,0,0,3,27,0,0,3,6,0,0,3,5,0,0,3,0,0,0,10,24,0,5,42,93,36,43,18,37
CED117,0,0,17,63,80,62,111,60,19,21,20,30,26,15,16,542,3,24,34,49,137,870,931,779,135,178,189,217,303,170,152,4175,0,3,54,94,10,33,9,4,0,0,3,0,0,0,17,224,0,18,51,82,21,21,16,11,8,0,10,3,0,0,28,267,3,3,17,38,82,137,62,17,3,5,8,0,13,3,16,412,3,67,57,80,75,63,105,94,17,23,13,23,19,16,37,695,3,133,937,647,44,20,27,14,3,9,8,16,6,3,129,2003,0,3,15,52,153,211,99,44,14,11,23,15,10,8,18,682,0,9,10,108,51,150,250,340,84,136,149,157,166,107,54,1777,0,3,9,31,68,109,178,112,27,15,37,33,31,21,20,696,0,0,0,13,17,53,29,31,15,21,20,14,10,7,6,251,0,0,0,6,10,13,7,11,0,0,9,0,7,3,3,80,0,11,29,88,68,169,299,215
CED118,0,4,6,18,21,30,37,37,7,6,4,4,13,18,12,212,0,11,44,26,88,654,930,735,95,131,99,128,106,66,97,3200,0,9,78,230,23,58,83,0,0,0,3,3,0,0,10,499,0,16,37,141,49,190,148,76,3,20,34,14,16,8,21,778,4,0,3,29,191,843,807,242,46,48,42,26,27,16,75,2390,0,163,69,50,46,31,56,15,6,3,8,7,3,5,12,477,0,21,123,127,24,12,5,0,3,3,4,0,3,0,14,349,0,0,3,23,133,268,146,31,5,3,12,10,9,11,17,683,0,7,15,162,225,1335,5288,6530,512,652,835,1024,896,633,519,18629,0,6,6,36,90,151,367,125,19,15,16,11,15,8,18,876,0,0,0,19,52,197,369,185,63,63,53,28,19,19,36,1107,0,0,0,10,11,42,102,31,7,8,6,4,0,3,19,256,0,3,18,82,17,62,45,57
CED119,0,0,10,39,25,29,58,37,11,10,7,3,4,4,7,238,0,13,29,28,57,394,511,353,64,76,70,49,46,19,76,1808,0,3,64,117,7,24,21,3,0,0,0,0,0,0,6,244,0,40,77,112,49,181,167,116,16,33,37,17,0,4,23,864,0,3,11,31,91,271,168,76,3,4,12,7,10,0,24,703,0,121,140,54,54,34,66,33,7,8,7,5,5,0,17,561,0,41,243,203,36,23,18,11,3,3,8,3,5,0,29,625,0,3,0,41,85,174,78,30,3,0,3,6,4,0,5,443,0,17,4,99,67,366,539,358,44,42,57,36,32,47,31,1742,0,3,7,19,56,97,213,66,18,8,10,6,9,6,10,538,0,0,0,3,7,14,9,22,6,5,10,4,0,0,0,87,0,0,0,3,7,18,31,34,3,4,4,3,0,0,3,113,0,3,21,71,34,140,100,77
CED120,0,0,5,15,22,25,40,31,10,0,8,3,6,0,7,183,0,11,15,4,13,55,99,91,12,17,23,11,21,13,22,391,0,4,49,106,7,25,10,6,0,0,0,0,0,0,10,224,0,19,15,28,7,29,11,14,0,0,10,4,0,0,8,144,0,4,5,7,24,70,69,37,3,17,8,3,0,0,18,261,0,188,119,85,47,41,33,12,7,7,0,3,6,6,31,581,0,16,69,43,15,6,3,0,0,11,0,0,0,0,14,182,4,0,4,10,13,19,9,6,3,3,3,0,0,0,12,85,0,8,15,45,16,46,68,123,23,29,14,28,31,18,17,480,0,9,4,9,19,17,24,5,5,6,0,0,0,0,8,109,0,0,0,3,11,15,4,14,4,3,0,4,9,0,8,78,0,0,6,14,9,16,22,15,0,4,11,9,0,0,7,103,0,7,30,97,45,76,45,36
CED121,0,3,4,29,26,16,25,17,10,6,5,9,0,3,6,168,3,6,13,3,18,33,48,77,15,16,18,17,9,0,30,301,0,0,15,33,3,0,8,7,0,0,0,0,0,0,3,70,0,7,7,7,0,3,4,0,0,0,0,3,0,0,0,37,0,5,5,10,24,38,15,17,3,6,0,0,3,3,18,141,3,250,102,41,19,16,21,12,3,3,0,10,0,3,34,514,0,10,12,9,0,0,0,0,0,0,0,0,0,0,3,47,0,0,3,15,5,11,15,4,0,0,0,3,3,3,9,74,0,15,11,44,14,13,50,159,34,35,23,16,32,12,24,476,0,3,9,5,0,5,31,7,0,3,6,0,0,0,3,88,0,0,0,0,0,5,3,9,0,7,0,0,3,0,9,35,0,0,0,0,0,0,3,4,0,0,0,0,9,0,3,24,0,5,20,58,15,28,22,38
CED122,0,0,8,36,40,48,103,106,23,27,37,37,34,22,18,520,9,36,84,96,271,1052,1249,1454,398,653,884,1552,2294,1734,775,12552,0,13,96,159,12,21,23,3,0,0,0,0,0,0,18,345,0,154,263,247,36,78,27,27,0,9,14,4,3,4,37,904,0,0,9,28,115,171,106,44,6,9,17,12,8,3,39,561,13,67,78,68,45,69,148,132,32,37,15,40,39,33,36,842,18,347,1021,491,60,37,13,23,12,15,9,17,15,6,109,2182,3,3,27,122,296,464,358,149,56,77,103,125,128,72,79,2069,0,8,25,146,111,172,303,364,69,115,147,166,185,220,68,2096,0,3,16,71,324,630,1244,702,155,161,213,224,218,182,87,4233,0,0,0,13,39,72,45,94,31,50,63,73,40,19,31,566,0,0,7,30,45,147,189,59,15,7,33,61,18,15,23,660,0,16,26,107,72,217,385,799
CED123,0,3,11,22,19,11,40,16,0,3,3,7,0,5,10,146,0,9,29,20,37,144,246,269,33,56,46,47,45,29,63,1072,0,9,63,253,19,43,28,0,0,0,7,0,0,4,16,446,0,24,31,86,22,139,67,49,8,17,14,12,7,0,18,487,0,0,6,29,100,331,240,85,38,23,22,18,21,4,23,937,0,264,169,115,51,32,28,18,8,9,3,4,0,3,17,720,3,39,149,108,27,17,4,6,3,0,5,3,3,0,21,387,0,0,0,16,17,48,18,11,4,3,0,0,5,0,13,154,0,3,13,159,88,315,601,1158,144,191,157,177,98,63,127,3301,0,5,4,6,38,40,76,40,6,10,13,4,5,0,9,261,0,0,0,17,33,58,51,50,30,23,25,19,19,11,6,327,0,0,0,27,23,64,69,55,9,4,13,10,4,0,12,292,0,6,43,149,88,83,41,22
