CED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
CED111,..,1210,207,1419,22,1442,..,126,8,131,0,131,..,360,15,375,4,380,..,89,3,92,0,92,..,158,9,166,0,166,..,234,12,252,0,252,..,252,8,257,0,262,..,1219,54,1274,5,1278,..,2542,504,3047,83,3128,..,194,21,214,0,218,..,201,79,278,0,281,..,2675,786,3465,37,3506,..,148,10,161,3,161,..,346,50,401,0,402,..,260,39,291,4,301,..,148,20,165,0,165,..,45,0,50,0,50,..,907,262,1166,8,1175,..,148,6,158,3,160,..,223,30,259,0,256,..,308,17,327,0,327,..,122,16,134,0,138,..,814,71,877,3,882,..,1044,149,1196,11,1203,..,153,6,160,0,164,..,341,83,424,3,426,..,588,133,718,9,727,..,696,235,928,0,933,..,2899,745,3645,72,3719,..,22627,4914,27540,341,27880,..,383,81,466,7563,8026,119478,23010,4994,28006,7897,155380
CED112,..,265,47,309,13,322,..,24,0,24,0,24,..,156,10,162,0,165,..,112,13,122,0,122,..,22,0,22,0,22,..,75,5,80,0,80,..,97,12,106,0,110,..,488,40,524,0,526,..,469,46,515,6,519,..,144,10,158,0,158,..,147,61,209,0,209,..,12,0,17,0,17,..,204,7,214,3,219,..,41,3,41,0,42,..,109,9,121,3,124,..,143,22,166,0,166,..,71,9,82,0,82,..,84,14,97,0,97,..,193,6,204,3,206,..,113,11,124,0,124,..,306,11,314,0,315,..,52,6,61,0,61,..,668,33,697,8,705,..,633,56,688,11,696,..,43,0,48,0,48,..,176,40,217,3,226,..,25,3,25,0,25,..,131,40,170,0,170,..,1362,234,1599,34,1632,..,7036,1007,8044,106,8155,..,435,39,473,8809,9282,136629,7468,1048,8517,8915,154067
CED113,..,271,36,314,0,312,..,175,17,193,0,199,..,266,14,284,3,281,..,405,50,458,8,465,..,87,0,87,0,86,..,143,6,153,0,154,..,253,15,268,0,268,..,1334,108,1435,13,1455,..,778,79,860,13,876,..,79,8,79,10,91,..,67,29,97,0,97,..,761,154,917,10,927,..,64,3,68,0,71,..,38,3,44,0,48,..,161,9,171,3,177,..,109,7,116,0,121,..,74,4,77,0,78,..,268,33,298,8,303,..,192,5,194,0,195,..,95,11,103,0,104,..,289,4,297,3,296,..,48,4,50,0,51,..,620,21,641,9,651,..,291,22,311,5,321,..,65,3,69,0,69,..,151,31,183,7,194,..,43,3,50,0,52,..,128,32,159,0,159,..,1300,207,1506,53,1559,..,8908,1094,10003,170,10173,..,376,34,406,11004,11408,125950,9283,1128,10409,11172,147532
CED114,..,198,17,220,0,226,..,120,9,126,0,126,..,230,29,260,0,256,..,944,262,1207,15,1225,..,102,7,109,0,109,..,115,30,138,0,138,..,596,331,930,6,938,..,2106,666,2771,30,2799,..,2268,395,2669,39,2712,..,54,16,67,0,67,..,67,34,104,0,103,..,24,0,24,0,24,..,27,3,26,0,26,..,37,15,56,0,56,..,29,7,37,0,39,..,44,4,47,0,47,..,235,36,269,14,285,..,52,4,56,0,56,..,241,10,252,3,257,..,29,0,29,0,29,..,319,11,329,3,331,..,92,14,108,3,109,..,683,33,716,8,730,..,194,28,217,5,221,..,103,7,107,0,108,..,138,27,164,0,163,..,75,61,134,3,137,..,44,18,62,4,65,..,1612,395,2002,59,2063,..,9422,2191,11606,200,11803,..,436,39,476,13241,13720,138456,9854,2226,12082,13442,163980
CED115,..,1184,218,1405,11,1423,..,301,36,335,0,340,..,1845,111,1959,22,1980,..,492,57,551,3,549,..,71,3,74,0,79,..,568,69,643,10,647,..,794,91,883,8,889,..,4065,372,4437,42,4482,..,2993,667,3657,33,3693,..,65,8,74,0,74,..,78,65,142,0,141,..,982,223,1204,19,1225,..,384,30,411,3,417,..,338,197,542,9,552,..,546,120,668,4,674,..,272,144,415,4,419,..,1461,164,1632,30,1663,..,3133,1256,4385,43,4428,..,540,31,571,3,576,..,325,50,375,8,381,..,1223,49,1274,14,1287,..,141,33,178,3,177,..,2227,165,2397,30,2426,..,3410,834,4245,42,4286,..,409,74,484,0,484,..,504,319,830,14,843,..,686,161,852,6,858,..,19516,12760,32277,187,32465,..,16159,6172,22324,331,22654,..,77954,33674,111628,1059,112689,..,450,191,636,9340,9976,41569,78400,33866,112269,10396,164235
CED116,..,355,40,393,5,403,..,34,3,36,0,38,..,74,3,79,0,80,..,64,3,69,0,70,..,38,0,36,0,36,..,21,0,21,0,21,..,81,12,88,0,88,..,309,15,324,4,327,..,496,58,556,10,560,..,77,8,87,3,91,..,23,15,41,0,42,..,77,9,93,0,93,..,126,0,127,0,127,..,18,3,19,0,23,..,106,3,117,3,116,..,60,11,76,0,74,..,18,0,21,0,21,..,68,15,87,3,86,..,72,0,72,0,72,..,84,3,82,0,82,..,171,13,183,0,188,..,46,0,50,0,51,..,369,16,385,3,385,..,309,31,340,5,344,..,18,0,19,0,19,..,149,48,197,0,194,..,24,0,26,0,26,..,90,34,124,4,127,..,851,145,995,22,1016,..,5308,698,6000,87,6088,..,428,22,443,10484,10923,133423,5733,714,6446,10570,150436
CED117,..,2892,1121,4013,36,4050,..,394,22,413,0,415,..,695,37,730,5,740,..,96,15,109,0,109,..,86,0,82,0,82,..,85,0,92,0,91,..,2011,102,2111,25,2132,..,3362,179,3537,33,3571,..,3428,810,4236,35,4274,..,548,77,624,8,629,..,380,172,552,8,562,..,213,50,267,3,266,..,157,15,175,3,178,..,198,19,217,0,220,..,362,41,397,3,404,..,302,33,334,0,338,..,51,7,56,0,56,..,327,35,364,7,370,..,452,12,465,4,471,..,563,61,624,8,627,..,633,10,643,7,648,..,111,4,112,0,112,..,1759,83,1848,12,1863,..,1962,248,2211,21,2229,..,207,11,223,0,224,..,809,382,1187,0,1193,..,379,83,463,0,463,..,1775,802,2580,18,2596,..,3646,873,4525,87,4612,..,31495,7196,38694,363,39055,..,317,62,379,10628,11005,99453,31815,7254,39069,10989,149513
CED118,..,1007,140,1143,13,1155,..,1361,74,1436,10,1454,..,6795,359,7150,58,7207,..,7028,810,7840,64,7901,..,1536,76,1606,3,1617,..,1453,120,1574,13,1593,..,5031,487,5517,48,5567,..,23199,1931,25131,196,25333,..,1083,140,1225,9,1234,..,114,6,122,0,122,..,869,472,1337,10,1347,..,89,4,101,3,98,..,1094,109,1201,13,1215,..,1031,210,1241,11,1250,..,440,51,494,6,498,..,360,50,413,16,429,..,373,26,394,17,413,..,413,76,484,7,496,..,1902,42,1940,16,1958,..,859,92,949,4,950,..,3510,95,3608,39,3651,..,179,3,182,4,184,..,6444,234,6682,65,6744,..,1234,148,1379,3,1385,..,4558,655,5216,43,5262,..,193,72,260,4,272,..,889,226,1112,18,1130,..,311,80,386,6,389,..,7747,1376,9124,221,9346,..,60678,8324,69010,729,69742,..,437,127,566,7643,8209,92120,61115,8456,69571,8372,170067
CED119,..,2154,214,2369,16,2392,..,392,27,417,0,423,..,876,42,916,12,929,..,192,13,204,0,204,..,121,3,121,0,124,..,217,16,227,0,231,..,635,36,674,3,676,..,2425,135,2561,20,2583,..,1032,91,1124,3,1130,..,241,14,254,0,254,..,100,36,134,3,136,..,826,92,920,5,924,..,132,15,138,0,139,..,71,5,80,0,80,..,338,49,383,0,386,..,488,77,562,3,563,..,125,3,131,0,133,..,186,20,206,5,206,..,296,11,312,0,312,..,503,40,547,6,552,..,553,13,564,8,575,..,72,6,73,0,73,..,1430,72,1500,8,1513,..,1078,97,1182,6,1189,..,306,6,313,7,312,..,234,39,273,0,273,..,144,19,167,0,167,..,657,177,835,3,839,..,2326,355,2684,68,2750,..,20779,2643,23425,208,23636,..,298,29,321,4313,4633,116015,21080,2671,23752,4522,144289
CED120,..,427,51,480,3,483,..,64,11,73,0,78,..,245,16,259,0,259,..,126,12,136,4,138,..,57,3,62,0,65,..,121,5,125,7,127,..,104,7,114,0,114,..,708,53,766,11,779,..,832,68,898,8,909,..,32,7,38,0,38,..,49,50,98,0,103,..,112,14,121,0,121,..,372,19,386,17,401,..,74,3,78,0,78,..,169,19,187,0,188,..,103,11,116,0,116,..,108,6,116,0,116,..,183,19,198,3,201,..,129,3,131,0,131,..,51,11,60,0,60,..,185,4,192,5,196,..,51,3,52,0,52,..,415,16,434,5,441,..,708,78,783,11,792,..,30,3,32,0,32,..,128,22,154,3,159,..,77,3,83,4,88,..,122,39,165,4,165,..,1283,230,1509,41,1553,..,8343,1029,9375,157,9528,..,430,31,463,8155,8614,132494,8770,1067,9834,8312,150643
CED121,..,103,8,105,3,105,..,64,8,75,3,76,..,140,11,150,3,155,..,71,13,83,0,83,..,73,6,79,0,76,..,70,6,82,0,83,..,75,9,85,0,85,..,491,48,545,5,551,..,212,20,230,4,241,..,57,7,60,3,66,..,69,26,101,0,101,..,81,14,91,0,91,..,36,4,39,0,37,..,27,0,28,0,28,..,102,12,116,3,114,..,63,5,68,0,68,..,141,3,143,0,144,..,47,3,51,0,51,..,144,5,149,4,156,..,47,0,48,3,53,..,223,10,229,0,233,..,34,0,41,0,41,..,452,16,471,7,482,..,217,19,234,6,242,..,61,9,71,0,71,..,158,62,218,7,223,..,22,3,27,0,27,..,66,29,100,0,95,..,917,225,1144,39,1181,..,4657,675,5328,99,5434,..,352,26,375,9766,10142,141220,5005,701,5709,9864,156796
CED122,..,5405,955,6356,59,6416,..,1787,159,1947,22,1967,..,862,27,888,10,895,..,198,16,210,0,211,..,258,5,258,0,258,..,333,12,347,3,349,..,409,28,440,3,439,..,3847,246,4093,34,4124,..,1849,190,2039,33,2072,..,539,95,630,8,636,..,565,185,754,3,756,..,112,17,129,0,129,..,319,25,346,18,359,..,494,45,538,13,548,..,566,63,630,7,639,..,1843,423,2265,15,2276,..,71,4,77,0,75,..,471,70,542,3,547,..,586,22,605,5,605,..,3807,430,4241,27,4267,..,927,35,961,11,979,..,595,25,621,0,617,..,5908,516,6427,43,6471,..,3083,411,3491,32,3522,..,296,8,307,0,303,..,850,205,1057,7,1066,..,735,162,899,4,902,..,801,156,962,3,964,..,6074,920,6991,131,7127,..,54893,8742,63630,572,64203,..,438,67,505,13367,13877,98153,55329,8805,64138,13943,176238
CED123,..,828,121,948,10,959,..,345,11,357,3,359,..,1394,70,1462,16,1477,..,1301,170,1474,14,1487,..,328,8,344,0,344,..,628,62,687,7,700,..,787,100,890,17,909,..,4789,426,5215,56,5266,..,873,101,975,12,989,..,81,3,86,0,86,..,223,102,323,9,330,..,120,24,141,0,143,..,1036,79,1112,11,1130,..,292,57,352,0,349,..,341,48,391,11,401,..,168,22,194,0,194,..,791,53,847,25,870,..,301,47,344,0,342,..,713,17,734,13,747,..,204,21,223,0,223,..,1540,42,1579,19,1598,..,146,5,152,0,152,..,2609,81,2691,33,2721,..,861,98,955,7,969,..,355,32,386,3,385,..,251,72,319,0,323,..,289,49,337,7,338,..,281,75,360,0,357,..,3896,693,4597,117,4714,..,23115,3022,26137,357,26496,..,379,46,426,9785,10210,129819,23487,3067,26561,10149,166528
CED124,..,107,8,115,3,114,..,24,0,25,0,25,..,35,0,37,0,37,..,49,3,52,0,48,..,18,0,20,0,20,..,19,0,19,0,19,..,46,4,51,0,51,..,187,9,199,0,199,..,172,8,180,3,178,..,63,4,66,0,66,..,31,22,51,0,51,..,14,0,14,0,14,..,43,3,43,0,43,..,14,3,12,0,12,..,63,0,63,0,63,..,23,0,28,0,28,..,3,0,3,0,3,..,24,3,26,0,26,..,70,3,70,0,70,..,50,4,53,0,53,..,126,0,126,0,126,..,17,0,18,0,18,..,256,6,268,0,269,..,158,20,183,0,178,..,13,3,15,0,15,..,93,17,107,8,115,..,5,0,5,0,5,..,40,3,50,3,50,..,508,79,585,36,621,..,2935,290,3218,81,3305,..,361,15,371,9335,9709,132469,3287,297,3588,9421,145480
CED125,..,775,110,890,0,892,..,2678,250,2929,14,2940,..,2915,152,3067,43,3108,..,916,114,1032,12,1041,..,338,22,357,0,358,..,1081,83,1161,15,1174,..,1328,156,1487,12,1498,..,9260,778,10035,88,10122,..,1140,129,1271,15,1283,..,67,9,75,3,81,..,129,52,178,0,178,..,296,28,330,6,334,..,331,18,349,3,355,..,196,38,237,0,241,..,439,56,492,3,492,..,291,62,361,0,357,..,2586,240,2829,63,2888,..,505,69,581,13,592,..,907,25,934,3,943,..,460,44,511,4,511,..,1937,84,2018,13,2028,..,195,8,207,0,210,..,3506,166,3675,19,3693,..,2395,338,2731,32,2764,..,403,23,425,3,426,..,346,115,462,7,468,..,188,27,214,4,215,..,698,272,972,9,975,..,5555,1213,6768,171,6938,..,36806,5377,42190,511,42700,..,410,86,491,8344,8832,110488,37215,5465,42680,8854,162017
CED126,..,396,26,427,6,432,..,66,0,66,0,67,..,270,12,285,0,286,..,389,50,442,0,445,..,24,0,29,0,29,..,38,6,46,0,46,..,441,34,477,5,477,..,1236,105,1338,5,1342,..,1717,207,1922,20,1942,..,512,71,584,3,586,..,317,134,449,3,452,..,60,5,66,0,66,..,24,0,28,0,28,..,358,34,398,3,401,..,251,22,275,0,276,..,273,42,318,0,318,..,49,0,49,0,47,..,778,140,926,3,928,..,260,11,265,3,270,..,228,27,255,3,260,..,513,20,528,4,537,..,52,4,55,0,52,..,1051,53,1106,9,1121,..,990,69,1063,9,1071,..,54,0,54,0,54,..,331,57,388,8,397,..,64,13,75,0,79,..,208,65,278,8,280,..,4294,562,4854,56,4905,..,18663,2386,21053,189,21243,..,387,27,416,6819,7229,120138,19048,2420,21463,7008,148613
CED127,..,330,39,372,3,369,..,6,0,6,3,5,..,126,3,131,3,134,..,57,3,60,0,60,..,18,0,18,0,18,..,59,4,59,0,59,..,33,0,32,0,32,..,300,9,309,7,310,..,527,34,560,10,570,..,142,23,159,0,161,..,104,26,132,0,132,..,164,17,180,3,181,..,597,40,636,6,640,..,51,6,54,0,54,..,230,11,239,0,241,..,165,12,177,0,174,..,39,0,36,0,36,..,70,3,72,3,74,..,117,0,120,0,122,..,108,5,111,3,112,..,188,3,196,3,194,..,39,7,47,0,47,..,450,15,467,3,470,..,519,51,573,5,580,..,28,4,31,0,31,..,159,33,192,0,194,..,36,0,37,0,37,..,169,24,189,0,194,..,1153,198,1350,32,1386,..,7634,820,8454,102,8553,..,316,42,355,6875,7230,125664,7948,857,8808,6973,141439
CED128,..,1165,200,1365,16,1375,..,237,23,268,0,268,..,2002,112,2113,32,2147,..,878,95,973,5,981,..,269,20,286,0,286,..,926,97,1023,13,1035,..,1222,106,1324,4,1331,..,5539,451,5991,54,6046,..,2726,497,3220,47,3271,..,51,11,59,3,57,..,211,102,309,3,312,..,307,75,382,9,394,..,1571,161,1734,23,1756,..,1006,524,1536,24,1556,..,355,52,406,3,411,..,205,39,242,6,250,..,854,98,948,32,976,..,902,238,1133,5,1142,..,949,29,979,4,991,..,355,51,411,3,416,..,1831,67,1896,23,1923,..,142,14,155,3,156,..,3280,160,3441,37,3477,..,2852,660,3510,55,3560,..,691,64,754,6,763,..,282,99,383,11,389,..,1740,391,2130,26,2160,..,5194,2718,7916,36,7958,..,14552,6115,20660,305,20966,..,66854,19787,86638,950,87592,..,416,178,590,7505,8096,70008,67267,19961,87232,8456,165693
CED129,..,990,81,1072,13,1081,..,502,19,525,0,525,..,2941,83,3019,20,3042,..,1221,120,1343,9,1350,..,1236,41,1276,6,1287,..,922,49,969,11,981,..,1238,63,1302,6,1302,..,8060,369,8431,52,8485,..,1279,122,1402,16,1419,..,235,20,252,0,256,..,2442,904,3345,24,3367,..,53,8,63,0,63,..,388,21,407,3,412,..,1839,247,2085,22,2106,..,488,24,514,10,526,..,432,48,480,0,482,..,24,0,24,0,24,..,271,28,303,0,303,..,807,16,829,3,829,..,801,58,858,8,862,..,1212,24,1232,4,1236,..,103,0,103,0,103,..,2922,97,3020,16,3035,..,1349,122,1469,6,1474,..,1709,55,1762,7,1774,..,252,76,321,0,326,..,433,39,471,0,471,..,442,78,516,4,519,..,3693,535,4220,96,4319,..,43894,6855,50749,399,51155,..,319,55,370,3776,4151,98152,44208,6910,51121,4180,153449
CED130,..,75,6,84,5,85,..,104,9,115,0,115,..,148,10,164,3,166,..,141,18,160,0,158,..,68,4,72,0,76,..,75,8,78,0,79,..,248,13,264,3,270,..,789,62,851,11,864,..,158,12,174,3,172,..,72,16,85,0,87,..,84,116,201,0,205,..,3,0,3,0,3,..,18,0,18,0,19,..,54,5,57,0,57,..,37,0,40,0,40,..,47,8,52,0,52,..,13,0,9,0,9,..,9,0,14,0,14,..,248,3,247,8,257,..,47,3,50,0,49,..,403,15,415,8,428,..,39,3,40,0,40,..,733,29,762,18,777,..,110,9,123,3,120,..,50,9,66,0,64,..,105,18,121,0,121,..,12,3,12,0,12,..,137,63,199,0,200,..,892,184,1072,39,1114,..,5043,966,6008,98,6112,..,405,29,433,12215,12646,135430,5452,989,6443,12312,154184
CED131,..,641,123,764,11,775,..,197,9,208,0,208,..,292,12,301,3,304,..,181,9,194,3,191,..,142,10,156,0,153,..,232,20,248,4,255,..,245,19,256,3,259,..,1282,77,1359,12,1372,..,716,114,831,9,839,..,149,18,167,0,167,..,298,116,411,6,412,..,941,207,1147,5,1157,..,12,0,14,0,14,..,215,25,248,0,248,..,255,22,280,4,288,..,118,3,120,0,120,..,118,3,124,0,124,..,191,54,246,0,246,..,191,5,199,3,205,..,126,9,131,0,133,..,318,8,326,3,327,..,137,5,136,0,142,..,767,28,795,9,809,..,446,40,488,9,494,..,184,8,194,0,194,..,169,68,241,3,239,..,47,3,49,0,49,..,332,145,475,4,481,..,2259,498,2756,55,2810,..,12836,2344,15174,157,15335,..,355,78,428,7578,8011,129610,13183,2421,15608,7737,152948
CED132,..,896,95,995,19,1008,..,317,19,332,4,334,..,1464,47,1517,3,1519,..,171,8,182,5,186,..,187,0,190,0,193,..,228,14,241,3,244,..,1381,68,1449,10,1460,..,3754,158,3920,26,3939,..,1409,147,1553,18,1574,..,2165,583,2749,16,2760,..,1618,641,2259,25,2291,..,172,21,195,3,197,..,23,3,23,0,29,..,1018,114,1134,7,1146,..,488,31,516,3,520,..,647,132,775,3,784,..,13,0,13,0,13,..,240,22,262,0,261,..,497,3,506,3,505,..,631,36,668,5,667,..,671,7,685,3,688,..,123,0,124,0,127,..,1921,52,1972,17,1993,..,1596,127,1716,7,1725,..,366,13,383,3,389,..,743,207,953,12,961,..,148,16,165,0,164,..,488,74,560,0,560,..,4017,540,4558,102,4658,..,39072,6671,45744,400,46139,..,352,51,403,8721,9124,106259,39419,6726,46147,9117,161526
CED133,..,70,5,75,3,84,..,25,10,36,0,36,..,91,0,95,0,95,..,891,178,1060,14,1079,..,30,0,31,0,31,..,42,3,52,0,54,..,43,3,50,0,45,..,1128,194,1323,17,1340,..,403,39,448,10,452,..,118,14,132,0,131,..,38,19,54,0,54,..,7,0,7,0,7,..,21,0,21,0,21,..,7,3,9,0,9,..,37,0,44,0,44,..,30,4,34,0,34,..,11,4,17,3,17,..,7,3,5,0,5,..,95,3,100,3,100,..,70,3,76,0,76,..,178,11,186,0,191,..,56,0,52,0,56,..,403,20,416,4,421,..,246,14,261,4,264,..,25,0,27,0,27,..,139,10,154,0,154,..,8,0,8,0,8,..,56,42,93,0,97,..,748,167,919,32,952,..,5042,757,5795,117,5913,..,431,36,470,11518,11982,141219,5470,792,6267,11628,159107
CED134,..,112,11,122,0,121,..,100,8,106,0,110,..,133,10,147,3,145,..,96,9,103,3,103,..,137,10,146,0,150,..,107,20,125,0,122,..,374,29,399,0,399,..,938,81,1024,7,1026,..,151,12,168,7,167,..,42,8,48,0,51,..,41,30,75,0,75,..,14,0,14,0,14,..,32,0,29,0,34,..,35,0,33,0,33,..,22,3,26,0,26,..,47,0,47,0,47,..,10,0,15,0,15,..,76,18,90,0,90,..,139,10,146,5,152,..,36,4,36,0,36,..,257,12,272,7,272,..,47,0,47,0,47,..,484,20,501,8,510,..,83,12,98,0,98,..,94,7,102,0,106,..,64,16,80,0,80,..,15,0,15,0,15,..,83,7,94,0,96,..,838,119,960,17,976,..,4397,536,4931,71,5004,..,440,34,477,14406,14887,133878,4834,574,5409,14481,153769
CED135,..,953,227,1181,12,1201,..,1645,118,1766,17,1782,..,8159,422,8583,60,8646,..,3420,339,3761,29,3791,..,900,40,948,7,952,..,1926,164,2087,24,2109,..,9279,959,10242,83,10323,..,25334,2048,27382,217,27604,..,904,134,1040,10,1044,..,261,63,327,0,327,..,3274,1765,5046,43,5084,..,82,18,96,0,101,..,289,36,321,3,326,..,1951,902,2848,26,2873,..,367,46,417,6,420,..,367,59,421,0,421,..,317,33,349,17,364,..,392,58,448,7,451,..,1111,37,1143,11,1158,..,804,91,891,9,901,..,1904,57,1964,12,1979,..,193,5,198,0,202,..,4007,196,4199,30,4234,..,1429,230,1654,14,1670,..,5652,690,6349,47,6393,..,399,116,516,5,524,..,1295,357,1650,19,1663,..,1148,348,1492,4,1504,..,11853,2337,14190,325,14519,..,90121,19953,110074,1065,111138,..,492,203,694,11212,11906,63279,90613,20154,110773,12277,186320
