CED_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED117,116,2387,245,2746,212,4174,441,4829,668,12405,1471,14541,950,10889,1136,12971,1227,8210,914,10352,1034,5530,665,7222,546,3783,468,4801,234,1918,294,2449,89,710,104,910,5075,50012,5737,60824,114,2233,228,2575,233,4581,484,5305,897,13240,1504,15636,1452,11132,1090,13679,1967,7813,784,10564,1706,5577,626,7911,885,3963,451,5296,330,2286,312,2925,49,1260,177,1487,7638,52094,5648,65376,230,4629,470,5324,444,8758,928,10131,1572,25641,2969,30183,2401,22021,2221,26646,3188,16022,1699,20915,2740,11103,1294,15134,1438,7748,918,10097,568,4201,603,5375,134,1978,280,2391,12718,102102,11384,126207
CED118,275,4974,400,5639,302,4701,433,5433,861,11132,1190,13187,1339,12434,1079,14855,1166,8689,760,10615,1019,6485,532,8034,579,4058,379,5022,220,1734,217,2175,47,498,103,655,5808,54711,5103,65621,255,4586,342,5186,361,4235,268,4862,1390,11632,752,13769,2041,11382,713,14139,1805,8238,525,10570,1542,6320,494,8356,765,4166,438,5372,213,2045,309,2567,33,879,144,1058,8405,53486,3986,65879,530,9563,737,10825,660,8942,697,10298,2253,22763,1940,26955,3384,23813,1793,28992,2974,16928,1281,21184,2556,12809,1030,16390,1352,8230,816,10398,440,3776,527,4744,81,1377,255,1711,14217,108201,9084,131500
CED119,193,4400,262,4850,202,4150,227,4574,487,7604,420,8514,847,8764,447,10055,1295,8116,469,9871,1359,6670,333,8357,837,4782,295,5909,287,2123,229,2640,91,827,105,1022,5584,47437,2781,55802,184,4071,217,4472,258,3794,160,4215,734,7757,358,8847,1513,8826,429,10770,2082,7849,369,10300,2241,6228,348,8815,1133,4800,358,6288,319,2442,294,3057,82,1543,180,1805,8543,47305,2723,58572,372,8467,481,9318,460,7944,388,8788,1222,15356,781,17359,2362,17588,877,20829,3376,15964,835,20171,3600,12902,677,17172,1967,9584,653,12202,600,4570,523,5699,170,2368,292,2827,14122,94743,5504,114365
CED120,197,4392,495,5086,217,3861,362,4443,546,7491,770,8813,925,7961,811,9697,1270,8096,791,10160,1234,7154,694,9074,843,5467,755,7069,352,2346,500,3195,77,648,253,971,5659,47414,5428,58499,254,4113,471,4841,282,3625,285,4190,1026,7649,563,9234,1617,7879,571,10065,2165,7807,632,10604,2091,6653,671,9410,1130,5233,694,7059,336,2568,644,3540,47,1169,521,1735,8943,46696,5037,60678,452,8505,963,9927,499,7491,645,8640,1568,15141,1334,18040,2545,15843,1381,19762,3437,15901,1421,20761,3323,13803,1359,18488,1973,10704,1451,14126,687,4913,1135,6738,122,1814,767,2705,14599,94115,10467,119176
CED121,211,4388,479,5080,255,4074,454,4781,670,7782,1041,9496,937,7574,946,9460,1247,8002,884,10133,1457,7646,782,9883,977,6122,853,7954,413,2940,560,3921,119,1012,262,1392,6287,49546,6263,62093,259,4088,396,4738,350,3764,298,4410,1080,7830,606,9512,1638,7460,587,9685,2156,7408,676,10238,2377,7011,728,10119,1340,5992,880,8216,484,3431,719,4630,64,1892,534,2487,9761,48870,5404,64043,468,8480,870,9821,607,7834,752,9194,1755,15610,1646,19012,2577,15033,1525,19146,3403,15410,1556,20372,3835,14661,1509,20001,2321,12117,1729,16168,900,6368,1280,8549,185,2905,798,3882,16055,98421,11663,126136
CED122,197,4589,491,5270,311,8031,996,9336,697,14280,1981,16957,1017,10565,1439,13026,1340,8095,1127,10567,1108,6026,850,7988,618,4406,726,5748,376,2543,518,3427,126,920,212,1250,5787,59449,8347,73581,212,4437,394,5045,360,7833,731,8927,934,14312,1443,16691,1506,10663,1032,13200,2051,7943,774,10768,1790,5925,718,8432,1012,4812,697,6525,497,3078,554,4135,105,1714,449,2269,8459,60732,6801,75989,403,9027,888,10316,668,15863,1726,18261,1630,28588,3424,33643,2525,21230,2478,26232,3395,16037,1908,21337,2895,11957,1573,16421,1631,9223,1425,12274,873,5618,1070,7566,234,2630,662,3521,14249,120180,15146,149570
CED123,242,4881,476,5595,292,5075,543,5910,796,10678,1232,12710,1097,9586,1036,11717,1158,8129,817,10103,1112,6901,694,8709,668,4912,550,6127,237,1863,334,2437,52,533,125,710,5662,52555,5809,64029,280,4552,427,5249,393,5029,471,5893,1403,10929,1051,13383,1887,9179,848,11911,1986,7742,770,10501,1943,6785,650,9383,951,4783,660,6385,295,2320,456,3064,38,1132,222,1394,9176,52438,5555,67169,516,9429,898,10850,685,10104,1019,11809,2205,21609,2277,26094,2992,18764,1880,23635,3149,15869,1581,20599,3057,13688,1349,18094,1615,9697,1206,12518,533,4182,793,5505,93,1668,347,2105,14846,104993,11362,131195
CED124,197,3453,546,4199,173,2447,278,2896,437,4394,446,5277,740,5444,552,6728,1240,7172,833,9243,1666,8523,944,11128,1318,9034,1209,11555,564,4463,943,5973,156,1348,448,1956,6487,46268,6197,58951,222,3281,517,4015,252,2321,240,2810,852,4575,409,5834,1332,5548,569,7449,2079,7161,743,9979,2846,8113,882,11849,1747,8540,1189,11480,647,4511,1155,6317,119,2001,737,2860,10088,46052,6444,62589,415,6737,1061,8215,425,4761,515,5700,1286,8970,856,11111,2071,10991,1115,14176,3323,14327,1573,19225,4512,16636,1826,22976,3061,17576,2397,23034,1214,8977,2102,12290,275,3354,1189,4814,16577,92317,12644,121542
CED125,300,4901,503,5710,327,5005,475,5807,872,10156,886,11919,1222,8989,734,10954,1215,7785,657,9659,1138,7087,611,8839,723,4522,536,5784,248,1617,280,2146,35,377,89,508,6089,50446,4787,61321,312,4590,477,5375,442,4932,434,5807,1582,10440,888,12916,2022,8554,730,11312,2013,7602,664,10275,1886,7058,672,9613,882,4557,611,6052,248,1925,344,2509,35,694,204,933,9420,50345,5022,64792,616,9494,979,11084,769,9937,910,11615,2456,20595,1780,24833,3251,17550,1465,22262,3229,15384,1321,19928,3023,14144,1287,18450,1611,9082,1147,11839,492,3537,629,4663,75,1074,298,1445,15515,100792,9809,126110
CED126,136,4225,285,4648,183,3546,229,3955,387,6371,447,7203,733,8650,570,9948,1221,8826,563,10622,1258,6831,516,8608,829,5683,467,6978,414,3147,458,4023,144,1189,254,1587,5301,48461,3793,57557,160,3823,238,4228,184,3166,215,3559,573,6608,435,7613,1226,9020,559,10802,1997,8823,537,11359,2182,6505,502,9187,1328,5817,639,7786,509,3571,612,4701,128,2233,651,3011,8283,49573,4387,62246,301,8049,524,8871,364,6705,447,7513,959,12978,878,14813,1956,17670,1128,20754,3223,17651,1108,21976,3443,13335,1019,17794,2158,11501,1103,14760,925,6723,1072,8722,274,3417,907,4599,13586,98034,8185,119796
CED127,224,4204,379,4815,219,3630,243,4094,446,6430,484,7362,853,7165,552,8574,1298,7908,655,9859,1354,7482,602,9436,894,5626,580,7097,337,2377,343,3054,66,720,142,926,5681,45552,3973,55213,253,3919,364,4536,285,3389,245,3923,808,6399,449,7652,1502,7245,469,9216,2194,7836,642,10670,2304,7237,602,10151,1276,5821,649,7748,357,2835,499,3688,66,1400,251,1717,9052,46087,4161,59296,478,8127,741,9351,498,7025,493,8018,1256,12833,929,15014,2357,14414,1020,17789,3494,15743,1290,20530,3662,14724,1200,19585,2166,11444,1228,14838,694,5208,841,6747,135,2127,385,2641,14736,91641,8134,114511
CED128,277,4779,464,5522,411,5405,468,6285,990,10371,943,12296,1231,9188,794,11207,1266,8304,745,10310,1156,7246,671,9075,645,4899,522,6066,287,2327,336,2949,68,719,143,934,6337,53235,5072,64641,336,4525,409,5270,509,4915,401,5823,1594,10183,888,12664,1971,8532,747,11248,2166,7921,720,10812,1837,6955,625,9421,946,4842,517,6306,327,2789,397,3515,57,1269,269,1592,9732,51939,4975,66645,611,9303,877,10787,921,10323,864,12107,2583,20551,1827,24954,3202,17716,1543,22459,3434,16223,1464,21122,2995,14199,1295,18494,1590,9745,1040,12374,615,5115,730,6462,120,1990,414,2522,16074,105173,10047,131291
CED129,215,4847,219,5278,221,4291,170,4686,474,7213,356,8044,999,10095,399,11497,1273,8888,409,10567,1192,6653,321,8169,824,5081,275,6176,311,2256,202,2765,78,652,93,822,5592,49973,2436,57999,247,4630,217,5099,254,3876,135,4266,778,7725,356,8856,1615,10656,429,12692,1963,8623,384,10969,1927,6634,317,8889,1110,5362,328,6802,323,2466,267,3065,69,1134,180,1379,8282,51113,2616,62013,462,9476,438,10379,480,8168,308,8954,1248,14941,710,16898,2612,20747,822,24184,3235,17514,790,21531,3122,13290,636,17049,1927,10443,601,12973,631,4726,470,5830,146,1785,273,2203,13873,101083,5052,120008
CED130,235,4131,740,5112,221,3757,454,4431,564,6784,921,8273,846,6532,896,8271,1220,7351,954,9530,1423,7749,1096,10273,870,6613,1153,8637,434,3244,787,4469,101,934,291,1327,5913,47097,7304,60318,248,3989,651,4893,337,3680,470,4493,983,6922,769,8675,1461,6639,785,8881,1933,7324,910,10162,2231,7348,1050,10628,1260,6273,1122,8661,534,3722,1023,5279,92,1792,575,2464,9086,47693,7366,64141,487,8125,1395,10006,562,7437,923,8919,1544,13710,1693,16951,2307,13167,1680,17156,3153,14675,1861,19694,3653,15094,2149,20899,2132,12886,2281,17303,966,6968,1807,9745,194,2724,866,3784,15002,94784,14665,124455
