CED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
CED124,0,0,0,17,23,27,8,6,0,81,3,25,27,131,88,83,36,5,3,408,0,3,0,15,3,16,26,15,4,84,0,10,6,29,58,119,199,94,29,547,0,0,0,9,4,11,0,0,0,32,0,23,20,55,54,68,77,21,9,326,0,0,0,0,0,3,18,13,0,42,0,0,0,12,14,6,9,3,0,47,0,0,0,4,0,0,0,0,0,11,0,20,10,49,23,16,4,0,0,123,0,0,0,0,3,4,3,0,0,8,0,0,0,3,4,0,0,3,0,9,3,28,17,59,56,54,70,15,4,314,0,0,3,19,5,5,3,0,0,40,0,0,0,13,12,21,33,19,3,110,0,0,15,20,14,19,6,3,0,73,11,30,33,146,150,190,252,152,57,1018,361,874,887,1895,1623,1968,2112,1316,685,11713,6885,17047,13914,25288,19225,22976,23034,12290,4814,145480
CED125,0,3,13,36,22,13,4,0,0,88,12,170,331,1386,736,584,247,65,28,3561,0,0,10,122,57,113,76,22,16,424,0,13,14,90,121,243,218,100,16,807,0,5,11,35,18,26,9,4,0,120,4,25,88,322,173,169,141,43,5,971,0,0,3,29,48,38,44,27,6,187,12,44,37,212,101,75,44,18,7,550,0,3,9,63,4,14,0,0,0,98,9,20,48,274,94,56,31,0,0,527,0,0,3,40,62,47,34,7,0,196,0,3,6,29,16,7,5,3,0,83,8,23,39,118,51,27,32,6,0,317,3,18,46,303,140,127,33,14,3,686,0,0,4,23,23,41,28,12,4,141,0,15,46,78,43,15,5,0,0,203,40,247,458,2274,1556,1276,783,356,83,7054,651,1178,1318,2910,1258,1256,962,414,216,10163,12449,23455,22700,47094,19928,18450,11839,4663,1445,162017
CED126,0,0,0,34,51,29,9,6,3,124,10,39,97,452,221,149,37,23,3,1034,4,4,3,96,34,62,45,11,18,279,5,43,38,193,187,174,179,109,47,968,11,42,40,54,45,41,13,11,0,265,8,128,189,666,427,256,145,69,32,1915,0,0,9,60,64,81,58,69,28,362,0,0,6,28,23,20,12,5,0,94,0,3,6,31,4,3,5,0,0,65,3,23,51,189,94,46,6,7,0,416,0,0,0,5,5,11,8,0,0,34,0,0,5,30,31,23,24,8,3,129,21,105,136,294,206,170,113,39,7,1096,0,7,28,119,51,43,8,3,0,257,0,0,9,97,67,46,35,22,11,289,0,0,11,63,46,40,16,0,3,178,57,217,284,2168,924,634,521,291,123,5227,336,652,667,1770,1035,987,936,697,445,7532,8869,19941,16384,35567,21976,17794,14760,8722,4599,148613
CED127,0,0,4,21,39,30,7,8,0,107,4,33,42,200,109,80,39,10,3,520,0,0,4,48,31,66,37,16,8,219,0,20,13,81,138,182,218,106,28,790,0,7,10,26,22,16,9,4,0,100,0,21,49,157,115,87,71,22,8,537,0,0,0,6,27,34,23,10,0,104,0,0,3,27,22,21,11,12,0,98,3,7,4,18,5,5,5,0,0,47,6,11,22,110,22,27,11,0,0,210,0,0,0,13,7,23,17,13,0,81,0,0,0,3,5,7,3,3,0,27,11,42,36,134,114,116,103,31,6,586,4,4,51,89,24,13,7,0,0,189,0,0,4,24,47,38,58,27,9,202,0,0,4,14,16,16,3,0,0,60,13,52,93,469,365,362,412,200,94,2059,333,704,824,1758,1296,1251,1106,555,209,8030,8333,18598,17365,32803,20530,19585,14838,6747,2641,141439
CED128,0,0,3,13,12,6,5,0,0,36,16,150,261,1284,684,628,298,63,32,3424,0,0,0,77,44,102,52,51,41,362,0,3,4,33,57,107,84,43,15,346,0,10,18,26,15,20,13,4,0,103,3,14,31,99,80,70,53,8,3,360,0,0,3,44,58,75,70,55,14,322,3,23,50,323,136,158,93,29,25,837,0,3,7,72,11,26,10,0,0,134,4,48,79,275,73,46,17,3,0,547,0,3,7,44,37,65,79,16,7,259,23,19,53,359,298,165,114,32,6,1073,3,36,23,76,19,22,13,0,0,195,20,83,295,2063,1459,1303,482,220,63,6001,0,0,0,10,11,19,7,9,3,55,0,7,19,25,9,7,3,0,0,71,126,554,858,3024,1801,1371,1048,624,181,9588,599,1058,1089,2786,1305,1175,859,516,256,9634,12029,22374,22902,47414,21122,18494,12374,6462,2522,165693
CED129,0,0,8,41,36,23,4,0,3,113,8,92,177,881,522,535,296,44,28,2581,0,6,6,120,74,137,61,31,20,454,0,29,20,88,101,113,126,66,26,564,17,102,77,140,100,83,59,18,4,594,31,226,331,758,464,276,129,56,15,2277,0,0,0,16,42,23,28,23,4,135,11,102,142,705,586,457,207,94,30,2316,9,7,22,204,57,79,35,7,0,422,8,16,53,183,55,33,8,0,3,364,0,0,0,4,8,15,5,4,0,41,0,3,5,80,114,41,19,17,4,290,33,145,256,219,93,65,38,6,0,861,3,18,23,231,149,120,37,4,4,585,0,8,5,25,21,30,15,14,3,114,0,0,27,74,66,26,11,0,0,211,55,287,360,1327,808,654,482,266,88,4319,226,470,425,1275,686,555,520,291,124,4563,10156,23289,19331,41091,21531,17049,12973,5830,2203,153449
CED130,0,7,6,46,30,16,3,0,0,116,14,106,121,411,127,79,34,7,0,898,0,0,0,6,3,10,12,4,6,41,0,15,14,32,63,65,91,51,30,354,0,15,9,13,23,17,7,3,0,90,3,34,47,116,72,49,28,12,4,362,0,0,0,0,3,4,3,3,0,11,3,14,14,69,17,12,7,4,0,131,6,5,33,145,0,3,0,0,0,191,4,13,15,54,13,9,0,0,0,108,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,3,0,0,0,13,7,34,56,128,70,75,56,25,8,453,3,18,30,111,15,10,0,0,0,188,0,9,4,13,21,11,16,11,3,83,0,0,12,23,29,13,4,3,0,87,35,121,109,422,159,136,118,77,15,1185,634,1335,1537,3092,1907,2218,1928,1285,600,14541,9304,20428,18923,34106,19694,20899,17303,9745,3784,154184
CED131,0,4,12,43,30,20,7,0,0,108,15,60,75,314,143,128,48,16,0,799,0,3,3,51,32,40,46,45,48,269,0,21,8,108,63,107,109,74,39,533,4,12,71,42,21,10,6,8,0,175,3,17,78,172,81,61,11,20,0,442,0,0,0,4,31,44,39,41,12,171,4,18,26,119,36,21,8,4,0,233,3,3,18,76,6,3,0,0,0,110,4,21,49,133,42,18,0,0,0,267,0,0,9,39,109,189,168,126,25,668,0,0,0,15,8,6,3,0,0,34,16,55,88,245,77,60,34,10,3,596,11,37,55,178,44,43,8,3,6,382,0,7,6,24,33,31,20,7,12,149,0,10,56,64,7,16,0,0,0,159,72,237,378,1077,305,247,233,141,83,2764,250,442,853,2006,983,981,766,549,358,7187,8996,16949,22370,43370,19552,18016,12538,7197,3958,152948
CED132,0,9,6,76,76,66,33,36,18,303,20,88,120,950,243,158,103,24,12,1721,4,10,12,264,38,94,60,35,39,547,4,14,23,230,161,115,112,47,24,734,40,128,79,313,116,88,73,28,7,880,13,46,122,875,316,288,175,67,47,1964,0,0,0,36,27,32,13,17,3,126,5,3,19,244,85,56,46,21,8,490,17,31,94,662,86,102,58,11,0,1060,13,43,83,657,110,51,26,4,0,992,0,0,3,26,28,19,20,32,3,127,0,5,0,90,42,33,11,19,4,221,86,281,189,614,285,200,107,38,16,1819,5,10,56,333,110,69,47,16,3,653,0,3,6,77,46,34,33,8,7,231,0,3,11,90,41,39,18,3,0,199,91,293,357,3127,760,604,551,379,258,6412,459,639,855,3724,1172,1043,816,492,351,9550,9986,17412,16487,56348,21153,16834,12884,6673,3750,161526
CED133,0,3,9,53,54,40,6,5,3,166,11,58,41,184,124,95,38,4,0,556,0,0,0,9,5,18,7,9,6,57,0,8,3,40,70,99,153,68,25,470,0,0,0,12,18,7,4,0,0,42,5,29,37,106,90,83,55,24,12,430,0,0,0,0,3,6,4,3,0,24,3,3,0,23,14,6,7,8,3,69,0,3,25,97,4,7,0,0,0,128,4,15,13,59,36,19,3,0,0,151,0,0,0,3,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,6,4,32,21,111,64,86,95,22,9,438,0,7,11,46,11,11,0,0,0,88,0,0,4,9,13,24,37,19,4,107,0,4,12,21,19,16,17,0,0,101,16,78,89,301,176,232,227,106,35,1253,510,1160,1350,2698,2006,2383,1905,1154,482,13637,8378,19747,17054,31807,21741,25385,19895,10599,4499,159107
CED134,0,10,3,30,22,12,0,0,0,83,12,70,58,268,106,65,27,9,3,621,0,0,0,11,3,12,4,0,6,30,0,6,5,24,28,52,51,31,5,204,0,3,0,8,4,4,8,3,0,32,3,28,41,112,51,40,15,14,3,303,0,0,0,0,4,8,21,17,3,63,7,19,19,87,35,11,7,3,0,201,0,3,8,25,0,0,0,0,0,29,0,10,0,52,13,7,0,0,0,83,0,0,0,0,3,4,9,4,0,10,0,0,0,7,3,3,0,0,0,15,3,21,10,58,28,44,37,19,12,225,4,3,5,51,8,3,4,0,0,81,0,0,0,9,4,3,14,7,3,46,0,19,13,51,21,9,7,0,0,118,13,43,46,208,92,117,127,84,23,742,891,1607,1570,3849,2419,2464,2085,1270,533,16697,10761,20634,17313,36062,20224,20434,15701,9117,3535,153769
CED135,0,6,7,35,11,15,4,0,0,84,30,190,315,1751,601,486,235,65,38,3715,0,0,5,113,46,112,58,33,25,387,0,3,9,37,42,47,76,45,30,283,17,44,43,141,47,67,32,14,0,402,3,15,53,174,76,74,45,12,8,454,0,0,3,44,41,36,30,19,3,177,35,198,291,1791,691,447,264,145,34,3901,0,12,63,327,49,67,27,0,0,547,8,14,74,329,61,57,15,8,0,570,0,0,3,25,15,13,15,6,3,86,0,9,47,276,286,172,119,39,7,954,36,104,49,147,35,36,28,0,4,436,5,21,80,513,352,370,141,65,29,1570,0,0,0,17,14,5,8,7,0,50,0,22,33,111,19,9,3,0,0,194,123,401,636,2776,1020,759,589,315,119,6736,882,1118,1325,4865,1404,1184,835,548,311,12474,14782,21210,22035,70379,20671,17198,10944,6357,2743,186320
CED136,0,3,5,21,17,12,5,0,0,62,5,71,43,247,147,96,45,9,3,671,0,0,0,20,6,26,27,23,24,130,0,24,14,62,86,143,180,108,27,647,0,5,3,11,9,11,0,0,0,47,3,54,60,183,114,52,52,19,3,547,0,0,0,6,10,7,18,13,7,59,0,0,3,33,9,8,4,0,0,54,0,9,12,78,0,0,0,0,0,106,11,17,23,85,30,22,0,3,0,187,0,0,0,3,7,3,7,6,0,23,0,0,3,7,4,9,0,0,0,26,13,42,31,91,55,36,39,7,0,322,0,3,18,42,18,7,0,3,0,97,3,3,6,23,51,34,44,20,11,194,0,18,17,73,24,11,9,0,0,144,9,30,48,318,160,193,224,103,40,1120,470,909,982,2322,1395,1502,1515,1017,525,10629,10344,20625,18540,37895,19874,19513,17015,8638,3193,155634
CED137,0,3,9,48,32,27,15,4,9,144,14,82,129,1197,301,256,126,33,14,2159,0,4,4,138,29,80,48,48,29,381,4,3,9,105,62,68,76,44,21,394,25,64,65,205,52,72,46,28,5,551,3,25,56,331,126,97,56,27,4,730,0,0,3,26,27,35,26,27,10,151,4,45,129,753,367,382,232,137,87,2147,14,19,109,697,71,85,47,9,0,1059,9,36,110,671,79,49,10,4,0,965,0,0,3,30,29,14,15,4,0,106,3,5,23,195,167,124,72,30,16,635,47,88,67,195,75,49,54,11,3,591,7,38,278,1103,688,613,260,113,39,3143,0,0,3,30,19,13,12,8,5,79,0,0,16,56,17,19,4,3,0,109,86,275,417,2501,824,639,519,342,202,5800,652,812,1576,4779,1327,1118,831,510,300,11899,10677,16614,24833,66644,21809,18076,11880,7162,3644,181347
CED138,0,0,7,72,62,40,15,7,0,208,14,54,49,220,110,102,41,12,6,612,0,0,0,43,11,24,17,10,9,109,4,15,12,75,90,135,207,158,75,778,0,4,3,17,21,19,11,0,0,87,0,21,42,175,125,116,106,37,13,630,0,0,0,3,12,12,24,15,8,72,0,3,3,18,12,18,10,4,3,65,0,4,4,34,6,0,3,0,0,47,6,25,49,120,46,30,7,0,0,288,0,0,0,3,0,0,0,0,4,11,0,0,0,14,4,3,3,0,0,28,13,52,67,196,144,148,143,30,12,791,0,5,4,38,13,7,0,0,3,78,0,5,6,36,27,49,50,37,16,219,0,3,6,28,22,24,16,3,0,107,22,96,101,783,337,297,300,166,82,2184,514,1225,1075,2995,2085,2432,1954,1216,784,14286,7804,17634,14508,32296,20930,23705,19363,11113,5565,152913
CED139,6,10,13,24,22,19,5,0,0,95,17,117,69,345,98,66,33,3,0,742,0,0,0,10,8,3,8,14,10,46,4,3,19,29,56,45,93,42,14,296,0,3,6,9,12,4,3,0,0,52,0,45,57,110,70,39,24,10,3,369,0,0,0,4,4,10,10,10,4,49,3,17,11,102,23,11,5,3,0,176,0,0,23,100,10,0,0,0,0,134,0,11,8,31,20,6,3,0,0,80,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,4,3,0,0,20,3,14,22,56,41,36,33,7,3,216,0,3,5,74,11,16,3,0,0,116,0,0,3,8,7,8,19,5,3,56,0,9,15,34,19,20,7,0,0,108,17,91,112,381,114,135,144,67,34,1098,520,1210,1392,2721,1808,1930,1748,1204,536,13063,9696,21002,19528,35163,19692,20150,16545,9775,4237,155793
CED140,0,0,16,57,39,39,12,7,3,181,5,42,56,304,143,159,66,14,9,786,0,0,4,56,27,41,30,24,13,196,4,43,28,103,158,149,206,126,57,873,6,13,13,26,30,16,7,3,3,117,0,56,104,259,221,151,121,63,11,974,0,0,0,0,14,8,7,12,4,58,0,3,3,44,28,20,25,12,3,131,0,7,4,37,12,9,0,0,0,70,11,21,37,163,63,18,4,3,0,314,0,0,0,0,4,12,0,0,0,13,0,0,0,21,24,11,4,4,0,62,14,71,49,170,119,89,77,9,9,604,3,8,7,63,40,24,12,4,0,159,0,9,5,47,34,51,47,34,14,242,0,7,14,54,29,20,14,0,0,142,23,99,85,676,390,349,396,250,99,2374,342,705,782,1903,1181,1277,1207,920,722,9032,8064,17036,15875,32466,19553,19177,16549,9626,4747,143103
CED141,0,0,3,27,20,19,3,3,0,76,3,27,53,180,83,87,29,7,3,472,0,0,0,18,10,33,28,24,35,139,4,14,16,72,102,126,212,124,40,709,0,0,3,8,11,12,5,11,0,59,0,27,45,127,84,67,40,16,7,411,0,0,0,4,12,15,12,15,3,68,0,4,0,28,15,11,14,11,0,87,0,3,3,6,0,5,0,3,0,19,5,19,19,98,20,11,4,0,0,175,0,0,0,11,32,57,62,44,14,222,0,0,0,9,8,6,0,0,0,20,3,55,32,84,60,58,31,17,3,342,0,3,13,39,31,6,9,3,0,94,0,3,9,25,45,34,40,26,8,191,0,0,4,37,10,15,4,0,0,65,9,65,56,328,227,186,250,147,80,1349,269,559,606,1516,1025,1022,1095,804,364,7253,8431,17837,16881,32529,19421,19055,16678,9814,3838,144482
CED142,3,3,15,72,44,27,12,6,0,188,0,27,154,1105,207,160,80,16,3,1747,3,3,23,341,38,79,61,32,8,577,4,0,68,495,138,128,82,31,10,960,9,24,269,635,96,80,40,16,3,1170,7,7,113,651,145,123,72,20,3,1138,0,0,0,51,27,33,33,27,8,181,0,0,59,249,42,21,21,7,0,399,7,6,214,971,67,54,30,3,0,1356,30,37,782,5378,303,111,24,9,0,6674,0,0,5,56,23,30,16,14,0,140,0,3,24,227,76,43,35,16,4,437,49,85,436,1385,279,170,106,29,3,2548,11,18,418,911,223,292,150,60,17,2092,0,0,23,149,40,20,17,5,0,254,0,0,14,66,26,10,9,0,0,128,82,153,1427,6834,959,775,755,503,159,11654,690,676,4607,12256,2674,2044,1292,657,252,25144,6807,6904,36590,98772,20469,15144,9616,4433,1456,200181
CED143,0,0,3,42,81,37,14,16,3,201,8,39,63,411,139,127,48,13,3,859,3,5,8,176,33,58,34,14,20,358,0,54,32,375,266,175,151,98,32,1189,23,108,58,97,64,43,35,14,5,440,30,113,109,1062,425,285,199,63,15,2307,0,0,4,37,28,33,20,26,11,148,0,5,0,89,38,33,26,6,5,204,5,11,10,101,36,33,14,0,0,217,15,27,48,277,75,50,3,3,0,499,0,0,8,17,22,12,9,5,0,80,0,7,3,70,37,22,23,8,7,181,67,313,213,823,367,193,118,25,14,2131,3,7,43,130,57,34,18,8,3,293,6,14,17,164,100,37,42,26,6,418,0,0,8,78,67,47,15,3,5,227,85,357,399,3641,935,494,434,229,136,6708,450,792,825,3092,1269,1001,790,492,335,9045,9147,18859,14499,45608,21450,15582,12107,6545,3536,147333
CED144,0,4,7,23,21,17,12,14,4,98,31,92,198,1080,458,407,211,36,17,2515,0,0,3,71,38,50,44,36,32,277,0,0,6,20,26,23,45,28,11,156,3,23,33,88,36,58,27,6,6,279,0,9,29,91,56,38,29,12,3,276,0,0,0,12,28,21,29,23,8,129,0,16,30,229,93,157,97,47,24,686,3,6,33,181,38,38,22,3,4,323,9,21,73,427,80,78,29,7,3,721,0,3,3,51,68,76,66,36,12,311,4,3,10,117,95,53,46,21,8,354,12,42,42,106,38,20,14,3,0,265,13,99,468,1669,1243,1220,412,182,88,5400,0,0,3,7,6,3,6,3,0,35,0,3,10,30,11,6,0,0,0,55,132,491,791,3308,1812,1376,984,569,217,9681,734,1169,1337,3343,1455,1188,907,617,320,11064,12542,22666,23952,53491,21946,17647,11626,7494,3434,174806
CED145,0,5,13,58,40,21,10,7,5,145,5,42,68,431,140,84,41,7,3,830,0,3,8,234,29,90,123,65,143,698,0,8,30,335,117,101,102,67,20,787,23,94,54,160,59,65,53,36,12,554,20,86,339,1785,1006,928,590,333,128,5217,0,0,0,22,25,25,18,26,6,127,0,3,8,68,25,22,17,18,3,159,6,4,11,96,22,14,4,0,0,168,8,23,48,275,66,25,24,4,0,472,0,0,0,30,17,6,3,4,3,58,0,0,3,82,36,9,9,12,5,154,78,259,204,997,291,173,113,27,13,2162,0,5,23,150,61,20,13,3,5,279,6,3,6,173,39,14,19,10,3,272,0,0,10,65,56,33,18,16,4,196,83,242,772,4885,1139,1082,1448,783,590,11016,644,950,1257,5976,1777,1352,1234,903,651,14741,8142,14239,13742,55061,18477,14023,11753,6598,3919,145949
CED146,0,3,3,13,12,8,4,0,0,42,17,89,268,1269,813,803,301,71,30,3671,0,0,8,116,76,173,95,49,19,533,0,3,3,28,44,76,86,34,15,288,4,6,15,33,22,17,16,7,0,122,3,3,37,123,86,68,50,14,8,390,0,0,18,153,148,157,126,75,11,680,0,20,29,147,106,97,48,19,16,472,0,4,9,33,16,10,3,0,0,90,3,9,52,407,93,73,28,5,0,669,0,3,32,215,210,199,165,33,7,869,7,25,52,199,185,69,36,16,0,584,4,49,53,82,27,8,6,3,0,245,19,100,358,2845,1728,1444,419,153,59,7121,0,3,0,11,3,12,6,3,0,36,0,44,95,127,66,16,0,0,0,352,61,427,775,3410,2601,2108,1322,531,150,11388,713,1565,1538,3091,1643,1271,935,632,375,11766,12414,26676,25569,47652,23207,18094,10341,5151,1801,170909
CED147,0,0,0,26,22,19,7,9,0,83,5,31,61,261,127,146,66,13,7,723,0,3,0,45,21,53,60,29,21,237,0,19,10,53,226,296,322,257,81,1266,0,17,14,16,10,12,7,8,0,87,3,33,47,141,68,54,76,29,14,459,0,0,0,11,44,55,56,52,15,232,0,5,6,31,18,19,7,7,3,90,0,8,8,31,13,5,5,3,0,75,6,22,33,107,45,21,7,0,0,229,0,7,25,184,360,412,419,150,35,1595,0,5,6,79,82,36,46,16,4,267,12,15,52,92,68,43,58,12,8,363,3,8,18,109,51,68,25,5,3,292,0,5,6,20,86,88,95,64,21,383,0,3,4,33,19,14,4,3,0,81,26,115,122,546,567,751,604,447,210,3382,369,838,857,1996,1316,1355,1304,874,329,9238,9155,19914,18581,34960,20148,19278,16766,9841,3641,152280
CED194,0,0,0,5,6,4,0,0,0,16,3,6,8,46,11,15,3,3,0,89,0,0,3,6,0,4,4,0,0,18,0,0,3,17,3,14,11,7,0,50,0,0,3,7,3,0,0,0,0,13,3,7,4,34,6,15,14,0,0,77,0,0,0,3,3,3,3,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,12,55,3,0,0,0,0,74,0,0,8,27,4,0,0,0,0,39,0,0,0,3,3,3,0,0,0,5,0,0,0,10,6,3,0,0,0,18,5,5,27,25,7,11,6,0,0,82,0,0,16,27,9,10,3,0,0,76,0,0,5,4,3,0,5,0,0,19,0,0,0,3,0,7,0,0,0,9,14,15,54,172,68,43,25,8,0,398,36,56,328,934,338,284,200,60,15,2248,338,402,1876,4599,1798,1722,1196,282,78,12288
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,10,4,0,3,9,5,6,11,3,0,36,14,22,25,62,50,74,108,42,10,412
