CED_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
CED111,142,578,726,668,797,909,1365,1289,898,7378,117,727,931,979,912,815,756,418,254,5910,52,609,946,1009,974,745,486,240,127,5190,25,466,1018,946,987,738,330,116,77,4705,5,341,1089,958,974,738,252,124,47,4535,3,133,883,707,699,443,113,27,15,3025,3,37,620,601,638,438,72,26,15,2439,0,5,297,458,470,358,67,17,3,1674,0,3,277,599,538,309,76,16,6,1827,4,7,58,216,250,143,52,22,12,766,361,397,647,525,583,630,667,602,435,4845,4839,6008,9990,10030,10167,9477,7185,4902,2674,65269,4262,1798,1564,1011,899,1294,595,288,169,11873,2330,934,454,447,453,605,432,174,66,5893,1128,1945,1320,977,1087,1422,1242,863,314,10304,435,1200,934,984,1203,1680,2907,2380,864,12590,389,1100,1263,1045,1269,1459,2284,2022,1251,12085,341,1341,1518,1298,1302,1357,1456,773,380,9762,148,1222,1680,1483,1492,1239,975,485,215,8942,75,1010,2026,1668,1716,1459,785,246,104,9089
CED112,210,498,745,784,879,1030,1847,1450,838,8276,159,672,1144,1082,1096,987,959,525,351,6978,74,642,1131,1116,1186,932,552,256,118,6003,28,472,1057,1020,1201,887,300,143,67,5169,8,225,899,904,1001,755,243,75,47,4152,3,73,592,613,549,432,103,23,11,2403,0,16,354,477,500,298,70,29,11,1757,0,3,164,354,338,267,25,9,3,1162,0,6,118,344,352,187,43,25,3,1073,6,8,30,117,124,101,46,33,15,476,419,309,542,570,689,746,873,888,889,5932,4785,4486,8835,9752,10390,10084,8421,5336,3050,65122,3948,634,803,847,971,1408,657,235,96,9612,2198,551,387,470,412,599,375,174,46,5214,1020,1018,977,994,1061,1433,1433,764,323,9019,487,708,886,994,1207,1813,3537,2449,793,12872,494,874,1106,1142,1342,1663,3042,2246,1191,13101,421,1216,1597,1412,1532,1558,1750,933,498,10915,183,1269,1977,1733,1872,1622,1102,569,227,10564,82,1039,2271,2036,2268,1828,806,285,129,10743
CED113,180,342,495,576,675,967,1380,936,485,6032,162,475,759,760,966,1001,891,387,225,5629,93,480,865,868,1094,870,562,216,99,5152,58,420,822,814,1029,904,426,147,57,4678,21,291,831,818,1045,854,320,105,39,4322,5,131,703,722,837,632,162,36,20,3246,5,43,535,713,792,521,117,27,11,2762,0,14,265,463,579,331,66,23,11,1747,0,9,247,765,905,427,89,28,12,2482,4,11,54,209,322,188,58,24,9,891,530,306,694,696,889,975,884,682,609,6265,4174,3488,7924,9094,11129,11017,8031,4040,2029,60931,3120,401,689,644,800,1296,573,176,59,7757,1989,280,309,357,377,688,491,163,52,4711,744,643,760,688,883,1516,1532,698,177,7645,337,496,667,760,1056,1766,3054,1852,507,10505,427,597,728,872,1133,1725,2511,1529,679,10197,372,868,1147,1119,1453,1698,1692,800,321,9473,253,1003,1556,1398,1756,1681,1224,497,185,9549,149,945,1826,1670,2028,1998,1095,333,109,10163
CED114,191,455,727,754,913,1092,1624,1251,655,7654,211,662,1168,1062,1084,1165,977,528,292,7147,99,630,1221,1035,1206,1024,597,278,99,6192,58,439,1088,1010,1264,1007,376,191,143,5585,15,248,818,850,969,815,282,117,53,4174,4,86,588,542,671,459,129,49,13,2539,8,19,329,444,512,339,88,23,7,1767,4,3,147,311,347,263,55,15,7,1158,7,7,131,288,357,267,56,26,19,1153,4,7,37,115,172,145,71,44,12,610,621,475,884,877,978,1205,1205,1097,760,8106,4955,4418,9322,9455,10722,11166,8992,5613,2725,67367,3664,483,818,750,804,1338,681,312,123,8965,2289,344,357,383,446,582,449,186,84,5119,846,959,1053,984,1110,1648,1691,923,303,9511,443,634,938,1048,1252,1929,3655,2521,715,13131,542,783,1084,1077,1447,1853,2877,2064,952,12670,509,1196,1628,1481,1647,1919,1964,1023,421,11789,271,1363,2187,1810,2038,1961,1302,563,194,11696,152,1149,2566,2145,2552,2295,980,401,228,12470
CED115,115,537,860,869,1021,1070,1217,981,737,7408,88,569,1104,1115,1039,771,398,181,92,5362,58,631,1139,1032,1044,775,223,103,38,5032,29,558,1166,852,907,664,148,51,13,4378,8,373,1167,763,709,541,106,29,16,3712,3,136,760,465,390,236,47,7,3,2039,0,50,464,347,299,176,31,7,3,1382,0,10,227,223,163,113,23,5,3,767,0,3,171,220,152,93,21,12,0,666,8,10,35,73,69,35,22,8,0,253,471,473,1070,931,856,812,574,464,302,5961,5476,6219,12162,10965,11143,10476,6198,3653,1831,68118,5778,2009,2639,2129,2180,2361,1055,503,214,18882,2154,1155,512,471,542,537,359,156,41,5921,1138,1509,1776,1952,2251,2641,1584,832,251,13934,344,940,1388,1514,2023,2847,3612,2086,664,15415,294,1007,1488,1438,1749,1770,2042,1473,1009,12270,209,1128,1805,1710,1759,1415,813,342,140,9320,133,1306,2288,1921,2073,1634,494,211,71,10132,99,1207,2788,2123,2241,1683,400,106,21,10668
CED116,196,380,610,716,954,1297,2088,1501,712,8464,123,488,903,890,1139,1211,1431,640,324,7150,58,440,814,909,1037,1068,796,368,119,5613,21,255,683,756,960,931,474,218,89,4395,9,160,571,637,828,840,342,130,63,3568,4,56,398,423,497,475,167,51,20,2084,0,18,239,338,434,413,113,37,15,1605,0,7,121,222,341,293,56,24,10,1071,0,7,82,249,308,297,81,29,13,1055,12,7,37,106,105,108,58,37,26,500,434,292,506,579,742,962,1202,1028,804,6550,3932,3125,6614,7765,9742,12422,11547,6426,2925,64503,2882,391,568,603,775,1678,693,259,193,8029,1991,341,289,350,459,820,605,213,67,5138,797,809,927,952,1138,2222,2209,1040,264,10354,348,533,784,963,1391,2569,5188,3162,858,15800,474,708,921,1094,1503,2286,3752,2501,1034,14279,307,898,1288,1316,1740,2083,2670,1287,480,12077,156,911,1464,1497,1769,2030,1710,800,246,10591,58,648,1564,1546,1884,2053,1225,499,178,9641
CED117,71,478,623,451,420,467,775,745,429,4462,62,552,918,618,528,491,499,220,100,3985,43,550,1076,700,561,486,426,135,38,4012,17,598,1536,856,679,603,378,89,31,4785,7,462,2057,1167,901,698,284,55,27,5650,0,218,1758,1099,787,566,179,32,6,4653,0,62,1460,1203,860,554,143,29,3,4319,3,17,933,1003,719,443,113,11,3,3248,0,9,1277,2023,1439,739,160,18,4,5665,0,12,385,1440,1235,464,95,24,12,3662,230,489,1500,1108,815,657,511,388,398,6090,2575,5305,15636,13679,10564,7911,5296,2925,1487,65376,2602,1134,1403,1242,920,932,553,288,96,9171,1120,520,343,374,357,318,305,171,57,3573,422,1071,899,644,610,806,760,603,198,6009,215,859,890,572,749,895,1445,1217,471,7324,158,900,1081,751,773,900,1375,1113,616,7673,140,1065,1602,968,874,860,917,406,173,6997,84,1051,2028,1180,1017,912,740,261,67,7342,48,1061,2994,1650,1309,1122,696,175,60,9128
CED118,149,396,718,732,628,572,952,705,331,5189,131,496,1023,1027,830,562,484,220,91,4862,94,545,1254,1245,948,631,282,97,31,5120,26,555,1542,1405,1182,738,198,40,16,5705,13,392,1761,1539,1218,753,174,25,8,5875,0,151,1241,1165,836,451,67,6,3,3922,0,44,912,1025,689,359,50,6,3,3087,0,4,442,726,477,287,35,4,0,1978,0,9,439,825,511,237,25,3,3,2044,0,3,86,220,142,68,18,5,0,550,321,287,755,711,535,480,410,284,223,3999,5186,4862,13769,14139,10570,8356,5372,2567,1058,65879,5476,1346,2473,2067,1466,2050,1150,373,95,16502,2160,732,526,606,427,503,409,133,32,5523,981,1083,1059,992,841,1155,1063,500,135,7813,435,785,880,901,838,1147,2182,1280,349,8801,384,835,1148,1046,939,966,1511,1053,470,8350,342,1019,1616,1476,1228,979,923,434,145,8157,198,1152,2336,2040,1563,1179,625,224,57,9361,82,1221,3206,2774,2253,1564,516,106,34,11758
CED119,158,354,415,512,600,628,1073,800,533,5075,120,411,664,841,876,751,771,306,184,4916,74,520,777,997,920,762,512,173,71,4809,34,563,1032,1065,1111,831,347,93,45,5125,9,432,1243,1154,1190,880,263,65,15,5260,4,165,1016,900,773,566,119,13,11,3561,0,51,775,843,802,528,84,24,9,3130,0,13,381,640,614,371,51,8,4,2084,0,5,431,801,748,402,73,16,3,2484,0,3,71,314,297,115,35,6,7,856,220,186,403,443,397,405,372,368,494,3279,4472,4215,8847,10770,10300,8815,6288,3057,1805,58572,4137,686,876,1016,887,1340,699,246,104,9989,2296,613,330,456,385,550,454,124,36,5240,855,928,548,645,623,832,1178,573,170,6351,379,662,507,644,660,882,1906,1273,444,7364,415,688,603,670,799,933,1706,1267,790,7875,385,883,934,1068,1121,1126,1412,609,243,7793,199,1086,1299,1378,1322,1244,1019,371,133,8043,90,1141,1956,1756,1857,1575,876,233,82,9564
CED120,218,382,570,674,690,786,1300,860,410,5889,187,559,1012,920,1004,781,719,320,144,5646,126,655,1079,1064,1154,808,481,185,63,5600,46,532,1051,1040,1141,804,275,94,38,5017,19,327,1104,1067,1099,777,242,74,31,4735,0,108,787,703,733,484,103,17,10,2936,0,34,538,622,563,395,81,22,15,2256,0,3,249,484,480,315,53,11,3,1603,0,6,189,518,521,318,67,28,7,1640,4,8,36,147,179,109,60,19,7,577,481,280,567,626,701,679,675,649,642,5305,4841,4190,9234,10065,10604,9410,7059,3540,1735,60678,3800,596,904,930,1068,1486,748,228,70,9820,2048,418,374,402,440,584,407,116,45,4821,897,751,831,748,832,1193,1427,606,153,7432,548,566,665,809,910,1314,2825,1631,409,9676,582,654,794,934,1019,1262,2241,1333,566,9382,527,1047,1318,1213,1364,1299,1373,626,221,8984,310,1302,1708,1532,1746,1442,990,409,112,9553,145,1202,2171,1950,2106,1760,761,218,73,10374
CED121,210,509,761,844,855,1046,1695,1286,735,7940,178,606,1213,1098,1126,900,887,458,241,6705,78,645,1169,1107,1137,861,476,264,89,5830,38,451,973,987,1059,758,308,137,51,4758,11,222,942,868,892,674,234,86,44,3968,4,65,535,477,483,364,92,24,9,2048,0,27,335,421,434,309,55,16,8,1601,0,12,174,263,320,226,37,12,6,1048,0,8,200,304,297,211,63,15,0,1106,3,3,67,94,115,76,60,18,12,449,400,288,666,616,708,777,852,731,783,5811,4738,4410,9512,9685,10238,10119,8216,4630,2487,64043,4015,623,969,973,1140,1700,611,180,85,10281,2053,500,443,425,513,670,377,123,42,5145,976,1048,1211,1134,1141,1610,1541,684,168,9509,511,704,1005,1055,1307,2000,3753,2192,637,13154,473,842,1095,1178,1350,1733,2853,2002,1060,12589,404,1096,1598,1456,1520,1477,1721,854,359,10487,272,1298,1846,1631,1709,1484,1089,533,176,10038,116,1044,2022,1820,1937,1640,786,280,95,9738
CED122,155,548,711,540,571,600,1025,943,553,5655,113,631,993,750,765,659,605,345,228,5094,61,636,1207,860,810,640,431,208,98,4957,40,646,1581,982,991,722,423,146,72,5594,19,576,2138,1268,1071,772,315,85,58,6301,12,242,1747,1051,835,509,198,51,28,4683,7,92,1484,1081,810,450,123,44,28,4111,5,35,947,885,625,334,98,30,13,2976,0,27,1066,1483,906,447,126,40,26,4126,4,12,299,904,669,231,73,48,26,2268,392,723,1474,1039,819,730,689,543,497,6909,5045,8927,16691,13200,10768,8432,6525,4135,2269,75989,5536,5287,2862,1419,1000,1190,793,432,164,18674,1679,1141,498,416,353,382,353,197,74,5097,799,1733,930,707,715,1017,1057,797,260,8012,380,1247,1014,693,832,1048,1990,1598,594,9384,332,1131,1369,848,930,1041,1708,1449,774,9589,287,1320,1847,1136,1111,1092,1091,664,350,8888,152,1197,2185,1373,1331,1171,833,408,161,8818,103,1230,2998,1884,1802,1399,788,294,125,10613
CED123,212,502,819,793,711,783,1310,822,472,6420,186,730,1309,1031,896,762,609,256,134,5923,117,880,1405,1183,1072,809,341,140,35,5981,56,805,1705,1214,1193,854,237,71,20,6163,21,521,1708,1329,1174,832,153,42,13,5791,4,157,1107,919,720,457,98,20,7,3495,0,62,688,734,620,367,67,9,5,2544,0,17,359,503,432,256,36,3,0,1601,0,4,277,518,395,207,41,5,3,1454,12,13,54,152,134,82,30,7,4,483,447,475,1082,901,769,697,657,436,269,5731,5249,5893,13383,11911,10501,9383,6385,3064,1394,67169,4394,891,1429,1192,1147,1698,806,235,66,11864,2155,522,454,456,386,475,338,93,25,4897,1070,1001,1114,953,874,1185,1215,534,143,8096,583,776,981,956,1000,1395,2648,1510,446,10293,573,897,1208,1140,1067,1211,2177,1266,660,10195,543,1310,1784,1401,1258,1175,1211,441,196,9318,305,1664,2427,1860,1680,1400,762,289,74,10464,168,1645,3483,2447,2264,1791,640,156,39,12636
CED124,135,353,577,687,1005,1264,2281,1590,771,8661,105,426,841,923,1233,1133,1301,622,317,6909,44,377,737,958,1099,964,707,336,151,5382,19,223,593,744,987,891,436,181,65,4137,8,105,429,537,785,674,309,137,50,3045,3,38,289,349,470,386,143,47,18,1738,0,11,185,291,389,336,81,20,9,1317,0,3,73,235,281,275,44,10,5,931,0,3,68,209,261,227,65,25,4,865,3,7,19,91,116,92,78,32,19,465,511,236,411,545,735,911,1132,983,780,6248,4015,2810,5834,7449,9979,11849,11480,6317,2860,62589,3194,326,502,602,892,1726,643,233,141,8264,1918,298,279,347,481,874,518,182,68,4973,769,777,935,1013,1332,2399,2301,1029,253,10812,367,534,805,952,1530,2618,5739,3337,865,16747,345,609,867,1109,1663,2286,4120,2645,1143,14790,309,812,1185,1327,1794,2063,2538,1241,489,11752,129,778,1350,1541,1918,1881,1552,758,260,10180,60,547,1317,1495,2004,1931,1129,400,131,9021
CED125,203,510,881,733,774,813,1217,708,308,6136,165,686,1187,1106,882,778,618,195,113,5723,109,765,1464,1236,1083,865,321,111,33,5994,47,758,1547,1212,1183,796,214,56,20,5836,16,428,1493,1080,1091,808,180,28,16,5140,5,150,1006,737,664,450,70,9,0,3093,0,34,608,573,484,334,52,4,3,2088,0,8,291,392,325,224,29,0,0,1271,0,4,249,434,324,179,25,8,0,1223,7,7,45,93,68,62,21,12,4,315,452,434,903,730,652,664,567,287,171,4857,5375,5807,12916,11312,10275,9613,6052,2509,933,64792,5105,1170,1769,1388,1334,1849,725,266,65,13677,2039,698,501,495,423,509,349,100,19,5139,1016,1087,1280,1121,992,1396,1219,476,104,8695,506,851,1095,1104,1159,1551,2773,1306,278,10623,515,903,1261,1089,1110,1264,1977,1065,420,9610,445,1276,1737,1558,1337,1243,1103,388,147,9233,278,1512,2515,2014,1828,1550,714,236,67,10714,123,1568,3297,2526,2366,1815,600,129,40,12450
CED126,124,334,361,511,632,628,1090,903,541,5131,110,351,553,746,912,742,964,544,350,5268,67,437,724,873,978,778,712,345,162,5076,36,411,920,931,1105,900,544,242,128,5220,6,318,1070,1018,1189,976,442,168,111,5299,4,112,810,888,921,654,261,100,54,3805,0,36,602,797,799,580,177,61,34,3092,0,9,284,542,628,374,100,49,19,2005,0,5,363,982,908,535,191,71,44,3096,7,5,122,661,666,302,171,70,35,2048,255,221,469,598,595,581,686,648,910,4974,4228,3559,7613,10802,11359,9187,7786,4701,3011,62246,3904,576,709,1133,1018,1044,711,370,164,9643,2412,534,256,397,394,453,455,210,94,5201,740,862,478,552,598,755,1126,717,251,6073,322,639,484,621,658,796,1636,1359,529,7049,342,693,582,686,868,953,1697,1409,760,8003,286,795,858,1005,1205,1132,1647,996,492,8412,160,951,1297,1274,1436,1255,1292,697,278,8632,87,910,1791,1591,1810,1631,1170,518,223,9725
CED127,180,404,560,592,724,838,1486,930,467,6179,153,520,799,863,937,865,928,403,192,5673,93,508,837,870,1074,856,587,243,72,5141,43,471,884,928,1039,873,425,125,60,4852,11,264,860,930,1090,864,312,80,35,4435,0,97,602,687,797,589,175,31,11,2987,0,24,432,617,729,570,105,25,6,2505,0,12,214,443,592,425,78,17,3,1785,0,0,174,508,611,498,90,19,9,1910,3,10,33,157,202,146,49,18,15,626,370,266,493,528,694,646,661,527,445,4636,4536,3923,7652,9216,10670,10151,7748,3688,1717,59296,3954,612,745,860,923,1324,648,203,88,9361,1898,493,350,429,429,652,483,124,50,4910,872,779,820,738,830,1216,1255,607,175,7289,431,596,669,757,891,1233,2403,1452,403,8834,511,693,816,827,1061,1358,2408,1456,647,9773,471,924,1129,1176,1325,1444,1712,756,295,9228,243,1045,1410,1324,1603,1493,1189,470,133,8902,109,1061,1797,1734,1921,1753,1035,295,94,9792
CED128,156,501,838,801,854,852,1295,932,441,6679,127,577,1111,1023,1016,724,536,203,120,5424,75,658,1152,1034,1030,763,277,119,47,5157,37,644,1400,1033,1029,741,184,54,25,5145,14,407,1347,941,918,640,135,45,13,4453,0,134,903,659,573,360,67,14,4,2714,0,32,554,564,380,264,44,9,3,1854,0,16,278,322,273,167,30,0,0,1083,0,6,225,370,288,135,31,10,0,1068,5,11,49,117,80,38,12,18,3,329,388,409,881,743,740,631,489,374,254,4904,5270,5823,12664,11248,10812,9421,6306,3515,1592,66645,4935,1663,2426,1874,1730,1928,929,418,135,16034,2253,905,510,507,456,547,388,193,68,5822,1172,1346,1838,1740,1719,1901,1463,841,320,12335,448,867,1378,1435,1670,2145,3234,2011,650,13841,415,946,1384,1326,1417,1442,2137,1388,620,11065,350,1172,1792,1561,1542,1286,1046,392,168,9300,204,1353,2244,1884,1873,1444,669,247,92,10016,105,1445,3083,2299,2246,1732,514,126,38,11585
CED129,117,343,371,563,538,526,986,688,343,4476,87,415,556,798,856,662,838,321,156,4682,58,411,670,871,875,664,601,179,73,4407,38,494,949,1067,992,695,388,108,35,4779,10,411,1174,1281,1100,850,327,66,33,5252,3,187,964,976,927,589,181,23,15,3862,4,44,774,1004,829,564,142,25,9,3397,0,19,448,774,716,442,76,15,5,2492,0,8,503,1187,980,488,97,16,4,3277,0,3,110,485,397,165,43,13,10,1225,226,171,385,450,428,380,359,301,267,2969,5099,4266,8856,12692,10969,8889,6802,3065,1379,62013,5282,1069,1326,1876,1350,1829,1120,398,157,14413,2386,787,340,598,474,594,522,199,51,5954,977,1042,606,699,605,808,1220,631,173,6754,386,705,510,689,640,843,1725,1201,386,7083,341,715,559,731,738,785,1522,1069,476,6937,258,850,867,1095,1169,1013,1452,641,240,7570,146,892,1142,1286,1302,1087,1155,428,121,7554,88,1012,1762,1722,1655,1258,870,271,67,8712
CED130,196,489,707,707,823,1033,1649,1399,675,7686,192,640,1073,972,1055,1016,848,470,326,6598,92,568,1170,1094,1132,908,601,276,118,5959,37,357,934,942,1086,933,378,156,79,4901,13,198,757,761,885,724,280,129,56,3800,0,92,492,467,523,421,135,45,11,2192,3,26,309,404,486,355,102,23,10,1712,0,7,168,307,354,290,69,11,23,1221,0,9,122,306,396,283,75,42,8,1234,7,10,49,92,142,108,53,40,13,510,631,471,761,769,934,1073,1025,877,559,7106,4893,4493,8675,8881,10162,10628,8661,5279,2464,64141,3722,633,760,687,802,1267,601,205,83,8768,2071,446,346,386,462,599,433,148,62,4947,1081,1309,1105,1080,1244,1827,1553,753,194,10148,440,662,979,996,1331,1959,3848,2476,691,13376,476,791,1044,1112,1372,1867,2998,2188,957,12801,428,1099,1583,1392,1559,1738,1674,899,436,10811,242,1236,2149,1792,1943,1793,1210,560,190,11110,113,950,2220,1972,2187,2034,938,337,117,10859
CED131,177,695,744,699,759,852,1322,1049,657,6955,121,798,1056,956,915,796,786,380,270,6074,81,786,1154,917,957,810,463,210,86,5474,36,578,1336,977,1054,809,352,113,51,5297,6,408,1539,1100,1044,817,226,75,35,5245,4,147,1138,797,733,564,105,37,15,3536,0,42,781,669,661,450,103,19,10,2734,0,18,388,508,475,308,64,13,6,1782,0,4,369,626,590,353,69,22,15,2055,4,13,81,261,234,153,62,33,12,853,268,356,619,496,554,594,568,636,883,4975,4310,6765,11502,10121,9942,9162,6464,4070,2647,64966,3473,1484,1243,861,790,1090,441,159,80,9617,2266,824,390,399,395,482,300,109,22,5189,1172,2237,1328,972,972,1259,979,572,212,9696,416,1350,1062,1005,1093,1561,2441,1850,700,11479,372,1262,1304,1057,1260,1472,2259,1628,893,11509,272,1455,1724,1328,1319,1289,1488,669,378,9921,154,1475,2036,1476,1477,1428,900,413,165,9527,71,1223,2686,1779,1850,1560,792,228,92,10279
CED132,57,336,415,396,407,391,730,605,437,3777,58,335,621,525,517,514,666,378,291,3898,29,393,810,606,575,541,556,257,136,3906,20,474,1197,760,696,641,554,245,116,4702,10,508,1919,1050,877,774,561,196,104,5996,8,247,1854,984,709,653,371,126,60,5010,3,82,1723,1121,855,666,276,101,56,4890,0,20,1138,1021,669,500,219,81,47,3697,3,32,1702,2105,1389,859,333,118,50,6601,3,9,578,1916,1699,821,321,110,65,5533,197,352,1213,897,651,620,540,429,559,5470,3361,4663,15345,14008,11017,8953,6833,3729,2459,70382,4349,1254,1719,1850,1268,1199,834,366,178,13012,1604,680,332,426,406,445,371,173,79,4522,532,919,506,586,542,666,663,466,191,5067,225,753,588,516,538,643,981,835,411,5492,131,615,677,569,611,687,1169,885,576,5931,126,656,1038,750,731,803,1086,647,402,6238,77,722,1384,946,884,868,911,493,210,6500,37,817,2166,1272,1155,1043,996,424,199,8110
CED133,193,432,752,863,1067,1403,2106,1509,839,9169,153,538,1068,1149,1283,1266,1048,534,354,7398,62,502,996,1083,1357,1181,641,281,123,6222,28,272,756,971,1221,1059,395,147,65,4912,7,140,539,727,902,856,262,130,60,3617,0,42,291,453,542,464,118,27,8,1953,0,6,179,381,455,405,72,23,18,1543,0,7,88,247,337,307,28,10,7,1036,0,3,88,246,294,238,56,21,10,953,3,5,36,76,92,90,44,25,20,391,591,328,658,786,934,1080,963,816,569,6716,4790,3545,7369,9131,11271,12797,9797,5608,2833,67136,3711,406,596,673,946,1548,534,205,65,8682,2148,364,329,405,537,839,463,152,62,5299,1069,1049,1221,1171,1525,2492,1910,868,325,11630,447,622,1003,1211,1747,2909,4818,2922,933,16617,426,773,1188,1374,1909,2677,3835,2396,1168,15738,395,992,1610,1690,1969,2281,2083,1054,507,12570,159,1090,1884,1880,2324,2269,1397,624,230,11862,74,672,1761,2031,2473,2455,1042,337,108,10956
