CED_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
CED111,0,28,6,61,34,15,25,21,6,196,0,5,6,45,60,176,237,357,161,1049,5,7,5,18,3,3,0,0,0,44,0,7,25,54,19,13,3,3,0,126,3,3,5,53,48,39,30,5,12,200,0,5,98,36,10,13,11,4,0,192,0,3,0,5,11,18,35,43,7,120,0,0,0,0,3,6,0,0,0,12,3,6,19,43,13,7,3,3,0,91,3,0,11,24,3,0,0,0,0,39,0,3,4,13,21,38,108,71,23,277,7,59,81,294,187,118,61,30,9,847,0,3,3,12,10,6,18,5,3,74,0,12,53,84,11,6,4,0,0,174,0,3,8,14,11,4,3,0,0,39,4,37,16,102,27,24,10,0,0,220,0,0,0,24,3,34,19,12,16,115,3,6,12,34,95,101,116,77,28,479,12,5,4,11,5,3,3,3,0,46,0,10,32,104,44,41,20,10,3,262
CED112,3,17,3,54,35,38,67,34,10,253,0,0,0,14,23,48,81,70,10,264,0,3,4,11,3,4,3,0,0,26,0,6,9,31,17,8,13,0,0,86,0,0,0,7,22,9,10,0,0,53,0,0,14,15,16,7,8,3,0,71,0,0,0,3,14,33,78,40,3,173,0,4,0,5,3,8,3,3,4,29,0,0,0,0,3,0,4,7,0,16,0,3,0,12,3,0,0,0,0,21,0,9,0,9,7,40,76,51,18,213,14,46,75,366,265,228,158,48,21,1212,0,0,0,7,11,12,17,15,4,69,3,3,6,21,7,9,3,0,0,41,0,0,0,11,22,8,3,0,0,53,4,22,39,104,42,27,15,3,4,259,0,0,0,9,6,7,20,4,4,52,0,5,5,49,64,113,88,82,20,423,0,0,0,4,10,8,3,0,0,26,0,13,30,90,61,33,27,16,3,281
CED113,0,14,0,41,14,13,40,12,5,145,0,0,0,20,24,62,90,102,32,333,0,7,3,4,3,4,0,4,0,20,0,0,3,21,10,6,0,0,0,42,0,0,3,8,7,6,8,3,0,33,0,3,4,29,23,14,9,0,3,85,0,0,0,3,0,12,38,18,3,78,0,0,0,3,3,4,0,0,0,9,0,0,0,4,3,3,0,0,0,13,0,5,0,58,3,0,0,0,0,69,0,9,3,18,12,42,103,52,30,264,4,48,78,270,192,206,125,40,13,970,0,0,0,9,6,12,18,7,3,54,0,0,7,56,3,4,0,0,0,81,0,0,0,19,25,11,3,0,0,68,5,43,33,97,33,9,0,3,0,227,0,0,0,22,0,13,16,11,8,74,0,4,3,25,59,73,100,39,6,312,3,0,0,11,14,3,3,0,0,44,3,22,22,73,52,36,28,11,5,250
CED114,0,3,4,41,13,8,16,10,3,95,0,3,12,28,27,103,224,243,119,765,0,0,0,8,0,0,0,0,0,14,0,3,17,41,3,0,3,0,0,64,0,0,0,9,5,0,5,0,0,21,5,3,26,62,8,7,0,0,0,111,0,0,0,0,0,9,19,8,0,33,0,0,0,10,4,0,0,0,0,13,0,0,0,10,0,0,0,0,0,16,3,31,41,47,6,0,0,0,0,132,0,3,4,14,9,40,96,52,12,233,19,69,123,253,169,141,97,37,7,909,0,3,0,15,0,4,7,8,0,37,0,16,3,63,22,0,0,0,0,104,0,3,4,7,12,3,3,0,0,29,7,46,36,143,39,18,9,0,0,291,0,0,0,3,3,3,9,0,6,25,0,0,6,25,39,45,62,41,8,226,0,0,0,5,4,3,0,0,0,15,3,19,29,53,42,25,12,3,0,185
CED115,0,6,3,6,12,10,14,13,0,59,3,0,5,36,89,202,323,371,132,1167,0,3,0,6,0,5,3,0,0,18,0,4,3,28,3,8,3,7,0,56,7,23,29,321,230,160,139,44,14,962,3,13,24,130,29,47,22,3,3,273,0,0,3,4,11,66,96,43,14,243,0,3,3,16,3,23,17,5,0,77,0,3,19,70,32,18,9,3,0,150,0,5,7,82,3,0,4,0,0,106,0,0,0,3,3,14,17,8,4,50,35,205,336,381,118,86,33,12,7,1204,0,0,0,0,0,6,4,4,0,19,4,32,44,162,32,17,4,0,0,305,0,0,0,0,5,0,0,0,0,10,7,44,92,346,125,154,104,25,9,898,0,0,3,53,29,69,48,24,14,233,0,0,0,4,12,23,22,17,6,86,0,0,3,12,8,17,4,3,0,44,0,3,3,20,14,10,8,4,0,66
CED116,0,6,0,37,15,24,40,25,8,156,0,0,4,6,23,59,108,86,17,304,0,8,0,0,3,3,0,0,0,19,0,5,10,17,4,0,0,3,0,38,0,0,0,5,9,11,7,0,0,34,0,3,3,11,11,15,7,0,0,50,0,0,0,4,6,36,68,34,3,160,0,0,0,3,3,9,14,3,0,33,0,0,0,3,0,0,3,0,0,10,0,3,3,17,3,0,0,0,0,28,0,3,0,12,6,61,147,67,13,306,3,34,47,207,164,194,194,68,16,933,0,0,0,7,9,9,32,14,0,74,3,3,0,9,0,0,0,0,0,12,0,0,0,9,21,12,0,4,0,46,3,17,13,46,8,3,3,0,0,100,0,0,0,10,0,18,13,10,6,65,0,9,4,21,37,96,137,77,31,415,0,3,0,12,7,4,0,3,0,28,0,6,10,38,39,34,58,11,3,201
CED117,3,11,12,403,106,52,41,14,3,646,3,22,35,270,105,141,250,335,178,1339,4,16,19,65,35,8,5,3,0,150,0,17,23,107,31,13,10,18,6,223,0,0,4,37,47,62,90,60,23,322,0,12,37,168,56,60,33,8,3,377,0,0,0,6,8,23,33,24,9,106,0,4,4,21,14,10,4,3,0,60,0,0,5,21,7,9,5,3,0,53,5,18,280,735,20,5,7,0,0,1070,7,16,4,59,26,11,25,9,3,153,9,31,99,752,407,294,123,32,5,1757,0,0,0,36,21,12,16,0,0,85,0,0,8,44,6,3,0,0,0,67,0,0,0,28,16,12,0,0,0,53,0,30,52,340,86,68,42,5,0,630,3,0,0,79,12,35,22,5,10,172,0,5,12,171,100,66,56,26,5,432,9,13,10,61,24,19,14,3,0,154,0,0,21,196,67,43,30,7,0,377
CED118,0,22,5,75,35,24,33,14,7,210,0,3,7,25,42,87,117,103,34,417,0,9,3,12,3,4,5,0,0,32,3,28,44,181,96,68,49,26,7,501,3,5,25,149,125,109,84,31,4,528,3,21,36,150,63,85,58,17,3,443,0,0,0,21,45,117,248,123,38,589,0,5,10,31,37,35,26,14,6,160,4,12,14,70,60,26,25,12,0,220,3,28,42,290,37,21,8,0,0,423,0,3,0,9,13,27,43,26,9,134,12,177,290,643,270,180,78,15,8,1675,0,3,3,8,13,10,9,13,0,62,20,49,99,335,87,57,22,9,0,681,0,0,7,18,8,7,0,0,0,41,19,154,278,1165,571,430,190,36,13,2856,0,3,3,54,23,50,34,8,12,191,0,10,6,30,50,35,50,25,8,216,4,32,28,50,29,31,16,5,3,197,8,38,89,215,128,82,46,19,3,619
CED119,3,23,0,106,62,32,28,10,0,271,3,3,8,37,56,67,113,68,31,374,0,7,6,9,5,4,3,0,0,33,0,5,11,24,9,4,3,3,0,60,0,0,10,81,82,86,61,11,6,341,3,5,14,59,35,45,30,12,0,197,0,0,0,0,11,37,47,24,3,117,0,0,3,14,24,24,10,10,5,97,0,0,0,3,4,3,4,0,0,9,0,5,18,80,12,5,0,0,0,122,0,3,3,22,12,23,42,28,17,159,10,56,101,377,253,178,67,26,4,1069,0,0,3,7,15,12,20,15,3,77,0,9,15,34,12,11,3,0,0,87,0,6,3,19,7,9,4,0,0,42,0,23,31,178,86,92,27,7,0,445,0,0,0,28,17,48,20,3,3,117,0,11,3,53,53,83,65,46,3,318,3,5,8,20,14,15,10,0,0,72,0,15,35,133,75,64,54,18,3,402
CED120,3,12,6,60,43,39,41,12,11,223,0,3,0,9,26,74,102,66,18,299,0,0,3,3,0,0,3,0,0,9,0,3,21,24,7,0,0,0,0,54,0,3,5,39,43,32,23,11,0,151,0,0,3,12,17,11,12,0,3,63,0,0,0,8,8,62,97,17,5,205,0,0,3,11,12,11,6,5,0,43,0,0,0,3,4,0,0,3,0,13,0,0,0,22,4,0,0,0,0,28,0,0,0,17,18,53,70,47,7,212,11,41,65,276,171,160,106,31,7,868,0,0,5,18,10,15,25,8,3,97,0,3,9,24,14,4,3,0,0,66,0,0,0,15,10,7,0,4,0,39,0,23,20,71,28,16,9,0,0,169,0,0,0,22,14,13,18,7,3,85,3,5,14,57,59,101,89,47,16,390,0,0,3,8,12,13,4,3,0,44,0,11,18,80,46,25,30,13,0,218
CED121,0,15,7,57,16,17,28,8,0,150,0,0,3,6,6,20,30,29,14,107,0,0,3,3,3,0,3,0,0,13,0,3,9,20,0,0,3,0,0,38,0,0,0,5,4,8,7,0,0,28,0,0,7,30,19,10,5,0,0,69,0,0,0,0,3,4,34,3,0,48,0,0,0,6,3,3,3,0,0,13,0,0,0,12,0,0,3,0,3,18,0,0,3,10,3,0,0,0,0,21,0,5,3,10,17,29,79,41,16,205,6,46,75,294,233,209,143,69,17,1093,0,0,0,8,13,4,16,9,0,39,0,3,0,30,0,4,3,0,0,40,0,3,0,22,20,16,0,0,0,61,10,34,28,89,22,6,3,0,0,189,0,0,0,5,0,11,10,7,6,39,0,3,4,20,29,72,79,40,14,261,0,0,3,4,3,6,3,0,0,18,0,29,43,69,48,29,29,19,0,272
CED122,3,20,47,1301,140,49,48,18,11,1640,3,14,32,203,55,67,132,139,57,705,0,13,27,85,28,18,8,5,0,173,6,17,68,162,36,26,12,10,0,338,0,4,3,48,58,45,54,27,14,250,7,14,357,345,108,127,98,44,6,1115,0,0,0,9,9,26,83,60,25,205,0,0,4,33,16,21,13,3,0,84,0,0,34,13,6,3,3,4,0,67,0,0,18,86,11,0,0,0,0,121,3,8,7,60,26,13,23,11,9,158,13,64,160,720,355,254,120,46,9,1752,0,0,8,72,25,10,13,13,3,144,4,5,59,149,12,17,4,0,0,252,0,6,0,18,31,6,4,4,0,70,3,36,118,422,136,91,30,13,4,847,0,3,0,99,24,61,42,16,8,265,0,13,19,181,79,81,71,20,11,470,5,22,125,153,32,35,17,10,5,400,0,32,112,328,245,93,58,43,12,917
CED123,0,18,4,65,27,53,73,23,8,267,3,4,3,22,26,85,123,92,29,397,0,0,3,8,0,0,7,0,0,14,3,6,11,59,23,16,10,4,0,133,0,4,14,103,76,59,36,20,0,316,4,3,10,46,28,23,19,8,0,130,0,3,5,26,44,131,230,100,10,550,0,0,3,27,17,16,23,3,0,93,0,0,0,16,6,7,6,3,0,33,6,9,26,95,9,17,0,3,0,165,0,3,4,19,24,67,75,41,13,242,30,133,233,663,259,203,94,17,5,1633,0,0,0,21,27,22,42,16,0,134,3,33,43,140,37,31,13,0,0,305,0,0,4,21,8,3,0,0,0,38,15,86,126,487,200,175,60,18,0,1166,3,0,3,35,8,29,23,19,10,132,0,3,11,59,91,108,102,47,12,428,8,3,3,20,6,10,5,3,0,54,3,11,21,103,47,49,24,11,5,273
